timestamp,mef_g_per_kwh,marginal_side,marginal_label,marginal_fuel,marginal_eta,marginal_srmc_eur_per_mwh,price_DE,net_import_total_MW,cluster_zones,IMPORT_ambivalent_zones,residual_domestic_fossil_MW,flag_psp_price_setting,FEE_MW,ND_EXTRA_MW,RL_after_FEE_MW,RL_after_MU_WASTE_MW,RL_after_MU_NUC_MW,RL_after_MU_BIO_MW,RL_after_MU_OIL_MW,RL_after_FOSSIL_MU_MW,RL_after_PSP_MW,RL_after_RES_MW,DE_fossil_mustrun_cost_based_MW,DE_fossil_mustrun_required_MW,DE_fossil_mustrun_other_required_MW,DE_oil_mustrun_required_MW,BIO_MW,WASTE_MW,OIL_lowprice_profile_MW,OIL_MU_used_MW,residual_after_trade_MW,import_flow_target_MW,export_flow_target_MW,import_flow_observed_MW,export_flow_observed_MW,stack_import_utilized_MW,stack_export_utilized_MW,IMPORT_price_zone,LIGNITE_lowprice_profile_MW
2024-04-10 04:00:00+02:00,1094.285732921289,DE,SEE908125004449,Braunkohle,0.3499999940395355,77.51142883300781,22.4075,5101.224999999999,,,31528.482291327397,False,6215.5,4327.0,38311.5,37630.25,37630.25,37630.25,37345.25,31528.482291327397,26793.982291327397,26731.982291327397,3600.6,6101.7677086726035,5816.7677086726035,285.0,3645.75,681.25,0.0,285.0,21630.757291327398,5101.224999999999,0.0,5101.224999999999,0.0,0.0,0.0,,0.0
2024-04-10 05:00:00+02:00,728.2608563541693,DE,SEE980331579218,Steinkohle,0.46000000834465027,80.21083068847656,25.43,3465.925,,,31800.482291327397,False,6236.5,4333.25,38592.0,37902.25,37902.25,37902.25,37617.25,31800.482291327397,27838.732291327397,27765.482291327397,3600.6,6101.7677086726035,5816.7677086726035,285.0,3643.5,689.75,0.0,285.0,24299.557291327397,3465.9249999999997,0.0,3465.9249999999997,0.0,0.0,0.0,,0.0
2024-04-10 06:00:00+02:00,744.444464165488,DE,SEE913516809497,Steinkohle,0.44999998807907104,81.99329376220703,36.7925,2937.2749999999996,,,32848.4822913274,False,6073.5,4391.75,39645.75,38950.25,38950.25,38950.25,38665.25,32848.4822913274,29950.982291327397,29856.482291327397,3600.6,6101.7677086726035,5816.7677086726035,285.0,3696.25,695.5,0.0,285.0,26919.207291327395,2937.2749999999996,0.0,2937.2749999999996,0.0,0.0,0.0,,0.0
2024-04-10 07:00:00+02:00,446.66667849929274,DE,SEE939242219362,Erdgas,0.44999998807907104,88.36222076416016,50.75,2233.925,,,36039.2322913274,False,6171.25,4509.5,42823.75,42141.0,42141.0,42141.0,41856.0,36039.2322913274,34745.4822913274,34653.9822913274,3600.6,6101.7677086726035,5816.7677086726035,285.0,3826.75,682.75,0.0,285.0,32420.057291327397,2233.925,0.0,2233.925,0.0,0.0,0.0,,0.0
2024-04-10 08:00:00+02:00,875.8170098413893,DE,SEE954971534470,Steinkohle,0.3824999928474426,96.46269226074219,74.6625,2704.775,CH,,42968.9822913274,False,6929.5,4740.25,49729.25,49070.75,49070.75,49070.75,48785.75,42968.9822913274,42677.2322913274,42571.9822913274,3600.6,6101.7677086726035,5816.7677086726035,285.0,4081.75,658.5,0.0,285.0,39867.207291327395,43.0,0.0,43.0,0.0,0.0,0.0,,0.0
2024-04-10 09:00:00+02:00,793.3884177668142,DE,SEE983645175053,Heizöl schwer,0.3630000054836273,188.3046112060547,88.32,1332.6666666666665,,,48241.4822913274,False,6527.0,4922.75,54996.25,54343.25,54343.25,54343.25,54058.25,48241.4822913274,48170.9822913274,48021.9822913274,3600.6,6101.7677086726035,5816.7677086726035,285.0,4269.75,653.0,0.0,285.0,46689.31562466073,1332.6666666666665,0.0,1332.6666666666665,0.0,0.0,0.0,,0.0
2024-04-10 10:00:00+02:00,1252.1738903283626,DE,SEE951401550147,Heizöl schwer,0.23000000417232513,297.19378662109375,86.4225,3861.3499999999995,,,52218.7322913274,False,5351.5,4919.25,58931.25,58320.5,58320.5,58320.5,58035.5,52218.7322913274,52176.7322913274,52073.2322913274,3600.6,6101.7677086726035,5816.7677086726035,285.0,4308.5,610.75,0.0,285.0,48211.8822913274,3861.3499999999995,0.0,3861.3499999999995,0.0,0.0,0.0,,0.0
2024-04-10 11:00:00+02:00,1252.1738903283626,DE,SEE951401550147,Heizöl schwer,0.23000000417232513,297.19378662109375,76.765,2910.0,,,53763.9822913274,False,4530.5,4816.75,60478.5,59865.75,59865.75,59865.75,59580.75,53763.9822913274,53414.9822913274,53332.4822913274,3600.6,6101.7677086726035,5816.7677086726035,285.0,4204.0,612.75,0.0,285.0,50422.4822913274,2910.0,0.0,2910.0,0.0,0.0,0.0,,0.0
2024-04-10 12:00:00+02:00,1252.1738903283626,DE,SEE951401550147,Heizöl schwer,0.23000000417232513,297.19378662109375,63.5625,1205.2649999999999,,,54467.4822913274,False,4006.5,4540.0,61177.5,60569.25,60569.25,60569.25,60284.25,54467.4822913274,53366.4822913274,53317.7322913274,3600.6,6101.7677086726035,5816.7677086726035,285.0,3931.75,608.25,0.0,285.0,52112.4672913274,1205.2649999999999,0.0,1205.2649999999999,0.0,0.0,0.0,,0.0
2024-04-10 13:00:00+02:00,1252.1738903283626,DE,SEE951401550147,Heizöl schwer,0.23000000417232513,297.19378662109375,49.79,1236.3333333333333,,,55107.7322913274,False,4202.5,4410.5,61812.75,61209.5,61209.5,61209.5,60924.5,55107.7322913274,51319.9822913274,51252.9822913274,3600.6,6101.7677086726035,5816.7677086726035,285.0,3807.25,603.25,0.0,285.0,50016.64895799406,1236.3333333333333,0.0,1236.3333333333333,0.0,0.0,0.0,,0.0
