time,imp_NL,actual_imp_NL,diff_imp_NL,imp_DK_1,actual_imp_DK_1,diff_imp_DK_1,scheduled_net_import_total,actual_net_import_total,diff_net_import_total
2024-01-01T01:00:00,181.0,1272.75,1091.75,2500.0,2517.5,17.5,2681.0,3790.25,1109.25
2024-01-01T02:00:00,261.8,1325.25,1063.45,,2413.75,,261.8,3739.0,3477.2
2024-01-01T03:00:00,0.0,1232.0,1232.0,,2499.5,,0.0,3731.5,3731.5
2024-01-01T04:00:00,0.0,1021.75,1021.75,2398.0,2422.5,24.5,2398.0,3444.25,1046.25
2024-01-01T05:00:00,402.5,1319.5,917.0,2263.0,1916.5,-346.5,2665.5,3236.0,570.5
2024-01-01T06:00:00,1197.75,1251.5,53.75,1941.0,2013.0,72.0,3138.75,3264.5,125.75
2024-01-01T07:00:00,71.1,1142.25,1071.15,2318.0,2279.75,-38.25,2389.1,3422.0,1032.9
2024-01-01T08:00:00,558.4,1304.25,745.85,2066.0,2229.5,163.5,2624.4,3533.75,909.3499999999999
2024-01-01T09:00:00,979.9,1192.5,212.60000000000002,2500.0,2496.75,-3.25,3479.9,3689.25,209.3499999999999
2024-01-01T10:00:00,1312.3,1178.0,-134.29999999999995,,2388.0,,1312.3,3566.0,2253.7
2024-01-01T11:00:00,1224.5,1324.25,99.75,,2503.75,,1224.5,3828.0,2603.5
2024-01-01T12:00:00,1315.2,1107.25,-207.95000000000005,,2503.25,,1315.2,3610.5,2295.3
2024-01-01T13:00:00,775.8,1026.25,250.45000000000005,,2488.25,,775.8,3514.5,2738.7
2024-01-01T14:00:00,627.6,929.75,302.15,,2454.25,,627.6,3384.0,2756.4
2024-01-01T15:00:00,1668.4,1491.25,-177.1500000000001,,2375.5,,1668.4,3866.75,2198.35
2024-01-01T16:00:00,1907.3,1724.25,-183.04999999999995,,2399.0,,1907.3,4123.25,2215.95
2024-01-01T17:00:00,1227.8,1023.0,-204.79999999999995,,2492.25,,1227.8,3515.25,2287.45
2024-01-01T18:00:00,2382.6,2034.0,-348.5999999999999,,2375.25,,2382.6,4409.25,2026.65
2024-01-01T19:00:00,1758.0,1251.75,-506.25,,2538.75,,1758.0,3790.5,2032.5
2024-01-01T20:00:00,2161.9,1825.25,-336.6500000000001,,2402.25,,2161.9,4227.5,2065.6
2024-01-01T21:00:00,1805.7,1380.0,-425.70000000000005,2577.0,2395.5,-181.5,4382.7,3775.5,-607.1999999999998
2024-01-01T22:00:00,1743.8,1046.5,-697.3,2542.0,2353.5,-188.5,4285.8,3400.0,-885.8000000000002
2024-01-01T23:00:00,1387.0,1045.5,-341.5,2228.0,1315.25,-912.75,3615.0,2360.75,-1254.25
2024-01-02T00:00:00,395.6,845.0,449.4,1982.0,1802.5,-179.5,2377.6,2647.5,269.9000000000001
2024-01-02T01:00:00,0.0,756.25,756.25,2242.0,2046.0,-196.0,2242.0,2802.25,560.25
2024-01-02T02:00:00,33.75,554.5,520.75,2024.0,1901.25,-122.75,2057.75,2455.75,398.0
2024-01-02T03:00:00,18.75,572.5,553.75,2079.0,2022.0,-57.0,2097.75,2594.5,496.75
2024-01-02T04:00:00,10.0,687.5,677.5,2346.0,1799.5,-546.5,2356.0,2487.0,131.0
2024-01-02T05:00:00,46.0,832.0,786.0,2342.0,1348.25,-993.75,2388.0,2180.25,-207.75
2024-01-02T06:00:00,407.6,1212.75,805.15,2218.0,1475.5,-742.5,2625.6,2688.25,62.65000000000009
2024-01-02T07:00:00,1492.8,1157.5,-335.29999999999995,2029.0,1316.25,-712.75,3521.8,2473.75,-1048.0500000000002
2024-01-02T08:00:00,2213.7,849.75,-1363.9499999999998,1875.0,1531.25,-343.75,4088.7,2381.0,-1707.6999999999998
2024-01-02T09:00:00,2255.6,1008.0,-1247.6,2149.0,1613.75,-535.25,4404.6,2621.75,-1782.8500000000004
2024-01-02T10:00:00,2259.9,1417.25,-842.6500000000001,1318.0,736.5,-581.5,3577.9,2153.75,-1424.15
2024-01-02T11:00:00,2404.3,1408.75,-995.5500000000002,326.0,323.25,-2.75,2730.3,1732.0,-998.3000000000002
2024-01-02T12:00:00,2403.7,2012.25,-391.4499999999998,0.0,234.5,234.5,2403.7,2246.75,-156.94999999999982
2024-01-02T13:00:00,2312.4,1724.5,-587.9000000000001,874.0,482.0,-392.0,3186.4,2206.5,-979.9000000000001
2024-01-02T14:00:00,2195.0,1200.75,-994.25,1109.0,219.0,-890.0,3304.0,1419.75,-1884.25
2024-01-02T15:00:00,2443.6,820.5,-1623.1,1098.0,260.25,-837.75,3541.6,1080.75,-2460.85
2024-01-02T16:00:00,2601.5,968.0,-1633.5,1355.0,477.5,-877.5,3956.5,1445.5,-2511.0
2024-01-02T17:00:00,1706.2,682.5,-1023.7,1291.0,281.5,-1009.5,2997.2,964.0,-2033.1999999999998
2024-01-02T18:00:00,1765.3,1273.5,-491.79999999999995,576.0,442.75,-133.25,2341.3,1716.25,-625.0500000000002
2024-01-02T19:00:00,1162.3,1004.75,-157.54999999999995,423.0,1757.75,1334.75,1585.3,2762.5,1177.2
2024-01-02T20:00:00,447.6,1191.25,743.65,1124.0,1232.5,108.5,1571.6,2423.75,852.1500000000001
2024-01-02T21:00:00,292.9,1239.5,946.6,2439.0,2103.5,-335.5,2731.9,3343.0,611.0999999999999
2024-01-02T22:00:00,613.8,1405.25,791.45,2282.0,1810.0,-472.0,2895.8,3215.25,319.4499999999998
2024-01-02T23:00:00,1219.9,1423.0,203.0999999999999,2500.0,2215.75,-284.25,3719.9,3638.75,-81.15000000000009
2024-01-03T00:00:00,899.7,1144.25,244.54999999999995,,2503.25,,899.7,3647.5,2747.8
2024-01-03T01:00:00,578.7,1317.5,738.8,,2507.5,,578.7,3825.0,3246.3
2024-01-03T02:00:00,665.5,1204.75,539.25,,2457.5,,665.5,3662.25,2996.75
2024-01-03T03:00:00,912.4,1240.0,327.6,,2445.0,,912.4,3685.0,2772.6
2024-01-03T04:00:00,623.6,1383.25,759.65,,2431.25,,623.6,3814.5,3190.9
2024-01-03T05:00:00,0.0,1480.5,1480.5,,2176.0,,0.0,3656.5,3656.5
2024-01-03T06:00:00,628.0,1479.0,851.0,2317.0,1965.75,-351.25,2945.0,3444.75,499.75
2024-01-03T07:00:00,1188.0,1432.0,244.0,2035.0,1696.0,-339.0,3223.0,3128.0,-95.0
2024-01-03T08:00:00,895.8,1156.25,260.45000000000005,2226.0,2065.5,-160.5,3121.8,3221.75,99.94999999999982
2024-01-03T09:00:00,1046.4,1347.75,301.3499999999999,2283.0,2257.0,-26.0,3329.4,3604.75,275.3499999999999
2024-01-03T10:00:00,866.4,1184.0,317.6,2386.0,2332.25,-53.75,3252.4,3516.25,263.8499999999999
2024-01-03T11:00:00,665.6,1090.75,425.15,2390.0,2460.0,70.0,3055.6,3550.75,495.1500000000001
2024-01-03T12:00:00,313.8,927.75,613.95,2500.0,2442.75,-57.25,2813.8,3370.5,556.6999999999998
2024-01-03T13:00:00,362.9,911.0,548.1,,2438.25,,362.9,3349.25,2986.35
2024-01-03T14:00:00,972.7,1277.5,304.79999999999995,2133.0,2049.0,-84.0,3105.7,3326.5,220.80000000000018
2024-01-03T15:00:00,1164.9,1228.5,63.59999999999991,1574.0,1599.25,25.25,2738.9,2827.75,88.84999999999991
2024-01-03T16:00:00,1390.2,1419.25,29.049999999999955,1154.0,1419.75,265.75,2544.2,2839.0,294.8000000000002
2024-01-03T17:00:00,1448.5,1789.75,341.25,0.0,543.0,543.0,1448.5,2332.75,884.25
2024-01-03T18:00:00,1582.9,1660.0,77.09999999999991,492.0,46.0,-446.0,2074.9,1706.0,-368.9000000000001
2024-01-03T19:00:00,937.3,714.75,-222.54999999999995,504.0,264.0,-240.0,1441.3,978.75,-462.54999999999995
2024-01-03T20:00:00,1668.7,1614.75,-53.950000000000045,919.0,460.5,-458.5,2587.7,2075.25,-512.4499999999998
2024-01-03T21:00:00,2100.9,2087.75,-13.150000000000091,963.0,942.5,-20.5,3063.9,3030.25,-33.65000000000009
2024-01-03T22:00:00,2261.0,2096.25,-164.75,136.0,999.25,863.25,2397.0,3095.5,698.5
2024-01-03T23:00:00,1978.2,1809.75,-168.45000000000005,290.0,1493.5,1203.5,2268.2,3303.25,1035.0500000000002
2024-01-04T00:00:00,2101.5,1520.75,-580.75,1084.0,1290.25,206.25,3185.5,2811.0,-374.5
2024-01-04T01:00:00,1871.6,1757.5,-114.09999999999991,1663.0,1187.5,-475.5,3534.6,2945.0,-589.5999999999999
2024-01-04T02:00:00,2031.2,2119.75,88.54999999999995,2102.0,1611.25,-490.75,4133.2,3731.0,-402.1999999999998
2024-01-04T03:00:00,2133.6,2073.25,-60.34999999999991,2390.0,1735.0,-655.0,4523.6,3808.25,-715.3500000000004
2024-01-04T04:00:00,2190.8,2165.0,-25.800000000000182,2184.0,1760.0,-424.0,4374.8,3925.0,-449.8000000000002
2024-01-04T05:00:00,2258.4,2421.25,162.8499999999999,1258.0,1333.0,75.0,3516.4,3754.25,237.8499999999999
2024-01-04T06:00:00,2514.8,2696.75,181.94999999999982,362.0,461.5,99.5,2876.8,3158.25,281.4499999999998
2024-01-04T07:00:00,2065.6,2099.75,34.15000000000009,0.0,537.5,537.5,2065.6,2637.25,571.6500000000001
2024-01-04T08:00:00,1773.3,2026.0,252.70000000000005,470.0,615.5,145.5,2243.3,2641.5,398.1999999999998
2024-01-04T09:00:00,1965.9,1910.5,-55.40000000000009,719.0,865.75,146.75,2684.9,2776.25,91.34999999999991
2024-01-04T10:00:00,2501.5,2074.75,-426.75,818.0,822.75,4.75,3319.5,2897.5,-422.0
2024-01-04T11:00:00,2401.8,2259.25,-142.55000000000018,228.0,960.25,732.25,2629.8,3219.5,589.6999999999998
2024-01-04T12:00:00,2068.1,1885.0,-183.0999999999999,831.0,1039.25,208.25,2899.1,2924.25,25.15000000000009
2024-01-04T13:00:00,1139.9,1430.0,290.0999999999999,1215.0,1840.25,625.25,2354.9,3270.25,915.3499999999999
2024-01-04T14:00:00,1288.9,1697.5,408.5999999999999,682.0,925.25,243.25,1970.9,2622.75,651.8499999999999
2024-01-04T15:00:00,1761.3,1600.25,-161.04999999999995,368.0,675.75,307.75,2129.3,2276.0,146.69999999999982
2024-01-04T16:00:00,2062.9,1811.0,-251.9000000000001,556.0,699.0,143.0,2618.9,2510.0,-108.90000000000009
2024-01-04T17:00:00,1812.5,646.0,-1166.5,895.0,1470.5,575.5,2707.5,2116.5,-591.0
2024-01-04T18:00:00,1654.3,793.25,-861.05,225.0,651.75,426.75,1879.3,1445.0,-434.29999999999995
2024-01-04T19:00:00,1290.5,64.5,-1226.0,37.0,0.25,-36.75,1327.5,64.75,-1262.75
2024-01-04T20:00:00,725.9,252.0,-473.9,0.0,0.0,0.0,725.9,252.0,-473.9
2024-01-04T21:00:00,0.0,0.0,0.0,458.0,0.0,-458.0,458.0,0.0,-458.0
2024-01-04T22:00:00,210.4,34.0,-176.4,367.0,0.0,-367.0,577.4,34.0,-543.4
2024-01-04T23:00:00,903.0,544.5,-358.5,334.0,0.0,-334.0,1237.0,544.5,-692.5
2024-01-05T00:00:00,0.0,22.25,22.25,229.0,29.0,-200.0,229.0,51.25,-177.75
2024-01-05T01:00:00,297.5,242.75,-54.75,1418.0,888.25,-529.75,1715.5,1131.0,-584.5
2024-01-05T02:00:00,7.25,560.25,553.0,2118.0,1483.5,-634.5,2125.25,2043.75,-81.5
2024-01-05T03:00:00,6.5,696.5,690.0,1695.0,1186.75,-508.25,1701.5,1883.25,181.75
2024-01-05T04:00:00,29.5,847.5,818.0,1235.0,646.25,-588.75,1264.5,1493.75,229.25
2024-01-05T05:00:00,33.75,949.25,915.5,584.0,115.25,-468.75,617.75,1064.5,446.75
2024-01-05T06:00:00,207.0,934.25,727.25,75.0,2.25,-72.75,282.0,936.5,654.5
2024-01-05T07:00:00,163.0,663.25,500.25,412.0,356.5,-55.5,575.0,1019.75,444.75
2024-01-05T08:00:00,381.25,674.75,293.5,418.0,333.25,-84.75,799.25,1008.0,208.75
2024-01-05T09:00:00,242.1,825.5,583.4,706.0,802.0,96.0,948.1,1627.5,679.4
2024-01-05T10:00:00,585.3,1009.0,423.70000000000005,597.0,696.75,99.75,1182.3,1705.75,523.45
2024-01-05T11:00:00,466.2,1476.5,1010.3,756.0,735.25,-20.75,1222.2,2211.75,989.55
2024-01-05T12:00:00,173.3,1053.25,879.95,576.0,1268.5,692.5,749.3,2321.75,1572.45
2024-01-05T13:00:00,0.0,949.75,949.75,679.0,1092.5,413.5,679.0,2042.25,1363.25
2024-01-05T14:00:00,267.5,913.5,646.0,436.0,843.0,407.0,703.5,1756.5,1053.0
2024-01-05T15:00:00,709.0,1290.25,581.25,170.0,393.5,223.5,879.0,1683.75,804.75
2024-01-05T16:00:00,235.2,1839.0,1603.8,200.0,534.5,334.5,435.2,2373.5,1938.3
2024-01-05T17:00:00,867.4,1853.0,985.6,1065.0,1082.25,17.25,1932.4,2935.25,1002.8499999999999
2024-01-05T18:00:00,776.4,1966.5,1190.1,1519.0,831.0,-688.0,2295.4,2797.5,502.0999999999999
2024-01-05T19:00:00,731.8,1732.25,1000.45,1090.0,737.0,-353.0,1821.8,2469.25,647.45
2024-01-05T20:00:00,265.0,1488.5,1223.5,1205.0,736.0,-469.0,1470.0,2224.5,754.5
2024-01-05T21:00:00,0.0,946.25,946.25,1315.0,1063.5,-251.5,1315.0,2009.75,694.75
2024-01-05T22:00:00,527.3,1359.25,831.95,1019.0,780.75,-238.25,1546.3,2140.0,593.7
2024-01-05T23:00:00,815.5,1659.0,843.5,598.0,746.0,148.0,1413.5,2405.0,991.5
2024-01-06T00:00:00,1121.3,1757.5,636.2,1837.0,1443.5,-393.5,2958.3,3201.0,242.69999999999982
2024-01-06T01:00:00,1264.7,2841.0,1576.3,2500.0,1825.75,-674.25,3764.7,4666.75,902.0500000000002
2024-01-06T02:00:00,1396.6,2749.5,1352.9,,1982.25,,1396.6,4731.75,3335.15
2024-01-06T03:00:00,1057.7,1962.5,904.8,,2025.25,,1057.7,3987.75,2930.05
2024-01-06T04:00:00,798.7,1689.75,891.05,,2093.0,,798.7,3782.75,2984.05
2024-01-06T05:00:00,837.6,1508.25,670.65,,2049.75,,837.6,3558.0,2720.4
2024-01-06T06:00:00,1104.1,2210.0,1105.9,,2151.75,,1104.1,4361.75,3257.65
2024-01-06T07:00:00,1005.3,1637.75,632.45,2367.0,2136.5,-230.5,3372.3,3774.25,401.9499999999998
2024-01-06T08:00:00,1056.4,2041.25,984.8499999999999,1781.0,1415.75,-365.25,2837.4,3457.0,619.5999999999999
2024-01-06T09:00:00,0.0,1096.75,1096.75,1541.0,1265.5,-275.5,1541.0,2362.25,821.25
2024-01-06T10:00:00,204.6,874.5,669.9,2220.0,1668.5,-551.5,2424.6,2543.0,118.40000000000009
2024-01-06T11:00:00,1185.7,1313.0,127.29999999999995,1563.0,1144.0,-419.0,2748.7,2457.0,-291.6999999999998
2024-01-06T12:00:00,773.0,1218.25,445.25,2016.0,1333.5,-682.5,2789.0,2551.75,-237.25
2024-01-06T13:00:00,1431.1,1644.0,212.9000000000001,1197.0,985.5,-211.5,2628.1,2629.5,1.400000000000091
2024-01-06T14:00:00,1210.2,1113.25,-96.95000000000005,1631.0,1387.0,-244.0,2841.2,2500.25,-340.9499999999998
2024-01-06T15:00:00,1603.1,1687.5,84.40000000000009,1329.0,905.5,-423.5,2932.1,2593.0,-339.0999999999999
2024-01-06T16:00:00,1854.4,1868.75,14.349999999999909,1515.0,767.0,-748.0,3369.4,2635.75,-733.6500000000001
2024-01-06T17:00:00,1992.5,2048.25,55.75,2500.0,1980.25,-519.75,4492.5,4028.5,-464.0
2024-01-06T18:00:00,1315.3,1273.0,-42.299999999999955,,2419.25,,1315.3,3692.25,2376.95
2024-01-06T19:00:00,955.2,1176.0,220.79999999999995,,2095.25,,955.2,3271.25,2316.05
2024-01-06T20:00:00,685.9,1652.75,966.85,,2157.25,,685.9,3810.0,3124.1
2024-01-06T21:00:00,976.9,2228.0,1251.1,,2165.5,,976.9,4393.5,3416.6
2024-01-06T22:00:00,1337.9,2630.75,1292.85,2502.0,2339.25,-162.75,3839.9,4970.0,1130.1
2024-01-06T23:00:00,1537.7,2834.5,1296.8,2500.0,2183.25,-316.75,4037.7,5017.75,980.0500000000002
2024-01-07T00:00:00,1733.0,2776.5,1043.5,,2416.0,,1733.0,5192.5,3459.5
2024-01-07T01:00:00,1307.3,2859.75,1552.45,,2095.0,,1307.3,4954.75,3647.45
2024-01-07T02:00:00,956.1,2611.0,1654.9,,2246.75,,956.1,4857.75,3901.65
2024-01-07T03:00:00,1062.3,2042.0,979.7,2480.0,2232.0,-248.0,3542.3,4274.0,731.6999999999998
2024-01-07T04:00:00,847.0,1556.75,709.75,2320.0,2118.75,-201.25,3167.0,3675.5,508.5
2024-01-07T05:00:00,761.6,1536.5,774.9,2310.0,2184.25,-125.75,3071.6,3720.75,649.1500000000001
2024-01-07T06:00:00,825.6,1411.75,586.15,,2190.5,,825.6,3602.25,2776.65
2024-01-07T07:00:00,1091.9,1587.5,495.5999999999999,2311.0,2171.0,-140.0,3402.9,3758.5,355.5999999999999
2024-01-07T08:00:00,1037.3,1592.25,554.95,2290.0,2438.5,148.5,3327.3,4030.75,703.4499999999998
2024-01-07T09:00:00,1523.0,2307.75,784.75,2150.0,2267.0,117.0,3673.0,4574.75,901.75
2024-01-07T10:00:00,1587.0,2084.75,497.75,2061.0,1940.5,-120.5,3648.0,4025.25,377.25
2024-01-07T11:00:00,992.2,1159.0,166.79999999999995,2120.0,1870.5,-249.5,3112.2,3029.5,-82.69999999999982
2024-01-07T12:00:00,75.8,536.25,460.45,2160.0,2112.5,-47.5,2235.8,2648.75,412.9499999999998
2024-01-07T13:00:00,43.1,420.5,377.4,2370.0,1869.25,-500.75,2413.1,2289.75,-123.34999999999991
2024-01-07T14:00:00,887.6,777.75,-109.85000000000002,2500.0,1958.75,-541.25,3387.6,2736.5,-651.0999999999999
2024-01-07T15:00:00,1145.1,1400.5,255.4000000000001,,1818.0,,1145.1,3218.5,2073.4
2024-01-07T16:00:00,2484.4,2356.75,-127.65000000000009,2032.0,1601.5,-430.5,4516.4,3958.25,-558.1499999999996
2024-01-07T17:00:00,2696.2,2892.75,196.55000000000018,2500.0,1476.5,-1023.5,5196.2,4369.25,-826.9499999999998
2024-01-07T18:00:00,2452.2,2009.75,-442.4499999999998,,2070.0,,2452.2,4079.75,1627.5500000000002
2024-01-07T19:00:00,3257.7,2934.75,-322.9499999999998,,1948.0,,3257.7,4882.75,1625.0500000000002
2024-01-07T20:00:00,2416.4,1976.5,-439.9000000000001,919.0,1180.5,261.5,3335.4,3157.0,-178.4000000000001
2024-01-07T21:00:00,2304.6,2290.75,-13.849999999999909,247.0,597.75,350.75,2551.6,2888.5,336.9000000000001
2024-01-07T22:00:00,2355.8,2293.5,-62.30000000000018,0.0,385.75,385.75,2355.8,2679.25,323.4499999999998
2024-01-07T23:00:00,2254.8,2601.5,346.6999999999998,9.0,37.75,28.75,2263.8,2639.25,375.4499999999998
2024-01-08T00:00:00,3210.8,3639.5,428.6999999999998,145.0,118.75,-26.25,3355.8,3758.25,402.4499999999998
2024-01-08T01:00:00,2569.6,3245.25,675.6500000000001,1139.0,1162.75,23.75,3708.6,4408.0,699.4000000000001
2024-01-08T02:00:00,2620.1,3309.75,689.6500000000001,856.0,1143.0,287.0,3476.1,4452.75,976.6500000000001
2024-01-08T03:00:00,2512.3,3143.75,631.4499999999998,1320.0,1446.75,126.75,3832.3,4590.5,758.1999999999998
2024-01-08T04:00:00,1905.8,2334.5,428.70000000000005,1420.0,1812.5,392.5,3325.8,4147.0,821.1999999999998
2024-01-08T05:00:00,0.0,894.75,894.75,1366.0,1943.75,577.75,1366.0,2838.5,1472.5
2024-01-08T06:00:00,0.0,427.5,427.5,903.0,1223.5,320.5,903.0,1651.0,748.0
2024-01-08T07:00:00,124.5,42.0,-82.5,1690.0,1643.25,-46.75,1814.5,1685.25,-129.25
2024-01-08T08:00:00,217.25,11.0,-206.25,2162.0,2228.0,66.0,2379.25,2239.0,-140.25
2024-01-08T09:00:00,63.0,51.5,-11.5,2258.0,2481.0,223.0,2321.0,2532.5,211.5
2024-01-08T10:00:00,339.25,165.0,-174.25,2407.0,2260.5,-146.5,2746.25,2425.5,-320.75
2024-01-08T11:00:00,475.25,600.75,125.5,2191.0,2306.75,115.75,2666.25,2907.5,241.25
2024-01-08T12:00:00,222.0,543.25,321.25,2229.0,2421.0,192.0,2451.0,2964.25,513.25
2024-01-08T13:00:00,29.25,340.75,311.5,2500.0,2328.5,-171.5,2529.25,2669.25,140.0
2024-01-08T14:00:00,82.25,275.0,192.75,2500.0,1777.5,-722.5,2582.25,2052.5,-529.75
2024-01-08T15:00:00,300.5,206.75,-93.75,2349.0,2426.0,77.0,2649.5,2632.75,-16.75
2024-01-08T16:00:00,333.25,297.75,-35.5,2500.0,1817.5,-682.5,2833.25,2115.25,-718.0
2024-01-08T17:00:00,119.25,274.0,154.75,,1580.25,,119.25,1854.25,1735.0
2024-01-08T18:00:00,28.25,353.5,325.25,1453.0,1268.5,-184.5,1481.25,1622.0,140.75
2024-01-08T19:00:00,2.25,449.25,447.0,902.0,1049.5,147.5,904.25,1498.75,594.5
2024-01-08T20:00:00,139.25,523.5,384.25,0.0,681.25,681.25,139.25,1204.75,1065.5
2024-01-08T21:00:00,239.75,572.5,332.75,781.0,353.25,-427.75,1020.75,925.75,-95.0
2024-01-08T22:00:00,56.5,612.75,556.25,605.0,4.75,-600.25,661.5,617.5,-44.0
2024-01-08T23:00:00,657.5,333.75,-323.75,403.0,167.0,-236.0,1060.5,500.75,-559.75
2024-01-09T00:00:00,130.0,90.75,-39.25,104.0,0.0,-104.0,234.0,90.75,-143.25
2024-01-09T01:00:00,40.0,185.0,145.0,0.0,0.0,0.0,40.0,185.0,145.0
2024-01-09T02:00:00,117.25,6.75,-110.5,,0.0,,117.25,6.75,-110.5
2024-01-09T03:00:00,138.75,0.0,-138.75,,0.0,,138.75,0.0,-138.75
2024-01-09T04:00:00,39.5,6.25,-33.25,,0.0,,39.5,6.25,-33.25
2024-01-09T05:00:00,218.5,0.0,-218.5,,0.0,,218.5,0.0,-218.5
2024-01-09T06:00:00,20.5,0.0,-20.5,,0.0,,20.5,0.0,-20.5
2024-01-09T07:00:00,15.5,0.0,-15.5,59.0,0.0,-59.0,74.5,0.0,-74.5
2024-01-09T08:00:00,137.75,0.0,-137.75,712.0,0.0,-712.0,849.75,0.0,-849.75
2024-01-09T09:00:00,465.75,79.25,-386.5,639.0,0.0,-639.0,1104.75,79.25,-1025.5
2024-01-09T10:00:00,128.0,0.0,-128.0,146.0,0.0,-146.0,274.0,0.0,-274.0
2024-01-09T11:00:00,0.0,0.0,0.0,238.0,0.0,-238.0,238.0,0.0,-238.0
2024-01-09T12:00:00,7.25,0.0,-7.25,373.0,0.0,-373.0,380.25,0.0,-380.25
2024-01-09T13:00:00,0.0,0.0,0.0,256.0,0.0,-256.0,256.0,0.0,-256.0
2024-01-09T14:00:00,,0.0,,159.0,0.0,-159.0,159.0,0.0,-159.0
2024-01-09T15:00:00,24.0,0.0,-24.0,57.0,0.0,-57.0,81.0,0.0,-81.0
2024-01-09T16:00:00,54.5,0.0,-54.5,35.0,0.0,-35.0,89.5,0.0,-89.5
2024-01-09T17:00:00,23.5,0.0,-23.5,49.0,0.0,-49.0,72.5,0.0,-72.5
2024-01-09T18:00:00,0.0,102.0,102.0,240.0,0.0,-240.0,240.0,102.0,-138.0
2024-01-09T19:00:00,2.75,136.0,133.25,14.0,0.0,-14.0,16.75,136.0,119.25
2024-01-09T20:00:00,44.25,0.0,-44.25,8.0,0.0,-8.0,52.25,0.0,-52.25
2024-01-09T21:00:00,6.25,0.0,-6.25,0.0,0.0,0.0,6.25,0.0,-6.25
2024-01-09T22:00:00,30.5,0.0,-30.5,,0.0,,30.5,0.0,-30.5
2024-01-09T23:00:00,41.0,0.0,-41.0,58.0,0.0,-58.0,99.0,0.0,-99.0
2024-01-10T00:00:00,10.25,0.0,-10.25,2.0,0.0,-2.0,12.25,0.0,-12.25
2024-01-10T01:00:00,15.0,0.0,-15.0,0.0,0.0,0.0,15.0,0.0,-15.0
2024-01-10T02:00:00,240.5,0.0,-240.5,,0.0,,240.5,0.0,-240.5
2024-01-10T03:00:00,195.0,0.0,-195.0,9.0,0.0,-9.0,204.0,0.0,-204.0
2024-01-10T04:00:00,56.25,0.0,-56.25,109.0,0.0,-109.0,165.25,0.0,-165.25
2024-01-10T05:00:00,31.0,0.0,-31.0,0.0,0.0,0.0,31.0,0.0,-31.0
2024-01-10T06:00:00,2.75,0.0,-2.75,195.0,0.0,-195.0,197.75,0.0,-197.75
2024-01-10T07:00:00,9.5,4.75,-4.75,530.0,0.0,-530.0,539.5,4.75,-534.75
2024-01-10T08:00:00,9.0,41.75,32.75,619.0,0.0,-619.0,628.0,41.75,-586.25
2024-01-10T09:00:00,85.25,663.0,577.75,311.0,0.0,-311.0,396.25,663.0,266.75
2024-01-10T10:00:00,69.0,1101.0,1032.0,317.0,0.0,-317.0,386.0,1101.0,715.0
2024-01-10T11:00:00,79.75,165.0,85.25,504.0,0.0,-504.0,583.75,165.0,-418.75
2024-01-10T12:00:00,0.5,309.75,309.25,302.0,0.0,-302.0,302.5,309.75,7.25
2024-01-10T13:00:00,4.75,10.5,5.75,0.0,0.0,0.0,4.75,10.5,5.75
2024-01-10T14:00:00,45.5,108.25,62.75,64.0,0.0,-64.0,109.5,108.25,-1.25
2024-01-10T15:00:00,87.0,150.0,63.0,221.0,0.0,-221.0,308.0,150.0,-158.0
2024-01-10T16:00:00,245.5,754.0,508.5,0.0,0.0,0.0,245.5,754.0,508.5
2024-01-10T17:00:00,216.0,512.25,296.25,,0.0,,216.0,512.25,296.25
2024-01-10T18:00:00,416.0,642.75,226.75,,0.0,,416.0,642.75,226.75
2024-01-10T19:00:00,97.0,225.75,128.75,,0.0,,97.0,225.75,128.75
2024-01-10T20:00:00,158.75,834.0,675.25,123.0,0.0,-123.0,281.75,834.0,552.25
2024-01-10T21:00:00,86.25,346.0,259.75,215.0,0.0,-215.0,301.25,346.0,44.75
2024-01-10T22:00:00,358.5,96.5,-262.0,331.0,0.0,-331.0,689.5,96.5,-593.0
2024-01-10T23:00:00,370.0,94.5,-275.5,105.0,0.0,-105.0,475.0,94.5,-380.5
2024-01-11T00:00:00,493.75,0.0,-493.75,0.0,0.0,0.0,493.75,0.0,-493.75
2024-01-11T01:00:00,69.25,0.0,-69.25,41.0,0.0,-41.0,110.25,0.0,-110.25
2024-01-11T02:00:00,211.0,0.0,-211.0,19.0,0.0,-19.0,230.0,0.0,-230.0
2024-01-11T03:00:00,283.75,0.0,-283.75,6.0,0.0,-6.0,289.75,0.0,-289.75
2024-01-11T04:00:00,239.0,0.0,-239.0,10.0,0.0,-10.0,249.0,0.0,-249.0
2024-01-11T05:00:00,11.25,0.0,-11.25,34.0,0.0,-34.0,45.25,0.0,-45.25
2024-01-11T06:00:00,102.5,0.0,-102.5,0.0,0.0,0.0,102.5,0.0,-102.5
2024-01-11T07:00:00,609.25,0.0,-609.25,,0.0,,609.25,0.0,-609.25
2024-01-11T08:00:00,204.75,640.75,436.0,,0.0,,204.75,640.75,436.0
2024-01-11T09:00:00,23.5,1249.5,1226.0,297.0,0.0,-297.0,320.5,1249.5,929.0
2024-01-11T10:00:00,0.0,1387.25,1387.25,0.0,0.0,0.0,0.0,1387.25,1387.25
2024-01-11T11:00:00,352.0,729.25,377.25,,0.0,,352.0,729.25,377.25
2024-01-11T12:00:00,822.75,108.0,-714.75,,0.0,,822.75,108.0,-714.75
