,generation_MW,load_MW,net_import_MW,balance_MW,price_EUR_MWh,low_price_surplus
2024-03-31T21:00:00,20314.75,39073.0,2454.9,-16303.35,,False
2024-03-31T22:00:00,19758.5,37986.25,2643.2000000000003,-15584.55,,False
2024-03-31T23:00:00,18890.75,35594.25,2189.3,-14514.2,,False
2024-04-01T00:00:00,19314.0,37233.5,3055.9333333333334,-14863.566666666666,,False
2024-04-01T01:00:00,19651.0,35836.5,3873.5666666666666,-12311.933333333334,,False
2024-04-01T02:00:00,19944.25,34976.5,3825.0,-11207.25,,False
2024-04-01T03:00:00,19887.5,34696.5,3642.925,-11166.075,,False
2024-04-01T04:00:00,19759.5,35251.0,2468.1000000000004,-13023.4,,False
2024-04-01T05:00:00,19714.5,36066.5,2221.05,-14130.95,,False
2024-04-01T06:00:00,19204.25,36791.75,2798.7000000000003,-14788.8,,False
2024-04-01T07:00:00,18971.25,37607.25,2901.55,-15734.45,,False
2024-04-01T08:00:00,18406.25,40773.0,2981.2000000000003,-19385.55,,False
2024-04-01T09:00:00,18248.25,44486.75,2286.7,-23951.8,,False
2024-04-01T10:00:00,18044.5,47186.5,4026.05,-25115.95,,False
2024-04-01T11:00:00,19081.75,49860.0,4145.9,-26632.35,,False
2024-04-01T12:00:00,19180.25,50170.0,4635.05,-26354.7,,False
2024-04-01T13:00:00,19095.75,48901.25,6360.825000000001,-23444.675,,False
2024-04-01T14:00:00,19419.25,48013.5,4225.675,-24368.575,,False
2024-04-01T15:00:00,20408.75,47641.25,6424.075,-20808.425,,False
2024-04-01T16:00:00,21122.0,47158.5,7666.5,-18370.0,,False
2024-04-01T17:00:00,21031.75,48070.75,7340.749999999999,-19698.25,,False
2024-04-01T18:00:00,19474.75,49113.0,6889.925,-22748.325,,False
2024-04-01T19:00:00,20200.75,51104.5,6300.866666666667,-24602.88333333333,,False
2024-04-01T20:00:00,20239.0,50658.5,7661.4,-22758.1,,False
2024-04-01T21:00:00,21167.5,48861.75,8522.595000000001,-19171.655,,False
2024-04-01T22:00:00,21386.0,47484.75,8556.75,-17542.0,,False
2024-04-01T23:00:00,20931.5,44785.75,8511.525000000001,-15342.724999999999,,False
2024-04-02T00:00:00,22256.75,42104.5,6065.4,-13782.35,,False
2024-04-02T01:00:00,24089.5,40634.0,3055.425,-13489.075,,False
2024-04-02T02:00:00,25195.5,40564.25,6218.1,-9150.65,,False
2024-04-02T03:00:00,25471.0,41097.0,6849.625000000001,-8776.375,,False
2024-04-02T04:00:00,25507.25,43153.25,6864.875,-10781.125,,False
2024-04-02T05:00:00,23652.25,46441.75,8664.324999999999,-14125.175000000001,,False
2024-04-02T06:00:00,20413.25,54022.5,8178.466666666668,-25430.783333333333,,False
2024-04-02T07:00:00,21464.5,58486.25,8969.9,-28051.85,,False
2024-04-02T08:00:00,21143.0,62549.0,8037.950000000001,-33368.05,,False
2024-04-02T09:00:00,22138.5,64760.25,8200.825,-34420.925,,False
2024-04-02T10:00:00,24653.5,65650.0,11646.125,-29350.375,,False
2024-04-02T11:00:00,24944.0,66242.5,7918.299999999999,-33380.2,,False
2024-04-02T12:00:00,25349.5,65810.5,7186.225,-33274.775,,False
2024-04-02T13:00:00,25402.25,64329.5,8741.074999999999,-30186.175000000003,,False
2024-04-02T14:00:00,25760.5,61977.5,10979.875,-25237.125,,False
2024-04-02T15:00:00,25705.75,60637.75,10908.85,-24023.15,,False
2024-04-02T16:00:00,25493.25,59992.25,10671.25,-23827.75,,False
2024-04-02T17:00:00,23233.5,60100.75,7349.974999999999,-29517.275,,False
2024-04-02T18:00:00,23046.0,61094.25,3974.4,-34073.85,,False
2024-04-02T19:00:00,23275.75,61157.0,4240.866666666667,-33640.38333333333,,False
2024-04-02T20:00:00,23297.75,59570.75,3901.625,-32371.375,,False
2024-04-02T21:00:00,22632.75,56918.0,3455.925,-30829.325,,False
2024-04-02T22:00:00,22055.5,53269.0,3580.025,-27633.475,,False
2024-04-02T23:00:00,22327.0,49907.0,4052.0333333333338,-23527.966666666667,,False
2024-04-03T00:00:00,24253.25,47327.5,3523.15,-19551.1,,False
2024-04-03T01:00:00,25904.75,45640.0,3633.95,-16101.3,,False
2024-04-03T02:00:00,26313.0,44978.5,3384.05,-15281.45,,False
2024-04-03T03:00:00,25999.25,45268.75,2742.25,-16527.25,,False
2024-04-03T04:00:00,27006.25,46352.0,1898.375,-17447.375,,False
2024-04-03T05:00:00,27418.25,49166.75,1153.975,-20594.525,,False
2024-04-03T06:00:00,30345.75,55161.75,1256.475,-23559.525,,False
2024-04-03T07:00:00,32732.25,59538.75,1392.925,-25413.575,,False
2024-04-03T08:00:00,33461.25,62587.75,2945.675,-26180.825,,False
2024-04-03T09:00:00,32935.0,62407.5,2846.775,-26625.725,,False
2024-04-03T10:00:00,33491.0,64052.0,3003.55,-27557.45,,False
2024-04-03T11:00:00,32347.75,64289.75,2282.2275,-29659.7725,,False
2024-04-03T12:00:00,31665.75,64295.5,2011.7666666666669,-30617.983333333334,,False
2024-04-03T13:00:00,30709.5,63351.25,2542.1,-30099.65,,False
2024-04-03T14:00:00,31048.75,62030.75,3510.2000000000003,-27471.8,,False
2024-04-03T15:00:00,30814.75,60993.25,2182.05,-27996.45,,False
2024-04-03T16:00:00,31222.25,59537.5,1360.6,-26954.65,,False
2024-04-03T17:00:00,32541.5,59773.75,2397.4,-24834.85,,False
2024-04-03T18:00:00,33315.75,60892.25,2539.125,-25037.375,,False
2024-04-03T19:00:00,34534.75,61814.5,3456.425,-23823.325,,False
2024-04-03T20:00:00,33615.75,60617.75,4455.425,-22546.575,,False
2024-04-03T21:00:00,31172.0,57438.0,5118.015,-21147.985,,False
2024-04-03T22:00:00,29087.0,54708.25,5239.6,-20381.65,,False
2024-04-03T23:00:00,27464.25,51271.25,6797.549999999999,-17009.45,,False
2024-04-04T00:00:00,28215.25,48237.75,6465.075,-13557.425,,False
2024-04-04T01:00:00,29220.25,46140.0,5790.5,-11129.25,,False
2024-04-04T02:00:00,29036.5,44829.75,6170.875,-9622.375,,False
2024-04-04T03:00:00,29746.75,45260.75,7108.465,-8405.535,,False
2024-04-04T04:00:00,29066.5,46373.0,6877.674999999999,-10428.825,,False
2024-04-04T05:00:00,27883.25,49208.75,7452.84,-13872.66,,False
2024-04-04T06:00:00,30006.25,55929.75,5964.27,-19959.23,,False
2024-04-04T07:00:00,30655.0,60330.5,6415.125,-23260.375,,False
2024-04-04T08:00:00,29425.75,62470.75,5849.5,-27195.5,,False
2024-04-04T09:00:00,27603.0,62824.75,4466.8,-30754.95,,False
2024-04-04T10:00:00,25495.5,64144.75,4677.21,-33972.04,,False
2024-04-04T11:00:00,24075.75,64374.0,3979.0,-36319.25,,False
2024-04-04T12:00:00,23744.25,64016.75,3266.9700000000003,-37005.53,,False
2024-04-04T13:00:00,24387.5,63827.25,2952.45,-36487.3,,False
2024-04-04T14:00:00,25492.25,62250.25,3008.88,-33749.12,,False
2024-04-04T15:00:00,25994.75,60977.0,4085.84,-30896.41,,False
2024-04-04T16:00:00,26624.0,60608.25,6439.1,-27545.15,,False
2024-04-04T17:00:00,25607.25,60661.5,6779.009999999999,-28275.24,,False
2024-04-04T18:00:00,26851.0,61403.0,6283.425000000001,-28268.574999999997,,False
2024-04-04T19:00:00,27645.25,62001.75,5964.675,-28391.825,,False
2024-04-04T20:00:00,29093.5,60401.0,6001.879999999999,-25305.620000000003,,False
2024-04-04T21:00:00,28089.75,58066.25,5147.15,-24829.35,,False
2024-04-04T22:00:00,26657.5,54887.5,3995.64,-24234.36,,False
2024-04-04T23:00:00,25498.5,50845.0,5142.3,-20204.2,,False
2024-04-05T00:00:00,23902.0,47929.75,4221.743333333333,-19806.006666666668,,False
2024-04-05T01:00:00,23876.5,45321.25,3565.5500000000006,-17879.2,,False
2024-04-05T02:00:00,24175.0,44317.0,4112.224999999999,-16029.775000000001,,False
2024-04-05T03:00:00,23923.75,44958.5,3430.885,-17603.864999999998,,False
2024-04-05T04:00:00,23679.0,45689.5,3689.675,-18320.825,,False
2024-04-05T05:00:00,25081.0,49138.75,4232.175,-19825.575,,False
2024-04-05T06:00:00,25890.0,54731.75,4234.8,-24606.95,,False
2024-04-05T07:00:00,26419.5,59302.25,3750.25,-29132.5,,False
2024-04-05T08:00:00,27004.25,61264.0,2409.3,-31850.45,,False
2024-04-05T09:00:00,26500.25,61111.0,3283.9750000000004,-31326.775,,False
2024-04-05T10:00:00,25148.75,62263.75,4441.06,-32673.94,,False
2024-04-05T11:00:00,24029.75,62896.0,7959.0,-30907.25,,False
2024-04-05T12:00:00,24942.75,63021.5,10205.035,-27873.715,,False
2024-04-05T13:00:00,26416.25,62373.0,9086.0,-26870.75,,False
2024-04-05T14:00:00,26653.5,60646.25,9227.645,-24765.105,,False
2024-04-05T15:00:00,25609.0,60051.75,11835.225,-22607.525,,False
2024-04-05T16:00:00,26157.25,59230.0,11472.566666666668,-21600.183333333334,,False
2024-04-05T17:00:00,25331.25,58975.5,9864.275,-23779.975,,False
2024-04-05T18:00:00,24478.75,59329.75,7918.293333333334,-26932.706666666665,,False
2024-04-05T19:00:00,25350.25,60324.25,8038.52,-26935.48,,False
2024-04-05T20:00:00,25383.25,58548.0,8894.35,-24270.4,,False
2024-04-05T21:00:00,25455.5,55140.0,9323.75,-20360.75,,False
2024-04-05T22:00:00,24696.25,51305.0,9226.7,-17382.05,,False
2024-04-05T23:00:00,24718.25,46989.5,8701.825,-13569.425,,False
2024-04-06T00:00:00,24888.5,45442.5,8363.575,-12190.425,,False
2024-04-06T01:00:00,25583.25,43314.5,8413.9,-9317.35,,False
2024-04-06T02:00:00,25544.5,41775.75,8369.366666666667,-7861.883333333333,,False
2024-04-06T03:00:00,24093.5,41214.25,7681.533333333335,-9439.216666666665,,False
2024-04-06T04:00:00,23329.25,41368.0,6532.433333333333,-11506.316666666666,,False
2024-04-06T05:00:00,22550.75,41814.75,6106.895,-13157.105,,False
2024-04-06T06:00:00,23225.25,42823.25,3943.65,-15654.35,,False
2024-04-06T07:00:00,22440.75,44887.5,3930.0,-18516.75,,False
2024-04-06T08:00:00,21020.75,48565.25,3580.1,-23964.4,,False
2024-04-06T09:00:00,21014.25,50674.25,5703.349999999999,-23956.65,,False
2024-04-06T10:00:00,23659.75,52441.0,7778.55,-21002.7,,False
2024-04-06T11:00:00,23847.0,52300.25,10199.075,-18254.175,,False
2024-04-06T12:00:00,22944.5,50720.5,10832.175,-16943.825,,False
2024-04-06T13:00:00,21980.75,48954.5,9380.3,-17593.45,,False
2024-04-06T14:00:00,22713.75,47458.75,8605.18,-16139.82,,False
2024-04-06T15:00:00,22812.0,47308.25,10178.1,-14318.15,,False
2024-04-06T16:00:00,23366.75,47011.0,8623.925,-15020.325,,False
2024-04-06T17:00:00,23767.0,47876.25,9636.725,-14472.525,,False
2024-04-06T18:00:00,23081.75,49075.25,5864.775,-20128.725,,False
2024-04-06T19:00:00,24122.0,50705.75,6863.1,-19720.65,,False
2024-04-06T20:00:00,23897.0,50491.0,8341.425,-18252.575,,False
2024-04-06T21:00:00,23399.5,48424.25,9676.98,-15347.77,,False
2024-04-06T22:00:00,23071.75,46169.5,9071.15,-14026.6,,False
2024-04-06T23:00:00,22942.25,43652.25,9148.22,-11561.78,,False
2024-04-07T00:00:00,23294.75,40960.0,8479.875,-9185.375,,False
2024-04-07T01:00:00,23407.75,38751.0,10609.425,-4733.825000000001,,False
2024-04-07T02:00:00,23812.25,37564.75,10705.274999999998,-3047.225000000002,,False
2024-04-07T03:00:00,24887.0,37048.25,10327.35,-1833.8999999999996,,False
2024-04-07T04:00:00,25269.0,37649.75,11043.3,-1337.4500000000007,,False
2024-04-07T05:00:00,26048.75,38474.5,11443.575,-982.1749999999993,,False
2024-04-07T06:00:00,25722.0,40296.75,11001.875,-3572.875,,False
2024-04-07T07:00:00,25429.5,42033.75,10516.4,-6087.85,,False
2024-04-07T08:00:00,26482.0,45005.5,8674.025,-9849.475,,False
2024-04-07T09:00:00,23203.75,46582.75,7832.450000000001,-15546.55,,False
2024-04-07T10:00:00,23563.5,48063.5,7174.775,-17325.225,,False
2024-04-07T11:00:00,23357.75,49062.0,8724.95,-16979.3,,False
2024-04-07T12:00:00,22692.0,48172.5,8005.400000000001,-17475.1,,False
2024-04-07T13:00:00,21981.75,45117.5,8536.75,-14599.0,,False
2024-04-07T14:00:00,21604.75,43935.0,9393.475,-12936.775,,False
2024-04-07T15:00:00,22572.5,43641.25,8849.175000000001,-12219.574999999999,,False
2024-04-07T16:00:00,22708.0,43661.75,4360.575,-16593.175,,False
2024-04-07T17:00:00,24565.75,45705.75,1397.075,-19742.925,,False
2024-04-07T18:00:00,25409.75,47765.25,1369.725,-20985.775,,False
2024-04-07T19:00:00,27520.5,49179.75,1781.95,-19877.3,,False
2024-04-07T20:00:00,28286.25,49241.75,1665.625,-19289.875,,False
2024-04-07T21:00:00,28101.0,47021.0,1575.65,-17344.35,,False
2024-04-07T22:00:00,28255.0,45560.25,2267.15,-15038.1,,False
2024-04-07T23:00:00,27653.25,42914.25,1176.45,-14084.55,,False
2024-04-08T00:00:00,27731.25,40756.0,1005.325,-12019.425,,False
2024-04-08T01:00:00,28680.75,39863.0,1351.3000000000002,-9830.95,,False
2024-04-08T02:00:00,28395.5,38524.0,1137.05,-8991.45,,False
2024-04-08T03:00:00,27627.0,38550.25,785.2,-10138.05,,False
2024-04-08T04:00:00,26739.25,39459.0,832.5250000000001,-11887.225,,False
2024-04-08T05:00:00,28065.0,43566.5,621.7333333333332,-14879.766666666666,,False
2024-04-08T06:00:00,30485.75,52105.25,653.05,-20966.45,,False
2024-04-08T07:00:00,31217.75,57331.25,1803.95,-24309.55,,False
2024-04-08T08:00:00,30945.75,60674.0,2493.65,-27234.6,,False
2024-04-08T09:00:00,29527.25,61950.25,2083.85,-30339.15,,False
2024-04-08T10:00:00,27725.5,61740.5,1869.625,-32145.375,,False
2024-04-08T11:00:00,26120.75,61832.0,2119.325,-33591.925,,False
2024-04-08T12:00:00,25077.25,61522.5,1545.325,-34899.925,,False
2024-04-08T13:00:00,25031.0,59889.0,1310.775,-33547.225,,False
2024-04-08T14:00:00,24646.0,58207.75,1136.8249999999998,-32424.925,,False
2024-04-08T15:00:00,25105.5,58703.5,1825.575,-31772.425,,False
2024-04-08T16:00:00,25555.75,57254.25,1353.6249999999998,-30344.875,,False
2024-04-08T17:00:00,29061.5,57487.5,1351.8,-27074.2,,False
2024-04-08T18:00:00,32567.75,58362.75,152.0,-25643.0,,False
2024-04-08T19:00:00,34450.0,59050.75,11.05,-24589.7,,False
2024-04-08T20:00:00,35220.0,57871.25,816.8,-21834.45,,False
2024-04-08T21:00:00,33357.75,55020.75,1408.575,-20254.425,,False
2024-04-08T22:00:00,30302.75,51246.5,2063.475,-18880.275,,False
2024-04-08T23:00:00,26532.25,46856.5,2066.975,-18257.275,,False
2024-04-09T00:00:00,24513.75,43559.25,1266.275,-17779.225,,False
2024-04-09T01:00:00,22807.75,42094.75,1668.2783333333332,-17618.721666666668,,False
2024-04-09T02:00:00,22793.0,41395.0,1585.48,-17016.52,,False
2024-04-09T03:00:00,23420.5,42502.25,482.8,-18598.95,,False
2024-04-09T04:00:00,22104.25,43580.5,406.7,-21069.55,,False
2024-04-09T05:00:00,22742.5,47219.25,847.0,-23629.75,,False
2024-04-09T06:00:00,24700.75,55208.5,905.95,-29601.8,,False
2024-04-09T07:00:00,25249.5,59665.75,664.6166666666667,-33751.63333333333,,False
2024-04-09T08:00:00,26564.0,62712.5,249.4,-35899.1,,False
2024-04-09T09:00:00,26631.5,63376.5,786.64,-35958.36,,False
2024-04-09T10:00:00,24718.5,63805.75,1217.6666666666667,-37869.583333333336,,False
2024-04-09T11:00:00,23644.25,64142.25,2386.175,-38111.825,,False
2024-04-09T12:00:00,25631.0,64441.25,4783.95,-34026.3,,False
2024-04-09T13:00:00,26072.75,63557.5,5107.625,-32377.125,,False
2024-04-09T14:00:00,27180.0,62675.75,5605.625,-29890.125,,False
2024-04-09T15:00:00,26995.0,61651.0,5931.35,-28724.65,,False
2024-04-09T16:00:00,25714.0,61586.0,6074.86,-29797.14,,False
2024-04-09T17:00:00,26006.75,61477.5,6459.833333333333,-29010.916666666668,,False
2024-04-09T18:00:00,27932.5,62633.25,7345.65,-27355.1,,False
2024-04-09T19:00:00,28530.5,62401.0,6467.299999999999,-27403.2,,False
2024-04-09T20:00:00,28237.5,61090.75,5886.4,-26966.85,,False
2024-04-09T21:00:00,27313.25,58285.5,5353.036666666666,-25619.213333333333,,False
2024-04-09T22:00:00,26942.25,53908.75,5003.713333333333,-21962.786666666667,,False
2024-04-09T23:00:00,27365.0,50376.0,5944.365000000001,-17066.635,,False
2024-04-10T00:00:00,28746.25,47317.5,5594.86,-12976.39,,False
2024-04-10T01:00:00,29170.75,46130.5,5933.225,-11026.525,,False
2024-04-10T02:00:00,29196.75,44527.0,5094.599999999999,-10235.650000000001,,False
2024-04-10T03:00:00,28588.25,44828.5,3465.925,-12774.325,,False
2024-04-10T04:00:00,28149.75,45719.25,2937.275,-14632.225,,False
2024-04-10T05:00:00,28061.75,48995.0,2233.925,-18699.325,,False
2024-04-10T06:00:00,30109.75,56658.75,2704.775,-23844.225,,False
2024-04-10T07:00:00,31000.75,61523.25,1332.6666666666663,-29189.833333333332,,False
2024-04-10T08:00:00,30438.75,64282.75,3861.35,-29982.65,,False
2024-04-10T09:00:00,28740.5,65009.0,2910.0,-33358.5,,False
2024-04-10T10:00:00,26097.5,65184.0,1205.265,-37881.235,,False
2024-04-10T11:00:00,26205.25,66015.25,1236.3333333333333,-38573.666666666664,,False
2024-04-10T12:00:00,26173.75,65152.5,1263.1633333333334,-37715.58666666667,,False
2024-04-10T13:00:00,26385.75,63843.75,1647.96,-35810.04,,False
2024-04-10T14:00:00,26715.5,61710.0,1349.9,-33644.6,,False
2024-04-10T15:00:00,26378.25,60615.5,1550.9,-32686.35,,False
2024-04-10T16:00:00,26204.5,59222.75,526.76,-32491.49,,False
2024-04-10T17:00:00,27758.5,59280.75,1105.5,-30416.75,,False
2024-04-10T18:00:00,31887.5,59856.75,605.1833333333334,-27364.066666666666,,False
2024-04-10T19:00:00,33624.0,60327.0,415.56666666666666,-26287.433333333334,,False
2024-04-10T20:00:00,33699.0,59261.75,927.95,-24634.8,,False
2024-04-10T21:00:00,32692.75,56259.0,693.2249999999999,-22873.025,,False
2024-04-10T22:00:00,31379.0,52414.5,890.7083333333334,-20144.791666666668,,False
2024-04-10T23:00:00,28520.75,48719.25,2223.6,-17974.9,,False
2024-04-11T00:00:00,26911.75,45587.5,2176.9,-16498.85,,False
2024-04-11T01:00:00,24902.5,44453.0,2045.05,-17505.45,,False
2024-04-11T02:00:00,26615.5,44443.25,2456.8366666666666,-15370.913333333334,,False
2024-04-11T03:00:00,27254.5,45065.75,2203.05,-15608.2,,False
2024-04-11T04:00:00,27717.0,46479.75,2943.2433333333333,-15819.506666666666,,False
2024-04-11T05:00:00,26853.0,50825.0,4321.583333333333,-19650.416666666668,,False
2024-04-11T06:00:00,28016.5,57762.0,4189.025,-25556.475,,False
2024-04-11T07:00:00,28638.0,62309.25,3578.3,-30092.95,,False
2024-04-11T08:00:00,28088.75,65322.5,2030.55,-35203.2,,False
2024-04-11T09:00:00,26848.5,65654.75,3834.555,-34971.695,,False
2024-04-11T10:00:00,27413.25,67929.0,4334.05,-36181.7,,False
2024-04-11T11:00:00,28280.75,66930.5,5463.3,-33186.45,,False
2024-04-11T12:00:00,26885.25,64945.25,6018.09,-32041.91,,False
2024-04-11T13:00:00,26698.0,63189.5,5749.12,-30742.38,,False
2024-04-11T14:00:00,27510.25,62289.25,4061.915,-30717.085,,False
2024-04-11T15:00:00,26298.0,60005.75,2888.46,-30819.29,,False
2024-04-11T16:00:00,25002.25,59079.0,1819.65,-32257.1,,False
2024-04-11T17:00:00,27760.25,59544.0,585.175,-31198.575,,False
2024-04-11T18:00:00,30503.25,60313.0,709.425,-29100.325,,False
2024-04-11T19:00:00,30934.75,60726.0,1532.575,-28258.675,,False
2024-04-11T20:00:00,31007.5,60340.25,1813.65,-27519.1,,False
2024-04-11T21:00:00,30580.25,57354.5,1114.4499999999998,-25659.8,,False
2024-04-11T22:00:00,28769.25,53634.5,346.5,-24518.75,,False
2024-04-11T23:00:00,28228.0,49486.75,505.2000000000001,-20753.55,,False
2024-04-12T00:00:00,26268.0,46847.5,253.05,-20326.45,,False
2024-04-12T01:00:00,26555.75,45336.25,175.06666666666666,-18605.433333333334,,False
2024-04-12T02:00:00,26430.0,43890.5,142.5,-17318.0,,False
2024-04-12T03:00:00,27282.75,44245.75,63.0,-16900.0,,False
2024-04-12T04:00:00,25916.5,45212.0,32.075,-19263.425,,False
2024-04-12T05:00:00,27672.25,48845.25,225.8,-20947.2,,False
2024-04-12T06:00:00,29797.0,55768.75,154.93333333333334,-25816.816666666666,,False
2024-04-12T07:00:00,30051.5,60282.0,117.125,-30113.375,,False
2024-04-12T08:00:00,29070.0,63175.25,114.275,-33990.975,,False
2024-04-12T09:00:00,26180.5,64244.5,647.5500000000001,-37416.45,,False
2024-04-12T10:00:00,24309.5,64660.5,2663.565,-37687.435,,False
2024-04-12T11:00:00,25396.75,65304.0,4876.155,-35031.095,,False
2024-04-12T12:00:00,26677.5,63980.75,7984.105,-29319.145,,False
2024-04-12T13:00:00,26928.25,61932.75,9685.65,-25318.85,,False
2024-04-12T14:00:00,26731.0,60310.0,9841.065,-23737.934999999998,,False
2024-04-12T15:00:00,25864.25,59174.75,8940.91,-24369.59,,False
2024-04-12T16:00:00,25146.5,57629.5,7496.875000000001,-24986.125,,False
2024-04-12T17:00:00,23033.25,57339.25,4661.03,-29644.97,,False
2024-04-12T18:00:00,23975.5,58216.5,2165.3,-32075.7,,False
2024-04-12T19:00:00,25796.75,58090.75,17.25,-32276.75,,False
2024-04-12T20:00:00,25399.25,57308.0,158.4,-31750.35,,False
2024-04-12T21:00:00,24121.5,54419.5,457.55,-29840.45,,False
2024-04-12T22:00:00,23922.0,50501.5,859.05,-25720.45,,False
2024-04-12T23:00:00,22419.75,47035.5,1116.5,-23499.25,,False
2024-04-13T00:00:00,20834.0,44177.5,1965.8,-21377.7,,False
2024-04-13T01:00:00,21543.75,42247.25,2570.95,-18132.55,,False
2024-04-13T02:00:00,21211.5,40713.75,3789.7,-15712.55,,False
2024-04-13T03:00:00,21630.75,40158.75,3441.42,-15086.58,,False
2024-04-13T04:00:00,22266.75,40882.25,3352.1500000000005,-15263.349999999999,,False
2024-04-13T05:00:00,21995.5,41979.5,3458.24,-16525.760000000002,,False
2024-04-13T06:00:00,21128.5,43431.25,3532.15,-18770.6,,False
2024-04-13T07:00:00,20407.25,45876.5,2493.15,-22976.1,,False
2024-04-13T08:00:00,19376.0,48943.25,1665.475,-27901.775,,False
2024-04-13T09:00:00,20145.5,52078.25,3253.9500000000003,-28678.8,,False
2024-04-13T10:00:00,19616.5,52708.5,10947.15,-22144.85,,False
2024-04-13T11:00:00,20149.25,52302.0,11378.38,-20774.370000000003,,False
2024-04-13T12:00:00,20338.5,51058.0,10295.875,-20423.625,,False
2024-04-13T13:00:00,20453.75,48817.5,12160.95,-16202.8,,False
2024-04-13T14:00:00,20581.25,47156.0,11726.215,-14848.535,,False
2024-04-13T15:00:00,20886.25,45916.75,9295.18,-15735.32,,False
2024-04-13T16:00:00,20703.75,46574.75,10260.5,-15610.5,,False
2024-04-13T17:00:00,21098.75,47993.5,8493.65,-18401.1,,False
2024-04-13T18:00:00,21188.0,49433.5,6030.75,-22214.75,,False
2024-04-13T19:00:00,21391.75,49540.5,5143.15,-23005.6,,False
2024-04-13T20:00:00,22412.0,48866.25,6070.742499999999,-20383.5075,,False
2024-04-13T21:00:00,20576.75,47934.25,6630.564999999999,-20726.935,,False
2024-04-13T22:00:00,19804.5,45679.75,9208.55,-16666.7,,False
2024-04-13T23:00:00,20079.0,42906.25,8922.165,-13905.085,,False
2024-04-14T00:00:00,20799.5,40714.0,11391.655,-8522.845,,False
2024-04-14T01:00:00,21418.25,39076.75,12028.583333333334,-5629.916666666666,,False
2024-04-14T02:00:00,23071.5,38973.5,11552.065,-4349.9349999999995,,False
2024-04-14T03:00:00,21863.75,38428.25,10752.125,-5812.375,,False
2024-04-14T04:00:00,22136.0,38298.0,9337.17,-6824.83,,False
2024-04-14T05:00:00,21588.75,39079.5,8902.48,-8588.27,,False
2024-04-14T06:00:00,20857.25,38844.0,7382.225,-10604.525,,False
2024-04-14T07:00:00,21610.5,40779.25,5444.41,-13724.34,,False
2024-04-14T08:00:00,21488.25,44831.25,5826.045,-17516.955,,False
2024-04-14T09:00:00,22286.75,48391.25,8897.929999999998,-17206.57,,False
2024-04-14T10:00:00,21049.25,48667.5,10703.04,-16915.21,,False
2024-04-14T11:00:00,21317.25,49185.5,11209.105,-16659.145,,False
2024-04-14T12:00:00,21128.25,47915.0,11974.325,-14812.425,,False
2024-04-14T13:00:00,20595.0,45892.75,11846.225,-13451.525,,False
2024-04-14T14:00:00,20212.5,44116.75,11703.425,-12200.825,,False
2024-04-14T15:00:00,20287.0,43364.25,12603.0275,-10474.2225,,False
2024-04-14T16:00:00,19680.25,43603.0,10584.45,-13338.3,,False
2024-04-14T17:00:00,20561.25,46726.75,7010.925,-19154.575,,False
2024-04-14T18:00:00,20907.0,49724.0,3678.775,-25138.225,,False
2024-04-14T19:00:00,23483.0,50240.25,4196.85,-22560.4,,False
2024-04-14T20:00:00,25142.0,50513.0,4564.700000000001,-20806.3,,False
2024-04-14T21:00:00,24809.0,48869.25,4024.6,-20035.65,,False
2024-04-14T22:00:00,24032.25,47198.75,2427.8,-20738.7,,False
2024-04-14T23:00:00,22811.75,44025.75,694.0749999999999,-20519.925,,False
2024-04-15T00:00:00,23485.75,41208.0,470.7,-17251.55,,False
2024-04-15T01:00:00,23746.5,39774.75,723.75,-15304.5,,False
2024-04-15T02:00:00,24039.0,39134.5,858.325,-14237.175,,False
2024-04-15T03:00:00,24224.25,39475.0,1530.325,-13720.425,,False
2024-04-15T04:00:00,23005.5,40333.5,1068.125,-16259.875,,False
2024-04-15T05:00:00,24622.25,44198.5,1196.1916666666666,-18380.058333333334,,False
2024-04-15T06:00:00,27189.75,52585.75,1927.375,-23468.625,,False
2024-04-15T07:00:00,28017.5,57761.0,679.75,-29063.75,,False
2024-04-15T08:00:00,27731.5,61205.5,753.25,-32720.75,,False
2024-04-15T09:00:00,26241.5,61941.25,550.35,-35149.4,,False
2024-04-15T10:00:00,22972.75,62082.75,605.8,-38504.2,,False
2024-04-15T11:00:00,20695.25,62648.0,1061.2,-40891.55,,False
2024-04-15T12:00:00,21946.5,61209.0,1742.25,-37520.25,,False
2024-04-15T13:00:00,22281.25,60292.5,2980.34,-35030.91,,False
2024-04-15T14:00:00,22800.5,60212.75,6716.75,-30695.5,,False
2024-04-15T15:00:00,22027.25,59169.75,8325.82,-28816.68,,False
2024-04-15T16:00:00,21580.5,58942.25,6953.8,-30407.95,,False
2024-04-15T17:00:00,22547.25,60296.25,4788.475,-32960.525,,False
2024-04-15T18:00:00,24220.5,60581.25,4612.950000000001,-31747.8,,False
2024-04-15T19:00:00,25315.75,60794.5,3616.15,-31862.6,,False
2024-04-15T20:00:00,24965.25,59382.75,3885.24,-30532.260000000002,,False
2024-04-15T21:00:00,23192.25,55897.5,4262.4,-28442.85,,False
2024-04-15T22:00:00,22885.0,53020.75,5447.77,-24687.98,,False
2024-04-15T23:00:00,23505.0,49684.75,5339.1,-20840.65,,False
2024-04-16T00:00:00,24343.75,48086.5,6797.35,-16945.4,,False
2024-04-16T01:00:00,23928.0,47037.5,6936.7300000000005,-16172.77,,False
2024-04-16T02:00:00,22738.0,45766.5,7822.400000000001,-15206.099999999999,,False
