timestamp_cec,Fossil Gas,Hydro Water Reservoir,Other,Solar,Wind Onshore
2025-01-03 12:00:00+01:00,0.000,275.000,271.000,42.000,1602.000
2025-01-03 13:00:00+01:00,0.000,275.000,268.000,42.000,1613.000
2025-01-03 14:00:00+01:00,0.000,273.000,270.000,21.000,1695.000
2025-01-03 15:00:00+01:00,0.000,274.000,276.000,3.000,1670.000
2025-01-03 16:00:00+01:00,0.000,275.000,253.000,1.000,1618.000
2025-01-03 17:00:00+01:00,0.000,276.000,253.000,1.000,1512.000
2025-01-03 18:00:00+01:00,0.000,276.000,253.000,1.000,1398.000
2025-01-03 19:00:00+01:00,0.000,274.000,253.000,1.000,1324.000
2025-01-03 20:00:00+01:00,0.000,273.000,243.000,1.000,1253.000
2025-01-03 21:00:00+01:00,0.000,273.000,230.000,1.000,1184.000
2025-01-03 22:00:00+01:00,0.000,273.000,225.000,1.000,1140.000
2025-01-03 23:00:00+01:00,0.000,272.000,214.000,1.000,1083.000
2025-01-04 00:00:00+01:00,0.000,277.000,224.000,1.000,1054.000
2025-01-04 01:00:00+01:00,0.000,277.000,218.000,1.000,971.000
2025-01-04 02:00:00+01:00,0.000,274.000,213.000,1.000,918.000
2025-01-04 03:00:00+01:00,0.000,269.000,213.000,1.000,897.000
2025-01-04 04:00:00+01:00,0.000,270.000,213.000,1.000,921.000
2025-01-04 05:00:00+01:00,0.000,270.000,234.000,1.000,941.000
2025-01-04 06:00:00+01:00,0.000,270.000,242.000,1.000,978.000
2025-01-04 07:00:00+01:00,0.000,270.000,231.000,1.000,1070.000
2025-01-04 08:00:00+01:00,0.000,271.000,238.000,1.000,1154.000
2025-01-04 09:00:00+01:00,0.000,270.000,241.000,13.000,1234.000
2025-01-04 10:00:00+01:00,0.000,272.000,241.000,27.000,1267.000
2025-01-04 11:00:00+01:00,0.000,272.000,243.000,41.000,1247.000
2025-01-04 12:00:00+01:00,0.000,272.000,263.000,40.000,1226.000
2025-01-04 13:00:00+01:00,0.000,274.000,260.000,27.000,1152.000
2025-01-04 14:00:00+01:00,0.000,274.000,257.000,12.000,1098.000
2025-01-04 15:00:00+01:00,0.000,274.000,272.000,2.000,1045.000
2025-01-04 16:00:00+01:00,0.000,274.000,283.000,1.000,1020.000
2025-01-04 17:00:00+01:00,0.000,275.000,270.000,1.000,965.000
2025-01-04 18:00:00+01:00,0.000,275.000,270.000,1.000,883.000
2025-01-04 19:00:00+01:00,0.000,274.000,262.000,1.000,855.000
2025-01-04 20:00:00+01:00,0.000,273.000,250.000,1.000,805.000
2025-01-04 21:00:00+01:00,0.000,272.000,223.000,1.000,792.000
2025-01-04 22:00:00+01:00,0.000,272.000,229.000,1.000,809.000
2025-01-04 23:00:00+01:00,0.000,269.000,226.000,1.000,784.000
2025-01-05 00:00:00+01:00,0.000,269.000,229.000,1.000,731.000
2025-01-05 01:00:00+01:00,0.000,269.000,227.000,1.000,705.000
2025-01-05 02:00:00+01:00,0.000,268.000,216.000,1.000,663.000
2025-01-05 03:00:00+01:00,0.000,268.000,215.000,1.000,602.000
2025-01-05 04:00:00+01:00,0.000,268.000,213.000,1.000,508.000
2025-01-05 05:00:00+01:00,0.000,268.000,226.000,1.000,408.000
2025-01-05 06:00:00+01:00,0.000,268.000,241.000,1.000,324.000
2025-01-05 07:00:00+01:00,0.000,269.000,249.000,1.000,252.000
2025-01-05 08:00:00+01:00,0.000,269.000,256.000,1.000,189.000
2025-01-05 09:00:00+01:00,0.000,269.000,262.000,7.000,169.000
2025-01-05 10:00:00+01:00,0.000,271.000,274.000,16.000,145.000
2025-01-05 11:00:00+01:00,0.000,272.000,279.000,25.000,161.000
2025-01-05 12:00:00+01:00,0.000,274.000,279.000,27.000,161.000
2025-01-05 13:00:00+01:00,0.000,274.000,275.000,19.000,166.000
2025-01-05 14:00:00+01:00,0.000,274.000,275.000,8.000,199.000
2025-01-05 15:00:00+01:00,0.000,274.000,278.000,2.000,279.000
2025-01-05 16:00:00+01:00,0.000,277.000,270.000,1.000,354.000
2025-01-05 17:00:00+01:00,0.000,277.000,270.000,1.000,453.000
2025-01-05 18:00:00+01:00,0.000,276.000,270.000,1.000,593.000
2025-01-05 19:00:00+01:00,0.000,276.000,254.000,1.000,741.000
2025-01-05 20:00:00+01:00,0.000,274.000,207.000,1.000,907.000
2025-01-05 21:00:00+01:00,0.000,272.000,136.000,1.000,1039.000
2025-01-05 22:00:00+01:00,0.000,272.000,125.000,1.000,1173.000
2025-01-05 23:00:00+01:00,0.000,271.000,120.000,1.000,1298.000
2025-01-06 00:00:00+01:00,0.000,266.000,110.000,1.000,1294.000
2025-01-06 01:00:00+01:00,0.000,266.000,109.000,1.000,1376.000
2025-01-06 02:00:00+01:00,0.000,266.000,110.000,1.000,1476.000
2025-01-06 03:00:00+01:00,0.000,266.000,108.000,1.000,1583.000
2025-01-06 04:00:00+01:00,0.000,266.000,110.000,1.000,1635.000
2025-01-06 05:00:00+01:00,0.000,265.000,110.000,1.000,1713.000
2025-01-06 06:00:00+01:00,0.000,267.000,119.000,1.000,1757.000
2025-01-06 07:00:00+01:00,0.000,268.000,143.000,1.000,1748.000
2025-01-06 08:00:00+01:00,0.000,269.000,142.000,1.000,1704.000
2025-01-06 09:00:00+01:00,0.000,272.000,141.000,2.000,1674.000
2025-01-06 10:00:00+01:00,0.000,272.000,134.000,3.000,1650.000
2025-01-06 11:00:00+01:00,0.000,273.000,137.000,4.000,1561.000
2025-01-06 12:00:00+01:00,0.000,272.000,137.000,4.000,1513.000
2025-01-06 13:00:00+01:00,0.000,273.000,132.000,3.000,1347.000
2025-01-06 14:00:00+01:00,0.000,273.000,132.000,2.000,1281.000
2025-01-06 15:00:00+01:00,0.000,273.000,131.000,1.000,1247.000
2025-01-06 16:00:00+01:00,0.000,274.000,130.000,1.000,1206.000
2025-01-06 17:00:00+01:00,0.000,274.000,145.000,1.000,1174.000
2025-01-06 18:00:00+01:00,0.000,274.000,141.000,1.000,1219.000
2025-01-06 19:00:00+01:00,0.000,271.000,130.000,1.000,1267.000
2025-01-06 20:00:00+01:00,0.000,270.000,130.000,1.000,1444.000
2025-01-06 21:00:00+01:00,0.000,267.000,118.000,1.000,1607.000
2025-01-06 22:00:00+01:00,0.000,266.000,107.000,1.000,1735.000
2025-01-06 23:00:00+01:00,0.000,266.000,106.000,1.000,1869.000
2025-01-07 00:00:00+01:00,0.000,266.000,103.000,1.000,1932.000
2025-01-07 01:00:00+01:00,0.000,266.000,103.000,1.000,1937.000
2025-01-07 02:00:00+01:00,0.000,266.000,103.000,1.000,1939.000
2025-01-07 03:00:00+01:00,0.000,266.000,104.000,1.000,1937.000
2025-01-07 04:00:00+01:00,0.000,266.000,103.000,1.000,1945.000
2025-01-07 05:00:00+01:00,0.000,266.000,109.000,1.000,1932.000
2025-01-07 06:00:00+01:00,0.000,266.000,119.000,1.000,1927.000
2025-01-07 07:00:00+01:00,0.000,272.000,132.000,1.000,1935.000
2025-01-07 08:00:00+01:00,0.000,272.000,132.000,1.000,1925.000
2025-01-07 09:00:00+01:00,0.000,274.000,136.000,7.000,1926.000
2025-01-07 10:00:00+01:00,0.000,274.000,139.000,22.000,1953.000
2025-01-07 11:00:00+01:00,0.000,274.000,137.000,22.000,1944.000
2025-01-07 12:00:00+01:00,0.000,274.000,140.000,22.000,1920.000
2025-01-07 13:00:00+01:00,0.000,277.000,135.000,18.000,1921.000
2025-01-07 14:00:00+01:00,0.000,277.000,132.000,10.000,1908.000
2025-01-07 15:00:00+01:00,0.000,278.000,131.000,3.000,1887.000
2025-01-07 16:00:00+01:00,0.000,278.000,128.000,1.000,1869.000
2025-01-07 17:00:00+01:00,0.000,277.000,123.000,1.000,1840.000
2025-01-07 18:00:00+01:00,0.000,277.000,114.000,1.000,1821.000
2025-01-07 19:00:00+01:00,0.000,275.000,112.000,1.000,1765.000
2025-01-07 20:00:00+01:00,0.000,274.000,106.000,1.000,1741.000
2025-01-07 21:00:00+01:00,0.000,272.000,105.000,1.000,1709.000
2025-01-07 22:00:00+01:00,0.000,271.000,102.000,1.000,1678.000
2025-01-07 23:00:00+01:00,0.000,268.000,102.000,1.000,1633.000
2025-01-08 00:00:00+01:00,0.000,269.000,102.000,1.000,1670.000
2025-01-08 01:00:00+01:00,0.000,269.000,102.000,1.000,1709.000
2025-01-08 02:00:00+01:00,0.000,269.000,102.000,1.000,1735.000
2025-01-08 03:00:00+01:00,0.000,269.000,103.000,1.000,1781.000
2025-01-08 04:00:00+01:00,0.000,269.000,106.000,1.000,1822.000
2025-01-08 05:00:00+01:00,0.000,269.000,126.000,1.000,1846.000
2025-01-08 06:00:00+01:00,0.000,269.000,162.000,1.000,1866.000
2025-01-08 07:00:00+01:00,0.000,275.000,201.000,1.000,1901.000
2025-01-08 08:00:00+01:00,0.000,276.000,227.000,1.000,1891.000
2025-01-08 09:00:00+01:00,0.000,277.000,247.000,5.000,1894.000
2025-01-08 10:00:00+01:00,0.000,277.000,250.000,12.000,1868.000
2025-01-08 11:00:00+01:00,0.000,278.000,252.000,16.000,1846.000
2025-01-08 12:00:00+01:00,0.000,278.000,194.000,16.000,1845.000
2025-01-08 13:00:00+01:00,0.000,278.000,190.000,14.000,1792.000
2025-01-08 14:00:00+01:00,0.000,279.000,195.000,9.000,1706.000
2025-01-08 15:00:00+01:00,0.000,279.000,234.000,3.000,1594.000
2025-01-08 16:00:00+01:00,0.000,280.000,235.000,2.000,1492.000
2025-01-08 17:00:00+01:00,0.000,280.000,269.000,2.000,1406.000
2025-01-08 18:00:00+01:00,0.000,280.000,266.000,1.000,1341.000
2025-01-08 19:00:00+01:00,0.000,279.000,263.000,1.000,1333.000
2025-01-08 20:00:00+01:00,0.000,278.000,258.000,1.000,1320.000
2025-01-08 21:00:00+01:00,0.000,278.000,257.000,1.000,1323.000
2025-01-08 22:00:00+01:00,0.000,277.000,245.000,1.000,1305.000
2025-01-08 23:00:00+01:00,0.000,275.000,220.000,1.000,1277.000
2025-01-09 00:00:00+01:00,0.000,273.000,174.000,1.000,1214.000
2025-01-09 01:00:00+01:00,0.000,274.000,175.000,1.000,1137.000
2025-01-09 02:00:00+01:00,0.000,274.000,174.000,1.000,1039.000
2025-01-09 03:00:00+01:00,0.000,274.000,175.000,1.000,936.000
2025-01-09 04:00:00+01:00,0.000,274.000,199.000,1.000,828.000
2025-01-09 05:00:00+01:00,0.000,274.000,216.000,1.000,717.000
2025-01-09 06:00:00+01:00,0.000,277.000,270.000,1.000,614.000
2025-01-09 07:00:00+01:00,0.000,279.000,292.000,0.000,515.000
2025-01-09 08:00:00+01:00,0.000,279.000,293.000,2.000,456.000
2025-01-09 09:00:00+01:00,0.000,280.000,319.000,6.000,393.000
2025-01-09 10:00:00+01:00,0.000,280.000,319.000,16.000,319.000
2025-01-09 11:00:00+01:00,0.000,280.000,317.000,20.000,235.000
2025-01-09 12:00:00+01:00,0.000,280.000,317.000,23.000,174.000
2025-01-09 13:00:00+01:00,0.000,280.000,320.000,18.000,110.000
2025-01-09 14:00:00+01:00,0.000,280.000,320.000,9.000,81.000
2025-01-09 15:00:00+01:00,0.000,280.000,319.000,2.000,68.000
2025-01-09 16:00:00+01:00,0.000,280.000,319.000,1.000,40.000
2025-01-09 17:00:00+01:00,0.000,280.000,321.000,1.000,37.000
2025-01-09 18:00:00+01:00,0.000,280.000,321.000,1.000,30.000
2025-01-09 19:00:00+01:00,0.000,280.000,318.000,1.000,34.000
2025-01-09 20:00:00+01:00,0.000,279.000,307.000,1.000,56.000
2025-01-09 21:00:00+01:00,0.000,278.000,282.000,1.000,100.000
2025-01-09 22:00:00+01:00,0.000,277.000,279.000,1.000,148.000
2025-01-09 23:00:00+01:00,0.000,275.000,280.000,1.000,200.000
2025-01-10 00:00:00+01:00,0.000,272.000,281.000,1.000,241.000
2025-01-10 01:00:00+01:00,0.000,272.000,265.000,1.000,274.000
2025-01-10 02:00:00+01:00,0.000,272.000,263.000,1.000,312.000
2025-01-10 03:00:00+01:00,0.000,272.000,261.000,1.000,352.000
2025-01-10 04:00:00+01:00,0.000,275.000,262.000,1.000,404.000
2025-01-10 05:00:00+01:00,0.000,275.000,273.000,1.000,450.000
2025-01-10 06:00:00+01:00,0.000,278.000,305.000,1.000,479.000
2025-01-10 07:00:00+01:00,0.000,278.000,317.000,1.000,497.000
2025-01-10 08:00:00+01:00,0.000,279.000,316.000,1.000,513.000
2025-01-10 09:00:00+01:00,0.000,280.000,317.000,7.000,559.000
2025-01-10 10:00:00+01:00,0.000,280.000,307.000,19.000,614.000
2025-01-10 11:00:00+01:00,0.000,280.000,304.000,31.000,705.000
2025-01-10 12:00:00+01:00,0.000,282.000,303.000,35.000,786.000
2025-01-10 13:00:00+01:00,0.000,282.000,300.000,25.000,953.000
2025-01-10 14:00:00+01:00,0.000,282.000,300.000,12.000,1080.000
2025-01-10 15:00:00+01:00,0.000,282.000,308.000,3.000,1176.000
2025-01-10 16:00:00+01:00,0.000,283.000,311.000,1.000,1243.000
2025-01-10 17:00:00+01:00,0.000,282.000,311.000,1.000,1330.000
2025-01-10 18:00:00+01:00,0.000,282.000,311.000,1.000,1387.000
2025-01-10 19:00:00+01:00,0.000,281.000,306.000,1.000,1450.000
2025-01-10 20:00:00+01:00,0.000,281.000,283.000,1.000,1513.000
2025-01-10 21:00:00+01:00,0.000,280.000,214.000,1.000,1558.000
2025-01-10 22:00:00+01:00,0.000,279.000,165.000,1.000,1584.000
2025-01-10 23:00:00+01:00,0.000,279.000,163.000,1.000,1625.000
2025-01-11 00:00:00+01:00,0.000,274.000,149.000,1.000,1664.000
2025-01-11 01:00:00+01:00,0.000,274.000,118.000,1.000,1709.000
2025-01-11 02:00:00+01:00,0.000,274.000,121.000,1.000,1759.000
2025-01-11 03:00:00+01:00,0.000,274.000,119.000,1.000,1801.000
2025-01-11 04:00:00+01:00,0.000,278.000,118.000,1.000,1821.000
2025-01-11 05:00:00+01:00,0.000,278.000,117.000,1.000,1839.000
2025-01-11 06:00:00+01:00,0.000,278.000,118.000,1.000,1831.000
2025-01-11 07:00:00+01:00,0.000,281.000,127.000,1.000,1843.000
2025-01-11 08:00:00+01:00,0.000,281.000,127.000,1.000,1845.000
2025-01-11 09:00:00+01:00,0.000,282.000,150.000,11.000,1836.000
2025-01-11 10:00:00+01:00,0.000,282.000,149.000,38.000,1809.000
2025-01-11 11:00:00+01:00,0.000,282.000,148.000,65.000,1789.000
2025-01-11 12:00:00+01:00,0.000,282.000,150.000,76.000,1765.000
2025-01-11 13:00:00+01:00,0.000,282.000,147.000,74.000,1752.000
2025-01-11 14:00:00+01:00,0.000,282.000,166.000,45.000,1721.000
2025-01-11 15:00:00+01:00,0.000,282.000,205.000,12.000,1705.000
2025-01-11 16:00:00+01:00,0.000,283.000,205.000,1.000,1688.000
2025-01-11 17:00:00+01:00,0.000,283.000,206.000,1.000,1663.000
2025-01-11 18:00:00+01:00,0.000,283.000,205.000,1.000,1636.000
2025-01-11 19:00:00+01:00,0.000,282.000,202.000,1.000,1608.000
2025-01-11 20:00:00+01:00,0.000,282.000,195.000,1.000,1578.000
2025-01-11 21:00:00+01:00,0.000,279.000,178.000,1.000,1582.000
2025-01-11 22:00:00+01:00,0.000,279.000,147.000,1.000,1532.000
2025-01-11 23:00:00+01:00,0.000,278.000,152.000,1.000,1486.000
2025-01-12 00:00:00+01:00,0.000,274.000,149.000,1.000,1522.000
2025-01-12 01:00:00+01:00,0.000,274.000,148.000,1.000,1491.000
2025-01-12 02:00:00+01:00,0.000,271.000,148.000,1.000,1458.000
2025-01-12 03:00:00+01:00,0.000,271.000,149.000,1.000,1422.000
2025-01-12 04:00:00+01:00,0.000,271.000,149.000,1.000,1361.000
2025-01-12 05:00:00+01:00,0.000,272.000,181.000,1.000,1327.000
2025-01-12 06:00:00+01:00,0.000,272.000,213.000,1.000,1303.000
2025-01-12 07:00:00+01:00,0.000,273.000,231.000,1.000,1281.000
2025-01-12 08:00:00+01:00,0.000,275.000,233.000,2.000,1200.000
2025-01-12 09:00:00+01:00,0.000,275.000,238.000,23.000,1150.000
2025-01-12 10:00:00+01:00,0.000,276.000,260.000,85.000,1044.000
2025-01-12 11:00:00+01:00,0.000,275.000,258.000,130.000,913.000
2025-01-12 12:00:00+01:00,0.000,276.000,259.000,140.000,795.000
2025-01-12 13:00:00+01:00,0.000,276.000,258.000,112.000,725.000
2025-01-12 14:00:00+01:00,0.000,276.000,264.000,59.000,653.000
2025-01-12 15:00:00+01:00,0.000,276.000,271.000,17.000,619.000
2025-01-12 16:00:00+01:00,0.000,277.000,278.000,1.000,613.000
2025-01-12 17:00:00+01:00,0.000,277.000,277.000,1.000,615.000
2025-01-12 18:00:00+01:00,0.000,275.000,277.000,1.000,596.000
2025-01-12 19:00:00+01:00,0.000,274.000,278.000,1.000,548.000
2025-01-12 20:00:00+01:00,0.000,274.000,278.000,1.000,458.000
2025-01-12 21:00:00+01:00,0.000,273.000,249.000,1.000,374.000
2025-01-12 22:00:00+01:00,0.000,272.000,241.000,1.000,309.000
2025-01-12 23:00:00+01:00,0.000,263.000,212.000,1.000,267.000
2025-01-13 00:00:00+01:00,0.000,252.000,160.000,1.000,343.000
2025-01-13 01:00:00+01:00,0.000,251.000,154.000,1.000,419.000
2025-01-13 02:00:00+01:00,0.000,256.000,153.000,1.000,547.000
2025-01-13 03:00:00+01:00,0.000,259.000,156.000,1.000,719.000
2025-01-13 04:00:00+01:00,0.000,259.000,154.000,1.000,891.000
2025-01-13 05:00:00+01:00,0.000,260.000,166.000,1.000,1000.000
2025-01-13 06:00:00+01:00,0.000,262.000,195.000,1.000,1083.000
2025-01-13 07:00:00+01:00,0.000,263.000,210.000,0.000,1126.000
2025-01-13 08:00:00+01:00,0.000,266.000,205.000,1.000,1178.000
2025-01-13 09:00:00+01:00,0.000,272.000,198.000,19.000,1209.000
2025-01-13 10:00:00+01:00,0.000,274.000,198.000,62.000,1228.000
2025-01-13 11:00:00+01:00,0.000,274.000,202.000,82.000,1240.000
2025-01-13 12:00:00+01:00,0.000,273.000,182.000,76.000,1308.000
2025-01-13 13:00:00+01:00,0.000,272.000,179.000,49.000,1373.000
2025-01-13 14:00:00+01:00,0.000,272.000,170.000,19.000,1482.000
2025-01-13 15:00:00+01:00,0.000,273.000,144.000,5.000,1562.000
2025-01-13 16:00:00+01:00,0.000,273.000,134.000,1.000,1629.000
2025-01-13 17:00:00+01:00,0.000,273.000,132.000,1.000,1653.000
2025-01-13 18:00:00+01:00,0.000,270.000,132.000,1.000,1693.000
2025-01-13 19:00:00+01:00,0.000,269.000,142.000,1.000,1720.000
2025-01-13 20:00:00+01:00,0.000,266.000,118.000,0.000,1738.000
2025-01-13 21:00:00+01:00,0.000,266.000,98.000,1.000,1580.000
2025-01-13 22:00:00+01:00,0.000,266.000,82.000,1.000,1591.000
2025-01-13 23:00:00+01:00,0.000,266.000,83.000,1.000,1528.000
2025-01-14 00:00:00+01:00,0.000,263.000,80.000,0.000,1512.000
2025-01-14 01:00:00+01:00,0.000,263.000,80.000,0.000,1514.000
2025-01-14 02:00:00+01:00,0.000,263.000,82.000,0.000,1508.000
2025-01-14 03:00:00+01:00,0.000,264.000,81.000,1.000,1501.000
2025-01-14 04:00:00+01:00,0.000,264.000,81.000,1.000,1498.000
2025-01-14 05:00:00+01:00,0.000,267.000,80.000,1.000,1585.000
2025-01-14 06:00:00+01:00,0.000,270.000,85.000,0.000,1582.000
2025-01-14 07:00:00+01:00,0.000,270.000,97.000,0.000,1696.000
2025-01-14 08:00:00+01:00,0.000,270.000,111.000,0.000,1669.000
2025-01-14 09:00:00+01:00,0.000,272.000,109.000,2.000,1657.000
2025-01-14 10:00:00+01:00,0.000,269.000,105.000,4.000,1679.000
2025-01-14 11:00:00+01:00,0.000,270.000,105.000,5.000,1681.000
2025-01-14 12:00:00+01:00,0.000,271.000,104.000,6.000,1658.000
2025-01-14 13:00:00+01:00,0.000,271.000,108.000,5.000,1658.000
2025-01-14 14:00:00+01:00,0.000,270.000,114.000,4.000,1633.000
2025-01-14 15:00:00+01:00,0.000,282.000,103.000,2.000,1578.000
2025-01-14 16:00:00+01:00,0.000,283.000,113.000,1.000,1563.000
2025-01-14 17:00:00+01:00,0.000,283.000,102.000,1.000,1500.000
2025-01-14 18:00:00+01:00,0.000,283.000,102.000,1.000,1393.000
2025-01-14 19:00:00+01:00,0.000,282.000,103.000,1.000,1303.000
2025-01-14 20:00:00+01:00,0.000,282.000,96.000,1.000,1195.000
2025-01-14 21:00:00+01:00,0.000,282.000,77.000,1.000,1096.000
2025-01-14 22:00:00+01:00,0.000,282.000,69.000,1.000,978.000
2025-01-14 23:00:00+01:00,0.000,281.000,82.000,1.000,882.000
2025-01-15 00:00:00+01:00,0.000,280.000,76.000,0.000,885.000
2025-01-15 01:00:00+01:00,0.000,280.000,76.000,1.000,920.000
2025-01-15 02:00:00+01:00,0.000,280.000,76.000,1.000,886.000
2025-01-15 03:00:00+01:00,0.000,280.000,86.000,1.000,808.000
2025-01-15 04:00:00+01:00,0.000,280.000,105.000,1.000,736.000
2025-01-15 05:00:00+01:00,0.000,280.000,125.000,1.000,652.000
2025-01-15 06:00:00+01:00,0.000,281.000,140.000,1.000,539.000
2025-01-15 07:00:00+01:00,0.000,282.000,147.000,1.000,426.000
2025-01-15 08:00:00+01:00,0.000,282.000,143.000,2.000,317.000
2025-01-15 09:00:00+01:00,0.000,281.000,149.000,22.000,237.000
2025-01-15 10:00:00+01:00,0.000,282.000,147.000,64.000,129.000
2025-01-15 11:00:00+01:00,0.000,272.000,152.000,99.000,84.000
2025-01-15 12:00:00+01:00,0.000,273.000,153.000,106.000,52.000
2025-01-15 13:00:00+01:00,0.000,273.000,151.000,81.000,65.000
2025-01-15 14:00:00+01:00,0.000,273.000,152.000,41.000,107.000
2025-01-15 15:00:00+01:00,0.000,285.000,150.000,10.000,162.000
2025-01-15 16:00:00+01:00,0.000,285.000,147.000,1.000,286.000
2025-01-15 17:00:00+01:00,0.000,286.000,142.000,1.000,437.000
2025-01-15 18:00:00+01:00,0.000,285.000,138.000,1.000,623.000
2025-01-15 19:00:00+01:00,0.000,285.000,134.000,1.000,780.000
2025-01-15 20:00:00+01:00,0.000,282.000,120.000,1.000,886.000
2025-01-15 21:00:00+01:00,0.000,282.000,89.000,1.000,943.000
2025-01-15 22:00:00+01:00,0.000,283.000,73.000,1.000,1026.000
2025-01-15 23:00:00+01:00,0.000,281.000,73.000,1.000,1025.000
2025-01-16 00:00:00+01:00,0.000,279.000,65.000,0.000,1011.000
2025-01-16 01:00:00+01:00,0.000,275.000,65.000,1.000,1060.000
2025-01-16 02:00:00+01:00,0.000,274.000,66.000,1.000,1080.000
2025-01-16 03:00:00+01:00,0.000,274.000,66.000,1.000,1107.000
2025-01-16 04:00:00+01:00,0.000,274.000,66.000,1.000,1132.000
2025-01-16 05:00:00+01:00,0.000,276.000,84.000,1.000,1230.000
2025-01-16 06:00:00+01:00,0.000,278.000,114.000,1.000,1269.000
2025-01-16 07:00:00+01:00,0.000,278.000,126.000,1.000,1253.000
2025-01-16 08:00:00+01:00,0.000,272.000,121.000,1.000,1226.000
