timestamp_cec,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Nuclear,Solar,Waste,Wind Onshore
2025-01-01 00:00:00+01:00,6.000,181.000,84.000,0.000,0.000,90.000,702.000,0.000,4.000,0.000
2025-01-01 01:00:00+01:00,6.000,180.000,84.000,0.000,0.000,88.000,702.000,0.000,4.000,0.000
2025-01-01 02:00:00+01:00,6.000,179.000,84.000,0.000,0.000,87.000,702.000,0.000,4.000,0.000
2025-01-01 03:00:00+01:00,6.000,183.000,84.000,0.000,0.000,87.000,702.000,0.000,4.000,0.000
2025-01-01 04:00:00+01:00,6.000,180.000,83.000,0.000,0.000,87.000,702.000,0.000,4.000,1.000
2025-01-01 05:00:00+01:00,6.000,181.000,83.000,0.000,0.000,87.000,702.000,0.000,4.000,0.000
2025-01-01 06:00:00+01:00,6.000,180.000,84.000,0.000,0.000,140.000,702.000,0.000,4.000,0.000
2025-01-01 07:00:00+01:00,6.000,181.000,86.000,0.000,0.000,151.000,702.000,1.000,4.000,1.000
2025-01-01 08:00:00+01:00,6.000,181.000,86.000,0.000,0.000,151.000,702.000,11.000,4.000,1.000
2025-01-01 09:00:00+01:00,6.000,181.000,85.000,0.000,0.000,165.000,702.000,39.000,4.000,0.000
2025-01-01 10:00:00+01:00,6.000,179.000,84.000,0.000,0.000,173.000,702.000,76.000,4.000,0.000
2025-01-01 11:00:00+01:00,6.000,182.000,84.000,0.000,0.000,155.000,702.000,90.000,4.000,0.000
2025-01-01 12:00:00+01:00,6.000,182.000,84.000,0.000,0.000,155.000,702.000,83.000,4.000,0.000
2025-01-01 13:00:00+01:00,6.000,181.000,84.000,0.000,0.000,160.000,702.000,67.000,4.000,0.000
2025-01-01 14:00:00+01:00,6.000,181.000,85.000,0.000,0.000,177.000,702.000,49.000,4.000,0.000
2025-01-01 15:00:00+01:00,6.000,180.000,86.000,0.000,0.000,251.000,702.000,18.000,4.000,0.000
2025-01-01 16:00:00+01:00,6.000,181.000,89.000,0.000,0.000,406.000,702.000,1.000,4.000,0.000
2025-01-01 17:00:00+01:00,6.000,181.000,89.000,0.000,145.000,575.000,702.000,1.000,4.000,0.000
2025-01-01 18:00:00+01:00,6.000,181.000,89.000,0.000,90.000,571.000,702.000,1.000,4.000,0.000
2025-01-01 19:00:00+01:00,6.000,180.000,87.000,0.000,90.000,536.000,702.000,0.000,4.000,0.000
2025-01-01 20:00:00+01:00,6.000,181.000,84.000,0.000,89.000,508.000,702.000,0.000,4.000,0.000
2025-01-01 21:00:00+01:00,6.000,181.000,84.000,0.000,0.000,465.000,702.000,0.000,4.000,0.000
2025-01-01 22:00:00+01:00,6.000,180.000,83.000,0.000,0.000,325.000,702.000,0.000,4.000,0.000
2025-01-01 23:00:00+01:00,6.000,181.000,83.000,0.000,0.000,197.000,702.000,0.000,4.000,0.000
2025-01-02 00:00:00+01:00,6.000,182.000,82.000,0.000,0.000,90.000,702.000,0.000,4.000,1.000
2025-01-02 01:00:00+01:00,6.000,182.000,83.000,0.000,0.000,88.000,703.000,0.000,4.000,1.000
2025-01-02 02:00:00+01:00,6.000,182.000,82.000,0.000,0.000,88.000,702.000,0.000,4.000,1.000
2025-01-02 03:00:00+01:00,6.000,181.000,83.000,0.000,0.000,88.000,702.000,0.000,4.000,1.000
2025-01-02 04:00:00+01:00,6.000,183.000,82.000,0.000,0.000,88.000,703.000,0.000,4.000,1.000
2025-01-02 05:00:00+01:00,6.000,183.000,82.000,0.000,0.000,88.000,703.000,1.000,4.000,1.000
2025-01-02 06:00:00+01:00,6.000,182.000,84.000,0.000,0.000,111.000,703.000,0.000,4.000,1.000
2025-01-02 07:00:00+01:00,6.000,181.000,85.000,0.000,0.000,308.000,702.000,1.000,4.000,1.000
2025-01-02 08:00:00+01:00,6.000,181.000,85.000,0.000,0.000,286.000,703.000,12.000,4.000,1.000
2025-01-02 09:00:00+01:00,6.000,184.000,85.000,0.000,0.000,317.000,703.000,42.000,4.000,1.000
2025-01-02 10:00:00+01:00,6.000,183.000,84.000,0.000,0.000,253.000,703.000,77.000,4.000,1.000
2025-01-02 11:00:00+01:00,6.000,184.000,84.000,0.000,0.000,188.000,702.000,85.000,4.000,1.000
2025-01-02 12:00:00+01:00,6.000,185.000,84.000,0.000,0.000,221.000,703.000,75.000,4.000,1.000
2025-01-02 13:00:00+01:00,6.000,183.000,85.000,0.000,0.000,201.000,703.000,58.000,4.000,1.000
2025-01-02 14:00:00+01:00,6.000,182.000,86.000,0.000,0.000,229.000,703.000,42.000,4.000,1.000
2025-01-02 15:00:00+01:00,6.000,183.000,86.000,0.000,0.000,315.000,703.000,15.000,4.000,1.000
2025-01-02 16:00:00+01:00,6.000,182.000,89.000,0.000,116.000,543.000,703.000,1.000,4.000,1.000
2025-01-02 17:00:00+01:00,6.000,182.000,89.000,0.000,174.000,646.000,703.000,1.000,4.000,1.000
2025-01-02 18:00:00+01:00,6.000,184.000,89.000,0.000,171.000,637.000,703.000,1.000,4.000,1.000
2025-01-02 19:00:00+01:00,6.000,184.000,87.000,0.000,71.000,578.000,703.000,0.000,4.000,1.000
2025-01-02 20:00:00+01:00,6.000,183.000,84.000,0.000,0.000,402.000,703.000,0.000,4.000,1.000
2025-01-02 21:00:00+01:00,6.000,183.000,84.000,0.000,0.000,264.000,703.000,0.000,4.000,1.000
2025-01-02 22:00:00+01:00,6.000,184.000,83.000,0.000,0.000,178.000,703.000,0.000,4.000,1.000
2025-01-02 23:00:00+01:00,6.000,183.000,84.000,0.000,0.000,161.000,703.000,0.000,4.000,1.000
