,Biomass,Fossil Gas,Fossil Hard coal,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Solar,Waste,Wind Offshore,Wind Offshore,Wind Onshore,Wind Onshore,Energy storage,Energy storage,Fossil Oil
,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Consumption,Actual Consumption
timestamp_cec,,,,,,,,,,,,,,,,,,,
2025-02-24 21:00:00+01:00,379.500,2840.500,,1.000,110.250,1061.000,1.000,5575.000,3276.750,46659.000,0.000,344.000,543.750,,5044.000,,,,
2025-02-24 22:00:00+01:00,377.500,2768.000,,1.000,110.250,380.000,1.250,5234.250,2724.500,46665.250,0.000,347.750,583.500,,5006.250,,,,
2025-02-24 23:00:00+01:00,376.500,2731.000,,1.000,110.500,374.750,1.250,4860.750,2440.000,46687.250,0.000,345.500,566.000,,4623.250,,,,
2025-02-25 00:00:00+01:00,376.000,2174.250,,1.000,110.500,380.750,354.750,4560.250,2203.500,46548.500,0.000,345.250,459.000,,4192.500,,,,
2025-02-25 01:00:00+01:00,376.500,1841.250,,1.000,107.000,599.500,1091.250,4362.250,1954.750,46582.000,0.000,346.000,384.250,,3485.750,,,,
2025-02-25 02:00:00+01:00,378.500,1783.500,,1.000,107.000,497.750,1427.750,4231.750,1935.250,46689.000,0.000,345.750,374.000,,3018.000,,,,
2025-02-25 03:00:00+01:00,376.250,1801.250,,1.000,107.000,411.250,2181.750,4185.500,1840.750,46317.000,0.000,346.750,597.000,,2853.500,,,,
2025-02-25 04:00:00+01:00,378.250,1816.000,,1.000,107.000,322.250,2893.500,4130.000,1603.000,46030.500,0.000,346.000,535.750,,3220.750,,,,
2025-02-25 05:00:00+01:00,377.000,1927.750,,1.000,107.000,299.750,1897.000,4371.000,1689.750,46078.000,0.000,345.000,712.500,,3975.000,,,,
2025-02-25 06:00:00+01:00,378.250,2312.250,,1.000,109.750,415.250,728.000,4817.500,2488.500,46568.250,0.000,340.250,946.500,,4684.500,,,,
2025-02-25 07:00:00+01:00,375.500,3382.750,,1.000,110.000,1358.500,58.250,5417.500,2979.250,46520.500,356.500,338.500,862.500,,5435.250,,,,
2025-02-25 08:00:00+01:00,375.250,3727.000,,1.000,143.250,2148.250,1.000,5834.500,3156.250,46570.000,952.250,337.750,604.500,,6336.250,,,,
2025-02-25 09:00:00+01:00,376.000,3743.000,,1.000,189.500,1979.000,1.000,5866.500,2769.750,46645.750,2495.250,339.750,591.750,,6911.500,,,,
2025-02-25 10:00:00+01:00,376.500,3056.250,,1.000,190.000,1012.750,1.000,5550.750,2292.500,46355.000,4050.000,340.750,737.250,,7533.250,,,,
2025-02-25 11:00:00+01:00,375.000,2471.000,,1.000,189.750,438.750,128.250,4927.500,1943.250,46229.000,5332.750,339.500,1162.500,,7808.000,,,,
2025-02-25 12:00:00+01:00,377.250,2324.000,,1.000,173.500,170.750,406.750,4577.250,1999.500,46201.500,6229.250,341.250,1293.000,,8212.000,,,,
2025-02-25 13:00:00+01:00,376.250,2332.500,,1.000,151.250,123.000,1344.000,4372.750,1434.000,46094.250,6700.750,340.250,1332.250,,8479.250,,,,
2025-02-25 14:00:00+01:00,377.750,2290.500,,1.000,151.250,114.500,2314.250,4249.000,1448.250,46382.750,5690.000,338.750,1091.250,,8883.750,,,,
2025-02-25 15:00:00+01:00,376.250,2201.000,,1.000,117.750,159.750,2624.250,4069.000,1406.500,46298.750,4801.250,334.750,1063.000,,9349.500,,,,
2025-02-25 16:00:00+01:00,378.000,2017.000,,1.000,110.000,367.000,2254.250,4108.000,1341.000,45495.250,3214.750,338.000,1278.250,,9613.500,,,,
2025-02-25 17:00:00+01:00,351.000,2060.500,,1.000,110.250,308.250,692.250,4586.000,1817.750,45706.750,1385.750,337.750,1154.500,,9811.750,,,,
2025-02-25 18:00:00+01:00,347.750,2595.750,,3.500,110.250,1619.250,49.250,5387.750,3079.500,46428.750,346.250,338.000,1174.500,,9796.500,,,,
2025-02-25 19:00:00+01:00,348.250,3091.750,,5.000,110.250,2967.500,55.500,6090.250,3678.750,46739.500,272.000,339.250,1251.500,,10009.500,,,,
2025-02-25 20:00:00+01:00,344.750,3033.000,,5.000,110.000,2852.250,0.750,5978.250,3397.000,46778.000,0.000,337.000,1067.750,,10532.250,,,,
2025-02-25 21:00:00+01:00,346.500,2411.750,,5.000,110.000,1116.250,1.000,5607.000,3255.250,46865.000,0.000,342.500,1065.250,,10804.250,,,,
2025-02-25 22:00:00+01:00,354.750,2404.250,,5.000,110.500,1035.500,1.000,5390.000,2985.500,46890.250,0.000,342.250,792.500,,10673.000,,,,
2025-02-25 23:00:00+01:00,377.500,2390.000,,5.000,110.000,546.000,1.000,5080.250,2728.500,46739.250,0.000,337.500,569.000,,10845.000,,,,
2025-02-26 00:00:00+01:00,377.750,2112.500,,5.000,110.750,338.750,230.750,4849.500,2361.500,46330.750,0.000,336.250,577.000,,10383.750,,,,
2025-02-26 01:00:00+01:00,376.750,1955.750,,5.000,110.250,362.750,329.250,4453.750,1990.500,45849.250,0.000,340.000,555.000,,9585.000,,,,
2025-02-26 02:00:00+01:00,377.750,1939.750,,5.000,110.750,140.250,672.750,4384.250,2087.500,45880.750,0.000,339.500,585.000,,8733.500,,,,
2025-02-26 03:00:00+01:00,377.250,1942.000,,5.000,111.000,149.000,1780.000,4311.750,2127.750,46008.500,0.000,337.250,554.500,,7947.750,,,,
2025-02-26 04:00:00+01:00,374.250,1962.750,,5.000,111.000,133.250,1959.250,4386.000,2179.000,46055.750,0.000,340.500,488.500,,7646.750,,,,
2025-02-26 05:00:00+01:00,374.500,2142.750,,5.000,111.000,128.250,386.250,4693.250,2441.750,46730.250,0.000,339.000,574.250,,7143.750,,,,
2025-02-26 06:00:00+01:00,377.250,3226.250,,5.000,110.750,708.750,43.000,5353.750,3098.250,47334.000,0.000,340.750,826.500,,6471.750,,,,
2025-02-26 07:00:00+01:00,377.500,3975.750,,5.000,172.500,3487.500,56.500,6010.750,3842.750,47422.500,455.000,336.750,974.000,,6251.500,,,,
2025-02-26 08:00:00+01:00,378.000,4234.500,,5.000,530.250,3366.000,4.000,6109.500,3762.250,47479.500,2108.500,337.250,1114.500,,5992.750,,,,
2025-02-26 09:00:00+01:00,376.250,3333.500,,5.000,210.250,1920.500,1.000,5868.500,3299.250,47605.000,5566.000,332.000,1289.250,,5380.750,,,,
2025-02-26 10:00:00+01:00,377.750,2403.000,,5.000,110.000,283.000,414.750,5034.000,2363.750,47424.750,8498.250,320.500,1371.500,,5324.750,,,,
2025-02-26 11:00:00+01:00,376.250,2149.750,,5.000,110.000,247.750,1987.500,4605.000,1877.000,46296.000,10094.000,320.750,1443.750,,6066.250,,,,
2025-02-26 12:00:00+01:00,377.750,2094.750,,5.000,110.750,441.750,2513.500,4449.000,1548.000,45926.500,10871.750,318.000,1447.500,,7583.250,,,,
2025-02-26 13:00:00+01:00,376.250,2049.250,,5.000,110.750,146.250,3049.250,4126.000,1041.750,45169.000,10179.250,317.000,1447.000,,9085.750,,,,
2025-02-26 14:00:00+01:00,373.750,2060.250,,5.000,111.000,1.500,3358.750,3876.750,882.750,44099.250,8991.750,317.500,1429.000,,10325.750,,,,
2025-02-26 15:00:00+01:00,375.750,2008.500,,5.000,110.750,9.500,3312.500,3835.500,869.500,43910.500,7179.000,316.000,1221.000,,11442.000,,,,
2025-02-26 16:00:00+01:00,374.750,2074.000,,5.000,110.500,256.500,2959.500,4233.250,1567.500,44348.250,4703.500,322.500,1045.500,,11145.000,,,,
2025-02-26 17:00:00+01:00,359.750,2362.250,,5.000,110.500,367.250,1389.000,4769.250,2247.500,45683.750,1729.750,322.000,1196.750,,10958.000,,,,
2025-02-26 18:00:00+01:00,350.250,3562.250,,2.750,110.500,1813.500,184.000,5682.500,3548.750,46915.250,358.000,325.250,1026.500,,10980.250,,,,
2025-02-26 19:00:00+01:00,352.750,3682.750,,1.000,110.250,3719.750,51.000,6047.750,3934.750,47348.500,271.500,325.500,1070.750,,11397.500,,,,
2025-02-26 20:00:00+01:00,373.750,3385.000,,1.000,110.000,3307.000,21.000,6046.750,3720.500,47341.750,0.000,326.000,943.750,,11269.000,,,,
2025-02-26 21:00:00+01:00,378.250,3358.500,,1.000,110.000,1623.500,1.000,5950.500,3268.750,47487.250,0.000,326.000,842.500,,10449.000,,,,
2025-02-26 22:00:00+01:00,380.500,3255.750,,1.000,110.000,1523.250,1.000,5796.500,3372.250,47497.500,0.000,326.500,802.750,,8802.000,,,,
2025-02-26 23:00:00+01:00,376.000,3157.000,,1.000,110.500,1216.750,1.000,5515.750,3257.000,47505.250,0.000,325.500,746.500,,7409.750,,,,
2025-02-27 00:00:00+01:00,375.750,2831.000,,1.000,111.250,917.500,199.750,5074.750,3059.000,47553.250,0.000,322.750,758.000,,6547.500,,,,
2025-02-27 01:00:00+01:00,378.000,2549.750,,1.000,111.000,532.000,235.000,4824.000,2097.250,47553.000,0.000,323.500,726.250,,5951.000,,,,
2025-02-27 02:00:00+01:00,372.250,2611.250,,1.000,111.000,310.750,35.750,4687.750,2313.250,47472.000,0.000,323.750,657.000,,5691.750,,,,
2025-02-27 03:00:00+01:00,372.500,2658.250,,1.000,111.250,259.500,377.750,4573.000,2443.250,47063.000,0.000,323.250,671.250,,5277.750,,,,
2025-02-27 04:00:00+01:00,371.750,2766.750,,1.000,111.000,82.250,171.250,4688.000,2021.250,47265.750,0.000,323.750,712.500,,4847.750,,,,
2025-02-27 05:00:00+01:00,358.750,3574.750,,1.000,111.000,136.000,41.500,4910.250,2269.750,47498.750,0.000,323.000,675.500,,4450.500,,,,
2025-02-27 06:00:00+01:00,357.000,5070.500,,1.000,111.250,1091.750,1.000,5658.750,3013.750,47546.000,0.000,319.250,707.500,,4152.000,,,,
2025-02-27 07:00:00+01:00,361.250,5986.750,,1.000,266.250,3730.750,26.750,6097.000,3841.000,47560.000,475.000,319.750,613.750,,4222.000,,,,
2025-02-27 08:00:00+01:00,360.500,6400.500,,1.000,400.250,3390.000,24.250,6185.500,3740.250,47487.500,2052.250,317.000,511.750,,4075.750,,,,
2025-02-27 09:00:00+01:00,361.250,6475.000,,1.000,194.000,2372.500,1.000,6059.000,3402.500,47419.250,5240.000,316.750,416.750,,3488.750,,,,
2025-02-27 10:00:00+01:00,361.000,4840.250,,1.000,192.750,731.250,1.000,5609.500,2550.000,47474.000,8118.500,318.750,327.250,,3310.000,,,,
2025-02-27 11:00:00+01:00,361.000,3573.500,,1.000,191.750,204.000,258.250,4943.750,1452.750,47480.750,10295.750,321.250,387.750,,3609.750,,,,
2025-02-27 12:00:00+01:00,364.750,3005.500,,1.000,156.000,105.250,1029.250,4727.000,1304.500,47490.500,11103.000,321.000,261.500,,4159.000,,,,
2025-02-27 13:00:00+01:00,361.250,3191.000,,1.000,151.500,168.750,1449.500,4556.750,1608.500,47472.250,10766.250,320.500,181.500,,4649.250,,,,
2025-02-27 14:00:00+01:00,360.000,3313.000,,1.000,128.750,85.000,1900.000,4382.750,1380.000,47509.250,9402.500,320.750,211.750,,4980.000,,,,
2025-02-27 15:00:00+01:00,360.000,3262.750,,1.000,111.250,76.250,1677.750,4316.000,1586.500,47423.000,6977.500,318.000,170.750,,4979.750,,,,
2025-02-27 16:00:00+01:00,359.250,4064.000,,1.000,111.250,178.750,1118.000,4681.500,2506.500,46847.000,3975.000,317.500,126.500,,4736.500,,,,
2025-02-27 17:00:00+01:00,358.500,5421.250,,1.000,111.000,505.000,311.750,5289.500,3159.250,46665.250,1406.250,323.750,111.000,,4401.000,,,,
2025-02-27 18:00:00+01:00,359.000,6001.250,,1.000,111.500,3096.750,0.750,6073.500,4033.500,46603.500,347.250,323.750,135.500,,3762.250,,,,
2025-02-27 19:00:00+01:00,361.750,6626.500,,1.000,111.750,3853.750,9.750,6406.500,4350.500,46742.750,289.750,319.000,174.250,,3733.000,,,,
2025-02-27 20:00:00+01:00,362.250,6641.500,,1.000,111.250,3388.750,44.250,6513.500,4315.250,47379.250,0.000,320.000,225.750,,3872.750,,,,
2025-02-27 21:00:00+01:00,360.750,6003.750,,1.000,111.000,2336.000,0.500,6223.500,3784.750,47574.250,0.000,321.000,317.000,,4284.750,,,,
2025-02-27 22:00:00+01:00,359.250,5822.500,,2.500,111.500,1232.500,1.000,6067.750,3269.750,47542.250,0.000,324.750,303.250,,4434.750,,,,
2025-02-27 23:00:00+01:00,358.750,5536.750,,1.000,111.000,415.250,1.000,5771.500,2865.500,47531.500,0.000,322.000,257.000,,4470.000,,,,
2025-02-28 00:00:00+01:00,357.500,4492.500,,1.000,111.500,268.500,1.000,5406.750,2790.750,47509.250,0.000,323.750,228.500,,4246.000,,,,
2025-02-28 01:00:00+01:00,358.000,4115.500,,1.000,112.000,163.750,73.000,5095.250,2420.500,47503.000,0.000,325.000,242.000,,4083.750,,,,
2025-02-28 02:00:00+01:00,357.250,4130.750,,1.000,111.500,145.250,320.500,4958.500,2187.750,47601.500,0.000,324.500,239.250,,4230.750,,,,
2025-02-28 03:00:00+01:00,357.750,4235.250,,1.000,111.750,180.500,403.250,4757.000,2029.000,47593.500,0.000,323.250,222.250,,4302.000,,,,
2025-02-28 04:00:00+01:00,358.250,4110.500,,1.000,111.750,128.750,494.000,4612.250,1841.500,47273.750,0.000,323.000,224.500,,4260.250,,,,
2025-02-28 05:00:00+01:00,358.500,4925.250,,1.000,111.500,155.000,335.500,4732.000,2100.750,47559.250,0.000,320.750,299.250,,4051.500,,,,
2025-02-28 06:00:00+01:00,361.250,6118.000,,1.000,111.250,1037.500,1.250,5518.250,3172.500,47581.500,0.000,321.000,267.250,,3833.000,,,,
2025-02-28 07:00:00+01:00,361.000,6705.000,,1.000,111.250,3125.500,1.000,6072.750,3829.500,47566.250,518.250,318.000,274.500,,3865.500,,,,
2025-02-28 08:00:00+01:00,362.000,6559.500,,2.500,111.000,3184.250,28.250,6162.250,4107.750,47533.500,2495.000,315.250,338.000,,3544.750,,,,
2025-02-28 09:00:00+01:00,365.000,6750.500,,5.250,111.000,2253.750,2.500,5991.750,3709.500,47510.500,6786.750,316.000,237.750,,2883.750,,,,
2025-02-28 10:00:00+01:00,373.750,4836.500,,5.500,111.250,681.250,147.250,5245.750,2723.000,47453.500,10525.000,314.250,185.750,,2811.250,,,,
2025-02-28 11:00:00+01:00,374.000,2847.750,,5.000,111.500,48.500,804.250,4827.250,1898.500,47166.750,12683.250,317.500,162.500,,3374.500,,,,
2025-02-28 12:00:00+01:00,371.750,2531.250,,5.000,111.500,214.250,1421.750,4517.750,2143.000,47430.250,13288.500,318.750,142.250,,3775.250,,,,
2025-02-28 13:00:00+01:00,377.000,2456.250,,5.000,111.750,214.500,2188.000,4447.250,2001.500,47306.500,12971.000,320.000,131.750,,3812.250,,,,
2025-02-28 14:00:00+01:00,377.250,2539.500,,5.000,112.000,259.250,2391.750,4419.250,1837.250,47281.250,11498.750,316.500,151.000,,3774.750,,,,
2025-02-28 15:00:00+01:00,377.250,2475.250,,5.000,111.500,164.000,2405.500,4401.250,1645.750,47165.250,9293.000,315.000,156.000,,3872.250,,,,
2025-02-28 16:00:00+01:00,375.000,2748.000,,5.000,111.250,200.000,708.500,4586.250,2005.250,47264.000,6104.750,317.750,197.000,,4093.000,,,,
2025-02-28 17:00:00+01:00,375.750,4040.750,,5.000,112.000,566.000,1.000,5349.000,2749.250,47199.750,2360.500,316.000,299.000,,4398.250,,,,
2025-02-28 18:00:00+01:00,377.500,5617.250,,5.000,112.000,3017.250,0.500,5980.500,3856.250,47339.000,420.000,316.000,441.250,,4268.750,,,,
2025-02-28 19:00:00+01:00,378.000,5955.500,,5.000,111.750,3471.750,0.250,6238.500,4339.000,47494.750,280.250,314.000,596.500,,4554.000,,,,
2025-02-28 20:00:00+01:00,377.750,5937.250,,5.000,111.500,2826.750,10.500,6265.500,4196.750,47446.750,0.000,313.500,700.500,,5088.500,,,,
2025-02-28 21:00:00+01:00,376.500,5893.000,,5.000,111.750,1902.000,14.750,6031.250,3706.750,47416.250,0.000,317.500,698.750,,5656.500,,,,
2025-02-28 22:00:00+01:00,376.250,5760.750,,5.000,111.500,768.000,1.000,5673.250,3287.750,47484.750,0.000,317.750,722.250,,5927.250,,,,
2025-02-28 23:00:00+01:00,377.000,5659.500,,5.000,112.000,329.000,1.000,5428.250,2677.750,47605.000,0.000,320.500,683.250,,5895.500,,,,
2025-03-01 00:00:00+01:00,375.250,4063.750,,5.000,111.250,1000.500,8.750,5346.750,2797.250,47609.500,0.000,322.250,636.500,,5620.500,,,,
2025-03-01 01:00:00+01:00,376.000,2922.750,,5.000,111.750,976.250,9.500,5156.500,2520.000,47578.750,0.000,315.000,552.250,,5376.250,,,,
2025-03-01 02:00:00+01:00,375.250,2092.500,,5.000,112.000,784.000,9.250,5093.250,2422.000,47530.000,0.000,308.750,581.250,,5405.750,,,,
2025-03-01 03:00:00+01:00,375.000,1846.250,,5.000,111.250,512.750,93.500,4611.000,1644.250,47420.250,0.000,310.000,583.750,,5589.500,,,,
2025-03-01 04:00:00+01:00,375.250,1877.500,,5.000,111.500,287.000,314.000,4333.500,1588.000,47505.500,0.000,309.250,552.750,,5663.000,,,,
2025-03-01 05:00:00+01:00,374.000,1887.250,,5.000,112.000,203.750,198.000,4317.500,1793.500,47502.500,0.000,308.250,587.000,,5826.750,,,,
2025-03-01 06:00:00+01:00,373.750,2232.000,,5.000,111.500,435.500,44.000,4712.000,2589.750,47241.250,0.000,318.750,593.500,,5834.000,,,,
2025-03-01 07:00:00+01:00,373.000,2397.000,,5.000,112.000,1148.000,9.250,5299.000,3226.000,47440.250,522.000,328.500,576.750,,5751.500,,,,
2025-03-01 08:00:00+01:00,374.500,2400.250,,1.250,111.500,1280.750,9.000,5456.500,3566.000,47574.250,2494.750,325.500,613.250,,5444.000,,,,
2025-03-01 09:00:00+01:00,374.750,2134.250,,1.000,111.250,996.750,28.000,5166.000,2945.000,47476.500,6587.000,327.000,595.250,,4973.500,,,,
2025-03-01 10:00:00+01:00,375.250,1880.000,,1.000,111.500,304.750,1151.250,4655.500,1955.250,46734.500,10209.500,325.750,533.000,,5594.500,,,,
2025-03-01 11:00:00+01:00,374.000,1792.250,,1.000,111.500,149.000,2930.750,4328.500,806.000,45630.750,12312.250,326.750,554.500,,7147.000,,,,
2025-03-01 12:00:00+01:00,376.250,1791.500,,1.000,111.750,184.500,2909.000,4066.750,647.750,45078.000,13027.250,330.500,492.750,,8389.250,,,,
2025-03-01 13:00:00+01:00,376.500,1753.750,,1.000,112.000,90.750,2749.500,3947.500,405.500,43292.750,12669.750,328.250,458.000,,9339.750,,,,
2025-03-01 14:00:00+01:00,375.500,1719.250,,1.000,112.000,99.250,3330.000,3888.750,255.000,42395.250,10891.000,329.750,522.750,,9799.250,,,,
2025-03-01 15:00:00+01:00,375.000,1699.750,,1.000,112.000,1.500,3544.250,3843.750,219.750,42726.750,8570.250,331.750,792.750,,10098.500,,,,
2025-03-01 16:00:00+01:00,376.250,1687.000,,1.000,112.000,250.000,3236.000,3828.000,986.000,43737.750,5185.250,330.500,889.250,,10064.000,,,,
2025-03-01 17:00:00+01:00,374.750,1724.250,,1.000,111.500,390.500,1895.750,4159.000,1796.000,45427.000,2037.250,332.250,956.500,,9685.500,,,,
2025-03-01 18:00:00+01:00,375.000,2413.000,,1.000,111.750,1427.000,10.000,5253.500,3334.750,45843.750,415.000,332.000,1096.500,,8885.750,,,,
2025-03-01 19:00:00+01:00,375.000,3058.000,,1.000,112.000,3744.250,9.000,6030.500,3957.000,45825.250,0.000,328.750,1106.500,,8848.000,,,,
2025-03-01 20:00:00+01:00,378.750,3160.250,,1.000,112.000,2705.500,9.000,5736.000,3729.250,45864.000,0.000,330.500,1087.250,,9087.000,,,,
2025-03-01 21:00:00+01:00,376.500,3144.000,,1.000,111.250,1410.000,34.500,5190.250,3155.500,45766.750,0.000,334.500,1102.250,,9369.250,,,,
2025-03-01 22:00:00+01:00,373.250,3168.750,,1.000,111.500,1378.750,12.750,5142.250,3288.250,46160.000,0.000,334.000,1126.500,,8929.750,,,,
2025-03-01 23:00:00+01:00,375.250,3141.250,,1.000,112.000,1330.000,9.000,5071.750,3076.000,46595.000,0.000,329.250,1116.250,,8575.250,,,,
2025-03-02 00:00:00+01:00,374.750,2900.500,,1.000,111.500,1197.000,9.000,4797.250,2879.500,46491.250,0.000,327.750,1072.000,,8198.000,,,,
2025-03-02 01:00:00+01:00,375.750,2607.500,,1.000,111.500,748.000,9.000,4554.750,2356.250,46391.750,0.000,328.000,1105.500,,7977.000,,,,
2025-03-02 02:00:00+01:00,374.500,2267.250,,1.000,111.500,275.000,220.500,4431.750,2144.500,46318.250,0.000,325.250,1053.750,,8007.500,,,,
2025-03-02 03:00:00+01:00,373.500,1792.250,,1.000,112.000,365.000,739.750,4240.750,1920.750,46478.000,0.000,323.250,946.000,,7935.250,,,,
2025-03-02 04:00:00+01:00,367.500,1793.750,,1.000,111.750,501.250,1322.500,4155.000,1642.750,46631.500,0.000,326.000,923.500,,7897.750,,,,
2025-03-02 05:00:00+01:00,360.500,1772.000,,1.000,112.000,77.000,1057.000,4066.750,1442.000,46635.750,0.000,325.750,891.250,,7968.000,,,,
2025-03-02 06:00:00+01:00,370.250,1751.500,,1.000,111.250,193.250,401.750,4181.500,1738.500,46625.500,0.000,325.500,719.250,,7711.000,,,,
2025-03-02 07:00:00+01:00,374.250,1772.750,,1.000,111.000,307.000,45.000,4427.000,1713.500,46598.000,584.250,325.500,738.000,,7757.750,,,,
2025-03-02 08:00:00+01:00,373.000,1746.750,,1.000,111.000,364.000,264.250,4372.000,1804.250,46526.000,2851.750,325.750,835.000,,7097.500,,,,
2025-03-02 09:00:00+01:00,373.500,1711.750,,1.000,111.000,193.000,1950.000,3969.750,1517.500,45973.250,7214.750,325.000,815.000,,5521.000,,,,
2025-03-02 10:00:00+01:00,373.500,1706.750,,1.000,111.500,31.250,3005.000,3525.250,856.000,44828.250,11400.000,325.000,749.500,,4528.250,,,,
2025-03-02 11:00:00+01:00,379.250,1714.500,,1.000,108.750,0.000,3390.750,3274.750,198.000,41651.500,14349.500,325.500,590.000,,4144.000,,,,
2025-03-02 12:00:00+01:00,377.500,1704.500,,1.000,109.000,17.750,3190.250,3231.000,279.500,38605.750,15604.250,324.250,519.500,,3692.000,,,,
2025-03-02 13:00:00+01:00,375.750,1676.000,,1.000,109.250,0.750,3038.750,3258.250,195.000,37339.000,15501.500,326.750,511.000,,3163.750,,,,
2025-03-02 14:00:00+01:00,373.750,1678.750,,1.000,111.500,0.000,3038.250,3227.000,144.250,36589.250,14451.500,320.000,493.250,,2922.250,,,,
2025-03-02 15:00:00+01:00,375.000,1721.500,,1.000,112.000,0.000,2257.250,3256.750,358.250,39850.750,11838.750,317.750,423.250,,2803.500,,,,
2025-03-02 16:00:00+01:00,374.000,1840.000,,1.000,111.750,74.000,1954.500,3605.000,1002.750,42451.000,7617.500,315.000,418.250,,2850.250,,,,
2025-03-02 17:00:00+01:00,376.500,2506.750,,1.000,111.250,191.750,1121.500,4197.250,2504.000,44845.250,2906.750,313.750,480.250,,3072.250,,,,
2025-03-02 18:00:00+01:00,375.500,3674.750,,1.000,234.000,2265.750,336.000,5239.000,4086.750,45406.750,461.500,314.750,609.250,,3414.250,,,,
2025-03-02 19:00:00+01:00,377.000,4686.750,,1.000,964.250,2435.500,335.750,5852.250,3952.250,45110.000,270.000,313.250,547.250,,4599.000,,,,
2025-03-02 20:00:00+01:00,376.750,4294.500,,1.000,528.000,2270.500,174.250,5782.250,4045.250,45323.750,264.750,314.000,519.250,,5526.500,,,,
2025-03-02 21:00:00+01:00,377.000,4222.500,,1.000,111.750,1635.250,173.500,5232.500,3252.500,45501.500,0.000,310.000,439.750,,5453.750,,,,
2025-03-02 22:00:00+01:00,374.000,4519.750,,1.000,111.250,1501.750,188.750,5044.750,2947.000,45573.500,0.000,306.000,372.500,,4867.000,,,,
2025-03-02 23:00:00+01:00,377.000,4722.750,,1.000,111.000,861.750,173.250,4644.500,2364.000,46046.500,0.000,304.500,287.500,,4370.250,,,,
2025-03-03 00:00:00+01:00,374.250,2727.250,,1.000,111.250,139.750,208.250,4375.500,1768.750,46223.250,0.000,304.750,241.750,,3865.000,,,,
2025-03-03 01:00:00+01:00,373.500,2299.750,,1.000,111.750,141.250,242.000,4221.500,1653.500,46303.750,0.000,303.750,157.750,,3385.250,,,,
2025-03-03 02:00:00+01:00,374.500,2324.250,,1.000,111.250,142.000,229.000,4101.500,1727.500,46420.000,0.000,302.250,108.000,,2984.000,,,,
2025-03-03 03:00:00+01:00,378.000,2471.500,,1.000,111.750,157.250,173.250,4036.250,1691.750,46536.250,0.000,304.000,92.000,,2718.250,,,,
2025-03-03 04:00:00+01:00,377.250,2651.000,,1.000,111.750,171.750,173.250,4123.750,1836.250,46566.750,0.000,305.250,96.250,,2515.750,,,,
2025-03-03 05:00:00+01:00,378.750,4081.750,,1.000,111.000,368.750,173.000,4505.250,2912.250,46597.500,0.000,303.250,119.500,,2424.750,,,,
2025-03-03 06:00:00+01:00,377.750,5882.250,,1.000,111.250,2440.750,164.750,5288.750,3693.750,46605.250,0.000,303.750,108.750,,2304.500,,,,
2025-03-03 07:00:00+01:00,376.250,6283.750,,3.000,223.250,2414.250,164.000,5655.750,3961.250,46625.500,642.750,300.500,124.250,,2259.000,,,,
2025-03-03 08:00:00+01:00,374.500,6254.000,,6.000,644.000,2204.000,1.500,5551.250,3376.000,46587.000,3163.000,298.750,131.750,,2118.250,,,,
2025-03-03 09:00:00+01:00,375.750,4940.750,,5.750,637.000,933.500,1.000,4962.500,2502.750,46312.750,7511.250,297.500,137.000,,1760.500,,,,
2025-03-03 10:00:00+01:00,373.250,2505.000,,3.750,143.750,189.750,16.750,4400.750,2362.250,45278.000,11278.500,297.000,127.250,,1391.500,,,,
2025-03-03 11:00:00+01:00,373.500,1890.750,,1.000,111.000,670.250,619.750,3827.000,1347.250,45065.000,13735.250,301.000,160.000,,1290.000,,,,
2025-03-03 12:00:00+01:00,374.500,1917.000,,1.000,111.750,34.750,1617.500,3599.250,1216.250,45117.250,14667.750,299.500,187.250,,1393.500,,,,
2025-03-03 13:00:00+01:00,374.250,1855.750,,1.000,111.500,42.000,1881.250,3603.250,1169.250,45051.000,14099.250,295.250,210.500,,1431.250,,,,
2025-03-03 14:00:00+01:00,374.750,1945.000,,1.000,111.750,1.000,1675.250,3492.750,629.000,43911.500,12649.000,295.250,196.500,,1427.500,,,,
2025-03-03 15:00:00+01:00,373.000,1975.000,,1.000,111.750,20.750,1340.500,3564.250,1124.750,42829.750,10220.500,294.250,216.750,,1412.500,,,,
2025-03-03 16:00:00+01:00,374.000,2189.000,,1.000,112.000,1585.250,354.500,4054.500,2049.000,42894.000,6292.750,298.500,249.250,,1481.250,,,,
2025-03-03 17:00:00+01:00,373.750,4216.250,,1.000,111.750,2332.250,0.750,4696.250,2966.750,43725.750,2329.750,299.500,269.750,,1578.250,,,,
2025-03-03 18:00:00+01:00,376.500,5924.750,,1.000,111.500,3364.750,0.250,5570.250,4017.250,45249.000,452.750,301.250,266.750,,2011.750,,,,
2025-03-03 19:00:00+01:00,378.750,6094.500,,1.000,111.000,3541.250,0.000,5949.000,4186.000,45871.500,298.500,301.500,259.500,,2657.000,,,,
2025-03-03 20:00:00+01:00,381.250,6137.750,,1.000,111.000,2953.500,0.000,5861.250,3227.250,46063.000,285.500,302.750,217.500,,3374.750,,,,
