,Biomass,Fossil Gas,Fossil Hard coal,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Solar,Waste,Wind Offshore,Wind Offshore,Wind Onshore,Wind Onshore,Energy storage,Energy storage,Fossil Oil
,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Consumption,Actual Consumption
timestamp_cec,,,,,,,,,,,,,,,,,,,
2025-01-01 00:00:00+01:00,352.250,2003.000,,7.000,109.500,168.000,2382.750,4409.750,705.750,46091.250,0.000,300.250,1366.000,,9687.500,,,,
2025-01-01 01:00:00+01:00,360.250,1758.000,,7.250,110.500,249.000,2392.250,4320.750,737.250,44640.000,0.000,297.750,1379.000,,10062.750,,,,
2025-01-01 02:00:00+01:00,360.000,1620.250,,7.000,111.000,31.750,2792.750,4253.500,693.250,44255.000,0.000,295.250,1378.750,,10212.500,,,,
2025-01-01 03:00:00+01:00,358.750,1623.000,,7.750,110.250,1.750,2953.750,4133.500,216.500,42739.750,0.000,294.500,1382.250,,10497.750,,,,
2025-01-01 04:00:00+01:00,358.750,1635.750,,7.750,110.750,0.000,3178.250,3879.750,209.000,41264.750,0.000,295.750,1414.000,,10739.750,,,,
2025-01-01 05:00:00+01:00,361.000,1641.250,,7.750,111.000,0.250,2909.750,3760.750,425.000,41096.000,0.000,295.000,1414.500,,11057.750,,,,
2025-01-01 06:00:00+01:00,359.500,1643.250,,7.500,111.000,0.000,3175.000,3809.750,315.500,41577.500,0.000,294.000,1432.500,,11716.750,,,,
2025-01-01 07:00:00+01:00,359.250,1843.750,,7.750,110.500,0.000,3141.000,3896.500,309.500,40776.500,0.000,295.500,1437.500,,12291.000,,,,
2025-01-01 08:00:00+01:00,360.250,1861.750,,7.500,110.500,46.750,3103.750,3893.250,250.500,41763.000,413.000,299.000,1437.000,,12711.250,,,,
2025-01-01 09:00:00+01:00,359.500,1855.000,,7.250,110.250,104.250,3107.750,3741.500,289.000,42357.750,1562.500,300.750,1438.750,,13394.250,,,,
2025-01-01 10:00:00+01:00,358.250,1839.500,,7.000,110.750,1.000,3084.750,3524.500,193.250,42168.000,3903.250,306.750,1436.750,,13541.750,,,,
2025-01-01 11:00:00+01:00,358.500,1848.000,,7.000,110.750,36.250,2427.750,3554.250,107.000,42482.750,5872.250,299.250,1437.500,,13841.750,,,,
2025-01-01 12:00:00+01:00,358.000,1845.250,,6.000,110.500,2.750,2664.000,3631.250,552.500,43386.000,6769.750,296.250,1437.500,,14056.250,,,,
2025-01-01 13:00:00+01:00,357.750,1830.500,,6.500,110.750,122.250,2468.250,3717.500,474.750,42365.750,7018.000,296.000,1438.000,,14309.250,,,,
2025-01-01 14:00:00+01:00,359.500,1812.250,,6.250,110.750,23.250,2473.250,3725.250,187.250,42495.250,5999.500,294.500,1437.250,,14445.250,,,,
2025-01-01 15:00:00+01:00,358.000,1806.500,,6.000,110.250,0.000,3024.750,3646.000,183.750,42417.250,3864.250,294.500,1437.500,,14520.750,,,,
2025-01-01 16:00:00+01:00,355.750,1859.000,,2.500,110.750,0.000,2076.000,3613.000,650.500,43337.000,1322.750,296.250,1436.250,,14595.000,,,,
2025-01-01 17:00:00+01:00,355.250,2081.750,,1.750,110.750,95.500,2209.500,3817.500,611.500,46188.000,329.000,293.000,1438.250,,15195.250,,,,
2025-01-01 18:00:00+01:00,354.250,2042.250,,2.000,111.000,630.750,2318.500,4063.250,582.750,47606.750,289.750,301.750,1369.500,,15947.000,,,,
2025-01-01 19:00:00+01:00,354.000,2220.500,,2.500,110.750,634.250,2317.250,4018.750,558.000,48064.750,223.500,305.500,1010.250,,16066.000,,,,
2025-01-01 20:00:00+01:00,355.000,2172.750,,2.250,110.750,333.250,2135.750,3900.500,617.000,48127.250,0.000,304.250,880.250,,15517.250,,,,
2025-01-01 21:00:00+01:00,354.750,1971.500,,2.750,110.750,224.000,2313.250,3819.500,439.000,48105.750,0.000,302.000,743.250,,14374.000,,,,
2025-01-01 22:00:00+01:00,354.750,2152.500,,2.250,110.250,187.750,2372.500,3682.250,461.750,48036.000,0.000,305.250,678.000,,13190.000,,,,
2025-01-01 23:00:00+01:00,355.000,2182.250,,2.750,110.250,68.500,2297.000,3641.500,440.750,47521.500,0.000,306.250,628.000,,12259.750,,,,
2025-01-02 00:00:00+01:00,355.750,1983.000,,2.000,110.000,2.750,1707.000,3683.750,514.500,45173.500,0.000,300.250,563.500,,11454.750,,,,
2025-01-02 01:00:00+01:00,356.500,1849.000,,2.750,110.500,0.000,1644.000,3676.000,666.500,44781.000,0.000,300.750,566.250,,10815.000,,,,
2025-01-02 02:00:00+01:00,357.250,1861.250,,2.750,110.500,0.000,2222.250,3602.750,524.750,45010.750,0.000,294.250,538.750,,10336.000,,,,
2025-01-02 03:00:00+01:00,356.750,1887.750,,2.750,110.750,0.000,2672.750,3564.750,514.250,44919.000,0.000,299.000,466.500,,9923.750,,,,
2025-01-02 04:00:00+01:00,357.750,1881.750,,2.500,110.500,0.000,2430.000,3468.000,475.000,45829.000,0.000,298.250,337.250,,9352.500,,,,
2025-01-02 05:00:00+01:00,357.750,1883.000,,2.500,110.750,0.000,2306.750,3414.250,594.750,48068.500,0.000,301.250,267.250,,8725.000,,,,
2025-01-02 06:00:00+01:00,357.250,1959.750,,2.500,110.250,318.000,1528.250,3705.500,1368.500,49886.500,0.000,296.750,273.000,,7678.250,,,,
2025-01-02 07:00:00+01:00,358.000,2469.250,,3.000,110.000,375.000,121.500,4237.500,2158.250,50959.750,73.500,295.500,286.250,,6446.500,,,,
2025-01-02 08:00:00+01:00,354.500,3252.500,,3.000,109.750,1112.750,12.000,4560.500,2589.250,51320.500,377.250,294.000,265.750,,5851.250,,,,
2025-01-02 09:00:00+01:00,354.250,3976.250,,3.000,110.000,1798.750,56.750,4781.250,2724.750,51629.750,980.000,292.750,293.500,,5508.250,,,,
2025-01-02 10:00:00+01:00,353.500,4501.000,,3.000,110.000,1637.000,31.750,4899.750,2859.000,51924.750,2096.500,288.750,181.000,,4947.000,,,,
2025-01-02 11:00:00+01:00,350.500,4743.500,,3.000,110.000,1052.000,1.000,4689.250,2769.500,51995.000,2795.250,291.250,126.000,,4153.500,,,,
2025-01-02 12:00:00+01:00,345.750,4738.000,,3.000,110.000,1647.250,1.000,4854.000,2738.750,52347.750,2947.750,288.750,213.500,,3451.750,,,,
2025-01-02 13:00:00+01:00,348.750,4799.000,,3.000,110.750,2380.000,1.000,4953.500,2698.500,52526.500,2731.750,294.750,249.250,,3131.250,,,,
2025-01-02 14:00:00+01:00,347.500,4725.750,,3.000,110.750,1444.750,1.000,4891.500,2169.250,52800.750,2328.250,293.250,270.250,,2913.750,,,,
2025-01-02 15:00:00+01:00,351.000,4626.000,,3.000,111.000,1704.000,1.000,5144.500,2940.750,53130.500,1431.500,292.000,249.000,,2680.750,,,,
2025-01-02 16:00:00+01:00,349.000,4914.500,,2.000,110.500,3062.250,1.000,5539.250,3533.000,53039.500,572.750,300.250,305.750,,2442.750,,,,
2025-01-02 17:00:00+01:00,350.500,4946.500,,2.750,110.000,3053.250,1.000,5643.750,3765.500,53092.750,293.750,297.000,337.000,,2580.250,,,,
2025-01-02 18:00:00+01:00,352.250,4945.500,,2.500,110.250,3219.000,1.000,5824.750,3822.250,53211.750,293.500,297.000,304.500,,2780.250,,,,
2025-01-02 19:00:00+01:00,358.000,5004.750,,3.000,110.000,2630.750,1.000,5921.750,3710.000,53220.000,214.000,298.250,268.750,,3034.750,,,,
2025-01-02 20:00:00+01:00,357.500,4686.250,,2.500,110.000,1685.750,1.000,5748.250,3210.750,53226.250,0.000,298.250,212.000,,3045.750,,,,
2025-01-02 21:00:00+01:00,359.250,4195.250,,2.750,110.000,1610.250,44.750,5271.250,2866.500,52550.250,0.000,295.250,179.500,,2944.750,,,,
2025-01-02 22:00:00+01:00,359.250,3870.500,,2.500,110.250,1411.000,57.750,5079.000,2189.000,52274.000,0.000,297.000,189.500,,2829.500,,,,
2025-01-02 23:00:00+01:00,359.000,3100.250,,2.750,110.000,958.000,78.250,5068.750,1948.250,52204.500,0.000,295.250,210.500,,2755.250,,,,
2025-01-03 00:00:00+01:00,358.000,2268.250,,3.000,110.250,329.000,512.500,5060.750,2177.000,52106.750,0.000,297.000,198.000,,2613.750,,,,
2025-01-03 01:00:00+01:00,357.750,1888.500,,3.000,110.000,340.750,1542.000,4917.000,1938.250,52134.750,0.000,297.000,218.250,,2463.500,,,,
2025-01-03 02:00:00+01:00,358.750,1870.250,,3.000,110.250,283.000,2429.500,4866.250,1644.750,52309.750,0.000,294.750,228.500,,2372.750,,,,
2025-01-03 03:00:00+01:00,359.250,1839.750,,3.000,110.000,129.000,2875.250,4804.500,1191.500,51781.000,0.000,296.750,300.000,,2318.000,,,,
2025-01-03 04:00:00+01:00,359.250,1839.500,,3.000,110.000,55.750,2959.250,4740.750,1125.500,51950.500,0.000,298.750,315.500,,2225.250,,,,
2025-01-03 05:00:00+01:00,358.500,1840.750,,3.000,109.750,55.500,2453.750,4633.500,1428.500,52148.250,0.000,298.250,314.750,,2166.250,,,,
2025-01-03 06:00:00+01:00,357.750,1936.250,,3.000,110.000,417.750,1854.750,4698.750,1782.500,52564.750,0.000,295.750,405.250,,2120.750,,,,
2025-01-03 07:00:00+01:00,357.000,2656.500,,4.000,109.500,346.750,780.000,5314.000,2282.250,52913.000,75.000,295.000,482.000,,2293.750,,,,
2025-01-03 08:00:00+01:00,357.000,3186.750,,3.750,110.500,879.250,85.000,5682.500,2858.500,52980.500,389.250,294.250,463.500,,2345.750,,,,
2025-01-03 09:00:00+01:00,358.750,3074.000,,3.500,109.750,1859.750,28.750,6159.250,3334.000,53223.250,1196.750,292.500,487.500,,2257.000,,,,
2025-01-03 10:00:00+01:00,357.500,3127.500,,3.000,110.000,870.250,57.750,6021.750,2857.250,52957.250,2871.250,297.750,566.250,,2190.500,,,,
2025-01-03 11:00:00+01:00,356.500,2961.750,,3.250,110.250,409.250,388.250,5581.250,2310.250,53062.750,4471.500,292.250,535.750,,1998.000,,,,
2025-01-03 12:00:00+01:00,357.750,2653.750,,4.000,110.500,530.250,216.750,5380.000,1873.500,52894.250,5219.500,294.250,499.000,,2003.250,,,,
2025-01-03 13:00:00+01:00,356.750,2286.250,,4.000,110.000,278.000,15.000,5237.250,1487.250,52464.750,5442.000,298.000,472.250,,2293.000,,,,
2025-01-03 14:00:00+01:00,356.000,2253.750,,3.750,110.500,106.750,11.750,5107.750,1340.750,51727.750,4417.000,296.000,393.750,,2563.500,,,,
2025-01-03 15:00:00+01:00,358.500,2390.500,,4.750,110.250,342.000,10.000,5190.250,1555.000,51921.500,2592.750,301.000,436.250,,2606.250,,,,
2025-01-03 16:00:00+01:00,356.500,2668.750,,7.250,111.000,1922.250,1.750,5803.000,2710.750,52214.250,881.500,294.000,432.500,,2499.500,,,,
2025-01-03 17:00:00+01:00,357.500,2743.500,,7.000,111.000,3348.250,1.000,6187.500,3644.250,53030.250,318.250,289.750,441.750,,2551.250,,,,
2025-01-03 18:00:00+01:00,356.000,2762.500,,7.000,568.250,3907.000,1.000,6478.000,4262.750,52882.000,306.750,287.500,468.500,,2751.750,,,,
2025-01-03 19:00:00+01:00,354.000,2762.000,,7.500,862.000,3104.500,1.000,6494.250,3906.000,52958.750,229.250,289.500,522.500,,2923.000,,,,
2025-01-03 20:00:00+01:00,354.000,2553.250,,8.000,449.000,2260.000,1.000,6407.000,3843.500,53265.750,0.000,287.750,538.000,,3118.000,,,,
2025-01-03 21:00:00+01:00,357.750,2155.500,,8.000,110.000,1441.500,10.000,6128.000,3610.250,53293.750,0.000,289.500,523.000,,3097.500,,,,
2025-01-03 22:00:00+01:00,359.000,2257.750,,8.000,110.000,1754.250,55.500,5984.250,3631.000,53280.000,0.000,295.000,547.750,,3051.750,,,,
2025-01-03 23:00:00+01:00,358.000,2258.500,,8.000,110.250,1340.750,47.000,5794.750,3347.000,52957.500,0.000,299.500,622.250,,2967.000,,,,
2025-01-04 00:00:00+01:00,357.750,1945.500,,8.000,109.750,1282.750,1.250,5637.000,3274.500,52581.500,0.000,297.500,652.000,,2730.000,,,,
2025-01-04 01:00:00+01:00,356.500,1867.000,,8.250,109.250,798.000,291.000,5491.000,2251.000,52228.750,0.000,297.250,571.000,,2666.500,,,,
2025-01-04 02:00:00+01:00,354.750,1942.500,,8.500,117.750,1379.250,392.500,5436.250,2718.750,49635.000,0.000,294.000,590.000,,2651.000,,,,
2025-01-04 03:00:00+01:00,351.250,2086.500,,8.500,435.750,1755.500,347.000,5427.000,2570.500,49589.000,0.000,294.750,473.500,,2805.500,,,,
2025-01-04 04:00:00+01:00,355.250,2093.000,,8.250,442.250,2219.750,345.000,5463.250,2084.750,49429.750,0.000,292.500,503.750,,2921.250,,,,
2025-01-04 05:00:00+01:00,357.000,2167.500,,8.250,440.500,1526.250,86.750,5521.500,2716.750,49645.750,0.000,296.500,504.250,,3059.750,,,,
2025-01-04 06:00:00+01:00,358.500,2855.500,,8.000,440.250,956.000,0.750,5653.250,3480.250,49524.500,0.000,296.750,475.500,,3161.250,,,,
2025-01-04 07:00:00+01:00,360.250,3734.500,,8.750,439.250,863.750,1.000,6064.750,3897.500,49420.750,77.500,295.250,508.250,,3302.000,,,,
2025-01-04 08:00:00+01:00,358.750,4950.000,,8.750,440.000,1025.250,1.000,6438.250,4189.250,49564.500,415.500,295.000,592.750,,3528.250,,,,
2025-01-04 09:00:00+01:00,358.500,5545.500,,8.250,147.750,1250.750,1.000,6410.500,4236.500,49875.500,1223.500,293.250,675.500,,3548.750,,,,
2025-01-04 10:00:00+01:00,357.250,5643.500,,8.250,109.500,1298.750,47.250,6452.000,3595.000,49962.250,2623.750,292.750,652.250,,3432.000,,,,
2025-01-04 11:00:00+01:00,358.250,5772.750,,8.000,110.250,1211.500,57.000,6256.750,3336.250,50069.250,3415.250,292.750,559.000,,3181.750,,,,
2025-01-04 12:00:00+01:00,354.750,5874.250,,7.500,110.250,1520.250,5.750,6232.500,3592.250,50178.000,3346.750,292.250,592.500,,3079.000,,,,
2025-01-04 13:00:00+01:00,357.500,6046.000,,7.000,110.000,1614.750,1.000,6358.750,3338.250,50208.750,3123.250,291.000,635.000,,3484.500,,,,
2025-01-04 14:00:00+01:00,357.750,6154.000,,7.000,110.750,1911.750,1.000,6534.500,3554.500,50100.250,2640.750,289.250,703.250,,3871.750,,,,
2025-01-04 15:00:00+01:00,357.500,6266.750,,4.500,110.750,2822.000,1.000,6779.750,3849.500,49580.500,1716.500,295.250,1021.500,,4729.500,,,,
2025-01-04 16:00:00+01:00,358.500,6185.000,,3.000,110.500,2712.750,1.000,6829.000,3783.250,49381.750,749.000,294.500,949.500,,6021.500,,,,
2025-01-04 17:00:00+01:00,357.500,6197.000,,3.000,110.250,2524.250,1.000,6849.000,3703.500,50023.750,324.750,296.000,989.500,,6980.750,,,,
2025-01-04 18:00:00+01:00,356.750,6152.750,,3.000,110.250,2584.000,1.000,6798.250,3761.250,51398.250,308.000,292.250,1008.750,,7897.250,,,,
2025-01-04 19:00:00+01:00,357.250,6085.500,,3.000,110.250,2485.000,1.000,6718.750,3770.250,51627.250,231.000,287.750,1079.750,,8630.750,,,,
2025-01-04 20:00:00+01:00,357.250,5927.750,,3.250,110.000,1734.750,1.000,6405.500,3435.250,51616.500,0.000,290.500,1256.750,,9166.250,,,,
2025-01-04 21:00:00+01:00,359.000,4809.750,,3.250,110.250,944.500,1.000,6217.500,2817.750,51556.500,0.000,288.750,1348.000,,9400.500,,,,
2025-01-04 22:00:00+01:00,355.750,4392.750,,2.750,110.250,1007.250,20.000,5979.000,2598.000,51438.250,0.000,290.500,1316.250,,9564.250,,,,
2025-01-04 23:00:00+01:00,416.250,3874.250,,3.250,110.250,811.750,54.750,5723.000,1596.000,51269.500,0.000,288.250,1370.000,,9480.250,,,,
2025-01-05 00:00:00+01:00,417.250,3391.500,,3.500,110.250,1438.000,277.750,5532.000,1831.250,51076.500,0.000,289.500,1292.000,,9531.250,,,,
2025-01-05 01:00:00+01:00,357.500,2614.000,,2.750,110.250,909.250,493.250,5409.500,1285.250,50765.750,0.000,290.000,1343.500,,9612.250,,,,
2025-01-05 02:00:00+01:00,358.500,2139.250,,2.500,110.250,791.750,1031.250,5344.500,753.250,49810.250,0.000,291.000,1401.250,,10439.000,,,,
2025-01-05 03:00:00+01:00,358.250,1819.750,,2.250,110.500,362.000,1821.500,5160.500,399.250,48637.500,0.000,291.250,1402.500,,11886.750,,,,
2025-01-05 04:00:00+01:00,357.750,1825.250,,2.000,111.000,82.750,2667.500,5114.000,282.000,47081.000,0.000,298.750,1403.750,,12940.500,,,,
2025-01-05 05:00:00+01:00,357.750,1821.250,,2.500,111.000,68.000,3360.000,5103.750,317.000,46768.500,0.000,296.000,1404.250,,13658.250,,,,
2025-01-05 06:00:00+01:00,356.500,1829.500,,2.750,111.000,63.250,3244.500,5098.750,316.000,46579.750,0.000,297.250,1409.500,,14401.000,,,,
2025-01-05 07:00:00+01:00,357.000,1835.500,,2.750,110.500,62.750,2712.500,5100.250,374.000,45584.250,76.000,302.750,1410.000,,15640.000,,,,
2025-01-05 08:00:00+01:00,372.250,1830.500,,2.500,110.750,129.500,2444.750,5264.500,471.750,45632.750,374.750,302.250,1408.750,,16039.500,,,,
2025-01-05 09:00:00+01:00,403.000,1819.500,,2.000,110.250,449.500,2357.250,5393.250,643.750,45668.500,906.000,301.000,1409.000,,16387.250,,,,
2025-01-05 10:00:00+01:00,417.250,1820.500,,2.250,110.000,651.750,2368.500,5475.750,799.750,45828.000,2131.750,300.250,1408.500,,16423.000,,,,
2025-01-05 11:00:00+01:00,418.500,1813.250,,2.000,108.750,475.500,2099.500,5510.250,719.500,46820.500,3238.000,297.500,1408.750,,16671.250,,,,
2025-01-05 12:00:00+01:00,418.250,1811.000,,2.000,107.500,500.750,2069.000,5531.250,625.750,47078.750,3678.000,298.000,1410.500,,16905.000,,,,
2025-01-05 13:00:00+01:00,425.750,1813.500,,1.500,107.750,232.750,2489.250,5305.750,405.750,46523.000,3585.500,296.000,1407.750,,16942.500,,,,
2025-01-05 14:00:00+01:00,434.750,1809.000,,1.000,108.250,4.500,3050.000,5348.250,303.750,45704.250,3094.750,295.500,1413.750,,16767.250,,,,
2025-01-05 15:00:00+01:00,438.000,1804.250,,1.000,110.250,0.000,2836.000,5358.000,309.500,45335.750,1826.500,296.500,1413.000,,16636.500,,,,
2025-01-05 16:00:00+01:00,438.250,1811.000,,1.500,110.500,112.500,2375.250,5438.000,511.750,44842.000,725.250,298.250,1411.000,,16459.750,,,,
2025-01-05 17:00:00+01:00,436.500,1793.500,,2.000,110.000,1074.250,1525.250,5738.250,690.250,45490.500,315.500,298.750,1412.250,,16342.750,,,,
2025-01-05 18:00:00+01:00,375.500,1826.500,,2.000,108.500,1687.250,727.500,6017.000,1178.000,45857.000,295.000,290.750,1414.000,,16602.000,,,,
2025-01-05 19:00:00+01:00,370.750,1831.500,,2.000,108.750,1483.750,550.000,5932.500,1170.250,46501.500,222.250,293.750,1410.250,,16831.000,,,,
2025-01-05 20:00:00+01:00,371.250,1808.750,,2.000,109.750,626.500,1166.250,5703.250,1015.750,46675.750,0.000,293.250,1403.750,,16756.250,,,,
2025-01-05 21:00:00+01:00,372.000,1787.500,,2.000,110.250,351.750,2282.250,5376.000,877.750,44843.250,0.000,294.750,1408.000,,16952.250,,,,
2025-01-05 22:00:00+01:00,373.750,1783.000,,2.000,110.000,365.250,2594.000,5287.500,841.250,44019.250,0.000,298.750,1407.750,,16755.250,,,,
2025-01-05 23:00:00+01:00,391.750,1813.750,,2.000,109.500,231.000,2726.750,5311.000,800.000,42359.250,0.000,297.250,1406.000,,16937.500,,,,
2025-01-06 00:00:00+01:00,394.750,1827.750,,2.000,109.500,196.500,2108.500,5197.000,631.250,38787.750,0.000,295.500,1409.000,,17120.000,,,,
2025-01-06 01:00:00+01:00,395.250,1812.000,,2.000,111.000,76.500,2426.000,5146.000,856.500,36006.500,0.000,296.750,1408.750,,17172.750,,,,
2025-01-06 02:00:00+01:00,398.500,1811.250,,2.000,110.750,1.500,2979.250,5187.000,429.250,34306.750,0.000,296.750,1409.000,,16986.250,,,,
2025-01-06 03:00:00+01:00,399.750,1803.250,,2.000,110.750,0.250,3395.000,5272.500,380.000,33384.750,0.000,296.250,1409.000,,16971.250,,,,
2025-01-06 04:00:00+01:00,400.500,1803.000,,2.000,111.000,0.000,3431.250,5272.500,393.750,33934.500,0.000,297.000,1397.500,,16891.500,,,,
2025-01-06 05:00:00+01:00,400.000,1799.000,,2.000,111.000,0.000,3243.750,5256.750,515.000,34765.250,0.000,287.250,1390.500,,17071.750,,,,
2025-01-06 06:00:00+01:00,399.500,1789.000,,2.250,110.750,365.250,1424.000,5326.000,1284.000,38479.250,0.000,288.250,1396.000,,17101.000,,,,
2025-01-06 07:00:00+01:00,395.250,1807.250,,2.500,111.000,557.750,818.500,5297.000,1800.250,43105.500,79.500,285.250,1397.750,,17307.250,,,,
2025-01-06 08:00:00+01:00,401.500,1831.250,,6.250,110.750,240.250,339.500,5433.500,1932.250,46113.000,372.750,282.000,1397.500,,17192.250,,,,
2025-01-06 09:00:00+01:00,404.750,1832.000,,7.000,110.500,435.250,902.250,5493.500,1126.250,47789.500,968.750,283.750,1392.750,,16980.750,,,,
2025-01-06 10:00:00+01:00,408.500,1831.750,,5.750,111.000,237.750,1725.000,5483.750,1134.500,47899.750,2142.000,281.250,1392.750,,16596.000,,,,
2025-01-06 11:00:00+01:00,408.250,1850.750,,3.000,110.750,450.250,2026.750,5440.250,948.250,47959.250,3029.000,280.250,1393.500,,16037.750,,,,
2025-01-06 12:00:00+01:00,408.250,1959.250,,2.500,111.000,580.750,2054.500,5429.500,671.000,47872.000,3354.750,279.750,1379.750,,15490.500,,,,
2025-01-06 13:00:00+01:00,409.000,1983.500,,2.250,110.000,246.500,2086.750,5268.000,652.750,47303.500,3365.000,278.500,1400.250,,15552.500,,,,
2025-01-06 14:00:00+01:00,408.250,1930.750,,2.750,110.500,112.500,2291.000,5134.000,761.500,47054.500,3016.250,285.000,1378.000,,16170.500,,,,
2025-01-06 15:00:00+01:00,408.750,1881.000,,2.250,110.250,70.500,2299.250,5273.750,744.750,47322.000,2022.000,286.500,1383.000,,16047.750,,,,
2025-01-06 16:00:00+01:00,408.250,1870.500,,2.500,110.750,645.250,2156.000,5508.250,990.000,48155.500,860.500,292.000,1387.000,,15608.750,,,,
2025-01-06 17:00:00+01:00,409.500,1922.500,,2.000,110.750,877.250,1480.750,5829.250,1081.750,49971.000,328.000,308.750,1375.500,,14893.750,,,,
2025-01-06 18:00:00+01:00,408.750,1982.000,,2.750,110.750,1088.750,954.000,6151.250,1083.250,51067.750,298.000,313.250,1337.000,,14338.250,,,,
2025-01-06 19:00:00+01:00,409.250,1994.500,,2.750,110.250,741.000,1060.750,6079.500,1287.750,51043.000,221.500,310.250,1343.000,,14152.750,,,,
2025-01-06 20:00:00+01:00,408.250,1987.750,,3.500,109.750,325.750,1566.250,5897.750,1336.750,50215.000,0.000,312.750,1313.000,,13899.500,,,,
2025-01-06 21:00:00+01:00,407.750,1991.250,,3.250,109.750,48.750,2258.500,5509.000,697.750,48288.500,0.000,316.750,1295.750,,14284.250,,,,
2025-01-06 22:00:00+01:00,439.750,1996.750,,3.000,110.000,254.250,1886.250,5430.000,1030.500,47460.000,0.000,316.250,1350.250,,14167.000,,,,
2025-01-06 23:00:00+01:00,385.500,2003.500,,2.500,109.750,172.000,1953.500,5389.750,932.250,47202.250,0.000,311.500,1402.250,,14233.000,,,,
2025-01-07 00:00:00+01:00,352.000,1952.250,,3.000,110.250,154.500,2317.000,5255.750,781.250,46492.000,0.000,315.750,1264.750,,14631.250,,,,
2025-01-07 01:00:00+01:00,352.250,1888.500,,3.000,110.250,0.750,2763.250,5274.250,810.500,45260.000,0.000,318.500,1180.500,,14556.000,,,,
2025-01-07 02:00:00+01:00,353.750,1893.250,,3.000,110.500,0.000,3031.750,5177.500,852.000,43958.250,0.000,319.250,1322.000,,13922.000,,,,
2025-01-07 03:00:00+01:00,352.750,1899.500,,3.000,110.250,0.000,3024.000,5206.750,1121.500,43425.500,0.000,320.500,1202.250,,13468.250,,,,
2025-01-07 04:00:00+01:00,352.500,1898.250,,3.000,110.000,0.000,3029.250,5342.750,1280.250,43233.000,0.000,313.250,1213.000,,13023.500,,,,
2025-01-07 05:00:00+01:00,351.000,1893.500,,3.000,110.000,50.000,2514.250,5483.000,1571.000,46008.000,0.000,308.750,1203.750,,12769.250,,,,
2025-01-07 06:00:00+01:00,353.250,1885.250,,3.000,110.500,699.000,1881.500,5676.750,1867.250,50251.000,0.000,296.250,1175.250,,11769.750,,,,
2025-01-07 07:00:00+01:00,355.250,1924.750,,3.000,110.000,811.750,319.000,6018.500,2578.250,52631.000,76.500,290.250,1252.000,,11541.750,,,,
2025-01-07 08:00:00+01:00,353.500,1910.250,,3.250,110.000,1910.500,2.250,6235.000,2452.000,52968.750,463.250,292.250,1183.500,,11763.250,,,,
2025-01-07 09:00:00+01:00,354.250,1910.250,,3.000,110.250,2171.500,1.000,6049.000,2165.000,52985.750,1723.000,281.250,1055.500,,11600.000,,,,
2025-01-07 10:00:00+01:00,354.000,1898.750,,3.000,109.750,642.000,55.000,5741.500,1846.500,52767.250,4155.750,276.250,1071.750,,11266.500,,,,
2025-01-07 11:00:00+01:00,438.250,1871.250,,3.000,110.000,103.750,1846.000,5282.250,1447.500,52358.750,5858.750,287.750,1007.500,,11555.750,,,,
2025-01-07 12:00:00+01:00,509.250,1857.500,,3.000,111.000,183.750,2742.750,5292.500,1378.500,52324.500,6616.000,286.500,965.750,,11743.500,,,,
2025-01-07 13:00:00+01:00,502.750,1844.250,,2.750,110.750,267.000,2795.000,5284.750,1647.000,51747.250,6416.500,285.500,844.250,,12139.750,,,,
2025-01-07 14:00:00+01:00,476.750,1833.500,,3.000,110.500,234.250,2249.750,5341.000,1588.750,51759.500,5312.500,284.000,769.250,,11940.750,,,,
2025-01-07 15:00:00+01:00,358.250,1839.000,,3.000,110.250,287.000,715.250,5506.750,2027.000,51363.250,3106.500,291.500,752.750,,11243.000,,,,
2025-01-07 16:00:00+01:00,349.750,1870.250,,3.750,110.500,1059.500,132.000,5962.750,2500.500,51557.500,1041.250,291.750,524.250,,10463.250,,,,
2025-01-07 17:00:00+01:00,348.750,1914.500,,7.000,110.250,1766.250,1.750,6425.750,2590.500,52160.500,309.000,289.000,578.750,,9732.250,,,,
2025-01-07 18:00:00+01:00,351.750,1927.250,,6.250,110.750,2010.000,1.000,6769.000,2678.750,53643.250,291.500,290.500,530.000,,9408.000,,,,
2025-01-07 19:00:00+01:00,350.500,1919.500,,6.000,110.500,2194.000,292.250,6720.000,2926.000,54330.500,217.500,290.250,437.000,,8609.000,,,,
2025-01-07 20:00:00+01:00,348.750,1929.500,,6.000,110.000,1814.000,330.500,6164.750,2279.500,54301.250,0.000,292.000,373.500,,8266.000,,,,
2025-01-07 21:00:00+01:00,352.000,1904.750,,6.000,110.250,768.500,334.750,5747.000,2037.500,54147.750,0.000,290.250,272.500,,7740.500,,,,
2025-01-07 22:00:00+01:00,351.750,1913.750,,6.000,110.500,558.750,364.500,5727.500,2154.000,54225.750,0.000,292.500,237.750,,6723.000,,,,
