,Biomass,Energy storage,Fossil Gas,Fossil Oil,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Run-of-river and poundage,Nuclear,Other,Solar,Waste,Wind Offshore,Wind Offshore,Wind Onshore
,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated
timestamp_cec,,,,,,,,,,,,,,
2025-02-05 07:00:00+01:00,65.000,39.000,3858.000,0.000,224.000,,51.000,3895.000,853.000,0.000,230.000,263.000,,286.000
2025-02-05 08:00:00+01:00,67.000,20.000,3937.000,7.000,536.000,,51.000,3895.000,883.000,27.000,225.000,189.000,,214.000
2025-02-05 09:00:00+01:00,64.000,19.000,3959.000,0.000,261.000,,52.000,3893.000,882.000,300.000,225.000,154.000,,164.000
2025-02-05 10:00:00+01:00,60.000,4.000,4042.000,0.000,67.000,0.000,53.000,3892.000,839.000,736.000,230.000,104.000,,92.000
2025-02-05 11:00:00+01:00,61.000,18.000,4162.000,0.000,,1.000,53.000,3897.000,833.000,1117.000,226.000,63.000,,51.000
2025-02-05 12:00:00+01:00,56.000,0.000,4264.000,0.000,,1.000,51.000,3894.000,862.000,1278.000,227.000,76.000,,33.000
2025-02-05 13:00:00+01:00,59.000,66.000,4471.000,0.000,23.000,0.000,51.000,3891.000,878.000,1301.000,223.000,33.000,,26.000
2025-02-05 14:00:00+01:00,59.000,0.000,4457.000,0.000,8.000,1.000,50.000,3890.000,875.000,1143.000,223.000,4.000,,21.000
2025-02-05 15:00:00+01:00,60.000,19.000,4410.000,0.000,,189.000,50.000,3891.000,871.000,798.000,228.000,9.000,,15.000
2025-02-05 16:00:00+01:00,57.000,4.000,4391.000,0.000,31.000,0.000,51.000,3891.000,824.000,416.000,230.000,10.000,2.000,12.000
2025-02-05 17:00:00+01:00,61.000,14.000,4404.000,0.000,48.000,0.000,51.000,3890.000,858.000,35.000,226.000,,23.000,17.000
2025-02-05 18:00:00+01:00,63.000,10.000,4418.000,0.000,402.000,,51.000,3891.000,926.000,0.000,233.000,,26.000,26.000
2025-02-05 19:00:00+01:00,62.000,34.000,4356.000,0.000,478.000,,51.000,3892.000,937.000,0.000,238.000,,26.000,18.000
2025-02-05 20:00:00+01:00,65.000,25.000,4432.000,0.000,62.000,0.000,51.000,3892.000,920.000,0.000,237.000,,26.000,20.000
2025-02-05 21:00:00+01:00,61.000,17.000,4428.000,0.000,,10.000,52.000,3892.000,911.000,0.000,239.000,,25.000,24.000
2025-02-05 22:00:00+01:00,66.000,1.000,3619.000,0.000,,11.000,52.000,3891.000,888.000,0.000,233.000,,24.000,26.000
2025-02-05 23:00:00+01:00,65.000,1.000,3423.000,0.000,,11.000,52.000,3890.000,868.000,0.000,232.000,,16.000,29.000
2025-02-06 00:00:00+01:00,61.000,10.000,3099.000,0.000,,11.000,52.000,3891.000,835.000,0.000,237.000,3.000,12.000,30.000
2025-02-06 01:00:00+01:00,65.000,0.000,2997.000,0.000,,404.000,52.000,3890.000,832.000,0.000,237.000,107.000,,26.000
2025-02-06 02:00:00+01:00,68.000,6.000,2930.000,0.000,,609.000,52.000,3890.000,819.000,0.000,240.000,236.000,,24.000
2025-02-06 03:00:00+01:00,71.000,0.000,2916.000,0.000,,605.000,52.000,3891.000,812.000,0.000,238.000,216.000,,43.000
2025-02-06 04:00:00+01:00,65.000,0.000,3055.000,0.000,,601.000,51.000,3890.000,825.000,0.000,240.000,393.000,,83.000
2025-02-06 05:00:00+01:00,69.000,6.000,3594.000,0.000,,224.000,51.000,3885.000,820.000,0.000,239.000,432.000,,152.000
2025-02-06 06:00:00+01:00,67.000,21.000,3842.000,0.000,,34.000,51.000,3885.000,843.000,0.000,238.000,475.000,,251.000
2025-02-06 07:00:00+01:00,64.000,45.000,4394.000,0.000,363.000,,51.000,3885.000,899.000,0.000,233.000,382.000,,339.000
2025-02-06 08:00:00+01:00,63.000,20.000,4484.000,5.000,603.000,,52.000,3885.000,919.000,12.000,233.000,447.000,,354.000
2025-02-06 09:00:00+01:00,65.000,32.000,4433.000,0.000,164.000,,52.000,3887.000,919.000,179.000,219.000,387.000,,320.000
2025-02-06 10:00:00+01:00,66.000,23.000,4426.000,0.000,,1.000,51.000,3888.000,892.000,464.000,231.000,467.000,,345.000
2025-02-06 11:00:00+01:00,66.000,3.000,3452.000,0.000,,3.000,52.000,3887.000,887.000,693.000,236.000,726.000,,439.000
2025-02-06 12:00:00+01:00,69.000,0.000,3345.000,0.000,,3.000,52.000,3884.000,883.000,983.000,236.000,793.000,,528.000
2025-02-06 13:00:00+01:00,70.000,0.000,3289.000,0.000,,1.000,52.000,3883.000,887.000,1569.000,234.000,565.000,,631.000
2025-02-06 14:00:00+01:00,70.000,11.000,3316.000,0.000,,15.000,51.000,3881.000,891.000,1489.000,237.000,517.000,,723.000
2025-02-06 15:00:00+01:00,72.000,52.000,3412.000,0.000,,60.000,50.000,3875.000,908.000,843.000,235.000,543.000,,794.000
2025-02-06 16:00:00+01:00,71.000,30.000,3528.000,0.000,56.000,2.000,49.000,3883.000,884.000,245.000,239.000,719.000,,806.000
2025-02-06 17:00:00+01:00,69.000,9.000,3469.000,0.000,21.000,3.000,49.000,3883.000,898.000,16.000,231.000,1042.000,,812.000
2025-02-06 18:00:00+01:00,72.000,9.000,3496.000,0.000,423.000,,48.000,3884.000,942.000,0.000,237.000,1405.000,,960.000
2025-02-06 19:00:00+01:00,70.000,0.000,3356.000,0.000,180.000,0.000,48.000,3885.000,946.000,0.000,237.000,1788.000,,1068.000
2025-02-06 20:00:00+01:00,70.000,10.000,3374.000,0.000,33.000,0.000,49.000,3886.000,932.000,0.000,236.000,1911.000,,1183.000
2025-02-06 21:00:00+01:00,71.000,2.000,3039.000,0.000,,1.000,49.000,3888.000,923.000,0.000,238.000,1964.000,,1399.000
2025-02-06 22:00:00+01:00,67.000,3.000,2191.000,0.000,,1.000,49.000,3889.000,895.000,0.000,239.000,1935.000,,1535.000
2025-02-06 23:00:00+01:00,67.000,6.000,1668.000,0.000,,1.000,50.000,3889.000,858.000,0.000,235.000,1812.000,,1503.000
2025-02-07 00:00:00+01:00,68.000,0.000,1077.000,0.000,,7.000,50.000,3888.000,854.000,0.000,236.000,1795.000,,1472.000
2025-02-07 01:00:00+01:00,68.000,0.000,969.000,0.000,,119.000,50.000,3887.000,844.000,0.000,226.000,1804.000,,1502.000
2025-02-07 02:00:00+01:00,70.000,3.000,955.000,0.000,,611.000,50.000,3886.000,820.000,0.000,231.000,1926.000,,1473.000
2025-02-07 03:00:00+01:00,67.000,5.000,983.000,0.000,,607.000,50.000,3886.000,815.000,0.000,242.000,2036.000,,1587.000
2025-02-07 04:00:00+01:00,68.000,1.000,985.000,0.000,,603.000,50.000,3887.000,813.000,0.000,242.000,2132.000,,1715.000
2025-02-07 05:00:00+01:00,70.000,5.000,998.000,0.000,,591.000,50.000,3887.000,825.000,0.000,240.000,2140.000,,1793.000
2025-02-07 06:00:00+01:00,73.000,3.000,1272.000,0.000,,39.000,51.000,3886.000,846.000,0.000,237.000,2142.000,,1847.000
2025-02-07 07:00:00+01:00,74.000,7.000,1770.000,0.000,,2.000,51.000,3884.000,901.000,0.000,238.000,2146.000,,1886.000
2025-02-07 08:00:00+01:00,73.000,48.000,1804.000,0.000,559.000,,51.000,3879.000,913.000,11.000,235.000,2148.000,,1884.000
2025-02-07 09:00:00+01:00,74.000,71.000,1858.000,0.000,516.000,,50.000,3879.000,915.000,134.000,234.000,2142.000,,1884.000
2025-02-07 10:00:00+01:00,76.000,40.000,1780.000,0.000,391.000,,50.000,3879.000,922.000,254.000,224.000,2139.000,,1865.000
2025-02-07 11:00:00+01:00,73.000,44.000,1758.000,0.000,207.000,,51.000,3877.000,907.000,258.000,222.000,2150.000,,1894.000
2025-02-07 12:00:00+01:00,77.000,23.000,1498.000,0.000,41.000,0.000,51.000,3879.000,885.000,304.000,234.000,2151.000,,1913.000
2025-02-07 13:00:00+01:00,76.000,6.000,1369.000,0.000,,251.000,51.000,3878.000,892.000,467.000,234.000,2152.000,,1859.000
2025-02-07 14:00:00+01:00,78.000,1.000,1307.000,0.000,,300.000,48.000,3877.000,896.000,641.000,232.000,2153.000,,1853.000
2025-02-07 15:00:00+01:00,76.000,1.000,1286.000,0.000,,559.000,48.000,3877.000,914.000,684.000,223.000,2152.000,,1814.000
2025-02-07 16:00:00+01:00,75.000,28.000,1266.000,0.000,,107.000,48.000,3876.000,917.000,373.000,213.000,2151.000,,1704.000
2025-02-07 17:00:00+01:00,77.000,53.000,1319.000,0.000,58.000,1.000,48.000,3877.000,929.000,48.000,217.000,2150.000,,1585.000
2025-02-07 18:00:00+01:00,78.000,55.000,1361.000,0.000,462.000,,49.000,3878.000,945.000,0.000,227.000,2147.000,,1400.000
2025-02-07 19:00:00+01:00,85.000,1.000,1364.000,0.000,387.000,,48.000,3880.000,928.000,0.000,250.000,2137.000,,1303.000
2025-02-07 20:00:00+01:00,81.000,19.000,1384.000,0.000,29.000,0.000,49.000,3880.000,904.000,0.000,254.000,2100.000,,1284.000
2025-02-07 21:00:00+01:00,83.000,10.000,1385.000,0.000,,1.000,49.000,3878.000,888.000,0.000,249.000,2067.000,,1243.000
2025-02-07 22:00:00+01:00,76.000,7.000,1395.000,0.000,,5.000,49.000,3880.000,865.000,0.000,239.000,1978.000,,1152.000
2025-02-07 23:00:00+01:00,83.000,13.000,1358.000,0.000,,7.000,49.000,3880.000,829.000,0.000,237.000,1891.000,,1084.000
2025-02-08 00:00:00+01:00,82.000,13.000,1073.000,0.000,,7.000,50.000,3879.000,760.000,0.000,239.000,1795.000,,1064.000
2025-02-08 01:00:00+01:00,81.000,31.000,926.000,0.000,,7.000,50.000,3877.000,752.000,0.000,233.000,1562.000,,1043.000
2025-02-08 02:00:00+01:00,84.000,79.000,923.000,0.000,,316.000,50.000,3878.000,733.000,0.000,234.000,1231.000,,999.000
2025-02-08 03:00:00+01:00,86.000,45.000,909.000,0.000,,486.000,50.000,3879.000,725.000,0.000,232.000,1005.000,,934.000
2025-02-08 04:00:00+01:00,84.000,31.000,892.000,0.000,,605.000,50.000,3878.000,719.000,0.000,244.000,895.000,,905.000
2025-02-08 05:00:00+01:00,83.000,1.000,912.000,0.000,,600.000,51.000,3878.000,712.000,0.000,236.000,698.000,,871.000
2025-02-08 06:00:00+01:00,87.000,25.000,908.000,0.000,,327.000,51.000,3878.000,732.000,0.000,230.000,555.000,,783.000
2025-02-08 07:00:00+01:00,83.000,37.000,890.000,0.000,142.000,,51.000,3876.000,762.000,0.000,227.000,478.000,,723.000
2025-02-08 08:00:00+01:00,83.000,39.000,870.000,0.000,60.000,2.000,52.000,3874.000,804.000,57.000,229.000,396.000,,843.000
2025-02-08 09:00:00+01:00,86.000,38.000,844.000,0.000,44.000,4.000,51.000,3872.000,842.000,379.000,235.000,244.000,,899.000
2025-02-08 10:00:00+01:00,86.000,3.000,860.000,0.000,46.000,70.000,49.000,3874.000,833.000,1449.000,233.000,199.000,,763.000
2025-02-08 11:00:00+01:00,88.000,0.000,817.000,0.000,,568.000,48.000,3876.000,870.000,3224.000,238.000,164.000,,551.000
2025-02-08 12:00:00+01:00,88.000,6.000,822.000,0.000,,479.000,47.000,3876.000,884.000,3591.000,233.000,114.000,,388.000
2025-02-08 13:00:00+01:00,87.000,17.000,789.000,0.000,94.000,,47.000,3876.000,863.000,2985.000,235.000,159.000,,354.000
2025-02-08 14:00:00+01:00,83.000,0.000,832.000,0.000,7.000,111.000,47.000,3874.000,852.000,2628.000,232.000,173.000,,192.000
2025-02-08 15:00:00+01:00,88.000,46.000,1154.000,0.000,,23.000,47.000,3870.000,856.000,1387.000,236.000,194.000,,138.000
2025-02-08 16:00:00+01:00,83.000,67.000,1554.000,0.000,372.000,,48.000,3868.000,882.000,401.000,237.000,60.000,,96.000
2025-02-08 17:00:00+01:00,80.000,11.000,1637.000,0.000,416.000,,49.000,3868.000,908.000,46.000,232.000,33.000,,98.000
2025-02-08 18:00:00+01:00,81.000,21.000,1638.000,0.000,557.000,,49.000,3870.000,900.000,0.000,238.000,37.000,,105.000
2025-02-08 19:00:00+01:00,76.000,23.000,1647.000,0.000,519.000,,48.000,3872.000,877.000,0.000,237.000,79.000,,130.000
2025-02-08 20:00:00+01:00,76.000,29.000,1646.000,0.000,142.000,0.000,49.000,3872.000,835.000,0.000,233.000,63.000,,152.000
2025-02-08 21:00:00+01:00,79.000,15.000,1632.000,0.000,,2.000,49.000,3872.000,809.000,0.000,232.000,68.000,,208.000
2025-02-08 22:00:00+01:00,82.000,11.000,1670.000,0.000,,10.000,49.000,3873.000,803.000,0.000,231.000,141.000,,247.000
2025-02-08 23:00:00+01:00,78.000,30.000,1654.000,0.000,,10.000,50.000,3875.000,764.000,0.000,233.000,26.000,,214.000
2025-02-09 00:00:00+01:00,81.000,5.000,1101.000,0.000,,83.000,50.000,3873.000,731.000,0.000,236.000,1.000,9.000,182.000
2025-02-09 01:00:00+01:00,77.000,30.000,873.000,0.000,,10.000,50.000,3873.000,731.000,0.000,231.000,,27.000,156.000
2025-02-09 02:00:00+01:00,76.000,0.000,873.000,0.000,,11.000,50.000,3873.000,741.000,0.000,236.000,,27.000,121.000
2025-02-09 03:00:00+01:00,83.000,11.000,875.000,0.000,,11.000,50.000,3872.000,750.000,0.000,238.000,,26.000,80.000
2025-02-09 04:00:00+01:00,85.000,0.000,876.000,0.000,,21.000,50.000,3872.000,749.000,0.000,235.000,,27.000,47.000
2025-02-09 05:00:00+01:00,85.000,3.000,887.000,0.000,,407.000,50.000,3872.000,750.000,0.000,238.000,,28.000,51.000
2025-02-09 06:00:00+01:00,86.000,4.000,887.000,0.000,,407.000,50.000,3873.000,747.000,0.000,237.000,,27.000,64.000
2025-02-09 07:00:00+01:00,89.000,3.000,888.000,0.000,,268.000,49.000,3873.000,752.000,0.000,238.000,,24.000,81.000
2025-02-09 08:00:00+01:00,85.000,4.000,853.000,0.000,,43.000,50.000,3875.000,801.000,34.000,234.000,,24.000,73.000
2025-02-09 09:00:00+01:00,86.000,10.000,868.000,0.000,,10.000,50.000,3873.000,848.000,246.000,228.000,,24.000,57.000
2025-02-09 10:00:00+01:00,87.000,19.000,856.000,0.000,,10.000,50.000,3873.000,855.000,670.000,235.000,,25.000,47.000
2025-02-09 11:00:00+01:00,84.000,2.000,881.000,0.000,,80.000,50.000,3877.000,883.000,1225.000,236.000,,25.000,28.000
2025-02-09 12:00:00+01:00,84.000,19.000,884.000,0.000,,87.000,50.000,3878.000,873.000,1563.000,237.000,,26.000,19.000
2025-02-09 13:00:00+01:00,82.000,9.000,883.000,0.000,,21.000,51.000,3876.000,840.000,1549.000,236.000,,26.000,13.000
2025-02-09 14:00:00+01:00,86.000,44.000,990.000,0.000,,10.000,52.000,3875.000,785.000,1247.000,242.000,,26.000,12.000
2025-02-09 15:00:00+01:00,83.000,13.000,1236.000,0.000,,383.000,52.000,3873.000,819.000,784.000,231.000,,26.000,13.000
2025-02-09 16:00:00+01:00,80.000,2.000,1370.000,0.000,,22.000,51.000,3873.000,815.000,350.000,237.000,17.000,5.000,28.000
2025-02-09 17:00:00+01:00,81.000,13.000,1645.000,0.000,,10.000,51.000,3872.000,840.000,42.000,236.000,135.000,,56.000
2025-02-09 18:00:00+01:00,81.000,63.000,1674.000,0.000,,10.000,51.000,3871.000,843.000,0.000,238.000,223.000,,84.000
2025-02-09 19:00:00+01:00,78.000,59.000,1705.000,0.000,268.000,,50.000,3872.000,836.000,0.000,232.000,285.000,,100.000
2025-02-09 20:00:00+01:00,76.000,11.000,1692.000,0.000,273.000,,50.000,3872.000,810.000,0.000,235.000,550.000,,139.000
2025-02-09 21:00:00+01:00,75.000,15.000,1676.000,0.000,226.000,,49.000,3872.000,792.000,0.000,232.000,568.000,,172.000
2025-02-09 22:00:00+01:00,78.000,14.000,1652.000,0.000,231.000,,49.000,3872.000,743.000,0.000,238.000,689.000,,177.000
2025-02-09 23:00:00+01:00,80.000,0.000,1358.000,0.000,7.000,5.000,49.000,3873.000,730.000,0.000,236.000,909.000,,194.000
2025-02-10 00:00:00+01:00,82.000,3.000,927.000,0.000,,60.000,49.000,3875.000,814.000,0.000,237.000,975.000,,230.000
2025-02-10 01:00:00+01:00,79.000,29.000,806.000,0.000,27.000,4.000,49.000,3875.000,795.000,0.000,236.000,950.000,,251.000
2025-02-10 02:00:00+01:00,80.000,2.000,816.000,0.000,,11.000,49.000,3875.000,774.000,0.000,236.000,1094.000,,270.000
2025-02-10 03:00:00+01:00,81.000,0.000,844.000,0.000,,82.000,49.000,3874.000,771.000,0.000,233.000,1445.000,,342.000
2025-02-10 04:00:00+01:00,82.000,16.000,1083.000,0.000,,151.000,50.000,3874.000,772.000,0.000,234.000,1613.000,,424.000
2025-02-10 05:00:00+01:00,82.000,22.000,1411.000,0.000,,208.000,50.000,3873.000,780.000,0.000,231.000,1691.000,,467.000
2025-02-10 06:00:00+01:00,84.000,32.000,1706.000,0.000,,79.000,50.000,3872.000,803.000,0.000,231.000,1540.000,,536.000
2025-02-10 07:00:00+01:00,81.000,43.000,2211.000,0.000,,6.000,50.000,3871.000,857.000,0.000,228.000,1630.000,,583.000
2025-02-10 08:00:00+01:00,79.000,22.000,2529.000,0.000,471.000,,49.000,3872.000,903.000,59.000,230.000,1604.000,,589.000
2025-02-10 09:00:00+01:00,78.000,54.000,2773.000,0.000,275.000,,49.000,3871.000,918.000,355.000,228.000,1352.000,,598.000
2025-02-10 10:00:00+01:00,76.000,25.000,2786.000,0.000,66.000,0.000,50.000,3872.000,918.000,632.000,229.000,1375.000,,611.000
2025-02-10 11:00:00+01:00,70.000,6.000,2544.000,0.000,,0.000,51.000,3875.000,902.000,910.000,231.000,1519.000,,712.000
2025-02-10 12:00:00+01:00,68.000,5.000,2183.000,0.000,,1.000,49.000,3871.000,883.000,910.000,231.000,1753.000,,777.000
2025-02-10 13:00:00+01:00,75.000,59.000,2356.000,0.000,,1.000,43.000,3872.000,876.000,590.000,228.000,1674.000,,801.000
2025-02-10 14:00:00+01:00,74.000,95.000,2588.000,0.000,,4.000,41.000,3873.000,868.000,419.000,227.000,1564.000,,841.000
2025-02-10 15:00:00+01:00,75.000,40.000,2918.000,0.000,,313.000,42.000,3873.000,875.000,313.000,220.000,1673.000,,896.000
2025-02-10 16:00:00+01:00,74.000,3.000,2841.000,0.000,,132.000,42.000,3875.000,907.000,91.000,229.000,1801.000,,938.000
2025-02-10 17:00:00+01:00,73.000,5.000,2871.000,0.000,,1.000,44.000,3875.000,927.000,8.000,232.000,1836.000,,1008.000
2025-02-10 18:00:00+01:00,76.000,7.000,3198.000,0.000,,1.000,44.000,3872.000,943.000,0.000,234.000,1852.000,,1065.000
2025-02-10 19:00:00+01:00,78.000,11.000,3244.000,0.000,30.000,0.000,45.000,3869.000,922.000,0.000,235.000,1794.000,,1071.000
2025-02-10 20:00:00+01:00,79.000,20.000,3179.000,0.000,,1.000,44.000,3868.000,883.000,0.000,234.000,1463.000,,1139.000
2025-02-10 21:00:00+01:00,78.000,23.000,2944.000,0.000,,6.000,44.000,3868.000,856.000,0.000,228.000,1284.000,,1114.000
2025-02-10 22:00:00+01:00,75.000,36.000,2960.000,0.000,,10.000,44.000,3868.000,831.000,0.000,232.000,1075.000,,1080.000
2025-02-10 23:00:00+01:00,75.000,42.000,2850.000,0.000,,10.000,46.000,3867.000,797.000,0.000,229.000,690.000,,959.000
2025-02-11 00:00:00+01:00,72.000,63.000,2737.000,0.000,114.000,,46.000,3869.000,757.000,0.000,230.000,597.000,,741.000
2025-02-11 01:00:00+01:00,71.000,35.000,2438.000,0.000,,10.000,47.000,3870.000,762.000,0.000,230.000,603.000,,657.000
2025-02-11 02:00:00+01:00,72.000,31.000,2367.000,0.000,,11.000,46.000,3871.000,757.000,0.000,228.000,532.000,,726.000
2025-02-11 03:00:00+01:00,73.000,0.000,2300.000,0.000,,11.000,46.000,3872.000,731.000,0.000,235.000,276.000,,808.000
2025-02-11 04:00:00+01:00,75.000,17.000,2295.000,0.000,,205.000,46.000,3871.000,718.000,0.000,236.000,119.000,,949.000
2025-02-11 05:00:00+01:00,73.000,27.000,2368.000,0.000,,202.000,47.000,3871.000,732.000,0.000,230.000,27.000,4.000,911.000
2025-02-11 06:00:00+01:00,74.000,53.000,2825.000,0.000,,7.000,47.000,3870.000,773.000,0.000,222.000,,24.000,871.000
2025-02-11 07:00:00+01:00,72.000,33.000,3308.000,0.000,7.000,4.000,46.000,3868.000,850.000,0.000,227.000,37.000,,763.000
2025-02-11 08:00:00+01:00,73.000,52.000,3515.000,0.000,167.000,,46.000,3866.000,907.000,19.000,221.000,51.000,,760.000
2025-02-11 09:00:00+01:00,72.000,15.000,3753.000,0.000,310.000,,46.000,3864.000,927.000,135.000,205.000,21.000,,728.000
2025-02-11 10:00:00+01:00,70.000,21.000,3796.000,0.000,7.000,0.000,42.000,3867.000,931.000,298.000,214.000,30.000,,587.000
2025-02-11 11:00:00+01:00,72.000,17.000,4300.000,0.000,,0.000,42.000,3867.000,888.000,400.000,214.000,99.000,,507.000
2025-02-11 12:00:00+01:00,73.000,17.000,4434.000,24.000,,1.000,42.000,3869.000,851.000,471.000,208.000,100.000,,457.000
2025-02-11 13:00:00+01:00,70.000,3.000,4182.000,2.000,,136.000,42.000,3869.000,853.000,452.000,199.000,162.000,,412.000
2025-02-11 14:00:00+01:00,70.000,5.000,3813.000,0.000,,1.000,41.000,3867.000,876.000,349.000,213.000,151.000,,366.000
2025-02-11 15:00:00+01:00,70.000,1.000,3737.000,0.000,,189.000,40.000,3868.000,875.000,195.000,225.000,148.000,,314.000
2025-02-11 16:00:00+01:00,71.000,2.000,3676.000,0.000,,1.000,42.000,3869.000,894.000,63.000,230.000,132.000,,298.000
2025-02-11 17:00:00+01:00,72.000,10.000,3682.000,0.000,,1.000,42.000,3868.000,897.000,5.000,224.000,178.000,,283.000
2025-02-11 18:00:00+01:00,72.000,12.000,3687.000,0.000,,0.000,42.000,3867.000,914.000,0.000,234.000,217.000,,258.000
2025-02-11 19:00:00+01:00,77.000,38.000,3739.000,0.000,96.000,,44.000,3865.000,901.000,0.000,234.000,214.000,,249.000
2025-02-11 20:00:00+01:00,76.000,14.000,3721.000,0.000,7.000,0.000,46.000,3866.000,850.000,0.000,236.000,263.000,,248.000
2025-02-11 21:00:00+01:00,76.000,13.000,3493.000,0.000,,7.000,48.000,3867.000,825.000,0.000,231.000,295.000,,248.000
2025-02-11 22:00:00+01:00,78.000,8.000,3182.000,0.000,,7.000,48.000,3868.000,822.000,0.000,231.000,196.000,,206.000
2025-02-11 23:00:00+01:00,80.000,2.000,3091.000,0.000,,7.000,48.000,3869.000,811.000,0.000,235.000,98.000,,158.000
2025-02-12 00:00:00+01:00,77.000,41.000,2802.000,0.000,24.000,5.000,48.000,3868.000,692.000,0.000,242.000,53.000,,128.000
2025-02-12 01:00:00+01:00,77.000,4.000,2686.000,0.000,,327.000,47.000,3868.000,702.000,0.000,243.000,36.000,,113.000
2025-02-12 02:00:00+01:00,76.000,5.000,2596.000,0.000,,214.000,47.000,3868.000,700.000,0.000,243.000,34.000,,109.000
2025-02-12 03:00:00+01:00,75.000,10.000,2563.000,0.000,,407.000,47.000,3870.000,672.000,0.000,245.000,40.000,,109.000
2025-02-12 04:00:00+01:00,73.000,5.000,2618.000,0.000,,404.000,47.000,3869.000,657.000,0.000,248.000,8.000,,90.000
2025-02-12 05:00:00+01:00,73.000,1.000,2641.000,0.000,,33.000,48.000,3870.000,670.000,0.000,246.000,,15.000,65.000
2025-02-12 06:00:00+01:00,77.000,17.000,3132.000,0.000,,10.000,46.000,3869.000,717.000,0.000,245.000,,23.000,53.000
2025-02-12 07:00:00+01:00,75.000,62.000,3736.000,0.000,13.000,8.000,44.000,3867.000,773.000,0.000,248.000,,25.000,51.000
2025-02-12 08:00:00+01:00,70.000,1.000,3986.000,0.000,184.000,,44.000,3849.000,825.000,70.000,234.000,,20.000,66.000
2025-02-12 09:00:00+01:00,69.000,1.000,4132.000,0.000,25.000,2.000,44.000,3845.000,856.000,351.000,230.000,4.000,3.000,67.000
2025-02-12 10:00:00+01:00,75.000,4.000,4066.000,0.000,,4.000,43.000,3838.000,852.000,711.000,241.000,2.000,5.000,47.000
2025-02-12 11:00:00+01:00,76.000,27.000,3963.000,0.000,,4.000,42.000,3849.000,822.000,1058.000,250.000,,20.000,25.000
2025-02-12 12:00:00+01:00,75.000,39.000,3930.000,0.000,124.000,,41.000,3866.000,803.000,1238.000,249.000,,19.000,17.000
2025-02-12 13:00:00+01:00,75.000,5.000,3986.000,0.000,46.000,2.000,39.000,3870.000,809.000,1214.000,252.000,12.000,2.000,20.000
2025-02-12 14:00:00+01:00,75.000,8.000,3892.000,0.000,,4.000,38.000,3872.000,825.000,985.000,251.000,29.000,,25.000
2025-02-12 15:00:00+01:00,78.000,43.000,3946.000,0.000,129.000,,38.000,3870.000,804.000,642.000,247.000,86.000,,27.000
2025-02-12 16:00:00+01:00,78.000,28.000,3946.000,0.000,170.000,,39.000,3869.000,793.000,294.000,240.000,70.000,,23.000
2025-02-12 17:00:00+01:00,79.000,6.000,4013.000,0.000,21.000,0.000,39.000,3869.000,798.000,54.000,238.000,57.000,,25.000
2025-02-12 18:00:00+01:00,80.000,5.000,4281.000,0.000,233.000,,40.000,3869.000,823.000,0.000,239.000,80.000,,33.000
2025-02-12 19:00:00+01:00,79.000,30.000,4178.000,0.000,206.000,,41.000,3867.000,835.000,0.000,237.000,89.000,,44.000
2025-02-12 20:00:00+01:00,82.000,38.000,4167.000,0.000,,4.000,42.000,3866.000,799.000,0.000,243.000,35.000,,52.000
2025-02-12 21:00:00+01:00,80.000,30.000,4163.000,0.000,,4.000,45.000,3867.000,783.000,0.000,245.000,110.000,,60.000
2025-02-12 22:00:00+01:00,79.000,0.000,3849.000,0.000,,8.000,45.000,3866.000,778.000,0.000,244.000,361.000,,78.000
2025-02-12 23:00:00+01:00,81.000,0.000,3358.000,0.000,,566.000,46.000,3865.000,772.000,0.000,247.000,350.000,,94.000
2025-02-13 00:00:00+01:00,77.000,0.000,3092.000,0.000,,223.000,47.000,3864.000,675.000,0.000,237.000,180.000,,88.000
2025-02-13 01:00:00+01:00,80.000,1.000,3036.000,0.000,,407.000,47.000,3865.000,692.000,0.000,235.000,179.000,,81.000
2025-02-13 02:00:00+01:00,81.000,3.000,3037.000,0.000,,595.000,47.000,3863.000,692.000,0.000,230.000,237.000,,61.000
2025-02-13 03:00:00+01:00,79.000,0.000,2981.000,0.000,,550.000,47.000,3864.000,651.000,0.000,231.000,230.000,,69.000
2025-02-13 04:00:00+01:00,79.000,0.000,3098.000,0.000,,533.000,46.000,3864.000,639.000,0.000,238.000,336.000,,102.000
2025-02-13 05:00:00+01:00,79.000,0.000,3245.000,0.000,,63.000,46.000,3863.000,652.000,0.000,239.000,372.000,,147.000
2025-02-13 06:00:00+01:00,75.000,11.000,3565.000,0.000,,9.000,45.000,3862.000,701.000,0.000,239.000,484.000,,154.000
2025-02-13 07:00:00+01:00,75.000,17.000,3495.000,0.000,,7.000,42.000,3860.000,748.000,0.000,223.000,495.000,,179.000
2025-02-13 08:00:00+01:00,78.000,7.000,3869.000,0.000,,7.000,43.000,3860.000,772.000,24.000,229.000,816.000,,240.000
2025-02-13 09:00:00+01:00,76.000,18.000,4061.000,0.000,,6.000,43.000,3860.000,779.000,195.000,226.000,757.000,,310.000
2025-02-13 10:00:00+01:00,80.000,15.000,4204.000,0.000,268.000,,42.000,3859.000,775.000,436.000,228.000,810.000,,331.000
