,Biomass,Energy storage,Fossil Gas,Fossil Oil,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Run-of-river and poundage,Nuclear,Other,Solar,Waste,Wind Offshore,Wind Offshore,Wind Onshore
,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated
timestamp_cec,,,,,,,,,,,,,,
2025-04-05 03:00:00+02:00,82.000,33.000,881.000,0.000,,7.000,13.000,1996.000,632.000,0.000,258.000,723.000,,929.000
2025-04-05 04:00:00+02:00,86.000,11.000,880.000,0.000,,10.000,13.000,1997.000,640.000,0.000,259.000,547.000,,767.000
2025-04-05 05:00:00+02:00,86.000,7.000,859.000,0.000,,10.000,13.000,2006.000,620.000,0.000,259.000,682.000,,667.000
2025-04-05 06:00:00+02:00,86.000,10.000,855.000,0.000,,10.000,13.000,2001.000,636.000,0.000,259.000,713.000,,662.000
2025-04-05 07:00:00+02:00,85.000,63.000,1024.000,0.000,,10.000,14.000,2002.000,629.000,164.000,264.000,537.000,,622.000
2025-04-05 08:00:00+02:00,81.000,1.000,845.000,0.000,,10.000,16.000,2032.000,611.000,1312.000,260.000,664.000,,524.000
2025-04-05 09:00:00+02:00,85.000,12.000,776.000,0.000,,10.000,16.000,2091.000,603.000,2772.000,256.000,668.000,,327.000
2025-04-05 10:00:00+02:00,83.000,25.000,868.000,0.000,,10.000,16.000,2091.000,679.000,4389.000,271.000,712.000,,298.000
2025-04-05 11:00:00+02:00,82.000,0.000,684.000,0.000,,130.000,17.000,2090.000,628.000,5668.000,273.000,826.000,,321.000
2025-04-05 12:00:00+02:00,81.000,1.000,679.000,0.000,,541.000,17.000,2088.000,556.000,6520.000,272.000,1061.000,,314.000
2025-04-05 13:00:00+02:00,82.000,1.000,676.000,0.000,,608.000,16.000,2087.000,533.000,6923.000,271.000,1071.000,,320.000
2025-04-05 14:00:00+02:00,81.000,5.000,670.000,0.000,,602.000,16.000,2085.000,523.000,6783.000,268.000,915.000,,414.000
2025-04-05 15:00:00+02:00,83.000,14.000,677.000,0.000,,598.000,16.000,2090.000,520.000,6128.000,269.000,1341.000,,586.000
2025-04-05 16:00:00+02:00,83.000,22.000,675.000,0.000,,495.000,16.000,2096.000,570.000,4975.000,271.000,1600.000,,716.000
2025-04-05 17:00:00+02:00,82.000,31.000,712.000,0.000,,124.000,16.000,2098.000,658.000,3503.000,271.000,1655.000,,828.000
2025-04-05 18:00:00+02:00,80.000,25.000,748.000,0.000,8.000,7.000,16.000,2097.000,729.000,1819.000,269.000,1842.000,,1036.000
2025-04-05 19:00:00+02:00,79.000,33.000,810.000,0.000,433.000,,16.000,2099.000,785.000,588.000,261.000,1974.000,,1038.000
2025-04-05 20:00:00+02:00,82.000,21.000,856.000,0.000,583.000,,17.000,2100.000,682.000,14.000,270.000,1920.000,,1098.000
2025-04-05 21:00:00+02:00,83.000,31.000,831.000,0.000,496.000,,18.000,2100.000,612.000,0.000,271.000,1814.000,,1281.000
2025-04-05 22:00:00+02:00,83.000,6.000,825.000,0.000,403.000,,19.000,2100.000,598.000,0.000,276.000,1848.000,,1348.000
2025-04-05 23:00:00+02:00,80.000,12.000,807.000,0.000,229.000,,18.000,2100.000,567.000,0.000,278.000,1774.000,,1394.000
2025-04-06 00:00:00+02:00,81.000,4.000,806.000,0.000,42.000,5.000,18.000,2100.000,522.000,0.000,278.000,1692.000,,1263.000
2025-04-06 01:00:00+02:00,85.000,12.000,796.000,0.000,,78.000,17.000,2100.000,523.000,0.000,280.000,1514.000,,1278.000
2025-04-06 02:00:00+02:00,86.000,3.000,797.000,0.000,,179.000,16.000,2100.000,517.000,0.000,259.000,1653.000,,1249.000
2025-04-06 03:00:00+02:00,83.000,18.000,797.000,0.000,,64.000,14.000,2100.000,519.000,0.000,257.000,1629.000,,1300.000
2025-04-06 04:00:00+02:00,81.000,15.000,816.000,0.000,,10.000,14.000,2101.000,524.000,0.000,264.000,1593.000,,1233.000
2025-04-06 05:00:00+02:00,82.000,4.000,825.000,0.000,,9.000,13.000,2102.000,526.000,0.000,263.000,1512.000,,1325.000
2025-04-06 06:00:00+02:00,83.000,9.000,816.000,0.000,106.000,,13.000,2102.000,542.000,0.000,259.000,1387.000,,1308.000
2025-04-06 07:00:00+02:00,84.000,36.000,829.000,0.000,118.000,,13.000,2102.000,553.000,211.000,260.000,1225.000,,1203.000
2025-04-06 08:00:00+02:00,87.000,32.000,776.000,0.000,,8.000,14.000,2103.000,549.000,1486.000,257.000,1157.000,,1006.000
2025-04-06 09:00:00+02:00,86.000,21.000,697.000,0.000,,10.000,15.000,1960.000,543.000,3044.000,262.000,1041.000,,911.000
2025-04-06 10:00:00+02:00,81.000,30.000,693.000,0.000,,10.000,16.000,1865.000,555.000,4666.000,256.000,815.000,,925.000
2025-04-06 11:00:00+02:00,83.000,29.000,670.000,0.000,,203.000,16.000,1864.000,595.000,5947.000,257.000,728.000,,795.000
2025-04-06 12:00:00+02:00,79.000,18.000,631.000,0.000,,516.000,17.000,1865.000,555.000,6806.000,257.000,766.000,,743.000
2025-04-06 13:00:00+02:00,78.000,4.000,664.000,0.000,,607.000,17.000,1865.000,495.000,7176.000,251.000,600.000,,625.000
2025-04-06 14:00:00+02:00,76.000,8.000,637.000,0.000,,602.000,17.000,1865.000,527.000,7042.000,256.000,443.000,,607.000
2025-04-06 15:00:00+02:00,81.000,21.000,653.000,0.000,,597.000,16.000,1865.000,519.000,6403.000,260.000,532.000,,663.000
2025-04-06 16:00:00+02:00,80.000,6.000,679.000,0.000,,475.000,15.000,1866.000,547.000,5239.000,255.000,871.000,,759.000
2025-04-06 17:00:00+02:00,84.000,33.000,752.000,0.000,,38.000,13.000,1990.000,619.000,3788.000,268.000,1174.000,,837.000
2025-04-06 18:00:00+02:00,83.000,29.000,1115.000,0.000,31.000,7.000,13.000,2117.000,683.000,2060.000,264.000,1016.000,,847.000
2025-04-06 19:00:00+02:00,84.000,98.000,1546.000,0.000,572.000,,14.000,2144.000,732.000,661.000,266.000,776.000,,749.000
2025-04-06 20:00:00+02:00,84.000,23.000,1620.000,0.000,595.000,,13.000,2150.000,779.000,20.000,267.000,801.000,,860.000
2025-04-06 21:00:00+02:00,83.000,6.000,1647.000,0.000,215.000,,14.000,2159.000,772.000,0.000,261.000,847.000,,1011.000
2025-04-06 22:00:00+02:00,83.000,2.000,1639.000,0.000,9.000,70.000,16.000,2173.000,668.000,0.000,258.000,665.000,,1054.000
2025-04-06 23:00:00+02:00,83.000,4.000,1645.000,0.000,,4.000,17.000,2186.000,644.000,0.000,258.000,559.000,,990.000
2025-04-07 00:00:00+02:00,85.000,28.000,1348.000,0.000,,83.000,18.000,2200.000,563.000,0.000,262.000,413.000,,896.000
2025-04-07 01:00:00+02:00,84.000,40.000,1261.000,0.000,,377.000,18.000,2222.000,558.000,0.000,261.000,321.000,,758.000
2025-04-07 02:00:00+02:00,83.000,12.000,1254.000,0.000,,597.000,18.000,2240.000,588.000,0.000,260.000,413.000,,717.000
2025-04-07 03:00:00+02:00,82.000,7.000,1261.000,0.000,,591.000,17.000,2255.000,611.000,0.000,264.000,493.000,,653.000
2025-04-07 04:00:00+02:00,59.000,3.000,1327.000,0.000,,52.000,16.000,2270.000,629.000,0.000,260.000,446.000,,594.000
2025-04-07 05:00:00+02:00,51.000,7.000,1564.000,0.000,,6.000,14.000,2284.000,667.000,0.000,261.000,388.000,,516.000
2025-04-07 06:00:00+02:00,51.000,28.000,1920.000,0.000,331.000,,13.000,2298.000,757.000,0.000,258.000,370.000,,458.000
2025-04-07 07:00:00+02:00,50.000,9.000,1938.000,0.000,537.000,,12.000,2312.000,807.000,241.000,259.000,306.000,,465.000
2025-04-07 08:00:00+02:00,40.000,31.000,1934.000,0.000,576.000,,11.000,2325.000,842.000,1518.000,256.000,337.000,,340.000
2025-04-07 09:00:00+02:00,43.000,30.000,1804.000,0.000,306.000,,12.000,2337.000,776.000,3028.000,256.000,267.000,,167.000
2025-04-07 10:00:00+02:00,42.000,2.000,1176.000,0.000,54.000,2.000,11.000,2349.000,694.000,4614.000,250.000,131.000,,151.000
2025-04-07 11:00:00+02:00,38.000,22.000,784.000,0.000,,305.000,9.000,2360.000,672.000,5876.000,249.000,23.000,,249.000
2025-04-07 12:00:00+02:00,42.000,22.000,781.000,0.000,,606.000,11.000,2371.000,564.000,6703.000,249.000,32.000,,268.000
2025-04-07 13:00:00+02:00,42.000,14.000,799.000,0.000,,602.000,13.000,2380.000,468.000,7095.000,253.000,46.000,,198.000
2025-04-07 14:00:00+02:00,43.000,2.000,820.000,0.000,,597.000,14.000,2379.000,450.000,6945.000,253.000,89.000,,204.000
2025-04-07 15:00:00+02:00,43.000,8.000,984.000,0.000,,592.000,13.000,2378.000,472.000,6312.000,255.000,142.000,,242.000
2025-04-07 16:00:00+02:00,42.000,24.000,1161.000,0.000,,60.000,10.000,2379.000,548.000,5176.000,254.000,360.000,,301.000
2025-04-07 17:00:00+02:00,45.000,51.000,1790.000,0.000,,10.000,9.000,2377.000,614.000,3735.000,253.000,470.000,,310.000
2025-04-07 18:00:00+02:00,47.000,58.000,3129.000,0.000,112.000,,10.000,2373.000,664.000,2054.000,246.000,505.000,,317.000
2025-04-07 19:00:00+02:00,48.000,33.000,4151.000,0.000,542.000,,11.000,2367.000,751.000,718.000,248.000,564.000,,353.000
2025-04-07 20:00:00+02:00,48.000,41.000,4226.000,0.000,632.000,,12.000,2367.000,807.000,22.000,245.000,552.000,,441.000
2025-04-07 21:00:00+02:00,50.000,48.000,4259.000,0.000,599.000,,13.000,2372.000,759.000,0.000,250.000,533.000,,574.000
2025-04-07 22:00:00+02:00,65.000,0.000,4171.000,0.000,24.000,2.000,13.000,2387.000,640.000,0.000,248.000,507.000,,687.000
2025-04-07 23:00:00+02:00,78.000,0.000,3707.000,0.000,34.000,3.000,13.000,2400.000,636.000,0.000,251.000,506.000,,771.000
2025-04-08 00:00:00+02:00,83.000,0.000,3135.000,0.000,,4.000,13.000,2411.000,566.000,0.000,248.000,522.000,,703.000
2025-04-08 01:00:00+02:00,81.000,28.000,2969.000,0.000,,352.000,13.000,2423.000,584.000,0.000,247.000,346.000,,512.000
2025-04-08 02:00:00+02:00,79.000,17.000,3045.000,0.000,,590.000,12.000,2434.000,619.000,0.000,243.000,231.000,,423.000
2025-04-08 03:00:00+02:00,80.000,2.000,3111.000,0.000,,588.000,11.000,2445.000,620.000,0.000,238.000,206.000,,383.000
2025-04-08 04:00:00+02:00,79.000,0.000,3113.000,0.000,,43.000,11.000,2445.000,645.000,0.000,235.000,192.000,,369.000
2025-04-08 05:00:00+02:00,82.000,4.000,3377.000,0.000,,6.000,10.000,2446.000,694.000,0.000,245.000,181.000,,383.000
2025-04-08 06:00:00+02:00,84.000,47.000,4259.000,0.000,308.000,,10.000,2445.000,780.000,0.000,247.000,165.000,,380.000
2025-04-08 07:00:00+02:00,84.000,32.000,4292.000,0.000,534.000,,10.000,2443.000,833.000,254.000,246.000,145.000,,393.000
2025-04-08 08:00:00+02:00,88.000,48.000,4197.000,0.000,305.000,,10.000,2444.000,833.000,1516.000,243.000,136.000,,326.000
2025-04-08 09:00:00+02:00,85.000,25.000,2790.000,0.000,3.000,3.000,11.000,2444.000,775.000,2996.000,234.000,83.000,,125.000
2025-04-08 10:00:00+02:00,86.000,16.000,1299.000,0.000,,192.000,11.000,2442.000,733.000,4525.000,232.000,25.000,,80.000
2025-04-08 11:00:00+02:00,85.000,4.000,815.000,0.000,,400.000,11.000,2452.000,693.000,5738.000,238.000,41.000,,132.000
2025-04-08 12:00:00+02:00,79.000,2.000,767.000,0.000,,404.000,11.000,2451.000,574.000,6546.000,235.000,116.000,,147.000
2025-04-08 13:00:00+02:00,75.000,9.000,757.000,0.000,,401.000,11.000,2456.000,502.000,6928.000,242.000,176.000,,106.000
2025-04-08 14:00:00+02:00,77.000,17.000,755.000,0.000,,400.000,11.000,2458.000,487.000,6791.000,248.000,236.000,,107.000
2025-04-08 15:00:00+02:00,79.000,19.000,762.000,0.000,,398.000,11.000,2454.000,497.000,6152.000,242.000,251.000,,136.000
2025-04-08 16:00:00+02:00,84.000,43.000,860.000,0.000,,308.000,11.000,2452.000,583.000,4999.000,248.000,225.000,,157.000
2025-04-08 17:00:00+02:00,81.000,16.000,1415.000,0.000,,11.000,11.000,2452.000,657.000,3575.000,252.000,253.000,,193.000
2025-04-08 18:00:00+02:00,82.000,37.000,2493.000,0.000,4.000,5.000,11.000,2451.000,731.000,1956.000,253.000,353.000,,239.000
2025-04-08 19:00:00+02:00,78.000,27.000,3546.000,0.000,498.000,,11.000,2450.000,757.000,664.000,254.000,532.000,,339.000
2025-04-08 20:00:00+02:00,82.000,26.000,3761.000,0.000,622.000,,6.000,2451.000,774.000,22.000,252.000,581.000,,471.000
2025-04-08 21:00:00+02:00,81.000,30.000,3775.000,0.000,553.000,,7.000,2451.000,766.000,0.000,254.000,684.000,,640.000
2025-04-08 22:00:00+02:00,80.000,16.000,3821.000,0.000,52.000,0.000,11.000,2451.000,686.000,0.000,254.000,700.000,,689.000
2025-04-08 23:00:00+02:00,82.000,19.000,3288.000,0.000,0.000,2.000,10.000,2453.000,675.000,0.000,251.000,766.000,,630.000
2025-04-09 00:00:00+02:00,80.000,6.000,2555.000,0.000,18.000,5.000,10.000,2454.000,583.000,0.000,250.000,730.000,,676.000
2025-04-09 01:00:00+02:00,80.000,28.000,2559.000,0.000,,12.000,11.000,2456.000,596.000,0.000,250.000,687.000,,649.000
2025-04-09 02:00:00+02:00,81.000,4.000,2631.000,0.000,,211.000,12.000,2455.000,636.000,0.000,249.000,556.000,,617.000
2025-04-09 03:00:00+02:00,79.000,8.000,2639.000,0.000,,575.000,12.000,2455.000,632.000,0.000,251.000,413.000,,496.000
2025-04-09 04:00:00+02:00,83.000,14.000,2788.000,0.000,,593.000,14.000,2455.000,654.000,0.000,250.000,371.000,,356.000
2025-04-09 05:00:00+02:00,78.000,13.000,3229.000,0.000,,125.000,15.000,2454.000,675.000,0.000,250.000,410.000,,308.000
2025-04-09 06:00:00+02:00,85.000,9.000,3892.000,0.000,456.000,,15.000,2454.000,743.000,0.000,247.000,374.000,,309.000
2025-04-09 07:00:00+02:00,88.000,0.000,3860.000,0.000,541.000,,13.000,2453.000,805.000,141.000,249.000,456.000,,375.000
2025-04-09 08:00:00+02:00,85.000,17.000,3910.000,0.000,494.000,,11.000,2455.000,794.000,1097.000,252.000,536.000,,315.000
2025-04-09 09:00:00+02:00,84.000,23.000,2433.000,0.000,240.000,,9.000,2458.000,734.000,2490.000,244.000,602.000,,220.000
2025-04-09 10:00:00+02:00,80.000,27.000,1544.000,0.000,0.000,3.000,8.000,2454.000,686.000,4077.000,245.000,488.000,,182.000
2025-04-09 11:00:00+02:00,81.000,4.000,991.000,0.000,,109.000,7.000,2456.000,632.000,5465.000,246.000,519.000,,171.000
2025-04-09 12:00:00+02:00,86.000,11.000,937.000,0.000,,604.000,7.000,2454.000,520.000,6421.000,248.000,539.000,,196.000
2025-04-09 13:00:00+02:00,82.000,5.000,868.000,0.000,,607.000,7.000,2454.000,479.000,6847.000,241.000,619.000,,250.000
2025-04-09 14:00:00+02:00,81.000,5.000,820.000,0.000,,603.000,8.000,2454.000,477.000,6763.000,240.000,722.000,,348.000
2025-04-09 15:00:00+02:00,83.000,8.000,768.000,0.000,,598.000,8.000,2453.000,496.000,6171.000,247.000,870.000,,455.000
2025-04-09 16:00:00+02:00,86.000,22.000,797.000,0.000,,535.000,10.000,2451.000,554.000,5072.000,249.000,889.000,,578.000
2025-04-09 17:00:00+02:00,81.000,32.000,849.000,0.000,,81.000,14.000,2451.000,658.000,3649.000,248.000,1018.000,,674.000
2025-04-09 18:00:00+02:00,84.000,34.000,1102.000,0.000,,7.000,11.000,2451.000,714.000,1982.000,248.000,999.000,,754.000
2025-04-09 19:00:00+02:00,84.000,36.000,1428.000,0.000,545.000,,8.000,2451.000,709.000,698.000,250.000,1200.000,,713.000
2025-04-09 20:00:00+02:00,81.000,12.000,1357.000,0.000,505.000,,9.000,2451.000,722.000,31.000,249.000,1297.000,,965.000
2025-04-09 21:00:00+02:00,82.000,16.000,1341.000,0.000,14.000,0.000,13.000,2452.000,726.000,0.000,249.000,1050.000,,1021.000
2025-04-09 22:00:00+02:00,84.000,27.000,1311.000,0.000,,0.000,12.000,2454.000,672.000,0.000,248.000,943.000,,837.000
2025-04-09 23:00:00+02:00,82.000,37.000,1012.000,0.000,,0.000,11.000,2454.000,643.000,0.000,247.000,753.000,,617.000
2025-04-10 00:00:00+02:00,87.000,0.000,908.000,0.000,,0.000,11.000,2454.000,547.000,0.000,247.000,687.000,,561.000
2025-04-10 01:00:00+02:00,83.000,7.000,874.000,0.000,,3.000,12.000,2455.000,573.000,0.000,247.000,629.000,,475.000
2025-04-10 02:00:00+02:00,84.000,4.000,962.000,0.000,,67.000,11.000,2455.000,592.000,0.000,249.000,563.000,,503.000
2025-04-10 03:00:00+02:00,84.000,3.000,1207.000,0.000,,171.000,11.000,2456.000,583.000,0.000,250.000,501.000,,393.000
2025-04-10 04:00:00+02:00,82.000,9.000,1482.000,0.000,,203.000,11.000,2456.000,619.000,0.000,254.000,421.000,,279.000
2025-04-10 05:00:00+02:00,84.000,6.000,1809.000,0.000,,202.000,11.000,2455.000,642.000,0.000,256.000,276.000,,206.000
2025-04-10 06:00:00+02:00,83.000,48.000,2280.000,0.000,,10.000,11.000,2454.000,708.000,0.000,256.000,314.000,,207.000
2025-04-10 07:00:00+02:00,85.000,73.000,2668.000,0.000,485.000,,11.000,2453.000,767.000,24.000,253.000,301.000,,202.000
2025-04-10 08:00:00+02:00,79.000,44.000,2736.000,0.000,600.000,,11.000,2452.000,754.000,288.000,254.000,316.000,,225.000
2025-04-10 09:00:00+02:00,86.000,12.000,2770.000,0.000,416.000,,11.000,2452.000,704.000,718.000,252.000,372.000,,213.000
2025-04-10 10:00:00+02:00,79.000,14.000,1984.000,0.000,21.000,0.000,11.000,2452.000,646.000,1361.000,251.000,325.000,,235.000
2025-04-10 11:00:00+02:00,81.000,17.000,1093.000,9.000,,50.000,11.000,2442.000,588.000,2738.000,251.000,325.000,,260.000
2025-04-10 12:00:00+02:00,76.000,20.000,813.000,0.000,,388.000,10.000,2432.000,528.000,4132.000,254.000,252.000,,203.000
2025-04-10 13:00:00+02:00,77.000,47.000,843.000,0.000,,88.000,10.000,2416.000,473.000,5164.000,259.000,174.000,,149.000
2025-04-10 14:00:00+02:00,79.000,2.000,807.000,0.000,,474.000,10.000,2416.000,484.000,5717.000,259.000,164.000,,151.000
2025-04-10 15:00:00+02:00,80.000,0.000,775.000,0.000,,602.000,13.000,2415.000,493.000,5707.000,259.000,164.000,,193.000
2025-04-10 16:00:00+02:00,78.000,0.000,801.000,0.000,,591.000,12.000,2417.000,543.000,4924.000,256.000,117.000,,247.000
2025-04-10 17:00:00+02:00,76.000,8.000,1034.000,0.000,,93.000,12.000,2435.000,610.000,3630.000,260.000,56.000,,256.000
2025-04-10 18:00:00+02:00,75.000,29.000,1379.000,0.000,,81.000,10.000,2437.000,683.000,2036.000,263.000,1.000,18.000,224.000
2025-04-10 19:00:00+02:00,81.000,53.000,1478.000,0.000,552.000,,8.000,2437.000,695.000,736.000,260.000,,28.000,200.000
2025-04-10 20:00:00+02:00,81.000,22.000,1563.000,0.000,589.000,,8.000,2438.000,686.000,38.000,263.000,,28.000,201.000
2025-04-10 21:00:00+02:00,82.000,15.000,1528.000,0.000,520.000,,8.000,2438.000,701.000,0.000,264.000,,27.000,253.000
2025-04-10 22:00:00+02:00,80.000,20.000,1047.000,0.000,186.000,,9.000,2438.000,646.000,0.000,265.000,,26.000,243.000
2025-04-10 23:00:00+02:00,78.000,11.000,939.000,0.000,,0.000,10.000,2438.000,613.000,0.000,265.000,,26.000,186.000
2025-04-11 00:00:00+02:00,79.000,45.000,958.000,0.000,32.000,0.000,13.000,2438.000,556.000,0.000,266.000,,28.000,134.000
2025-04-11 01:00:00+02:00,77.000,44.000,964.000,0.000,,0.000,13.000,2439.000,548.000,0.000,264.000,,28.000,69.000
2025-04-11 02:00:00+02:00,79.000,14.000,1010.000,0.000,,2.000,13.000,2440.000,566.000,0.000,264.000,,23.000,34.000
2025-04-11 03:00:00+02:00,80.000,9.000,1132.000,0.000,,152.000,13.000,2440.000,566.000,0.000,255.000,,9.000,27.000
2025-04-11 04:00:00+02:00,81.000,17.000,1172.000,0.000,,409.000,12.000,2440.000,596.000,0.000,263.000,15.000,,37.000
2025-04-11 05:00:00+02:00,82.000,28.000,1313.000,0.000,,600.000,11.000,2439.000,627.000,0.000,267.000,37.000,,40.000
2025-04-11 06:00:00+02:00,82.000,57.000,1529.000,0.000,14.000,11.000,11.000,2439.000,700.000,0.000,267.000,42.000,,27.000
2025-04-11 07:00:00+02:00,78.000,46.000,1802.000,0.000,265.000,,10.000,2438.000,761.000,199.000,265.000,165.000,,52.000
2025-04-11 08:00:00+02:00,82.000,36.000,1711.000,0.000,360.000,,10.000,2437.000,768.000,1179.000,258.000,222.000,,86.000
2025-04-11 09:00:00+02:00,77.000,26.000,1659.000,0.000,210.000,,10.000,2435.000,712.000,2697.000,262.000,181.000,,71.000
2025-04-11 10:00:00+02:00,75.000,13.000,863.000,0.000,4.000,5.000,10.000,2435.000,639.000,4552.000,262.000,231.000,,32.000
2025-04-11 11:00:00+02:00,70.000,3.000,741.000,0.000,,14.000,10.000,2433.000,571.000,5842.000,258.000,238.000,,37.000
2025-04-11 12:00:00+02:00,67.000,32.000,761.000,0.000,,606.000,10.000,2445.000,503.000,6608.000,259.000,203.000,,40.000
2025-04-11 13:00:00+02:00,67.000,19.000,763.000,0.000,,605.000,10.000,2445.000,507.000,6930.000,258.000,126.000,,39.000
2025-04-11 14:00:00+02:00,68.000,22.000,728.000,0.000,,601.000,11.000,2445.000,515.000,6739.000,257.000,51.000,,37.000
2025-04-11 15:00:00+02:00,75.000,2.000,736.000,0.000,,596.000,11.000,2446.000,496.000,6124.000,252.000,,20.000,50.000
2025-04-11 16:00:00+02:00,83.000,8.000,913.000,0.000,,541.000,13.000,2449.000,543.000,4978.000,260.000,,28.000,61.000
2025-04-11 17:00:00+02:00,78.000,26.000,1394.000,0.000,,37.000,13.000,2449.000,583.000,3590.000,278.000,,28.000,80.000
2025-04-11 18:00:00+02:00,78.000,31.000,2174.000,0.000,47.000,2.000,10.000,2447.000,628.000,1980.000,281.000,,28.000,85.000
2025-04-11 19:00:00+02:00,77.000,47.000,2931.000,0.000,296.000,,4.000,2446.000,661.000,740.000,284.000,,27.000,88.000
2025-04-11 20:00:00+02:00,78.000,50.000,3141.000,0.000,544.000,,2.000,2445.000,665.000,47.000,284.000,,16.000,124.000
2025-04-11 21:00:00+02:00,79.000,31.000,3157.000,0.000,571.000,,5.000,2443.000,671.000,0.000,284.000,,17.000,206.000
2025-04-11 22:00:00+02:00,83.000,11.000,2972.000,0.000,586.000,,10.000,2440.000,641.000,0.000,292.000,0.000,7.000,281.000
2025-04-11 23:00:00+02:00,83.000,4.000,2244.000,0.000,307.000,,15.000,2439.000,609.000,0.000,292.000,,9.000,340.000
2025-04-12 00:00:00+02:00,85.000,26.000,1391.000,0.000,14.000,2.000,16.000,2440.000,646.000,0.000,292.000,36.000,,394.000
2025-04-12 01:00:00+02:00,81.000,31.000,1281.000,0.000,,3.000,16.000,2440.000,607.000,0.000,291.000,57.000,,469.000
2025-04-12 02:00:00+02:00,81.000,32.000,1257.000,0.000,,6.000,16.000,2441.000,561.000,0.000,293.000,89.000,,514.000
2025-04-12 03:00:00+02:00,79.000,2.000,1299.000,0.000,,7.000,15.000,2443.000,605.000,0.000,295.000,130.000,,622.000
2025-04-12 04:00:00+02:00,81.000,1.000,1339.000,0.000,,9.000,13.000,2443.000,623.000,0.000,294.000,122.000,,740.000
2025-04-12 05:00:00+02:00,80.000,11.000,1305.000,0.000,,10.000,12.000,2444.000,580.000,0.000,297.000,147.000,,780.000
2025-04-12 06:00:00+02:00,84.000,4.000,1297.000,0.000,,10.000,11.000,2443.000,585.000,0.000,292.000,186.000,,790.000
2025-04-12 07:00:00+02:00,84.000,11.000,1260.000,0.000,,10.000,10.000,2446.000,661.000,318.000,290.000,298.000,,829.000
2025-04-12 08:00:00+02:00,83.000,27.000,871.000,0.000,,10.000,10.000,2450.000,660.000,1589.000,291.000,381.000,,789.000
2025-04-12 09:00:00+02:00,84.000,27.000,801.000,0.000,,10.000,10.000,2448.000,616.000,3055.000,289.000,455.000,,520.000
2025-04-12 10:00:00+02:00,81.000,27.000,976.000,0.000,,10.000,10.000,2312.000,643.000,4597.000,282.000,337.000,,343.000
2025-04-12 11:00:00+02:00,79.000,0.000,688.000,0.000,,10.000,10.000,2185.000,569.000,5821.000,281.000,229.000,,338.000
2025-04-12 12:00:00+02:00,78.000,18.000,722.000,0.000,,582.000,10.000,2180.000,511.000,6629.000,276.000,231.000,,352.000
2025-04-12 13:00:00+02:00,77.000,0.000,698.000,0.000,,607.000,9.000,2175.000,495.000,6989.000,277.000,327.000,,465.000
2025-04-12 14:00:00+02:00,80.000,2.000,698.000,0.000,,602.000,9.000,2165.000,484.000,6823.000,277.000,392.000,,449.000
2025-04-12 15:00:00+02:00,78.000,10.000,704.000,0.000,,597.000,8.000,2163.000,478.000,6182.000,273.000,487.000,,628.000
2025-04-12 16:00:00+02:00,76.000,23.000,721.000,0.000,,588.000,6.000,2247.000,512.000,5037.000,273.000,282.000,,817.000
2025-04-12 17:00:00+02:00,79.000,11.000,762.000,0.000,11.000,84.000,9.000,2403.000,587.000,3571.000,260.000,328.000,,1097.000
2025-04-12 18:00:00+02:00,81.000,46.000,791.000,0.000,491.000,,11.000,2411.000,654.000,1784.000,260.000,292.000,,1227.000
2025-04-12 19:00:00+02:00,82.000,39.000,790.000,0.000,628.000,,13.000,2404.000,715.000,437.000,258.000,525.000,,1231.000
2025-04-12 20:00:00+02:00,79.000,44.000,811.000,0.000,493.000,,15.000,2412.000,640.000,11.000,257.000,1349.000,,1122.000
2025-04-12 21:00:00+02:00,83.000,14.000,800.000,0.000,192.000,,14.000,2419.000,574.000,0.000,263.000,1496.000,,991.000
2025-04-12 22:00:00+02:00,85.000,12.000,813.000,0.000,,333.000,11.000,2421.000,540.000,0.000,265.000,1531.000,,971.000
2025-04-12 23:00:00+02:00,82.000,28.000,837.000,0.000,,403.000,11.000,2424.000,509.000,0.000,267.000,1554.000,,1101.000
2025-04-13 00:00:00+02:00,83.000,18.000,792.000,0.000,,12.000,10.000,2426.000,477.000,0.000,274.000,1623.000,,1040.000
2025-04-13 01:00:00+02:00,85.000,44.000,781.000,0.000,98.000,,10.000,2428.000,469.000,0.000,285.000,1367.000,,1009.000
2025-04-13 02:00:00+02:00,85.000,65.000,776.000,0.000,80.000,2.000,10.000,2430.000,452.000,0.000,291.000,1015.000,,917.000
2025-04-13 03:00:00+02:00,83.000,68.000,784.000,0.000,151.000,,10.000,2421.000,454.000,0.000,292.000,707.000,,850.000
2025-04-13 04:00:00+02:00,83.000,12.000,818.000,0.000,57.000,3.000,10.000,2407.000,457.000,0.000,282.000,1038.000,,799.000
2025-04-13 05:00:00+02:00,83.000,4.000,780.000,0.000,,242.000,11.000,2407.000,463.000,0.000,280.000,1315.000,,806.000
2025-04-13 06:00:00+02:00,85.000,30.000,762.000,0.000,,6.000,12.000,2406.000,482.000,0.000,285.000,1169.000,,1071.000
2025-04-13 07:00:00+02:00,86.000,71.000,785.000,0.000,340.000,,12.000,2405.000,515.000,83.000,291.000,1064.000,,1179.000
