timestamp_cec,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Solar,Waste,Wind Offshore,Wind Onshore
2025-01-01 00:00:00+01:00,141.000,26.000,47.000,8.000,0.000,35.000,929.000,532.000
2025-01-01 01:00:00+01:00,147.000,27.000,40.000,8.000,0.000,35.000,537.000,527.000
2025-01-01 02:00:00+01:00,160.000,27.000,40.000,8.000,0.000,34.000,205.000,527.000
2025-01-01 03:00:00+01:00,153.000,27.000,40.000,8.000,0.000,34.000,204.000,531.000
2025-01-01 04:00:00+01:00,159.000,27.000,40.000,8.000,0.000,35.000,392.000,517.000
2025-01-01 05:00:00+01:00,132.000,27.000,40.000,8.000,0.000,34.000,397.000,518.000
2025-01-01 06:00:00+01:00,131.000,27.000,40.000,8.000,0.000,42.000,401.000,524.000
2025-01-01 07:00:00+01:00,147.000,27.000,40.000,8.000,0.000,42.000,551.000,528.000
2025-01-01 08:00:00+01:00,181.000,28.000,41.000,8.000,0.000,42.000,888.000,529.000
2025-01-01 09:00:00+01:00,164.000,28.000,41.000,8.000,2.000,42.000,901.000,522.000
2025-01-01 10:00:00+01:00,162.000,28.000,41.000,8.000,10.000,42.000,903.000,528.000
2025-01-01 11:00:00+01:00,170.000,28.000,42.000,9.000,16.000,38.000,921.000,543.000
2025-01-01 12:00:00+01:00,184.000,28.000,42.000,9.000,15.000,37.000,928.000,548.000
2025-01-01 13:00:00+01:00,185.000,37.000,57.000,11.000,12.000,36.000,927.000,537.000
2025-01-01 14:00:00+01:00,173.000,41.000,63.000,13.000,3.000,36.000,927.000,541.000
2025-01-01 15:00:00+01:00,159.000,43.000,67.000,13.000,0.000,36.000,925.000,539.000
2025-01-01 16:00:00+01:00,217.000,71.000,112.000,22.000,0.000,40.000,922.000,517.000
2025-01-01 17:00:00+01:00,180.000,83.000,132.000,26.000,0.000,41.000,909.000,487.000
2025-01-01 18:00:00+01:00,184.000,72.000,113.000,22.000,0.000,40.000,912.000,493.000
2025-01-01 19:00:00+01:00,216.000,44.000,68.000,13.000,0.000,36.000,919.000,496.000
2025-01-01 20:00:00+01:00,185.000,41.000,63.000,13.000,0.000,36.000,915.000,468.000
2025-01-01 21:00:00+01:00,177.000,41.000,63.000,13.000,0.000,36.000,919.000,476.000
2025-01-01 22:00:00+01:00,181.000,41.000,63.000,13.000,0.000,37.000,906.000,470.000
2025-01-01 23:00:00+01:00,160.000,42.000,64.000,13.000,0.000,36.000,890.000,441.000
2025-01-02 00:00:00+01:00,189.000,41.000,64.000,13.000,0.000,36.000,639.000,340.000
2025-01-02 01:00:00+01:00,248.000,42.000,64.000,13.000,0.000,37.000,615.000,273.000
2025-01-02 02:00:00+01:00,273.000,41.000,64.000,13.000,0.000,36.000,635.000,281.000
2025-01-02 03:00:00+01:00,255.000,42.000,64.000,13.000,0.000,36.000,874.000,311.000
2025-01-02 04:00:00+01:00,293.000,64.000,101.000,20.000,0.000,39.000,735.000,354.000
2025-01-02 05:00:00+01:00,350.000,83.000,135.000,26.000,0.000,43.000,865.000,370.000
2025-01-02 06:00:00+01:00,421.000,86.000,145.000,30.000,0.000,49.000,914.000,406.000
2025-01-02 07:00:00+01:00,482.000,117.000,197.000,37.000,0.000,50.000,899.000,373.000
2025-01-02 08:00:00+01:00,479.000,126.000,217.000,39.000,1.000,50.000,862.000,273.000
2025-01-02 09:00:00+01:00,478.000,127.000,218.000,39.000,42.000,50.000,788.000,190.000
2025-01-02 10:00:00+01:00,481.000,127.000,219.000,39.000,142.000,50.000,720.000,163.000
2025-01-02 11:00:00+01:00,507.000,99.000,229.000,40.000,269.000,49.000,701.000,121.000
2025-01-02 12:00:00+01:00,511.000,96.000,228.000,40.000,296.000,49.000,659.000,113.000
2025-01-02 13:00:00+01:00,534.000,85.000,209.000,36.000,248.000,49.000,502.000,97.000
2025-01-02 14:00:00+01:00,574.000,80.000,201.000,35.000,137.000,53.000,447.000,82.000
2025-01-02 15:00:00+01:00,579.000,80.000,202.000,35.000,27.000,54.000,425.000,101.000
2025-01-02 16:00:00+01:00,576.000,79.000,199.000,34.000,0.000,46.000,461.000,137.000
2025-01-02 17:00:00+01:00,555.000,78.000,199.000,34.000,0.000,46.000,493.000,197.000
2025-01-02 18:00:00+01:00,559.000,78.000,198.000,34.000,0.000,47.000,711.000,235.000
2025-01-02 19:00:00+01:00,556.000,79.000,201.000,35.000,0.000,51.000,784.000,254.000
2025-01-02 20:00:00+01:00,493.000,93.000,224.000,39.000,0.000,49.000,826.000,252.000
2025-01-02 21:00:00+01:00,485.000,92.000,221.000,37.000,0.000,43.000,802.000,258.000
2025-01-02 22:00:00+01:00,488.000,92.000,221.000,37.000,0.000,45.000,810.000,239.000
2025-01-02 23:00:00+01:00,490.000,92.000,221.000,37.000,0.000,41.000,819.000,214.000
2025-01-03 00:00:00+01:00,487.000,88.000,211.000,35.000,0.000,42.000,762.000,211.000
2025-01-03 01:00:00+01:00,491.000,73.000,137.000,31.000,0.000,39.000,761.000,197.000
2025-01-03 02:00:00+01:00,486.000,60.000,113.000,27.000,0.000,37.000,777.000,206.000
2025-01-03 03:00:00+01:00,478.000,47.000,92.000,23.000,0.000,36.000,822.000,277.000
2025-01-03 04:00:00+01:00,471.000,48.000,93.000,23.000,0.000,37.000,869.000,337.000
2025-01-03 05:00:00+01:00,473.000,48.000,93.000,23.000,0.000,38.000,916.000,394.000
2025-01-03 06:00:00+01:00,477.000,50.000,110.000,24.000,0.000,38.000,934.000,429.000
2025-01-03 07:00:00+01:00,476.000,67.000,179.000,29.000,0.000,40.000,936.000,464.000
2025-01-03 08:00:00+01:00,479.000,55.000,162.000,25.000,1.000,40.000,932.000,479.000
2025-01-03 09:00:00+01:00,476.000,51.000,125.000,24.000,6.000,46.000,909.000,430.000
2025-01-03 10:00:00+01:00,477.000,51.000,146.000,24.000,71.000,45.000,880.000,399.000
2025-01-03 11:00:00+01:00,470.000,51.000,147.000,24.000,152.000,44.000,915.000,446.000
2025-01-03 12:00:00+01:00,467.000,50.000,101.000,24.000,210.000,39.000,928.000,470.000
2025-01-03 13:00:00+01:00,471.000,47.000,96.000,23.000,199.000,36.000,931.000,484.000
2025-01-03 14:00:00+01:00,475.000,50.000,99.000,23.000,138.000,38.000,926.000,455.000
2025-01-03 15:00:00+01:00,476.000,61.000,134.000,29.000,29.000,46.000,913.000,450.000
2025-01-03 16:00:00+01:00,479.000,81.000,202.000,35.000,0.000,49.000,913.000,462.000
2025-01-03 17:00:00+01:00,481.000,81.000,205.000,35.000,0.000,49.000,935.000,455.000
2025-01-03 18:00:00+01:00,477.000,81.000,205.000,35.000,0.000,49.000,929.000,439.000
2025-01-03 19:00:00+01:00,476.000,77.000,198.000,34.000,0.000,48.000,929.000,399.000
2025-01-03 20:00:00+01:00,478.000,60.000,170.000,29.000,0.000,47.000,927.000,377.000
2025-01-03 21:00:00+01:00,472.000,59.000,168.000,28.000,0.000,46.000,919.000,347.000
2025-01-03 22:00:00+01:00,476.000,52.000,156.000,26.000,0.000,45.000,920.000,302.000
2025-01-03 23:00:00+01:00,479.000,44.000,143.000,24.000,0.000,44.000,855.000,253.000
2025-01-04 00:00:00+01:00,482.000,46.000,144.000,24.000,0.000,43.000,819.000,199.000
2025-01-04 01:00:00+01:00,508.000,62.000,156.000,27.000,0.000,45.000,764.000,120.000
2025-01-04 02:00:00+01:00,508.000,68.000,174.000,29.000,0.000,46.000,581.000,77.000
2025-01-04 03:00:00+01:00,512.000,78.000,196.000,33.000,0.000,51.000,315.000,45.000
2025-01-04 04:00:00+01:00,509.000,84.000,206.000,35.000,0.000,57.000,133.000,25.000
2025-01-04 05:00:00+01:00,510.000,82.000,201.000,34.000,0.000,49.000,38.000,31.000
2025-01-04 06:00:00+01:00,508.000,94.000,221.000,38.000,0.000,50.000,17.000,47.000
2025-01-04 07:00:00+01:00,506.000,98.000,229.000,39.000,0.000,51.000,115.000,81.000
2025-01-04 08:00:00+01:00,503.000,104.000,230.000,39.000,2.000,51.000,221.000,128.000
2025-01-04 09:00:00+01:00,509.000,108.000,233.000,40.000,38.000,56.000,389.000,162.000
2025-01-04 10:00:00+01:00,509.000,127.000,234.000,40.000,102.000,52.000,528.000,174.000
2025-01-04 11:00:00+01:00,509.000,141.000,233.000,40.000,127.000,51.000,561.000,232.000
2025-01-04 12:00:00+01:00,510.000,139.000,226.000,39.000,128.000,51.000,670.000,247.000
2025-01-04 13:00:00+01:00,509.000,131.000,213.000,36.000,105.000,50.000,702.000,259.000
2025-01-04 14:00:00+01:00,511.000,131.000,213.000,36.000,59.000,48.000,677.000,272.000
2025-01-04 15:00:00+01:00,510.000,133.000,216.000,38.000,13.000,48.000,793.000,273.000
2025-01-04 16:00:00+01:00,511.000,143.000,232.000,41.000,0.000,50.000,801.000,242.000
2025-01-04 17:00:00+01:00,507.000,144.000,234.000,41.000,0.000,50.000,792.000,226.000
2025-01-04 18:00:00+01:00,503.000,148.000,235.000,41.000,0.000,50.000,763.000,198.000
2025-01-04 19:00:00+01:00,505.000,155.000,235.000,41.000,0.000,50.000,707.000,186.000
2025-01-04 20:00:00+01:00,510.000,144.000,234.000,41.000,0.000,48.000,617.000,149.000
2025-01-04 21:00:00+01:00,513.000,110.000,233.000,41.000,0.000,52.000,683.000,127.000
2025-01-04 22:00:00+01:00,513.000,99.000,231.000,40.000,0.000,48.000,609.000,172.000
2025-01-04 23:00:00+01:00,512.000,98.000,232.000,41.000,0.000,54.000,530.000,179.000
2025-01-05 00:00:00+01:00,510.000,96.000,228.000,40.000,0.000,49.000,444.000,145.000
2025-01-05 01:00:00+01:00,510.000,96.000,228.000,40.000,0.000,49.000,272.000,109.000
2025-01-05 02:00:00+01:00,509.000,85.000,210.000,36.000,0.000,47.000,206.000,63.000
2025-01-05 03:00:00+01:00,512.000,88.000,209.000,36.000,0.000,47.000,149.000,42.000
2025-01-05 04:00:00+01:00,509.000,100.000,217.000,38.000,0.000,58.000,83.000,36.000
2025-01-05 05:00:00+01:00,507.000,104.000,216.000,38.000,0.000,49.000,86.000,30.000
2025-01-05 06:00:00+01:00,512.000,97.000,211.000,37.000,0.000,48.000,57.000,29.000
2025-01-05 07:00:00+01:00,511.000,96.000,210.000,37.000,0.000,47.000,60.000,31.000
2025-01-05 08:00:00+01:00,510.000,86.000,210.000,36.000,0.000,47.000,103.000,48.000
2025-01-05 09:00:00+01:00,510.000,94.000,210.000,37.000,13.000,47.000,259.000,84.000
2025-01-05 10:00:00+01:00,511.000,93.000,221.000,39.000,31.000,48.000,370.000,121.000
2025-01-05 11:00:00+01:00,514.000,105.000,227.000,40.000,46.000,49.000,313.000,119.000
2025-01-05 12:00:00+01:00,514.000,105.000,233.000,41.000,52.000,54.000,342.000,121.000
2025-01-05 13:00:00+01:00,562.000,96.000,209.000,37.000,42.000,48.000,314.000,117.000
2025-01-05 14:00:00+01:00,529.000,94.000,220.000,39.000,23.000,59.000,371.000,141.000
2025-01-05 15:00:00+01:00,511.000,88.000,214.000,37.000,4.000,43.000,563.000,166.000
2025-01-05 16:00:00+01:00,511.000,95.000,219.000,38.000,0.000,45.000,804.000,233.000
2025-01-05 17:00:00+01:00,511.000,107.000,231.000,40.000,0.000,42.000,919.000,307.000
2025-01-05 18:00:00+01:00,513.000,98.000,231.000,41.000,0.000,42.000,945.000,367.000
2025-01-05 19:00:00+01:00,511.000,96.000,227.000,40.000,0.000,42.000,951.000,415.000
2025-01-05 20:00:00+01:00,514.000,86.000,211.000,37.000,0.000,40.000,953.000,447.000
2025-01-05 21:00:00+01:00,509.000,84.000,209.000,36.000,0.000,40.000,953.000,464.000
2025-01-05 22:00:00+01:00,509.000,81.000,203.000,35.000,0.000,40.000,955.000,486.000
2025-01-05 23:00:00+01:00,505.000,80.000,201.000,27.000,0.000,40.000,954.000,476.000
2025-01-06 00:00:00+01:00,483.000,62.000,158.000,19.000,0.000,38.000,899.000,428.000
2025-01-06 01:00:00+01:00,440.000,55.000,104.000,17.000,0.000,37.000,892.000,367.000
2025-01-06 02:00:00+01:00,371.000,33.000,68.000,10.000,0.000,34.000,887.000,367.000
2025-01-06 03:00:00+01:00,293.000,32.000,65.000,10.000,0.000,37.000,819.000,361.000
2025-01-06 04:00:00+01:00,285.000,30.000,63.000,9.000,0.000,35.000,738.000,291.000
2025-01-06 05:00:00+01:00,311.000,32.000,65.000,10.000,0.000,35.000,806.000,230.000
2025-01-06 06:00:00+01:00,434.000,41.000,97.000,13.000,0.000,36.000,733.000,292.000
2025-01-06 07:00:00+01:00,449.000,72.000,187.000,22.000,0.000,50.000,586.000,329.000
2025-01-06 08:00:00+01:00,508.000,81.000,204.000,25.000,0.000,48.000,515.000,326.000
2025-01-06 09:00:00+01:00,511.000,85.000,210.000,26.000,3.000,41.000,702.000,331.000
2025-01-06 10:00:00+01:00,512.000,88.000,215.000,27.000,21.000,42.000,934.000,353.000
2025-01-06 11:00:00+01:00,511.000,88.000,212.000,27.000,54.000,42.000,931.000,366.000
2025-01-06 12:00:00+01:00,492.000,88.000,208.000,27.000,72.000,42.000,924.000,362.000
2025-01-06 13:00:00+01:00,463.000,90.000,216.000,28.000,52.000,43.000,917.000,384.000
2025-01-06 14:00:00+01:00,471.000,91.000,219.000,28.000,20.000,43.000,927.000,398.000
2025-01-06 15:00:00+01:00,480.000,92.000,215.000,28.000,3.000,42.000,934.000,412.000
2025-01-06 16:00:00+01:00,507.000,90.000,186.000,28.000,0.000,42.000,931.000,408.000
2025-01-06 17:00:00+01:00,506.000,90.000,187.000,28.000,0.000,42.000,935.000,414.000
2025-01-06 18:00:00+01:00,509.000,94.000,194.000,29.000,0.000,42.000,934.000,449.000
2025-01-06 19:00:00+01:00,480.000,93.000,192.000,29.000,0.000,43.000,930.000,491.000
2025-01-06 20:00:00+01:00,418.000,73.000,155.000,23.000,0.000,40.000,931.000,513.000
2025-01-06 21:00:00+01:00,354.000,59.000,125.000,18.000,0.000,37.000,926.000,513.000
2025-01-06 22:00:00+01:00,317.000,56.000,121.000,17.000,0.000,36.000,936.000,508.000
2025-01-06 23:00:00+01:00,292.000,42.000,96.000,13.000,0.000,35.000,939.000,511.000
2025-01-07 00:00:00+01:00,277.000,27.000,50.000,8.000,0.000,34.000,937.000,510.000
2025-01-07 01:00:00+01:00,234.000,26.000,72.000,8.000,0.000,34.000,932.000,515.000
2025-01-07 02:00:00+01:00,278.000,26.000,79.000,8.000,0.000,34.000,934.000,514.000
2025-01-07 03:00:00+01:00,275.000,26.000,74.000,8.000,0.000,34.000,934.000,515.000
2025-01-07 04:00:00+01:00,276.000,26.000,81.000,8.000,0.000,34.000,929.000,515.000
2025-01-07 05:00:00+01:00,282.000,33.000,101.000,10.000,0.000,33.000,929.000,513.000
2025-01-07 06:00:00+01:00,328.000,64.000,173.000,20.000,0.000,36.000,928.000,502.000
2025-01-07 07:00:00+01:00,390.000,82.000,216.000,26.000,0.000,38.000,923.000,498.000
2025-01-07 08:00:00+01:00,472.000,87.000,235.000,27.000,3.000,40.000,932.000,501.000
2025-01-07 09:00:00+01:00,418.000,84.000,239.000,26.000,41.000,42.000,942.000,507.000
2025-01-07 10:00:00+01:00,393.000,82.000,235.000,25.000,94.000,42.000,944.000,498.000
2025-01-07 11:00:00+01:00,394.000,76.000,238.000,24.000,169.000,41.000,946.000,500.000
2025-01-07 12:00:00+01:00,387.000,71.000,229.000,22.000,177.000,41.000,945.000,500.000
2025-01-07 13:00:00+01:00,391.000,72.000,230.000,22.000,129.000,41.000,943.000,487.000
2025-01-07 14:00:00+01:00,396.000,70.000,226.000,22.000,88.000,39.000,942.000,476.000
2025-01-07 15:00:00+01:00,408.000,71.000,220.000,22.000,16.000,39.000,946.000,474.000
2025-01-07 16:00:00+01:00,432.000,84.000,238.000,26.000,0.000,40.000,939.000,467.000
2025-01-07 17:00:00+01:00,440.000,85.000,239.000,26.000,0.000,39.000,941.000,463.000
2025-01-07 18:00:00+01:00,428.000,85.000,240.000,27.000,0.000,39.000,940.000,459.000
2025-01-07 19:00:00+01:00,417.000,83.000,236.000,26.000,0.000,38.000,946.000,477.000
2025-01-07 20:00:00+01:00,403.000,77.000,221.000,24.000,0.000,38.000,945.000,490.000
2025-01-07 21:00:00+01:00,355.000,60.000,174.000,18.000,0.000,36.000,945.000,472.000
