,Biomass,Fossil Gas,Fossil Oil,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Run-of-river and poundage,Nuclear,Other,Solar,Waste,Wind Offshore,Wind Offshore,Wind Onshore
2023-01-02 05:00:00+01:00,156.000,974.000,0.000,,223.000,50.000,4946.000,448.000,0.000,220.000,471.000,,1536.000
2023-01-02 06:00:00+01:00,154.000,988.000,0.000,,141.000,50.000,4949.000,485.000,0.000,221.000,417.000,,1202.000
2023-01-02 07:00:00+01:00,150.000,1021.000,0.000,,26.000,49.000,4946.000,508.000,0.000,220.000,602.000,,1058.000
2023-01-02 08:00:00+01:00,154.000,1047.000,0.000,,5.000,49.000,4950.000,542.000,0.000,220.000,744.000,,881.000
2023-01-02 09:00:00+01:00,154.000,1110.000,0.000,159.000,1.000,49.000,4954.000,607.000,56.000,214.000,943.000,,579.000
2023-01-02 10:00:00+01:00,182.000,1278.000,0.000,171.000,,49.000,4959.000,719.000,260.000,217.000,1008.000,,446.000
2023-01-02 11:00:00+01:00,258.000,1243.000,0.000,,280.000,48.000,4960.000,650.000,402.000,215.000,1304.000,,445.000
2023-01-02 12:00:00+01:00,279.000,1310.000,0.000,467.000,,50.000,4961.000,676.000,392.000,216.000,767.000,,452.000
2023-01-02 13:00:00+01:00,277.000,1313.000,0.000,425.000,,50.000,4960.000,809.000,384.000,212.000,649.000,,508.000
2023-01-02 14:00:00+01:00,268.000,1427.000,0.000,172.000,,50.000,4961.000,733.000,452.000,209.000,615.000,,658.000
2023-01-02 15:00:00+01:00,278.000,1617.000,0.000,125.000,,49.000,4958.000,649.000,247.000,210.000,573.000,,834.000
2023-01-02 16:00:00+01:00,281.000,1637.000,0.000,293.000,,50.000,4956.000,640.000,39.000,211.000,485.000,,943.000
2023-01-02 17:00:00+01:00,282.000,1800.000,0.000,692.000,,50.000,4958.000,679.000,0.000,210.000,371.000,,863.000
2023-01-02 18:00:00+01:00,279.000,2044.000,0.000,556.000,,49.000,4959.000,710.000,0.000,214.000,278.000,,766.000
2023-01-02 19:00:00+01:00,285.000,2032.000,0.000,446.000,,50.000,4961.000,766.000,0.000,211.000,275.000,,730.000
2023-01-02 20:00:00+01:00,279.000,1663.000,0.000,345.000,,50.000,4957.000,636.000,0.000,213.000,278.000,,809.000
2023-01-02 21:00:00+01:00,284.000,1357.000,0.000,,140.000,49.000,4958.000,608.000,0.000,211.000,285.000,,800.000
2023-01-02 22:00:00+01:00,281.000,1155.000,0.000,,106.000,49.000,4960.000,576.000,0.000,217.000,343.000,,757.000
2023-01-02 23:00:00+01:00,283.000,1194.000,0.000,,207.000,49.000,4963.000,581.000,0.000,215.000,454.000,,659.000
2023-01-03 00:00:00+01:00,286.000,1157.000,0.000,,151.000,49.000,4966.000,563.000,0.000,216.000,275.000,,521.000
2023-01-03 01:00:00+01:00,283.000,1203.000,0.000,,413.000,49.000,4967.000,626.000,0.000,210.000,81.000,,381.000
2023-01-03 02:00:00+01:00,283.000,1224.000,0.000,,650.000,49.000,4968.000,636.000,0.000,213.000,25.000,1.000,351.000
2023-01-03 03:00:00+01:00,285.000,1098.000,0.000,,746.000,48.000,4965.000,629.000,0.000,214.000,69.000,,529.000
2023-01-03 04:00:00+01:00,286.000,1259.000,0.000,,784.000,49.000,4964.000,518.000,0.000,210.000,135.000,,657.000
2023-01-03 05:00:00+01:00,287.000,1617.000,0.000,,665.000,49.000,4965.000,546.000,0.000,214.000,321.000,,753.000
2023-01-03 06:00:00+01:00,288.000,1641.000,0.000,2.000,17.000,48.000,4964.000,704.000,0.000,213.000,593.000,,823.000
2023-01-03 07:00:00+01:00,288.000,1674.000,0.000,277.000,,48.000,4963.000,787.000,0.000,217.000,747.000,,924.000
2023-01-03 08:00:00+01:00,284.000,1734.000,0.000,807.000,,48.000,4964.000,870.000,0.000,219.000,1040.000,,924.000
2023-01-03 09:00:00+01:00,287.000,1644.000,0.000,749.000,,48.000,4960.000,841.000,92.000,217.000,1359.000,,958.000
2023-01-03 10:00:00+01:00,288.000,1648.000,0.000,385.000,,47.000,4957.000,686.000,310.000,217.000,1866.000,,1031.000
2023-01-03 11:00:00+01:00,288.000,1671.000,0.000,,99.000,49.000,4960.000,697.000,569.000,217.000,2020.000,,1068.000
2023-01-03 12:00:00+01:00,289.000,1682.000,0.000,,128.000,50.000,4962.000,781.000,834.000,212.000,1961.000,,1127.000
2023-01-03 13:00:00+01:00,287.000,1637.000,0.000,,62.000,49.000,4960.000,746.000,1008.000,224.000,2000.000,,1184.000
2023-01-03 14:00:00+01:00,287.000,1639.000,0.000,,135.000,47.000,4965.000,714.000,774.000,225.000,2141.000,,1226.000
2023-01-03 15:00:00+01:00,285.000,1703.000,0.000,,1.000,47.000,4962.000,755.000,372.000,226.000,2142.000,,1289.000
2023-01-03 16:00:00+01:00,287.000,1743.000,0.000,91.000,,48.000,4960.000,830.000,53.000,225.000,2153.000,,1471.000
2023-01-03 17:00:00+01:00,284.000,1717.000,0.000,507.000,,50.000,4959.000,872.000,0.000,226.000,2159.000,,1656.000
2023-01-03 18:00:00+01:00,283.000,1672.000,0.000,307.000,,51.000,4957.000,905.000,0.000,227.000,2167.000,,1888.000
2023-01-03 19:00:00+01:00,283.000,1683.000,0.000,52.000,0.000,51.000,4956.000,823.000,0.000,229.000,2168.000,,2025.000
2023-01-03 20:00:00+01:00,279.000,1661.000,0.000,155.000,,51.000,4958.000,805.000,0.000,233.000,2163.000,,2123.000
2023-01-03 21:00:00+01:00,282.000,1322.000,0.000,,34.000,51.000,4959.000,783.000,0.000,231.000,2162.000,,2224.000
2023-01-03 22:00:00+01:00,281.000,1139.000,0.000,,4.000,51.000,4956.000,652.000,0.000,231.000,2168.000,,2283.000
2023-01-03 23:00:00+01:00,280.000,1072.000,0.000,,46.000,52.000,4955.000,619.000,0.000,231.000,2166.000,,2309.000
2023-01-04 00:00:00+01:00,218.000,1067.000,0.000,,38.000,51.000,4959.000,543.000,0.000,224.000,2126.000,,2330.000
2023-01-04 01:00:00+01:00,159.000,1001.000,0.000,,589.000,51.000,4960.000,535.000,0.000,226.000,2155.000,,2322.000
2023-01-04 02:00:00+01:00,170.000,998.000,0.000,,668.000,51.000,4958.000,521.000,0.000,226.000,2131.000,,2294.000
2023-01-04 03:00:00+01:00,171.000,1013.000,0.000,,710.000,51.000,4956.000,527.000,0.000,225.000,2157.000,,2284.000
2023-01-04 04:00:00+01:00,171.000,979.000,0.000,,739.000,52.000,4955.000,592.000,0.000,228.000,2161.000,,2280.000
2023-01-04 05:00:00+01:00,170.000,967.000,0.000,,726.000,52.000,4953.000,545.000,0.000,230.000,2149.000,,2262.000
2023-01-04 06:00:00+01:00,211.000,948.000,0.000,,376.000,53.000,4952.000,572.000,0.000,227.000,2136.000,,2295.000
2023-01-04 07:00:00+01:00,277.000,965.000,0.000,1.000,52.000,52.000,4949.000,602.000,0.000,227.000,2136.000,,2342.000
2023-01-04 08:00:00+01:00,283.000,1012.000,0.000,48.000,,50.000,4951.000,675.000,0.000,227.000,2149.000,,2301.000
2023-01-04 09:00:00+01:00,280.000,1023.000,0.000,208.000,,49.000,4948.000,683.000,20.000,217.000,2160.000,,2283.000
2023-01-04 10:00:00+01:00,278.000,1000.000,0.000,167.000,,49.000,4945.000,760.000,92.000,215.000,2160.000,,2302.000
2023-01-04 11:00:00+01:00,281.000,963.000,0.000,41.000,0.000,48.000,4944.000,751.000,189.000,214.000,2155.000,,2315.000
2023-01-04 12:00:00+01:00,287.000,984.000,0.000,,0.000,49.000,4940.000,747.000,236.000,216.000,2144.000,,2282.000
2023-01-04 13:00:00+01:00,283.000,1015.000,0.000,,1.000,51.000,4939.000,716.000,231.000,212.000,2153.000,,2191.000
2023-01-04 14:00:00+01:00,284.000,1053.000,0.000,,0.000,51.000,4939.000,782.000,206.000,218.000,2147.000,,2142.000
2023-01-04 15:00:00+01:00,286.000,1012.000,0.000,,77.000,52.000,4937.000,735.000,97.000,222.000,2148.000,,2065.000
2023-01-04 16:00:00+01:00,272.000,997.000,0.000,,24.000,52.000,4937.000,716.000,11.000,217.000,2133.000,,2164.000
2023-01-04 17:00:00+01:00,280.000,1050.000,0.000,704.000,,52.000,4934.000,657.000,0.000,223.000,2125.000,,2255.000
2023-01-04 18:00:00+01:00,288.000,1123.000,0.000,719.000,,52.000,4936.000,731.000,0.000,226.000,2142.000,,2231.000
2023-01-04 19:00:00+01:00,274.000,1247.000,0.000,731.000,,51.000,4935.000,706.000,0.000,223.000,2148.000,,2149.000
2023-01-04 20:00:00+01:00,255.000,1137.000,0.000,277.000,,51.000,4935.000,723.000,0.000,226.000,2121.000,,2108.000
2023-01-04 21:00:00+01:00,270.000,1031.000,0.000,154.000,,49.000,4938.000,685.000,0.000,226.000,2143.000,,2068.000
2023-01-04 22:00:00+01:00,268.000,1024.000,0.000,62.000,,49.000,4936.000,613.000,0.000,228.000,2142.000,,1952.000
2023-01-04 23:00:00+01:00,258.000,1067.000,0.000,98.000,32.000,48.000,4942.000,675.000,0.000,227.000,2056.000,,1903.000
2023-01-05 00:00:00+01:00,256.000,988.000,0.000,,887.000,49.000,4945.000,532.000,0.000,223.000,2117.000,,1894.000
2023-01-05 01:00:00+01:00,223.000,1010.000,0.000,,781.000,50.000,4946.000,482.000,0.000,226.000,2134.000,,1810.000
2023-01-05 02:00:00+01:00,166.000,1064.000,0.000,,661.000,50.000,4947.000,502.000,0.000,225.000,2148.000,,1785.000
2023-01-05 03:00:00+01:00,169.000,947.000,0.000,,779.000,51.000,4952.000,529.000,0.000,222.000,2146.000,,1691.000
2023-01-05 04:00:00+01:00,166.000,962.000,0.000,,771.000,50.000,4951.000,517.000,0.000,212.000,2128.000,,1577.000
2023-01-05 05:00:00+01:00,189.000,1014.000,0.000,,364.000,51.000,4946.000,501.000,0.000,210.000,2091.000,,1553.000
2023-01-05 06:00:00+01:00,260.000,1026.000,0.000,,188.000,51.000,4944.000,525.000,0.000,211.000,1866.000,,1443.000
2023-01-05 07:00:00+01:00,265.000,1152.000,0.000,,112.000,50.000,4943.000,585.000,0.000,222.000,1977.000,,1363.000
2023-01-05 08:00:00+01:00,250.000,1441.000,0.000,,7.000,51.000,4946.000,637.000,0.000,226.000,1666.000,,1305.000
2023-01-05 09:00:00+01:00,272.000,1644.000,0.000,109.000,,51.000,4946.000,789.000,158.000,227.000,1323.000,,1172.000
2023-01-05 10:00:00+01:00,274.000,1744.000,0.000,3.000,0.000,51.000,4940.000,804.000,435.000,228.000,1091.000,,999.000
2023-01-05 11:00:00+01:00,287.000,1978.000,0.000,,0.000,50.000,4940.000,734.000,628.000,218.000,1064.000,,843.000
2023-01-05 12:00:00+01:00,281.000,2302.000,0.000,43.000,0.000,49.000,4946.000,740.000,754.000,223.000,1027.000,,664.000
2023-01-05 13:00:00+01:00,267.000,2338.000,0.000,1.000,2.000,49.000,4941.000,748.000,536.000,225.000,1340.000,,500.000
2023-01-05 14:00:00+01:00,266.000,2427.000,0.000,81.000,2.000,44.000,4940.000,797.000,362.000,227.000,1218.000,,477.000
2023-01-05 15:00:00+01:00,267.000,2428.000,0.000,67.000,,47.000,4939.000,866.000,162.000,224.000,1493.000,,778.000
2023-01-05 16:00:00+01:00,269.000,2353.000,0.000,122.000,,49.000,4935.000,849.000,27.000,226.000,1630.000,,595.000
2023-01-05 17:00:00+01:00,271.000,2545.000,0.000,760.000,,50.000,4934.000,870.000,0.000,226.000,1717.000,,686.000
2023-01-05 18:00:00+01:00,265.000,2674.000,0.000,756.000,,50.000,4935.000,958.000,0.000,229.000,1957.000,,796.000
2023-01-05 19:00:00+01:00,251.000,2524.000,0.000,683.000,,50.000,4936.000,925.000,0.000,225.000,2092.000,,877.000
2023-01-05 20:00:00+01:00,263.000,2235.000,0.000,484.000,,50.000,4936.000,790.000,0.000,231.000,2109.000,,1057.000
2023-01-05 21:00:00+01:00,270.000,2096.000,0.000,288.000,,50.000,4937.000,709.000,0.000,230.000,2004.000,,1062.000
2023-01-05 22:00:00+01:00,273.000,1743.000,0.000,166.000,,49.000,4938.000,719.000,0.000,228.000,2098.000,,1073.000
2023-01-05 23:00:00+01:00,272.000,1597.000,0.000,25.000,1.000,49.000,4938.000,761.000,0.000,225.000,1971.000,,1068.000
2023-01-06 00:00:00+01:00,272.000,1223.000,0.000,,31.000,50.000,4939.000,624.000,0.000,226.000,2014.000,,1136.000
2023-01-06 01:00:00+01:00,276.000,1099.000,0.000,,562.000,50.000,4941.000,529.000,0.000,228.000,2119.000,,1189.000
2023-01-06 02:00:00+01:00,277.000,1035.000,0.000,,731.000,50.000,4941.000,511.000,0.000,225.000,2148.000,,1354.000
2023-01-06 03:00:00+01:00,276.000,1035.000,0.000,,760.000,50.000,4941.000,514.000,0.000,223.000,2169.000,,1526.000
2023-01-06 04:00:00+01:00,281.000,1015.000,0.000,,781.000,50.000,4941.000,521.000,0.000,225.000,2171.000,,1682.000
2023-01-06 05:00:00+01:00,279.000,1012.000,0.000,,760.000,49.000,4940.000,525.000,0.000,223.000,2164.000,,1688.000
2023-01-06 06:00:00+01:00,276.000,1015.000,0.000,,326.000,48.000,4939.000,549.000,0.000,227.000,2165.000,,1752.000
2023-01-06 07:00:00+01:00,265.000,1153.000,0.000,89.000,1.000,47.000,4938.000,656.000,0.000,222.000,1805.000,,1839.000
2023-01-06 08:00:00+01:00,266.000,1272.000,0.000,331.000,,48.000,4936.000,817.000,0.000,226.000,1109.000,,1691.000
2023-01-06 09:00:00+01:00,264.000,1267.000,0.000,154.000,,48.000,4936.000,902.000,88.000,223.000,876.000,,1367.000
2023-01-06 10:00:00+01:00,245.000,1243.000,0.000,19.000,0.000,48.000,4936.000,867.000,357.000,224.000,823.000,,1098.000
2023-01-06 11:00:00+01:00,202.000,1261.000,0.000,108.000,0.000,48.000,4936.000,784.000,596.000,227.000,739.000,,965.000
2023-01-06 12:00:00+01:00,190.000,1219.000,0.000,184.000,,48.000,4941.000,878.000,692.000,224.000,872.000,,908.000
2023-01-06 13:00:00+01:00,196.000,1214.000,0.000,,0.000,49.000,4946.000,899.000,497.000,227.000,1010.000,,862.000
2023-01-06 14:00:00+01:00,213.000,1288.000,0.000,118.000,,50.000,4947.000,937.000,389.000,224.000,867.000,,805.000
2023-01-06 15:00:00+01:00,210.000,1290.000,0.000,151.000,,51.000,4952.000,977.000,217.000,226.000,563.000,,788.000
2023-01-06 16:00:00+01:00,177.000,1220.000,0.000,72.000,,50.000,4954.000,937.000,28.000,226.000,644.000,,817.000
2023-01-06 17:00:00+01:00,118.000,1245.000,0.000,735.000,,50.000,4950.000,909.000,0.000,225.000,674.000,,1004.000
2023-01-06 18:00:00+01:00,84.000,1259.000,0.000,647.000,,49.000,4950.000,898.000,0.000,223.000,1102.000,,1246.000
2023-01-06 19:00:00+01:00,85.000,1143.000,0.000,433.000,,49.000,4950.000,750.000,0.000,224.000,1603.000,,1328.000
2023-01-06 20:00:00+01:00,86.000,1227.000,0.000,188.000,,49.000,4949.000,688.000,0.000,225.000,1842.000,,1406.000
2023-01-06 21:00:00+01:00,87.000,1238.000,0.000,4.000,37.000,49.000,4947.000,719.000,0.000,224.000,1997.000,,1489.000
2023-01-06 22:00:00+01:00,83.000,1417.000,0.000,,134.000,49.000,4947.000,579.000,0.000,227.000,2065.000,,1515.000
2023-01-06 23:00:00+01:00,85.000,1296.000,0.000,,152.000,49.000,4945.000,651.000,0.000,229.000,2006.000,,1488.000
2023-01-07 00:00:00+01:00,87.000,1129.000,0.000,,33.000,49.000,4944.000,528.000,0.000,230.000,2033.000,,1432.000
2023-01-07 01:00:00+01:00,85.000,974.000,0.000,,263.000,50.000,4945.000,510.000,0.000,233.000,2104.000,,1347.000
2023-01-07 02:00:00+01:00,88.000,942.000,0.000,,225.000,50.000,4946.000,509.000,0.000,239.000,2110.000,,1310.000
2023-01-07 03:00:00+01:00,87.000,929.000,0.000,,412.000,50.000,4948.000,519.000,0.000,242.000,2124.000,,1324.000
2023-01-07 04:00:00+01:00,88.000,907.000,0.000,,618.000,50.000,4949.000,515.000,0.000,244.000,2089.000,,1378.000
2023-01-07 05:00:00+01:00,87.000,937.000,0.000,,601.000,50.000,4949.000,511.000,0.000,244.000,2163.000,,1343.000
2023-01-07 06:00:00+01:00,86.000,910.000,0.000,,418.000,50.000,4950.000,560.000,0.000,244.000,2158.000,,1361.000
2023-01-07 07:00:00+01:00,88.000,937.000,0.000,20.000,95.000,41.000,4950.000,603.000,0.000,244.000,2141.000,,1403.000
2023-01-07 08:00:00+01:00,84.000,1095.000,0.000,734.000,,50.000,4949.000,689.000,1.000,243.000,2133.000,,1437.000
2023-01-07 09:00:00+01:00,82.000,949.000,0.000,665.000,,49.000,4949.000,693.000,142.000,243.000,2122.000,,1586.000
2023-01-07 10:00:00+01:00,82.000,967.000,0.000,108.000,0.000,49.000,4950.000,645.000,713.000,241.000,2068.000,,1672.000
2023-01-07 11:00:00+01:00,84.000,973.000,0.000,,209.000,50.000,4951.000,613.000,1218.000,240.000,2032.000,,1823.000
2023-01-07 12:00:00+01:00,83.000,971.000,0.000,,352.000,50.000,4950.000,582.000,1539.000,237.000,2046.000,,1972.000
2023-01-07 13:00:00+01:00,83.000,958.000,0.000,,645.000,51.000,4949.000,576.000,1262.000,237.000,2173.000,,2008.000
2023-01-07 14:00:00+01:00,83.000,1012.000,0.000,6.000,99.000,51.000,4949.000,617.000,705.000,235.000,2187.000,,2048.000
2023-01-07 15:00:00+01:00,82.000,988.000,0.000,,125.000,51.000,4950.000,670.000,244.000,236.000,2187.000,,1994.000
2023-01-07 16:00:00+01:00,82.000,831.000,0.000,,241.000,51.000,4949.000,719.000,30.000,243.000,2155.000,,2074.000
2023-01-07 17:00:00+01:00,77.000,794.000,0.000,406.000,,51.000,4950.000,677.000,0.000,246.000,2186.000,,2172.000
2023-01-07 18:00:00+01:00,80.000,800.000,0.000,354.000,,51.000,4950.000,674.000,0.000,248.000,2178.000,,2219.000
2023-01-07 19:00:00+01:00,79.000,816.000,0.000,,114.000,51.000,4935.000,626.000,0.000,245.000,2189.000,,2213.000
2023-01-07 20:00:00+01:00,80.000,830.000,0.000,160.000,,51.000,4935.000,589.000,0.000,242.000,2192.000,,2181.000
2023-01-07 21:00:00+01:00,85.000,834.000,0.000,70.000,,51.000,4934.000,571.000,0.000,246.000,2169.000,,2195.000
2023-01-07 22:00:00+01:00,83.000,830.000,0.000,30.000,,49.000,4936.000,533.000,0.000,245.000,2141.000,,2116.000
2023-01-07 23:00:00+01:00,88.000,825.000,0.000,68.000,,49.000,4936.000,494.000,0.000,242.000,2006.000,,1966.000
2023-01-08 00:00:00+01:00,85.000,827.000,0.000,146.000,,49.000,4920.000,501.000,0.000,242.000,1472.000,,1788.000
2023-01-08 01:00:00+01:00,83.000,930.000,0.000,34.000,8.000,49.000,4898.000,660.000,0.000,225.000,1347.000,,1571.000
2023-01-08 02:00:00+01:00,83.000,825.000,0.000,,704.000,49.000,4936.000,590.000,0.000,223.000,1672.000,,1449.000
2023-01-08 03:00:00+01:00,83.000,805.000,0.000,,771.000,50.000,4940.000,481.000,0.000,221.000,1739.000,,1375.000
2023-01-08 04:00:00+01:00,86.000,775.000,0.000,,693.000,51.000,4940.000,483.000,0.000,228.000,1833.000,,1376.000
2023-01-08 05:00:00+01:00,85.000,801.000,0.000,,749.000,51.000,4941.000,501.000,0.000,227.000,1913.000,,1379.000
2023-01-08 06:00:00+01:00,86.000,807.000,0.000,,688.000,51.000,4945.000,529.000,0.000,224.000,1882.000,,1347.000
2023-01-08 07:00:00+01:00,84.000,818.000,0.000,,225.000,51.000,4945.000,634.000,0.000,224.000,1878.000,,1350.000
2023-01-08 08:00:00+01:00,83.000,829.000,0.000,,9.000,51.000,4944.000,613.000,0.000,227.000,1972.000,,1373.000
2023-01-08 09:00:00+01:00,83.000,849.000,0.000,103.000,,50.000,4945.000,655.000,149.000,224.000,2000.000,,1333.000
2023-01-08 10:00:00+01:00,82.000,839.000,0.000,,48.000,50.000,4942.000,680.000,584.000,228.000,2005.000,,1400.000
2023-01-08 11:00:00+01:00,82.000,843.000,0.000,,248.000,50.000,4942.000,592.000,1361.000,223.000,1913.000,,1468.000
2023-01-08 12:00:00+01:00,83.000,838.000,0.000,,207.000,50.000,4939.000,569.000,1707.000,224.000,1953.000,,1594.000
2023-01-08 13:00:00+01:00,78.000,831.000,0.000,,120.000,49.000,4936.000,570.000,1332.000,219.000,2021.000,,1721.000
2023-01-08 14:00:00+01:00,84.000,896.000,0.000,8.000,15.000,49.000,4937.000,576.000,953.000,224.000,2021.000,,1666.000
2023-01-08 15:00:00+01:00,80.000,861.000,0.000,2.000,24.000,49.000,4938.000,619.000,399.000,224.000,2058.000,,1493.000
2023-01-08 16:00:00+01:00,79.000,855.000,0.000,23.000,37.000,49.000,4939.000,626.000,62.000,215.000,2095.000,,1645.000
2023-01-08 17:00:00+01:00,85.000,919.000,0.000,522.000,,50.000,4939.000,639.000,0.000,212.000,2168.000,,1674.000
2023-01-08 18:00:00+01:00,83.000,940.000,0.000,746.000,,50.000,4939.000,716.000,0.000,212.000,2177.000,,1699.000
2023-01-08 19:00:00+01:00,83.000,927.000,0.000,735.000,,49.000,4939.000,641.000,0.000,213.000,2163.000,,1675.000
2023-01-08 20:00:00+01:00,83.000,923.000,0.000,565.000,,49.000,4936.000,661.000,0.000,214.000,2120.000,,1631.000
2023-01-08 21:00:00+01:00,78.000,887.000,0.000,89.000,0.000,49.000,4938.000,633.000,0.000,209.000,2047.000,,1404.000
2023-01-08 22:00:00+01:00,78.000,933.000,0.000,416.000,,49.000,4938.000,663.000,0.000,206.000,1973.000,,1206.000
2023-01-08 23:00:00+01:00,83.000,932.000,0.000,51.000,1.000,49.000,4939.000,760.000,0.000,203.000,1744.000,,1163.000
2023-01-09 00:00:00+01:00,83.000,844.000,0.000,,333.000,48.000,4941.000,584.000,0.000,203.000,1430.000,,1170.000
2023-01-09 01:00:00+01:00,83.000,829.000,0.000,,749.000,48.000,4940.000,447.000,0.000,203.000,1642.000,,1299.000
2023-01-09 02:00:00+01:00,85.000,852.000,0.000,,754.000,48.000,4943.000,471.000,0.000,206.000,1843.000,,1408.000
2023-01-09 03:00:00+01:00,81.000,836.000,0.000,,781.000,48.000,4944.000,477.000,0.000,207.000,1938.000,,1631.000
2023-01-09 04:00:00+01:00,81.000,856.000,0.000,,794.000,48.000,4942.000,454.000,0.000,198.000,1964.000,,1829.000
2023-01-09 05:00:00+01:00,83.000,848.000,0.000,,682.000,48.000,4941.000,448.000,0.000,198.000,1972.000,,2003.000
2023-01-09 06:00:00+01:00,84.000,904.000,0.000,3.000,88.000,48.000,4941.000,497.000,0.000,195.000,2061.000,,2122.000
2023-01-09 07:00:00+01:00,83.000,945.000,0.000,72.000,,48.000,4939.000,614.000,0.000,192.000,2059.000,,2103.000
2023-01-09 08:00:00+01:00,84.000,988.000,0.000,478.000,,50.000,4939.000,843.000,1.000,194.000,1912.000,,1990.000
2023-01-09 09:00:00+01:00,85.000,1020.000,0.000,451.000,,49.000,4939.000,908.000,85.000,190.000,1632.000,,1822.000
2023-01-09 10:00:00+01:00,84.000,990.000,0.000,348.000,,49.000,4938.000,906.000,248.000,187.000,1505.000,,1609.000
2023-01-09 11:00:00+01:00,84.000,976.000,0.000,116.000,,48.000,4938.000,867.000,496.000,196.000,1670.000,,1483.000
2023-01-09 12:00:00+01:00,86.000,971.000,0.000,44.000,55.000,48.000,4941.000,791.000,836.000,199.000,1753.000,,1384.000
