,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Solar,Waste,Wind Offshore,Wind Onshore,Wind Onshore
,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption
timestamp_cec,,,,,,,,,,,,,,,,,,,,
2023-04-14 07:00:00+02:00,4834.500,11688.250,526.250,8181.750,7964.500,362.000,22.000,5601.500,2.000,1372.750,62.250,2628.250,278.250,146.750,1880.750,0.000,682.000,1921.750,2950.000,0.000
2023-04-14 08:00:00+02:00,4855.000,11605.750,541.500,8230.500,8175.500,361.750,21.750,5462.750,1.250,1359.000,65.750,2630.000,278.250,147.000,6460.500,0.000,675.500,1586.250,2696.750,0.000
2023-04-14 09:00:00+02:00,4784.500,11631.000,497.750,7865.250,8057.500,362.250,21.500,3260.750,51.500,1350.500,114.750,2631.000,291.250,154.750,12158.500,0.000,692.250,1123.250,2123.000,0.000
2023-04-14 10:00:00+02:00,4638.750,11540.500,472.250,7365.250,7047.000,361.750,22.000,1746.250,205.500,1324.500,68.500,2623.750,282.750,153.500,17420.750,0.000,706.750,951.000,1792.250,0.000
2023-04-14 11:00:00+02:00,4492.500,11098.000,472.250,5844.250,5683.500,362.000,22.000,236.500,1086.500,1358.250,55.750,2620.000,268.250,148.250,20766.750,0.000,705.000,864.250,2292.000,0.000
2023-04-14 12:00:00+02:00,4377.750,10409.000,471.500,4727.500,4572.750,362.000,22.000,206.500,1438.500,1358.000,84.500,2613.750,260.250,146.000,21900.250,0.000,705.250,818.000,3090.750,0.000
2023-04-14 13:00:00+02:00,4387.500,10349.000,476.000,4874.500,4057.500,363.000,21.250,470.500,1488.250,1366.500,62.500,2611.500,267.000,150.000,21342.500,0.000,706.000,727.750,3596.250,0.000
2023-04-14 14:00:00+02:00,4372.000,10463.000,465.500,4910.000,3759.000,363.500,21.250,103.000,2502.500,1409.750,79.750,2607.750,267.500,149.500,20622.500,0.000,702.250,699.750,4419.500,0.000
2023-04-14 15:00:00+02:00,4381.250,10607.250,453.500,4867.000,3943.750,363.500,21.250,59.000,2324.000,1406.000,51.500,2601.750,274.750,151.500,18526.000,0.000,698.250,780.000,5210.000,0.000
2023-04-14 16:00:00+02:00,4455.250,10758.750,453.250,5096.000,4232.000,364.250,22.000,35.750,2016.750,1415.250,107.250,2600.250,275.250,151.000,14927.750,0.000,704.500,838.000,5875.250,0.000
2023-04-14 17:00:00+02:00,4624.000,11580.500,450.750,5663.750,5161.500,363.500,22.000,577.250,527.000,1419.500,160.250,2594.750,293.000,159.750,10074.500,0.000,707.500,1225.250,5998.500,0.000
2023-04-14 18:00:00+02:00,4793.250,12235.750,472.000,7005.750,6585.750,363.750,22.000,1055.500,424.000,1419.500,122.750,2594.500,297.000,161.750,5112.250,0.000,698.500,1738.250,5854.250,0.000
2023-04-14 19:00:00+02:00,4884.500,12347.500,481.750,7766.250,7399.000,363.000,22.000,3338.500,52.750,1447.000,93.500,2594.250,296.500,161.250,1295.250,0.000,697.000,1850.500,5574.000,0.000
2023-04-14 20:00:00+02:00,4873.000,12292.750,467.500,7694.500,7409.250,363.000,22.000,3993.250,4.750,1451.500,97.250,2591.500,258.250,144.250,38.500,0.000,692.750,2482.250,6139.250,0.000
2023-04-14 21:00:00+02:00,4693.000,11799.500,458.750,7566.750,7184.000,363.000,22.000,1307.250,243.500,1448.000,69.000,2583.500,240.500,136.000,3.000,0.000,685.000,2985.000,6666.500,0.000
2023-04-14 22:00:00+02:00,4600.250,11286.250,461.250,7127.250,6659.250,363.500,23.000,658.250,237.250,1446.000,49.750,2584.750,240.250,136.000,3.000,0.000,688.250,2802.500,6727.250,0.000
2023-04-14 23:00:00+02:00,4497.250,11135.500,446.000,5502.250,5402.250,363.000,23.000,532.750,141.000,1444.750,69.500,2579.000,222.000,127.500,3.000,0.000,684.750,2467.500,6599.000,0.000
2023-04-15 00:00:00+02:00,4434.750,10946.500,521.000,5160.250,4579.000,363.500,23.000,2101.250,12.250,1441.750,85.250,2583.250,227.000,133.000,3.500,0.000,692.000,2269.250,6326.750,0.000
2023-04-15 01:00:00+02:00,4401.500,10574.250,475.000,5033.500,3805.000,363.000,23.000,1392.500,112.000,1439.750,36.000,2583.250,239.000,138.250,3.000,0.000,697.250,2056.250,6177.000,0.000
2023-04-15 02:00:00+02:00,4358.500,10521.500,478.000,4363.500,3250.250,363.000,23.000,415.500,212.500,1445.750,40.250,2583.750,250.000,144.000,3.250,0.000,675.750,1631.250,6279.250,0.000
2023-04-15 03:00:00+02:00,4328.500,10403.750,532.750,4172.000,2818.500,363.000,23.000,342.750,410.000,1432.750,34.250,2584.750,252.000,144.500,3.500,0.000,682.750,1568.000,6521.750,0.000
2023-04-15 04:00:00+02:00,4335.500,10248.000,537.000,4220.500,2385.750,363.000,23.000,253.000,346.250,1423.750,30.500,2583.000,262.500,150.000,3.000,0.000,681.000,1591.250,7163.750,0.000
2023-04-15 05:00:00+02:00,4361.750,10056.250,545.000,4263.750,2073.500,363.500,22.000,140.500,740.500,1409.250,28.750,2582.500,256.000,147.500,3.500,0.000,682.500,1958.250,8195.500,0.000
2023-04-15 06:00:00+02:00,4499.750,9956.500,569.250,4232.500,2085.250,363.000,22.000,188.250,488.750,1397.750,37.250,2580.750,254.000,144.500,99.500,0.000,672.000,2455.000,9429.500,0.000
2023-04-15 07:00:00+02:00,4617.000,9991.000,541.000,4320.000,2120.250,363.000,22.000,486.250,200.500,1385.500,38.000,2582.000,263.750,148.500,1632.250,0.000,678.500,2961.500,10026.750,0.000
2023-04-15 08:00:00+02:00,4665.750,10119.250,503.500,4233.500,2152.000,363.500,22.000,679.000,134.500,1389.500,37.500,2579.000,265.000,148.500,4776.000,0.000,687.500,4168.750,9891.000,0.000
2023-04-15 09:00:00+02:00,4599.000,9461.250,511.250,3777.250,2168.000,363.500,22.000,455.250,747.500,1393.250,38.000,2579.000,261.250,147.750,8321.000,0.000,673.750,4721.750,9720.750,0.000
2023-04-15 10:00:00+02:00,4524.500,8393.750,565.500,3370.500,2089.750,363.500,21.000,444.500,844.250,1388.000,33.750,2578.750,260.000,148.500,11140.250,0.000,677.750,4699.000,10176.000,0.000
2023-04-15 11:00:00+02:00,4457.250,7568.750,607.250,3369.250,2047.750,361.250,21.000,150.750,2105.000,1380.250,27.750,2577.000,260.000,146.250,12258.500,0.000,685.750,5608.250,10823.000,0.000
2023-04-15 12:00:00+02:00,4367.000,6767.500,591.000,3099.500,2101.750,363.500,21.000,39.250,2998.750,1370.250,34.000,2576.250,260.000,145.000,12300.000,0.000,676.750,5621.000,11330.750,0.000
2023-04-15 13:00:00+02:00,4332.000,7155.750,561.000,3200.750,2047.000,364.500,21.000,0.000,5203.250,1367.500,36.500,2543.750,260.000,145.000,11551.500,0.000,667.250,5288.000,12013.000,0.000
2023-04-15 14:00:00+02:00,4344.500,7254.750,585.250,3151.750,2083.500,365.000,21.000,15.750,5803.500,1375.000,41.000,2527.500,260.000,143.250,9980.000,0.000,662.500,5003.500,12799.500,0.000
2023-04-15 15:00:00+02:00,4345.500,7829.250,588.500,3189.750,2106.750,365.000,22.000,149.250,5259.000,1362.250,39.250,2521.500,244.500,136.750,8036.500,0.000,672.000,5018.750,13215.500,0.000
2023-04-15 16:00:00+02:00,4407.000,8434.750,555.250,3083.750,2150.250,365.000,22.000,8.750,4046.000,1363.750,46.750,2519.250,217.500,123.750,5879.750,0.000,666.750,5063.750,13161.250,0.000
2023-04-15 17:00:00+02:00,4499.750,9105.000,560.000,3402.000,2285.250,365.000,21.500,30.250,3270.500,1360.250,46.000,2511.500,219.500,124.000,3756.500,0.000,663.750,4719.750,13121.500,0.000
2023-04-15 18:00:00+02:00,4701.750,10105.250,551.250,3949.500,2615.250,365.000,23.750,407.500,791.500,1355.500,44.500,2513.750,236.000,131.500,1751.000,0.000,683.000,4257.750,12951.500,0.000
2023-04-15 19:00:00+02:00,4812.250,10364.000,613.500,4905.750,3109.500,365.000,24.000,1603.000,40.250,1356.000,37.250,2450.500,232.250,132.500,404.250,0.000,684.000,3991.500,12372.500,0.000
2023-04-15 20:00:00+02:00,4824.000,10402.000,588.000,5088.500,3276.500,365.000,24.500,2163.250,85.000,1360.500,40.750,1933.500,248.250,140.500,11.750,0.000,675.750,3694.000,12317.750,0.000
2023-04-15 21:00:00+02:00,4737.250,10400.500,555.250,4919.000,3260.750,365.000,24.750,1062.750,544.750,1363.500,36.250,1667.250,233.000,133.500,3.000,0.000,687.000,3384.000,11940.500,0.000
2023-04-15 22:00:00+02:00,4648.000,10400.000,565.500,4885.000,3069.000,365.000,25.000,569.000,185.500,1364.500,37.750,1249.250,215.000,125.000,3.000,0.000,696.000,2930.000,11031.000,0.000
2023-04-15 23:00:00+02:00,4562.500,10265.500,582.000,4522.000,2848.500,365.000,25.500,585.750,188.750,1366.750,30.500,271.750,210.000,122.000,3.000,0.000,681.500,2536.500,10088.000,0.000
2023-04-16 00:00:00+02:00,4425.000,9901.000,612.750,3847.000,2604.000,365.000,26.000,689.750,42.250,1356.000,33.750,,205.750,118.500,3.250,0.000,675.250,1915.250,9326.500,0.000
2023-04-16 01:00:00+02:00,4343.250,9324.000,523.750,3739.250,2315.750,365.250,26.000,382.000,138.000,1366.250,22.750,,201.500,118.250,3.250,0.000,679.500,1508.500,8812.500,0.000
2023-04-16 02:00:00+02:00,4301.000,9243.500,530.250,3714.250,2194.750,365.250,26.000,214.250,208.500,1371.500,20.000,,200.000,118.500,3.250,0.000,674.000,1221.250,8554.250,0.000
2023-04-16 03:00:00+02:00,4285.250,8898.500,569.500,3754.000,2157.000,365.000,26.000,118.250,193.750,1357.000,17.000,,200.000,119.000,3.250,0.000,674.250,1256.250,8454.000,0.000
2023-04-16 04:00:00+02:00,4269.000,8832.000,572.750,3756.750,2143.750,365.000,26.000,97.250,1258.750,1352.750,22.000,,200.250,117.750,3.000,0.000,678.250,1033.500,8323.500,0.000
2023-04-16 05:00:00+02:00,4295.500,8835.250,545.000,3920.500,2201.250,365.000,25.000,69.500,868.750,1358.250,21.500,,212.750,122.750,3.250,0.000,683.500,846.750,8200.250,0.000
2023-04-16 06:00:00+02:00,4350.750,8909.500,598.750,3999.000,2228.500,365.000,25.000,57.000,533.500,1347.500,56.750,,213.000,123.000,89.750,0.000,667.500,888.750,8022.250,0.000
2023-04-16 07:00:00+02:00,4366.750,9316.500,617.000,4042.500,2398.250,365.000,25.000,54.500,741.750,1333.500,51.000,,213.000,123.250,971.500,0.000,675.750,1138.500,7424.500,0.000
2023-04-16 08:00:00+02:00,4437.750,9777.750,627.250,4113.250,2853.750,365.000,25.000,299.500,152.500,1347.750,36.250,,213.000,123.750,2899.000,0.000,665.000,1038.000,6506.750,0.000
2023-04-16 09:00:00+02:00,4479.250,10344.500,608.750,4275.250,3046.750,365.000,25.000,595.500,28.000,1361.750,41.500,,215.000,126.000,5260.250,0.000,671.500,932.250,5632.250,0.000
2023-04-16 10:00:00+02:00,4423.500,10433.500,600.250,3796.500,2778.250,364.500,24.250,530.750,326.000,1365.500,32.000,,228.000,131.500,8230.500,0.000,687.750,985.250,5352.750,0.000
2023-04-16 11:00:00+02:00,4338.500,10409.000,568.500,3749.750,2584.750,363.500,24.250,653.250,309.500,1371.750,142.750,,228.000,132.250,10297.250,0.000,680.500,987.250,5406.000,0.000
2023-04-16 12:00:00+02:00,4266.500,10285.750,595.250,3638.250,2612.500,363.000,24.000,509.000,993.250,1385.000,44.000,,228.000,133.000,11451.750,0.000,681.000,841.500,5623.000,0.000
2023-04-16 13:00:00+02:00,4198.250,10012.500,590.500,3440.250,2503.000,363.250,24.000,230.250,3846.750,1399.250,31.750,,228.000,133.000,11831.500,0.000,676.000,910.750,5789.500,0.000
2023-04-16 14:00:00+02:00,4181.750,9784.500,597.250,3465.500,2553.750,367.000,24.000,1.500,5499.000,1407.750,31.000,,229.500,133.750,11694.250,0.000,674.500,793.000,5727.750,0.000
2023-04-16 15:00:00+02:00,4173.750,9962.250,621.000,3764.000,2722.250,371.000,24.000,0.000,4416.500,1402.500,31.250,,237.500,137.500,10445.500,0.000,673.250,727.500,5890.250,0.000
2023-04-16 16:00:00+02:00,4231.250,10222.000,626.250,3616.500,2566.000,371.250,24.000,56.750,4380.750,1421.000,142.000,,218.000,127.500,8428.750,0.000,673.000,574.750,6056.250,0.000
2023-04-16 17:00:00+02:00,4366.250,10563.500,598.250,4109.250,3174.750,371.000,24.000,632.250,1141.750,1435.000,110.250,,224.250,128.000,5801.500,0.000,677.750,470.500,6071.000,0.000
2023-04-16 18:00:00+02:00,4565.250,11078.750,543.750,5011.750,4154.500,371.000,24.000,2184.750,20.500,1426.250,227.250,,235.500,133.000,2876.000,0.000,682.000,363.250,5888.750,0.000
2023-04-16 19:00:00+02:00,4649.000,11289.000,568.000,5326.250,4776.000,371.250,24.000,2986.000,8.000,1426.250,218.500,,228.250,130.000,695.250,0.000,678.500,444.750,5594.500,0.000
2023-04-16 20:00:00+02:00,4662.750,11202.000,551.250,5377.500,4952.000,371.000,24.250,5307.000,4.500,1440.250,165.750,,248.750,139.000,15.000,0.000,685.000,567.750,5632.500,0.000
2023-04-16 21:00:00+02:00,4598.000,11183.250,612.000,5446.000,4904.250,371.000,24.750,3497.750,6.250,1450.250,98.500,,254.000,142.000,3.250,0.000,685.750,586.750,5811.500,0.000
2023-04-16 22:00:00+02:00,4497.750,11187.250,622.250,5317.500,4710.500,371.000,25.000,2078.750,42.250,1452.000,78.750,,236.500,134.250,3.000,0.000,684.500,450.000,5826.500,0.000
2023-04-16 23:00:00+02:00,4359.500,11187.500,616.250,5208.750,4547.250,371.500,25.750,416.250,209.250,1455.500,84.750,,235.000,133.750,3.000,0.000,674.250,284.250,5807.250,0.000
2023-04-17 00:00:00+02:00,4171.500,11192.250,659.500,5079.000,4519.750,371.000,26.000,317.250,1168.000,1469.250,50.250,,235.000,135.000,2.750,0.000,686.750,193.250,5396.250,0.000
2023-04-17 01:00:00+02:00,4120.750,11206.000,643.500,5031.250,4284.000,371.000,26.000,123.500,1427.250,1473.500,24.500,,235.000,135.000,2.750,0.000,683.500,151.250,4958.250,0.000
2023-04-17 02:00:00+02:00,4098.250,11140.750,635.500,5111.750,4285.000,371.250,26.000,263.750,1477.750,1467.500,35.500,,235.000,134.000,2.500,0.000,676.250,167.250,4594.500,0.000
2023-04-17 03:00:00+02:00,4108.250,11102.000,630.250,5267.750,4641.500,371.000,26.000,122.250,2066.750,1483.750,64.500,,235.750,132.250,2.000,0.000,676.000,232.750,4446.500,0.000
2023-04-17 04:00:00+02:00,4142.750,11118.750,640.250,5861.750,5029.000,371.000,26.000,9.250,1809.750,1484.500,108.250,,257.500,142.750,2.750,0.000,682.000,257.000,4539.250,0.000
2023-04-17 05:00:00+02:00,4214.250,11257.750,641.250,6880.750,5570.000,371.250,26.000,70.250,1109.750,1466.000,40.250,,264.750,147.000,3.500,0.000,669.500,238.500,4761.250,0.000
2023-04-17 06:00:00+02:00,4524.500,11367.000,640.000,8242.750,6186.500,371.250,25.000,2975.250,230.750,1474.750,277.500,,265.000,146.500,154.750,0.000,661.500,290.000,4940.000,0.000
2023-04-17 07:00:00+02:00,4675.750,11445.250,591.250,8528.500,6460.500,371.000,24.250,6200.000,3.000,1495.000,462.750,,265.000,146.000,1828.250,0.000,655.000,329.250,4861.500,0.000
2023-04-17 08:00:00+02:00,4726.750,11537.750,577.000,8742.250,6569.000,371.000,24.000,6025.500,1.250,1487.500,328.750,,279.250,152.250,5428.250,0.000,645.500,409.500,4023.750,0.000
2023-04-17 09:00:00+02:00,4677.500,11267.750,594.500,9051.500,6471.750,371.000,24.000,5017.750,5.750,1489.750,139.750,,283.000,157.250,10344.250,0.000,646.000,475.750,3641.000,0.000
2023-04-17 10:00:00+02:00,4546.500,10599.250,585.000,9050.000,6186.000,371.000,24.750,3371.500,106.250,1487.750,387.250,,283.250,157.000,15043.250,0.000,643.000,441.500,4114.750,0.000
2023-04-17 11:00:00+02:00,4396.250,10330.500,570.750,7846.750,5868.000,371.000,25.000,779.500,440.500,1503.500,70.000,,283.750,157.500,19159.250,0.000,662.250,594.750,5049.000,0.000
2023-04-17 12:00:00+02:00,4212.000,10388.750,615.000,6005.000,5164.500,371.000,25.000,65.750,1556.750,1498.750,22.500,,267.250,148.250,21879.750,0.000,646.750,792.750,6765.000,0.000
2023-04-17 13:00:00+02:00,4177.000,10380.750,605.750,5537.750,4647.750,367.000,24.250,83.500,2097.500,1509.000,98.000,,244.000,136.500,22508.750,0.000,652.000,951.500,8617.250,0.000
2023-04-17 14:00:00+02:00,4137.000,9617.250,588.500,5242.750,4272.750,367.000,24.000,26.750,3241.000,1520.250,59.500,,227.000,129.000,21154.750,0.000,637.500,1129.250,10139.000,0.000
2023-04-17 15:00:00+02:00,4161.250,9701.250,563.250,5216.000,4342.500,368.000,24.000,505.750,2723.500,1482.000,36.000,,208.500,121.250,18295.500,0.000,635.250,964.750,11140.500,0.000
2023-04-17 16:00:00+02:00,4243.000,10731.500,581.750,5178.250,4448.250,367.000,23.000,412.000,1982.000,1493.250,17.750,,201.000,117.250,14269.000,0.000,643.750,1253.000,11940.500,0.000
2023-04-17 17:00:00+02:00,4364.500,11215.750,622.000,5834.500,4555.500,367.000,23.000,919.500,1012.500,1473.750,130.750,,223.750,128.500,9683.000,0.000,653.000,1594.250,12819.500,0.000
2023-04-17 18:00:00+02:00,4577.000,11509.000,626.000,7063.000,4753.500,367.000,23.000,1579.750,10.250,1454.500,126.250,,244.000,137.000,4772.750,0.000,644.750,1769.250,13303.500,0.000
2023-04-17 19:00:00+02:00,4655.000,11508.750,629.500,7707.500,5185.750,367.000,24.000,4227.250,4.500,1431.000,187.750,,265.000,148.000,1224.750,0.000,646.000,1934.250,12842.750,0.000
2023-04-17 20:00:00+02:00,4658.000,11544.750,647.000,7620.000,5233.250,367.000,24.000,4183.000,22.750,1416.250,206.250,,265.000,148.750,38.000,0.000,639.250,1977.000,13005.000,0.000
2023-04-17 21:00:00+02:00,4562.250,11559.750,611.750,7515.250,5142.000,367.000,24.500,2745.500,166.750,1394.000,248.750,,265.000,149.000,3.250,0.000,638.250,2089.250,13626.250,0.000
2023-04-17 22:00:00+02:00,4405.750,11520.250,616.500,6935.000,4779.750,367.000,25.250,446.500,154.000,1378.750,190.750,,249.750,142.250,3.000,0.000,644.500,2101.250,13391.750,0.000
2023-04-17 23:00:00+02:00,4267.000,11280.500,626.250,5617.500,4172.250,368.250,26.000,139.250,837.000,1367.250,85.750,,259.750,147.000,2.250,0.000,648.750,2173.000,13489.250,0.000
2023-04-18 00:00:00+02:00,4140.250,11115.000,654.000,4816.250,3209.250,367.000,25.250,103.000,1803.750,1367.750,62.250,,239.500,138.500,2.000,0.000,651.250,2006.750,13638.250,0.000
2023-04-18 01:00:00+02:00,4140.500,10898.250,670.000,4503.750,2824.000,367.000,25.500,143.750,2979.500,1372.500,122.250,,240.000,136.750,2.750,0.000,651.500,1905.250,13034.750,0.000
2023-04-18 02:00:00+02:00,4133.000,10887.750,682.750,4478.250,2811.500,367.000,26.000,13.750,4347.500,1366.750,137.750,,243.500,137.500,3.000,0.000,649.000,2050.000,12505.250,0.000
2023-04-18 03:00:00+02:00,4114.250,11042.000,662.500,4506.000,3467.250,367.000,26.000,29.750,4229.000,1352.750,58.750,,263.500,147.000,2.750,0.000,647.250,2005.250,12629.750,0.000
2023-04-18 04:00:00+02:00,4153.250,11198.750,666.250,4568.000,3699.750,367.000,25.250,112.500,3243.250,1343.000,31.750,,251.750,142.250,2.250,0.000,641.250,2242.750,12857.000,0.000
2023-04-18 05:00:00+02:00,4238.000,11256.000,671.000,4961.250,4238.250,367.000,25.000,302.000,1601.250,1332.750,54.250,,248.500,140.000,3.500,0.000,637.750,2436.750,13484.000,0.000
2023-04-18 06:00:00+02:00,4466.750,11550.750,666.750,5394.750,5595.000,367.500,24.000,1061.000,205.750,1349.500,144.500,,241.750,136.750,211.750,0.000,634.000,2351.750,13936.000,0.000
2023-04-18 07:00:00+02:00,4623.750,11555.250,671.250,5855.000,6517.000,367.000,24.000,4005.750,8.500,1366.000,129.750,,256.000,139.000,2206.500,0.000,632.500,2292.250,13228.000,0.000
2023-04-18 08:00:00+02:00,4648.500,11481.000,677.500,6255.000,7252.000,367.000,24.000,4542.000,1.750,1377.750,321.750,,273.000,149.250,5766.000,0.000,633.750,2381.250,11869.750,0.000
2023-04-18 09:00:00+02:00,4563.750,11418.500,678.000,6297.750,7206.250,367.000,22.500,2656.250,252.750,1380.500,159.250,,278.000,152.500,9946.000,0.000,634.000,2353.750,11528.750,0.000
2023-04-18 10:00:00+02:00,4396.750,11093.500,677.750,6224.500,6688.750,367.000,23.500,1510.000,221.750,1371.000,182.000,,267.250,143.000,13847.000,0.000,644.000,1834.750,12999.250,0.000
2023-04-18 11:00:00+02:00,4287.250,10728.250,666.500,5550.750,6106.500,367.000,24.000,810.250,144.000,1375.250,92.250,,249.000,133.250,16353.500,0.000,636.500,1646.250,14237.000,0.000
2023-04-18 12:00:00+02:00,4150.500,10399.000,644.500,4929.250,5795.000,367.000,23.500,629.750,666.750,1402.250,73.250,,257.750,138.750,18205.500,0.000,638.000,1496.250,15107.750,0.000
2023-04-18 13:00:00+02:00,4088.000,10280.250,630.750,4506.750,5667.000,367.000,24.000,571.500,1227.250,1419.500,81.750,,237.000,128.750,18636.000,0.000,638.500,1451.500,16049.750,0.000
2023-04-18 14:00:00+02:00,4092.750,10585.750,639.250,4276.750,5840.000,367.000,24.000,324.750,1648.750,1413.000,83.250,,246.500,135.750,17822.750,0.000,648.000,1644.500,17082.500,0.000
2023-04-18 15:00:00+02:00,4124.250,11021.000,654.500,4147.500,5682.250,367.000,24.000,485.000,3123.000,1399.250,62.500,,237.000,135.000,15914.750,0.000,652.250,1585.000,17652.500,0.000
2023-04-18 16:00:00+02:00,4193.750,11534.500,651.500,4232.000,5551.750,367.000,24.000,397.000,2521.000,1378.250,84.250,,230.750,134.750,12719.000,0.000,651.500,1935.750,18045.500,0.000
2023-04-18 17:00:00+02:00,4366.000,12002.750,620.500,4291.250,5606.500,367.000,23.750,1070.750,654.750,1363.500,108.000,,244.250,139.500,8670.000,0.000,649.000,2250.250,18091.500,0.000
2023-04-18 18:00:00+02:00,4585.250,12076.500,581.250,5133.500,5992.750,367.500,24.000,1717.500,343.750,1353.250,165.250,,249.250,144.500,4324.250,0.000,652.250,2879.750,18219.750,0.000
2023-04-18 19:00:00+02:00,4682.500,11940.500,519.750,5528.500,6176.500,367.000,24.000,3877.250,9.750,1352.250,254.250,,266.500,153.000,1134.250,0.000,656.750,3478.000,16864.750,0.000
2023-04-18 20:00:00+02:00,4645.750,11790.500,505.250,5540.250,6174.000,367.000,24.000,3793.000,10.250,1347.250,249.750,,261.250,150.500,44.000,0.000,653.750,4003.750,17381.250,0.000
2023-04-18 21:00:00+02:00,4543.000,11799.250,499.500,5485.000,5719.250,367.000,24.000,1741.750,308.250,1338.000,288.750,,253.500,146.750,3.500,0.000,658.000,4038.750,19148.500,0.000
2023-04-18 22:00:00+02:00,4348.750,11410.000,459.750,4837.750,5216.500,367.000,25.000,278.750,1100.250,1320.000,143.750,,253.000,147.000,3.000,0.000,663.750,4042.250,19818.000,0.000
2023-04-18 23:00:00+02:00,4223.000,11085.750,467.250,4512.500,4539.250,367.000,25.000,138.500,1408.750,1304.000,90.000,,253.250,147.000,2.750,0.000,666.250,3696.000,19855.000,0.000
2023-04-19 00:00:00+02:00,4121.250,10353.000,530.000,3994.750,4084.500,367.000,25.000,139.000,1208.000,1305.750,135.750,,254.000,146.750,3.000,0.000,661.500,3515.250,18953.250,0.000
2023-04-19 01:00:00+02:00,4106.750,9933.000,462.250,3963.250,3823.000,367.250,25.500,7.250,3512.500,1303.000,128.000,,247.250,143.250,3.000,0.000,658.250,3523.250,17687.250,0.000
2023-04-19 02:00:00+02:00,4089.750,9327.750,454.000,3881.000,3793.750,367.250,25.750,121.250,3395.500,1291.250,105.250,,247.500,144.000,2.750,0.000,665.250,3525.750,16584.250,0.000
2023-04-19 03:00:00+02:00,4076.250,8963.500,455.000,3736.000,4374.000,367.250,26.000,31.500,2810.250,1289.750,45.000,,248.000,144.000,3.000,0.000,654.250,2952.250,16497.750,0.000
2023-04-19 04:00:00+02:00,4141.500,8994.000,385.500,3890.250,4514.250,367.250,25.750,32.500,2012.250,1299.250,98.000,,250.000,145.500,3.000,0.000,644.750,2935.250,16612.250,0.000
2023-04-19 05:00:00+02:00,4223.750,10064.250,374.000,4499.500,4616.500,367.500,25.000,485.000,552.750,1285.500,101.500,,263.000,152.500,5.750,0.000,651.500,2980.000,16937.750,0.000
2023-04-19 06:00:00+02:00,4494.500,10705.500,378.000,5005.500,5401.000,370.250,24.750,2361.500,213.000,1267.750,236.250,,263.000,151.250,314.000,0.000,640.750,2671.250,17531.750,0.000
2023-04-19 07:00:00+02:00,4634.250,10427.250,367.750,5293.500,5596.000,477.500,24.750,4570.000,7.000,1276.250,336.750,,263.000,148.750,3043.000,0.000,640.250,2291.750,16166.250,0.000
2023-04-19 08:00:00+02:00,4650.500,10030.250,361.250,5623.250,6459.250,612.250,24.000,3557.750,7.250,1291.750,260.000,,265.750,147.000,8767.750,0.000,642.750,1766.250,14404.000,0.000
2023-04-19 09:00:00+02:00,4458.000,9235.250,367.000,5825.500,6745.250,786.000,24.750,1339.000,627.000,1313.500,98.000,,266.250,145.250,15353.750,0.000,642.250,1684.000,14620.500,0.000
2023-04-19 10:00:00+02:00,4259.750,7175.000,360.750,4701.500,6728.750,783.750,25.000,384.500,2059.750,1329.250,66.000,,256.000,142.250,20546.000,0.000,658.250,1611.250,18662.500,0.000
2023-04-19 11:00:00+02:00,4131.000,5414.250,368.000,4213.500,6805.500,788.500,24.500,94.750,3923.750,1321.500,45.500,,234.500,131.750,24171.500,0.000,650.000,1476.750,21242.750,0.000
2023-04-19 12:00:00+02:00,4049.500,5229.250,373.250,3753.750,6868.000,790.250,24.000,181.250,4994.000,1335.750,69.000,,211.000,120.500,26326.250,0.000,648.000,1188.500,21828.000,0.000
2023-04-19 13:00:00+02:00,4015.750,5228.000,366.000,3791.000,6771.000,790.000,24.000,91.000,5750.500,1324.250,37.750,,209.000,122.500,25945.250,0.000,652.750,1202.000,22749.500,0.000
2023-04-19 14:00:00+02:00,3994.750,5214.500,428.500,3721.250,6644.750,790.250,24.000,21.000,5889.750,1318.250,45.750,,198.750,120.000,24048.750,0.000,655.750,1241.250,23333.000,0.000
2023-04-19 15:00:00+02:00,4008.000,5555.250,432.000,3540.000,6588.500,769.500,25.000,111.250,4892.000,1308.250,56.000,,183.750,111.750,20973.000,0.000,660.500,1055.500,23950.750,0.000
2023-04-19 16:00:00+02:00,4104.250,6538.750,456.000,3661.250,6456.750,650.000,25.000,216.000,4170.500,1316.250,57.000,,182.750,111.250,16437.000,0.000,647.000,1136.000,24818.500,0.000
2023-04-19 17:00:00+02:00,4229.000,7634.500,437.750,3870.500,6277.500,362.250,25.000,68.250,3531.750,1309.250,38.000,,220.500,129.250,11195.750,0.000,649.500,1741.500,26196.750,0.000
