,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Solar,Waste,Wind Offshore,Wind Onshore,Wind Onshore
,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption
timestamp_cec,,,,,,,,,,,,,,,,,,,,
2023-01-01 00:00:00+01:00,4044.500,3859.250,651.250,1594.750,2067.500,306.500,25.250,125.250,2076.750,1215.000,81.000,2459.500,187.000,91.250,1.750,0.000,747.750,3059.250,28989.000,0.000
2023-01-01 01:00:00+01:00,4024.000,3866.500,629.250,1437.000,2052.000,306.000,25.000,302.500,1767.750,1212.500,35.000,2458.750,187.000,92.500,2.000,0.000,737.750,3586.000,29630.500,0.000
2023-01-01 02:00:00+01:00,3997.000,3860.250,571.250,1435.500,2034.250,305.750,25.000,141.500,3050.250,1211.000,32.500,2459.750,187.000,92.500,1.750,0.000,731.250,3842.250,29560.000,0.000
2023-01-01 03:00:00+01:00,4003.250,3864.750,579.250,1433.250,2037.000,306.000,25.000,96.250,3704.000,1208.750,35.500,2460.500,187.000,92.000,2.000,0.000,731.750,3463.250,27538.500,0.000
2023-01-01 04:00:00+01:00,4026.750,3841.000,604.750,1431.500,2040.250,306.000,25.000,188.250,3800.750,1204.250,60.750,2461.000,187.000,92.000,2.250,0.000,734.250,3462.250,26981.250,0.000
2023-01-01 05:00:00+01:00,4048.500,3804.000,606.500,1426.250,2036.500,306.000,25.000,143.500,4059.500,1203.750,44.000,2465.250,187.000,91.500,2.500,0.000,723.750,3340.000,27402.500,0.000
2023-01-01 06:00:00+01:00,4088.500,3801.500,609.250,1444.500,2033.000,306.000,24.750,94.500,4248.250,1195.750,48.500,2464.250,187.500,91.000,2.000,0.000,725.250,3268.500,27367.000,0.000
2023-01-01 07:00:00+01:00,4146.500,3830.500,617.500,1444.500,2031.000,306.000,25.000,176.000,3287.750,1191.250,115.250,2464.250,187.750,91.000,2.250,0.000,728.000,3479.750,27758.500,0.000
2023-01-01 08:00:00+01:00,4200.750,3788.750,618.500,1442.000,2037.250,305.500,25.000,87.000,2772.000,1194.250,51.250,2462.750,187.750,90.500,507.000,0.000,739.250,3117.500,26976.750,0.000
2023-01-01 09:00:00+01:00,4229.000,3786.500,603.500,1438.750,2028.000,305.250,24.250,55.250,1903.500,1208.750,44.250,2466.250,187.750,90.000,3323.750,0.000,734.250,3467.750,25745.750,0.000
2023-01-01 10:00:00+01:00,4243.250,3808.250,561.250,1435.750,1997.500,308.500,23.000,216.000,1726.000,1215.250,167.000,2464.000,188.000,91.000,6358.000,0.000,728.750,3396.250,24513.250,0.000
2023-01-01 11:00:00+01:00,4245.250,3824.750,575.250,1436.500,2005.250,308.000,22.000,191.250,1292.000,1214.750,116.000,2461.750,187.500,92.000,8449.250,0.000,731.250,3599.500,23494.250,0.000
2023-01-01 12:00:00+01:00,4202.750,3834.250,584.000,1441.500,2021.000,308.000,21.250,487.250,1194.750,1213.250,75.500,2458.500,187.250,94.750,8873.000,0.000,733.750,3628.250,21903.000,0.000
2023-01-01 13:00:00+01:00,4198.500,4018.750,603.250,1441.500,2046.500,308.000,21.000,286.000,1590.500,1210.000,56.000,2456.000,187.500,95.500,7784.750,0.000,744.500,4063.750,20629.750,0.000
2023-01-01 14:00:00+01:00,4174.000,4070.250,608.500,1443.250,2048.000,308.000,21.000,558.750,1829.750,1194.500,79.500,2453.750,187.000,95.250,4984.750,0.000,746.750,6562.000,20766.000,0.000
2023-01-01 15:00:00+01:00,4293.000,4097.500,648.000,1443.750,2081.500,308.000,21.500,899.500,1021.750,1182.250,57.750,2449.500,187.000,95.750,1789.500,0.000,740.000,6701.000,22341.750,0.000
2023-01-01 16:00:00+01:00,4396.500,4283.750,609.250,1544.250,2450.250,308.000,23.000,2176.750,261.250,1177.500,105.000,2452.000,187.000,94.250,105.500,0.000,734.000,6658.750,21018.000,0.000
2023-01-01 17:00:00+01:00,4488.250,4290.750,601.500,1521.500,2237.750,308.000,24.500,2839.500,183.250,1179.000,91.250,2456.750,187.000,93.500,3.250,0.000,755.500,6555.000,19993.000,0.000
2023-01-01 18:00:00+01:00,4485.250,4602.000,628.250,1587.000,2361.750,308.000,25.000,3054.500,387.250,1179.500,54.250,2457.250,187.250,94.500,2.000,0.000,752.500,6180.000,19730.000,0.000
2023-01-01 19:00:00+01:00,4442.500,4513.250,592.250,1566.500,2377.500,308.000,25.000,2418.000,494.000,1176.500,59.500,2458.750,192.000,97.750,2.000,0.000,748.250,6006.250,19398.500,0.000
2023-01-01 20:00:00+01:00,4371.500,4456.000,643.750,1593.500,2196.500,308.000,25.750,1269.000,632.500,1173.000,43.500,2462.250,187.500,95.000,2.250,0.000,755.750,5592.750,19769.250,0.000
2023-01-01 21:00:00+01:00,4299.250,4518.500,589.750,1562.250,1913.250,308.000,26.000,1123.250,624.250,1173.750,23.000,2461.750,187.000,95.000,2.500,0.000,748.500,6097.000,19606.000,0.000
2023-01-01 22:00:00+01:00,4225.250,4530.000,585.000,1569.000,1897.250,305.250,26.000,1212.250,524.250,1166.500,61.000,2461.500,187.500,95.250,2.250,0.000,748.500,5142.000,18615.250,0.000
2023-01-01 23:00:00+01:00,4140.500,4601.000,614.750,1569.250,1865.750,305.500,26.000,457.500,1041.000,1162.500,32.000,2460.500,187.250,95.000,2.250,0.000,753.500,4729.250,18323.750,0.000
2023-01-02 00:00:00+01:00,4036.500,4722.000,597.000,1631.500,1982.750,306.000,26.000,92.750,2814.500,1172.750,92.750,2462.750,186.000,95.000,2.000,0.000,754.250,2881.000,18794.750,0.000
2023-01-02 01:00:00+01:00,4021.250,4752.250,565.250,1597.750,1969.750,306.000,26.000,114.500,3575.250,1179.750,44.000,2461.250,186.000,95.750,2.000,0.000,746.500,1745.250,19322.000,0.000
2023-01-02 02:00:00+01:00,4002.750,4768.750,593.000,1620.000,2011.000,306.000,26.000,91.750,3610.750,1181.000,76.250,2461.000,186.000,96.750,2.250,0.000,729.250,1183.750,21199.500,0.000
2023-01-02 03:00:00+01:00,4008.750,4813.500,622.750,1617.500,2019.250,306.000,27.000,115.500,4576.250,1180.500,86.500,2460.500,186.000,96.750,2.000,0.000,740.250,851.000,22844.500,0.000
2023-01-02 04:00:00+01:00,4059.750,5608.250,614.750,1640.500,2053.750,306.000,26.500,97.000,4343.250,1184.500,89.500,2459.250,186.250,97.000,2.250,0.000,735.250,682.000,24816.750,0.000
2023-01-02 05:00:00+01:00,4122.500,6319.500,597.500,1699.000,2145.500,306.000,25.250,139.000,4373.250,1174.500,109.500,2459.500,189.750,99.000,2.000,0.000,709.750,858.500,25943.250,0.000
2023-01-02 06:00:00+01:00,4208.250,8034.250,584.250,1900.500,2383.500,306.000,25.000,830.750,2448.000,1167.500,59.500,2459.500,192.500,99.000,2.250,0.000,748.000,1174.250,27817.750,0.000
2023-01-02 07:00:00+01:00,4350.750,10114.250,602.000,2034.500,2691.250,306.000,24.250,464.000,934.250,1168.000,74.500,2462.250,194.000,99.250,2.250,0.000,752.500,1299.750,29205.250,0.000
2023-01-02 08:00:00+01:00,4450.000,10793.250,604.250,2100.250,2919.750,306.000,24.000,550.500,900.500,1173.000,48.500,2461.750,194.000,98.000,425.000,0.000,769.750,1746.750,30518.000,0.000
2023-01-02 09:00:00+01:00,4494.500,11788.000,585.500,2220.750,3211.500,306.000,24.000,899.250,647.500,1193.000,46.000,2463.000,194.000,96.500,2683.250,0.000,779.250,1978.250,30387.500,0.000
2023-01-02 10:00:00+01:00,4495.250,12474.250,587.000,2384.500,3457.500,306.000,23.500,1583.500,320.000,1205.250,120.000,2463.000,205.500,99.500,5214.000,0.000,779.000,2289.750,28520.500,0.000
2023-01-02 11:00:00+01:00,4464.250,12563.250,577.750,2494.500,3698.000,306.000,22.500,1490.000,63.250,1214.750,99.000,2465.000,211.000,104.250,6972.000,0.000,772.000,3031.750,27258.000,0.000
2023-01-02 12:00:00+01:00,4414.000,12670.500,600.000,2263.750,3398.500,306.000,22.000,765.750,396.750,1221.500,100.500,2463.000,199.500,97.750,7210.500,0.000,780.000,3315.750,26782.000,0.000
2023-01-02 13:00:00+01:00,4402.250,13115.500,601.750,2161.500,3505.750,306.000,22.000,325.500,421.250,1200.500,128.500,2459.250,236.000,96.000,5673.750,0.000,794.250,4467.500,25762.000,0.000
2023-01-02 14:00:00+01:00,4415.000,13232.000,614.250,2433.750,3761.250,306.000,22.000,534.500,314.500,1184.250,45.000,2458.000,244.000,100.750,3218.750,0.000,774.250,5731.250,24796.500,0.000
2023-01-02 15:00:00+01:00,4486.750,13383.750,603.750,2497.750,3849.500,306.000,22.250,774.250,175.000,1177.250,42.250,2459.000,251.000,106.750,974.000,0.000,777.250,5931.250,23525.500,0.000
2023-01-02 16:00:00+01:00,4629.250,13392.500,629.500,2558.500,3971.250,306.000,23.000,1860.000,194.250,1184.750,55.250,2458.000,251.000,107.500,48.750,0.000,791.750,6211.750,22743.250,0.000
2023-01-02 17:00:00+01:00,4721.000,13396.000,578.000,2749.750,4163.750,306.000,23.750,5175.000,233.500,1195.500,51.500,2456.250,251.000,106.000,4.000,0.000,791.250,6376.250,22791.250,0.000
2023-01-02 18:00:00+01:00,4735.750,13392.000,509.250,2741.750,4272.500,306.000,24.000,5212.500,247.000,1202.750,56.750,2455.250,251.000,101.500,2.250,0.000,789.750,6132.750,23423.500,0.000
2023-01-02 19:00:00+01:00,4686.500,13421.750,544.250,2808.000,4365.250,306.000,24.000,3826.750,156.750,1207.500,91.250,2457.000,252.000,104.250,1.750,0.000,791.000,6057.750,23045.500,0.000
2023-01-02 20:00:00+01:00,4545.500,13416.500,509.750,2715.750,4235.500,306.000,24.000,895.500,677.750,1223.000,39.750,2457.500,252.000,101.500,2.000,0.000,789.000,5847.500,22339.000,0.000
2023-01-02 21:00:00+01:00,4399.500,13416.750,526.750,2609.000,3837.500,306.000,25.000,311.250,506.250,1228.250,50.000,2456.750,252.000,102.000,2.000,0.000,785.000,5545.750,21450.500,0.000
2023-01-02 22:00:00+01:00,4294.250,13498.500,532.500,2557.500,3638.750,306.000,25.250,198.250,237.500,1238.250,54.750,2458.250,252.000,104.500,2.000,0.000,788.750,5237.750,20375.750,0.000
2023-01-02 23:00:00+01:00,4275.000,13397.000,532.500,2459.000,3287.500,306.000,25.000,94.250,1312.500,1249.500,57.250,2458.750,252.000,105.500,1.750,0.000,783.000,4888.000,19791.750,0.000
2023-01-03 00:00:00+01:00,4174.000,12886.000,612.000,2236.000,3425.250,306.000,25.000,63.250,3337.750,1260.000,34.000,2457.750,245.750,100.000,1.250,0.000,809.500,4406.000,19054.250,0.000
2023-01-03 01:00:00+01:00,4158.250,12811.750,578.000,2204.750,3444.500,306.000,25.000,81.250,3189.250,1265.750,34.750,2457.750,257.750,106.500,1.500,0.000,801.500,4227.500,18058.500,0.000
2023-01-03 02:00:00+01:00,4142.500,12572.750,620.000,2020.500,3364.750,306.000,25.000,145.750,5284.000,1276.750,84.500,2461.250,245.000,100.000,2.000,0.000,797.000,4113.250,16695.500,0.000
2023-01-03 03:00:00+01:00,4131.000,12695.000,561.250,2058.500,3387.500,306.000,26.000,111.500,5130.000,1264.250,54.000,2461.500,239.000,97.750,2.000,0.000,790.500,3952.250,15398.500,0.000
2023-01-03 04:00:00+01:00,4162.500,12810.750,543.250,2133.750,3707.500,306.000,26.000,94.000,4936.500,1266.750,33.000,2464.250,248.500,102.250,2.000,0.000,776.000,3842.500,14126.000,0.000
2023-01-03 05:00:00+01:00,4204.000,12826.500,532.250,2328.000,4610.500,306.000,26.000,99.000,2594.750,1271.500,53.750,2464.500,255.500,105.000,2.000,0.000,778.250,3441.250,13057.250,0.000
2023-01-03 06:00:00+01:00,4297.500,12920.500,547.250,3183.000,6500.250,307.250,26.000,782.750,618.750,1250.750,60.250,2464.250,272.500,113.000,2.000,0.000,772.750,3084.000,12488.750,0.000
2023-01-03 07:00:00+01:00,4514.000,13133.250,553.750,3640.750,7723.750,306.750,26.000,3105.750,230.750,1258.000,71.750,2463.250,291.750,122.250,2.500,0.000,775.250,2641.750,12161.000,0.000
2023-01-03 08:00:00+01:00,4620.250,13521.250,538.000,3732.500,8442.750,305.250,26.000,3880.500,65.250,1264.000,29.250,2462.750,298.000,121.000,230.250,0.000,781.500,2503.000,11706.250,0.000
2023-01-03 09:00:00+01:00,4599.250,13519.250,543.250,3735.750,8867.000,302.000,26.000,4358.250,94.500,1267.250,27.750,2466.000,298.000,120.000,2434.250,0.000,796.750,2955.500,10740.500,0.000
2023-01-03 10:00:00+01:00,4561.250,13547.000,549.500,3717.250,8981.000,302.000,26.000,2615.250,55.000,1265.500,28.250,2464.500,298.000,120.500,5879.250,0.000,777.000,3615.000,9312.250,0.000
2023-01-03 11:00:00+01:00,4495.250,13457.750,526.500,3692.250,9032.000,302.000,25.500,3354.250,39.000,1264.500,32.500,2464.500,297.000,122.000,9228.750,0.000,785.000,4054.250,7662.000,0.000
2023-01-03 12:00:00+01:00,4426.500,13468.750,511.750,3646.250,8907.000,302.000,25.250,1741.000,6.250,1260.250,32.750,2461.750,297.000,122.250,10105.500,0.000,781.250,3626.000,7366.250,0.000
2023-01-03 13:00:00+01:00,4446.750,13500.000,524.000,3697.500,8738.750,298.750,25.000,1686.750,7.750,1265.750,34.750,2458.500,297.250,123.000,8384.250,0.000,787.500,3757.250,7533.250,0.000
2023-01-03 14:00:00+01:00,4509.500,13638.250,521.500,3711.500,8645.250,298.000,25.000,2023.500,8.500,1283.000,83.000,2458.000,297.000,126.250,5451.500,0.000,794.500,4319.750,7195.250,0.000
2023-01-03 15:00:00+01:00,4619.000,13714.500,544.000,3780.250,8462.750,296.250,25.000,3024.250,5.000,1283.000,115.000,2457.500,297.250,126.500,2018.000,0.000,801.000,4756.750,7188.750,0.000
2023-01-03 16:00:00+01:00,4736.500,13747.000,527.250,3887.000,8310.750,296.000,25.000,4172.000,15.500,1282.250,212.500,2457.000,298.000,127.500,121.250,0.000,806.250,4747.250,8461.250,0.000
2023-01-03 17:00:00+01:00,4784.500,13835.250,541.000,4258.750,8180.250,296.000,25.000,6944.000,73.250,1285.500,524.250,2458.000,298.000,127.750,4.000,0.000,810.750,5278.500,10876.750,0.000
2023-01-03 18:00:00+01:00,4764.750,13705.500,527.250,4194.250,8142.250,295.250,25.750,4439.750,107.500,1277.000,165.250,2458.500,298.000,129.000,2.250,0.000,755.500,5847.000,13304.250,0.000
2023-01-03 19:00:00+01:00,4672.250,13745.250,524.000,3800.500,7992.250,295.000,26.000,1114.750,311.250,1276.250,61.500,2459.000,298.000,130.000,2.000,0.000,560.500,5840.000,16422.000,0.000
2023-01-03 20:00:00+01:00,4537.250,13676.750,487.750,3529.750,7338.500,295.000,26.000,798.500,412.500,1279.250,95.500,2458.750,256.500,128.750,2.000,0.000,539.750,5639.250,19817.000,0.000
2023-01-03 21:00:00+01:00,4406.000,13486.250,480.250,3199.500,5312.000,295.000,26.000,209.500,922.000,1284.250,47.750,2460.250,256.500,127.000,2.000,0.000,545.500,5250.250,22462.750,0.000
2023-01-03 22:00:00+01:00,4287.000,13141.750,486.250,2643.500,3885.000,295.000,26.250,409.000,871.500,1284.500,68.000,2460.750,236.250,117.500,2.250,0.000,555.500,5121.750,23808.750,0.000
2023-01-03 23:00:00+01:00,4228.750,9961.000,490.000,2341.500,4063.500,295.000,27.000,687.500,1285.250,1287.250,96.000,2457.750,206.750,102.750,2.250,0.000,558.250,4875.500,25966.000,0.000
2023-01-04 00:00:00+01:00,4193.750,6270.500,497.000,2217.000,4051.750,295.000,26.750,64.750,3313.750,1292.250,50.250,2455.500,194.000,95.000,2.000,0.000,562.000,5069.000,27804.250,0.000
2023-01-04 01:00:00+01:00,4178.000,5455.250,442.000,2040.250,3945.000,295.000,27.000,117.500,4171.500,1295.500,38.750,2454.750,193.500,94.750,2.000,0.000,560.500,5221.250,29734.750,0.000
2023-01-04 02:00:00+01:00,4143.250,5248.500,437.000,2080.750,4161.750,295.000,27.000,128.250,5635.750,1290.250,34.500,2454.500,193.000,94.000,2.250,0.000,558.000,5395.750,30158.500,0.000
2023-01-04 03:00:00+01:00,4124.750,4981.250,439.750,1991.500,4287.250,295.000,27.000,132.250,6198.750,1281.500,33.500,2457.000,194.000,93.500,2.000,0.000,560.750,5439.500,29330.000,0.000
2023-01-04 04:00:00+01:00,4141.000,4933.500,442.000,1989.000,4211.750,295.000,27.000,138.000,6865.500,1272.250,37.750,2456.500,193.750,94.000,2.000,0.000,543.000,5639.750,30009.500,0.000
2023-01-04 05:00:00+01:00,4172.250,4963.250,441.750,2017.000,4485.250,297.000,26.250,164.250,6545.000,1258.250,41.500,2454.000,194.000,95.000,3.000,0.000,533.500,5790.500,34036.250,0.000
2023-01-04 06:00:00+01:00,4258.500,4983.750,461.750,2115.000,4906.500,298.000,25.250,239.500,4062.500,1254.750,114.750,2448.750,194.000,94.000,2.750,0.000,535.750,5534.750,40225.250,0.000
2023-01-04 07:00:00+01:00,4430.500,5108.750,436.000,2178.250,5317.000,298.250,25.500,424.250,1556.000,1258.750,103.000,2446.250,194.000,93.250,3.000,0.000,529.500,5581.000,42093.250,0.000
2023-01-04 08:00:00+01:00,4589.250,5171.500,428.000,2232.250,5902.250,298.000,25.250,2321.000,634.750,1265.000,100.250,2444.500,194.000,92.500,272.750,0.000,540.500,5291.750,42728.250,0.000
2023-01-04 09:00:00+01:00,4583.500,5257.500,449.750,2210.500,6103.750,298.000,25.000,2412.500,602.750,1272.250,109.500,2439.250,194.000,92.750,1353.750,0.000,540.000,5014.250,43288.750,0.000
2023-01-04 10:00:00+01:00,4541.750,5103.750,430.750,2227.250,6035.000,298.000,24.250,1000.750,814.500,1307.750,57.250,2436.500,194.000,94.000,2289.500,0.000,542.500,4914.750,43643.000,0.000
2023-01-04 11:00:00+01:00,4506.000,5098.750,440.750,2260.750,5798.500,298.000,24.000,2274.250,434.250,1313.500,112.250,2435.250,194.250,95.250,2451.750,0.000,545.000,4762.250,43855.750,0.000
2023-01-04 12:00:00+01:00,4454.500,5096.250,415.750,2202.500,5451.000,298.000,24.000,2276.750,368.750,1250.500,64.750,2428.250,194.000,95.000,2321.750,0.000,545.000,5157.000,44126.250,0.000
2023-01-04 13:00:00+01:00,4497.000,5075.000,422.000,2202.000,5077.000,298.000,23.750,618.000,387.500,1220.750,69.000,2424.000,194.000,96.500,2046.750,0.000,539.000,5321.750,44297.750,0.000
2023-01-04 14:00:00+01:00,4483.500,5079.750,468.500,2202.250,4805.000,298.000,24.000,435.750,686.750,1230.250,118.000,2425.000,194.000,98.000,1479.500,0.000,536.750,5317.250,44134.750,0.000
2023-01-04 15:00:00+01:00,4497.250,5198.750,468.500,2203.000,4622.000,298.000,23.250,843.750,515.000,1244.000,91.500,2424.750,194.000,97.500,581.750,0.000,541.250,5323.500,44297.500,0.000
2023-01-04 16:00:00+01:00,4623.500,4993.250,434.000,2264.250,5104.000,298.000,23.000,2035.750,174.000,1241.250,90.250,2423.000,194.000,98.250,33.250,0.000,542.750,5176.250,44080.500,0.000
2023-01-04 17:00:00+01:00,4716.750,4920.500,439.250,2331.750,5926.250,298.000,23.000,4322.250,131.250,1254.500,45.000,2418.250,194.000,99.000,2.500,0.000,547.750,4973.250,44772.250,0.000
2023-01-04 18:00:00+01:00,4708.250,4927.750,468.000,2405.250,5978.250,298.000,23.000,1980.000,354.750,1251.750,43.000,2418.000,193.750,98.750,2.000,0.000,548.250,5030.000,44601.500,0.000
2023-01-04 19:00:00+01:00,4682.750,4917.750,453.000,2383.250,5971.750,298.000,23.000,1394.250,933.000,1243.000,62.500,2418.500,194.000,98.000,2.000,0.000,534.500,5115.000,44411.250,0.000
2023-01-04 20:00:00+01:00,4501.000,4779.750,438.500,2390.500,5822.000,298.000,23.000,590.500,1985.250,1210.750,46.500,2419.000,194.000,98.750,2.000,0.000,528.750,4750.000,44523.250,0.000
2023-01-04 21:00:00+01:00,4402.500,4779.750,450.750,2127.750,5980.250,298.000,23.000,195.500,4116.000,1207.750,28.000,2416.250,194.000,98.750,2.000,0.000,543.000,4907.000,44314.750,0.000
2023-01-04 22:00:00+01:00,4326.250,4772.750,478.500,2120.000,5836.250,298.000,23.000,88.000,4925.250,1205.000,52.500,2416.750,193.250,100.750,2.000,0.000,551.250,5022.500,42898.250,0.000
2023-01-04 23:00:00+01:00,4264.250,4807.250,486.000,2088.250,5564.500,298.000,23.000,138.750,5743.500,1206.250,69.500,2416.000,193.750,97.750,2.250,0.000,554.500,4906.000,41893.250,0.000
2023-01-05 00:00:00+01:00,4213.250,5227.250,473.250,2198.000,5556.250,298.000,23.000,50.750,6152.250,1208.750,93.750,2416.250,186.000,95.000,2.000,0.000,546.500,4198.000,37851.000,0.000
2023-01-05 01:00:00+01:00,4202.250,5402.750,421.000,2223.750,5509.750,298.000,23.000,47.000,6193.250,1207.000,79.500,2418.750,186.000,94.000,2.000,0.000,541.500,3620.500,37096.750,0.000
2023-01-05 02:00:00+01:00,4192.000,5360.500,414.750,2235.250,5362.000,298.000,23.000,88.250,6819.750,1218.000,106.250,2418.000,186.000,95.000,1.750,0.000,542.500,3579.500,36554.250,0.000
2023-01-05 03:00:00+01:00,4176.250,5391.750,408.250,2262.500,5438.250,298.000,23.000,126.000,6984.750,1219.750,111.000,2417.750,186.000,94.750,2.000,0.000,538.500,3556.000,36406.500,0.000
2023-01-05 04:00:00+01:00,4212.750,5557.000,417.000,2286.500,5695.250,298.000,23.000,125.750,6642.500,1217.500,120.500,2417.500,186.000,95.750,2.250,0.000,516.000,3276.000,37758.000,0.000
2023-01-05 05:00:00+01:00,4282.250,5753.000,412.500,2441.750,5747.250,298.000,22.000,518.500,4644.500,1216.500,57.000,2417.500,186.000,95.250,2.000,0.000,493.750,3256.750,39733.250,0.000
2023-01-05 06:00:00+01:00,4364.500,6766.500,408.500,3051.750,5853.000,298.000,22.000,574.750,1439.750,1226.500,78.500,2416.500,187.000,95.250,2.750,0.000,487.500,2959.750,40175.000,0.000
2023-01-05 07:00:00+01:00,4517.250,8362.000,412.250,3409.250,5983.000,298.000,22.000,306.500,988.500,1263.250,109.000,2413.750,202.000,100.500,2.500,0.000,483.250,3359.000,39526.750,0.000
2023-01-05 08:00:00+01:00,4665.000,9106.500,420.250,3807.000,6438.000,298.000,22.000,1318.500,221.750,1272.250,70.000,2414.500,216.750,107.750,110.750,0.000,505.000,3573.750,37670.250,0.000
2023-01-05 09:00:00+01:00,4698.500,9208.000,407.250,4036.750,6578.500,298.000,22.000,2798.750,25.500,1266.500,37.750,2418.500,236.000,113.500,1021.250,0.000,514.750,3443.250,35076.250,0.000
2023-01-05 10:00:00+01:00,4671.000,9227.000,403.750,4225.250,6766.750,300.000,22.000,2065.750,12.000,1268.500,43.500,2419.000,284.750,118.000,2722.250,0.000,517.750,3143.750,32572.000,0.000
2023-01-05 11:00:00+01:00,4593.000,9517.000,411.250,4115.500,7034.250,302.000,22.000,1505.250,78.500,1259.000,51.500,2422.750,285.000,118.750,4284.000,0.000,518.750,2760.000,31259.250,0.000
2023-01-05 12:00:00+01:00,4537.500,9889.250,413.000,3886.500,7287.500,302.000,23.000,1159.000,44.500,1257.750,35.500,2422.250,285.000,120.750,5024.750,0.000,522.500,2000.000,29691.750,0.000
2023-01-05 13:00:00+01:00,4538.750,9757.750,414.750,4028.250,7558.500,301.750,23.000,1747.750,42.000,1267.750,130.250,2422.000,284.500,121.250,4613.750,0.000,527.500,1006.000,26890.000,0.000
2023-01-05 14:00:00+01:00,4600.750,9652.000,401.500,4076.250,7806.000,302.000,23.000,2526.250,160.000,1275.000,186.250,2423.000,290.000,125.500,3079.500,0.000,525.500,659.500,23197.500,0.000
2023-01-05 15:00:00+01:00,4664.000,10296.500,410.500,4120.500,7839.250,304.500,23.000,2064.750,187.500,1285.500,79.000,2421.500,290.750,127.750,1167.250,0.000,525.500,642.500,19499.250,0.000
2023-01-05 16:00:00+01:00,4788.500,10754.000,405.000,3920.000,7901.500,306.250,23.000,2787.000,186.500,1287.750,94.500,2421.750,291.000,129.000,70.250,0.000,532.250,379.000,16620.750,0.000
2023-01-05 17:00:00+01:00,4856.250,10699.250,404.000,3794.750,8108.500,308.000,23.000,6253.750,66.750,1284.500,77.250,2423.000,291.500,128.250,2.250,0.000,534.250,538.250,14738.750,0.000
2023-01-05 18:00:00+01:00,4876.250,10826.750,406.500,3881.000,7833.250,308.000,23.000,6929.500,25.500,1280.000,147.250,2422.000,292.000,127.500,2.000,0.000,532.250,950.250,12860.750,0.000
2023-01-05 19:00:00+01:00,4843.750,10845.500,406.250,3802.250,7814.500,308.000,23.250,6414.000,59.250,1284.500,125.000,2422.000,292.000,126.750,2.000,0.000,533.500,1671.750,11646.000,0.000
2023-01-05 20:00:00+01:00,4706.750,10909.750,410.250,3677.750,7740.000,307.750,24.250,4579.500,49.750,1282.500,106.250,2423.750,292.000,126.250,2.500,0.000,536.250,2135.500,10847.000,0.000
2023-01-05 21:00:00+01:00,4553.000,10871.250,414.000,3467.000,7235.250,308.000,25.000,2086.750,103.000,1273.000,96.500,2424.750,292.000,128.000,2.000,0.000,538.500,2895.750,10401.000,0.000
2023-01-05 22:00:00+01:00,4425.750,10829.000,412.750,3091.750,5795.250,308.000,25.000,1005.750,337.500,1262.250,56.000,2424.000,291.750,127.750,2.000,0.000,539.500,3947.000,10457.000,0.000
2023-01-05 23:00:00+01:00,4353.250,10726.500,420.000,2617.250,4186.000,308.000,26.000,360.750,1397.250,1250.250,78.000,2423.500,288.250,124.750,2.000,0.000,598.250,4417.000,10804.500,0.000
2023-01-06 00:00:00+01:00,4319.250,10428.250,467.500,2656.500,3496.750,308.000,26.000,475.750,1088.500,1215.500,33.750,2421.250,256.000,125.000,2.000,0.000,794.750,5189.250,11654.750,0.000
2023-01-06 01:00:00+01:00,4303.500,10154.750,410.750,2620.500,3675.250,308.000,26.000,184.500,2371.750,1191.250,24.750,2421.250,256.000,125.500,2.000,0.000,818.000,5834.500,12699.500,0.000
2023-01-06 02:00:00+01:00,4295.750,10017.500,412.500,2580.500,3668.000,308.000,26.000,172.250,3925.750,1189.250,55.250,2422.000,252.500,124.500,2.000,0.000,813.250,6194.000,14613.000,0.000
2023-01-06 03:00:00+01:00,4268.250,9253.500,410.000,2360.500,3609.750,308.000,27.000,152.000,6047.250,1183.000,33.000,2421.500,224.000,111.500,2.000,0.000,814.750,6478.750,16449.000,0.000
2023-01-06 04:00:00+01:00,4281.250,8766.000,408.750,2229.000,3712.750,307.750,27.000,88.250,6650.000,1164.250,21.250,2421.250,205.500,103.000,2.000,0.000,791.250,6580.000,18522.500,0.000
2023-01-06 05:00:00+01:00,4324.750,9692.000,424.500,2458.250,3894.500,308.000,27.000,85.250,6710.750,1157.500,21.000,2419.500,222.000,110.500,2.250,0.000,784.750,6484.000,20799.500,0.000
2023-01-06 06:00:00+01:00,4384.500,10022.000,409.750,2699.250,4210.750,306.750,26.250,59.250,3449.000,1173.000,40.500,2419.750,238.000,116.500,2.250,0.000,772.500,5694.500,23511.250,0.000
2023-01-06 07:00:00+01:00,4570.500,10249.000,406.000,2826.750,4926.750,304.250,26.000,172.250,1001.750,1187.000,50.500,2418.500,250.500,123.750,3.000,0.000,763.000,5158.000,25385.250,0.000
