timestamp_cec,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Solar,Wind Onshore
2023-03-16 03:00:00+01:00,261.000,3098.000,68.000,1669.000,7991.000,261.000,0.000,320.000,0.000,0.000,2718.000
2023-03-16 04:00:00+01:00,262.000,3152.000,74.000,1682.000,8064.000,269.000,0.000,319.000,0.000,0.000,2630.000
2023-03-16 05:00:00+01:00,258.000,3265.000,78.000,1689.000,8222.000,288.000,11.000,319.000,0.000,4.000,2527.000
2023-03-16 06:00:00+01:00,262.000,4133.000,79.000,1918.000,8412.000,290.000,136.000,310.000,0.000,435.000,2432.000
2023-03-16 07:00:00+01:00,269.000,4178.000,81.000,1847.000,8497.000,294.000,414.000,308.000,25.000,2176.000,2050.000
2023-03-16 08:00:00+01:00,271.000,3623.000,81.000,1693.000,8217.000,284.000,483.000,308.000,28.000,4284.000,1550.000
2023-03-16 09:00:00+01:00,268.000,3169.000,81.000,1662.000,8027.000,269.000,104.000,320.000,4.000,5666.000,1396.000
2023-03-16 10:00:00+01:00,212.000,2746.000,79.000,1605.000,7816.000,267.000,0.000,332.000,0.000,5744.000,1486.000
2023-03-16 11:00:00+01:00,186.000,2678.000,79.000,1585.000,7701.000,266.000,0.000,331.000,0.000,5475.000,1516.000
2023-03-16 12:00:00+01:00,196.000,2720.000,77.000,1588.000,7798.000,270.000,0.000,322.000,0.000,5198.000,1367.000
2023-03-16 13:00:00+01:00,258.000,3086.000,74.000,1582.000,7970.000,275.000,0.000,306.000,0.000,5011.000,1140.000
2023-03-16 14:00:00+01:00,271.000,3137.000,71.000,1607.000,7876.000,272.000,8.000,296.000,0.000,4429.000,830.000
2023-03-16 15:00:00+01:00,267.000,3518.000,68.000,1659.000,8275.000,270.000,75.000,311.000,25.000,3487.000,686.000
2023-03-16 16:00:00+01:00,271.000,4729.000,69.000,2014.000,8654.000,270.000,51.000,314.000,28.000,1883.000,507.000
2023-03-16 17:00:00+01:00,270.000,5272.000,70.000,2288.000,9275.000,278.000,345.000,313.000,28.000,317.000,348.000
2023-03-16 18:00:00+01:00,269.000,5429.000,69.000,2303.000,10097.000,295.000,952.000,313.000,41.000,3.000,413.000
2023-03-16 19:00:00+01:00,267.000,5517.000,67.000,2309.000,9896.000,299.000,1283.000,316.000,43.000,0.000,678.000
2023-03-16 20:00:00+01:00,269.000,5383.000,69.000,2301.000,9667.000,307.000,1096.000,335.000,43.000,0.000,1075.000
2023-03-16 21:00:00+01:00,266.000,4537.000,68.000,2176.000,9078.000,308.000,682.000,337.000,43.000,0.000,1402.000
2023-03-16 22:00:00+01:00,264.000,3785.000,69.000,1808.000,8556.000,291.000,572.000,307.000,43.000,0.000,1761.000
2023-03-16 23:00:00+01:00,261.000,3427.000,75.000,1702.000,8346.000,284.000,105.000,296.000,43.000,0.000,2049.000
2023-03-17 00:00:00+01:00,260.000,3252.000,83.000,1708.000,7796.000,284.000,0.000,289.000,43.000,0.000,2282.000
2023-03-17 01:00:00+01:00,261.000,3039.000,83.000,1712.000,7772.000,282.000,0.000,288.000,5.000,0.000,2555.000
2023-03-17 02:00:00+01:00,259.000,2928.000,83.000,1717.000,7611.000,282.000,0.000,288.000,0.000,0.000,2894.000
2023-03-17 03:00:00+01:00,260.000,2899.000,83.000,1720.000,7587.000,282.000,1.000,288.000,0.000,0.000,3036.000
2023-03-17 04:00:00+01:00,259.000,2874.000,80.000,1709.000,7587.000,282.000,19.000,288.000,25.000,0.000,3449.000
2023-03-17 05:00:00+01:00,261.000,2868.000,77.000,1715.000,7636.000,280.000,141.000,288.000,28.000,9.000,3598.000
2023-03-17 06:00:00+01:00,263.000,3030.000,78.000,1721.000,7802.000,282.000,363.000,293.000,28.000,528.000,3908.000
2023-03-17 07:00:00+01:00,269.000,3277.000,80.000,1874.000,7973.000,279.000,408.000,302.000,28.000,2220.000,4024.000
2023-03-17 08:00:00+01:00,269.000,2774.000,80.000,1713.000,7521.000,277.000,84.000,308.000,28.000,4043.000,3599.000
2023-03-17 09:00:00+01:00,263.000,2012.000,78.000,1660.000,7158.000,274.000,0.000,329.000,28.000,5485.000,3487.000
2023-03-17 10:00:00+01:00,188.000,1550.000,72.000,1568.000,6840.000,265.000,0.000,327.000,4.000,6318.000,4007.000
2023-03-17 11:00:00+01:00,188.000,1549.000,64.000,1550.000,6831.000,275.000,0.000,326.000,0.000,6725.000,4621.000
2023-03-17 12:00:00+01:00,187.000,1546.000,62.000,1488.000,6796.000,284.000,0.000,330.000,0.000,6948.000,5061.000
2023-03-17 13:00:00+01:00,188.000,1679.000,61.000,1488.000,6816.000,286.000,0.000,326.000,0.000,6582.000,5392.000
2023-03-17 14:00:00+01:00,187.000,1875.000,59.000,1557.000,7026.000,287.000,0.000,316.000,0.000,5612.000,5483.000
2023-03-17 15:00:00+01:00,188.000,2166.000,59.000,1580.000,7153.000,287.000,14.000,328.000,25.000,3802.000,5468.000
2023-03-17 16:00:00+01:00,240.000,2908.000,64.000,1795.000,7398.000,290.000,388.000,330.000,28.000,1728.000,5243.000
2023-03-17 17:00:00+01:00,271.000,3999.000,69.000,2069.000,7470.000,291.000,1021.000,334.000,28.000,322.000,5193.000
2023-03-17 18:00:00+01:00,269.000,4137.000,73.000,2068.000,7606.000,292.000,1306.000,326.000,41.000,4.000,5956.000
2023-03-17 19:00:00+01:00,267.000,3666.000,79.000,2053.000,7445.000,289.000,1276.000,329.000,43.000,0.000,6544.000
2023-03-17 20:00:00+01:00,269.000,3203.000,80.000,1915.000,7430.000,295.000,1062.000,318.000,43.000,0.000,6806.000
2023-03-17 21:00:00+01:00,266.000,2610.000,79.000,1669.000,7411.000,298.000,576.000,317.000,43.000,0.000,6819.000
2023-03-17 22:00:00+01:00,262.000,2300.000,78.000,1504.000,7037.000,299.000,35.000,296.000,43.000,0.000,6598.000
2023-03-17 23:00:00+01:00,261.000,1707.000,77.000,1473.000,6963.000,299.000,0.000,292.000,43.000,0.000,6331.000
2023-03-18 00:00:00+01:00,262.000,1559.000,76.000,1529.000,6902.000,300.000,36.000,305.000,5.000,0.000,6106.000
2023-03-18 01:00:00+01:00,260.000,1553.000,77.000,1475.000,6735.000,304.000,84.000,307.000,0.000,0.000,6138.000
2023-03-18 02:00:00+01:00,258.000,1465.000,78.000,1476.000,6727.000,300.000,6.000,306.000,0.000,0.000,6090.000
2023-03-18 03:00:00+01:00,261.000,1374.000,81.000,1432.000,6484.000,298.000,0.000,306.000,0.000,0.000,6028.000
2023-03-18 04:00:00+01:00,260.000,1425.000,83.000,1464.000,6621.000,300.000,0.000,305.000,0.000,0.000,6008.000
2023-03-18 05:00:00+01:00,260.000,1536.000,83.000,1493.000,6762.000,302.000,18.000,305.000,0.000,9.000,5848.000
2023-03-18 06:00:00+01:00,261.000,1433.000,83.000,1473.000,6712.000,304.000,433.000,304.000,37.000,540.000,5571.000
2023-03-18 07:00:00+01:00,260.000,1571.000,82.000,1511.000,6755.000,302.000,317.000,304.000,43.000,2231.000,5079.000
2023-03-18 08:00:00+01:00,260.000,1450.000,77.000,1450.000,6464.000,294.000,10.000,286.000,43.000,4015.000,4512.000
2023-03-18 09:00:00+01:00,261.000,1366.000,75.000,1378.000,6208.000,287.000,0.000,288.000,43.000,5403.000,4037.000
2023-03-18 10:00:00+01:00,239.000,1321.000,75.000,1346.000,6016.000,270.000,0.000,306.000,5.000,6311.000,3718.000
2023-03-18 11:00:00+01:00,187.000,1387.000,75.000,1376.000,6008.000,257.000,0.000,303.000,0.000,6700.000,3500.000
2023-03-18 12:00:00+01:00,186.000,1401.000,71.000,1366.000,5936.000,254.000,0.000,296.000,0.000,6700.000,3370.000
2023-03-18 13:00:00+01:00,186.000,1489.000,76.000,1390.000,6155.000,253.000,0.000,292.000,0.000,6085.000,3173.000
2023-03-18 14:00:00+01:00,204.000,1706.000,78.000,1428.000,6301.000,254.000,12.000,291.000,0.000,4958.000,2960.000
2023-03-18 15:00:00+01:00,250.000,2407.000,78.000,1510.000,6446.000,254.000,53.000,306.000,0.000,3365.000,2623.000
2023-03-18 16:00:00+01:00,262.000,3283.000,75.000,1645.000,6679.000,255.000,291.000,308.000,37.000,1557.000,2339.000
2023-03-18 17:00:00+01:00,261.000,3547.000,76.000,1774.000,7189.000,259.000,653.000,308.000,43.000,317.000,2403.000
2023-03-18 18:00:00+01:00,261.000,3809.000,77.000,1776.000,7512.000,260.000,1410.000,309.000,43.000,5.000,2910.000
2023-03-18 19:00:00+01:00,260.000,3861.000,80.000,1771.000,7266.000,261.000,1497.000,322.000,43.000,0.000,3372.000
2023-03-18 20:00:00+01:00,261.000,3797.000,84.000,1763.000,6938.000,264.000,1207.000,315.000,43.000,0.000,3634.000
2023-03-18 21:00:00+01:00,259.000,3651.000,84.000,1723.000,6704.000,267.000,453.000,312.000,43.000,0.000,3513.000
2023-03-18 22:00:00+01:00,260.000,3701.000,83.000,1730.000,6618.000,270.000,112.000,301.000,43.000,0.000,3175.000
2023-03-18 23:00:00+01:00,260.000,3474.000,83.000,1769.000,6615.000,273.000,126.000,284.000,43.000,0.000,2735.000
2023-03-19 00:00:00+01:00,259.000,2858.000,83.000,1544.000,7204.000,274.000,73.000,274.000,5.000,0.000,2315.000
2023-03-19 01:00:00+01:00,257.000,2340.000,83.000,1479.000,7127.000,272.000,15.000,265.000,0.000,0.000,1943.000
2023-03-19 02:00:00+01:00,255.000,2403.000,83.000,1496.000,6951.000,266.000,0.000,263.000,0.000,0.000,1672.000
2023-03-19 03:00:00+01:00,258.000,2609.000,81.000,1468.000,6935.000,262.000,18.000,263.000,0.000,0.000,1325.000
2023-03-19 04:00:00+01:00,256.000,2660.000,76.000,1510.000,6980.000,262.000,3.000,262.000,0.000,0.000,1153.000
2023-03-19 05:00:00+01:00,261.000,2672.000,75.000,1524.000,7048.000,266.000,18.000,262.000,37.000,10.000,1066.000
2023-03-19 06:00:00+01:00,261.000,2737.000,74.000,1527.000,7096.000,268.000,48.000,263.000,43.000,563.000,985.000
2023-03-19 07:00:00+01:00,261.000,2425.000,75.000,1504.000,6940.000,262.000,38.000,264.000,43.000,2292.000,855.000
2023-03-19 08:00:00+01:00,261.000,2211.000,79.000,1432.000,6594.000,254.000,13.000,279.000,43.000,4198.000,499.000
2023-03-19 09:00:00+01:00,260.000,2280.000,80.000,1453.000,6514.000,249.000,0.000,289.000,5.000,5734.000,265.000
2023-03-19 10:00:00+01:00,262.000,2289.000,80.000,1409.000,6555.000,246.000,0.000,299.000,0.000,6562.000,204.000
2023-03-19 11:00:00+01:00,257.000,2248.000,82.000,1365.000,6497.000,241.000,0.000,300.000,0.000,6850.000,147.000
2023-03-19 12:00:00+01:00,251.000,2527.000,83.000,1371.000,6589.000,237.000,0.000,297.000,0.000,6535.000,164.000
2023-03-19 13:00:00+01:00,251.000,2704.000,85.000,1366.000,6581.000,224.000,0.000,295.000,0.000,5662.000,141.000
2023-03-19 14:00:00+01:00,251.000,3344.000,86.000,1444.000,6803.000,233.000,0.000,296.000,0.000,4273.000,125.000
2023-03-19 15:00:00+01:00,253.000,3637.000,88.000,1509.000,7050.000,233.000,3.000,314.000,0.000,2581.000,109.000
2023-03-19 16:00:00+01:00,254.000,3767.000,87.000,1517.000,7018.000,239.000,52.000,308.000,37.000,1229.000,103.000
2023-03-19 17:00:00+01:00,253.000,4133.000,87.000,1640.000,7266.000,265.000,515.000,302.000,43.000,256.000,161.000
2023-03-19 18:00:00+01:00,255.000,4302.000,83.000,1814.000,7585.000,269.000,601.000,308.000,43.000,2.000,322.000
2023-03-19 19:00:00+01:00,259.000,4292.000,85.000,1830.000,7508.000,271.000,965.000,310.000,43.000,0.000,502.000
2023-03-19 20:00:00+01:00,261.000,4255.000,84.000,1809.000,7361.000,275.000,787.000,292.000,43.000,0.000,637.000
2023-03-19 21:00:00+01:00,261.000,4149.000,82.000,1737.000,7342.000,277.000,145.000,287.000,43.000,0.000,716.000
2023-03-19 22:00:00+01:00,261.000,3966.000,80.000,1637.000,7344.000,279.000,8.000,288.000,43.000,0.000,797.000
2023-03-19 23:00:00+01:00,260.000,3735.000,81.000,1603.000,7303.000,263.000,0.000,285.000,43.000,0.000,833.000
2023-03-20 00:00:00+01:00,259.000,3553.000,80.000,1642.000,7331.000,258.000,0.000,277.000,5.000,0.000,774.000
2023-03-20 01:00:00+01:00,255.000,3385.000,80.000,1660.000,7211.000,258.000,0.000,278.000,0.000,0.000,754.000
2023-03-20 02:00:00+01:00,258.000,3457.000,80.000,1739.000,7153.000,258.000,0.000,269.000,0.000,0.000,730.000
2023-03-20 03:00:00+01:00,256.000,3287.000,82.000,1822.000,7136.000,258.000,0.000,276.000,0.000,0.000,771.000
2023-03-20 04:00:00+01:00,260.000,3317.000,82.000,1833.000,7300.000,257.000,0.000,277.000,0.000,0.000,860.000
2023-03-20 05:00:00+01:00,259.000,3494.000,82.000,2039.000,7496.000,259.000,0.000,267.000,0.000,12.000,957.000
2023-03-20 06:00:00+01:00,261.000,4200.000,83.000,2224.000,7716.000,271.000,53.000,259.000,25.000,336.000,1024.000
2023-03-20 07:00:00+01:00,267.000,4393.000,83.000,2263.000,8057.000,271.000,65.000,258.000,28.000,1255.000,1040.000
2023-03-20 08:00:00+01:00,268.000,4268.000,86.000,2205.000,7975.000,268.000,135.000,275.000,28.000,2331.000,1063.000
2023-03-20 09:00:00+01:00,267.000,4013.000,88.000,1952.000,7766.000,266.000,19.000,287.000,16.000,3148.000,1146.000
2023-03-20 10:00:00+01:00,270.000,4108.000,88.000,1804.000,7778.000,262.000,0.000,286.000,2.000,3951.000,1176.000
2023-03-20 11:00:00+01:00,268.000,4040.000,86.000,1601.000,7719.000,250.000,0.000,273.000,0.000,3998.000,1225.000
2023-03-20 12:00:00+01:00,260.000,3966.000,84.000,1444.000,7704.000,268.000,0.000,266.000,0.000,3708.000,1393.000
2023-03-20 13:00:00+01:00,260.000,3908.000,81.000,1468.000,7872.000,256.000,1.000,265.000,0.000,3204.000,1655.000
2023-03-20 14:00:00+01:00,263.000,3849.000,82.000,1469.000,8146.000,253.000,1.000,265.000,0.000,2480.000,1773.000
2023-03-20 15:00:00+01:00,263.000,3969.000,80.000,1859.000,8144.000,250.000,0.000,282.000,0.000,1610.000,1962.000
2023-03-20 16:00:00+01:00,262.000,3975.000,81.000,2125.000,8156.000,266.000,0.000,306.000,0.000,754.000,1759.000
2023-03-20 17:00:00+01:00,261.000,4074.000,80.000,2156.000,8506.000,265.000,34.000,307.000,25.000,219.000,1902.000
2023-03-20 18:00:00+01:00,217.000,4308.000,81.000,2235.000,8910.000,267.000,472.000,307.000,41.000,18.000,1993.000
2023-03-20 19:00:00+01:00,203.000,4434.000,81.000,2267.000,9116.000,271.000,1071.000,306.000,43.000,0.000,1756.000
2023-03-20 20:00:00+01:00,222.000,4353.000,81.000,2224.000,8679.000,275.000,568.000,290.000,43.000,0.000,1693.000
2023-03-20 21:00:00+01:00,249.000,3885.000,81.000,2137.000,8367.000,276.000,140.000,286.000,43.000,0.000,1782.000
2023-03-20 22:00:00+01:00,262.000,3689.000,75.000,2092.000,7860.000,269.000,0.000,269.000,43.000,0.000,1756.000
2023-03-20 23:00:00+01:00,261.000,3441.000,75.000,1856.000,7639.000,269.000,0.000,275.000,5.000,0.000,1558.000
2023-03-21 00:00:00+01:00,260.000,3414.000,77.000,1896.000,7264.000,259.000,0.000,275.000,0.000,0.000,1492.000
2023-03-21 01:00:00+01:00,262.000,3505.000,81.000,1869.000,7214.000,255.000,0.000,275.000,0.000,0.000,1271.000
2023-03-21 02:00:00+01:00,261.000,3639.000,83.000,1910.000,7315.000,255.000,0.000,274.000,0.000,0.000,1098.000
2023-03-21 03:00:00+01:00,261.000,3697.000,82.000,1934.000,7313.000,252.000,0.000,273.000,0.000,0.000,951.000
2023-03-21 04:00:00+01:00,260.000,3722.000,83.000,1891.000,7261.000,255.000,0.000,273.000,0.000,0.000,852.000
2023-03-21 05:00:00+01:00,258.000,3818.000,82.000,1951.000,7322.000,273.000,0.000,273.000,0.000,21.000,735.000
2023-03-21 06:00:00+01:00,261.000,4379.000,85.000,2230.000,7843.000,275.000,0.000,274.000,25.000,206.000,733.000
2023-03-21 07:00:00+01:00,268.000,4506.000,88.000,2269.000,8360.000,279.000,240.000,274.000,28.000,759.000,594.000
2023-03-21 08:00:00+01:00,269.000,4510.000,87.000,2266.000,8330.000,280.000,289.000,299.000,28.000,1552.000,523.000
2023-03-21 09:00:00+01:00,268.000,4574.000,87.000,2230.000,8320.000,279.000,55.000,303.000,28.000,1854.000,465.000
2023-03-21 10:00:00+01:00,269.000,4315.000,87.000,2083.000,8218.000,280.000,0.000,302.000,4.000,2236.000,384.000
2023-03-21 11:00:00+01:00,269.000,4481.000,83.000,2077.000,8318.000,280.000,0.000,319.000,0.000,2588.000,292.000
2023-03-21 12:00:00+01:00,268.000,4541.000,82.000,1929.000,8326.000,279.000,0.000,314.000,0.000,2771.000,268.000
2023-03-21 13:00:00+01:00,267.000,4667.000,82.000,2169.000,8227.000,275.000,0.000,302.000,0.000,2838.000,260.000
2023-03-21 14:00:00+01:00,268.000,4663.000,81.000,2140.000,8048.000,274.000,0.000,302.000,0.000,2479.000,270.000
2023-03-21 15:00:00+01:00,270.000,4805.000,82.000,2220.000,8277.000,275.000,0.000,309.000,0.000,1743.000,255.000
2023-03-21 16:00:00+01:00,275.000,4798.000,78.000,2260.000,9131.000,276.000,0.000,309.000,25.000,916.000,287.000
2023-03-21 17:00:00+01:00,272.000,4754.000,75.000,2259.000,9672.000,276.000,255.000,313.000,28.000,218.000,343.000
2023-03-21 18:00:00+01:00,269.000,4750.000,74.000,2245.000,10056.000,277.000,889.000,313.000,41.000,10.000,476.000
2023-03-21 19:00:00+01:00,269.000,4787.000,72.000,2266.000,10021.000,280.000,909.000,314.000,43.000,0.000,724.000
2023-03-21 20:00:00+01:00,269.000,4694.000,73.000,2242.000,9485.000,286.000,677.000,299.000,43.000,0.000,1063.000
2023-03-21 21:00:00+01:00,269.000,4280.000,72.000,2196.000,8796.000,284.000,82.000,295.000,43.000,0.000,1342.000
2023-03-21 22:00:00+01:00,266.000,3872.000,67.000,2050.000,7972.000,291.000,0.000,275.000,5.000,0.000,1734.000
2023-03-21 23:00:00+01:00,261.000,3219.000,66.000,1753.000,7630.000,296.000,0.000,272.000,0.000,0.000,2055.000
2023-03-22 00:00:00+01:00,261.000,3328.000,69.000,1748.000,7290.000,287.000,0.000,294.000,0.000,0.000,2342.000
2023-03-22 01:00:00+01:00,262.000,3433.000,72.000,1717.000,7116.000,285.000,0.000,297.000,0.000,0.000,2666.000
2023-03-22 02:00:00+01:00,261.000,3048.000,78.000,1720.000,7112.000,286.000,0.000,297.000,0.000,0.000,2789.000
2023-03-22 03:00:00+01:00,261.000,3015.000,80.000,1718.000,7127.000,284.000,0.000,296.000,0.000,0.000,2883.000
2023-03-22 04:00:00+01:00,262.000,3409.000,85.000,1714.000,7133.000,283.000,0.000,296.000,0.000,0.000,2909.000
2023-03-22 05:00:00+01:00,262.000,3525.000,85.000,1766.000,7125.000,285.000,0.000,296.000,25.000,19.000,2864.000
2023-03-22 06:00:00+01:00,262.000,4397.000,87.000,2163.000,7271.000,300.000,0.000,280.000,28.000,448.000,2848.000
2023-03-22 07:00:00+01:00,269.000,4411.000,89.000,2195.000,7867.000,303.000,103.000,278.000,28.000,1473.000,2541.000
2023-03-22 08:00:00+01:00,270.000,4045.000,90.000,2097.000,8207.000,307.000,157.000,291.000,28.000,2603.000,2137.000
2023-03-22 09:00:00+01:00,265.000,3764.000,89.000,1875.000,7747.000,287.000,95.000,310.000,28.000,3638.000,1957.000
2023-03-22 10:00:00+01:00,256.000,3644.000,87.000,1721.000,7412.000,278.000,0.000,310.000,4.000,4269.000,1994.000
2023-03-22 11:00:00+01:00,273.000,3616.000,85.000,1565.000,7423.000,276.000,0.000,310.000,0.000,4341.000,2095.000
2023-03-22 12:00:00+01:00,262.000,3667.000,82.000,1675.000,7452.000,275.000,0.000,311.000,0.000,4431.000,2221.000
2023-03-22 13:00:00+01:00,255.000,3777.000,79.000,1719.000,7651.000,273.000,0.000,297.000,0.000,4274.000,2260.000
2023-03-22 14:00:00+01:00,266.000,3666.000,75.000,1631.000,7605.000,270.000,0.000,288.000,0.000,3668.000,2213.000
2023-03-22 15:00:00+01:00,271.000,3784.000,77.000,1793.000,7620.000,273.000,0.000,297.000,12.000,2582.000,2151.000
2023-03-22 16:00:00+01:00,269.000,4166.000,76.000,2026.000,8081.000,284.000,0.000,298.000,26.000,1358.000,2131.000
2023-03-22 17:00:00+01:00,268.000,4507.000,71.000,2110.000,8415.000,290.000,271.000,298.000,28.000,318.000,2093.000
2023-03-22 18:00:00+01:00,268.000,4678.000,70.000,2190.000,8698.000,290.000,1008.000,313.000,41.000,13.000,2521.000
2023-03-22 19:00:00+01:00,266.000,4404.000,70.000,2174.000,8508.000,291.000,1165.000,324.000,43.000,0.000,3019.000
2023-03-22 20:00:00+01:00,268.000,3737.000,71.000,2035.000,8404.000,293.000,1037.000,313.000,43.000,0.000,3407.000
2023-03-22 21:00:00+01:00,267.000,3155.000,72.000,1661.000,7843.000,278.000,966.000,308.000,43.000,0.000,3728.000
2023-03-22 22:00:00+01:00,262.000,2901.000,70.000,1597.000,7392.000,273.000,651.000,295.000,43.000,0.000,3704.000
2023-03-22 23:00:00+01:00,262.000,2703.000,72.000,1597.000,7117.000,274.000,402.000,285.000,5.000,0.000,3737.000
2023-03-23 00:00:00+01:00,260.000,2605.000,72.000,1584.000,7037.000,274.000,148.000,269.000,0.000,0.000,3501.000
2023-03-23 01:00:00+01:00,260.000,2628.000,73.000,1583.000,6981.000,270.000,0.000,268.000,0.000,0.000,3319.000
2023-03-23 02:00:00+01:00,261.000,2700.000,75.000,1602.000,6660.000,269.000,0.000,267.000,0.000,0.000,3177.000
2023-03-23 03:00:00+01:00,259.000,2694.000,78.000,1600.000,6632.000,270.000,0.000,267.000,0.000,0.000,3321.000
2023-03-23 04:00:00+01:00,260.000,2643.000,82.000,1572.000,6663.000,272.000,24.000,266.000,0.000,0.000,3674.000
2023-03-23 05:00:00+01:00,261.000,2678.000,84.000,1570.000,6662.000,274.000,10.000,266.000,25.000,16.000,3995.000
2023-03-23 06:00:00+01:00,261.000,3583.000,83.000,1770.000,6676.000,276.000,142.000,267.000,28.000,423.000,4180.000
2023-03-23 07:00:00+01:00,270.000,3483.000,83.000,1615.000,7075.000,276.000,176.000,268.000,28.000,1540.000,4251.000
2023-03-23 08:00:00+01:00,271.000,3397.000,81.000,1668.000,7184.000,266.000,21.000,292.000,28.000,2692.000,4101.000
2023-03-23 09:00:00+01:00,267.000,3169.000,84.000,1635.000,7046.000,257.000,0.000,309.000,4.000,3538.000,4176.000
2023-03-23 10:00:00+01:00,268.000,2741.000,86.000,1572.000,6927.000,261.000,1.000,311.000,0.000,4187.000,4584.000
2023-03-23 11:00:00+01:00,262.000,2689.000,84.000,1578.000,6721.000,267.000,3.000,289.000,0.000,4240.000,5044.000
2023-03-23 12:00:00+01:00,256.000,3222.000,82.000,1628.000,6935.000,266.000,4.000,289.000,0.000,3933.000,5339.000
2023-03-23 13:00:00+01:00,257.000,3415.000,78.000,1609.000,6954.000,266.000,33.000,290.000,0.000,2993.000,5166.000
2023-03-23 14:00:00+01:00,253.000,3668.000,76.000,1785.000,7189.000,263.000,93.000,291.000,0.000,2146.000,4713.000
2023-03-23 15:00:00+01:00,256.000,4207.000,77.000,1949.000,7315.000,263.000,43.000,302.000,0.000,1412.000,4506.000
2023-03-23 16:00:00+01:00,263.000,4451.000,76.000,2019.000,7366.000,266.000,40.000,312.000,25.000,677.000,4409.000
2023-03-23 17:00:00+01:00,260.000,4572.000,75.000,2144.000,7186.000,279.000,350.000,312.000,28.000,201.000,3900.000
2023-03-23 18:00:00+01:00,256.000,4549.000,77.000,2201.000,7906.000,282.000,875.000,312.000,41.000,9.000,3862.000
2023-03-23 19:00:00+01:00,260.000,4694.000,77.000,2228.000,8205.000,284.000,1008.000,313.000,43.000,0.000,3879.000
2023-03-23 20:00:00+01:00,266.000,4578.000,77.000,2203.000,7458.000,291.000,359.000,294.000,43.000,0.000,3853.000
2023-03-23 21:00:00+01:00,261.000,3950.000,77.000,1992.000,7117.000,283.000,26.000,284.000,43.000,0.000,3794.000
2023-03-23 22:00:00+01:00,252.000,3596.000,77.000,1764.000,6693.000,277.000,0.000,284.000,43.000,0.000,3532.000
2023-03-23 23:00:00+01:00,251.000,3199.000,77.000,1641.000,6523.000,279.000,0.000,282.000,43.000,0.000,3209.000
2023-03-24 00:00:00+01:00,252.000,3129.000,80.000,1748.000,6519.000,279.000,0.000,256.000,5.000,0.000,3085.000
2023-03-24 01:00:00+01:00,252.000,3114.000,80.000,1636.000,6497.000,278.000,0.000,253.000,0.000,0.000,2779.000
2023-03-24 02:00:00+01:00,254.000,3172.000,80.000,1836.000,6515.000,278.000,0.000,252.000,0.000,0.000,2709.000
2023-03-24 03:00:00+01:00,255.000,3129.000,82.000,1833.000,6551.000,280.000,0.000,251.000,0.000,0.000,2785.000
2023-03-24 04:00:00+01:00,256.000,3217.000,84.000,1826.000,6550.000,283.000,0.000,251.000,0.000,0.000,3113.000
2023-03-24 05:00:00+01:00,257.000,3025.000,84.000,1596.000,6466.000,283.000,0.000,251.000,37.000,23.000,3480.000
2023-03-24 06:00:00+01:00,257.000,3538.000,84.000,1752.000,6467.000,276.000,35.000,253.000,43.000,354.000,4110.000
2023-03-24 07:00:00+01:00,262.000,3664.000,84.000,1805.000,6832.000,274.000,38.000,254.000,30.000,990.000,4460.000
2023-03-24 08:00:00+01:00,263.000,3002.000,84.000,1570.000,7101.000,273.000,0.000,266.000,28.000,1748.000,4362.000
2023-03-24 09:00:00+01:00,255.000,3067.000,82.000,1724.000,6752.000,272.000,26.000,286.000,28.000,2562.000,4750.000
2023-03-24 10:00:00+01:00,253.000,3044.000,80.000,1655.000,6549.000,259.000,3.000,303.000,4.000,3402.000,5184.000
2023-03-24 11:00:00+01:00,264.000,2594.000,81.000,1527.000,6737.000,254.000,0.000,305.000,0.000,3691.000,5940.000
2023-03-24 12:00:00+01:00,260.000,2506.000,82.000,1535.000,6423.000,252.000,0.000,306.000,0.000,3451.000,6340.000
2023-03-24 13:00:00+01:00,257.000,2759.000,82.000,1596.000,6708.000,253.000,0.000,297.000,0.000,2804.000,6064.000
2023-03-24 14:00:00+01:00,257.000,2954.000,81.000,1645.000,6822.000,257.000,0.000,281.000,0.000,2116.000,5954.000
2023-03-24 15:00:00+01:00,257.000,3655.000,82.000,1846.000,6915.000,260.000,0.000,315.000,25.000,1350.000,5445.000
2023-03-24 16:00:00+01:00,257.000,3980.000,79.000,1862.000,7127.000,260.000,25.000,338.000,28.000,661.000,4692.000
2023-03-24 17:00:00+01:00,258.000,3932.000,78.000,1879.000,7404.000,261.000,170.000,339.000,28.000,194.000,4075.000
2023-03-24 18:00:00+01:00,259.000,3882.000,77.000,2118.000,7643.000,263.000,598.000,339.000,41.000,8.000,3781.000
2023-03-24 19:00:00+01:00,260.000,4061.000,79.000,2144.000,7818.000,263.000,547.000,340.000,43.000,0.000,3330.000
2023-03-24 20:00:00+01:00,259.000,4020.000,81.000,2111.000,7737.000,271.000,308.000,320.000,43.000,0.000,3170.000
2023-03-24 21:00:00+01:00,262.000,3681.000,84.000,1739.000,7505.000,272.000,10.000,304.000,43.000,0.000,3017.000
2023-03-24 22:00:00+01:00,255.000,3385.000,86.000,1714.000,7140.000,274.000,0.000,285.000,43.000,0.000,2959.000
