,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Fossil Oil,Fossil Oil,Geothermal,Hydro Run-of-river and poundage,Hydro Water Reservoir,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Waste,Wind Onshore
,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
timestamp_cec,,,,,,,,,,,,,,,,
2023-01-01 00:00:00+01:00,109.500,275.250,378.750,34.000,0.000,,0.000,9.000,,0.000,1953.000,27.250,10.500,0.000,13.000,60.250
2023-01-01 01:00:00+01:00,110.250,295.250,375.500,34.250,0.000,0.000,0.000,9.000,,0.000,1923.500,27.500,11.000,0.000,15.750,56.000
2023-01-01 02:00:00+01:00,109.000,285.000,311.250,34.250,0.000,,0.000,9.000,,0.000,1737.000,26.000,11.000,0.000,15.750,44.000
2023-01-01 03:00:00+01:00,109.500,206.250,203.750,35.250,0.000,0.000,0.000,9.000,,0.000,1655.750,27.250,9.750,0.000,14.000,63.750
2023-01-01 04:00:00+01:00,109.500,200.000,201.250,34.750,,0.000,0.000,9.000,,0.000,1655.250,26.250,9.500,0.000,12.750,87.750
2023-01-01 05:00:00+01:00,109.500,199.750,194.250,35.500,0.000,0.000,0.000,9.000,,0.000,1656.750,27.250,9.000,0.000,13.250,76.000
2023-01-01 06:00:00+01:00,109.750,198.000,248.500,35.250,0.000,,0.000,9.000,,0.000,1655.500,27.250,9.750,0.000,16.000,46.500
2023-01-01 07:00:00+01:00,110.000,272.500,310.000,35.500,0.000,,0.000,9.000,,0.000,1656.000,29.250,12.250,18.500,14.500,49.000
2023-01-01 08:00:00+01:00,108.750,294.000,342.000,35.000,0.000,,0.000,9.000,,0.000,1853.750,33.750,13.000,256.750,16.000,46.000
2023-01-01 09:00:00+01:00,105.750,293.500,281.250,34.500,0.000,,0.000,9.000,,0.000,1948.750,35.500,13.250,616.250,15.750,37.750
2023-01-01 10:00:00+01:00,105.750,253.500,239.500,35.750,0.000,,0.000,9.000,,0.000,1949.250,43.250,14.500,762.000,15.750,26.500
2023-01-01 11:00:00+01:00,104.500,236.250,324.500,35.250,0.000,0.000,0.000,9.000,,0.000,1955.500,47.750,14.250,820.000,15.750,15.250
2023-01-01 12:00:00+01:00,104.250,221.500,330.250,35.000,0.000,,0.000,9.000,1.000,0.000,1954.000,52.250,14.000,741.000,16.250,10.250
2023-01-01 13:00:00+01:00,104.500,207.250,344.250,35.750,0.000,,0.000,9.000,1.000,,1953.250,52.000,14.250,623.500,15.500,3.250
2023-01-01 14:00:00+01:00,105.500,199.500,342.500,35.000,0.000,,0.000,9.000,1.000,,1953.500,50.500,13.000,359.750,16.500,9.000
2023-01-01 15:00:00+01:00,109.500,271.500,396.750,35.750,0.000,,0.000,9.000,1.750,,1951.750,44.000,12.500,83.750,17.750,14.250
2023-01-01 16:00:00+01:00,112.500,295.750,362.750,35.250,0.000,,0.000,9.000,2.000,,1952.750,37.750,13.000,0.750,17.000,18.000
2023-01-01 17:00:00+01:00,112.250,296.500,350.250,35.000,0.000,0.000,0.000,9.000,2.000,,1949.250,29.750,12.000,0.000,16.000,23.250
2023-01-01 18:00:00+01:00,112.250,292.500,342.500,35.250,0.000,,0.000,9.000,2.000,,1952.750,28.000,12.000,0.000,16.500,30.250
2023-01-01 19:00:00+01:00,112.500,300.250,297.250,35.250,0.000,,0.000,9.000,2.000,,1952.750,27.000,12.000,0.000,17.000,25.750
2023-01-01 20:00:00+01:00,112.500,297.500,327.250,35.000,0.000,,0.000,9.000,2.000,,1952.500,27.250,10.750,0.000,16.500,35.000
2023-01-01 21:00:00+01:00,113.000,294.250,394.500,34.750,0.000,,0.000,9.000,2.500,,1952.750,27.250,10.000,0.000,15.250,27.500
2023-01-01 22:00:00+01:00,112.500,294.250,406.500,35.500,0.000,,0.000,9.000,2.000,,1954.000,26.250,10.750,0.000,16.250,29.750
2023-01-01 23:00:00+01:00,113.000,294.250,429.250,35.750,0.000,,0.000,9.000,2.500,,1952.250,26.000,10.000,0.000,15.750,24.250
2023-01-02 00:00:00+01:00,118.750,294.750,395.500,35.500,0.000,0.000,0.000,10.000,3.000,,1954.500,27.750,10.000,0.000,15.750,13.250
2023-01-02 01:00:00+01:00,121.250,247.750,400.000,36.000,0.000,,0.000,10.000,3.000,,1952.750,27.250,9.250,0.000,15.500,7.000
2023-01-02 02:00:00+01:00,121.000,217.750,462.000,36.000,0.000,,0.000,10.000,3.000,,1952.750,26.250,9.000,0.000,16.250,16.000
2023-01-02 03:00:00+01:00,122.000,213.250,454.250,36.500,0.000,0.000,0.000,10.000,3.000,,1952.750,27.000,8.500,0.000,16.250,24.000
2023-01-02 04:00:00+01:00,122.000,204.500,423.000,36.000,0.000,,0.000,10.000,3.000,,1887.500,26.000,9.000,0.000,15.500,38.000
2023-01-02 05:00:00+01:00,122.000,207.750,471.250,35.750,0.000,0.000,0.000,10.000,3.000,,1878.750,26.500,9.000,0.000,15.500,35.000
2023-01-02 06:00:00+01:00,121.000,241.000,505.250,36.500,0.000,,0.000,10.000,3.000,,1924.000,27.750,9.500,0.000,14.250,29.250
2023-01-02 07:00:00+01:00,119.000,230.000,399.750,36.250,0.000,,0.000,10.000,3.000,,1954.000,30.000,10.250,16.250,12.750,25.000
2023-01-02 08:00:00+01:00,117.000,198.250,477.000,35.750,0.000,,0.000,10.000,3.000,,1908.750,33.250,11.000,164.750,14.250,33.000
2023-01-02 09:00:00+01:00,114.250,198.750,615.750,35.750,0.000,,0.000,10.000,3.000,,1892.750,35.750,11.500,396.000,14.000,30.750
2023-01-02 10:00:00+01:00,114.500,281.750,709.750,34.250,0.000,,0.000,10.000,3.000,,1912.750,40.000,13.250,662.000,17.500,16.500
2023-01-02 11:00:00+01:00,114.750,319.000,527.500,35.750,0.000,,0.000,10.000,3.000,,1953.250,46.750,14.250,829.000,18.250,11.500
2023-01-02 12:00:00+01:00,115.250,330.250,484.000,36.000,0.000,0.000,0.000,9.000,3.000,,1952.250,52.500,14.000,792.500,18.000,9.750
2023-01-02 13:00:00+01:00,116.000,230.750,630.000,36.000,0.000,,0.000,9.250,3.000,,1954.000,52.250,14.250,595.500,17.500,6.250
2023-01-02 14:00:00+01:00,117.750,209.000,676.500,35.750,0.000,,0.000,10.000,3.000,,1955.750,50.000,13.500,333.250,17.250,4.000
2023-01-02 15:00:00+01:00,120.000,223.000,690.750,36.000,0.250,,0.000,10.000,3.000,,1955.750,44.000,12.750,92.250,16.250,5.250
2023-01-02 16:00:00+01:00,120.750,331.000,645.000,35.250,0.000,,0.000,10.000,3.000,,1956.750,37.000,12.250,1.000,17.000,10.750
2023-01-02 17:00:00+01:00,121.500,335.500,628.750,35.000,0.000,,0.000,10.000,3.000,,1956.750,29.750,12.000,0.000,16.250,16.000
2023-01-02 18:00:00+01:00,120.500,335.750,600.500,35.000,0.000,0.000,0.000,10.000,4.000,,1955.750,27.000,13.000,0.000,15.250,19.750
2023-01-02 19:00:00+01:00,120.500,337.500,640.500,35.000,0.000,,0.000,10.000,4.000,,1955.250,27.000,12.000,0.000,16.000,13.500
2023-01-02 20:00:00+01:00,120.750,339.750,614.500,35.000,0.000,,0.000,10.000,4.000,,1955.250,27.000,11.250,0.000,17.000,20.750
2023-01-02 21:00:00+01:00,120.500,338.000,646.250,35.250,0.000,,0.000,10.000,4.000,,1955.500,27.000,10.750,0.000,16.500,24.000
2023-01-02 22:00:00+01:00,120.750,323.500,562.250,34.750,0.000,,0.000,10.000,4.000,,1956.000,27.000,10.000,0.000,16.750,20.750
2023-01-02 23:00:00+01:00,121.000,323.750,470.750,35.250,0.000,,0.000,10.000,4.000,,1954.250,26.250,10.000,0.000,16.000,11.500
2023-01-03 00:00:00+01:00,117.250,318.000,441.250,35.000,0.000,,0.000,9.000,4.000,,1955.500,27.500,10.000,0.000,17.500,3.750
2023-01-03 01:00:00+01:00,120.000,314.000,438.750,35.000,0.000,0.000,0.000,9.000,4.000,,1955.750,27.750,10.000,0.000,18.000,1.000
2023-01-03 02:00:00+01:00,119.250,313.750,508.750,34.750,0.000,,0.000,9.000,4.000,,1955.500,26.750,10.250,0.000,17.500,1.000
2023-01-03 03:00:00+01:00,120.750,319.000,504.250,35.000,0.000,,0.000,9.000,4.000,,1955.500,27.250,10.000,0.000,17.750,1.000
2023-01-03 04:00:00+01:00,121.000,317.750,515.750,34.750,0.000,,0.000,9.000,4.000,,1955.500,26.000,9.500,0.000,19.750,2.250
2023-01-03 05:00:00+01:00,121.000,322.000,550.000,34.750,0.000,,0.000,9.000,4.000,,1955.500,26.750,9.250,0.000,18.000,12.000
2023-01-03 06:00:00+01:00,121.500,324.500,642.250,35.250,0.000,0.000,0.000,9.000,4.000,,1955.000,27.750,10.250,0.000,13.750,9.750
2023-01-03 07:00:00+01:00,119.750,329.750,625.000,35.500,0.000,0.000,0.000,9.000,4.000,,1954.250,29.250,12.250,7.000,16.250,13.250
2023-01-03 08:00:00+01:00,118.250,337.000,602.750,35.000,0.000,,0.000,10.000,4.000,,1953.000,33.000,11.250,102.750,18.250,15.250
2023-01-03 09:00:00+01:00,118.000,333.750,622.500,34.750,0.000,,0.000,10.000,4.000,,1955.000,35.500,13.750,242.750,18.250,27.250
2023-01-03 10:00:00+01:00,118.250,249.250,671.750,34.250,0.000,,0.000,10.000,4.000,,1955.500,40.250,13.750,411.750,19.250,32.000
2023-01-03 11:00:00+01:00,122.500,175.000,708.500,36.000,0.000,,0.000,10.000,4.000,,1950.000,46.250,12.750,554.000,19.000,25.250
2023-01-03 12:00:00+01:00,135.750,174.750,635.750,36.000,0.000,,0.000,10.000,4.000,,1953.500,53.000,13.750,507.500,20.500,23.250
2023-01-03 13:00:00+01:00,141.250,175.250,725.000,36.000,0.000,,0.000,10.000,4.000,,1954.000,52.000,13.250,379.000,20.250,17.000
2023-01-03 14:00:00+01:00,144.250,175.000,692.500,35.750,0.000,,0.000,10.000,4.000,,1954.750,50.750,13.000,219.500,19.750,24.500
2023-01-03 15:00:00+01:00,147.000,172.000,752.000,36.250,0.000,,0.000,10.000,4.000,,1954.500,44.000,13.000,47.500,20.750,33.750
2023-01-03 16:00:00+01:00,142.750,164.250,732.500,36.000,0.000,,0.000,10.000,4.000,,1956.000,37.000,13.000,0.500,18.250,44.500
2023-01-03 17:00:00+01:00,142.250,170.750,790.250,35.750,0.000,,0.000,10.000,4.000,,1957.250,29.750,13.000,0.000,16.250,36.750
2023-01-03 18:00:00+01:00,140.000,175.500,698.000,36.250,0.000,,0.000,10.000,4.000,,1955.750,27.750,13.000,0.000,16.750,34.500
2023-01-03 19:00:00+01:00,137.000,175.500,716.250,36.000,0.000,,0.000,10.000,4.000,,1955.250,27.250,12.000,0.000,17.000,27.000
2023-01-03 20:00:00+01:00,136.500,179.250,716.750,35.250,0.000,,0.000,10.250,4.000,,1955.250,27.500,11.500,0.000,16.000,28.500
2023-01-03 21:00:00+01:00,137.000,199.250,659.000,35.500,0.000,,0.000,11.000,4.000,,1954.500,27.250,11.250,0.000,16.000,32.250
2023-01-03 22:00:00+01:00,137.750,217.000,665.250,35.000,0.000,,0.000,11.000,4.000,,1954.750,27.250,11.250,0.000,16.750,42.000
2023-01-03 23:00:00+01:00,137.250,239.000,518.750,35.750,0.000,,0.000,11.000,4.000,,1954.000,26.250,11.000,0.000,16.750,44.750
2023-01-04 00:00:00+01:00,135.750,239.250,468.750,35.500,0.000,,0.000,11.000,4.000,,1956.750,27.250,10.250,0.000,17.250,41.500
2023-01-04 01:00:00+01:00,137.750,241.000,469.000,35.750,0.000,0.000,0.000,11.000,4.000,,1955.750,27.750,10.000,0.000,17.750,35.750
2023-01-04 02:00:00+01:00,137.000,240.500,478.500,35.500,0.000,,0.000,11.000,4.000,,1955.500,26.250,9.250,0.000,16.500,29.250
2023-01-04 03:00:00+01:00,139.000,240.500,477.000,35.250,0.000,,0.000,11.000,4.000,,1956.250,27.250,9.000,0.000,16.750,20.250
2023-01-04 04:00:00+01:00,143.500,241.500,483.250,35.750,0.000,,0.000,11.000,4.000,,1956.000,26.250,9.750,0.000,16.250,14.250
2023-01-04 05:00:00+01:00,145.750,240.750,530.750,35.750,0.000,,0.000,11.000,4.000,,1956.000,26.750,10.000,0.000,16.500,14.250
2023-01-04 06:00:00+01:00,146.000,241.250,743.250,36.500,0.000,,0.000,11.000,4.000,,1954.750,27.750,10.000,0.000,16.750,4.000
2023-01-04 07:00:00+01:00,144.500,230.500,829.000,37.500,0.000,,0.000,11.000,3.750,,1954.000,29.500,11.750,14.000,16.750,0.250
2023-01-04 08:00:00+01:00,143.000,233.500,764.250,39.000,0.000,,0.000,11.000,3.000,,1952.500,33.000,11.500,214.000,16.000,4.500
2023-01-04 09:00:00+01:00,143.250,231.000,577.250,40.000,0.000,,0.000,11.000,3.000,,1952.000,35.500,11.250,595.750,16.500,16.750
2023-01-04 10:00:00+01:00,143.000,192.500,429.000,39.750,0.000,,0.000,11.000,3.000,,1953.500,40.250,11.750,806.250,19.500,18.000
2023-01-04 11:00:00+01:00,143.250,173.500,595.500,40.000,0.000,,0.000,12.000,3.000,,1952.500,47.000,12.750,925.000,20.250,24.750
2023-01-04 12:00:00+01:00,143.000,206.750,656.250,39.000,0.000,,0.000,12.000,3.000,,1954.000,52.250,13.250,1124.750,19.500,30.500
2023-01-04 13:00:00+01:00,146.250,230.250,637.000,38.750,0.000,0.000,0.000,11.750,3.000,,1955.250,52.500,13.750,940.500,21.000,38.750
2023-01-04 14:00:00+01:00,146.500,228.250,775.750,39.000,0.000,0.000,0.000,12.000,3.500,,1955.000,50.500,13.500,567.750,21.250,43.750
2023-01-04 15:00:00+01:00,145.000,228.000,800.750,39.500,0.000,,0.000,12.000,4.000,,1953.000,44.000,13.500,138.000,20.750,53.250
2023-01-04 16:00:00+01:00,144.750,232.500,856.000,38.500,0.000,,0.000,12.000,5.000,,1953.500,37.500,12.250,2.000,18.500,63.750
2023-01-04 17:00:00+01:00,142.000,234.000,853.750,38.500,0.000,,0.000,12.000,5.000,,1952.500,29.750,12.500,0.000,18.000,110.750
2023-01-04 18:00:00+01:00,140.000,237.250,824.500,37.250,0.000,,0.000,11.750,5.000,,1952.500,27.000,13.000,0.000,16.500,115.500
2023-01-04 19:00:00+01:00,140.250,238.750,858.250,36.000,0.000,,0.000,12.000,5.000,,1953.000,27.250,12.250,0.000,17.500,123.000
2023-01-04 20:00:00+01:00,140.000,233.500,827.750,37.250,0.000,0.000,0.000,12.000,5.000,,1952.250,27.500,12.000,0.000,17.000,152.500
2023-01-04 21:00:00+01:00,134.250,236.000,735.500,37.000,0.000,,0.000,12.000,5.000,,1952.250,27.500,12.000,0.000,17.750,167.000
2023-01-04 22:00:00+01:00,133.000,233.750,625.750,37.250,0.000,,0.000,12.000,5.000,,1954.500,27.250,11.250,0.000,17.500,186.500
2023-01-04 23:00:00+01:00,134.500,239.000,477.000,39.250,0.000,,0.000,12.000,5.000,,1952.500,26.000,10.750,0.000,16.750,168.000
2023-01-05 00:00:00+01:00,116.000,217.500,483.250,38.000,0.000,,0.000,12.000,5.000,,1947.750,27.750,11.000,0.000,16.250,144.750
2023-01-05 01:00:00+01:00,115.500,215.750,472.000,38.500,0.000,,0.000,12.000,5.000,,1948.750,27.750,10.750,0.000,16.500,116.250
2023-01-05 02:00:00+01:00,120.250,214.250,471.250,36.500,0.000,,0.000,12.000,5.000,,1949.250,26.500,11.000,0.000,17.000,61.000
2023-01-05 03:00:00+01:00,116.500,212.250,473.500,36.000,0.000,,0.000,12.000,5.000,,1948.750,27.250,10.500,0.000,17.250,66.250
2023-01-05 04:00:00+01:00,115.500,212.750,468.500,36.500,0.000,,0.000,12.000,5.000,,1947.250,26.500,10.000,0.000,17.250,71.750
2023-01-05 05:00:00+01:00,115.250,216.500,523.500,36.500,0.000,,0.000,12.000,5.000,,1948.000,26.500,10.000,0.000,17.000,86.250
2023-01-05 06:00:00+01:00,118.000,214.250,632.750,35.250,0.000,,0.000,12.000,5.000,,1947.000,27.500,10.500,0.000,17.750,67.500
2023-01-05 07:00:00+01:00,117.250,221.000,727.750,37.000,0.000,,0.000,12.000,5.000,,1949.000,30.500,12.250,6.250,17.500,56.000
2023-01-05 08:00:00+01:00,113.250,221.750,710.750,36.250,0.000,,0.000,12.000,5.000,,1950.000,33.000,12.500,116.750,17.000,87.250
2023-01-05 09:00:00+01:00,112.750,218.750,700.000,35.500,0.000,,0.000,12.000,5.000,,1948.500,34.750,11.250,281.000,17.500,165.750
2023-01-05 10:00:00+01:00,113.000,218.250,604.250,38.250,0.000,,0.000,12.000,5.000,,1947.750,39.250,11.750,397.250,19.750,163.750
2023-01-05 11:00:00+01:00,110.500,208.500,648.250,38.500,0.000,,0.000,12.250,5.000,,1948.000,46.250,13.000,392.000,20.000,164.250
2023-01-05 12:00:00+01:00,109.000,218.250,712.750,38.500,0.000,,0.000,12.000,5.750,,1947.250,52.000,13.000,305.250,20.000,160.500
2023-01-05 13:00:00+01:00,110.000,176.750,723.750,37.750,0.000,,0.000,12.750,5.750,,1947.500,52.250,11.750,254.500,19.750,134.000
2023-01-05 14:00:00+01:00,106.000,173.500,690.250,37.000,0.000,,0.000,13.000,6.000,,1947.750,50.250,12.250,164.500,21.250,135.750
2023-01-05 15:00:00+01:00,105.750,216.250,677.750,37.250,0.000,,0.000,13.000,6.000,,1948.000,44.500,13.750,43.250,21.250,124.250
2023-01-05 16:00:00+01:00,113.500,217.250,638.750,37.500,0.000,,0.000,13.000,6.000,,1947.000,37.000,14.750,0.250,18.500,141.750
2023-01-05 17:00:00+01:00,113.000,215.000,728.750,36.750,0.000,,0.000,13.000,6.000,,1946.000,30.000,12.750,0.000,17.500,163.000
2023-01-05 18:00:00+01:00,112.500,217.500,731.250,37.750,0.000,,0.000,12.750,6.000,,1947.500,27.000,12.750,0.000,18.000,166.000
2023-01-05 19:00:00+01:00,113.000,222.250,662.500,37.000,0.000,,0.000,12.500,6.000,,1948.250,27.250,13.750,0.000,16.500,186.750
2023-01-05 20:00:00+01:00,117.250,219.000,618.500,37.750,0.000,,0.000,13.000,6.000,,1948.250,27.500,13.250,0.000,17.750,215.000
2023-01-05 21:00:00+01:00,120.500,214.250,678.000,38.000,0.000,0.000,0.000,13.000,6.000,,1948.250,28.000,12.250,0.000,16.500,203.000
2023-01-05 22:00:00+01:00,120.000,214.500,600.750,38.000,0.000,,0.000,13.000,6.000,,1948.750,26.750,12.000,0.000,16.750,217.000
2023-01-05 23:00:00+01:00,120.000,215.750,496.250,38.000,0.000,,0.000,13.000,6.000,,1948.750,26.500,11.000,0.000,16.500,193.250
2023-01-06 00:00:00+01:00,110.750,215.000,450.500,37.250,0.000,,0.000,13.000,6.000,,1947.500,56.500,10.750,0.000,17.500,162.500
2023-01-06 01:00:00+01:00,108.750,215.250,430.750,37.000,0.000,0.000,0.000,13.000,6.000,,1948.000,56.250,10.000,0.000,17.750,169.500
2023-01-06 02:00:00+01:00,108.000,217.500,438.500,36.250,0.000,0.000,0.000,13.000,6.000,,1949.250,55.250,10.000,0.000,18.500,164.250
2023-01-06 03:00:00+01:00,108.750,220.000,465.500,35.500,0.000,0.000,0.000,13.000,6.000,,1950.500,56.250,10.250,0.000,18.750,108.500
2023-01-06 04:00:00+01:00,108.750,214.000,470.750,35.250,0.000,0.000,0.000,13.000,6.000,,1950.500,55.000,10.000,0.000,17.000,77.750
2023-01-06 05:00:00+01:00,108.250,221.500,539.000,35.500,0.000,,0.000,13.000,6.000,,1950.500,55.000,10.000,0.000,18.000,71.750
2023-01-06 06:00:00+01:00,109.000,216.500,681.000,35.750,0.000,,0.000,13.000,6.000,,1949.500,56.500,10.000,0.000,17.500,56.500
2023-01-06 07:00:00+01:00,110.250,221.750,743.250,36.000,0.000,,0.000,13.000,5.250,,1947.750,58.500,12.750,24.250,18.500,23.750
2023-01-06 08:00:00+01:00,106.250,210.250,667.750,35.250,0.000,,0.000,13.000,4.000,,1946.000,62.000,14.000,304.750,18.250,15.000
2023-01-06 09:00:00+01:00,105.000,207.250,692.500,35.750,0.000,,0.000,13.000,4.000,,1934.500,64.500,14.750,762.250,19.000,24.250
2023-01-06 10:00:00+01:00,104.500,182.000,503.500,36.250,0.000,0.000,0.000,13.000,4.000,,1946.000,69.250,14.000,1060.250,21.000,2.250
2023-01-06 11:00:00+01:00,99.000,177.250,580.250,35.750,0.000,,0.000,13.000,4.000,,1946.750,75.000,12.750,1212.000,20.500,1.250
2023-01-06 12:00:00+01:00,97.750,177.250,466.750,36.500,0.000,,0.000,13.000,4.000,,1947.500,81.500,12.750,1085.500,20.250,3.250
2023-01-06 13:00:00+01:00,100.000,175.750,630.250,38.000,0.000,,0.000,13.000,4.000,,1949.500,81.500,12.000,824.250,20.000,8.000
2023-01-06 14:00:00+01:00,108.500,172.500,738.500,36.250,0.000,,0.000,13.000,4.250,,1950.250,79.500,13.500,441.000,20.250,5.500
2023-01-06 15:00:00+01:00,110.750,173.750,733.500,36.250,0.000,,0.000,13.000,5.500,,1950.000,73.250,14.000,134.250,21.250,7.500
2023-01-06 16:00:00+01:00,110.000,172.750,681.500,37.500,0.000,,0.000,13.000,6.000,,1949.500,66.500,14.000,3.250,20.250,9.750
2023-01-06 17:00:00+01:00,110.750,173.000,751.500,37.500,0.000,,0.000,13.000,6.000,,1950.000,59.250,14.000,0.000,20.500,29.500
2023-01-06 18:00:00+01:00,111.000,172.750,772.000,37.250,0.000,,0.000,13.000,6.000,,1949.250,56.000,14.500,0.000,18.500,59.000
2023-01-06 19:00:00+01:00,111.000,173.000,734.500,37.250,0.000,,0.000,13.000,6.000,,1950.500,56.000,14.250,0.000,16.750,55.250
2023-01-06 20:00:00+01:00,110.500,173.000,701.500,37.000,0.000,,0.000,13.000,7.000,,1950.000,56.250,14.250,0.000,16.750,43.500
2023-01-06 21:00:00+01:00,110.750,173.000,696.500,37.250,0.000,,0.000,12.000,7.000,,1949.500,56.750,14.500,0.000,16.750,51.250
2023-01-06 22:00:00+01:00,111.000,173.000,607.750,36.250,0.000,0.000,0.000,12.000,7.000,,1949.750,56.000,12.750,0.000,16.750,80.000
2023-01-06 23:00:00+01:00,111.250,173.000,482.750,36.500,0.000,,0.000,12.000,7.000,,1948.000,55.250,12.250,0.000,17.250,73.750
2023-01-07 00:00:00+01:00,110.250,173.000,474.000,38.500,0.000,,0.000,12.000,7.000,,1948.750,53.250,11.250,0.000,16.750,69.250
2023-01-07 01:00:00+01:00,110.500,172.000,487.750,38.750,0.000,,0.000,12.000,7.000,,1948.000,53.500,11.000,0.000,16.750,59.750
2023-01-07 02:00:00+01:00,109.500,172.750,430.500,37.250,0.000,,0.000,12.000,7.000,,1947.250,52.250,11.000,0.000,16.500,55.500
2023-01-07 03:00:00+01:00,109.500,130.500,447.000,38.000,0.000,,0.000,12.000,7.000,,1947.250,53.250,9.500,0.000,15.000,39.750
2023-01-07 04:00:00+01:00,109.750,169.250,426.250,36.750,0.000,,0.000,12.000,7.000,,1946.750,52.000,9.000,0.000,15.250,29.500
2023-01-07 05:00:00+01:00,109.750,115.500,469.500,36.750,0.000,,0.000,12.000,7.000,,1947.500,52.750,9.500,0.000,15.250,25.250
2023-01-07 06:00:00+01:00,110.000,161.750,522.500,36.750,0.000,,0.000,12.000,7.000,,1946.500,53.750,11.000,0.000,16.750,4.250
2023-01-07 07:00:00+01:00,110.000,172.500,528.500,38.000,0.000,,0.000,12.000,7.000,,1948.000,55.250,12.250,18.000,18.000,1.000
2023-01-07 08:00:00+01:00,109.250,147.500,438.500,36.500,0.000,,0.000,11.250,7.000,,1947.750,59.250,13.250,230.250,17.000,1.250
2023-01-07 09:00:00+01:00,107.750,120.750,553.500,37.750,0.000,,0.000,11.000,7.000,,1948.000,61.500,13.500,574.750,17.000,1.000
2023-01-07 10:00:00+01:00,106.000,172.250,516.250,38.500,0.000,0.000,0.000,11.000,7.000,,1949.250,65.750,14.000,948.750,20.750,1.500
2023-01-07 11:00:00+01:00,106.500,149.750,362.250,36.750,0.000,,0.000,11.000,7.000,,1948.750,72.000,13.000,1060.000,20.750,0.500
2023-01-07 12:00:00+01:00,107.250,108.000,522.500,37.000,0.000,0.000,0.000,10.500,7.000,,1891.750,78.250,12.250,971.250,20.250,0.000
2023-01-07 13:00:00+01:00,109.000,147.500,581.500,36.500,0.000,,0.000,10.250,7.000,,1880.000,78.000,12.500,808.250,20.250,1.000
2023-01-07 14:00:00+01:00,109.000,129.750,657.250,38.000,0.000,,0.000,10.000,7.000,,1880.250,76.250,13.000,436.250,20.500,2.000
2023-01-07 15:00:00+01:00,109.000,167.000,739.500,38.500,0.000,,0.000,9.500,7.000,,1942.500,70.000,15.000,99.500,20.250,7.000
2023-01-07 16:00:00+01:00,109.250,168.500,726.750,38.250,0.000,,0.000,10.000,7.000,,1949.750,63.500,15.000,2.000,19.500,17.750
2023-01-07 17:00:00+01:00,110.000,170.250,753.000,38.250,0.000,,0.000,10.000,6.750,,1950.750,55.750,15.000,0.000,17.500,36.750
2023-01-07 18:00:00+01:00,110.500,172.500,725.000,37.000,0.000,,0.000,10.000,6.000,,1950.750,53.000,14.750,0.000,17.250,60.250
2023-01-07 19:00:00+01:00,110.750,172.500,730.250,36.750,0.000,,0.000,9.000,6.000,,1950.500,53.250,13.500,0.000,16.500,94.250
2023-01-07 20:00:00+01:00,110.500,170.500,663.250,36.750,0.000,,0.000,8.750,6.000,,1950.250,53.000,12.250,0.000,16.250,88.750
2023-01-07 21:00:00+01:00,110.000,169.750,564.750,35.500,0.000,,0.000,8.000,6.000,,1949.750,53.000,13.250,0.000,17.750,94.000
2023-01-07 22:00:00+01:00,109.000,170.750,527.000,34.750,0.000,,0.000,8.000,6.000,,1949.750,52.500,11.500,0.000,16.750,97.500
2023-01-07 23:00:00+01:00,110.000,172.750,460.500,36.500,0.000,,0.000,8.000,6.000,,1948.750,52.250,11.000,0.000,17.250,76.750
2023-01-08 00:00:00+01:00,109.500,172.250,476.250,36.250,0.000,,0.000,8.000,6.000,,1950.250,53.750,11.000,0.000,17.000,57.500
2023-01-08 01:00:00+01:00,109.000,173.000,496.750,35.750,0.000,,0.000,8.000,6.000,,1950.000,53.750,11.000,0.000,17.750,65.750
2023-01-08 02:00:00+01:00,108.000,172.750,489.000,36.250,0.000,,0.000,8.000,6.000,,1950.500,52.500,11.000,0.000,17.250,78.500
2023-01-08 03:00:00+01:00,108.750,139.000,476.000,37.000,0.000,,0.000,8.000,6.000,,1950.000,53.250,10.750,0.000,16.500,73.500
2023-01-08 04:00:00+01:00,109.500,107.750,489.250,38.250,0.000,,0.000,8.000,5.750,,1950.000,52.500,10.000,0.000,17.250,70.500
2023-01-08 05:00:00+01:00,110.000,118.750,488.000,36.250,0.000,0.000,0.000,8.000,5.000,,1949.250,52.750,9.500,0.000,17.000,67.500
2023-01-08 06:00:00+01:00,110.000,170.500,581.000,36.500,0.000,,0.000,7.750,5.000,,1948.500,53.250,9.500,0.000,17.500,64.750
2023-01-08 07:00:00+01:00,109.250,172.500,468.250,38.250,0.000,,0.000,7.000,5.000,,1948.250,55.500,12.250,8.750,16.250,64.750
2023-01-08 08:00:00+01:00,107.250,119.750,486.000,35.500,0.000,,0.000,7.000,5.000,,1949.000,59.250,12.750,112.750,15.000,83.750
2023-01-08 09:00:00+01:00,107.250,120.750,609.500,32.750,0.000,,0.000,7.000,5.000,,1948.750,61.500,14.000,335.750,17.250,68.500
2023-01-08 10:00:00+01:00,107.250,172.250,604.500,32.500,0.000,,0.000,7.000,5.000,,1949.000,66.000,15.000,674.000,20.000,64.000
