,Biomass,Biomass,Fossil Gas,Fossil Gas,Fossil Hard coal,Fossil Hard coal,Hydro Run-of-river and poundage,Hydro Run-of-river and poundage,Nuclear,Nuclear,Other,Other,Solar,Solar,Waste,Waste,Wind Offshore,Wind Offshore,Wind Onshore,Wind Onshore
,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Consumption
timestamp_cec,,,,,,,,,,,,,,,,,,,,
2023-01-01 00:00:00+01:00,45.000,0.000,1101.500,27.000,1246.250,10.750,0.000,0.000,486.000,0.000,3855.250,1094.000,1.000,1.000,408.250,0.000,1286.250,17.250,1792.500,2.000
2023-01-01 01:00:00+01:00,45.000,0.000,1146.750,27.000,1229.750,10.500,0.000,0.000,485.500,0.000,4127.000,1132.250,1.000,1.000,405.750,0.000,1194.000,19.000,1868.750,1.750
2023-01-01 02:00:00+01:00,45.000,0.000,1109.750,27.250,1241.750,10.750,0.000,0.000,485.000,0.000,4238.750,1184.750,1.000,1.000,403.250,0.000,1198.000,19.250,1840.000,1.000
2023-01-01 03:00:00+01:00,45.000,0.000,1111.500,26.750,1249.750,10.000,0.000,0.000,485.000,0.000,3768.500,1227.500,1.000,1.000,399.500,0.000,1187.250,19.000,1778.500,1.000
2023-01-01 04:00:00+01:00,45.000,0.000,1051.500,26.500,1262.750,10.000,0.000,0.000,485.000,0.000,3937.250,1258.500,1.000,1.000,401.250,0.000,1249.000,19.000,1775.000,1.000
2023-01-01 05:00:00+01:00,45.000,0.000,1066.500,27.000,1265.250,10.000,0.000,0.000,485.000,0.000,3795.750,1288.500,1.000,1.000,406.000,0.000,1249.750,19.000,1767.250,1.000
2023-01-01 06:00:00+01:00,45.000,0.000,1048.500,26.500,1270.750,10.000,0.000,0.000,485.000,0.000,3899.500,1300.250,1.000,1.000,406.750,0.000,1340.250,18.500,1819.000,1.000
2023-01-01 07:00:00+01:00,44.250,0.000,1065.750,26.250,1294.000,10.500,0.000,0.000,486.000,0.000,3479.250,1333.250,1.000,1.000,415.500,0.000,1784.750,3.750,1695.750,1.000
2023-01-01 08:00:00+01:00,44.000,0.000,1104.750,26.500,1286.250,10.500,0.000,0.000,486.000,0.000,3489.500,1337.750,1.000,1.000,413.250,0.000,2035.500,16.250,1937.500,1.000
2023-01-01 09:00:00+01:00,45.000,0.000,1139.250,26.250,1262.500,10.500,0.000,0.000,486.000,0.000,3714.250,1299.500,5.750,0.000,416.500,0.000,2187.500,15.250,1911.500,1.000
2023-01-01 10:00:00+01:00,45.000,0.000,1165.250,27.750,1211.000,10.500,0.000,0.000,486.000,0.000,4042.250,1155.250,40.250,0.000,424.000,0.000,1949.000,19.000,2008.750,0.000
2023-01-01 11:00:00+01:00,45.000,0.000,1163.000,28.250,1214.750,10.500,0.000,0.000,486.000,0.000,4005.750,1079.250,70.500,0.000,418.250,0.000,1976.750,7.250,1928.000,0.000
2023-01-01 12:00:00+01:00,45.000,0.000,1155.750,29.500,1212.500,10.750,0.000,0.000,485.750,0.000,4426.750,1057.750,84.000,0.000,425.500,0.000,1988.750,18.750,2047.500,0.000
2023-01-01 13:00:00+01:00,45.000,0.000,1247.000,26.250,1212.750,11.250,0.000,0.000,485.250,0.000,4060.750,1066.750,58.500,0.000,421.500,0.000,1807.250,10.000,1596.750,0.000
2023-01-01 14:00:00+01:00,45.000,0.000,1280.000,24.500,1213.250,12.000,0.000,0.000,485.000,0.000,3429.500,1184.250,20.000,0.000,429.000,0.000,1852.250,11.250,1759.000,0.000
2023-01-01 15:00:00+01:00,45.000,0.000,1285.250,24.250,1229.000,11.000,0.000,0.000,485.000,0.000,2806.250,1234.750,14.750,0.000,433.000,0.000,1715.250,10.500,1567.750,0.000
2023-01-01 16:00:00+01:00,45.000,0.000,1345.250,24.250,1236.500,10.250,0.000,0.000,485.000,0.000,2521.500,1108.000,1.250,0.750,431.250,0.000,1366.250,8.000,1318.750,0.000
2023-01-01 17:00:00+01:00,45.000,0.000,1385.000,26.000,1387.750,10.000,0.000,0.000,485.750,0.000,2920.000,1000.000,1.000,1.000,425.250,0.000,1204.750,4.500,1255.750,0.000
2023-01-01 18:00:00+01:00,45.000,0.000,1591.750,24.250,1397.750,10.000,0.000,0.000,486.000,0.000,2617.750,998.500,1.000,1.000,428.000,0.000,1251.250,5.500,1350.750,0.000
2023-01-01 19:00:00+01:00,45.000,0.000,1564.000,24.000,1340.250,10.000,0.000,0.000,486.000,0.000,1985.500,1069.000,1.000,1.000,430.500,0.000,982.750,2.000,1113.750,0.000
2023-01-01 20:00:00+01:00,45.000,0.000,1597.250,24.000,1216.750,12.000,0.000,0.000,486.000,0.000,1795.000,1130.250,1.000,1.000,425.500,0.000,1041.250,2.500,1099.000,0.000
2023-01-01 21:00:00+01:00,45.000,0.000,1668.250,23.500,1220.000,14.000,0.000,0.000,486.000,0.000,1693.750,1215.000,1.000,1.000,430.500,0.000,1018.250,5.750,962.500,0.000
2023-01-01 22:00:00+01:00,45.000,0.000,1771.500,22.750,1243.750,17.500,0.000,0.000,486.000,0.000,1309.500,1234.000,1.000,1.000,428.500,0.000,911.500,9.250,685.500,0.000
2023-01-01 23:00:00+01:00,45.000,0.000,1768.250,19.500,1226.500,18.500,0.000,0.000,486.000,0.000,1218.000,1227.750,1.000,1.000,419.750,0.000,1040.000,6.250,749.500,1.000
2023-01-02 00:00:00+01:00,45.000,0.000,1651.250,22.250,1205.750,19.000,0.000,0.000,486.000,0.000,1224.500,1382.500,1.000,1.000,434.000,0.000,1064.750,3.750,757.500,0.000
2023-01-02 01:00:00+01:00,45.000,0.000,1804.750,24.250,1218.750,23.250,0.000,0.000,486.000,0.000,1468.250,1306.250,1.000,1.000,421.000,0.000,828.750,9.500,993.500,0.000
2023-01-02 02:00:00+01:00,45.000,0.000,1734.500,23.250,1243.750,24.750,0.000,0.000,486.000,0.000,1801.250,1264.750,1.000,1.000,423.000,0.000,591.250,17.750,1187.500,0.000
2023-01-02 03:00:00+01:00,45.000,0.000,1561.250,23.000,1211.500,24.250,0.000,0.000,486.000,0.000,2155.250,1318.000,1.000,1.000,422.000,0.000,554.500,18.000,1198.250,0.000
2023-01-02 04:00:00+01:00,45.000,0.000,1514.500,23.000,1313.250,26.250,0.000,0.000,486.000,0.000,2186.500,1414.750,1.000,1.000,419.250,0.000,369.500,13.750,1201.750,0.000
2023-01-02 05:00:00+01:00,45.000,0.000,1520.250,24.250,1396.000,21.500,0.000,0.000,486.000,0.000,1846.000,1549.000,1.000,1.000,422.500,0.000,448.750,2.000,1187.250,0.000
2023-01-02 06:00:00+01:00,45.000,0.000,1676.250,23.250,1535.750,22.000,0.000,0.000,486.000,0.000,1663.000,1687.750,1.000,1.000,407.500,0.000,592.750,3.500,1260.500,0.000
2023-01-02 07:00:00+01:00,44.250,0.000,1931.250,28.000,1794.500,20.250,0.000,0.000,486.000,0.000,2003.500,1690.750,1.000,1.000,375.750,8.250,593.500,5.500,1108.000,0.000
2023-01-02 08:00:00+01:00,44.250,0.000,2111.750,28.750,1985.500,17.750,0.000,0.000,486.000,0.000,2141.750,1601.000,1.000,1.000,384.250,4.000,790.000,5.500,827.000,0.000
2023-01-02 09:00:00+01:00,45.000,0.000,2114.500,29.250,2013.500,16.250,0.000,0.000,486.000,0.000,1987.750,1560.250,4.250,0.250,406.000,1.000,945.750,6.750,798.500,0.000
2023-01-02 10:00:00+01:00,45.000,0.000,2033.000,29.250,2026.750,18.250,0.000,0.000,486.000,0.000,1965.000,1461.250,15.750,0.000,407.000,1.000,1069.750,6.250,1015.500,0.000
2023-01-02 11:00:00+01:00,45.000,0.000,1856.750,24.750,2020.000,19.000,0.000,0.000,486.000,0.000,1877.500,1486.250,31.750,0.000,407.250,2.500,1464.500,13.750,988.750,0.000
2023-01-02 12:00:00+01:00,45.000,0.000,2070.250,24.000,1903.500,18.750,0.000,0.000,486.250,0.000,2490.500,1299.250,46.250,0.000,406.250,1.250,1067.500,7.500,1238.500,0.000
2023-01-02 13:00:00+01:00,45.000,0.000,2145.750,24.000,2039.000,24.250,0.000,0.000,486.000,0.000,2745.000,1262.750,36.750,0.000,398.500,1.000,1074.250,5.250,1204.500,0.000
2023-01-02 14:00:00+01:00,45.000,0.000,2120.750,24.000,2088.750,26.000,0.000,0.000,486.000,0.000,2521.750,1330.500,24.000,0.000,407.250,0.750,1115.750,5.250,1056.500,0.000
2023-01-02 15:00:00+01:00,44.000,0.000,2150.500,24.000,2083.500,26.500,0.000,0.000,486.000,0.000,2588.750,1343.750,9.250,0.000,417.500,0.000,1034.250,4.750,1131.000,0.750
2023-01-02 16:00:00+01:00,44.500,0.000,2229.500,24.000,2160.500,23.750,0.000,0.000,486.000,0.000,2794.250,1347.250,0.500,1.000,408.750,0.000,1005.500,4.500,1079.750,0.500
