,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Hydro Water Reservoir,Nuclear,Solar,Waste,Wind Onshore,Wind Offshore,Wind Offshore
,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption
timestamp_cec,,,,,,,,,,,,,,,
2023-07-31 12:00:00+02:00,428.000,1322.000,28.000,140.000,,515.000,3021.000,843.000,,28419.000,10172.000,115.000,10664.000,392.000,
2023-07-31 13:00:00+02:00,427.000,1229.000,28.000,140.000,,956.000,2944.000,738.000,,28060.000,10766.000,114.000,11174.000,399.000,
2023-07-31 14:00:00+02:00,432.000,1209.000,28.000,140.000,,1165.000,2614.000,544.000,,28076.000,10782.000,116.000,11419.000,418.000,
2023-07-31 15:00:00+02:00,435.000,1307.000,28.000,140.000,,805.000,2561.000,437.000,,29059.000,10030.000,119.000,11321.000,430.000,
2023-07-31 16:00:00+02:00,438.000,1255.000,29.000,140.000,,464.000,2515.000,492.000,,30829.000,8729.000,112.000,11141.000,430.000,
2023-07-31 17:00:00+02:00,420.000,1288.000,29.000,140.000,,160.000,2682.000,825.000,,31409.000,7040.000,118.000,11271.000,436.000,
2023-07-31 18:00:00+02:00,431.000,1511.000,30.000,140.000,264.000,,2971.000,1108.000,,31567.000,4722.000,119.000,11014.000,435.000,
2023-07-31 19:00:00+02:00,437.000,2265.000,31.000,140.000,880.000,,3467.000,1370.000,,31782.000,2213.000,121.000,10932.000,425.000,
2023-07-31 20:00:00+02:00,432.000,2553.000,31.000,140.000,1079.000,,3540.000,1567.000,,31925.000,617.000,120.000,10436.000,425.000,
2023-07-31 21:00:00+02:00,433.000,2411.000,32.000,140.000,966.000,,3601.000,1423.000,,32021.000,232.000,120.000,10430.000,433.000,
2023-07-31 22:00:00+02:00,430.000,2262.000,33.000,139.000,1338.000,,3766.000,1448.000,,31787.000,211.000,119.000,10245.000,433.000,
2023-07-31 23:00:00+02:00,432.000,1777.000,33.000,139.000,1200.000,,3600.000,1460.000,,31736.000,0.000,125.000,10312.000,430.000,
2023-08-01 00:00:00+02:00,436.000,1319.000,31.000,139.000,691.000,,3201.000,1275.000,,31194.000,0.000,125.000,10568.000,438.000,
2023-08-01 01:00:00+02:00,439.000,770.000,31.000,134.000,252.000,,2976.000,1087.000,,30551.000,0.000,125.000,10520.000,430.000,
2023-08-01 02:00:00+02:00,442.000,728.000,31.000,134.000,,390.000,2716.000,866.000,,30320.000,0.000,128.000,10612.000,430.000,
2023-08-01 03:00:00+02:00,440.000,684.000,32.000,136.000,,1249.000,2592.000,765.000,,30468.000,0.000,126.000,10352.000,387.000,
2023-08-01 04:00:00+02:00,446.000,708.000,33.000,136.000,,1839.000,2428.000,778.000,,30560.000,0.000,125.000,10156.000,358.000,
2023-08-01 05:00:00+02:00,450.000,696.000,34.000,135.000,,1120.000,2513.000,488.000,,29867.000,0.000,122.000,9970.000,372.000,
2023-08-01 06:00:00+02:00,458.000,1110.000,34.000,136.000,,177.000,2762.000,638.000,,30153.000,274.000,127.000,9054.000,380.000,
2023-08-01 07:00:00+02:00,460.000,1482.000,35.000,138.000,456.000,,3068.000,988.000,,30682.000,735.000,128.000,8049.000,215.000,
2023-08-01 08:00:00+02:00,462.000,1538.000,35.000,139.000,843.000,,3147.000,1023.000,,31095.000,2010.000,126.000,7369.000,169.000,
2023-08-01 09:00:00+02:00,461.000,1643.000,34.000,139.000,1045.000,,3206.000,1086.000,,31132.000,3699.000,123.000,7523.000,182.000,
2023-08-01 10:00:00+02:00,459.000,1651.000,33.000,139.000,702.000,,3132.000,1017.000,,30953.000,5438.000,123.000,7686.000,207.000,
2023-08-01 11:00:00+02:00,458.000,1293.000,32.000,139.000,432.000,,3196.000,950.000,,30851.000,6825.000,121.000,8108.000,201.000,
2023-08-01 12:00:00+02:00,457.000,917.000,30.000,139.000,243.000,,3130.000,882.000,,30769.000,7732.000,127.000,9180.000,232.000,
2023-08-01 13:00:00+02:00,388.000,888.000,30.000,139.000,,245.000,2822.000,672.000,,30852.000,8247.000,124.000,9867.000,231.000,
2023-08-01 14:00:00+02:00,334.000,803.000,31.000,139.000,,619.000,2496.000,602.000,,30072.000,8435.000,124.000,10061.000,251.000,
2023-08-01 15:00:00+02:00,335.000,774.000,32.000,139.000,,1062.000,2334.000,564.000,,30083.000,8067.000,120.000,10366.000,248.000,
2023-08-01 16:00:00+02:00,336.000,806.000,33.000,139.000,,986.000,2321.000,599.000,,29925.000,7352.000,121.000,10371.000,260.000,
2023-08-01 17:00:00+02:00,335.000,817.000,34.000,139.000,45.000,,2558.000,811.000,,30560.000,6125.000,124.000,10106.000,240.000,
2023-08-01 18:00:00+02:00,333.000,1524.000,35.000,139.000,720.000,,2906.000,1153.000,,30967.000,4176.000,125.000,9117.000,213.000,
2023-08-01 19:00:00+02:00,330.000,2369.000,35.000,139.000,1507.000,,3454.000,1934.000,,31501.000,2000.000,124.000,7953.000,175.000,
2023-08-01 20:00:00+02:00,331.000,2397.000,34.000,139.000,1709.000,,3561.000,1844.000,,31685.000,608.000,122.000,6669.000,202.000,
2023-08-01 21:00:00+02:00,333.000,2346.000,34.000,139.000,1661.000,,3683.000,1890.000,,31706.000,255.000,127.000,6269.000,234.000,
2023-08-01 22:00:00+02:00,330.000,2299.000,34.000,139.000,1788.000,,3623.000,1845.000,,31530.000,0.000,134.000,6488.000,315.000,
2023-08-01 23:00:00+02:00,332.000,1774.000,34.000,138.000,1315.000,,3462.000,1624.000,,31652.000,0.000,134.000,7114.000,438.000,
2023-08-02 00:00:00+02:00,331.000,1530.000,32.000,137.000,512.000,,3057.000,1332.000,,31772.000,0.000,129.000,7882.000,448.000,
2023-08-02 01:00:00+02:00,334.000,958.000,31.000,136.000,,132.000,2938.000,957.000,,31480.000,0.000,127.000,9142.000,446.000,
2023-08-02 02:00:00+02:00,332.000,817.000,31.000,136.000,,37.000,2887.000,1261.000,,30759.000,0.000,131.000,9929.000,447.000,
2023-08-02 03:00:00+02:00,335.000,759.000,29.000,137.000,,205.000,2756.000,1100.000,,30418.000,0.000,126.000,10584.000,458.000,
2023-08-02 04:00:00+02:00,339.000,733.000,28.000,137.000,,1158.000,2532.000,619.000,,30015.000,0.000,120.000,11573.000,463.000,
2023-08-02 05:00:00+02:00,338.000,734.000,26.000,136.000,,1241.000,2438.000,512.000,,29679.000,0.000,126.000,12569.000,467.000,
2023-08-02 06:00:00+02:00,339.000,653.000,26.000,138.000,,1017.000,2474.000,527.000,,29863.000,273.000,122.000,13074.000,463.000,
2023-08-02 07:00:00+02:00,334.000,623.000,25.000,139.000,,120.000,2672.000,607.000,,30066.000,718.000,114.000,13452.000,464.000,
2023-08-02 08:00:00+02:00,332.000,645.000,23.000,139.000,710.000,,2856.000,1110.000,,30856.000,2249.000,104.000,13214.000,466.000,
2023-08-02 09:00:00+02:00,333.000,624.000,22.000,139.000,768.000,,2951.000,1165.000,,30306.000,4387.000,108.000,13407.000,454.000,
2023-08-02 10:00:00+02:00,333.000,661.000,22.000,139.000,779.000,,2950.000,1120.000,,25407.000,6020.000,109.000,14024.000,467.000,
2023-08-02 11:00:00+02:00,333.000,639.000,22.000,139.000,679.000,,2997.000,1274.000,,29137.000,7304.000,103.000,14196.000,459.000,
2023-08-02 12:00:00+02:00,333.000,618.000,22.000,139.000,127.000,,3009.000,1108.000,,30582.000,8039.000,103.000,14398.000,458.000,
2023-08-02 13:00:00+02:00,331.000,613.000,22.000,139.000,,317.000,2887.000,982.000,,30459.000,8209.000,115.000,14485.000,458.000,
2023-08-02 14:00:00+02:00,332.000,571.000,22.000,139.000,,918.000,2648.000,452.000,,29753.000,8547.000,117.000,14613.000,459.000,
2023-08-02 15:00:00+02:00,334.000,569.000,23.000,139.000,,1573.000,2585.000,399.000,,30190.000,8270.000,109.000,14445.000,457.000,
2023-08-02 16:00:00+02:00,337.000,565.000,24.000,139.000,,1733.000,2599.000,462.000,,30405.000,7512.000,114.000,14723.000,458.000,
2023-08-02 17:00:00+02:00,335.000,565.000,26.000,139.000,,1050.000,2569.000,841.000,,30476.000,6179.000,116.000,14900.000,457.000,
2023-08-02 18:00:00+02:00,338.000,552.000,28.000,139.000,118.000,,2857.000,1468.000,,31062.000,3929.000,116.000,15054.000,464.000,
2023-08-02 19:00:00+02:00,337.000,536.000,30.000,139.000,854.000,,3333.000,1618.000,,31012.000,1772.000,122.000,15026.000,466.000,
2023-08-02 20:00:00+02:00,335.000,538.000,32.000,139.000,531.000,,3337.000,1698.000,,31157.000,563.000,119.000,15041.000,466.000,
2023-08-02 21:00:00+02:00,334.000,526.000,33.000,139.000,75.000,,3223.000,1530.000,,31141.000,231.000,120.000,14944.000,465.000,
2023-08-02 22:00:00+02:00,329.000,547.000,33.000,139.000,,19.000,3146.000,1504.000,,31055.000,0.000,120.000,14798.000,460.000,
2023-08-02 23:00:00+02:00,327.000,566.000,32.000,139.000,,811.000,2953.000,1417.000,,30700.000,0.000,122.000,14604.000,460.000,
2023-08-03 00:00:00+02:00,332.000,555.000,32.000,139.000,,1461.000,2918.000,1437.000,,29996.000,0.000,123.000,14270.000,460.000,
2023-08-03 01:00:00+02:00,326.000,550.000,32.000,138.000,,1581.000,2802.000,1399.000,,29195.000,0.000,134.000,13857.000,460.000,
2023-08-03 02:00:00+02:00,329.000,547.000,33.000,135.000,,1952.000,2700.000,830.000,,28311.000,0.000,134.000,13419.000,460.000,
2023-08-03 03:00:00+02:00,327.000,554.000,34.000,136.000,,2043.000,2655.000,838.000,,27626.000,0.000,131.000,13034.000,460.000,
2023-08-03 04:00:00+02:00,328.000,567.000,34.000,136.000,,2042.000,2659.000,458.000,,27850.000,0.000,122.000,12436.000,460.000,
2023-08-03 05:00:00+02:00,333.000,536.000,34.000,135.000,,1721.000,2680.000,705.000,,28790.000,0.000,117.000,11854.000,459.000,
2023-08-03 06:00:00+02:00,332.000,549.000,34.000,138.000,,326.000,2968.000,1122.000,,29267.000,266.000,114.000,11049.000,456.000,
2023-08-03 07:00:00+02:00,333.000,570.000,32.000,139.000,53.000,,3360.000,1358.000,,29771.000,668.000,117.000,10507.000,448.000,
2023-08-03 08:00:00+02:00,332.000,598.000,32.000,139.000,169.000,,3386.000,1197.000,,29921.000,1928.000,121.000,9848.000,418.000,
2023-08-03 09:00:00+02:00,334.000,597.000,32.000,139.000,788.000,,3244.000,1298.000,,30654.000,3515.000,109.000,9259.000,417.000,
2023-08-03 10:00:00+02:00,331.000,606.000,33.000,139.000,592.000,,2984.000,1168.000,,30730.000,5153.000,110.000,8628.000,397.000,
2023-08-03 11:00:00+02:00,332.000,596.000,33.000,139.000,497.000,,2840.000,1130.000,,30516.000,6626.000,86.000,8147.000,319.000,
2023-08-03 12:00:00+02:00,331.000,594.000,32.000,139.000,100.000,,2858.000,1092.000,,30106.000,7547.000,91.000,7902.000,292.000,
2023-08-03 13:00:00+02:00,327.000,601.000,32.000,139.000,,691.000,2843.000,1122.000,,29743.000,8167.000,112.000,7684.000,344.000,
2023-08-03 14:00:00+02:00,332.000,625.000,32.000,139.000,,956.000,2673.000,924.000,,29836.000,8337.000,115.000,7468.000,327.000,
2023-08-03 15:00:00+02:00,335.000,607.000,33.000,139.000,,1671.000,2716.000,953.000,,29785.000,7943.000,123.000,7089.000,331.000,
2023-08-03 16:00:00+02:00,332.000,600.000,33.000,139.000,,1635.000,2770.000,1169.000,,29826.000,7248.000,121.000,6679.000,354.000,
2023-08-03 17:00:00+02:00,332.000,776.000,34.000,139.000,,1157.000,3038.000,1692.000,,30334.000,5627.000,125.000,5757.000,365.000,
2023-08-03 18:00:00+02:00,330.000,1326.000,35.000,139.000,643.000,,3326.000,2198.000,,30494.000,3767.000,124.000,5161.000,356.000,
2023-08-03 19:00:00+02:00,329.000,1985.000,35.000,139.000,1397.000,,3626.000,2263.000,,30742.000,1828.000,126.000,4600.000,345.000,
2023-08-03 20:00:00+02:00,335.000,2474.000,35.000,139.000,1578.000,,3790.000,2137.000,,30852.000,568.000,128.000,4262.000,415.000,
2023-08-03 21:00:00+02:00,337.000,2510.000,35.000,139.000,1550.000,,3739.000,2092.000,,30844.000,236.000,122.000,3944.000,418.000,
2023-08-03 22:00:00+02:00,338.000,2371.000,35.000,139.000,1604.000,,3917.000,2576.000,,30505.000,0.000,125.000,3514.000,402.000,
2023-08-03 23:00:00+02:00,338.000,2374.000,35.000,138.000,1508.000,,3760.000,2543.000,,30356.000,0.000,125.000,3320.000,340.000,
2023-08-04 00:00:00+02:00,344.000,2240.000,16.000,124.000,1870.000,,3724.000,2108.000,,30356.000,0.000,134.000,3036.000,285.000,
2023-08-04 01:00:00+02:00,349.000,1982.000,19.000,124.000,1443.000,,3419.000,1632.000,,30043.000,0.000,142.000,3066.000,216.000,
2023-08-04 02:00:00+02:00,352.000,1745.000,19.000,124.000,1165.000,,3162.000,1361.000,,29866.000,0.000,144.000,3229.000,223.000,
2023-08-04 03:00:00+02:00,345.000,1670.000,19.000,124.000,841.000,,3101.000,1282.000,,29818.000,0.000,145.000,3210.000,283.000,
2023-08-04 04:00:00+02:00,334.000,1789.000,41.000,135.000,,665.000,2985.000,735.000,,30161.000,0.000,133.000,3331.000,327.000,
2023-08-04 05:00:00+02:00,340.000,1732.000,41.000,135.000,,1059.000,2918.000,699.000,,30126.000,0.000,129.000,3331.000,301.000,
2023-08-04 06:00:00+02:00,337.000,2110.000,42.000,136.000,,26.000,3009.000,863.000,,30097.000,266.000,129.000,3265.000,316.000,
2023-08-04 07:00:00+02:00,337.000,2460.000,42.000,137.000,686.000,,3324.000,786.000,,30165.000,711.000,130.000,3239.000,310.000,
2023-08-04 08:00:00+02:00,336.000,2410.000,43.000,137.000,1304.000,,3572.000,1141.000,,30096.000,2124.000,119.000,3040.000,261.000,
2023-08-04 09:00:00+02:00,332.000,2836.000,43.000,137.000,1233.000,,3646.000,1405.000,,30302.000,3943.000,119.000,2951.000,249.000,
2023-08-04 10:00:00+02:00,335.000,2878.000,44.000,139.000,949.000,,3636.000,1105.000,,30679.000,5931.000,120.000,2979.000,201.000,
2023-08-04 11:00:00+02:00,336.000,2873.000,43.000,139.000,969.000,,3256.000,1090.000,,30726.000,7376.000,109.000,3198.000,156.000,
2023-08-04 12:00:00+02:00,333.000,2920.000,43.000,139.000,1277.000,,3007.000,1224.000,,30777.000,7972.000,108.000,3452.000,156.000,
2023-08-04 13:00:00+02:00,333.000,2773.000,43.000,139.000,469.000,,2955.000,1134.000,,30649.000,8307.000,112.000,3805.000,149.000,
2023-08-04 14:00:00+02:00,336.000,2581.000,44.000,139.000,,196.000,2963.000,894.000,,30593.000,8694.000,112.000,4128.000,149.000,
2023-08-04 15:00:00+02:00,332.000,2114.000,45.000,139.000,,151.000,2843.000,748.000,,30632.000,8696.000,113.000,4450.000,125.000,
2023-08-04 16:00:00+02:00,334.000,2039.000,46.000,139.000,,274.000,2910.000,792.000,,29998.000,7929.000,114.000,4747.000,136.000,
2023-08-04 17:00:00+02:00,334.000,2154.000,46.000,139.000,180.000,,3253.000,913.000,,30266.000,6527.000,116.000,4847.000,178.000,
2023-08-04 18:00:00+02:00,333.000,2743.000,46.000,139.000,1059.000,,3411.000,1456.000,,30353.000,4318.000,118.000,4539.000,183.000,
2023-08-04 19:00:00+02:00,333.000,2842.000,46.000,139.000,1330.000,,3698.000,1999.000,,30380.000,2114.000,115.000,4104.000,181.000,
2023-08-04 20:00:00+02:00,333.000,2983.000,45.000,139.000,1682.000,,3797.000,1716.000,,30437.000,617.000,120.000,3630.000,201.000,
2023-08-04 21:00:00+02:00,332.000,2887.000,44.000,139.000,1528.000,,3823.000,1588.000,,30395.000,228.000,128.000,3650.000,186.000,
2023-08-04 22:00:00+02:00,333.000,2762.000,44.000,139.000,1541.000,,3686.000,2113.000,,29402.000,0.000,134.000,3630.000,185.000,
2023-08-04 23:00:00+02:00,335.000,2363.000,44.000,138.000,1760.000,,3607.000,2437.000,,28712.000,0.000,131.000,3538.000,188.000,
2023-08-05 00:00:00+02:00,336.000,2679.000,43.000,133.000,1636.000,,3386.000,1819.000,,28980.000,0.000,136.000,3438.000,187.000,
2023-08-05 01:00:00+02:00,334.000,2319.000,43.000,132.000,1453.000,,3357.000,1758.000,,28830.000,0.000,144.000,3081.000,159.000,
2023-08-05 02:00:00+02:00,333.000,2588.000,42.000,194.000,1207.000,,3326.000,1632.000,,28659.000,0.000,140.000,2721.000,154.000,
2023-08-05 03:00:00+02:00,340.000,2319.000,42.000,278.000,1143.000,,3270.000,1553.000,,28666.000,0.000,138.000,2481.000,104.000,
2023-08-05 04:00:00+02:00,338.000,2256.000,43.000,329.000,751.000,,3240.000,1321.000,,28508.000,0.000,136.000,2452.000,74.000,
2023-08-05 05:00:00+02:00,335.000,1979.000,43.000,330.000,723.000,,3194.000,1029.000,,28506.000,0.000,133.000,2775.000,50.000,
2023-08-05 06:00:00+02:00,337.000,1987.000,44.000,329.000,428.000,,3162.000,961.000,,28610.000,272.000,127.000,2929.000,40.000,
2023-08-05 07:00:00+02:00,337.000,1764.000,44.000,327.000,319.000,,2968.000,840.000,,28790.000,798.000,127.000,3383.000,74.000,
2023-08-05 08:00:00+02:00,338.000,1444.000,44.000,268.000,98.000,,2932.000,1003.000,,28539.000,2525.000,125.000,3987.000,103.000,
2023-08-05 09:00:00+02:00,347.000,1364.000,43.000,156.000,238.000,,2958.000,845.000,,28321.000,4904.000,121.000,4956.000,232.000,
2023-08-05 10:00:00+02:00,361.000,1169.000,43.000,135.000,,125.000,2820.000,696.000,,28085.000,6947.000,123.000,6690.000,404.000,
2023-08-05 11:00:00+02:00,365.000,595.000,43.000,136.000,,772.000,2714.000,525.000,,27472.000,8159.000,123.000,8341.000,417.000,
2023-08-05 12:00:00+02:00,368.000,505.000,43.000,136.000,,796.000,2692.000,765.000,,26790.000,8874.000,126.000,9806.000,424.000,
2023-08-05 13:00:00+02:00,367.000,500.000,43.000,136.000,,1426.000,2706.000,712.000,,26459.000,9061.000,124.000,10506.000,418.000,
2023-08-05 14:00:00+02:00,385.000,498.000,44.000,136.000,,1954.000,2817.000,368.000,,25838.000,8706.000,116.000,11154.000,416.000,
2023-08-05 15:00:00+02:00,401.000,497.000,45.000,136.000,,1991.000,2877.000,303.000,,25583.000,8033.000,119.000,12208.000,421.000,
2023-08-05 16:00:00+02:00,400.000,494.000,46.000,136.000,,2131.000,2940.000,349.000,,25650.000,6945.000,123.000,13361.000,424.000,
2023-08-05 17:00:00+02:00,406.000,492.000,46.000,136.000,,2100.000,3002.000,529.000,,25898.000,5363.000,124.000,13822.000,427.000,
2023-08-05 18:00:00+02:00,406.000,490.000,46.000,136.000,,1930.000,3024.000,826.000,,26965.000,3555.000,128.000,14034.000,436.000,
2023-08-05 19:00:00+02:00,405.000,832.000,45.000,136.000,,861.000,2922.000,1079.000,,27890.000,1726.000,124.000,13689.000,439.000,
2023-08-05 20:00:00+02:00,407.000,1366.000,43.000,136.000,500.000,,3062.000,1107.000,,28070.000,549.000,125.000,12984.000,444.000,
2023-08-05 21:00:00+02:00,413.000,1403.000,42.000,136.000,1043.000,,3204.000,1438.000,,28306.000,231.000,122.000,12494.000,447.000,
2023-08-05 22:00:00+02:00,420.000,1428.000,42.000,135.000,1400.000,,3309.000,1725.000,,28357.000,0.000,123.000,11865.000,436.000,
2023-08-05 23:00:00+02:00,423.000,1389.000,41.000,136.000,1223.000,,3121.000,1585.000,,28631.000,0.000,125.000,12218.000,406.000,
2023-08-06 00:00:00+02:00,425.000,795.000,41.000,135.000,906.000,,3063.000,1477.000,,28587.000,0.000,131.000,12382.000,378.000,
2023-08-06 01:00:00+02:00,429.000,515.000,41.000,164.000,143.000,,2946.000,1014.000,,28555.000,0.000,126.000,12908.000,336.000,
2023-08-06 02:00:00+02:00,426.000,562.000,42.000,307.000,,691.000,2889.000,557.000,,27424.000,0.000,128.000,12934.000,346.000,
2023-08-06 03:00:00+02:00,427.000,645.000,43.000,326.000,,919.000,2864.000,499.000,,25122.000,0.000,132.000,12735.000,332.000,
2023-08-06 04:00:00+02:00,430.000,649.000,44.000,327.000,,1309.000,2840.000,428.000,,24081.000,0.000,131.000,12400.000,350.000,
2023-08-06 05:00:00+02:00,433.000,637.000,44.000,328.000,,1862.000,2782.000,507.000,,24240.000,0.000,133.000,12030.000,324.000,
2023-08-06 06:00:00+02:00,437.000,637.000,44.000,327.000,,1852.000,2777.000,549.000,,24420.000,264.000,129.000,11665.000,253.000,
2023-08-06 07:00:00+02:00,440.000,646.000,44.000,278.000,,1844.000,2706.000,582.000,,24857.000,738.000,132.000,11222.000,243.000,
2023-08-06 08:00:00+02:00,437.000,568.000,43.000,200.000,,1133.000,2604.000,732.000,,25007.000,2324.000,128.000,10720.000,223.000,
2023-08-06 09:00:00+02:00,435.000,525.000,43.000,150.000,,1257.000,2523.000,384.000,,24411.000,4633.000,125.000,10742.000,190.000,
2023-08-06 10:00:00+02:00,436.000,529.000,44.000,136.000,,1749.000,2542.000,1085.000,,24753.000,6701.000,123.000,10714.000,142.000,
2023-08-06 11:00:00+02:00,446.000,535.000,45.000,136.000,,1880.000,2497.000,984.000,,24443.000,8252.000,120.000,10841.000,123.000,
2023-08-06 12:00:00+02:00,451.000,528.000,45.000,136.000,,1944.000,2491.000,487.000,,24112.000,9128.000,99.000,11002.000,116.000,
2023-08-06 13:00:00+02:00,452.000,531.000,45.000,135.000,,1969.000,2468.000,347.000,,23560.000,9447.000,92.000,11033.000,100.000,
2023-08-06 14:00:00+02:00,442.000,543.000,46.000,136.000,,2141.000,2483.000,275.000,,21911.000,9561.000,92.000,11072.000,74.000,
2023-08-06 15:00:00+02:00,431.000,539.000,46.000,136.000,,1770.000,2623.000,332.000,,21593.000,9254.000,96.000,11057.000,108.000,
2023-08-06 16:00:00+02:00,408.000,543.000,46.000,136.000,,1718.000,2674.000,336.000,,21898.000,8448.000,95.000,10894.000,191.000,
2023-08-06 17:00:00+02:00,366.000,532.000,46.000,136.000,,729.000,2713.000,469.000,,24483.000,7020.000,95.000,10228.000,240.000,
2023-08-06 18:00:00+02:00,332.000,533.000,45.000,136.000,,182.000,2729.000,1077.000,,26921.000,4871.000,96.000,9407.000,244.000,
2023-08-06 19:00:00+02:00,332.000,542.000,44.000,136.000,453.000,,2933.000,1163.000,,28768.000,2317.000,90.000,8369.000,241.000,
2023-08-06 20:00:00+02:00,334.000,527.000,43.000,136.000,977.000,,2950.000,1320.000,,29196.000,646.000,78.000,6902.000,231.000,
2023-08-06 21:00:00+02:00,336.000,515.000,42.000,136.000,1219.000,,2871.000,1267.000,,29160.000,227.000,77.000,5947.000,349.000,
2023-08-06 22:00:00+02:00,362.000,557.000,42.000,136.000,1189.000,,2887.000,1719.000,,29090.000,0.000,75.000,5115.000,383.000,
2023-08-06 23:00:00+02:00,388.000,589.000,40.000,135.000,1065.000,,2901.000,1585.000,,29298.000,0.000,77.000,4629.000,302.000,
2023-08-07 00:00:00+02:00,414.000,582.000,40.000,136.000,62.000,,2731.000,1431.000,,28842.000,0.000,77.000,4191.000,207.000,
2023-08-07 01:00:00+02:00,433.000,637.000,39.000,187.000,,1669.000,2630.000,876.000,,28487.000,0.000,79.000,4045.000,92.000,
2023-08-07 02:00:00+02:00,438.000,678.000,38.000,199.000,,2168.000,2601.000,185.000,,27187.000,0.000,80.000,3732.000,74.000,
2023-08-07 03:00:00+02:00,448.000,690.000,37.000,275.000,,2205.000,2742.000,116.000,,26919.000,0.000,80.000,3410.000,65.000,
2023-08-07 04:00:00+02:00,459.000,675.000,36.000,327.000,,2111.000,2738.000,212.000,,27075.000,0.000,80.000,3087.000,61.000,
2023-08-07 05:00:00+02:00,469.000,662.000,35.000,329.000,,1196.000,2781.000,818.000,,28280.000,0.000,80.000,2998.000,32.000,
2023-08-07 06:00:00+02:00,470.000,539.000,34.000,170.000,,465.000,2945.000,1083.000,,28278.000,267.000,78.000,2917.000,13.000,
2023-08-07 07:00:00+02:00,468.000,562.000,33.000,136.000,961.000,,2955.000,1534.000,,29545.000,861.000,78.000,2618.000,4.000,
2023-08-07 08:00:00+02:00,485.000,630.000,34.000,136.000,1136.000,,2993.000,1643.000,,30066.000,3065.000,78.000,1848.000,0.000,
2023-08-07 09:00:00+02:00,488.000,634.000,35.000,136.000,759.000,,2939.000,1320.000,,30025.000,6306.000,78.000,1670.000,0.000,
2023-08-07 10:00:00+02:00,485.000,618.000,36.000,135.000,,312.000,2948.000,751.000,,29941.000,9029.000,76.000,2234.000,0.000,
2023-08-07 11:00:00+02:00,484.000,621.000,51.000,135.000,,604.000,2936.000,781.000,,29839.000,10738.000,78.000,2700.000,0.000,
2023-08-07 12:00:00+02:00,488.000,610.000,172.000,136.000,,455.000,2939.000,886.000,,30239.000,11605.000,77.000,3029.000,3.000,
2023-08-07 13:00:00+02:00,489.000,570.000,221.000,136.000,,1192.000,2889.000,723.000,,30309.000,11556.000,74.000,3232.000,4.000,
2023-08-07 14:00:00+02:00,472.000,591.000,303.000,136.000,,1722.000,2822.000,855.000,,30454.000,11380.000,78.000,3180.000,6.000,
2023-08-07 15:00:00+02:00,463.000,570.000,359.000,136.000,,1378.000,2780.000,788.000,,30458.000,10822.000,86.000,3166.000,8.000,
2023-08-07 16:00:00+02:00,464.000,585.000,374.000,135.000,,1451.000,2894.000,810.000,,30406.000,9762.000,80.000,3286.000,6.000,
2023-08-07 17:00:00+02:00,469.000,694.000,380.000,135.000,,760.000,2963.000,1034.000,,30258.000,7759.000,82.000,3375.000,7.000,
2023-08-07 18:00:00+02:00,461.000,879.000,370.000,135.000,550.000,,2983.000,863.000,,30368.000,5022.000,84.000,3119.000,4.000,
2023-08-07 19:00:00+02:00,470.000,979.000,370.000,135.000,1472.000,,3156.000,1560.000,,30595.000,2286.000,85.000,2564.000,14.000,
2023-08-07 20:00:00+02:00,479.000,1052.000,395.000,135.000,2164.000,,3371.000,2309.000,,30931.000,603.000,87.000,2040.000,22.000,
2023-08-07 21:00:00+02:00,479.000,969.000,328.000,135.000,1938.000,,3673.000,2271.000,,30899.000,225.000,79.000,1969.000,41.000,
2023-08-07 22:00:00+02:00,480.000,937.000,327.000,135.000,1584.000,,3619.000,2007.000,,30799.000,0.000,75.000,2053.000,45.000,
2023-08-07 23:00:00+02:00,479.000,936.000,326.000,136.000,1204.000,,3494.000,1519.000,,30831.000,0.000,77.000,2131.000,60.000,
2023-08-08 00:00:00+02:00,477.000,915.000,326.000,137.000,465.000,,3310.000,1318.000,,30586.000,0.000,78.000,2183.000,38.000,
2023-08-08 01:00:00+02:00,470.000,900.000,326.000,162.000,,483.000,3036.000,1125.000,,30450.000,0.000,78.000,2340.000,38.000,
2023-08-08 02:00:00+02:00,468.000,963.000,326.000,199.000,,1042.000,2835.000,707.000,,30593.000,0.000,80.000,2202.000,35.000,
2023-08-08 03:00:00+02:00,467.000,979.000,326.000,200.000,,1816.000,2745.000,556.000,,30346.000,0.000,80.000,1980.000,23.000,
2023-08-08 04:00:00+02:00,476.000,975.000,327.000,225.000,,1870.000,2693.000,678.000,,30296.000,0.000,79.000,1743.000,32.000,
2023-08-08 05:00:00+02:00,490.000,986.000,328.000,331.000,,909.000,2775.000,813.000,,30310.000,0.000,79.000,1643.000,22.000,
2023-08-08 06:00:00+02:00,488.000,990.000,342.000,217.000,,465.000,2813.000,1327.000,,30280.000,267.000,74.000,1782.000,14.000,
2023-08-08 07:00:00+02:00,486.000,882.000,454.000,137.000,440.000,,2840.000,1416.000,,30386.000,815.000,74.000,1838.000,3.000,
