,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Hydro Water Reservoir,Nuclear,Solar,Waste,Wind Onshore,Wind Offshore,Wind Offshore
,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption
timestamp_cec,,,,,,,,,,,,,,,
2023-01-01 00:00:00+01:00,427.000,2235.000,44.000,196.000,,924.000,4833.000,591.000,,25779.000,0.000,133.000,14137.000,,
2023-01-01 01:00:00+01:00,424.000,2253.000,44.000,203.000,,1331.000,4849.000,607.000,,25620.000,0.000,135.000,11777.000,,
2023-01-01 02:00:00+01:00,426.000,2243.000,44.000,203.000,,1192.000,4853.000,37.000,,25066.000,0.000,136.000,11437.000,,
2023-01-01 03:00:00+01:00,424.000,2306.000,45.000,203.000,,1295.000,4715.000,,21.000,24502.000,0.000,136.000,11087.000,,
2023-01-01 04:00:00+01:00,424.000,2254.000,45.000,202.000,,2486.000,4571.000,,261.000,24423.000,0.000,136.000,10718.000,,
2023-01-01 05:00:00+01:00,419.000,2251.000,45.000,203.000,,3168.000,4524.000,,188.000,24536.000,0.000,138.000,10130.000,,
2023-01-01 06:00:00+01:00,423.000,2257.000,46.000,202.000,,3212.000,4615.000,,136.000,24306.000,0.000,136.000,9717.000,,
2023-01-01 07:00:00+01:00,426.000,2439.000,47.000,202.000,,3358.000,4620.000,,98.000,24405.000,0.000,133.000,9697.000,,
2023-01-01 08:00:00+01:00,425.000,2479.000,47.000,203.000,,3181.000,4649.000,,189.000,24604.000,271.000,132.000,9141.000,,
2023-01-01 09:00:00+01:00,427.000,2543.000,49.000,203.000,,3097.000,4673.000,,70.000,23722.000,867.000,132.000,10077.000,,
2023-01-01 10:00:00+01:00,425.000,2551.000,49.000,204.000,,2852.000,4649.000,38.000,,23949.000,1962.000,131.000,9694.000,,
2023-01-01 11:00:00+01:00,424.000,2745.000,49.000,204.000,,2160.000,4591.000,152.000,,24684.000,2858.000,128.000,9151.000,,
2023-01-01 12:00:00+01:00,417.000,2905.000,49.000,200.000,,1003.000,4524.000,1180.000,,24917.000,3349.000,124.000,8050.000,,
2023-01-01 13:00:00+01:00,417.000,2913.000,49.000,200.000,,1295.000,4578.000,2185.000,,26259.000,3131.000,123.000,7484.000,,
2023-01-01 14:00:00+01:00,422.000,2824.000,49.000,200.000,,1340.000,4773.000,2194.000,,27838.000,2394.000,122.000,7309.000,,
2023-01-01 15:00:00+01:00,423.000,2823.000,49.000,200.000,,511.000,4797.000,2217.000,,29005.000,1460.000,119.000,7442.000,,
2023-01-01 16:00:00+01:00,427.000,2822.000,49.000,200.000,428.000,,4926.000,1552.000,,30156.000,548.000,114.000,8058.000,,
2023-01-01 17:00:00+01:00,426.000,2638.000,50.000,200.000,2335.000,,5323.000,2108.000,,30884.000,206.000,113.000,9553.000,,
2023-01-01 18:00:00+01:00,429.000,2475.000,51.000,200.000,2022.000,,5501.000,1850.000,,32138.000,189.000,117.000,11352.000,,
2023-01-01 19:00:00+01:00,426.000,2455.000,52.000,200.000,1549.000,,5616.000,1317.000,,32531.000,0.000,114.000,12274.000,,
2023-01-01 20:00:00+01:00,428.000,2516.000,54.000,200.000,684.000,,5442.000,931.000,,32811.000,0.000,119.000,12555.000,,
2023-01-01 21:00:00+01:00,431.000,2454.000,55.000,200.000,3.000,,5087.000,867.000,,33051.000,0.000,117.000,12303.000,,
2023-01-01 22:00:00+01:00,431.000,2440.000,56.000,200.000,,133.000,4965.000,794.000,,33408.000,0.000,122.000,11955.000,,
2023-01-01 23:00:00+01:00,429.000,2442.000,56.000,200.000,54.000,,4828.000,796.000,,33164.000,0.000,125.000,11448.000,,
2023-01-02 00:00:00+01:00,430.000,2589.000,56.000,200.000,,225.000,4641.000,837.000,,33419.000,0.000,124.000,10994.000,,
2023-01-02 01:00:00+01:00,430.000,2658.000,56.000,200.000,,2387.000,4589.000,504.000,,33717.000,0.000,125.000,10402.000,,
2023-01-02 02:00:00+01:00,429.000,2673.000,56.000,200.000,,2908.000,4624.000,420.000,,32717.000,0.000,125.000,9985.000,,
2023-01-02 03:00:00+01:00,429.000,2684.000,56.000,200.000,,3306.000,4501.000,323.000,,32663.000,0.000,123.000,9358.000,,
2023-01-02 04:00:00+01:00,431.000,2669.000,55.000,200.000,,3437.000,4380.000,265.000,,33562.000,0.000,125.000,8449.000,,
2023-01-02 05:00:00+01:00,431.000,2686.000,55.000,200.000,,2076.000,4403.000,361.000,,35522.000,0.000,123.000,7235.000,,
2023-01-02 06:00:00+01:00,431.000,2746.000,53.000,200.000,,286.000,4629.000,991.000,,37149.000,0.000,122.000,6562.000,,
2023-01-02 07:00:00+01:00,430.000,2716.000,50.000,201.000,881.000,,5076.000,1249.000,,37903.000,0.000,121.000,6209.000,,
2023-01-02 08:00:00+01:00,430.000,2981.000,48.000,204.000,1597.000,,5566.000,1180.000,,38725.000,246.000,123.000,5625.000,,
2023-01-02 09:00:00+01:00,431.000,3029.000,43.000,203.000,1536.000,,5469.000,943.000,,39290.000,555.000,123.000,5320.000,,
2023-01-02 10:00:00+01:00,432.000,3254.000,39.000,204.000,1314.000,,5458.000,949.000,,39460.000,1302.000,120.000,4972.000,,
2023-01-02 11:00:00+01:00,433.000,3371.000,40.000,204.000,1560.000,,5408.000,968.000,,39831.000,2033.000,119.000,4890.000,,
2023-01-02 12:00:00+01:00,429.000,3391.000,41.000,204.000,1855.000,,5142.000,1077.000,,40222.000,2589.000,114.000,5185.000,,
2023-01-02 13:00:00+01:00,431.000,3358.000,41.000,204.000,1598.000,,5006.000,880.000,,40372.000,2735.000,112.000,5635.000,,
2023-01-02 14:00:00+01:00,427.000,3369.000,41.000,204.000,1232.000,,5003.000,1018.000,,40370.000,2199.000,107.000,5677.000,,
2023-01-02 15:00:00+01:00,422.000,3620.000,42.000,204.000,1735.000,,5084.000,926.000,,40548.000,1341.000,114.000,5306.000,,
2023-01-02 16:00:00+01:00,424.000,3499.000,43.000,204.000,1846.000,,5273.000,1290.000,,40813.000,535.000,119.000,4677.000,,
2023-01-02 17:00:00+01:00,428.000,3744.000,43.000,204.000,2342.000,,5713.000,1941.000,,41171.000,204.000,118.000,4244.000,,
2023-01-02 18:00:00+01:00,430.000,3672.000,44.000,204.000,2814.000,,6101.000,2300.000,,41330.000,182.000,120.000,4206.000,,
2023-01-02 19:00:00+01:00,428.000,3628.000,44.000,204.000,2940.000,,6011.000,1744.000,,41385.000,0.000,117.000,4417.000,,
2023-01-02 20:00:00+01:00,427.000,3322.000,44.000,204.000,2508.000,,5780.000,1158.000,,41401.000,0.000,119.000,4312.000,,
2023-01-02 21:00:00+01:00,426.000,3294.000,44.000,204.000,1605.000,,5582.000,590.000,,41152.000,0.000,118.000,4116.000,,
2023-01-02 22:00:00+01:00,426.000,3244.000,44.000,204.000,1046.000,,5433.000,475.000,,41085.000,0.000,118.000,3937.000,,
2023-01-02 23:00:00+01:00,427.000,3042.000,44.000,203.000,,417.000,5206.000,243.000,,41003.000,0.000,119.000,3902.000,,
2023-01-03 00:00:00+01:00,429.000,3137.000,41.000,202.000,,716.000,4913.000,327.000,,40939.000,0.000,118.000,3838.000,,
2023-01-03 01:00:00+01:00,429.000,3054.000,40.000,199.000,,1231.000,4858.000,106.000,,40852.000,0.000,121.000,4094.000,,
2023-01-03 02:00:00+01:00,426.000,3512.000,40.000,199.000,,1613.000,4813.000,207.000,,41115.000,0.000,119.000,4244.000,,
2023-01-03 03:00:00+01:00,425.000,3391.000,39.000,199.000,,2202.000,4628.000,108.000,,41087.000,0.000,120.000,4397.000,,
2023-01-03 04:00:00+01:00,418.000,3460.000,39.000,199.000,,2380.000,4643.000,156.000,,41173.000,0.000,119.000,4499.000,,
2023-01-03 05:00:00+01:00,430.000,3733.000,39.000,199.000,,1757.000,4790.000,515.000,,41193.000,0.000,117.000,4459.000,,
2023-01-03 06:00:00+01:00,430.000,4148.000,39.000,201.000,365.000,,5190.000,829.000,,41373.000,0.000,113.000,4584.000,,
2023-01-03 07:00:00+01:00,426.000,5090.000,40.000,203.000,1661.000,,5741.000,1357.000,,41567.000,0.000,111.000,4893.000,,
2023-01-03 08:00:00+01:00,424.000,5963.000,39.000,203.000,3568.000,,6139.000,1871.000,,41732.000,257.000,108.000,5167.000,,
2023-01-03 09:00:00+01:00,427.000,6289.000,40.000,203.000,3279.000,,6310.000,1958.000,,41805.000,785.000,110.000,5129.000,,
2023-01-03 10:00:00+01:00,412.000,6280.000,40.000,203.000,2699.000,,6188.000,2749.000,,41813.000,2089.000,110.000,5111.000,,
2023-01-03 11:00:00+01:00,411.000,6297.000,40.000,203.000,2264.000,,6066.000,2185.000,,41801.000,3502.000,113.000,5177.000,,
2023-01-03 12:00:00+01:00,414.000,6138.000,40.000,203.000,2046.000,,5829.000,2008.000,,41803.000,4158.000,120.000,5571.000,,
2023-01-03 13:00:00+01:00,419.000,5947.000,39.000,203.000,1653.000,,5721.000,1486.000,,41774.000,4096.000,128.000,6035.000,,
2023-01-03 14:00:00+01:00,420.000,6272.000,37.000,203.000,1954.000,,5723.000,1446.000,,41693.000,3356.000,133.000,6636.000,,
2023-01-03 15:00:00+01:00,441.000,6305.000,37.000,203.000,2106.000,,5810.000,1384.000,,41666.000,2199.000,133.000,7084.000,,
2023-01-03 16:00:00+01:00,450.000,6186.000,37.000,203.000,2651.000,,5849.000,1755.000,,41704.000,858.000,135.000,7504.000,,
2023-01-03 17:00:00+01:00,451.000,6193.000,38.000,203.000,2418.000,,5830.000,2063.000,,41681.000,224.000,130.000,8122.000,,
2023-01-03 18:00:00+01:00,455.000,6110.000,41.000,203.000,2717.000,,6092.000,2377.000,,41662.000,194.000,141.000,9191.000,,
2023-01-03 19:00:00+01:00,450.000,5919.000,41.000,203.000,2053.000,,5968.000,1579.000,,41646.000,0.000,132.000,10344.000,,
2023-01-03 20:00:00+01:00,432.000,4743.000,41.000,203.000,1361.000,,5631.000,944.000,,41566.000,0.000,131.000,11138.000,,
2023-01-03 21:00:00+01:00,420.000,3612.000,40.000,200.000,1014.000,,5489.000,752.000,,40988.000,0.000,130.000,11696.000,,
2023-01-03 22:00:00+01:00,419.000,2872.000,40.000,199.000,644.000,,5278.000,397.000,,40772.000,0.000,130.000,11803.000,,
2023-01-03 23:00:00+01:00,419.000,2774.000,41.000,199.000,,951.000,4872.000,361.000,,40411.000,0.000,133.000,12100.000,,
2023-01-04 00:00:00+01:00,423.000,2593.000,41.000,200.000,,2234.000,4673.000,213.000,,39796.000,0.000,135.000,12424.000,,
2023-01-04 01:00:00+01:00,425.000,2577.000,41.000,200.000,,2940.000,4383.000,49.000,,38820.000,0.000,132.000,12758.000,,
2023-01-04 02:00:00+01:00,424.000,2605.000,41.000,200.000,,3094.000,4279.000,,56.000,38267.000,0.000,134.000,12900.000,,
2023-01-04 03:00:00+01:00,423.000,2624.000,42.000,202.000,,3504.000,4198.000,26.000,,37215.000,0.000,135.000,12889.000,,
2023-01-04 04:00:00+01:00,422.000,2567.000,42.000,204.000,,3629.000,4190.000,135.000,,36649.000,0.000,134.000,13068.000,,
2023-01-04 05:00:00+01:00,424.000,2438.000,42.000,204.000,,3679.000,4161.000,209.000,,36248.000,0.000,133.000,13071.000,,
2023-01-04 06:00:00+01:00,422.000,2596.000,41.000,203.000,,3008.000,4336.000,311.000,,37213.000,0.000,129.000,13133.000,,
2023-01-04 07:00:00+01:00,424.000,2672.000,40.000,204.000,,921.000,4716.000,498.000,,39703.000,0.000,128.000,13579.000,,
2023-01-04 08:00:00+01:00,423.000,2673.000,40.000,204.000,,137.000,5250.000,655.000,,40975.000,312.000,126.000,13632.000,,
2023-01-04 09:00:00+01:00,419.000,2655.000,41.000,203.000,590.000,,5230.000,698.000,,41446.000,1075.000,128.000,13637.000,,
2023-01-04 10:00:00+01:00,421.000,2653.000,40.000,203.000,618.000,,5185.000,624.000,,41552.000,2606.000,127.000,13613.000,,
2023-01-04 11:00:00+01:00,418.000,2576.000,43.000,204.000,85.000,,4936.000,482.000,,41546.000,3781.000,127.000,13537.000,,
2023-01-04 12:00:00+01:00,407.000,2625.000,42.000,204.000,482.000,,4683.000,404.000,,41557.000,4104.000,129.000,13520.000,,
2023-01-04 13:00:00+01:00,409.000,2645.000,43.000,204.000,,108.000,4501.000,355.000,,41673.000,4055.000,130.000,13559.000,,
2023-01-04 14:00:00+01:00,417.000,2665.000,43.000,203.000,,695.000,4425.000,356.000,,41696.000,3339.000,132.000,13544.000,,
2023-01-04 15:00:00+01:00,424.000,2630.000,43.000,204.000,,445.000,4415.000,432.000,,41606.000,2066.000,129.000,13502.000,,
2023-01-04 16:00:00+01:00,420.000,2628.000,44.000,204.000,590.000,,4655.000,518.000,,41571.000,790.000,129.000,13302.000,,
2023-01-04 17:00:00+01:00,423.000,2597.000,47.000,204.000,974.000,,5119.000,649.000,,41559.000,230.000,130.000,13004.000,,
2023-01-04 18:00:00+01:00,422.000,2695.000,48.000,204.000,2131.000,,5557.000,1622.000,,41922.000,196.000,129.000,12637.000,,
2023-01-04 19:00:00+01:00,422.000,2927.000,49.000,204.000,2915.000,,5582.000,1213.000,,42017.000,0.000,131.000,12158.000,,
2023-01-04 20:00:00+01:00,422.000,2965.000,48.000,203.000,1486.000,,5256.000,593.000,,41765.000,0.000,134.000,12064.000,,
2023-01-04 21:00:00+01:00,423.000,3009.000,48.000,203.000,,867.000,4846.000,125.000,,41476.000,0.000,136.000,12329.000,,
2023-01-04 22:00:00+01:00,422.000,2882.000,49.000,204.000,,1865.000,4584.000,388.000,,41298.000,0.000,134.000,11946.000,,
2023-01-04 23:00:00+01:00,422.000,2832.000,49.000,203.000,,2189.000,4446.000,280.000,,41214.000,0.000,137.000,11520.000,,
2023-01-05 00:00:00+01:00,421.000,2604.000,52.000,203.000,,3359.000,4113.000,,49.000,40469.000,0.000,136.000,11065.000,,
2023-01-05 01:00:00+01:00,419.000,2678.000,52.000,200.000,,3506.000,3793.000,,60.000,39137.000,0.000,137.000,10443.000,,
2023-01-05 02:00:00+01:00,419.000,2728.000,53.000,200.000,,3496.000,3587.000,71.000,,39041.000,0.000,137.000,9841.000,,
2023-01-05 03:00:00+01:00,419.000,2705.000,53.000,200.000,,3544.000,3552.000,,64.000,38465.000,0.000,136.000,9182.000,,
2023-01-05 04:00:00+01:00,420.000,2634.000,54.000,200.000,,3638.000,3549.000,,98.000,38171.000,0.000,136.000,8608.000,,
2023-01-05 05:00:00+01:00,419.000,2566.000,53.000,200.000,,2761.000,3634.000,,82.000,39319.000,0.000,137.000,7867.000,,
2023-01-05 06:00:00+01:00,421.000,2678.000,52.000,202.000,,1549.000,4084.000,386.000,,40823.000,0.000,134.000,7162.000,,
2023-01-05 07:00:00+01:00,398.000,3097.000,51.000,204.000,386.000,,4605.000,739.000,,41802.000,0.000,133.000,6608.000,,
2023-01-05 08:00:00+01:00,330.000,4158.000,50.000,204.000,1434.000,,4903.000,1005.000,,42024.000,298.000,135.000,5728.000,,
2023-01-05 09:00:00+01:00,300.000,4839.000,50.000,204.000,1468.000,,5085.000,870.000,,42171.000,1033.000,124.000,4758.000,,
2023-01-05 10:00:00+01:00,302.000,5235.000,51.000,204.000,1564.000,,5183.000,1232.000,,42220.000,2403.000,122.000,4220.000,,
2023-01-05 11:00:00+01:00,303.000,5220.000,50.000,204.000,1398.000,,5361.000,1174.000,,42246.000,3456.000,125.000,4192.000,,
2023-01-05 12:00:00+01:00,303.000,5350.000,51.000,204.000,1340.000,,5245.000,1159.000,,42267.000,3917.000,124.000,4500.000,,
2023-01-05 13:00:00+01:00,306.000,5580.000,50.000,204.000,1648.000,,5154.000,1027.000,,42277.000,3850.000,125.000,4823.000,,
2023-01-05 14:00:00+01:00,307.000,5850.000,49.000,204.000,1620.000,,5114.000,1343.000,,42321.000,3303.000,123.000,4750.000,,
2023-01-05 15:00:00+01:00,307.000,6275.000,48.000,204.000,1837.000,,5118.000,1474.000,,42307.000,2112.000,127.000,4814.000,,
2023-01-05 16:00:00+01:00,305.000,6400.000,47.000,204.000,2432.000,,5308.000,1894.000,,42348.000,781.000,127.000,4655.000,,
2023-01-05 17:00:00+01:00,308.000,6524.000,47.000,203.000,3000.000,,5855.000,2045.000,,42443.000,220.000,126.000,4646.000,,
2023-01-05 18:00:00+01:00,307.000,6489.000,46.000,232.000,2227.000,,6174.000,2528.000,,42469.000,187.000,127.000,5059.000,,
2023-01-05 19:00:00+01:00,307.000,6205.000,45.000,240.000,2134.000,,5948.000,2288.000,,42445.000,0.000,126.000,5313.000,,
2023-01-05 20:00:00+01:00,309.000,6282.000,44.000,203.000,2089.000,,5655.000,1508.000,,42438.000,0.000,131.000,5311.000,,
2023-01-05 21:00:00+01:00,311.000,5879.000,43.000,203.000,1828.000,,5432.000,1019.000,,42453.000,0.000,129.000,5501.000,,
2023-01-05 22:00:00+01:00,311.000,4865.000,43.000,202.000,1258.000,,5300.000,842.000,,42374.000,0.000,130.000,5383.000,,
2023-01-05 23:00:00+01:00,309.000,4635.000,42.000,203.000,661.000,,5214.000,599.000,,42275.000,0.000,134.000,5770.000,,
2023-01-06 00:00:00+01:00,309.000,3153.000,40.000,203.000,,678.000,4641.000,232.000,,41727.000,0.000,131.000,6114.000,,
2023-01-06 01:00:00+01:00,312.000,2624.000,39.000,200.000,,2229.000,4299.000,59.000,,41232.000,0.000,133.000,6497.000,,
2023-01-06 02:00:00+01:00,312.000,2592.000,39.000,200.000,,2616.000,4037.000,,4.000,40765.000,0.000,134.000,6675.000,,
2023-01-06 03:00:00+01:00,313.000,2755.000,39.000,204.000,,2939.000,3955.000,26.000,,40459.000,0.000,135.000,6831.000,,
2023-01-06 04:00:00+01:00,310.000,2677.000,39.000,204.000,,3207.000,3915.000,20.000,,40772.000,0.000,137.000,7027.000,,
2023-01-06 05:00:00+01:00,308.000,2666.000,39.000,204.000,,3417.000,3977.000,73.000,,40777.000,0.000,139.000,7057.000,,
2023-01-06 06:00:00+01:00,307.000,2860.000,38.000,204.000,,2781.000,4220.000,309.000,,40878.000,0.000,138.000,6892.000,,
2023-01-06 07:00:00+01:00,305.000,3189.000,36.000,203.000,,663.000,4541.000,616.000,,40895.000,0.000,134.000,6845.000,,
2023-01-06 08:00:00+01:00,306.000,3468.000,36.000,203.000,988.000,,5032.000,1207.000,,41236.000,304.000,135.000,6605.000,,
2023-01-06 09:00:00+01:00,310.000,3520.000,37.000,203.000,1689.000,,5267.000,1571.000,,41643.000,974.000,134.000,6197.000,,
2023-01-06 10:00:00+01:00,314.000,3541.000,38.000,203.000,2227.000,,5478.000,1195.000,,41825.000,2280.000,133.000,6073.000,,
2023-01-06 11:00:00+01:00,313.000,3476.000,39.000,203.000,1565.000,,5537.000,1215.000,,41947.000,3418.000,121.000,6103.000,,
2023-01-06 12:00:00+01:00,311.000,3373.000,39.000,203.000,679.000,,5350.000,1063.000,,41890.000,3962.000,122.000,6105.000,,
2023-01-06 13:00:00+01:00,311.000,3450.000,39.000,204.000,258.000,,5037.000,959.000,,41893.000,3876.000,127.000,6093.000,,
2023-01-06 14:00:00+01:00,312.000,3824.000,39.000,204.000,367.000,,4936.000,845.000,,42264.000,3094.000,130.000,5758.000,,
2023-01-06 15:00:00+01:00,309.000,4604.000,35.000,204.000,1378.000,,4865.000,1105.000,,42903.000,2048.000,132.000,5639.000,,
2023-01-06 16:00:00+01:00,307.000,5291.000,34.000,203.000,1424.000,,5087.000,1093.000,,42828.000,839.000,136.000,5600.000,,
2023-01-06 17:00:00+01:00,311.000,5578.000,34.000,204.000,2035.000,,5785.000,1359.000,,42970.000,227.000,135.000,5855.000,,
2023-01-06 18:00:00+01:00,310.000,5523.000,34.000,204.000,2462.000,,6136.000,1965.000,,43064.000,190.000,139.000,6155.000,,
2023-01-06 19:00:00+01:00,312.000,5518.000,35.000,204.000,2166.000,,6055.000,1721.000,,43208.000,0.000,140.000,6648.000,,
2023-01-06 20:00:00+01:00,307.000,4984.000,36.000,203.000,1429.000,,5736.000,1166.000,,43444.000,0.000,139.000,7063.000,,
2023-01-06 21:00:00+01:00,302.000,3201.000,37.000,200.000,1200.000,,5386.000,825.000,,42695.000,0.000,138.000,7321.000,,
2023-01-06 22:00:00+01:00,306.000,2822.000,38.000,200.000,391.000,,5133.000,611.000,,42694.000,0.000,134.000,7354.000,,
2023-01-06 23:00:00+01:00,307.000,2521.000,39.000,200.000,,288.000,5050.000,550.000,,42708.000,0.000,135.000,7362.000,,
2023-01-07 00:00:00+01:00,304.000,2561.000,38.000,201.000,,1408.000,4677.000,454.000,,41434.000,0.000,134.000,7338.000,,
2023-01-07 01:00:00+01:00,303.000,2656.000,39.000,204.000,,2734.000,4470.000,451.000,,40515.000,0.000,133.000,7529.000,,
2023-01-07 02:00:00+01:00,301.000,2610.000,40.000,204.000,,3009.000,4201.000,397.000,,39916.000,0.000,131.000,7959.000,,
2023-01-07 03:00:00+01:00,301.000,2575.000,41.000,204.000,,3192.000,3848.000,357.000,,38554.000,0.000,131.000,8444.000,,
2023-01-07 04:00:00+01:00,300.000,2471.000,42.000,204.000,,3312.000,3733.000,393.000,,37743.000,0.000,133.000,8879.000,,
2023-01-07 05:00:00+01:00,301.000,2474.000,43.000,204.000,,3287.000,3742.000,392.000,,37105.000,0.000,134.000,9362.000,,
2023-01-07 06:00:00+01:00,300.000,2514.000,43.000,204.000,,3163.000,3780.000,410.000,,37122.000,0.000,131.000,9784.000,,
2023-01-07 07:00:00+01:00,302.000,2655.000,43.000,204.000,,2772.000,3946.000,533.000,,38364.000,0.000,131.000,10524.000,,
2023-01-07 08:00:00+01:00,300.000,2621.000,43.000,204.000,,2250.000,4197.000,808.000,,40165.000,294.000,131.000,11145.000,,
2023-01-07 09:00:00+01:00,299.000,2639.000,43.000,203.000,,1663.000,4546.000,1117.000,,41680.000,1060.000,130.000,11625.000,,
2023-01-07 10:00:00+01:00,297.000,2497.000,43.000,204.000,,825.000,4704.000,1046.000,,41592.000,2489.000,129.000,11874.000,,
2023-01-07 11:00:00+01:00,298.000,2457.000,42.000,204.000,,722.000,4664.000,831.000,,41545.000,3492.000,129.000,12443.000,,
2023-01-07 12:00:00+01:00,298.000,2556.000,40.000,204.000,,745.000,4550.000,714.000,,41390.000,3755.000,134.000,12934.000,,
2023-01-07 13:00:00+01:00,297.000,2596.000,39.000,204.000,,1209.000,4287.000,533.000,,40401.000,3513.000,131.000,13152.000,,
2023-01-07 14:00:00+01:00,298.000,2585.000,38.000,204.000,,1185.000,4202.000,836.000,,39931.000,2759.000,128.000,13158.000,,
2023-01-07 15:00:00+01:00,300.000,2633.000,38.000,204.000,128.000,,4175.000,1201.000,,39834.000,1609.000,127.000,13166.000,,
2023-01-07 16:00:00+01:00,298.000,2608.000,42.000,204.000,190.000,,4253.000,1177.000,,41103.000,612.000,129.000,13182.000,,
2023-01-07 17:00:00+01:00,300.000,2536.000,41.000,204.000,,220.000,4591.000,1121.000,,41233.000,214.000,131.000,13515.000,,
2023-01-07 18:00:00+01:00,301.000,2613.000,41.000,204.000,,6.000,4881.000,1188.000,,41152.000,190.000,131.000,13693.000,,
2023-01-07 19:00:00+01:00,301.000,2739.000,40.000,204.000,,191.000,4737.000,1123.000,,41352.000,0.000,130.000,13343.000,,
2023-01-07 20:00:00+01:00,300.000,2638.000,40.000,204.000,,1034.000,4234.000,1042.000,,40194.000,0.000,133.000,13127.000,,
2023-01-07 21:00:00+01:00,300.000,2465.000,40.000,203.000,,2138.000,4028.000,439.000,,39523.000,0.000,134.000,12684.000,,
2023-01-07 22:00:00+01:00,302.000,2490.000,40.000,203.000,,2551.000,3915.000,171.000,,38102.000,0.000,134.000,11848.000,,
2023-01-07 23:00:00+01:00,300.000,2517.000,41.000,203.000,,2779.000,3929.000,301.000,,36997.000,0.000,134.000,11593.000,,
2023-01-08 00:00:00+01:00,302.000,2608.000,41.000,204.000,,2835.000,3836.000,369.000,,35202.000,0.000,135.000,11056.000,,
2023-01-08 01:00:00+01:00,305.000,2566.000,41.000,203.000,,2469.000,3590.000,227.000,,33964.000,0.000,135.000,10977.000,,
2023-01-08 02:00:00+01:00,305.000,2554.000,41.000,204.000,,2919.000,3433.000,157.000,,33891.000,0.000,136.000,10531.000,,
2023-01-08 03:00:00+01:00,304.000,2533.000,41.000,204.000,,3532.000,3335.000,262.000,,33040.000,0.000,136.000,10328.000,,
2023-01-08 04:00:00+01:00,305.000,2378.000,40.000,204.000,,3579.000,3237.000,283.000,,32337.000,0.000,135.000,10145.000,,
2023-01-08 05:00:00+01:00,311.000,2523.000,42.000,209.000,,3552.000,3440.000,219.000,,33602.000,0.000,136.000,9943.000,,
2023-01-08 06:00:00+01:00,307.000,2480.000,41.000,207.000,,3203.000,3532.000,293.000,,34171.000,0.000,133.000,9976.000,,
2023-01-08 07:00:00+01:00,303.000,2437.000,40.000,204.000,,2853.000,3624.000,366.000,,34739.000,0.000,130.000,10008.000,,
2023-01-08 08:00:00+01:00,301.000,2428.000,40.000,204.000,,2332.000,3983.000,866.000,,36958.000,249.000,134.000,10453.000,,
2023-01-08 09:00:00+01:00,302.000,2607.000,40.000,204.000,,1685.000,4090.000,1087.000,,38655.000,671.000,131.000,10177.000,,
2023-01-08 10:00:00+01:00,301.000,2593.000,40.000,204.000,,1163.000,4239.000,1036.000,,39660.000,1540.000,131.000,9964.000,,
2023-01-08 11:00:00+01:00,301.000,2547.000,41.000,204.000,,874.000,4524.000,945.000,,39607.000,2086.000,133.000,10242.000,,
2023-01-08 12:00:00+01:00,299.000,2629.000,41.000,204.000,,500.000,4731.000,900.000,,39631.000,2378.000,134.000,11041.000,,
2023-01-08 13:00:00+01:00,300.000,2719.000,41.000,204.000,,586.000,4488.000,943.000,,39967.000,2156.000,132.000,10839.000,,
2023-01-08 14:00:00+01:00,301.000,2720.000,42.000,204.000,,413.000,4390.000,1400.000,,40040.000,1798.000,131.000,10491.000,,
2023-01-08 15:00:00+01:00,300.000,2617.000,44.000,204.000,211.000,,4469.000,1255.000,,40078.000,1002.000,134.000,10386.000,,
2023-01-08 16:00:00+01:00,300.000,2629.000,44.000,204.000,825.000,,4468.000,858.000,,40400.000,473.000,136.000,9956.000,,
2023-01-08 17:00:00+01:00,300.000,2549.000,45.000,204.000,1271.000,,4795.000,1269.000,,40680.000,210.000,133.000,10126.000,,
2023-01-08 18:00:00+01:00,300.000,2658.000,45.000,204.000,3161.000,,5199.000,2052.000,,41320.000,187.000,130.000,10365.000,,
2023-01-08 19:00:00+01:00,301.000,2692.000,48.000,204.000,3511.000,,5231.000,2700.000,,41734.000,0.000,129.000,10004.000,,
2023-01-08 20:00:00+01:00,298.000,2654.000,51.000,204.000,1565.000,,5009.000,2275.000,,41716.000,0.000,130.000,10114.000,,
2023-01-08 21:00:00+01:00,298.000,2626.000,52.000,204.000,860.000,,4638.000,915.000,,41633.000,0.000,130.000,10724.000,,
2023-01-08 22:00:00+01:00,298.000,2542.000,53.000,203.000,384.000,,4501.000,1090.000,,41540.000,0.000,127.000,11491.000,,
2023-01-08 23:00:00+01:00,299.000,2521.000,54.000,203.000,,659.000,4443.000,636.000,,41111.000,0.000,127.000,12514.000,,
2023-01-09 00:00:00+01:00,301.000,2545.000,54.000,203.000,,2474.000,4359.000,453.000,,40150.000,0.000,127.000,13228.000,,
2023-01-09 01:00:00+01:00,304.000,2623.000,54.000,203.000,,3264.000,4292.000,592.000,,39986.000,0.000,131.000,13635.000,,
