timestamp_brussels,timestamp_cec,timestamp_utc,ActualTotalLoad_MW
2021-01-01 00:00:00+01:00,2021-01-01 00:00:00+01:00,2020-12-31 23:00:00+00:00,45458.0
2021-01-01 00:15:00+01:00,2021-01-01 00:15:00+01:00,2020-12-31 23:15:00+00:00,45237.0
2021-01-01 00:30:00+01:00,2021-01-01 00:30:00+01:00,2020-12-31 23:30:00+00:00,44886.0
2021-01-01 00:45:00+01:00,2021-01-01 00:45:00+01:00,2020-12-31 23:45:00+00:00,44585.0
2021-01-01 01:00:00+01:00,2021-01-01 01:00:00+01:00,2021-01-01 00:00:00+00:00,43952.0
2021-01-01 01:15:00+01:00,2021-01-01 01:15:00+01:00,2021-01-01 00:15:00+00:00,43436.0
2021-01-01 01:30:00+01:00,2021-01-01 01:30:00+01:00,2021-01-01 00:30:00+00:00,42921.0
2021-01-01 01:45:00+01:00,2021-01-01 01:45:00+01:00,2021-01-01 00:45:00+00:00,42714.0
2021-01-01 02:00:00+01:00,2021-01-01 02:00:00+01:00,2021-01-01 01:00:00+00:00,42042.0
2021-01-01 02:15:00+01:00,2021-01-01 02:15:00+01:00,2021-01-01 01:15:00+00:00,41638.0
2021-01-01 02:30:00+01:00,2021-01-01 02:30:00+01:00,2021-01-01 01:30:00+00:00,41285.0
2021-01-01 02:45:00+01:00,2021-01-01 02:45:00+01:00,2021-01-01 01:45:00+00:00,40958.0
2021-01-01 03:00:00+01:00,2021-01-01 03:00:00+01:00,2021-01-01 02:00:00+00:00,40800.0
2021-01-01 03:15:00+01:00,2021-01-01 03:15:00+01:00,2021-01-01 02:15:00+00:00,40715.0
2021-01-01 03:30:00+01:00,2021-01-01 03:30:00+01:00,2021-01-01 02:30:00+00:00,40634.0
2021-01-01 03:45:00+01:00,2021-01-01 03:45:00+01:00,2021-01-01 02:45:00+00:00,40486.0
2021-01-01 04:00:00+01:00,2021-01-01 04:00:00+01:00,2021-01-01 03:00:00+00:00,40756.0
2021-01-01 04:15:00+01:00,2021-01-01 04:15:00+01:00,2021-01-01 03:15:00+00:00,40692.0
2021-01-01 04:30:00+01:00,2021-01-01 04:30:00+01:00,2021-01-01 03:30:00+00:00,40662.0
2021-01-01 04:45:00+01:00,2021-01-01 04:45:00+01:00,2021-01-01 03:45:00+00:00,40424.0
2021-01-01 05:00:00+01:00,2021-01-01 05:00:00+01:00,2021-01-01 04:00:00+00:00,40319.0
2021-01-01 05:15:00+01:00,2021-01-01 05:15:00+01:00,2021-01-01 04:15:00+00:00,39900.0
2021-01-01 05:30:00+01:00,2021-01-01 05:30:00+01:00,2021-01-01 04:30:00+00:00,39876.0
2021-01-01 05:45:00+01:00,2021-01-01 05:45:00+01:00,2021-01-01 04:45:00+00:00,39931.0
2021-01-01 06:00:00+01:00,2021-01-01 06:00:00+01:00,2021-01-01 05:00:00+00:00,39486.0
2021-01-01 06:15:00+01:00,2021-01-01 06:15:00+01:00,2021-01-01 05:15:00+00:00,39362.0
2021-01-01 06:30:00+01:00,2021-01-01 06:30:00+01:00,2021-01-01 05:30:00+00:00,39312.0
2021-01-01 06:45:00+01:00,2021-01-01 06:45:00+01:00,2021-01-01 05:45:00+00:00,39405.0
2021-01-01 07:00:00+01:00,2021-01-01 07:00:00+01:00,2021-01-01 06:00:00+00:00,39595.0
2021-01-01 07:15:00+01:00,2021-01-01 07:15:00+01:00,2021-01-01 06:15:00+00:00,39772.0
2021-01-01 07:30:00+01:00,2021-01-01 07:30:00+01:00,2021-01-01 06:30:00+00:00,40078.0
2021-01-01 07:45:00+01:00,2021-01-01 07:45:00+01:00,2021-01-01 06:45:00+00:00,40241.0
2021-01-01 08:00:00+01:00,2021-01-01 08:00:00+01:00,2021-01-01 07:00:00+00:00,40502.0
2021-01-01 08:15:00+01:00,2021-01-01 08:15:00+01:00,2021-01-01 07:15:00+00:00,40786.0
2021-01-01 08:30:00+01:00,2021-01-01 08:30:00+01:00,2021-01-01 07:30:00+00:00,41161.0
2021-01-01 08:45:00+01:00,2021-01-01 08:45:00+01:00,2021-01-01 07:45:00+00:00,41753.0
2021-01-01 09:00:00+01:00,2021-01-01 09:00:00+01:00,2021-01-01 08:00:00+00:00,42662.0
2021-01-01 09:15:00+01:00,2021-01-01 09:15:00+01:00,2021-01-01 08:15:00+00:00,43270.0
2021-01-01 09:30:00+01:00,2021-01-01 09:30:00+01:00,2021-01-01 08:30:00+00:00,43609.0
2021-01-01 09:45:00+01:00,2021-01-01 09:45:00+01:00,2021-01-01 08:45:00+00:00,44207.0
2021-01-01 10:00:00+01:00,2021-01-01 10:00:00+01:00,2021-01-01 09:00:00+00:00,45117.0
2021-01-01 10:15:00+01:00,2021-01-01 10:15:00+01:00,2021-01-01 09:15:00+00:00,45837.0
2021-01-01 10:30:00+01:00,2021-01-01 10:30:00+01:00,2021-01-01 09:30:00+00:00,46320.0
2021-01-01 10:45:00+01:00,2021-01-01 10:45:00+01:00,2021-01-01 09:45:00+00:00,46909.0
2021-01-01 11:00:00+01:00,2021-01-01 11:00:00+01:00,2021-01-01 10:00:00+00:00,47562.0
2021-01-01 11:15:00+01:00,2021-01-01 11:15:00+01:00,2021-01-01 10:15:00+00:00,48401.0
2021-01-01 11:30:00+01:00,2021-01-01 11:30:00+01:00,2021-01-01 10:30:00+00:00,49001.0
2021-01-01 11:45:00+01:00,2021-01-01 11:45:00+01:00,2021-01-01 10:45:00+00:00,49208.0
2021-01-01 12:00:00+01:00,2021-01-01 12:00:00+01:00,2021-01-01 11:00:00+00:00,49806.0
2021-01-01 12:15:00+01:00,2021-01-01 12:15:00+01:00,2021-01-01 11:15:00+00:00,49919.0
2021-01-01 12:30:00+01:00,2021-01-01 12:30:00+01:00,2021-01-01 11:30:00+00:00,49816.0
2021-01-01 12:45:00+01:00,2021-01-01 12:45:00+01:00,2021-01-01 11:45:00+00:00,49425.0
2021-01-01 13:00:00+01:00,2021-01-01 13:00:00+01:00,2021-01-01 12:00:00+00:00,49246.0
2021-01-01 13:15:00+01:00,2021-01-01 13:15:00+01:00,2021-01-01 12:15:00+00:00,48983.0
2021-01-01 13:30:00+01:00,2021-01-01 13:30:00+01:00,2021-01-01 12:30:00+00:00,48787.0
2021-01-01 13:45:00+01:00,2021-01-01 13:45:00+01:00,2021-01-01 12:45:00+00:00,48472.0
2021-01-01 14:00:00+01:00,2021-01-01 14:00:00+01:00,2021-01-01 13:00:00+00:00,48127.0
2021-01-01 14:15:00+01:00,2021-01-01 14:15:00+01:00,2021-01-01 13:15:00+00:00,47940.0
2021-01-01 14:30:00+01:00,2021-01-01 14:30:00+01:00,2021-01-01 13:30:00+00:00,47852.0
2021-01-01 14:45:00+01:00,2021-01-01 14:45:00+01:00,2021-01-01 13:45:00+00:00,47699.0
2021-01-01 15:00:00+01:00,2021-01-01 15:00:00+01:00,2021-01-01 14:00:00+00:00,48013.0
2021-01-01 15:15:00+01:00,2021-01-01 15:15:00+01:00,2021-01-01 14:15:00+00:00,47980.0
2021-01-01 15:30:00+01:00,2021-01-01 15:30:00+01:00,2021-01-01 14:30:00+00:00,48300.0
2021-01-01 15:45:00+01:00,2021-01-01 15:45:00+01:00,2021-01-01 14:45:00+00:00,48460.0
2021-01-01 16:00:00+01:00,2021-01-01 16:00:00+01:00,2021-01-01 15:00:00+00:00,48667.0
