timestamp,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Wind Onshore
2024-01-01 01:00:00,106.0,13.0,100.0,0.0,49.0,100.0,710.0,21.0,2431.0,120.0,55.0,0.0,0.0
2024-01-01 02:00:00,107.0,13.0,100.0,0.0,49.0,300.0,652.0,21.0,2435.0,120.0,55.0,0.0,0.0
2024-01-01 03:00:00,107.0,13.0,97.0,0.0,49.0,305.0,613.0,20.0,2438.0,121.0,55.0,0.0,1.0
2024-01-01 04:00:00,109.0,14.0,104.0,0.0,49.0,309.0,627.0,20.0,2436.0,121.0,55.0,0.0,1.0
2024-01-01 05:00:00,108.0,14.0,108.0,0.0,51.0,313.0,627.0,20.0,2442.0,124.0,54.0,0.0,1.0
2024-01-01 06:00:00,109.0,13.0,102.0,0.0,51.0,30.0,702.0,28.0,2445.0,123.0,55.0,0.0,1.0
2024-01-01 07:00:00,109.0,12.0,93.0,0.0,50.0,111.0,718.0,28.0,2449.0,123.0,54.0,0.0,1.0
2024-01-01 08:00:00,106.0,13.0,99.0,0.0,50.0,83.0,737.0,56.0,2446.0,122.0,53.0,1.0,1.0
2024-01-01 09:00:00,108.0,14.0,112.0,0.0,50.0,20.0,774.0,65.0,2440.0,123.0,55.0,7.0,0.0
2024-01-01 10:00:00,107.0,14.0,114.0,0.0,50.0,22.0,779.0,68.0,2440.0,123.0,53.0,22.0,1.0
2024-01-01 11:00:00,107.0,14.0,111.0,0.0,50.0,2.0,774.0,36.0,2441.0,123.0,53.0,62.0,1.0
2024-01-01 12:00:00,108.0,13.0,100.0,0.0,50.0,2.0,756.0,36.0,2441.0,124.0,51.0,119.0,1.0
2024-01-01 13:00:00,106.0,14.0,113.0,0.0,50.0,2.0,791.0,36.0,2435.0,123.0,53.0,95.0,1.0
2024-01-01 14:00:00,104.0,14.0,118.0,0.0,50.0,11.0,841.0,54.0,2434.0,124.0,54.0,53.0,1.0
2024-01-01 15:00:00,106.0,14.0,137.0,0.0,50.0,36.0,886.0,82.0,2432.0,126.0,54.0,12.0,1.0
2024-01-01 16:00:00,111.0,14.0,131.0,0.0,50.0,295.0,878.0,78.0,2431.0,122.0,54.0,0.0,1.0
2024-01-01 17:00:00,112.0,14.0,122.0,0.0,49.0,334.0,855.0,115.0,2435.0,120.0,52.0,0.0,1.0
2024-01-01 18:00:00,113.0,14.0,129.0,0.0,49.0,420.0,869.0,129.0,2434.0,122.0,53.0,0.0,1.0
2024-01-01 19:00:00,108.0,14.0,130.0,0.0,49.0,424.0,874.0,129.0,2437.0,122.0,53.0,0.0,1.0
2024-01-01 20:00:00,108.0,14.0,112.0,0.0,50.0,326.0,888.0,104.0,2439.0,123.0,54.0,0.0,1.0
2024-01-01 21:00:00,107.0,14.0,114.0,0.0,49.0,35.0,877.0,78.0,2441.0,123.0,54.0,0.0,1.0
2024-01-01 22:00:00,105.0,14.0,116.0,0.0,47.0,39.0,898.0,92.0,2442.0,122.0,54.0,0.0,1.0
2024-01-01 23:00:00,103.0,14.0,113.0,0.0,45.0,63.0,903.0,120.0,2445.0,121.0,55.0,0.0,1.0
2024-01-02 00:00:00,99.0,15.0,96.0,0.0,45.0,300.0,787.0,28.0,2445.0,120.0,54.0,0.0,1.0
2024-01-02 01:00:00,103.0,16.0,96.0,0.0,45.0,306.0,757.0,25.0,2443.0,121.0,54.0,0.0,0.0
2024-01-02 02:00:00,102.0,16.0,100.0,0.0,45.0,305.0,693.0,27.0,2441.0,122.0,54.0,0.0,1.0
2024-01-02 03:00:00,97.0,16.0,99.0,0.0,45.0,305.0,675.0,26.0,2443.0,122.0,54.0,0.0,0.0
2024-01-02 04:00:00,99.0,16.0,101.0,0.0,47.0,304.0,708.0,28.0,2441.0,124.0,51.0,0.0,0.0
2024-01-02 05:00:00,97.0,16.0,106.0,0.0,49.0,296.0,767.0,47.0,2442.0,124.0,52.0,0.0,0.0
2024-01-02 06:00:00,95.0,14.0,104.0,0.0,50.0,1.0,821.0,55.0,2446.0,122.0,52.0,0.0,0.0
2024-01-02 07:00:00,96.0,14.0,124.0,0.0,52.0,47.0,859.0,107.0,2445.0,122.0,51.0,1.0,0.0
2024-01-02 08:00:00,93.0,15.0,134.0,0.0,52.0,179.0,891.0,142.0,2447.0,121.0,52.0,15.0,0.0
2024-01-02 09:00:00,89.0,15.0,136.0,1.0,52.0,212.0,852.0,184.0,2449.0,124.0,50.0,53.0,0.0
2024-01-02 10:00:00,85.0,15.0,132.0,25.0,51.0,7.0,877.0,66.0,2449.0,125.0,52.0,81.0,0.0
2024-01-02 11:00:00,77.0,15.0,140.0,45.0,51.0,20.0,880.0,82.0,2449.0,125.0,53.0,66.0,1.0
2024-01-02 12:00:00,71.0,15.0,150.0,50.0,52.0,71.0,898.0,137.0,2446.0,124.0,53.0,42.0,0.0
2024-01-02 13:00:00,76.0,17.0,156.0,52.0,52.0,89.0,889.0,154.0,2444.0,128.0,52.0,26.0,0.0
2024-01-02 14:00:00,77.0,17.0,141.0,53.0,51.0,49.0,879.0,113.0,2442.0,129.0,53.0,13.0,0.0
2024-01-02 15:00:00,78.0,17.0,142.0,61.0,50.0,46.0,900.0,104.0,2439.0,130.0,53.0,4.0,0.0
2024-01-02 16:00:00,75.0,17.0,137.0,58.0,50.0,344.0,903.0,136.0,2438.0,129.0,53.0,2.0,0.0
2024-01-02 17:00:00,76.0,17.0,134.0,57.0,50.0,445.0,894.0,146.0,2442.0,126.0,53.0,2.0,0.0
2024-01-02 18:00:00,79.0,17.0,131.0,57.0,50.0,440.0,890.0,140.0,2444.0,125.0,53.0,0.0,0.0
2024-01-02 19:00:00,78.0,17.0,136.0,57.0,51.0,329.0,892.0,122.0,2443.0,124.0,52.0,0.0,0.0
2024-01-02 20:00:00,80.0,17.0,139.0,58.0,51.0,77.0,909.0,123.0,2442.0,123.0,53.0,0.0,0.0
2024-01-02 21:00:00,75.0,17.0,123.0,48.0,50.0,0.0,905.0,51.0,2442.0,122.0,53.0,0.0,0.0
2024-01-02 22:00:00,80.0,17.0,125.0,49.0,49.0,5.0,879.0,50.0,2441.0,124.0,53.0,0.0,1.0
2024-01-02 23:00:00,85.0,17.0,123.0,48.0,48.0,6.0,858.0,50.0,2443.0,122.0,54.0,0.0,1.0
2024-01-03 00:00:00,84.0,17.0,116.0,49.0,50.0,303.0,706.0,20.0,2442.0,132.0,54.0,0.0,1.0
2024-01-03 01:00:00,83.0,17.0,113.0,48.0,50.0,308.0,679.0,20.0,2443.0,134.0,53.0,0.0,1.0
2024-01-03 02:00:00,83.0,17.0,114.0,49.0,49.0,308.0,705.0,20.0,2442.0,135.0,54.0,0.0,1.0
2024-01-03 03:00:00,81.0,17.0,112.0,48.0,49.0,307.0,684.0,20.0,2442.0,137.0,54.0,0.0,1.0
2024-01-03 04:00:00,84.0,17.0,109.0,48.0,50.0,301.0,685.0,25.0,2441.0,123.0,53.0,0.0,2.0
2024-01-03 05:00:00,78.0,17.0,112.0,48.0,51.0,298.0,686.0,24.0,2440.0,124.0,53.0,0.0,2.0
2024-01-03 06:00:00,80.0,17.0,115.0,48.0,50.0,29.0,844.0,87.0,2440.0,123.0,52.0,0.0,1.0
2024-01-03 07:00:00,83.0,17.0,117.0,57.0,50.0,60.0,840.0,115.0,2440.0,121.0,53.0,1.0,1.0
2024-01-03 08:00:00,82.0,17.0,130.0,57.0,49.0,118.0,809.0,97.0,2439.0,120.0,53.0,20.0,1.0
2024-01-03 09:00:00,84.0,17.0,132.0,57.0,47.0,113.0,878.0,92.0,2436.0,120.0,53.0,71.0,1.0
2024-01-03 10:00:00,81.0,17.0,126.0,57.0,48.0,29.0,855.0,86.0,2435.0,121.0,53.0,120.0,1.0
2024-01-03 11:00:00,78.0,17.0,130.0,48.0,47.0,29.0,871.0,83.0,2427.0,125.0,54.0,125.0,1.0
2024-01-03 12:00:00,78.0,17.0,133.0,57.0,47.0,43.0,860.0,100.0,2424.0,125.0,54.0,96.0,1.0
2024-01-03 13:00:00,76.0,17.0,133.0,57.0,46.0,63.0,873.0,120.0,2419.0,127.0,54.0,59.0,1.0
2024-01-03 14:00:00,78.0,17.0,131.0,57.0,46.0,41.0,891.0,93.0,2419.0,124.0,53.0,32.0,1.0
2024-01-03 15:00:00,78.0,17.0,133.0,57.0,45.0,31.0,895.0,90.0,2418.0,121.0,53.0,10.0,1.0
2024-01-03 16:00:00,77.0,17.0,134.0,57.0,44.0,291.0,916.0,173.0,2419.0,123.0,53.0,1.0,1.0
2024-01-03 17:00:00,76.0,17.0,136.0,58.0,45.0,471.0,930.0,178.0,2417.0,124.0,53.0,1.0,1.0
2024-01-03 18:00:00,76.0,17.0,135.0,58.0,46.0,470.0,933.0,173.0,2418.0,129.0,54.0,1.0,1.0
2024-01-03 19:00:00,77.0,17.0,134.0,58.0,46.0,465.0,927.0,172.0,2418.0,136.0,55.0,1.0,1.0
2024-01-03 20:00:00,77.0,18.0,140.0,59.0,47.0,158.0,941.0,204.0,2420.0,140.0,55.0,1.0,1.0
2024-01-03 21:00:00,77.0,17.0,139.0,58.0,48.0,51.0,925.0,108.0,2422.0,142.0,55.0,1.0,1.0
2024-01-03 22:00:00,78.0,17.0,136.0,48.0,47.0,3.0,928.0,58.0,2424.0,141.0,55.0,1.0,1.0
2024-01-03 23:00:00,79.0,17.0,136.0,48.0,46.0,14.0,933.0,42.0,2426.0,141.0,55.0,1.0,1.0
2024-01-04 00:00:00,76.0,17.0,132.0,48.0,46.0,360.0,935.0,52.0,2429.0,146.0,55.0,1.0,1.0
2024-01-04 01:00:00,79.0,17.0,131.0,48.0,46.0,362.0,927.0,59.0,2430.0,144.0,55.0,1.0,1.0
2024-01-04 02:00:00,79.0,17.0,125.0,48.0,46.0,362.0,922.0,59.0,2430.0,144.0,55.0,1.0,1.0
2024-01-04 03:00:00,79.0,17.0,127.0,48.0,46.0,361.0,920.0,56.0,2431.0,145.0,55.0,1.0,1.0
2024-01-04 04:00:00,80.0,17.0,129.0,48.0,46.0,361.0,914.0,8.0,2428.0,146.0,54.0,1.0,1.0
2024-01-04 05:00:00,79.0,17.0,162.0,48.0,47.0,357.0,891.0,50.0,2428.0,147.0,55.0,1.0,2.0
2024-01-04 06:00:00,78.0,16.0,179.0,49.0,47.0,3.0,942.0,102.0,2430.0,153.0,54.0,1.0,2.0
2024-01-04 07:00:00,83.0,15.0,160.0,57.0,49.0,103.0,932.0,169.0,2429.0,144.0,54.0,2.0,2.0
2024-01-04 08:00:00,82.0,15.0,225.0,57.0,49.0,66.0,837.0,131.0,2428.0,144.0,53.0,27.0,1.0
2024-01-04 09:00:00,83.0,15.0,227.0,57.0,48.0,46.0,875.0,111.0,2429.0,142.0,52.0,65.0,1.0
2024-01-04 10:00:00,83.0,15.0,231.0,57.0,48.0,42.0,901.0,107.0,2430.0,140.0,53.0,68.0,1.0
2024-01-04 11:00:00,81.0,15.0,256.0,50.0,48.0,41.0,910.0,107.0,2430.0,140.0,54.0,91.0,1.0
2024-01-04 12:00:00,77.0,15.0,385.0,57.0,48.0,39.0,895.0,104.0,2428.0,146.0,54.0,87.0,1.0
2024-01-04 13:00:00,76.0,15.0,427.0,57.0,49.0,38.0,907.0,103.0,2424.0,147.0,54.0,68.0,1.0
2024-01-04 14:00:00,77.0,15.0,461.0,57.0,48.0,34.0,877.0,99.0,2422.0,147.0,54.0,45.0,2.0
2024-01-04 15:00:00,78.0,15.0,498.0,59.0,48.0,35.0,904.0,96.0,2421.0,152.0,54.0,17.0,1.0
2024-01-04 16:00:00,80.0,15.0,546.0,58.0,48.0,482.0,936.0,186.0,2423.0,156.0,54.0,6.0,1.0
2024-01-04 17:00:00,81.0,15.0,548.0,58.0,48.0,545.0,963.0,229.0,2423.0,156.0,54.0,5.0,1.0
2024-01-04 18:00:00,81.0,15.0,549.0,58.0,48.0,523.0,962.0,228.0,2424.0,153.0,55.0,1.0,1.0
2024-01-04 19:00:00,81.0,15.0,549.0,57.0,48.0,554.0,955.0,225.0,2426.0,151.0,56.0,1.0,1.0
2024-01-04 20:00:00,81.0,15.0,550.0,58.0,48.0,133.0,958.0,187.0,2426.0,141.0,54.0,1.0,1.0
2024-01-04 21:00:00,78.0,15.0,550.0,58.0,48.0,130.0,959.0,197.0,2426.0,152.0,56.0,1.0,1.0
2024-01-04 22:00:00,80.0,15.0,549.0,57.0,49.0,32.0,940.0,99.0,2429.0,146.0,56.0,1.0,1.0
2024-01-04 23:00:00,84.0,15.0,344.0,49.0,49.0,12.0,928.0,79.0,2434.0,150.0,56.0,1.0,1.0
2024-01-05 00:00:00,84.0,15.0,138.0,50.0,49.0,189.0,923.0,79.0,2436.0,157.0,56.0,1.0,1.0
2024-01-05 01:00:00,84.0,15.0,135.0,48.0,51.0,296.0,917.0,77.0,2435.0,149.0,56.0,1.0,1.0
2024-01-05 02:00:00,86.0,15.0,133.0,48.0,51.0,296.0,902.0,78.0,2436.0,146.0,55.0,1.0,1.0
2024-01-05 03:00:00,83.0,15.0,134.0,48.0,50.0,295.0,908.0,79.0,2435.0,150.0,56.0,1.0,1.0
2024-01-05 04:00:00,86.0,15.0,135.0,48.0,50.0,295.0,917.0,79.0,2435.0,152.0,55.0,1.0,0.0
2024-01-05 05:00:00,85.0,15.0,138.0,48.0,50.0,291.0,920.0,79.0,2436.0,149.0,55.0,1.0,0.0
2024-01-05 06:00:00,84.0,15.0,268.0,48.0,52.0,24.0,919.0,97.0,2437.0,150.0,55.0,1.0,0.0
2024-01-05 07:00:00,91.0,15.0,491.0,57.0,52.0,29.0,919.0,96.0,2437.0,151.0,55.0,2.0,0.0
2024-01-05 08:00:00,89.0,15.0,550.0,57.0,52.0,100.0,885.0,167.0,2440.0,151.0,55.0,31.0,0.0
2024-01-05 09:00:00,88.0,15.0,552.0,57.0,52.0,118.0,873.0,185.0,2443.0,151.0,54.0,87.0,0.0
2024-01-05 10:00:00,86.0,15.0,549.0,58.0,52.0,113.0,855.0,180.0,2447.0,151.0,54.0,145.0,1.0
2024-01-05 11:00:00,83.0,15.0,551.0,49.0,51.0,91.0,851.0,159.0,2443.0,151.0,55.0,170.0,1.0
2024-01-05 12:00:00,82.0,15.0,557.0,58.0,51.0,67.0,891.0,134.0,2438.0,161.0,57.0,152.0,1.0
2024-01-05 13:00:00,85.0,15.0,556.0,57.0,51.0,39.0,885.0,106.0,2435.0,155.0,57.0,120.0,2.0
2024-01-05 14:00:00,85.0,15.0,560.0,59.0,52.0,53.0,902.0,101.0,2435.0,157.0,57.0,56.0,2.0
2024-01-05 15:00:00,87.0,15.0,562.0,61.0,52.0,148.0,929.0,101.0,2437.0,160.0,57.0,19.0,2.0
2024-01-05 16:00:00,90.0,15.0,538.0,58.0,53.0,400.0,928.0,87.0,2439.0,154.0,55.0,10.0,2.0
2024-01-05 17:00:00,92.0,15.0,538.0,57.0,52.0,455.0,930.0,99.0,2438.0,150.0,55.0,10.0,1.0
2024-01-05 18:00:00,90.0,15.0,537.0,57.0,53.0,283.0,944.0,136.0,2439.0,149.0,55.0,2.0,2.0
2024-01-05 19:00:00,92.0,15.0,539.0,57.0,53.0,249.0,953.0,129.0,2440.0,148.0,55.0,1.0,1.0
2024-01-05 20:00:00,95.0,15.0,538.0,57.0,53.0,133.0,960.0,195.0,2437.0,152.0,55.0,1.0,1.0
2024-01-05 21:00:00,95.0,15.0,485.0,57.0,52.0,55.0,953.0,122.0,2435.0,148.0,55.0,1.0,1.0
2024-01-05 22:00:00,97.0,15.0,344.0,57.0,52.0,46.0,971.0,89.0,2435.0,148.0,55.0,1.0,1.0
2024-01-05 23:00:00,95.0,15.0,138.0,48.0,52.0,18.0,981.0,52.0,2436.0,149.0,54.0,1.0,1.0
2024-01-06 00:00:00,94.0,15.0,140.0,49.0,52.0,30.0,912.0,96.0,2436.0,161.0,56.0,1.0,1.0
2024-01-06 01:00:00,94.0,16.0,148.0,52.0,52.0,39.0,928.0,107.0,2436.0,166.0,56.0,1.0,1.0
2024-01-06 02:00:00,95.0,15.0,140.0,50.0,52.0,12.0,943.0,81.0,2440.0,162.0,56.0,1.0,1.0
2024-01-06 03:00:00,95.0,15.0,138.0,49.0,52.0,92.0,941.0,77.0,2441.0,161.0,56.0,1.0,0.0
2024-01-06 04:00:00,96.0,15.0,139.0,49.0,52.0,291.0,935.0,77.0,2439.0,163.0,56.0,1.0,1.0
2024-01-06 05:00:00,95.0,15.0,139.0,48.0,52.0,2.0,929.0,76.0,2441.0,154.0,56.0,1.0,1.0
2024-01-06 06:00:00,97.0,15.0,138.0,48.0,52.0,5.0,926.0,72.0,2442.0,155.0,55.0,1.0,1.0
2024-01-06 07:00:00,100.0,15.0,139.0,58.0,52.0,28.0,930.0,95.0,2441.0,152.0,54.0,1.0,1.0
2024-01-06 08:00:00,98.0,15.0,139.0,58.0,53.0,28.0,887.0,93.0,2441.0,151.0,57.0,3.0,1.0
2024-01-06 09:00:00,99.0,15.0,140.0,58.0,52.0,67.0,904.0,132.0,2442.0,153.0,57.0,9.0,0.0
2024-01-06 10:00:00,98.0,15.0,143.0,59.0,53.0,68.0,923.0,134.0,2442.0,158.0,57.0,14.0,0.0
2024-01-06 11:00:00,99.0,15.0,142.0,49.0,53.0,38.0,937.0,104.0,2442.0,153.0,57.0,15.0,0.0
2024-01-06 12:00:00,100.0,15.0,140.0,58.0,53.0,24.0,922.0,89.0,2441.0,151.0,57.0,13.0,0.0
2024-01-06 13:00:00,100.0,15.0,140.0,58.0,53.0,0.0,885.0,65.0,2441.0,150.0,57.0,9.0,0.0
2024-01-06 14:00:00,98.0,15.0,140.0,58.0,52.0,16.0,900.0,67.0,2438.0,148.0,56.0,5.0,0.0
2024-01-06 15:00:00,99.0,15.0,137.0,58.0,52.0,1.0,930.0,101.0,2436.0,147.0,56.0,2.0,0.0
2024-01-06 16:00:00,98.0,15.0,133.0,58.0,52.0,31.0,915.0,90.0,2437.0,140.0,56.0,1.0,0.0
2024-01-06 17:00:00,100.0,15.0,132.0,58.0,52.0,293.0,928.0,103.0,2438.0,144.0,56.0,1.0,0.0
2024-01-06 18:00:00,99.0,15.0,130.0,58.0,52.0,60.0,916.0,116.0,2438.0,143.0,55.0,1.0,0.0
2024-01-06 19:00:00,98.0,15.0,134.0,58.0,52.0,47.0,921.0,112.0,2437.0,145.0,54.0,1.0,0.0
2024-01-06 20:00:00,99.0,15.0,138.0,58.0,52.0,28.0,920.0,96.0,2437.0,145.0,55.0,1.0,0.0
2024-01-06 21:00:00,97.0,15.0,143.0,58.0,52.0,7.0,930.0,75.0,2437.0,147.0,56.0,1.0,0.0
2024-01-06 22:00:00,97.0,15.0,143.0,58.0,51.0,8.0,920.0,76.0,2438.0,152.0,56.0,1.0,0.0
2024-01-06 23:00:00,98.0,15.0,139.0,49.0,51.0,5.0,910.0,72.0,2437.0,146.0,56.0,1.0,0.0
2024-01-07 00:00:00,98.0,14.0,127.0,49.0,51.0,199.0,884.0,55.0,2438.0,141.0,55.0,1.0,0.0
2024-01-07 01:00:00,98.0,18.0,131.0,49.0,51.0,305.0,880.0,57.0,2438.0,143.0,54.0,1.0,0.0
2024-01-07 02:00:00,97.0,21.0,132.0,49.0,51.0,305.0,881.0,59.0,2439.0,144.0,55.0,1.0,0.0
2024-01-07 03:00:00,97.0,21.0,132.0,49.0,51.0,304.0,877.0,58.0,2440.0,143.0,56.0,1.0,0.0
2024-01-07 04:00:00,97.0,22.0,133.0,49.0,51.0,305.0,903.0,57.0,2440.0,141.0,55.0,1.0,1.0
2024-01-07 05:00:00,96.0,22.0,140.0,49.0,52.0,304.0,904.0,58.0,2441.0,147.0,55.0,1.0,0.0
2024-01-07 06:00:00,97.0,22.0,143.0,49.0,53.0,299.0,911.0,63.0,2440.0,145.0,56.0,1.0,0.0
2024-01-07 07:00:00,96.0,22.0,142.0,49.0,53.0,137.0,932.0,71.0,2441.0,146.0,56.0,1.0,0.0
2024-01-07 08:00:00,96.0,22.0,137.0,58.0,53.0,15.0,944.0,69.0,2443.0,154.0,55.0,3.0,0.0
2024-01-07 09:00:00,96.0,22.0,144.0,58.0,53.0,45.0,970.0,102.0,2442.0,159.0,56.0,8.0,0.0
2024-01-07 10:00:00,97.0,22.0,145.0,58.0,53.0,76.0,974.0,136.0,2442.0,156.0,56.0,15.0,0.0
2024-01-07 11:00:00,95.0,22.0,146.0,49.0,53.0,82.0,976.0,143.0,2442.0,166.0,56.0,21.0,0.0
2024-01-07 12:00:00,96.0,22.0,146.0,52.0,53.0,42.0,978.0,104.0,2444.0,165.0,55.0,27.0,0.0
2024-01-07 13:00:00,98.0,22.0,147.0,58.0,53.0,49.0,950.0,110.0,2445.0,167.0,53.0,27.0,0.0
2024-01-07 14:00:00,97.0,22.0,146.0,58.0,53.0,55.0,952.0,116.0,2443.0,170.0,56.0,17.0,1.0
2024-01-07 15:00:00,96.0,22.0,145.0,58.0,53.0,32.0,957.0,90.0,2444.0,169.0,55.0,5.0,1.0
2024-01-07 16:00:00,95.0,22.0,147.0,58.0,53.0,33.0,984.0,93.0,2446.0,173.0,55.0,1.0,1.0
2024-01-07 17:00:00,97.0,22.0,150.0,58.0,53.0,165.0,974.0,134.0,2447.0,173.0,55.0,1.0,1.0
2024-01-07 18:00:00,97.0,22.0,151.0,58.0,51.0,292.0,971.0,168.0,2444.0,175.0,55.0,1.0,1.0
2024-01-07 19:00:00,95.0,22.0,148.0,58.0,52.0,259.0,983.0,146.0,2445.0,174.0,55.0,1.0,1.0
2024-01-07 20:00:00,97.0,22.0,149.0,58.0,52.0,53.0,977.0,111.0,2445.0,173.0,55.0,1.0,1.0
2024-01-07 21:00:00,97.0,24.0,145.0,58.0,52.0,46.0,970.0,108.0,2445.0,175.0,55.0,1.0,1.0
2024-01-07 22:00:00,97.0,24.0,144.0,58.0,51.0,14.0,963.0,65.0,2446.0,173.0,56.0,1.0,1.0
2024-01-07 23:00:00,96.0,24.0,144.0,49.0,51.0,5.0,955.0,55.0,2447.0,170.0,56.0,1.0,1.0
2024-01-08 00:00:00,96.0,24.0,137.0,48.0,51.0,3.0,887.0,49.0,2447.0,169.0,55.0,1.0,1.0
2024-01-08 01:00:00,92.0,24.0,139.0,48.0,51.0,10.0,905.0,55.0,2447.0,170.0,55.0,1.0,1.0
2024-01-08 02:00:00,92.0,24.0,138.0,49.0,51.0,195.0,898.0,48.0,2451.0,172.0,56.0,1.0,1.0
2024-01-08 03:00:00,92.0,24.0,140.0,49.0,51.0,296.0,896.0,51.0,2451.0,179.0,55.0,1.0,1.0
2024-01-08 04:00:00,91.0,25.0,144.0,48.0,52.0,2.0,914.0,53.0,2448.0,179.0,55.0,1.0,1.0
2024-01-08 05:00:00,92.0,26.0,251.0,51.0,53.0,33.0,904.0,79.0,2449.0,183.0,54.0,1.0,1.0
2024-01-08 06:00:00,94.0,25.0,464.0,65.0,53.0,44.0,919.0,95.0,2449.0,188.0,54.0,1.0,1.0
2024-01-08 07:00:00,90.0,28.0,498.0,59.0,53.0,126.0,977.0,189.0,2448.0,189.0,55.0,1.0,1.0
2024-01-08 08:00:00,81.0,28.0,513.0,58.0,53.0,218.0,953.0,181.0,2450.0,186.0,53.0,9.0,1.0
2024-01-08 09:00:00,87.0,26.0,518.0,59.0,52.0,153.0,931.0,219.0,2447.0,189.0,54.0,39.0,1.0
2024-01-08 10:00:00,92.0,26.0,515.0,59.0,52.0,84.0,951.0,149.0,2447.0,185.0,54.0,87.0,1.0
2024-01-08 11:00:00,93.0,26.0,513.0,49.0,52.0,13.0,938.0,78.0,2448.0,180.0,53.0,121.0,0.0
2024-01-08 12:00:00,91.0,27.0,589.0,65.0,52.0,72.0,921.0,138.0,2447.0,192.0,53.0,130.0,0.0
2024-01-08 13:00:00,91.0,27.0,546.0,70.0,52.0,109.0,928.0,174.0,2445.0,198.0,53.0,96.0,0.0
2024-01-08 14:00:00,90.0,26.0,515.0,60.0,52.0,27.0,906.0,92.0,2446.0,191.0,53.0,40.0,0.0
2024-01-08 15:00:00,93.0,26.0,519.0,60.0,52.0,12.0,941.0,77.0,2446.0,191.0,54.0,9.0,0.0
2024-01-08 16:00:00,94.0,26.0,527.0,59.0,52.0,231.0,953.0,127.0,2446.0,186.0,54.0,2.0,0.0
2024-01-08 17:00:00,96.0,26.0,550.0,58.0,52.0,492.0,952.0,127.0,2446.0,183.0,54.0,1.0,0.0
2024-01-08 18:00:00,94.0,28.0,552.0,58.0,52.0,471.0,911.0,89.0,2446.0,183.0,55.0,1.0,0.0
2024-01-08 19:00:00,90.0,28.0,553.0,66.0,52.0,290.0,939.0,102.0,2448.0,194.0,55.0,1.0,0.0
2024-01-08 20:00:00,90.0,28.0,538.0,66.0,69.0,94.0,934.0,86.0,2449.0,201.0,55.0,1.0,0.0
2024-01-08 21:00:00,91.0,28.0,534.0,65.0,59.0,51.0,897.0,113.0,2449.0,196.0,55.0,1.0,0.0
2024-01-08 22:00:00,96.0,26.0,448.0,59.0,50.0,13.0,852.0,54.0,2448.0,188.0,54.0,1.0,0.0
2024-01-08 23:00:00,97.0,26.0,166.0,51.0,51.0,0.0,859.0,31.0,2449.0,184.0,54.0,1.0,0.0
2024-01-09 00:00:00,95.0,26.0,141.0,58.0,51.0,0.0,866.0,29.0,2448.0,181.0,54.0,1.0,0.0
2024-01-09 01:00:00,95.0,26.0,140.0,58.0,51.0,0.0,826.0,29.0,2448.0,184.0,55.0,1.0,0.0
2024-01-09 02:00:00,93.0,26.0,142.0,58.0,51.0,202.0,770.0,29.0,2447.0,186.0,55.0,1.0,0.0
2024-01-09 03:00:00,94.0,26.0,142.0,58.0,51.0,402.0,772.0,28.0,2448.0,185.0,54.0,1.0,0.0
2024-01-09 04:00:00,93.0,26.0,143.0,58.0,51.0,73.0,782.0,64.0,2404.0,184.0,53.0,1.0,0.0
2024-01-09 05:00:00,94.0,27.0,295.0,65.0,52.0,51.0,801.0,80.0,2396.0,195.0,53.0,1.0,0.0
2024-01-09 06:00:00,98.0,26.0,446.0,60.0,52.0,117.0,870.0,91.0,2405.0,192.0,52.0,1.0,0.0
2024-01-09 07:00:00,98.0,28.0,544.0,60.0,53.0,96.0,865.0,77.0,2445.0,190.0,52.0,2.0,0.0
2024-01-09 08:00:00,97.0,28.0,562.0,58.0,53.0,77.0,857.0,65.0,2451.0,184.0,51.0,37.0,0.0
2024-01-09 09:00:00,99.0,28.0,549.0,58.0,52.0,24.0,853.0,63.0,2452.0,183.0,52.0,110.0,0.0
2024-01-09 10:00:00,97.0,28.0,512.0,59.0,52.0,19.0,875.0,81.0,2450.0,181.0,51.0,177.0,0.0
2024-01-09 11:00:00,95.0,28.0,510.0,49.0,52.0,25.0,838.0,88.0,2449.0,178.0,51.0,208.0,0.0
2024-01-09 12:00:00,92.0,27.0,511.0,58.0,52.0,4.0,798.0,65.0,2450.0,176.0,51.0,206.0,0.0
2024-01-09 13:00:00,99.0,27.0,512.0,58.0,52.0,0.0,809.0,62.0,2451.0,179.0,51.0,172.0,0.0
2024-01-09 14:00:00,98.0,26.0,512.0,58.0,52.0,32.0,869.0,61.0,2451.0,178.0,51.0,100.0,0.0
2024-01-09 15:00:00,99.0,24.0,552.0,58.0,52.0,25.0,875.0,87.0,2450.0,179.0,51.0,27.0,0.0
2024-01-09 16:00:00,97.0,24.0,555.0,58.0,53.0,51.0,895.0,107.0,2449.0,180.0,52.0,2.0,0.0
2024-01-09 17:00:00,93.0,25.0,565.0,58.0,52.0,528.0,929.0,227.0,2449.0,183.0,53.0,2.0,0.0
2024-01-09 18:00:00,90.0,26.0,569.0,58.0,53.0,542.0,935.0,218.0,2449.0,182.0,53.0,2.0,0.0
