
name,country,zone,fuel,tech,commissioned,capacity_mw,eta,scale,scaled_capacity_mw,fuel_std,tech_std
Teksdal,NO,NO,,,1943.0,2.5,,,2.5,hydro,hydro_reservoir
Tendeland,NO,NO,,,1995.0,0.022,,,0.022,hydro,hydro_reservoir
Tenneelva,NO,NO,,,2018.0,3.4,,,3.4,hydro,hydro_reservoir
Tennesvatn,NO,NO,,,1937.0,1.5,,,1.5,hydro,hydro_reservoir
Tesgjolo,NO,NO,,,2018.0,0.99,,,0.99,hydro,hydro_reservoir
Tesra,NO,NO,,,2011.0,0.22,,,0.22,hydro,hydro_reservoir
Tevla,NO,NO,,,1994.0,49.6,,,49.6,hydro,hydro_psh
Thue,NO,NO,,,2011.0,0.075,,,0.075,hydro,hydro_reservoir
Timbra,NO,NO,,,2018.0,2.9,,,2.9,hydro,hydro_reservoir
Tinfos I,NO,NO,,,1955.0,41.0,,,41.0,hydro,hydro_reservoir
Tinfos II,NO,NO,,,1912.0,3.5,,,3.5,hydro,hydro_reservoir
Tinnkraft,NO,NO,,,2008.0,2.9,,,2.9,hydro,hydro_reservoir
Tisjøen,NO,NO,,,2009.0,0.075,,,0.075,hydro,hydro_reservoir
Tisleifjord,NO,NO,,,2014.0,1.65,,,1.65,hydro,hydro_reservoir
Tistedalsfoss,NO,NO,,,1955.0,20.0,,,20.0,hydro,hydro_reservoir
Tjodan,NO,NO,,,1984.0,110.0,,,110.0,hydro,hydro_reservoir
Tjodanpollen,NO,NO,,,1985.0,3.5,,,3.5,hydro,hydro_psh
Tjønna,NO,NO,,,1995.0,0.2,,,0.2,hydro,hydro_psh
Tjønnefoss,NO,NO,,,1966.0,6.0,,,6.0,hydro,hydro_reservoir
Tjørhom,NO,NO,,,1973.0,120.0,,,120.0,hydro,hydro_reservoir
Tjørn I,NO,NO,,,2011.0,0.155,,,0.155,hydro,hydro_reservoir
Tjørn II,NO,NO,,,2011.0,0.045,,,0.045,hydro,hydro_reservoir
Tjøstheim,NO,NO,,,2005.0,4.16,,,4.16,hydro,hydro_reservoir
Tjøtaelva,NO,NO,,,2011.0,2.3,,,2.3,hydro,hydro_reservoir
Todøla,NO,NO,,,2019.0,3.2,,,3.2,hydro,hydro_reservoir
Tokke,NO,NO,,,1961.0,430.0,,,430.0,hydro,hydro_reservoir
Toklev,NO,NO,,,1921.0,4.8,,,4.8,hydro,hydro_reservoir
Tonstad,NO,NO,,,1968.0,960.0,,,960.0,hydro,hydro_reservoir
Tore Holmen,NO,NO,,,1998.0,0.004,,,0.004,hydro,hydro_reservoir
Torjul,NO,NO,,,1995.0,0.036,,,0.036,hydro,hydro_reservoir
Torpa,NO,NO,,,1989.0,150.0,,,150.0,hydro,hydro_reservoir
Torsnes,NO,NO,,,2013.0,9.1,,,9.1,hydro,hydro_reservoir
Torvikelva,NO,NO,,,2012.0,1.237,,,1.237,hydro,hydro_reservoir
Tosdalen,NO,NO,,,2017.0,19.3,,,19.3,hydro,hydro_reservoir
Tossevikelva,NO,NO,,,2014.0,2.6,,,2.6,hydro,hydro_reservoir
Tou,NO,NO,,,1987.0,1.1,,,1.1,hydro,hydro_reservoir
Toverud,NO,NO,,,1915.0,6.0,,,6.0,hydro,hydro_reservoir
Trandal,NO,NO,,,2005.0,8.0,,,8.0,hydro,hydro_reservoir
Traudalen,NO,NO,,,2018.0,0.99,,,0.99,hydro,hydro_reservoir
Tredal,NO,NO,,,2007.0,0.8,,,0.8,hydro,hydro_reservoir
Trengereid,NO,NO,,,1996.0,3.5,,,3.5,hydro,hydro_reservoir
Trodla-Tysdal,NO,NO,,,1990.0,0.015,,,0.015,hydro,hydro_reservoir
Trollelva,NO,NO,,,2006.0,1.25,,,1.25,hydro,hydro_reservoir
Trollfjord I,NO,NO,,,1952.0,3.2,,,3.2,hydro,hydro_reservoir
Trollfjord II,NO,NO,,,1956.0,1.3999,,,1.3999,hydro,hydro_reservoir
Trollheim,NO,NO,,,1968.0,126.6,,,126.6,hydro,hydro_reservoir
Trollkraft,NO,NO,,,2001.0,0.18,,,0.18,hydro,hydro_reservoir
Tronstad,NO,NO,,,2012.0,1.26,,,1.26,hydro,hydro_reservoir
Trontveitåna,NO,NO,,,2019.0,1.24,,,1.24,hydro,hydro_reservoir
Tryland,NO,NO,,,1921.0,5.4,,,5.4,hydro,hydro_reservoir
Trysilfossen,NO,NO,,,1980.0,3.2,,,3.2,hydro,hydro_reservoir
Trælandsfos,NO,NO,,,1917.0,10.0,,,10.0,hydro,hydro_reservoir
Tua,NO,NO,,,2010.0,1.8,,,1.8,hydro,hydro_reservoir
Tuddal,NO,NO,,,2011.0,1.599,,,1.599,hydro,hydro_reservoir
Tunnsjø,NO,NO,,,1963.0,30.4,,,30.4,hydro,hydro_reservoir
Tunnsjødal,NO,NO,,,1963.0,176.0,,,176.0,hydro,hydro_reservoir
Tunnsjøfoss,NO,NO,,,1986.0,8.5,,,8.5,hydro,hydro_reservoir
Tussa,NO,NO,,,1961.0,64.0,,,64.0,hydro,hydro_reservoir
Tveit,NO,NO,,,1982.0,0.95,,,0.95,hydro,hydro_reservoir
Tveit,NO,NO,,,1997.0,0.36,,,0.36,hydro,hydro_reservoir
Tveitafoss,NO,NO,,,1946.0,1.7,,,1.7,hydro,hydro_reservoir
Tveitaskar,NO,NO,,,2009.0,4.2,,,4.2,hydro,hydro_reservoir
Tveitelva,NO,NO,,,2011.0,3.3,,,3.3,hydro,hydro_reservoir
Tveitelvfallet,NO,NO,,,1997.0,0.1,,,0.1,hydro,hydro_reservoir
Tveiten,NO,NO,,,2004.0,0.037,,,0.037,hydro,hydro_reservoir
Tveitereidfoss,NO,NO,,,1955.0,2.6,,,2.6,hydro,hydro_reservoir
Tveiteåno,NO,NO,,,2005.0,1.45,,,1.45,hydro,hydro_reservoir
Tverrelva,NO,NO,,,1985.0,0.3,,,0.3,hydro,hydro_reservoir
Tverrelva,NO,NO,,,2017.0,4.98,,,4.98,hydro,hydro_reservoir
Tverrgjuvlo,NO,NO,,,2016.0,5.7,,,5.7,hydro,hydro_reservoir
Tverrvatn,NO,NO,,,1969.0,1.2,,,1.2,hydro,hydro_psh
Tverråa,NO,NO,,,2015.0,0.93,,,0.93,hydro,hydro_reservoir
Tverråa,NO,NO,,,2018.0,4.7,,,4.7,hydro,hydro_reservoir
Tverråga,NO,NO,,,2014.0,2.9,,,2.9,hydro,hydro_reservoir
Tverråna,NO,NO,,,2016.0,3.26,,,3.26,hydro,hydro_reservoir
Tverråni,NO,NO,,,2016.0,3.0,,,3.0,hydro,hydro_reservoir
Tverå,NO,NO,,,2004.0,0.956,,,0.956,hydro,hydro_reservoir
Tya,NO,NO,,,1964.0,32.0,,,32.0,hydro,hydro_reservoir
Tyin,NO,NO,,,2004.0,374.0,,,374.0,hydro,hydro_reservoir
Tynna,NO,NO,,,1913.0,0.07,,,0.07,hydro,hydro_reservoir
Tyria I,NO,NO,,,1949.0,3.3,,,3.3,hydro,hydro_reservoir
Tyria II,NO,NO,,,1958.0,2.2,,,2.2,hydro,hydro_reservoir
Tysseelva,NO,NO,,,2017.0,5.55,,,5.55,hydro,hydro_reservoir
Tyssefossen,NO,NO,,,1941.0,2.8,,,2.8,hydro,hydro_reservoir
Tyssehøl,NO,NO,,,2001.0,0.5,,,0.5,hydro,hydro_psh
Tysseland,NO,NO,,,2002.0,4.8,,,4.8,hydro,hydro_reservoir
Tysso II,NO,NO,,,1967.0,224.0,,,224.0,hydro,hydro_reservoir
Tyttebærelva,NO,NO,,,2014.0,1.46,,,1.46,hydro,hydro_reservoir
Tømmerdal,NO,NO,,,2002.0,0.99,,,0.99,hydro,hydro_reservoir
Tørnes,NO,NO,,,1930.0,0.055,,,0.055,hydro,hydro_reservoir
Tørrbekken,NO,NO,,,2010.0,0.7,,,0.7,hydro,hydro_reservoir
Tøsse,NO,NO,,,1981.0,3.5,,,3.5,hydro,hydro_reservoir
Ufysja,NO,NO,,,2005.0,1.5,,,1.5,hydro,hydro_reservoir
Ugedal,NO,NO,,,2006.0,0.6,,,0.6,hydro,hydro_reservoir
Uleberg,NO,NO,,,2006.0,9.4,,,9.4,hydro,hydro_reservoir
Ulefoss,NO,NO,,,1931.0,2.1,,,2.1,hydro,hydro_reservoir
Ulefoss,NO,NO,,,1963.0,6.4,,,6.4,hydro,hydro_reservoir
Ullestad,NO,NO,,,2016.0,5.42,,,5.42,hydro,hydro_reservoir
Ulset,NO,NO,,,1985.0,35.0,,,35.0,hydro,hydro_reservoir
Ulsteindal,NO,NO,,,1917.0,1.3,,,1.3,hydro,hydro_reservoir
Ulvik I,NO,NO,,,1921.0,1.3999,,,1.3999,hydro,hydro_reservoir
Ulvik II,NO,NO,,,1974.0,20.0,,,20.0,hydro,hydro_reservoir
Ulvilla,NO,NO,,,1989.0,1.1,,,1.1,hydro,hydro_reservoir
Ulvund,NO,NO,,,1939.0,19.5,,,19.5,hydro,hydro_reservoir
Undfossen,NO,NO,,,1995.0,0.84,,,0.84,hydro,hydro_reservoir
Unhjemskraft,NO,NO,,,2004.0,0.9,,,0.9,hydro,hydro_reservoir
Unkervatn,NO,NO,,,2008.0,0.21,,,0.21,hydro,hydro_reservoir
Urdsdalselva,NO,NO,,,2012.0,2.8,,,2.8,hydro,hydro_reservoir
Urke,NO,NO,,,2008.0,8.0,,,8.0,hydro,hydro_reservoir
Urlandåga,NO,NO,,,2005.0,1.6,,,1.6,hydro,hydro_reservoir
Usma,NO,NO,,,2010.0,5.49,,,5.49,hydro,hydro_reservoir
Usma,NO,NO,,,2013.0,9.98,,,9.98,hydro,hydro_reservoir
Usta,NO,NO,,,1965.0,184.0,,,184.0,hydro,hydro_reservoir
Ustekveikja,NO,NO,,,1983.0,36.5,,,36.5,hydro,hydro_reservoir
Uthusbekken,NO,NO,,,2000.0,0.009,,,0.009,hydro,hydro_reservoir
Utigardselva,NO,NO,,,2005.0,0.1,,,0.1,hydro,hydro_reservoir
Utistubekken,NO,NO,,,1995.0,0.025,,,0.025,hydro,hydro_reservoir
Utne,NO,NO,,,2008.0,0.4,,,0.4,hydro,hydro_reservoir
Uvdal,NO,NO,,,1993.0,0.037,,,0.037,hydro,hydro_reservoir
Uvdal I,NO,NO,,,1967.0,90.0,,,90.0,hydro,hydro_reservoir
Uvdal II,NO,NO,,,1967.0,40.0,,,40.0,hydro,hydro_reservoir
Vaage,NO,NO,,,2007.0,0.49,,,0.49,hydro,hydro_reservoir
Vada,NO,NO,,,2003.0,0.35,,,0.35,hydro,hydro_reservoir
Vafos,NO,NO,,,1954.0,4.89,,,4.89,hydro,hydro_reservoir
Vaka,NO,NO,,,2014.0,1.1,,,1.1,hydro,hydro_reservoir
Vaksvik,NO,NO,,,2019.0,7.74,,,7.74,hydro,hydro_reservoir
Valen,NO,NO,,,1939.0,3.8,,,3.8,hydro,hydro_reservoir
Valgermo Giskemo,NO,NO,,,2010.0,0.98,,,0.98,hydro,hydro_reservoir
Valken,NO,NO,,,2015.0,9.2,,,9.2,hydro,hydro_reservoir
Vallestadfossen,NO,NO,,,2006.0,0.92,,,0.92,hydro,hydro_reservoir
Valsøyfjord,NO,NO,,,1942.0,4.277,,,4.277,hydro,hydro_reservoir
Valvatn,NO,NO,,,2010.0,1.0,,,1.0,hydro,hydro_reservoir
Valåe,NO,NO,,,2014.0,1.93,,,1.93,hydro,hydro_reservoir
Vamma,NO,NO,,,1915.0,344.0,,,344.0,hydro,hydro_reservoir
Vangjolo,NO,NO,,,2018.0,9.5,,,9.5,hydro,hydro_reservoir
Vangpollen,NO,NO,,,1942.0,3.5,,,3.5,hydro,hydro_reservoir
Vanndøla,NO,NO,,,2008.0,3.8,,,3.8,hydro,hydro_reservoir
Vannebo,NO,NO,,,1914.0,0.785,,,0.785,hydro,hydro_reservoir
Vanvik,NO,NO,,,2003.0,0.27,,,0.27,hydro,hydro_reservoir
Varalden,NO,NO,,,1985.0,0.6,,,0.6,hydro,hydro_reservoir
Vartdal,NO,NO,,,1934.0,0.46,,,0.46,hydro,hydro_reservoir
Vassdalselva,NO,NO,,,2008.0,0.32,,,0.32,hydro,hydro_reservoir
Vassenden,NO,NO,,,2019.0,8.56,,,8.56,hydro,hydro_reservoir
Vassfossen,NO,NO,,,2008.0,5.5,,,5.5,hydro,hydro_reservoir
Vassli,NO,NO,,,1973.0,10.0,,,10.0,hydro,hydro_psh
Vasstaket,NO,NO,,,2000.0,0.65,,,0.65,hydro,hydro_reservoir
Vasstøl,NO,NO,,,2012.0,4.85,,,4.85,hydro,hydro_reservoir
Vassvikelva,NO,NO,,,2015.0,2.77,,,2.77,hydro,hydro_reservoir
Vatn 1012,NO,NO,,,2004.0,0.56,,,0.56,hydro,hydro_psh
Vatn 462,NO,NO,,,1996.0,0.3,,,0.3,hydro,hydro_psh
Vatne,NO,NO,,,1987.0,3.0,,,3.0,hydro,hydro_reservoir
Vedeld,NO,NO,,,2003.0,3.9,,,3.9,hydro,hydro_reservoir
Veiteberg,NO,NO,,,2001.0,2.07,,,2.07,hydro,hydro_reservoir
Veiåni,NO,NO,,,2008.0,0.75,,,0.75,hydro,hydro_reservoir
Veka,NO,NO,,,2009.0,3.0,,,3.0,hydro,hydro_reservoir
Vemork,NO,NO,,,1971.0,204.0,,,204.0,hydro,hydro_reservoir
Vemundsbotn,NO,NO,,,1976.0,45.0,,,45.0,hydro,hydro_reservoir
Vengåa,NO,NO,,,2018.0,4.55,,,4.55,hydro,hydro_reservoir
Venna,NO,NO,,,2013.0,2.8,,,2.8,hydro,hydro_reservoir
Verja,NO,NO,,,2004.0,0.24,,,0.24,hydro,hydro_reservoir
Verket,NO,NO,,,1951.0,0.425,,,0.425,hydro,hydro_reservoir
Verksfossen,NO,NO,,,1980.0,0.4,,,0.4,hydro,hydro_reservoir
Veslefallet,NO,NO,,,2010.0,4.9,,,4.9,hydro,hydro_reservoir
Vesleåni,NO,NO,,,2009.0,1.65,,,1.65,hydro,hydro_reservoir
Vessingfoss,NO,NO,,,1971.0,40.0,,,40.0,hydro,hydro_reservoir
Vestbakken,NO,NO,,,1983.0,1.2,,,1.2,hydro,hydro_reservoir
Vestfossen,NO,NO,,,1984.0,2.8,,,2.8,hydro,hydro_reservoir
Vestre Neset,NO,NO,,,2014.0,1.464,,,1.464,hydro,hydro_reservoir
Vestrebotn,NO,NO,,,1999.0,2.8,,,2.8,hydro,hydro_reservoir
Viddal,NO,NO,,,2012.0,5.49,,,5.49,hydro,hydro_reservoir
Viervatn,NO,NO,,,1987.0,1.2,,,1.2,hydro,hydro_psh
Vigelandsfoss,NO,NO,,,1973.0,26.0,,,26.0,hydro,hydro_reservoir
Vigga,NO,NO,,,2009.0,0.04,,,0.04,hydro,hydro_reservoir
Vik,NO,NO,,,1952.0,1.2,,,1.2,hydro,hydro_reservoir
Vik,NO,NO,,,2011.0,1.52,,,1.52,hydro,hydro_reservoir
Vika,NO,NO,,,2007.0,1.1,,,1.1,hydro,hydro_reservoir
Vika,NO,NO,,,2008.0,0.099,,,0.099,hydro,hydro_reservoir
Vikaelva,NO,NO,,,2008.0,4.14,,,4.14,hydro,hydro_reservoir
Vikaelva,NO,NO,,,2013.0,5.4,,,5.4,hydro,hydro_reservoir
Vikaåne,NO,NO,,,2011.0,1.25,,,1.25,hydro,hydro_reservoir
Vikdalskraft,NO,NO,,,2001.0,1.1,,,1.1,hydro,hydro_reservoir
Viken,NO,NO,,,2008.0,0.227,,,0.227,hydro,hydro_reservoir
Vikeså,NO,NO,,,2003.0,4.4,,,4.4,hydro,hydro_reservoir
Vindedal,NO,NO,,,2005.0,5.4,,,5.4,hydro,hydro_reservoir
Vinjadalen,NO,NO,,,1933.0,0.075,,,0.075,hydro,hydro_reservoir
Vinje,NO,NO,,,1964.0,300.0,,,300.0,hydro,hydro_reservoir
Vinkelfallet,NO,NO,,,1983.0,7.1,,,7.1,hydro,hydro_reservoir
Virak,NO,NO,,,2005.0,1.4,,,1.4,hydro,hydro_reservoir
Virakelva,NO,NO,,,2009.0,5.0,,,5.0,hydro,hydro_reservoir
Vistvik,NO,NO,,,1995.0,0.2,,,0.2,hydro,hydro_reservoir
Vittingfoss,NO,NO,,,1919.0,33.5,,,33.5,hydro,hydro_reservoir
Viulfoss,NO,NO,,,1958.0,12.5,,,12.5,hydro,hydro_reservoir
Voldsetelva,NO,NO,,,2013.0,4.942,,,4.942,hydro,hydro_reservoir
Vollabekken,NO,NO,,,2012.0,1.0,,,1.0,hydro,hydro_reservoir
Vollakvernfallet,NO,NO,,,2000.0,0.15,,,0.15,hydro,hydro_reservoir
Vollselva,NO,NO,,,2004.0,0.006,,,0.006,hydro,hydro_reservoir
Vorma,NO,NO,,,1939.0,1.59,,,1.59,hydro,hydro_reservoir
Vossedalselvi,NO,NO,,,2017.0,7.1,,,7.1,hydro,hydro_reservoir
Vrangfoss,NO,NO,,,1962.0,36.0,,,36.0,hydro,hydro_reservoir
Vrenga,NO,NO,,,1960.0,10.5,,,10.5,hydro,hydro_reservoir
Vuttudal,NO,NO,,,2005.0,0.09,,,0.09,hydro,hydro_reservoir
Væla,NO,NO,,,2015.0,0.9,,,0.9,hydro,hydro_reservoir
Vågaåna,NO,NO,,,2012.0,3.3,,,3.3,hydro,hydro_reservoir
Våge,NO,NO,,,2003.0,0.099,,,0.099,hydro,hydro_reservoir
Vågen,NO,NO,,,2007.0,4.9,,,4.9,hydro,hydro_reservoir
Vågen,NO,NO,,,2008.0,0.39,,,0.39,hydro,hydro_reservoir
Ylja,NO,NO,,,1973.0,65.0,,,65.0,hydro,hydro_reservoir
Ytre Alsåker,NO,NO,,,2008.0,4.9,,,4.9,hydro,hydro_reservoir
Ytre Matre,NO,NO,,,2006.0,3.3,,,3.3,hydro,hydro_reservoir
Ytteråa,NO,NO,,,2003.0,0.3,,,0.3,hydro,hydro_reservoir
Øgreyfoss,NO,NO,,,1969.0,15.2,,,15.2,hydro,hydro_reservoir
Øksenelvane,NO,NO,,,1953.0,28.0,,,28.0,hydro,hydro_reservoir
Økslandselv,NO,NO,,,1999.0,0.691,,,0.691,hydro,hydro_reservoir
Økstra,NO,NO,,,2009.0,0.58,,,0.58,hydro,hydro_reservoir
Øljusjøen,NO,NO,,,1975.0,50.0,,,50.0,hydro,hydro_psh
Ølmedal,NO,NO,,,2010.0,4.3,,,4.3,hydro,hydro_reservoir
Ølselva,NO,NO,,,2010.0,0.56,,,0.56,hydro,hydro_reservoir
Ørje,NO,NO,,,1942.0,1.75,,,1.75,hydro,hydro_reservoir
Ørteren,NO,NO,,,1966.0,10.0,,,10.0,hydro,hydro_reservoir
Ørtvatn,NO,NO,,,2012.0,4.27,,,4.27,hydro,hydro_reservoir
Østabø,NO,NO,,,2002.0,0.23,,,0.23,hydro,hydro_reservoir
Østerhus,NO,NO,,,2003.0,0.018,,,0.018,hydro,hydro_reservoir
Østli,NO,NO,,,2016.0,0.5,,,0.5,hydro,hydro_reservoir
Østre Neset,NO,NO,,,2014.0,1.639,,,1.639,hydro,hydro_reservoir
Øverdal,NO,NO,,,2012.0,0.5,,,0.5,hydro,hydro_reservoir
Øvre Bersåvatn,NO,NO,,,2004.0,5.5,,,5.5,hydro,hydro_reservoir
Øvre Dørålseter,NO,NO,,,1998.0,0.0,,,0.0,hydro,hydro_reservoir
Øvre Fiskumfoss,NO,NO,,,1976.0,7.6,,,7.6,hydro,hydro_reservoir
Øvre Forsland,NO,NO,,,2015.0,8.58,,,8.58,hydro,hydro_reservoir
Øvre Kivfallet,NO,NO,,,2009.0,0.82,,,0.82,hydro,hydro_reservoir
Øvre Leirfoss,NO,NO,,,1901.0,3.1,,,3.1,hydro,hydro_reservoir
Øvre Markevatn,NO,NO,,,1938.0,5.0,,,5.0,hydro,hydro_reservoir
Øvre Mollisjok,NO,NO,,,1990.0,0.015,,,0.015,hydro,hydro_reservoir
Øvre Porsa,NO,NO,,,1962.0,2.6,,,2.6,hydro,hydro_reservoir
Øvre Røssåga,NO,NO,,,1961.0,175.0,,,175.0,hydro,hydro_reservoir
Øvre Svultingen,NO,NO,,,1941.0,6.45,,,6.45,hydro,hydro_reservoir
Øvre Tessa,NO,NO,,,1956.0,16.0,,,16.0,hydro,hydro_reservoir
Øvre Vinstra,NO,NO,,,1959.0,140.0,,,140.0,hydro,hydro_reservoir
Øvre Åvella,NO,NO,,,1984.0,0.43,,,0.43,hydro,hydro_reservoir
Øvstedal,NO,NO,,,2012.0,1.235,,,1.235,hydro,hydro_reservoir
Øyadalen,NO,NO,,,2008.0,2.0,,,2.0,hydro,hydro_reservoir
Øyberget,NO,NO,,,2005.0,99.5,,,99.5,hydro,hydro_reservoir
Øynan,NO,NO,,,2010.0,1.95,,,1.95,hydro,hydro_reservoir
Øyrabekken,NO,NO,,,2007.0,2.0,,,2.0,hydro,hydro_reservoir
Øystad Mikrokraftverk,NO,NO,,,2004.0,0.08,,,0.08,hydro,hydro_reservoir
Åbjøra,NO,NO,,,1951.0,95.0,,,95.0,hydro,hydro_reservoir
Ågjølet,NO,NO,,,2002.0,1.341,,,1.341,hydro,hydro_reservoir
Ågskar,NO,NO,,,2011.0,2.4,,,2.4,hydro,hydro_reservoir
Åkraelva,NO,NO,,,2013.0,5.31,,,5.31,hydro,hydro_reservoir
Åkvisla,NO,NO,,,2016.0,3.6,,,3.6,hydro,hydro_reservoir
Ål,NO,NO,,,1914.0,3.2,,,3.2,hydro,hydro_reservoir
Ålgård,NO,NO,,,1912.0,0.25,,,0.25,hydro,hydro_reservoir
Ålmo,NO,NO,,,2006.0,0.99,,,0.99,hydro,hydro_reservoir
Åmdal,NO,NO,,,1953.0,21.0,,,21.0,hydro,hydro_reservoir
Åmela,NO,NO,,,1977.0,32.0,,,32.0,hydro,hydro_reservoir
Åmli-Gjøv,NO,NO,,,1983.0,18.4,,,18.4,hydro,hydro_reservoir
Åmli-Nidelv,NO,NO,,,1983.0,5.8,,,5.8,hydro,hydro_reservoir
Åmot,NO,NO,,,1986.0,1.8,,,1.8,hydro,hydro_reservoir
Åmot,NO,NO,,,2012.0,2.2,,,2.2,hydro,hydro_reservoir
Åna-Sira,NO,NO,,,1971.0,150.0,,,150.0,hydro,hydro_reservoir
Årdal Nedre,NO,NO,,,2009.0,2.8,,,2.8,hydro,hydro_reservoir
Årdal Øvre,NO,NO,,,2008.0,3.5,,,3.5,hydro,hydro_reservoir
Årlifoss,NO,NO,,,1915.0,22.2,,,22.2,hydro,hydro_reservoir
Årteigelva,NO,NO,,,2001.0,0.1303,,,0.1303,hydro,hydro_reservoir
Årvik,NO,NO,,,2008.0,5.25,,,5.25,hydro,hydro_reservoir
Årøy,NO,NO,,,1983.0,90.0,,,90.0,hydro,hydro_reservoir
Årøy I,NO,NO,,,1943.0,4.0,,,4.0,hydro,hydro_reservoir
Åsa,NO,NO,,,1912.0,1.44,,,1.44,hydro,hydro_reservoir
Åsebotn,NO,NO,,,1994.0,15.0,,,15.0,hydro,hydro_reservoir
Åsedøla,NO,NO,,,2001.0,1.49,,,1.49,hydro,hydro_reservoir
Åselva,NO,NO,,,2011.0,3.5,,,3.5,hydro,hydro_reservoir
Åsgårdselva,NO,NO,,,2007.0,0.227,,,0.227,hydro,hydro_reservoir
Åskåra 1,NO,NO,,,1970.0,85.0,,,85.0,hydro,hydro_reservoir
Åskåra 2,NO,NO,,,1973.0,42.0,,,42.0,hydro,hydro_reservoir
Åsmulfoss,NO,NO,,,1971.0,12.0,,,12.0,hydro,hydro_reservoir
Åvedal,NO,NO,,,2004.0,0.25,,,0.25,hydro,hydro_reservoir
Åvella,NO,NO,,,1924.0,4.1,,,4.1,hydro,hydro_reservoir
Bio-El Fredrikstad,NO,NO,,,2008.0,5.5,,,5.5,waste,steam_turbine
Bjølvefossen,NO,NO,,,1978.0,11.5,,,11.5,unknown,unknown
Bærheim/Forus,NO,NO,,,2012.0,3.0,,,3.0,waste,waste_unknown
Bø,NO,NO,gas,CCGT,2001.0,0.8,0.55,,0.8,gas,ccgt
Fana,NO,NO,,,1999.0,27.0,,,27.0,waste,waste_unknown
Finnfjord,NO,NO,,,2012.0,39.3,,,39.3,unknown,unknown
Forus,NO,NO,,,2012.0,5.0,,,5.0,waste,waste_unknown
FREVAR,NO,NO,,,1984.0,1.1,,,1.1,waste,waste_unknown
Grautneset,NO,NO,,,2009.0,4.8,,,4.8,waste,waste_unknown
Klemetsrud,NO,NO,,,1985.0,26.9,,,26.9,waste,waste_unknown
Knivåsen,NO,NO,,,2006.0,,,,,unknown,unknown
Kollsnes Kogenereringsanlegg,NO,NO,gas,CCGT,2003.0,10.4,0.55,,10.4,gas,ccgt
Kogen Sund,NO,NO,gas,CCGT,2003.0,0.15,0.55,,0.15,gas,ccgt
Kårstø terminalen,NO,NO,gas,CCGT,1985.0,35.0,0.52,,35.0,gas,ccgt
Melkøya,NO,NO,gas,CCGT,2007.0,248.0,0.58,,248.0,gas,ccgt
Mongstad,NO,NO,gas,CCGT,2010.0,179.0,0.58,,179.0,gas,ccgt
"Norske Skog, Skogn",NO,NO,,,2012.0,11.5,,,11.5,unknown,unknown
Nyhamna reservekraftverk,NO,NO,gas,CCGT,2008.0,150.0,0.58,,150.0,gas,ccgt
Returkraft/Langemyr,NO,NO,,,2010.0,14.3,,,14.3,waste,waste_unknown
Senja Avfall,NO,NO,,,2007.0,0.3,,,0.3,waste,waste_unknown
Sløvåg kogen,NO,NO,,,2007.0,1.0,,,1.0,unknown,unknown
Thamshavn verk,NO,NO,,,1981.0,24.8,,,24.8,unknown,unknown
Tjeldbergodden,NO,NO,,,1998.0,22.0,,,22.0,unknown,unknown
Tjeldbergodden reservekraftverk,NO,NO,gas,CCGT,2008.0,150.0,0.58,,150.0,gas,ccgt
Trehørningen energisentral,NO,NO,,,2011.0,6.6,,,6.6,waste,waste_unknown
Øye varmekraftverk/Kleven,NO,NO,,,1981.0,14.0,,,14.0,unknown,unknown
Åby (Örebro) G3,SE,SE,gas,CCGT,,106.0,0.55,,106.0,gas,ccgt
Aros (Västerås) G3,SE,SE,oil,Oil,,243.0,0.36,,243.0,oil,steam_turbine
Aros (Västerås) G4,SE,SE,,,,192.0,,,192.0,unknown,steam_turbine
Bastusel G1,SE,SE,,,,100.0,,,100.0,hydro,hydro_reservoir
Forsmark G11+G12,SE,SE,,,,984.0,,,984.0,nuclear,steam_turbine
Forsmark G21+G22,SE,SE,,,,1120.0,,,1120.0,nuclear,steam_turbine
Forsmark G3,SE,SE,,,,1187.0,,,1187.0,nuclear,steam_turbine
Fyris (Uppsala) G1,SE,SE,gas,CCGT,,120.0,0.55,,120.0,gas,ccgt
Gallejaur G1,SE,SE,,,,113.0,,,113.0,hydro,hydro_reservoir
Gallejaur G2,SE,SE,,,,101.0,,,101.0,hydro,hydro_reservoir
Harsprånget G1,SE,SE,,,,120.0,,,120.0,hydro,hydro_reservoir
Harsprånget G3,SE,SE,,,,120.0,,,120.0,hydro,hydro_reservoir
Harsprånget G4,SE,SE,,,,175.0,,,175.0,hydro,hydro_reservoir
Harsprånget G5,SE,SE,,,,440.0,,,440.0,hydro,hydro_reservoir
Karlshamn G1,SE,SE,oil,Oil,,334.0,0.36,,334.0,oil,steam_turbine
Karlshamn G2,SE,SE,oil,Oil,,334.0,0.36,,334.0,oil,steam_turbine
Karlshamn G3,SE,SE,oil,Oil,,328.0,0.36,,328.0,oil,steam_turbine
Letsi G1,SE,SE,,,,145.0,,,145.0,hydro,hydro_reservoir
Letsi G2,SE,SE,,,,145.0,,,145.0,hydro,hydro_reservoir
Letsi G3,SE,SE,,,,145.0,,,145.0,hydro,hydro_reservoir
Ligga G3,SE,SE,,,,175.0,,,175.0,hydro,hydro_reservoir
Messaure G1 ,SE,SE,,,,150.0,,,150.0,hydro,hydro_reservoir
