name,country,zone,fuel,tech,commissioned,capacity_mw,eta,lon,lat
Storelva,NO,NO,,,1999.0,0.4,,,
Storelva,NO,NO,,,2019.0,8.0,,,
Storelvi,NO,NO,,,2017.0,4.04,,,
Storelvvatnet,NO,NO,,,2015.0,5.0,,,
Storfallet,NO,NO,,,1990.0,2.7,,,
Storli,NO,NO,,,2009.0,0.62,,,
Storlivatn,NO,NO,,,1968.0,48.0,,,
Storrøvatnet,NO,NO,,,2002.0,0.648,,,
Storvatnet,NO,NO,,,2015.0,2.0,,,
Storå,NO,NO,,,2011.0,1.9,,,
Storåselva,NO,NO,,,2018.0,25.5,,,
Storåvatn 1,NO,NO,,,2019.0,8.0,,,
Strand I,NO,NO,,,2008.0,0.004,,,
Strandeelva,NO,NO,,,2005.0,0.37,,,
Strandfossen,NO,NO,,,1979.0,25.0,,,
Strandfossen Minikraftverk,NO,NO,,,1981.0,0.13,,,
Strandjordselva,NO,NO,,,2005.0,0.75,,,
Strandos,NO,NO,,,2012.0,1.93,,,
Straumane,NO,NO,,,2005.0,1.45,,,
Straume,NO,NO,,,2017.0,5.0,,,
Straumsmo,NO,NO,,,1966.0,130.0,,,
Straumstøyl,NO,NO,,,2006.0,0.4,,,
Strielv,NO,NO,,,1984.0,1.7,,,
Strindmoelva,NO,NO,,,1997.0,0.018,,,
Strupen,NO,NO,,,1999.0,0.48,,,
Strupen,NO,NO,,,2017.0,1.92,,,
Strømsfoss,NO,NO,,,1994.0,0.5,,,
Stråpa,NO,NO,,,2007.0,4.4,,,
Stublielva,NO,NO,,,2014.0,3.0,,,
Stuttgongfossen,NO,NO,,,2007.0,1.2,,,
Stuvane,NO,NO,,,1988.0,38.0,,,
Styggtjønna,NO,NO,,,2003.0,0.045,,,
Stølsdal,NO,NO,,,1986.0,17.0,,,
Stølsdal,NO,NO,,,1985.0,6.0,,,
Stølsdalselva,NO,NO,,,2009.0,7.5,,,
Stølskraft,NO,NO,,,2003.0,1.34,,,
Stølslia,NO,NO,,,2007.0,1.5,,,
Suldal I,NO,NO,,,1965.0,180.0,,,
Suldal II,NO,NO,,,1967.0,150.0,,,
Sundal,NO,NO,,,2006.0,4.2,,,
Sundfossen,NO,NO,,,1998.0,2.2,,,
Sundli,NO,NO,,,2015.0,1.35,,,
Sundsbarm,NO,NO,,,1970.0,111.0,,,
Sundsfjord,NO,NO,,,1961.0,96.0,,,
Suvdal (Buvasselva),NO,NO,,,2004.0,1.35,,,
Suvdal (Kleppsvatn),NO,NO,,,2004.0,1.5,,,
Svabo,NO,NO,,,1996.0,3.2,,,
Svandalsflona,NO,NO,,,1977.0,20.0,,,
Svanedal,NO,NO,,,2003.0,0.4,,,
Svanedal i Gjesdal,NO,NO,,,1996.0,0.45,,,
Svardøla,NO,NO,,,2018.0,9.2,,,
Svartdalen,NO,NO,,,2006.0,7.5,,,
Svartelva,NO,NO,,,1959.0,15.5,,,
Svartevatn,NO,NO,,,2008.0,0.759,,,
Svartisen,NO,NO,,,1993.0,600.0,,,
Svartkulp,NO,NO,,,2001.0,3.9,,,
Svarttjern,NO,NO,,,2008.0,0.135,,,
Svartvasselva,NO,NO,,,2006.0,0.898,,,
Svartvatn,NO,NO,,,2012.0,1.79,,,
Svatsum 1,NO,NO,,,1915.0,0.9,,,
Svatsum 2,NO,NO,,,2009.0,1.7,,,
Svean,NO,NO,,,1940.0,27.0,,,
Svelgen I,NO,NO,,,1921.0,9.1,,,
Svelgen II,NO,NO,,,1958.0,29.0,,,
Svelgen III,NO,NO,,,1963.0,22.0,,,
Svelgen IV,NO,NO,,,1973.0,50.0,,,
Svelgfoss,NO,NO,,,1958.0,92.0,,,
Sviland,NO,NO,,,1908.0,2.0,,,
Svorka,NO,NO,,,1963.0,22.0,,,
Svorkmo,NO,NO,,,1983.0,55.0,,,
Sværa,NO,NO,,,2003.0,0.019,,,
Sværen,NO,NO,,,2010.0,3.2,,,
Sya,NO,NO,,,2009.0,1.2,,,
Sylsjø,NO,NO,,,2008.0,3.3,,,
Syrifossen,NO,NO,,,2010.0,2.84,,,
Sy-Sima,NO,NO,,,1981.0,620.0,,,
Syversætre Foss,NO,NO,,,2012.0,2.5,,,
Sæterstad,NO,NO,,,2004.0,0.035,,,
Sæteråa,NO,NO,,,1998.0,0.032,,,
Sætra,NO,NO,,,1948.0,0.7,,,
Sævareid,NO,NO,,,2006.0,0.8,,,
Søa,NO,NO,,,1967.0,37.0,,,
Søberg,NO,NO,,,2011.0,5.2,,,
Søfferud,NO,NO,,,1914.0,0.02,,,
Søkkunda,NO,NO,,,2017.0,9.0,,,
Sølbergfallet,NO,NO,,,1900.0,0.3,,,
Sølia,NO,NO,,,2016.0,1.96,,,
Sølna,NO,NO,,,2016.0,5.35,,,
Sønnå H,NO,NO,,,2008.0,212.4,,,
Sønnå L,NO,NO,,,2008.0,62.5,,,
Sønsteby,NO,NO,,,2010.0,0.1,,,
Sørbrandal,NO,NO,,,1951.0,9.5,,,
Sørdalen,NO,NO,,,2009.0,0.55,,,
Sørdalselva,NO,NO,,,2008.0,1.15,,,
Sørdalselva,NO,NO,,,2017.0,2.7,,,
Sørfjord I,NO,NO,,,1983.0,75.0,,,
Sørfjord II,NO,NO,,,1983.0,4.0,,,
Sørfjordkraft,NO,NO,,,1988.0,0.7,,,
Sør-Forså,NO,NO,,,1985.0,1.1,,,
Sørmeland,NO,NO,,,2003.0,0.0075,,,
Søråi (Momrak),NO,NO,,,2000.0,0.035,,,
Søråni,NO,NO,,,2019.0,7.7,,,
Søtvik,NO,NO,,,2005.0,0.09,,,
Såheim,NO,NO,,,1915.0,189.0,,,
Tafjord 1,NO,NO,,,1923.0,25.0,,,
Tafjord 2,NO,NO,,,1952.0,29.5,,,
Tafjord 3,NO,NO,,,1958.0,22.0,,,
Tafjord 4,NO,NO,,,1968.0,110.0,,,
Tafjord 5,NO,NO,,,1982.0,82.7,,,
Tafjord 6,NO,NO,,,1994.0,1.8,,,
Tafjord 7 (Fagerbotnvatn),NO,NO,,,2006.0,1.1,,,
Tafjord 7 (Fetvatn),NO,NO,,,2006.0,2.15,,,
Tafjord 8,NO,NO,,,2013.0,2.8,,,
Takle,NO,NO,,,2000.0,0.99,,,
Tapstad,NO,NO,,,2005.0,0.09,,,
Taraldsvik,NO,NO,,,1986.0,1.5,,,
Teitafossen,NO,NO,,,2009.0,0.89,,,
Teksdal,NO,NO,,,1943.0,2.5,,,
Tendeland,NO,NO,,,1995.0,0.022,,,
Tenneelva,NO,NO,,,2018.0,3.4,,,
Tennesvatn,NO,NO,,,1937.0,1.5,,,
Tesgjolo,NO,NO,,,2018.0,0.99,,,
Tesra,NO,NO,,,2011.0,0.22,,,
Tevla,NO,NO,,,1994.0,49.6,,,
Thue,NO,NO,,,2011.0,0.075,,,
Timbra,NO,NO,,,2018.0,2.9,,,
Tinfos I,NO,NO,,,1955.0,41.0,,,
Tinfos II,NO,NO,,,1912.0,3.5,,,
Tinnkraft,NO,NO,,,2008.0,2.9,,,
Tisjøen,NO,NO,,,2009.0,0.075,,,
Tisleifjord,NO,NO,,,2014.0,1.65,,,
Tistedalsfoss,NO,NO,,,1955.0,20.0,,,
Tjodan,NO,NO,,,1984.0,110.0,,,
Tjodanpollen,NO,NO,,,1985.0,3.5,,,
Tjønna,NO,NO,,,1995.0,0.2,,,
Tjønnefoss,NO,NO,,,1966.0,6.0,,,
Tjørhom,NO,NO,,,1973.0,120.0,,,
Tjørn I,NO,NO,,,2011.0,0.155,,,
Tjørn II,NO,NO,,,2011.0,0.045,,,
Tjøstheim,NO,NO,,,2005.0,4.16,,,
Tjøtaelva,NO,NO,,,2011.0,2.3,,,
Todøla,NO,NO,,,2019.0,3.2,,,
Tokke,NO,NO,,,1961.0,430.0,,,
Toklev,NO,NO,,,1921.0,4.8,,,
Tonstad,NO,NO,,,1968.0,960.0,,,
Tore Holmen,NO,NO,,,1998.0,0.004,,,
Torjul,NO,NO,,,1995.0,0.036,,,
Torpa,NO,NO,,,1989.0,150.0,,,
Torsnes,NO,NO,,,2013.0,9.1,,,
Torvikelva,NO,NO,,,2012.0,1.237,,,
Tosdalen,NO,NO,,,2017.0,19.3,,,
Tossevikelva,NO,NO,,,2014.0,2.6,,,
Tou,NO,NO,,,1987.0,1.1,,,
Toverud,NO,NO,,,1915.0,6.0,,,
Trandal,NO,NO,,,2005.0,8.0,,,
Traudalen,NO,NO,,,2018.0,0.99,,,
Tredal,NO,NO,,,2007.0,0.8,,,
Trengereid,NO,NO,,,1996.0,3.5,,,
Trodla-Tysdal,NO,NO,,,1990.0,0.015,,,
Trollelva,NO,NO,,,2006.0,1.25,,,
Trollfjord I,NO,NO,,,1952.0,3.2,,,
Trollfjord II,NO,NO,,,1956.0,1.3999,,,
Trollheim,NO,NO,,,1968.0,126.6,,,
Trollkraft,NO,NO,,,2001.0,0.18,,,
Tronstad,NO,NO,,,2012.0,1.26,,,
Trontveitåna,NO,NO,,,2019.0,1.24,,,
Tryland,NO,NO,,,1921.0,5.4,,,
Trysilfossen,NO,NO,,,1980.0,3.2,,,
Trælandsfos,NO,NO,,,1917.0,10.0,,,
Tua,NO,NO,,,2010.0,1.8,,,
Tuddal,NO,NO,,,2011.0,1.599,,,
Tunnsjø,NO,NO,,,1963.0,30.4,,,
Tunnsjødal,NO,NO,,,1963.0,176.0,,,
Tunnsjøfoss,NO,NO,,,1986.0,8.5,,,
Tussa,NO,NO,,,1961.0,64.0,,,
Tveit,NO,NO,,,1982.0,0.95,,,
Tveit,NO,NO,,,1997.0,0.36,,,
Tveitafoss,NO,NO,,,1946.0,1.7,,,
Tveitaskar,NO,NO,,,2009.0,4.2,,,
Tveitelva,NO,NO,,,2011.0,3.3,,,
Tveitelvfallet,NO,NO,,,1997.0,0.1,,,
Tveiten,NO,NO,,,2004.0,0.037,,,
Tveitereidfoss,NO,NO,,,1955.0,2.6,,,
Tveiteåno,NO,NO,,,2005.0,1.45,,,
Tverrelva,NO,NO,,,1985.0,0.3,,,
Tverrelva,NO,NO,,,2017.0,4.98,,,
Tverrgjuvlo,NO,NO,,,2016.0,5.7,,,
Tverrvatn,NO,NO,,,1969.0,1.2,,,
Tverråa,NO,NO,,,2015.0,0.93,,,
Tverråa,NO,NO,,,2018.0,4.7,,,
Tverråga,NO,NO,,,2014.0,2.9,,,
Tverråna,NO,NO,,,2016.0,3.26,,,
Tverråni,NO,NO,,,2016.0,3.0,,,
Tverå,NO,NO,,,2004.0,0.956,,,
Tya,NO,NO,,,1964.0,32.0,,,
Tyin,NO,NO,,,2004.0,374.0,,,
Tynna,NO,NO,,,1913.0,0.07,,,
Tyria I,NO,NO,,,1949.0,3.3,,,
Tyria II,NO,NO,,,1958.0,2.2,,,
Tysseelva,NO,NO,,,2017.0,5.55,,,
Tyssefossen,NO,NO,,,1941.0,2.8,,,
Tyssehøl,NO,NO,,,2001.0,0.5,,,
Tysseland,NO,NO,,,2002.0,4.8,,,
Tysso II,NO,NO,,,1967.0,224.0,,,
Tyttebærelva,NO,NO,,,2014.0,1.46,,,
Tømmerdal,NO,NO,,,2002.0,0.99,,,
Tørnes,NO,NO,,,1930.0,0.055,,,
Tørrbekken,NO,NO,,,2010.0,0.7,,,
Tøsse,NO,NO,,,1981.0,3.5,,,
Ufysja,NO,NO,,,2005.0,1.5,,,
Ugedal,NO,NO,,,2006.0,0.6,,,
Uleberg,NO,NO,,,2006.0,9.4,,,
Ulefoss,NO,NO,,,1931.0,2.1,,,
Ulefoss,NO,NO,,,1963.0,6.4,,,
Ullestad,NO,NO,,,2016.0,5.42,,,
Ulset,NO,NO,,,1985.0,35.0,,,
Ulsteindal,NO,NO,,,1917.0,1.3,,,
Ulvik I,NO,NO,,,1921.0,1.3999,,,
Ulvik II,NO,NO,,,1974.0,20.0,,,
Ulvilla,NO,NO,,,1989.0,1.1,,,
Ulvund,NO,NO,,,1939.0,19.5,,,
Undfossen,NO,NO,,,1995.0,0.84,,,
Unhjemskraft,NO,NO,,,2004.0,0.9,,,
Unkervatn,NO,NO,,,2008.0,0.21,,,
Urdsdalselva,NO,NO,,,2012.0,2.8,,,
Urke,NO,NO,,,2008.0,8.0,,,
Urlandåga,NO,NO,,,2005.0,1.6,,,
Usma,NO,NO,,,2010.0,5.49,,,
Usma,NO,NO,,,2013.0,9.98,,,
Usta,NO,NO,,,1965.0,184.0,,,
Ustekveikja,NO,NO,,,1983.0,36.5,,,
Uthusbekken,NO,NO,,,2000.0,0.009,,,
Utigardselva,NO,NO,,,2005.0,0.1,,,
Utistubekken,NO,NO,,,1995.0,0.025,,,
Utne,NO,NO,,,2008.0,0.4,,,
Uvdal,NO,NO,,,1993.0,0.037,,,
Uvdal I,NO,NO,,,1967.0,90.0,,,
Uvdal II,NO,NO,,,1967.0,40.0,,,
Vaage,NO,NO,,,2007.0,0.49,,,
Vada,NO,NO,,,2003.0,0.35,,,
Vafos,NO,NO,,,1954.0,4.89,,,
Vaka,NO,NO,,,2014.0,1.1,,,
Vaksvik,NO,NO,,,2019.0,7.74,,,
Valen,NO,NO,,,1939.0,3.8,,,
Valgermo Giskemo,NO,NO,,,2010.0,0.98,,,
Valken,NO,NO,,,2015.0,9.2,,,
Vallestadfossen,NO,NO,,,2006.0,0.92,,,
Valsøyfjord,NO,NO,,,1942.0,4.277,,,
Valvatn,NO,NO,,,2010.0,1.0,,,
Valåe,NO,NO,,,2014.0,1.93,,,
Vamma,NO,NO,,,1915.0,344.0,,,
Vangjolo,NO,NO,,,2018.0,9.5,,,
Vangpollen,NO,NO,,,1942.0,3.5,,,
Vanndøla,NO,NO,,,2008.0,3.8,,,
Vannebo,NO,NO,,,1914.0,0.785,,,
Vanvik,NO,NO,,,2003.0,0.27,,,
Varalden,NO,NO,,,1985.0,0.6,,,
Vartdal,NO,NO,,,1934.0,0.46,,,
Vassdalselva,NO,NO,,,2008.0,0.32,,,
Vassenden,NO,NO,,,2019.0,8.56,,,
Vassfossen,NO,NO,,,2008.0,5.5,,,
Vassli,NO,NO,,,1973.0,10.0,,,
Vasstaket,NO,NO,,,2000.0,0.65,,,
Vasstøl,NO,NO,,,2012.0,4.85,,,
Vassvikelva,NO,NO,,,2015.0,2.77,,,
Vatn 1012,NO,NO,,,2004.0,0.56,,,
Vatn 462,NO,NO,,,1996.0,0.3,,,
Vatne,NO,NO,,,1987.0,3.0,,,
Vedeld,NO,NO,,,2003.0,3.9,,,
Veiteberg,NO,NO,,,2001.0,2.07,,,
Veiåni,NO,NO,,,2008.0,0.75,,,
Veka,NO,NO,,,2009.0,3.0,,,
Vemork,NO,NO,,,1971.0,204.0,,,
Vemundsbotn,NO,NO,,,1976.0,45.0,,,
Vengåa,NO,NO,,,2018.0,4.55,,,
Venna,NO,NO,,,2013.0,2.8,,,
Verja,NO,NO,,,2004.0,0.24,,,
Verket,NO,NO,,,1951.0,0.425,,,
Verksfossen,NO,NO,,,1980.0,0.4,,,
Veslefallet,NO,NO,,,2010.0,4.9,,,
Vesleåni,NO,NO,,,2009.0,1.65,,,
Vessingfoss,NO,NO,,,1971.0,40.0,,,
Vestbakken,NO,NO,,,1983.0,1.2,,,
Vestfossen,NO,NO,,,1984.0,2.8,,,
Vestre Neset,NO,NO,,,2014.0,1.464,,,
Vestrebotn,NO,NO,,,1999.0,2.8,,,
Viddal,NO,NO,,,2012.0,5.49,,,
Viervatn,NO,NO,,,1987.0,1.2,,,
Vigelandsfoss,NO,NO,,,1973.0,26.0,,,
Vigga,NO,NO,,,2009.0,0.04,,,
Vik,NO,NO,,,1952.0,1.2,,,
Vik,NO,NO,,,2011.0,1.52,,,
Vika,NO,NO,,,2007.0,1.1,,,
Vika,NO,NO,,,2008.0,0.099,,,
Vikaelva,NO,NO,,,2008.0,4.14,,,
Vikaelva,NO,NO,,,2013.0,5.4,,,
Vikaåne,NO,NO,,,2011.0,1.25,,,
Vikdalskraft,NO,NO,,,2001.0,1.1,,,
Viken,NO,NO,,,2008.0,0.227,,,
Vikeså,NO,NO,,,2003.0,4.4,,,
Vindedal,NO,NO,,,2005.0,5.4,,,
Vinjadalen,NO,NO,,,1933.0,0.075,,,
Vinje,NO,NO,,,1964.0,300.0,,,
Vinkelfallet,NO,NO,,,1983.0,7.1,,,
Virak,NO,NO,,,2005.0,1.4,,,
Virakelva,NO,NO,,,2009.0,5.0,,,
Vistvik,NO,NO,,,1995.0,0.2,,,
Vittingfoss,NO,NO,,,1919.0,33.5,,,
Viulfoss,NO,NO,,,1958.0,12.5,,,
Voldsetelva,NO,NO,,,2013.0,4.942,,,
Vollabekken,NO,NO,,,2012.0,1.0,,,
Vollakvernfallet,NO,NO,,,2000.0,0.15,,,
Vollselva,NO,NO,,,2004.0,0.006,,,
Vorma,NO,NO,,,1939.0,1.59,,,
Vossedalselvi,NO,NO,,,2017.0,7.1,,,
Vrangfoss,NO,NO,,,1962.0,36.0,,,
Vrenga,NO,NO,,,1960.0,10.5,,,
Vuttudal,NO,NO,,,2005.0,0.09,,,
Væla,NO,NO,,,2015.0,0.9,,,
Vågaåna,NO,NO,,,2012.0,3.3,,,
Våge,NO,NO,,,2003.0,0.099,,,
Vågen,NO,NO,,,2007.0,4.9,,,
Vågen,NO,NO,,,2008.0,0.39,,,
Ylja,NO,NO,,,1973.0,65.0,,,
Ytre Alsåker,NO,NO,,,2008.0,4.9,,,
Ytre Matre,NO,NO,,,2006.0,3.3,,,
Ytteråa,NO,NO,,,2003.0,0.3,,,
Øgreyfoss,NO,NO,,,1969.0,15.2,,,
Øksenelvane,NO,NO,,,1953.0,28.0,,,
Økslandselv,NO,NO,,,1999.0,0.691,,,
Økstra,NO,NO,,,2009.0,0.58,,,
Øljusjøen,NO,NO,,,1975.0,50.0,,,
Ølmedal,NO,NO,,,2010.0,4.3,,,
Ølselva,NO,NO,,,2010.0,0.56,,,
Ørje,NO,NO,,,1942.0,1.75,,,
Ørteren,NO,NO,,,1966.0,10.0,,,
Ørtvatn,NO,NO,,,2012.0,4.27,,,
Østabø,NO,NO,,,2002.0,0.23,,,
Østerhus,NO,NO,,,2003.0,0.018,,,
Østli,NO,NO,,,2016.0,0.5,,,
Østre Neset,NO,NO,,,2014.0,1.639,,,
Øverdal,NO,NO,,,2012.0,0.5,,,
Øvre Bersåvatn,NO,NO,,,2004.0,5.5,,,
Øvre Dørålseter,NO,NO,,,1998.0,0.0,,,
Øvre Fiskumfoss,NO,NO,,,1976.0,7.6,,,
Øvre Forsland,NO,NO,,,2015.0,8.58,,,
Øvre Kivfallet,NO,NO,,,2009.0,0.82,,,
Øvre Leirfoss,NO,NO,,,1901.0,3.1,,,
Øvre Markevatn,NO,NO,,,1938.0,5.0,,,
Øvre Mollisjok,NO,NO,,,1990.0,0.015,,,
Øvre Porsa,NO,NO,,,1962.0,2.6,,,
Øvre Røssåga,NO,NO,,,1961.0,175.0,,,
Øvre Svultingen,NO,NO,,,1941.0,6.45,,,
Øvre Tessa,NO,NO,,,1956.0,16.0,,,
Øvre Vinstra,NO,NO,,,1959.0,140.0,,,
Øvre Åvella,NO,NO,,,1984.0,0.43,,,
Øvstedal,NO,NO,,,2012.0,1.235,,,
Øyadalen,NO,NO,,,2008.0,2.0,,,
Øyberget,NO,NO,,,2005.0,99.5,,,
Øynan,NO,NO,,,2010.0,1.95,,,
Øyrabekken,NO,NO,,,2007.0,2.0,,,
Øystad Mikrokraftverk,NO,NO,,,2004.0,0.08,,,
Åbjøra,NO,NO,,,1951.0,95.0,,,
Ågjølet,NO,NO,,,2002.0,1.341,,,
Ågskar,NO,NO,,,2011.0,2.4,,,
Åkraelva,NO,NO,,,2013.0,5.31,,,
Åkvisla,NO,NO,,,2016.0,3.6,,,
Ål,NO,NO,,,1914.0,3.2,,,
Ålgård,NO,NO,,,1912.0,0.25,,,
Ålmo,NO,NO,,,2006.0,0.99,,,
Åmdal,NO,NO,,,1953.0,21.0,,,
Åmela,NO,NO,,,1977.0,32.0,,,
Åmli-Gjøv,NO,NO,,,1983.0,18.4,,,
Åmli-Nidelv,NO,NO,,,1983.0,5.8,,,
Åmot,NO,NO,,,1986.0,1.8,,,
Åmot,NO,NO,,,2012.0,2.2,,,
Åna-Sira,NO,NO,,,1971.0,150.0,,,
Årdal Nedre,NO,NO,,,2009.0,2.8,,,
Årdal Øvre,NO,NO,,,2008.0,3.5,,,
Årlifoss,NO,NO,,,1915.0,22.2,,,
Årteigelva,NO,NO,,,2001.0,0.1303,,,
Årvik,NO,NO,,,2008.0,5.25,,,
Årøy,NO,NO,,,1983.0,90.0,,,
Årøy I,NO,NO,,,1943.0,4.0,,,
Åsa,NO,NO,,,1912.0,1.44,,,
Åsebotn,NO,NO,,,1994.0,15.0,,,
Åsedøla,NO,NO,,,2001.0,1.49,,,
Åselva,NO,NO,,,2011.0,3.5,,,
Åsgårdselva,NO,NO,,,2007.0,0.227,,,
Åskåra 1,NO,NO,,,1970.0,85.0,,,
Åskåra 2,NO,NO,,,1973.0,42.0,,,
Åsmulfoss,NO,NO,,,1971.0,12.0,,,
Åvedal,NO,NO,,,2004.0,0.25,,,
Åvella,NO,NO,,,1924.0,4.1,,,
Bio-El Fredrikstad,NO,NO,,,2008.0,5.5,,,
Bjølvefossen,NO,NO,,,1978.0,11.5,,,
Bærheim/Forus,NO,NO,,,2012.0,3.0,,,
Bø,NO,NO,gas,CCGT,2001.0,0.8,0.55,,
Fana,NO,NO,,,1999.0,27.0,,,
Finnfjord,NO,NO,,,2012.0,39.3,,,
Forus,NO,NO,,,2012.0,5.0,,,
FREVAR,NO,NO,,,1984.0,1.1,,,
Grautneset,NO,NO,,,2009.0,4.8,,,
Klemetsrud,NO,NO,,,1985.0,26.9,,,
Knivåsen,NO,NO,,,2006.0,,,,
Kollsnes Kogenereringsanlegg,NO,NO,gas,CCGT,2003.0,10.4,0.55,,
Kogen Sund,NO,NO,gas,CCGT,2003.0,0.15,0.55,,
Kårstø terminalen,NO,NO,gas,CCGT,1985.0,35.0,0.52,,
Melkøya,NO,NO,gas,CCGT,2007.0,248.0,0.58,,
Mongstad,NO,NO,gas,CCGT,2010.0,179.0,0.58,,
"Norske Skog, Skogn",NO,NO,,,2012.0,11.5,,,
Nyhamna reservekraftverk,NO,NO,gas,CCGT,2008.0,150.0,0.58,,
Returkraft/Langemyr,NO,NO,,,2010.0,14.3,,,
Senja Avfall,NO,NO,,,2007.0,0.3,,,
Sløvåg kogen,NO,NO,,,2007.0,1.0,,,
Thamshavn verk,NO,NO,,,1981.0,24.8,,,
Tjeldbergodden,NO,NO,,,1998.0,22.0,,,
Tjeldbergodden reservekraftverk,NO,NO,gas,CCGT,2008.0,150.0,0.58,,
Trehørningen energisentral,NO,NO,,,2011.0,6.6,,,
Øye varmekraftverk/Kleven,NO,NO,,,1981.0,14.0,,,
Åby (Örebro) G3,SE,SE,gas,CCGT,,106.0,0.55,15.179402,59.266045
Aros (Västerås) G3,SE,SE,oil,Oil,,243.0,0.36,16.512506,59.587937
Aros (Västerås) G4,SE,SE,,,,192.0,,16.512506,59.587937
Bastusel G1,SE,SE,,,,100.0,,18.673154,65.403606
Forsmark G11+G12,SE,SE,,,,984.0,,18.174347,60.403993
Forsmark G21+G22,SE,SE,,,,1120.0,,18.174347,60.403993
Forsmark G3,SE,SE,,,,1187.0,,18.174347,60.403993
Fyris (Uppsala) G1,SE,SE,gas,CCGT,,120.0,0.55,17.678173,59.852308
Gallejaur G1,SE,SE,,,,113.0,,19.467367,65.127297
Gallejaur G2,SE,SE,,,,101.0,,19.467367,65.127297
Harsprånget G1,SE,SE,,,,120.0,,19.818399,66.885309
Harsprånget G3,SE,SE,,,,120.0,,19.818399,66.885309
Harsprånget G4,SE,SE,,,,175.0,,19.818399,66.885309
Harsprånget G5,SE,SE,,,,440.0,,19.818399,66.885309
Karlshamn G1,SE,SE,oil,Oil,,334.0,0.36,14.833831,56.152251
Karlshamn G2,SE,SE,oil,Oil,,334.0,0.36,14.833831,56.152251
Karlshamn G3,SE,SE,oil,Oil,,328.0,0.36,14.833831,56.152251
Letsi G1,SE,SE,,,,145.0,,20.380167,66.503203
Letsi G2,SE,SE,,,,145.0,,20.380167,66.503203
Letsi G3,SE,SE,,,,145.0,,20.380167,66.503203
Ligga G3,SE,SE,,,,175.0,,19.896293,66.80939
Messaure G1 ,SE,SE,,,,150.0,,20.345341,66.691226
Messaure G2 ,SE,SE,,,,150.0,,20.345341,66.691226
Messaure G3 ,SE,SE,,,,150.0,,20.345341,66.691226
Öresundsverket (Malmö) G1+G2,SE,SE,gas,CCGT,,448.0,0.55,13.040265,55.625626
Oskarshamn G1,SE,SE,,,,473.0,,16.673074,57.417124
Oskarshamn G2,SE,SE,,,,638.0,,16.673074,57.417124
Oskarshamn G3,SE,SE,,,,1400.0,,16.673074,57.417124
Porjus G11 ,SE,SE,,,,235.0,,19.796076,66.954281
Porjus G12 ,SE,SE,,,,220.0,,19.796076,66.954281
Porsi G3 ,SE,SE,,,,107.0,,20.653796,66.428961
Ringhals G11+G12,SE,SE,,,,865.0,,12.110433,57.258987
Ringhals G21+G22,SE,SE,,,,865.0,,12.110433,57.258987
Ringhals G31+G32,SE,SE,,,,1062.0,,12.110433,57.258987
Ringhals G41+G42,SE,SE,,,,938.0,,12.110433,57.258987
Ritsem G1 ,SE,SE,,,,320.0,,17.48494,67.729796
Rya kraftvärmeverk (Göteborg),SE,SE,gas,CCGT,,260.0,0.55,11.890257,57.692831
Seitevare G1 ,SE,SE,,,,225.0,,18.573706,66.976846
Stalon G1,SE,SE,,,,130.0,,15.827496,64.945753
Stenungsund G3,SE,SE,oil,Oil,,260.0,0.36,11.844533,58.086598
Stenungsund G4,SE,SE,oil,Oil,,260.0,0.36,11.844533,58.086598
Stornorrfors G1,SE,SE,,,,135.0,,20.051344,63.85198
Stornorrfors G2,SE,SE,,,,135.0,,20.051344,63.85198
Stornorrfors G3,SE,SE,,,,135.0,,20.051344,63.85198
Stornorrfors G4,SE,SE,,,,170.0,,20.051344,63.85198
Trängslet G1,SE,SE,,,,100.0,,13.731379,61.381645
Trängslet G2,SE,SE,,,,100.0,,13.731379,61.381645
Trängslet G3,SE,SE,,,,130.0,,13.731379,61.381645
Värtan (Stockholm) G1,SE,SE,,,,190.0,,18.103412,59.352713
Värtan (Stockholm) G6,SE,SE,hardcoal,Hardcoal,,130.0,0.4,18.103412,59.352713
Vietas G1 ,SE,SE,,,,165.0,,18.353512,67.493432
Vietas G2 ,SE,SE,,,,165.0,,18.353512,67.493432
Abwinden-Asten,AT,AT,,,1979.0,168.0,,,
Altenmarkt,AT,AT,,,1960.0,26.0,,,
Altenwörth,AT,AT,,,1976.0,328.0,,,
Annabrücke,AT,AT,,,1981.0,90.0,,,
Arnstein,AT,AT,,,1925.0,30.0,,,
Aschach,AT,AT,,,1964.0,287.0,,,
Bischofshofen,AT,AT,,,1986.0,16.0,,,
Bodendorf-Mur,AT,AT,,,1982.0,7.0,,,
Bodendorf-Paal,AT,AT,,,1982.0,27.0,,,
Bösdornau,AT,AT,,,1940.0,25.0,,,
Dionysen,AT,AT,,,1949.0,16.0,,,
Edling,AT,AT,,,1962.0,87.0,,,
Egglfing-Obernberg,AT,AT,,,1950.0,84.0,,,
Erzbach,AT,AT,,,1986.0,1.0,,,
Feistritz-Ludmannsdorf,AT,AT,,,1968.0,88.0,,,
Ferlach-Maria Rain,AT,AT,,,1975.0,75.0,,,
Fisching,AT,AT,,,1994.0,22.0,,,
Freudenau,AT,AT,,,1998.0,172.0,,,
Friesach,AT,AT,,,1998.0,12.0,,,
Gabersdorf,AT,AT,,,1974.0,15.0,,,
Garsten-St.Ulrich,AT,AT,,,1967.0,38.0,,,
Gemeinschaftskraftwerk Inn,AT,AT,,,2020.0,89.0,,,
