timestamp_brussels,timestamp_cec,timestamp_utc,ActualTotalLoad_MW
2024-01-01 00:00:00+01:00,2024-01-01 00:00:00+01:00,2023-12-31 23:00:00+00:00,41015.0
2024-01-01 00:15:00+01:00,2024-01-01 00:15:00+01:00,2023-12-31 23:15:00+00:00,40718.0
2024-01-01 00:30:00+01:00,2024-01-01 00:30:00+01:00,2023-12-31 23:30:00+00:00,40583.0
2024-01-01 00:45:00+01:00,2024-01-01 00:45:00+01:00,2023-12-31 23:45:00+00:00,40023.0
2024-01-01 01:00:00+01:00,2024-01-01 01:00:00+01:00,2024-01-01 00:00:00+00:00,39745.0
2024-01-01 01:15:00+01:00,2024-01-01 01:15:00+01:00,2024-01-01 00:15:00+00:00,39396.0
2024-01-01 01:30:00+01:00,2024-01-01 01:30:00+01:00,2024-01-01 00:30:00+00:00,39017.0
2024-01-01 01:45:00+01:00,2024-01-01 01:45:00+01:00,2024-01-01 00:45:00+00:00,38727.0
2024-01-01 02:00:00+01:00,2024-01-01 02:00:00+01:00,2024-01-01 01:00:00+00:00,38801.0
2024-01-01 02:15:00+01:00,2024-01-01 02:15:00+01:00,2024-01-01 01:15:00+00:00,38428.0
2024-01-01 02:30:00+01:00,2024-01-01 02:30:00+01:00,2024-01-01 01:30:00+00:00,38051.0
2024-01-01 02:45:00+01:00,2024-01-01 02:45:00+01:00,2024-01-01 01:45:00+00:00,37674.0
2024-01-01 03:00:00+01:00,2024-01-01 03:00:00+01:00,2024-01-01 02:00:00+00:00,37695.0
2024-01-01 03:15:00+01:00,2024-01-01 03:15:00+01:00,2024-01-01 02:15:00+00:00,37501.0
2024-01-01 03:30:00+01:00,2024-01-01 03:30:00+01:00,2024-01-01 02:30:00+00:00,37425.0
2024-01-01 03:45:00+01:00,2024-01-01 03:45:00+01:00,2024-01-01 02:45:00+00:00,37413.0
2024-01-01 04:00:00+01:00,2024-01-01 04:00:00+01:00,2024-01-01 03:00:00+00:00,37365.0
2024-01-01 04:15:00+01:00,2024-01-01 04:15:00+01:00,2024-01-01 03:15:00+00:00,37001.0
2024-01-01 04:30:00+01:00,2024-01-01 04:30:00+01:00,2024-01-01 03:30:00+00:00,36994.0
2024-01-01 04:45:00+01:00,2024-01-01 04:45:00+01:00,2024-01-01 03:45:00+00:00,37179.0
2024-01-01 05:00:00+01:00,2024-01-01 05:00:00+01:00,2024-01-01 04:00:00+00:00,37751.0
2024-01-01 05:15:00+01:00,2024-01-01 05:15:00+01:00,2024-01-01 04:15:00+00:00,37533.0
2024-01-01 05:30:00+01:00,2024-01-01 05:30:00+01:00,2024-01-01 04:30:00+00:00,37388.0
2024-01-01 05:45:00+01:00,2024-01-01 05:45:00+01:00,2024-01-01 04:45:00+00:00,37077.0
2024-01-01 06:00:00+01:00,2024-01-01 06:00:00+01:00,2024-01-01 05:00:00+00:00,36983.0
2024-01-01 06:15:00+01:00,2024-01-01 06:15:00+01:00,2024-01-01 05:15:00+00:00,37171.0
2024-01-01 06:30:00+01:00,2024-01-01 06:30:00+01:00,2024-01-01 05:30:00+00:00,37099.0
2024-01-01 06:45:00+01:00,2024-01-01 06:45:00+01:00,2024-01-01 05:45:00+00:00,37216.0
2024-01-01 07:00:00+01:00,2024-01-01 07:00:00+01:00,2024-01-01 06:00:00+00:00,37399.0
2024-01-01 07:15:00+01:00,2024-01-01 07:15:00+01:00,2024-01-01 06:15:00+00:00,37693.0
2024-01-01 07:30:00+01:00,2024-01-01 07:30:00+01:00,2024-01-01 06:30:00+00:00,37881.0
2024-01-01 07:45:00+01:00,2024-01-01 07:45:00+01:00,2024-01-01 06:45:00+00:00,37917.0
2024-01-01 08:00:00+01:00,2024-01-01 08:00:00+01:00,2024-01-01 07:00:00+00:00,38098.0
2024-01-01 08:15:00+01:00,2024-01-01 08:15:00+01:00,2024-01-01 07:15:00+00:00,38158.0
2024-01-01 08:30:00+01:00,2024-01-01 08:30:00+01:00,2024-01-01 07:30:00+00:00,38569.0
2024-01-01 08:45:00+01:00,2024-01-01 08:45:00+01:00,2024-01-01 07:45:00+00:00,38738.0
2024-01-01 09:00:00+01:00,2024-01-01 09:00:00+01:00,2024-01-01 08:00:00+00:00,39682.0
2024-01-01 09:15:00+01:00,2024-01-01 09:15:00+01:00,2024-01-01 08:15:00+00:00,40132.0
2024-01-01 09:30:00+01:00,2024-01-01 09:30:00+01:00,2024-01-01 08:30:00+00:00,40600.0
2024-01-01 09:45:00+01:00,2024-01-01 09:45:00+01:00,2024-01-01 08:45:00+00:00,41047.0
2024-01-01 10:00:00+01:00,2024-01-01 10:00:00+01:00,2024-01-01 09:00:00+00:00,41743.0
2024-01-01 10:15:00+01:00,2024-01-01 10:15:00+01:00,2024-01-01 09:15:00+00:00,42408.0
2024-01-01 10:30:00+01:00,2024-01-01 10:30:00+01:00,2024-01-01 09:30:00+00:00,43039.0
2024-01-01 10:45:00+01:00,2024-01-01 10:45:00+01:00,2024-01-01 09:45:00+00:00,43768.0
2024-01-01 11:00:00+01:00,2024-01-01 11:00:00+01:00,2024-01-01 10:00:00+00:00,44489.0
2024-01-01 11:15:00+01:00,2024-01-01 11:15:00+01:00,2024-01-01 10:15:00+00:00,45023.0
2024-01-01 11:30:00+01:00,2024-01-01 11:30:00+01:00,2024-01-01 10:30:00+00:00,45677.0
