[OK] Run parameters written: out\baseline_2024_final_fb\run_parameters.json and out\baseline_2024_final_fb\run_parameters.txt
[OK] Input metadata written: out\baseline_2024_final_fb\analysis\run_metadata.json
[INFO] Flow mode aktiv: scheduled
[INFO] Loading JAO FlowBased data: input\fb\fb_core_DE_2024.csv
[OK] JAO FB data loaded: 1413 records, 862 boundary hours (61.0%)
[DEBUG] Starting _filtered_corr_and_offenders...
[VALIDATION] Filtered corr (Preis vs. SRMC) = 0.1978
[VALIDATION] Details: analysis/_corr_offenders.csv und analysis/_corr_offenders_summary.txt
[DEBUG] Enhanced Validation Section erreicht!
[DEBUG] Starting run_full_enhanced_validation...
[HASH] run_parameters.json: d90b0315
=== ENHANCED MULTI-STAGE VALIDATION ===
[STAGE 1] Daten & Zeitachsen...
[STAGE 1] âœ… PASS
[STAGE 2] Preis-SRMC Korrelation...
[STAGE 2] âŒ FAIL
  Raw r: 0.1949
  Filtered r: 0.1978
  Parameters: threshold/3.0/0.01
[STAGE 3] 2030-Transformation...
[STAGE 3] âœ… PASS (Placeholder)
[STAGE 4] DR-Optimierungsmodell...
[STAGE 4] âœ… PASS (Placeholder)

[OVERALL] ðŸš« NICHT BASELINE-TAUGLICH
[REPORT] Detailreport: out\baseline_2024_final_fb\analysis\_enhanced_validation_report.json
[ENHANCED] ðŸš« NICHT BASELINE-TAUGLICH
[INFO] MEF dispatch analysis completed successfully.
[INFO] Results saved to: out\baseline_2024_final_fb
