name,mef_mean,mef_median,mef_le_5_share,mustrun_mean_mw,import_share
Clean,609.0894362299645,728.2608563541693,0.1240036438168982,4971.682267706672,0.797768162149852
Problematic,605.8391970611791,728.2608563541693,0.1229788203142792,4840.377112275108,0.797768162149852
