"name","country","zone","fuel","tech","commissioned","capacity_mw","eta","scale","scaled_capacity_mw"
"Tverråni","NO","NO","nan","","2016.0","3.0","","","3.0"
"Tverå","NO","NO","nan","","2004.0","0.956","","","0.956"
"Tya","NO","NO","nan","","1964.0","32.0","","","32.0"
"Tyin","NO","NO","nan","","2004.0","374.0","","","374.0"
"Tynna","NO","NO","nan","","1913.0","0.07","","","0.07"
"Tyria I","NO","NO","nan","","1949.0","3.3","","","3.3"
"Tyria II","NO","NO","nan","","1958.0","2.2","","","2.2"
"Tysseelva","NO","NO","nan","","2017.0","5.55","","","5.55"
"Tyssefossen","NO","NO","nan","","1941.0","2.8","","","2.8"
"Tyssehøl","NO","NO","nan","","2001.0","0.5","","","0.5"
"Tysseland","NO","NO","nan","","2002.0","4.8","","","4.8"
"Tysso II","NO","NO","nan","","1967.0","224.0","","","224.0"
"Tyttebærelva","NO","NO","nan","","2014.0","1.46","","","1.46"
"Tømmerdal","NO","NO","nan","","2002.0","0.99","","","0.99"
"Tørnes","NO","NO","nan","","1930.0","0.055","","","0.055"
"Tørrbekken","NO","NO","nan","","2010.0","0.7","","","0.7"
"Tøsse","NO","NO","nan","","1981.0","3.5","","","3.5"
"Ufysja","NO","NO","nan","","2005.0","1.5","","","1.5"
"Ugedal","NO","NO","nan","","2006.0","0.6","","","0.6"
"Uleberg","NO","NO","nan","","2006.0","9.4","","","9.4"
"Ulefoss","NO","NO","nan","","1931.0","2.1","","","2.1"
"Ulefoss","NO","NO","nan","","1963.0","6.4","","","6.4"
"Ullestad","NO","NO","nan","","2016.0","5.42","","","5.42"
"Ulset","NO","NO","nan","","1985.0","35.0","","","35.0"
"Ulsteindal","NO","NO","nan","","1917.0","1.3","","","1.3"
"Ulvik I","NO","NO","nan","","1921.0","1.3999","","","1.3999"
"Ulvik II","NO","NO","nan","","1974.0","20.0","","","20.0"
"Ulvilla","NO","NO","nan","","1989.0","1.1","","","1.1"
"Ulvund","NO","NO","nan","","1939.0","19.5","","","19.5"
"Undfossen","NO","NO","nan","","1995.0","0.84","","","0.84"
"Unhjemskraft","NO","NO","nan","","2004.0","0.9","","","0.9"
"Unkervatn","NO","NO","nan","","2008.0","0.21","","","0.21"
"Urdsdalselva","NO","NO","nan","","2012.0","2.8","","","2.8"
"Urke","NO","NO","nan","","2008.0","8.0","","","8.0"
"Urlandåga","NO","NO","nan","","2005.0","1.6","","","1.6"
"Usma","NO","NO","nan","","2010.0","5.49","","","5.49"
"Usma","NO","NO","nan","","2013.0","9.98","","","9.98"
"Usta","NO","NO","nan","","1965.0","184.0","","","184.0"
"Ustekveikja","NO","NO","nan","","1983.0","36.5","","","36.5"
"Uthusbekken","NO","NO","nan","","2000.0","0.009","","","0.009"
"Utigardselva","NO","NO","nan","","2005.0","0.1","","","0.1"
"Utistubekken","NO","NO","nan","","1995.0","0.025","","","0.025"
"Utne","NO","NO","nan","","2008.0","0.4","","","0.4"
"Uvdal","NO","NO","nan","","1993.0","0.037","","","0.037"
"Uvdal I","NO","NO","nan","","1967.0","90.0","","","90.0"
"Uvdal II","NO","NO","nan","","1967.0","40.0","","","40.0"
"Vaage","NO","NO","nan","","2007.0","0.49","","","0.49"
"Vada","NO","NO","nan","","2003.0","0.35","","","0.35"
"Vafos","NO","NO","nan","","1954.0","4.89","","","4.89"
"Vaka","NO","NO","nan","","2014.0","1.1","","","1.1"
"Vaksvik","NO","NO","nan","","2019.0","7.74","","","7.74"
"Valen","NO","NO","nan","","1939.0","3.8","","","3.8"
"Valgermo Giskemo","NO","NO","nan","","2010.0","0.98","","","0.98"
"Valken","NO","NO","nan","","2015.0","9.2","","","9.2"
"Vallestadfossen","NO","NO","nan","","2006.0","0.92","","","0.92"
"Valsøyfjord","NO","NO","nan","","1942.0","4.277","","","4.277"
"Valvatn","NO","NO","nan","","2010.0","1.0","","","1.0"
"Valåe","NO","NO","nan","","2014.0","1.93","","","1.93"
"Vamma","NO","NO","nan","","1915.0","344.0","","","344.0"
"Vangjolo","NO","NO","nan","","2018.0","9.5","","","9.5"
"Vangpollen","NO","NO","nan","","1942.0","3.5","","","3.5"
"Vanndøla","NO","NO","nan","","2008.0","3.8","","","3.8"
"Vannebo","NO","NO","nan","","1914.0","0.785","","","0.785"
"Vanvik","NO","NO","nan","","2003.0","0.27","","","0.27"
"Varalden","NO","NO","nan","","1985.0","0.6","","","0.6"
"Vartdal","NO","NO","nan","","1934.0","0.46","","","0.46"
"Vassdalselva","NO","NO","nan","","2008.0","0.32","","","0.32"
"Vassenden","NO","NO","nan","","2019.0","8.56","","","8.56"
"Vassfossen","NO","NO","nan","","2008.0","5.5","","","5.5"
"Vassli","NO","NO","nan","","1973.0","10.0","","","10.0"
"Vasstaket","NO","NO","nan","","2000.0","0.65","","","0.65"
"Vasstøl","NO","NO","nan","","2012.0","4.85","","","4.85"
"Vassvikelva","NO","NO","nan","","2015.0","2.77","","","2.77"
"Vatn 1012","NO","NO","nan","","2004.0","0.56","","","0.56"
"Vatn 462","NO","NO","nan","","1996.0","0.3","","","0.3"
"Vatne","NO","NO","nan","","1987.0","3.0","","","3.0"
"Vedeld","NO","NO","nan","","2003.0","3.9","","","3.9"
"Veiteberg","NO","NO","nan","","2001.0","2.07","","","2.07"
"Veiåni","NO","NO","nan","","2008.0","0.75","","","0.75"
"Veka","NO","NO","nan","","2009.0","3.0","","","3.0"
"Vemork","NO","NO","nan","","1971.0","204.0","","","204.0"
"Vemundsbotn","NO","NO","nan","","1976.0","45.0","","","45.0"
"Vengåa","NO","NO","nan","","2018.0","4.55","","","4.55"
"Venna","NO","NO","nan","","2013.0","2.8","","","2.8"
"Verja","NO","NO","nan","","2004.0","0.24","","","0.24"
"Verket","NO","NO","nan","","1951.0","0.425","","","0.425"
"Verksfossen","NO","NO","nan","","1980.0","0.4","","","0.4"
"Veslefallet","NO","NO","nan","","2010.0","4.9","","","4.9"
"Vesleåni","NO","NO","nan","","2009.0","1.65","","","1.65"
"Vessingfoss","NO","NO","nan","","1971.0","40.0","","","40.0"
"Vestbakken","NO","NO","nan","","1983.0","1.2","","","1.2"
"Vestfossen","NO","NO","nan","","1984.0","2.8","","","2.8"
"Vestre Neset","NO","NO","nan","","2014.0","1.464","","","1.464"
"Vestrebotn","NO","NO","nan","","1999.0","2.8","","","2.8"
"Viddal","NO","NO","nan","","2012.0","5.49","","","5.49"
"Viervatn","NO","NO","nan","","1987.0","1.2","","","1.2"
"Vigelandsfoss","NO","NO","nan","","1973.0","26.0","","","26.0"
"Vigga","NO","NO","nan","","2009.0","0.04","","","0.04"
"Vik","NO","NO","nan","","1952.0","1.2","","","1.2"
"Vik","NO","NO","nan","","2011.0","1.52","","","1.52"
"Vika","NO","NO","nan","","2007.0","1.1","","","1.1"
"Vika","NO","NO","nan","","2008.0","0.099","","","0.099"
"Vikaelva","NO","NO","nan","","2008.0","4.14","","","4.14"
"Vikaelva","NO","NO","nan","","2013.0","5.4","","","5.4"
"Vikaåne","NO","NO","nan","","2011.0","1.25","","","1.25"
"Vikdalskraft","NO","NO","nan","","2001.0","1.1","","","1.1"
"Viken","NO","NO","nan","","2008.0","0.227","","","0.227"
"Vikeså","NO","NO","nan","","2003.0","4.4","","","4.4"
"Vindedal","NO","NO","nan","","2005.0","5.4","","","5.4"
"Vinjadalen","NO","NO","nan","","1933.0","0.075","","","0.075"
"Vinje","NO","NO","nan","","1964.0","300.0","","","300.0"
"Vinkelfallet","NO","NO","nan","","1983.0","7.1","","","7.1"
"Virak","NO","NO","nan","","2005.0","1.4","","","1.4"
"Virakelva","NO","NO","nan","","2009.0","5.0","","","5.0"
"Vistvik","NO","NO","nan","","1995.0","0.2","","","0.2"
"Vittingfoss","NO","NO","nan","","1919.0","33.5","","","33.5"
"Viulfoss","NO","NO","nan","","1958.0","12.5","","","12.5"
"Voldsetelva","NO","NO","nan","","2013.0","4.942","","","4.942"
"Vollabekken","NO","NO","nan","","2012.0","1.0","","","1.0"
"Vollakvernfallet","NO","NO","nan","","2000.0","0.15","","","0.15"
"Vollselva","NO","NO","nan","","2004.0","0.006","","","0.006"
"Vorma","NO","NO","nan","","1939.0","1.59","","","1.59"
"Vossedalselvi","NO","NO","nan","","2017.0","7.1","","","7.1"
"Vrangfoss","NO","NO","nan","","1962.0","36.0","","","36.0"
"Vrenga","NO","NO","nan","","1960.0","10.5","","","10.5"
"Vuttudal","NO","NO","nan","","2005.0","0.09","","","0.09"
"Væla","NO","NO","nan","","2015.0","0.9","","","0.9"
"Vågaåna","NO","NO","nan","","2012.0","3.3","","","3.3"
"Våge","NO","NO","nan","","2003.0","0.099","","","0.099"
"Vågen","NO","NO","nan","","2007.0","4.9","","","4.9"
"Vågen","NO","NO","nan","","2008.0","0.39","","","0.39"
"Ylja","NO","NO","nan","","1973.0","65.0","","","65.0"
"Ytre Alsåker","NO","NO","nan","","2008.0","4.9","","","4.9"
"Ytre Matre","NO","NO","nan","","2006.0","3.3","","","3.3"
"Ytteråa","NO","NO","nan","","2003.0","0.3","","","0.3"
"Øgreyfoss","NO","NO","nan","","1969.0","15.2","","","15.2"
"Øksenelvane","NO","NO","nan","","1953.0","28.0","","","28.0"
"Økslandselv","NO","NO","nan","","1999.0","0.691","","","0.691"
"Økstra","NO","NO","nan","","2009.0","0.58","","","0.58"
"Øljusjøen","NO","NO","nan","","1975.0","50.0","","","50.0"
"Ølmedal","NO","NO","nan","","2010.0","4.3","","","4.3"
"Ølselva","NO","NO","nan","","2010.0","0.56","","","0.56"
"Ørje","NO","NO","nan","","1942.0","1.75","","","1.75"
"Ørteren","NO","NO","nan","","1966.0","10.0","","","10.0"
"Ørtvatn","NO","NO","nan","","2012.0","4.27","","","4.27"
"Østabø","NO","NO","nan","","2002.0","0.23","","","0.23"
"Østerhus","NO","NO","nan","","2003.0","0.018","","","0.018"
"Østli","NO","NO","nan","","2016.0","0.5","","","0.5"
"Østre Neset","NO","NO","nan","","2014.0","1.639","","","1.639"
"Øverdal","NO","NO","nan","","2012.0","0.5","","","0.5"
"Øvre Bersåvatn","NO","NO","nan","","2004.0","5.5","","","5.5"
"Øvre Dørålseter","NO","NO","nan","","1998.0","0.0","","","0.0"
"Øvre Fiskumfoss","NO","NO","nan","","1976.0","7.6","","","7.6"
"Øvre Forsland","NO","NO","nan","","2015.0","8.58","","","8.58"
"Øvre Kivfallet","NO","NO","nan","","2009.0","0.82","","","0.82"
"Øvre Leirfoss","NO","NO","nan","","1901.0","3.1","","","3.1"
"Øvre Markevatn","NO","NO","nan","","1938.0","5.0","","","5.0"
"Øvre Mollisjok","NO","NO","nan","","1990.0","0.015","","","0.015"
"Øvre Porsa","NO","NO","nan","","1962.0","2.6","","","2.6"
"Øvre Røssåga","NO","NO","nan","","1961.0","175.0","","","175.0"
"Øvre Svultingen","NO","NO","nan","","1941.0","6.45","","","6.45"
"Øvre Tessa","NO","NO","nan","","1956.0","16.0","","","16.0"
"Øvre Vinstra","NO","NO","nan","","1959.0","140.0","","","140.0"
"Øvre Åvella","NO","NO","nan","","1984.0","0.43","","","0.43"
"Øvstedal","NO","NO","nan","","2012.0","1.235","","","1.235"
"Øyadalen","NO","NO","nan","","2008.0","2.0","","","2.0"
"Øyberget","NO","NO","nan","","2005.0","99.5","","","99.5"
"Øynan","NO","NO","nan","","2010.0","1.95","","","1.95"
"Øyrabekken","NO","NO","nan","","2007.0","2.0","","","2.0"
"Øystad Mikrokraftverk","NO","NO","nan","","2004.0","0.08","","","0.08"
"Åbjøra","NO","NO","nan","","1951.0","95.0","","","95.0"
"Ågjølet","NO","NO","nan","","2002.0","1.341","","","1.341"
"Ågskar","NO","NO","nan","","2011.0","2.4","","","2.4"
"Åkraelva","NO","NO","nan","","2013.0","5.31","","","5.31"
"Åkvisla","NO","NO","nan","","2016.0","3.6","","","3.6"
"Ål","NO","NO","nan","","1914.0","3.2","","","3.2"
"Ålgård","NO","NO","nan","","1912.0","0.25","","","0.25"
"Ålmo","NO","NO","nan","","2006.0","0.99","","","0.99"
"Åmdal","NO","NO","nan","","1953.0","21.0","","","21.0"
"Åmela","NO","NO","nan","","1977.0","32.0","","","32.0"
"Åmli-Gjøv","NO","NO","nan","","1983.0","18.4","","","18.4"
"Åmli-Nidelv","NO","NO","nan","","1983.0","5.8","","","5.8"
"Åmot","NO","NO","nan","","1986.0","1.8","","","1.8"
"Åmot","NO","NO","nan","","2012.0","2.2","","","2.2"
"Åna-Sira","NO","NO","nan","","1971.0","150.0","","","150.0"
"Årdal Nedre","NO","NO","nan","","2009.0","2.8","","","2.8"
"Årdal Øvre","NO","NO","nan","","2008.0","3.5","","","3.5"
"Årlifoss","NO","NO","nan","","1915.0","22.2","","","22.2"
"Årteigelva","NO","NO","nan","","2001.0","0.1303","","","0.1303"
"Årvik","NO","NO","nan","","2008.0","5.25","","","5.25"
"Årøy","NO","NO","nan","","1983.0","90.0","","","90.0"
"Årøy I","NO","NO","nan","","1943.0","4.0","","","4.0"
"Åsa","NO","NO","nan","","1912.0","1.44","","","1.44"
"Åsebotn","NO","NO","nan","","1994.0","15.0","","","15.0"
"Åsedøla","NO","NO","nan","","2001.0","1.49","","","1.49"
"Åselva","NO","NO","nan","","2011.0","3.5","","","3.5"
"Åsgårdselva","NO","NO","nan","","2007.0","0.227","","","0.227"
"Åskåra 1","NO","NO","nan","","1970.0","85.0","","","85.0"
"Åskåra 2","NO","NO","nan","","1973.0","42.0","","","42.0"
"Åsmulfoss","NO","NO","nan","","1971.0","12.0","","","12.0"
"Åvedal","NO","NO","nan","","2004.0","0.25","","","0.25"
"Åvella","NO","NO","nan","","1924.0","4.1","","","4.1"
"Bio-El Fredrikstad","NO","NO","nan","","2008.0","5.5","","","5.5"
"Bjølvefossen","NO","NO","nan","","1978.0","11.5","","","11.5"
"Bærheim/Forus","NO","NO","nan","","2012.0","3.0","","","3.0"
"Bø","NO","NO","gas","CCGT","2001.0","0.8","0.55","","0.8"
"Fana","NO","NO","nan","","1999.0","27.0","","","27.0"
"Finnfjord","NO","NO","nan","","2012.0","39.3","","","39.3"
"Forus","NO","NO","nan","","2012.0","5.0","","","5.0"
"FREVAR","NO","NO","nan","","1984.0","1.1","","","1.1"
"Grautneset","NO","NO","nan","","2009.0","4.8","","","4.8"
"Klemetsrud","NO","NO","nan","","1985.0","26.9","","","26.9"
"Knivåsen","NO","NO","nan","","2006.0","","","",""
"Kollsnes Kogenereringsanlegg","NO","NO","gas","CCGT","2003.0","10.4","0.55","","10.4"
"Kogen Sund","NO","NO","gas","CCGT","2003.0","0.15","0.55","","0.15"
"Kårstø terminalen","NO","NO","gas","CCGT","1985.0","35.0","0.52","","35.0"
"Melkøya","NO","NO","gas","CCGT","2007.0","248.0","0.58","","248.0"
"Mongstad","NO","NO","gas","CCGT","2010.0","179.0","0.58","","179.0"
"Norske Skog, Skogn","NO","NO","nan","","2012.0","11.5","","","11.5"
"Nyhamna reservekraftverk","NO","NO","gas","CCGT","2008.0","150.0","0.58","","150.0"
"Returkraft/Langemyr","NO","NO","nan","","2010.0","14.3","","","14.3"
"Senja Avfall","NO","NO","nan","","2007.0","0.3","","","0.3"
"Sløvåg kogen","NO","NO","nan","","2007.0","1.0","","","1.0"
"Thamshavn verk","NO","NO","nan","","1981.0","24.8","","","24.8"
"Tjeldbergodden","NO","NO","nan","","1998.0","22.0","","","22.0"
"Tjeldbergodden reservekraftverk","NO","NO","gas","CCGT","2008.0","150.0","0.58","","150.0"
"Trehørningen energisentral","NO","NO","nan","","2011.0","6.6","","","6.6"
"Øye varmekraftverk/Kleven","NO","NO","nan","","1981.0","14.0","","","14.0"
"Åby (Örebro) G3","SE","SE","gas","CCGT","","106.0","0.55","","106.0"
"Aros (Västerås) G3","SE","SE","oil","Oil","","243.0","0.36","","243.0"
"Aros (Västerås) G4","SE","SE","nan","","","192.0","","","192.0"
"Bastusel G1","SE","SE","nan","","","100.0","","","100.0"
"Forsmark G11+G12","SE","SE","nan","","","984.0","","","984.0"
"Forsmark G21+G22","SE","SE","nan","","","1120.0","","","1120.0"
"Forsmark G3","SE","SE","nan","","","1187.0","","","1187.0"
"Fyris (Uppsala) G1","SE","SE","gas","CCGT","","120.0","0.55","","120.0"
"Gallejaur G1","SE","SE","nan","","","113.0","","","113.0"
"Gallejaur G2","SE","SE","nan","","","101.0","","","101.0"
"Harsprånget G1","SE","SE","nan","","","120.0","","","120.0"
"Harsprånget G3","SE","SE","nan","","","120.0","","","120.0"
"Harsprånget G4","SE","SE","nan","","","175.0","","","175.0"
"Harsprånget G5","SE","SE","nan","","","440.0","","","440.0"
"Karlshamn G1","SE","SE","oil","Oil","","334.0","0.36","","334.0"
"Karlshamn G2","SE","SE","oil","Oil","","334.0","0.36","","334.0"
"Karlshamn G3","SE","SE","oil","Oil","","328.0","0.36","","328.0"
"Letsi G1","SE","SE","nan","","","145.0","","","145.0"
"Letsi G2","SE","SE","nan","","","145.0","","","145.0"
"Letsi G3","SE","SE","nan","","","145.0","","","145.0"
"Ligga G3","SE","SE","nan","","","175.0","","","175.0"
"Messaure G1 ","SE","SE","nan","","","150.0","","","150.0"
"Messaure G2 ","SE","SE","nan","","","150.0","","","150.0"
"Messaure G3 ","SE","SE","nan","","","150.0","","","150.0"
"Öresundsverket (Malmö) G1+G2","SE","SE","gas","CCGT","","448.0","0.55","","448.0"
"Oskarshamn G1","SE","SE","nan","","","473.0","","","473.0"
"Oskarshamn G2","SE","SE","nan","","","638.0","","","638.0"
"Oskarshamn G3","SE","SE","nan","","","1400.0","","","1400.0"
"Porjus G11 ","SE","SE","nan","","","235.0","","","235.0"
"Porjus G12 ","SE","SE","nan","","","220.0","","","220.0"
"Porsi G3 ","SE","SE","nan","","","107.0","","","107.0"
"Ringhals G11+G12","SE","SE","nan","","","865.0","","","865.0"
"Ringhals G21+G22","SE","SE","nan","","","865.0","","","865.0"
"Ringhals G31+G32","SE","SE","nan","","","1062.0","","","1062.0"
"Ringhals G41+G42","SE","SE","nan","","","938.0","","","938.0"
"Ritsem G1 ","SE","SE","nan","","","320.0","","","320.0"
"Rya kraftvärmeverk (Göteborg)","SE","SE","gas","CCGT","","260.0","0.55","","260.0"
"Seitevare G1 ","SE","SE","nan","","","225.0","","","225.0"
"Stalon G1","SE","SE","nan","","","130.0","","","130.0"
"Stenungsund G3","SE","SE","oil","Oil","","260.0","0.36","","260.0"
"Stenungsund G4","SE","SE","oil","Oil","","260.0","0.36","","260.0"
"Stornorrfors G1","SE","SE","nan","","","135.0","","","135.0"
"Stornorrfors G2","SE","SE","nan","","","135.0","","","135.0"
"Stornorrfors G3","SE","SE","nan","","","135.0","","","135.0"
"Stornorrfors G4","SE","SE","nan","","","170.0","","","170.0"
"Trängslet G1","SE","SE","nan","","","100.0","","","100.0"
"Trängslet G2","SE","SE","nan","","","100.0","","","100.0"
"Trängslet G3","SE","SE","nan","","","130.0","","","130.0"
"Värtan (Stockholm) G1","SE","SE","nan","","","190.0","","","190.0"
"Värtan (Stockholm) G6","SE","SE","hardcoal","Hardcoal","","130.0","0.4","","130.0"
"Vietas G1 ","SE","SE","nan","","","165.0","","","165.0"
"Vietas G2 ","SE","SE","nan","","","165.0","","","165.0"
"Abwinden-Asten","AT","AT","nan","","1979.0","168.0","","","168.0"
"Altenmarkt","AT","AT","nan","","1960.0","26.0","","","26.0"
"Altenwörth","AT","AT","nan","","1976.0","328.0","","","328.0"
"Annabrücke","AT","AT","nan","","1981.0","90.0","","","90.0"
"Arnstein","AT","AT","nan","","1925.0","30.0","","","30.0"
"Aschach","AT","AT","nan","","1964.0","287.0","","","287.0"
"Bischofshofen","AT","AT","nan","","1986.0","16.0","","","16.0"
"Bodendorf-Mur","AT","AT","nan","","1982.0","7.0","","","7.0"
"Bodendorf-Paal","AT","AT","nan","","1982.0","27.0","","","27.0"
"Bösdornau","AT","AT","nan","","1940.0","25.0","","","25.0"
"Dionysen","AT","AT","nan","","1949.0","16.0","","","16.0"
"Edling","AT","AT","nan","","1962.0","87.0","","","87.0"
"Egglfing-Obernberg","AT","AT","nan","","1950.0","84.0","","","84.0"
"Erzbach","AT","AT","nan","","1986.0","1.0","","","1.0"
"Feistritz-Ludmannsdorf","AT","AT","nan","","1968.0","88.0","","","88.0"
"Ferlach-Maria Rain","AT","AT","nan","","1975.0","75.0","","","75.0"
"Fisching","AT","AT","nan","","1994.0","22.0","","","22.0"
"Freudenau","AT","AT","nan","","1998.0","172.0","","","172.0"
"Friesach","AT","AT","nan","","1998.0","12.0","","","12.0"
"Gabersdorf","AT","AT","nan","","1974.0","15.0","","","15.0"
"Garsten-St.Ulrich","AT","AT","nan","","1967.0","38.0","","","38.0"
"Gemeinschaftskraftwerk Inn","AT","AT","nan","","2020.0","89.0","","","89.0"
"Gerlos","AT","AT","nan","","1949.0","200.0","","","200.0"
"Gralla","AT","AT","nan","","1964.0","15.0","","","15.0"
"Graz-Puntigam","AT","AT","nan","","","18.0","","","18.0"
"Greifenstein","AT","AT","nan","","1985.0","293.0","","","293.0"
"Gries","AT","AT","nan","","2019.0","9.0","","","9.0"
"Großraming","AT","AT","nan","","1950.0","72.0","","","72.0"
"Gstatterboden","AT","AT","nan","","2009.0","2.0","","","2.0"
"Gunggl","AT","AT","nan","","1992.0","4.0","","","4.0"
"Gössendorf","AT","AT","nan","","2012.0","19.0","","","19.0"
"Hieflau","AT","AT","nan","","1956.0","63.0","","","63.0"
"Hieflau-Erzbach","AT","AT","nan","","1956.0","1.0","","","1.0"
"Hirzbach","AT","AT","nan","","2012.0","1.0","","","1.0"
"Häusling","AT","AT","nan","","1988.0","360.0","","","360.0"
"Kalsdorf","AT","AT","nan","","2013.0","19.0","","","19.0"
"Kaprun Hauptstufe","AT","AT","nan","","1953.0","260.0","","","260.0"
"Kaprun-Klammsee","AT","AT","nan","","1947.0","1.0","","","1.0"
"Kellerberg","AT","AT","nan","","1985.0","25.0","","","25.0"
"Klaus","AT","AT","nan","","1975.0","20.0","","","20.0"
"Kreuzbergmaut","AT","AT","nan","","1996.0","18.0","","","18.0"
"Kreuzeck","AT","AT","nan","","1960.0","45.0","","","45.0"
"Krippau","AT","AT","nan","","1965.0","30.0","","","30.0"
"Landl","AT","AT","nan","","1967.0","25.0","","","25.0"
"Laufnitzdorf","AT","AT","nan","","1931.0","18.0","","","18.0"
"Lavamünd","AT","AT","nan","","1949.0","28.0","","","28.0"
"Leoben","AT","AT","nan","","2005.0","10.0","","","10.0"
"Losenstein","AT","AT","nan","","1962.0","39.0","","","39.0"
"Malta-Hauptstufe (Rottau)","AT","AT","nan","","1979.0","730.0","","","730.0"
"Malta-Oberstufe (Kölnbreinsperre)","AT","AT","nan","","1979.0","120.0","","","120.0"
"Malta-Unterstufe (Möllbrücke)","AT","AT","nan","","1979.0","41.0","","","41.0"
"Mandling","AT","AT","nan","","1985.0","6.0","","","6.0"
"Mayrhofen","AT","AT","nan","","1970.0","355.0","","","355.0"
"Melk","AT","AT","nan","","1982.0","187.0","","","187.0"
"Mellach Fernheizkraftwerk","AT","AT","hardcoal","Hardcoal","1986.0","246.0","0.37","0.0","0.0"
"Mellach Gaskombikraftwerk","AT","AT","hardcoal","Hardcoal","2011.0","832.0","0.43","0.0","0.0"
