timestamp,mef_g_per_kwh,marginal_side,marginal_label,marginal_fuel,marginal_eta,marginal_srmc_eur_per_mwh,price_DE,net_import_total_MW,cluster_zones,IMPORT_ambivalent_zones,residual_domestic_fossil_MW,flag_psp_price_setting,FEE_MW,ND_EXTRA_MW,RL_after_FEE_MW,RL_after_MU_WASTE_MW,RL_after_MU_NUC_MW,RL_after_MU_BIO_MW,RL_after_MU_OIL_MW,RL_after_FOSSIL_MU_MW,RL_after_PSP_MW,RL_after_RES_MW,DE_fossil_mustrun_cost_based_MW,DE_fossil_mustrun_required_MW,DE_fossil_mustrun_other_required_MW,DE_oil_mustrun_required_MW,BIO_MW,WASTE_MW,OIL_lowprice_profile_MW,OIL_MU_used_MW,residual_after_trade_MW,import_flow_target_MW,export_flow_target_MW,import_flow_observed_MW,export_flow_observed_MW,stack_import_utilized_MW,stack_export_utilized_MW,IMPORT_price_zone,LIGNITE_lowprice_profile_MW
2024-10-22 06:00:00+02:00,837.4999875202777,DE,SEE945908806647,Steinkohle,0.4000000059604645,90.53720092773438,170.12,1059.6499999999999,DK2,,27887.779053162925,False,18507.25,5041.5,35626.25,34882.0,34882.0,34882.0,34401.0,27887.779053162925,27373.779053162925,27177.779053162925,4468.150000000001,6994.220946837074,6513.220946837074,481.0,4297.25,744.25,0.0,481.0,26118.129053162924,1059.6499999999999,0.0,0.0,0.0,0.0,0.0,,0.0
2024-10-22 07:00:00+02:00,348.3535396170469,DE,SEE900628853036,Erdgas,0.5770000219345093,91.87039947509766,113.44,3122.6800000000003,CZ|DK1|DK2|NL|PL,,33730.27905316293,False,18432.0,5265.25,41461.5,40724.5,40724.5,40724.5,40243.5,33730.27905316293,32708.52905316293,32559.02905316293,4468.150000000001,6994.220946837074,6513.220946837074,481.0,4528.25,737.0,0.0,481.0,29436.34905316293,3122.6800000000003,2846.0,1533.25,2846.0,0.0,0.0,,0.0
2024-10-22 08:00:00+02:00,357.3333333333333,DE,SEE923769915258,Erdgas,0.5625,94.23861694335938,99.22,1440.4000000000003,DK2,,35070.87905316293,False,20023.5,5351.75,42513.0,41775.25,41775.25,41775.25,41294.65,35070.87905316293,31756.879053162927,31350.629053162927,4079.7000000000003,6704.370946837074,6223.770946837074,480.6,4614.0,737.75,0.0,480.6,29910.229053162926,1440.4000000000003,0.0,0.0,0.0,0.0,0.0,,0.0
2024-10-22 09:00:00+02:00,837.4999875202777,DE,SEE919393178787,Steinkohle,0.4000000059604645,90.53720092773438,87.75,1534.5500000000002,DK2,,30795.129053162927,False,24742.75,5198.25,38221.0,37499.5,37499.5,37499.5,37018.9,30795.129053162927,29315.629053162927,29028.379053162927,4079.7000000000003,6704.370946837074,6223.770946837074,480.6,4476.75,721.5,0.0,480.6,27493.829053162928,1534.5500000000002,0.0,0.0,0.0,0.0,0.0,,0.0
2024-10-22 10:00:00+02:00,336.683415471928,DE,SEE973737205324,Erdgas,0.597000002861023,88.79266357421875,77.11,3706.1899999999996,DK2,,27441.879053162927,False,29144.25,4952.25,34853.0,34146.25,34146.25,34146.25,33665.65,27441.879053162927,27078.879053162927,26883.879053162927,4079.7000000000003,6704.370946837074,6223.770946837074,480.6,4245.5,706.75,0.0,480.6,23177.68905316293,3706.1899999999996,0.0,0.0,0.0,0.0,0.0,,0.0
2024-10-22 11:00:00+02:00,775.4629428481845,DE,SEE943427876363,Steinkohle,0.4320000112056732,83.83074188232422,70.88,3358.13,AT|BE|CZ|DK2|FR|NL|PL,,24365.629053162927,False,34256.25,4782.25,31788.25,31070.0,31070.0,31070.0,30589.4,24365.629053162927,24284.129053162927,24129.379053162927,4079.7000000000003,6704.370946837074,6223.770946837074,480.6,4064.0,718.25,0.0,480.6,20771.249053162926,3358.13,948.5,3257.74,948.5,3220.58,0.0,,0.0
2024-10-22 12:00:00+02:00,729.0532953714238,DE,SEE961029163353,Steinkohle,0.4595000147819519,78.81366729736328,73.53,4757.07,DK2,,21478.129053162927,False,36760.25,4644.5,28901.5,28182.5,28182.5,28182.5,27701.9,21478.129053162927,21473.379053162927,21355.129053162927,4079.7000000000003,6704.370946837074,6223.770946837074,480.6,3925.5,719.0,0.0,480.6,16598.059053162928,4757.07,0.0,0.0,0.0,0.0,0.0,,0.0
2024-10-22 13:00:00+02:00,721.982779395496,DE,SEE988477355802,Steinkohle,0.46399998664855957,78.04931640625,87.08,5701.4400000000005,DK2,,19898.629053162927,False,36968.75,4606.0,27303.75,26603.0,26603.0,26603.0,26122.4,19898.629053162927,19846.629053162927,19788.129053162927,4079.7000000000003,6704.370946837074,6223.770946837074,480.6,3905.25,700.75,0.0,480.6,14086.689053162927,5701.4400000000005,0.0,0.0,0.0,0.0,0.0,,0.0
2024-10-22 14:00:00+02:00,721.982779395496,DE,SEE988477355802,Steinkohle,0.46399998664855957,78.04931640625,107.45,4423.25,,,19060.879053162927,False,35985.0,4662.75,26480.5,25765.25,25765.25,25765.25,25284.65,19060.879053162927,18962.629053162927,18915.629053162927,4079.7000000000003,6704.370946837074,6223.770946837074,480.6,3947.5,715.25,0.0,480.6,14492.379053162927,4423.25,3095.1000000000004,7518.35,3095.1000000000004,0.0,0.0,,0.0
2024-10-22 15:00:00+02:00,744.444464165488,DE,SEE913516809497,Steinkohle,0.44999998807907104,80.4775161743164,109.97,3067.1699999999996,,,20867.879053162927,False,32139.25,4743.0,28295.5,27572.25,27572.25,27572.25,27091.65,20867.879053162927,20734.629053162927,20646.629053162927,4079.7000000000003,6704.370946837074,6223.770946837074,480.6,4019.75,723.25,0.0,480.6,17579.45905316293,3067.1699999999996,4184.73,7251.9,4184.73,0.0,0.0,,0.0
2024-10-22 16:00:00+02:00,334.99998668829653,DE,SEE930982693153,Erdgas,0.6000000238418579,88.34870147705078,140.36,4770.5,,,28185.379053162927,False,23702.0,5025.0,35619.0,34889.75,34889.75,34889.75,34409.15,28185.379053162927,27566.879053162927,27334.629053162927,4079.7000000000003,6704.370946837074,6223.770946837074,480.6,4295.75,729.25,0.0,480.6,22564.129053162927,4770.5,3977.65,8748.15,3977.65,0.0,0.0,,0.0
2024-10-22 17:00:00+02:00,837.4999875202777,DE,SEE989328541450,Steinkohle,0.4000000059604645,90.53720092773438,157.75,7773.119999999999,DK1|DK2,,36726.62905316293,False,16018.75,5313.5,44166.0,43431.0,43431.0,43431.0,42950.4,36726.62905316293,34987.37905316293,34589.87905316293,4079.7000000000003,6704.370946837074,6223.770946837074,480.6,4578.5,735.0,0.0,480.6,26816.75905316293,7773.119999999999,0.0,0.0,0.0,0.0,0.0,,0.0
2024-10-22 18:00:00+02:00,343.5897561925408,DE,SEE922395631839,Erdgas,0.5849999785423279,90.61405181884766,114.02,7796.630000000001,DK1|DK2,,40479.87905316293,False,14683.0,5473.75,47906.75,47184.25,47184.25,47184.25,46703.65,40479.87905316293,36266.87905316293,35718.12905316293,4079.7000000000003,6704.370946837074,6223.770946837074,480.6,4751.25,722.5,0.0,480.6,27921.499053162926,7796.630000000001,0.0,0.0,0.0,0.0,0.0,,0.0
2024-10-22 19:00:00+02:00,346.55173410983804,DE,SEE984335626152,Erdgas,0.5799999833106995,91.39521026611328,99.4,5342.349999999999,,,38113.12905316293,False,17146.25,5484.75,45554.75,44817.5,44817.5,44817.5,44336.9,38113.12905316293,34214.37905316293,33788.87905316293,4079.7000000000003,6704.370946837074,6223.770946837074,480.6,4747.5,737.25,0.0,480.6,28446.52905316293,5342.349999999999,3303.2,8645.55,3303.2,0.0,0.0,,0.0
2024-10-22 20:00:00+02:00,837.4999875202777,DE,SEE989328541450,Steinkohle,0.4000000059604645,90.53720092773438,95.72,5591.6,BE|DK1|DK2|FR|NL,,33452.52905316293,False,18658.5,5275.5,41177.5,40446.75,40446.75,40446.75,39965.75,33452.52905316293,32681.27905316293,32541.52905316293,4468.150000000001,6994.220946837074,6513.220946837074,481.0,4544.75,730.75,0.0,481.0,26949.92905316293,5591.6,0.0,2995.6,0.0,2995.6,0.0,,0.0
2024-10-22 21:00:00+02:00,0.0,IMPORT,NL(Nuclear),Nuclear,,88.35,88.35,4154.7300000000005,AT|BE|CZ|DK1|DK2|FR|NL|PL,,30565.529053162925,False,18113.5,5091.25,38272.25,37559.75,37559.75,37559.75,37078.75,30565.529053162925,30112.029053162925,29911.029053162925,4468.150000000001,6994.220946837074,6513.220946837074,481.0,4378.75,712.5,0.0,481.0,25756.299053162926,4154.7300000000005,4235.15,3206.8999999999996,4235.15,4154.7300000000005,0.0,88.35,0.0
2024-10-22 22:00:00+02:00,775.4629428481845,DE,SEE943427876363,Steinkohle,0.4320000112056732,83.83074188232422,80.83,5816.3,BE|DK1,,27244.029053162925,False,17824.0,4949.75,34949.0,34238.25,34238.25,34238.25,33757.25,27244.029053162925,27057.279053162925,26872.779053162925,4468.150000000001,6994.220946837074,6513.220946837074,481.0,4239.0,710.75,0.0,481.0,21056.479053162926,5816.3,0.0,895.0,0.0,0.0,0.0,,0.0
2024-10-22 23:00:00+02:00,748.6033679089119,DE,SEE948609940009,Steinkohle,0.44749999046325684,80.92710876464844,83.23,5790.25,DK1|DK2,,25031.529053162925,False,16651.5,4844.5,32747.0,32025.75,32025.75,32025.75,31544.75,25031.529053162925,24968.029053162925,24835.029053162925,4468.150000000001,6994.220946837074,6513.220946837074,481.0,4123.25,721.25,0.0,481.0,19044.779053162925,5790.25,0.0,0.0,0.0,0.0,0.0,,0.0
2024-10-23 00:00:00+02:00,748.6033679089119,DE,SEE948609940009,Steinkohle,0.44749999046325684,80.92710876464844,82.02,4237.39,DK1|DK2,,23521.029053162925,False,15640.5,4692.0,31194.75,30515.25,30515.25,30515.25,30034.25,23521.029053162925,23488.279053162925,23427.779053162925,4468.150000000001,6994.220946837074,6513.220946837074,481.0,4012.5,679.5,0.0,481.0,19190.389053162926,4237.39,0.0,0.0,0.0,0.0,0.0,,0.0
2024-10-23 01:00:00+02:00,744.444464165488,DE,SEE913516809497,Steinkohle,0.44999998807907104,80.4775161743164,83.21,5235.749999999999,DK1|DK2,,23467.029053162925,False,14221.75,4644.5,31132.75,30461.25,30461.25,30461.25,29980.25,23467.029053162925,23464.529053162925,23391.029053162925,4468.150000000001,6994.220946837074,6513.220946837074,481.0,3973.0,671.5,0.0,481.0,18155.279053162925,5235.749999999999,0.0,0.0,0.0,0.0,0.0,,0.0
