timestamp_cec,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Solar,Wind Onshore
2020-01-01 00:00:00+01:00,880.000,7677.000,272.000,2540.000,22286.000,359.000,1780.000,448.000,157.000,1310.000,5953.000
