timestamp_cec,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore,Other
2020-01-01 00:00:00+01:00,7987.000,21067.000,0.000,31712.000,22458.000,4373.000,47.000,9422.000,3970.000,1298.000,8114.000,407.000,48206.000,1661.000,7504.000,53184.000,1558.000
