timestamp_cec,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other renewable,Solar,Waste,Wind Onshore,Other
2020-01-01 00:00:00+01:00,410.000,8150.000,380.000,1226.000,1200.000,0.000,1172.000,334.000,754.000,4040.000,410.000,2061.000,100.000,339.000,0.000
