timestamp_cec,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Run-of-river and poundage,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore
2021-01-01 00:00:00+01:00,695.000,1049.000,1943.000,211.000,7.000,117.000,878.000,211.000,1277.000,3725.000
