timestamp_cec,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Solar,Wind Onshore
2021-01-01 00:00:00+01:00,880.000,7597.000,272.000,2555.000,20925.000,359.000,1794.000,447.000,157.000,3473.000,6570.000
