timestamp_cec,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Fossil Oil shale,Fossil Peat,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Marine,Nuclear,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore,Other
2021-01-01 00:00:00+01:00,497.000,0.000,0.000,4449.000,0.000,164.000,0.000,0.000,1.000,3459.000,5941.000,2430.000,0.000,0.000,0.000,1851.000,103.000,0.000,3198.000,957.000
