timestamp_cec,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore,Other
2021-01-01 00:00:00+01:00,8400.000,20487.000,0.000,31942.000,23499.000,4184.000,44.000,9422.000,3814.000,1298.000,8114.000,420.000,53302.000,1640.000,7774.000,54499.000,1639.000
