timestamp_cec,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Fossil Oil shale,Fossil Peat,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Marine,Nuclear,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore,Other
2021-01-01 00:00:00+01:00,560.000,0.000,0.000,18500.000,4012.000,0.000,0.000,0.000,0.000,0.000,38.000,0.000,0.000,485.000,0.000,14823.000,780.000,2460.000,5214.000,1.000
