timestamp_cec,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Marine,Nuclear,Solar,Waste,Wind Offshore,Wind Onshore,Other
2021-01-01 00:00:00+01:00,1579.000,12218.000,1812.000,2746.000,5064.000,11500.000,8785.000,246.000,61370.000,10213.000,460.000,10.000,17217.000,1120.000
