timestamp_cec,Biomass,Fossil Gas,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Nuclear,Solar,Waste,Wind Offshore,Wind Onshore,Other
2021-01-01 00:00:00+01:00,672.000,7282.000,275.000,1308.000,176.000,5943.000,4788.000,362.000,2254.000,2629.000,19.000
