timestamp_cec,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other renewable,Solar,Waste,Wind Onshore,Other
2021-01-01 00:00:00+01:00,410.000,7700.000,380.000,1226.000,1200.000,0.000,1172.000,338.000,753.000,4040.000,410.000,2054.000,100.000,339.000,0.000
