timestamp_cec,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore,Other
2023-01-01 00:00:00+01:00,8467.000,17692.000,1257.000,31808.000,18559.000,4083.000,56.000,9379.000,3715.000,1334.000,4056.000,384.000,63066.000,1912.000,8129.000,57590.000,1706.000
