timestamp_cec,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Fossil Oil shale,Fossil Peat,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Marine,Nuclear,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore,Other
2023-01-01 00:00:00+01:00,482.000,0.000,0.000,4206.000,0.000,120.000,0.000,0.000,0.000,3363.000,5902.000,2771.000,0.000,0.000,0.000,3265.000,103.000,0.000,3569.000,845.000
