timestamp_cec,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Solar,Wind Onshore,Other
2023-01-01 00:00:00+01:00,664.000,7560.000,281.000,3786.000,19008.000,393.000,1591.000,323.000,469.000,10643.000,8978.000,1520.000
