timestamp_cec,Biomass,Fossil Gas,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Nuclear,Solar,Waste,Wind Offshore,Wind Onshore,Other
2023-01-01 00:00:00+01:00,730.000,6988.000,450.000,1308.000,186.000,4937.000,6475.000,384.000,2262.000,3053.000,27.000
