timestamp_cec,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Marine,Nuclear,Solar,Waste,Wind Offshore,Wind Onshore,Other
2023-01-01 00:00:00+01:00,1343.000,12893.000,1816.000,2566.000,2.000,5051.000,11695.000,8787.000,243.000,61370.000,14639.000,929.000,494.000,20842.000,1145.000
