timestamp_cec,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other renewable,Solar,Waste,Wind Onshore,Other
2023-01-01 00:00:00+01:00,410.000,7160.000,380.000,1240.000,1200.000,0.000,1172.000,340.000,772.000,4040.000,410.000,2083.000,100.000,339.000,0.000
