time,price_DE_LU,price_AT,price_BE,price_CH,price_CZ,price_DK_1,price_DK_2,price_FR,price_NL,price_NO_2,price_PL,price_SE_4
2024-01-23 11:00:00,66.065,74.9225,69.58,76.83,67.94,59.44,59.44,66.65,65.0,61.22,77.99,27.67
2024-01-23 12:00:00,63.2025,69.01,63.11,76.25,62.0,59.14,41.58,61.91,64.13,60.91,76.82,26.58
2024-01-23 13:00:00,61.9,70.99333333333334,61.31,76.83,63.54,59.43,26.76,61.03,63.36,61.33,75.75,26.76
2024-01-23 14:00:00,68.065,70.4025,66.08,75.92,73.0,61.9,42.91,65.61,70.02,63.62,76.08,26.73
2024-01-23 15:00:00,65.9975,74.5,72.97,77.07,84.0,62.76,62.76,71.96,74.3,64.64,76.35,29.0
2024-01-23 16:00:00,74.3825,79.6425,71.52,77.99,86.33,66.29,66.29,66.62,77.19,66.29,91.89,64.95
2024-01-23 17:00:00,81.4025,86.9025,81.2,80.63,78.49,68.46,68.46,81.21,81.81,68.46,96.18,68.46
2024-01-23 18:00:00,80.58,88.28000000000002,85.19,80.22,77.04,66.78,66.78,85.89,84.89,66.78,89.12,66.78
2024-01-23 19:00:00,71.4275,79.005,76.01,77.52,92.22,63.34,63.34,77.18,75.35,63.34,90.62,63.34
2024-01-23 20:00:00,68.4375,76.0775,65.02,77.02,96.0,60.46,60.46,66.64,65.0,60.46,84.13,60.46
2024-01-23 21:00:00,55.2675,66.86749999999999,59.18,75.22,87.0,53.74,52.45,59.66,63.2,58.04,76.61,52.45
2024-01-23 22:00:00,45.41,58.093333333333334,49.44,75.23,67.75,45.36,40.82,49.92,53.4,52.92,77.21,40.82
2024-01-23 23:00:00,37.5325,47.72,35.17,70.01,62.57,33.26,33.26,36.49,35.0,43.99,68.07,33.26
2024-01-24 00:00:00,10.8425,40.3,7.03,75.62,68.56,3.05,28.61,10.74,4.85,38.23,59.14,28.61
2024-01-24 01:00:00,4.2125,31.7,4.49,72.06,62.01,-0.03,25.17,8.35,2.12,25.17,55.28,25.17
2024-01-24 02:00:00,1.9224999999999999,31.285,2.58,69.39,60.5,0.0,20.64,6.69,0.0,20.64,51.29,20.64
2024-01-24 03:00:00,1.3575,28.4,-1.54,70.08,59.7,-0.01,18.82,2.27,-3.89,18.82,48.92,18.82
2024-01-24 04:00:00,1.545,42.1025,-3.25,68.99,59.52,-0.02,17.85,0.2,-5.0,17.85,55.6,17.85
2024-01-24 05:00:00,16.09,49.67666666666667,1.81,72.05,57.79,-0.18,19.55,5.43,0.0,19.55,59.92,19.55
2024-01-24 06:00:00,39.5225,79.20750000000001,19.75,78.06,100.0,14.76,25.5,24.52,16.65,25.5,77.18,25.5
2024-01-24 07:00:00,57.29,86.4875,54.63,82.75,,42.09,38.73,55.41,67.5,49.44,81.38,38.73
2024-01-24 08:00:00,59.21333333333333,89.10499999999999,69.49,81.9,90.15,50.07,50.07,67.58,95.0,53.23,87.35,50.07
2024-01-24 09:00:00,65.3725,85.995,67.86,81.48,91.74,49.54,49.54,65.89,93.33,53.88,83.48,49.54
2024-01-24 10:00:00,58.82,78.1825,59.12,78.13,100.0,50.1,50.1,59.84,68.0,53.68,81.6,50.1
2024-01-24 11:00:00,54.3675,74.295,53.98,76.97,102.19,50.78,50.76,56.65,52.21,53.19,82.63,50.76
2024-01-24 12:00:00,48.935,72.92,44.05,79.64,100.0,39.32,39.34,47.21,39.32,52.59,81.21,39.34
2024-01-24 13:00:00,45.825,67.48333333333333,40.69,79.9,104.67,36.44,37.34,44.3,38.3,52.38,82.05,37.34
2024-01-24 14:00:00,46.315,74.34333333333333,48.46,79.23,90.0,45.04,45.04,51.63,46.5,50.51,81.39,45.04
2024-01-24 15:00:00,51.4225,74.63,60.32,79.37,,49.95,49.95,60.5,68.43,51.54,88.74,49.95
2024-01-24 16:00:00,57.440000000000005,78.4975,65.43,81.01,83.64,50.8,50.8,64.0,80.0,52.96,92.47,50.8
2024-01-24 17:00:00,67.5825,83.00666666666667,74.61,82.93,81.91,54.21,54.21,71.09,98.0,55.41,91.71,54.21
2024-01-24 18:00:00,70.4975,82.8575,95.9,86.48,72.24,53.32,53.32,83.14,92.72,54.92,86.93,53.32
2024-01-24 19:00:00,64.6425,80.315,98.72,84.91,61.44,50.09,50.09,83.46,100.1,51.81,79.84,50.09
2024-01-24 20:00:00,62.03,71.535,95.47,77.94,59.34,42.18,42.18,77.81,84.0,50.04,76.91,42.18
2024-01-24 21:00:00,52.8675,61.212500000000006,83.42,76.01,48.28,40.04,40.04,68.8,81.99,50.12,66.5,40.04
2024-01-24 22:00:00,48.3925,52.46333333333333,87.7,,46.52,42.01,42.01,70.88,71.8,49.9,59.45,42.01
2024-01-24 23:00:00,39.63,48.0,92.64,75.6,44.52,38.53,38.53,73.14,81.8,47.52,48.95,38.53
2024-01-25 00:00:00,39.435,41.51,73.8,72.07,47.58,44.34,43.84,62.78,64.9,48.68,46.36,43.84
2024-01-25 01:00:00,34.55,35.57,68.31,72.17,47.61,45.06,43.97,59.64,56.1,46.66,46.65,43.97
2024-01-25 02:00:00,33.45,33.7875,69.56,69.01,46.19,43.34,42.76,60.0,67.2,44.94,45.03,42.76
2024-01-25 03:00:00,35.7,35.575,61.26,68.62,46.54,44.92,43.85,55.36,75.0,48.66,45.76,43.85
2024-01-25 04:00:00,41.2,42.4525,63.0,69.76,47.78,46.22,45.11,57.26,75.31,50.74,45.7,45.11
2024-01-25 05:00:00,55.6575,56.334999999999994,68.44,76.04,53.1,52.38,51.01,63.29,75.9,53.13,47.08,51.01
2024-01-25 06:00:00,72.3375,74.87,73.29,77.52,71.22,58.03,59.39,72.45,78.58,59.39,74.34,59.39
2024-01-25 07:00:00,86.5625,87.60249999999999,84.41,85.51,73.11,66.05,66.05,83.5,92.1,66.05,75.28,66.05
2024-01-25 08:00:00,91.05000000000001,95.0,96.83,87.95,91.28,89.02,89.02,95.53,103.02,89.02,90.01,89.02
2024-01-25 09:00:00,90.9625,91.145,90.61,87.87,87.86,85.25,85.25,89.84,94.0,85.25,86.82,85.25
2024-01-25 10:00:00,87.96666666666665,86.75,83.96,84.48,83.89,81.35,81.35,83.95,83.96,81.35,83.69,81.35
2024-01-25 11:00:00,82.7375,82.2925,78.66,82.57,78.66,76.22,76.22,78.66,78.66,76.22,78.66,76.22
2024-01-25 12:00:00,79.4,78.6625,74.95,80.7,74.95,73.15,73.15,74.95,74.95,72.63,74.95,73.15
2024-01-25 13:00:00,80.315,79.53,73.01,82.01,78.03,75.99,75.99,69.76,76.55,75.44,80.05,75.99
2024-01-25 14:00:00,84.50999999999999,82.5975,74.59,83.83,85.98,84.98,84.98,66.17,84.22,79.56,85.66,84.98
2024-01-25 15:00:00,90.8575,89.6975,74.78,88.14,92.31,92.07,92.07,61.85,88.61,89.1,92.07,92.07
2024-01-25 16:00:00,100.4225,97.2925,81.64,95.0,100.93,101.38,101.38,67.67,96.98,81.53,101.38,101.38
2024-01-25 17:00:00,109.0,104.8225,94.69,103.37,120.22,123.38,123.38,75.59,116.0,119.56,116.79,122.35
2024-01-25 18:00:00,107.14750000000001,102.0025,102.98,103.39,114.24,115.54,115.54,94.72,112.4,111.96,114.3,114.3
2024-01-25 19:00:00,99.465,97.9825,97.16,96.85,98.95,98.79,98.79,96.11,98.53,95.73,98.79,98.79
2024-01-25 20:00:00,92.23,91.0125,84.0,87.23,90.7,91.07,91.07,79.83,79.91,88.24,91.07,91.07
2024-01-25 21:00:00,82.0475,83.3475,77.81,80.45,86.09,86.31,86.31,72.14,84.28,83.64,88.11,86.31
2024-01-25 22:00:00,76.5325,77.095,75.01,78.63,79.94,80.43,80.43,71.39,79.4,77.93,80.02,80.02
2024-01-25 23:00:00,69.7575,70.85249999999999,70.48,76.06,74.82,75.16,75.16,67.34,74.17,72.83,75.16,75.16
2024-01-26 00:00:00,70.4375,71.3175,62.8,70.11,62.8,62.8,62.8,62.8,62.8,62.8,82.25,62.8
2024-01-26 01:00:00,61.18,64.52250000000001,62.0,67.97,62.0,61.96,62.0,62.0,62.0,60.82,82.43,62.0
2024-01-26 02:00:00,56.8025,60.7025,58.49,69.56,58.49,58.49,58.49,58.49,58.49,58.49,82.39,58.49
2024-01-26 03:00:00,53.18,60.81,53.24,69.9,58.25,54.79,56.35,52.99,54.79,55.94,82.25,56.35
2024-01-26 04:00:00,52.625,57.474999999999994,41.51,69.23,63.38,47.62,55.7,39.82,47.4,54.75,,55.7
2024-01-26 05:00:00,55.0,63.290000000000006,50.24,70.05,68.54,50.65,52.16,50.3,50.87,52.16,108.51,52.16
2024-01-26 06:00:00,61.9825,82.93,59.56,79.19,82.0,56.27,57.95,61.53,58.15,57.95,134.66,57.95
2024-01-26 07:00:00,73.0075,89.0,72.56,82.16,95.0,62.97,62.97,74.25,71.98,62.97,145.88,62.97
2024-01-26 08:00:00,79.0975,90.6075,78.57,84.71,99.95,64.94,64.94,80.45,77.45,64.94,141.51,64.94
2024-01-26 09:00:00,76.97749999999999,87.2425,75.21,82.53,84.64,63.8,63.8,75.34,80.1,63.8,135.84,63.8
2024-01-26 10:00:00,71.025,82.30000000000001,65.88,80.53,76.18,61.22,61.22,66.19,71.34,61.22,129.87,61.22
2024-01-26 11:00:00,65.72,76.7975,60.49,78.02,78.32,58.74,58.74,62.39,58.94,58.74,123.6,58.74
2024-01-26 12:00:00,57.269999999999996,71.72,53.75,80.35,72.74,52.28,52.28,55.78,52.08,54.47,120.93,52.28
2024-01-26 13:00:00,52.5075,74.035,48.27,80.06,73.05,46.47,46.47,50.7,46.3,52.18,127.08,46.47
2024-01-26 14:00:00,51.292500000000004,78.16,51.41,79.04,85.48,49.28,49.28,53.61,50.0,,128.11,49.28
2024-01-26 15:00:00,56.1875,81.93,52.92,79.08,98.47,50.11,48.91,55.52,51.17,52.78,134.63,48.91
2024-01-26 16:00:00,64.1125,84.2925,63.37,78.95,91.32,52.74,51.48,63.38,75.0,54.86,132.29,51.48
2024-01-26 17:00:00,74.3375,85.67,75.47,81.19,94.91,57.37,57.37,73.74,95.0,57.37,126.88,57.37
2024-01-26 18:00:00,75.7575,85.23,102.08,87.38,90.0,55.28,54.19,89.62,135.57,56.93,114.65,54.19
2024-01-26 19:00:00,73.785,82.91499999999999,100.79,88.73,85.85,54.53,33.51,89.8,111.12,56.16,107.48,33.51
2024-01-26 20:00:00,70.0025,79.86,96.86,84.37,74.45,54.32,27.58,84.53,95.8,55.94,101.95,27.58
2024-01-26 21:00:00,63.17,71.7025,75.0,81.07,68.8,54.35,25.76,71.13,82.0,55.97,82.3,25.76
2024-01-26 22:00:00,57.8675,66.61,84.86,78.35,61.9,54.39,24.39,74.98,84.2,56.02,80.09,24.39
2024-01-26 23:00:00,54.3975,55.66,78.2,72.14,59.0,53.71,21.98,70.45,79.36,55.31,69.39,21.98
2024-01-27 00:00:00,53.2925,57.900000000000006,70.44,65.28,57.18,54.44,19.32,64.97,74.5,56.07,56.58,19.32
2024-01-27 01:00:00,53.1,56.18,64.85,65.03,55.92,55.03,18.26,61.06,68.9,56.57,55.53,18.26
2024-01-27 02:00:00,50.56999999999999,54.17333333333334,60.5,64.9,56.52,56.21,17.63,59.05,65.9,56.47,56.44,17.63
2024-01-27 03:00:00,50.935,52.105000000000004,56.3,65.57,55.15,55.05,18.02,55.9,59.0,56.05,55.15,18.02
2024-01-27 04:00:00,52.73,50.38666666666666,55.98,65.66,55.76,55.74,18.49,,56.49,55.74,55.76,18.49
2024-01-27 05:00:00,53.535000000000004,54.6975,57.38,63.56,56.83,56.83,18.84,57.22,58.58,56.83,56.87,18.84
2024-01-27 06:00:00,58.7225,58.0,59.41,61.01,59.56,57.24,19.41,59.36,59.98,57.24,63.18,19.41
2024-01-27 07:00:00,61.19499999999999,64.585,66.26,65.34,65.86,57.86,20.71,66.19,66.9,57.86,65.44,20.71
2024-01-27 08:00:00,68.0625,72.9375,79.16,72.38,75.34,58.13,28.85,78.09,86.76,58.13,77.67,21.0
2024-01-27 09:00:00,66.93,71.7,77.0,70.25,72.76,58.5,31.9,75.7,86.2,58.5,78.98,21.03
2024-01-27 10:00:00,62.2625,66.2375,66.57,66.32,60.49,58.2,45.82,64.6,80.17,58.2,78.23,21.13
2024-01-27 11:00:00,60.872499999999995,61.7,58.07,62.52,56.75,56.61,56.61,57.6,60.33,56.61,79.07,21.02
2024-01-27 12:00:00,54.7725,57.9925,55.84,63.04,55.84,55.84,55.84,55.84,55.84,55.84,79.8,20.53
2024-01-27 13:00:00,53.81,57.1025,53.88,54.38,53.88,53.88,32.49,53.88,53.88,55.48,83.29,20.08
2024-01-27 14:00:00,56.9875,58.2875,59.74,58.37,59.69,59.14,39.78,59.75,59.73,57.54,86.39,20.03
2024-01-27 15:00:00,67.96000000000001,69.3225,73.58,68.38,72.53,57.95,57.95,72.63,78.2,57.95,81.79,20.17
2024-01-27 16:00:00,76.14,79.9125,76.81,77.62,80.0,58.93,58.93,72.17,82.4,58.93,89.83,20.33
2024-01-27 17:00:00,86.4425,85.06,82.12,83.15,89.7,61.75,61.75,74.43,91.22,59.96,97.07,59.9
2024-01-27 18:00:00,92.355,87.5925,95.96,90.35,95.74,61.31,61.31,95.97,95.97,59.54,97.44,35.68
2024-01-27 19:00:00,90.33,84.975,92.53,87.32,92.28,59.43,59.43,92.51,92.62,59.07,95.64,18.62
2024-01-27 20:00:00,83.295,80.2425,84.45,82.87,84.68,58.21,58.21,84.47,84.43,58.21,85.72,15.13
2024-01-27 21:00:00,77.5975,73.2725,76.15,78.46,77.99,57.85,57.85,76.36,75.96,57.85,83.01,10.14
2024-01-27 22:00:00,74.3775,73.51,75.97,77.03,75.97,57.73,57.73,75.97,75.97,57.73,75.97,3.48
2024-01-27 23:00:00,70.56,68.85,72.7,74.11,72.7,57.61,57.61,72.7,72.7,57.61,76.78,2.76
2024-01-28 00:00:00,68.5875,65.17,66.77,73.31,66.77,66.77,66.77,66.77,66.77,57.52,77.78,0.01
2024-01-28 01:00:00,66.1,61.055,59.33,69.04,60.8,58.8,58.8,58.2,60.7,57.09,77.83,2.62
2024-01-28 02:00:00,64.4,58.3,55.71,66.31,59.34,58.26,58.26,52.9,59.1,56.57,79.18,3.48
2024-01-28 03:00:00,59.925,57.32,52.51,63.16,59.37,57.72,57.72,47.21,58.89,56.05,79.44,11.48
2024-01-28 04:00:00,60.11,56.9475,51.24,61.92,60.63,57.87,57.87,44.0,59.97,56.2,79.22,15.05
2024-01-28 05:00:00,60.15,57.43,51.9,61.03,63.19,57.63,57.63,43.2,62.41,55.96,79.12,16.34
2024-01-28 06:00:00,61.50749999999999,61.682500000000005,52.62,64.58,59.83,57.72,57.72,47.05,59.32,56.05,78.83,18.22
2024-01-28 07:00:00,65.245,67.14,54.74,68.83,63.52,58.98,58.98,51.4,58.98,56.79,79.53,18.76
2024-01-28 08:00:00,68.0325,71.52,57.0,66.41,63.91,59.2,59.2,55.29,59.2,56.26,80.71,58.2
2024-01-28 09:00:00,66.45,70.26333333333334,55.42,64.34,60.53,55.08,55.08,55.8,55.22,54.9,80.91,53.76
2024-01-28 10:00:00,57.0625,61.4325,51.73,60.01,57.56,51.16,51.16,52.29,51.35,51.45,80.51,49.93
2024-01-28 11:00:00,51.575,55.48,46.48,54.04,56.54,45.75,45.75,47.53,45.51,48.56,81.7,44.65
2024-01-28 12:00:00,48.1025,49.95,41.78,49.85,52.97,41.58,41.58,42.49,41.24,42.91,79.97,40.58
2024-01-28 13:00:00,45.917500000000004,47.6975,40.22,36.85,49.03,40.09,40.09,40.53,40.25,45.26,79.96,39.13
2024-01-28 14:00:00,50.195,52.1025,44.31,42.8,58.48,50.65,50.65,40.09,49.71,51.93,88.68,49.43
2024-01-28 15:00:00,56.545,58.795,45.42,52.8,66.26,56.41,56.41,38.03,54.9,55.13,106.23,55.06
2024-01-28 16:00:00,67.5625,71.48,53.5,66.46,77.99,57.93,57.93,43.12,66.29,57.93,116.73,57.93
2024-01-28 17:00:00,75.875,79.60249999999999,67.73,77.31,84.83,57.86,57.86,60.8,76.42,57.86,117.17,57.86
2024-01-28 18:00:00,79.4125,84.995,73.11,80.08,81.56,57.33,57.33,73.34,74.7,57.33,117.22,57.33
2024-01-28 19:00:00,80.05250000000001,80.27,70.72,78.63,79.11,56.61,56.61,71.55,70.16,56.61,113.89,13.42
2024-01-28 20:00:00,71.0175,75.7,69.09,76.54,77.01,54.34,29.21,69.87,68.61,55.96,109.66,1.97
2024-01-28 21:00:00,66.12,70.0,58.04,74.04,66.41,53.79,16.37,58.86,57.57,55.39,100.52,0.01
2024-01-28 22:00:00,64.715,69.1225,59.91,72.33,64.37,53.71,10.0,60.34,59.66,55.31,82.4,-0.01
2024-01-28 23:00:00,59.527499999999996,61.555,56.0,70.23,56.0,52.69,6.92,56.0,56.0,54.26,78.47,-0.31
2024-01-29 00:00:00,47.525,61.215,49.97,65.81,49.97,48.74,15.0,49.97,49.97,50.09,69.95,-0.42
2024-01-29 01:00:00,45.91,60.555,47.26,60.53,47.26,47.26,9.99,47.26,47.26,48.77,68.21,-1.72
2024-01-29 02:00:00,45.4975,58.265,48.12,51.39,48.12,48.12,,48.12,48.12,49.55,66.25,-1.78
2024-01-29 03:00:00,43.942499999999995,58.1,47.97,54.97,47.97,47.97,15.0,47.97,47.97,49.56,66.21,-1.77
2024-01-29 04:00:00,48.8975,62.2025,51.58,54.95,51.58,51.58,,51.58,51.58,52.65,63.81,-1.41
2024-01-29 05:00:00,57.135,69.8675,60.06,67.55,60.06,55.42,15.01,60.06,60.06,55.42,71.96,-0.11
2024-01-29 06:00:00,72.0025,80.8825,80.34,79.06,85.46,53.72,24.19,80.66,80.15,56.66,84.0,5.91
2024-01-29 07:00:00,83.75999999999999,88.94749999999999,90.51,85.78,95.0,62.02,62.02,88.7,92.69,59.09,101.66,19.17
2024-01-29 08:00:00,88.38749999999999,92.16,99.21,94.41,99.47,83.23,83.23,99.26,99.2,61.78,100.58,20.56
2024-01-29 09:00:00,85.8,87.0275,88.39,85.85,88.39,88.39,88.39,88.39,88.39,61.68,88.39,59.93
2024-01-29 10:00:00,73.7975,80.1875,78.9,79.14,78.9,78.9,78.9,78.9,78.9,61.8,78.9,77.01
2024-01-29 11:00:00,66.765,74.7925,71.27,77.97,71.27,71.27,71.27,71.27,71.27,61.89,77.81,69.56
2024-01-29 12:00:00,63.155,70.685,70.24,77.13,70.24,70.24,70.24,70.24,70.24,62.61,80.63,68.55
2024-01-29 13:00:00,65.0925,71.87333333333333,74.44,76.9,74.77,74.99,74.99,73.81,74.87,62.92,93.89,73.19
2024-01-29 14:00:00,71.575,76.9375,80.41,81.08,82.21,82.55,82.55,78.03,81.99,63.9,112.56,80.57
2024-01-29 15:00:00,78.385,83.9625,88.77,85.54,97.6,97.6,97.6,78.78,95.67,88.97,111.94,95.26
2024-01-29 16:00:00,90.5575,91.94749999999999,94.46,100.94,108.43,108.43,108.43,82.87,104.79,105.07,,108.43
2024-01-29 17:00:00,102.8625,100.80250000000001,105.06,111.07,126.84,127.42,127.42,89.86,120.2,123.47,115.04,127.33
2024-01-29 18:00:00,103.1625,103.33,112.92,112.97,116.94,117.3,117.3,110.0,115.92,113.66,116.1,116.1
2024-01-29 19:00:00,99.17500000000001,94.75,107.52,106.93,107.52,107.52,107.52,107.52,107.52,104.19,107.52,107.52
2024-01-29 20:00:00,90.39,91.89750000000001,88.56,91.45,91.73,91.98,91.98,86.29,90.95,89.13,92.3,91.98
2024-01-29 21:00:00,81.2525,85.0025,83.39,82.85,86.47,86.79,86.79,81.09,85.66,81.83,86.51,86.51
2024-01-29 22:00:00,76.3475,89.22666666666667,82.9,79.81,83.37,83.42,83.42,82.55,83.25,64.4,83.37,83.37
2024-01-29 23:00:00,68.275,76.5425,80.29,76.34,80.29,80.29,80.29,80.29,80.29,62.19,80.29,78.36
2024-01-30 00:00:00,70.5525,69.3525,71.94,70.36,71.94,71.94,71.94,71.94,71.94,60.12,75.59,70.21
2024-01-30 01:00:00,68.9325,65.4175,68.7,68.62,68.78,68.79,68.79,68.64,68.76,59.6,78.36,67.14
2024-01-30 02:00:00,67.255,65.18666666666667,69.37,68.65,69.37,69.37,69.37,69.37,69.37,59.29,78.37,67.71
2024-01-30 03:00:00,63.965,64.37333333333333,66.06,68.2,67.31,67.44,67.44,65.1,67.09,59.16,78.38,65.82
2024-01-30 04:00:00,64.77250000000001,64.5425,65.29,68.18,67.01,67.18,67.18,64.0,66.63,59.27,78.58,65.57
2024-01-30 05:00:00,68.59,68.67500000000001,69.37,70.05,69.37,69.37,69.37,69.37,69.37,59.95,79.3,67.71
2024-01-30 06:00:00,80.025,82.7,78.7,79.03,82.78,68.67,76.55,79.02,78.61,61.95,98.31,76.55
2024-01-30 07:00:00,89.25999999999999,93.7975,90.82,88.8,93.2,75.29,90.6,91.04,90.77,70.69,102.78,90.6
2024-01-30 08:00:00,95.32,94.105,95.94,96.21,96.05,83.51,95.93,95.95,95.94,83.51,96.49,95.93
2024-01-30 09:00:00,88.16,87.92750000000001,84.93,88.05,84.93,84.67,84.93,84.93,84.93,82.22,87.63,84.93
2024-01-30 10:00:00,81.25999999999999,79.74000000000001,77.15,80.09,77.15,77.15,77.15,77.15,77.15,74.68,82.48,77.15
2024-01-30 11:00:00,76.0825,73.2125,70.1,78.89,70.1,65.36,68.42,70.1,70.1,64.83,84.22,68.42
2024-01-30 12:00:00,71.775,70.9375,68.1,76.38,68.1,63.81,66.47,68.1,68.1,63.81,86.9,66.47
2024-01-30 13:00:00,72.1325,71.32333333333334,68.23,,68.23,63.69,66.59,68.23,68.23,63.69,86.94,66.59
2024-01-30 14:00:00,74.2075,76.105,71.93,78.16,71.93,64.02,70.21,71.93,71.93,64.02,80.27,70.21
2024-01-30 15:00:00,77.18,82.685,75.0,81.4,83.91,62.64,62.64,71.95,78.6,62.64,102.21,62.64
2024-01-30 16:00:00,81.13499999999999,88.1,80.22,83.89,87.0,63.73,63.73,78.89,81.97,63.73,114.68,63.73
2024-01-30 17:00:00,90.0025,96.8275,88.42,87.99,91.27,71.9,71.9,88.83,88.36,69.82,114.57,71.9
2024-01-30 18:00:00,95.4325,98.8,99.49,96.01,95.52,61.42,61.42,99.76,99.38,61.42,102.89,61.42
2024-01-30 19:00:00,91.4525,94.52,101.39,92.01,92.89,58.45,58.45,98.44,110.41,58.45,98.72,58.45
2024-01-30 20:00:00,84.64,86.0825,88.31,85.61,89.2,56.72,56.72,88.32,89.9,56.72,100.66,56.72
2024-01-30 21:00:00,78.69749999999999,80.0125,79.18,79.54,78.58,53.92,53.92,78.99,80.12,55.53,79.65,53.92
2024-01-30 22:00:00,74.0725,76.5225,79.59,78.25,75.9,53.56,22.56,78.24,82.45,55.16,78.84,22.56
2024-01-30 23:00:00,69.6975,71.3425,76.34,76.09,71.94,53.25,24.17,74.46,77.3,54.84,78.83,24.17
2024-01-31 00:00:00,65.63,66.0375,75.1,74.03,71.84,51.61,18.39,74.09,78.9,53.15,69.83,18.39
2024-01-31 01:00:00,62.3525,63.9825,71.96,71.07,70.38,51.38,18.46,71.48,74.03,52.92,68.02,18.46
2024-01-31 02:00:00,61.4025,64.5425,70.89,69.52,70.89,51.26,18.5,70.89,70.89,52.79,70.89,18.5
2024-01-31 03:00:00,62.417500000000004,63.81333333333333,69.82,69.83,69.82,51.06,18.58,69.82,69.82,52.59,69.82,18.58
2024-01-31 04:00:00,64.935,66.4725,69.19,68.6,69.01,51.39,18.96,69.25,69.17,52.93,68.35,18.96
2024-01-31 05:00:00,69.875,71.7575,73.91,74.85,73.58,50.81,19.39,74.01,73.86,53.97,72.38,19.39
2024-01-31 06:00:00,81.22,83.1075,84.57,82.31,84.97,55.01,25.54,84.44,84.77,55.01,81.54,25.54
2024-01-31 07:00:00,95.74000000000001,94.8475,99.21,99.17,107.22,56.91,56.15,93.29,105.17,56.91,106.99,56.15
2024-01-31 08:00:00,99.05,99.47999999999999,120.06,109.52,120.97,57.9,57.9,120.23,120.0,57.9,112.9,57.9
2024-01-31 09:00:00,92.39,91.9975,93.38,92.0,93.58,56.6,51.16,93.23,93.53,56.6,93.59,32.03
2024-01-31 10:00:00,85.33333333333333,82.2725,82.98,83.68,82.98,55.66,41.88,82.98,82.98,55.66,82.98,20.41
2024-01-31 11:00:00,75.76,78.305,77.09,79.38,77.09,53.71,22.67,77.09,77.09,54.62,78.29,19.12
2024-01-31 12:00:00,69.09,73.8,74.91,76.59,74.91,53.73,20.48,74.91,74.91,54.08,77.6,18.54
2024-01-31 13:00:00,67.0,73.875,66.93,76.97,70.0,46.42,20.44,66.5,67.5,53.24,78.29,17.77
2024-01-31 14:00:00,68.81,77.9,66.07,78.12,87.85,40.05,20.08,65.8,66.8,53.15,85.22,17.0
2024-01-31 15:00:00,72.4975,80.9225,69.23,79.95,88.22,39.97,20.09,64.95,73.94,52.85,98.51,16.31
2024-01-31 16:00:00,78.1,84.9625,72.23,80.88,90.0,39.92,26.01,66.26,78.55,53.0,101.55,16.95
2024-01-31 17:00:00,83.7175,87.9075,80.96,83.97,97.4,49.36,49.36,77.0,85.65,52.8,104.39,16.67
2024-01-31 18:00:00,87.2025,89.36,89.26,88.28,100.0,46.99,26.6,90.16,85.5,52.57,100.81,10.38
2024-01-31 19:00:00,82.195,85.19,81.04,85.79,108.79,41.24,20.5,80.72,69.2,51.96,103.26,3.47
2024-01-31 20:00:00,68.5,82.95,72.77,81.03,110.0,36.8,20.03,73.02,62.78,51.92,87.52,0.0
2024-01-31 21:00:00,58.13,74.7025,59.33,76.47,93.0,34.1,16.34,61.67,58.18,51.97,76.74,-0.07
2024-01-31 22:00:00,53.8525,71.995,56.97,75.5,80.0,33.53,3.73,58.81,54.0,49.89,76.56,-0.89
2024-01-31 23:00:00,44.4275,64.71000000000001,41.96,69.88,68.5,39.73,1.6,44.31,40.57,44.95,67.52,-2.02
2024-02-01 00:00:00,38.785,62.1075,49.53,70.84,86.29,47.06,9.04,51.9,48.0,47.5,48.41,-2.07
2024-02-01 01:00:00,38.19,59.625,44.19,70.82,95.0,41.12,9.3,46.99,42.37,42.44,49.01,-2.22
2024-02-01 02:00:00,36.129999999999995,61.370000000000005,44.47,70.8,80.01,42.16,10.02,46.66,43.04,43.51,42.38,-2.49
2024-02-01 03:00:00,36.3425,60.455000000000005,45.15,73.85,,43.05,10.01,47.04,43.94,44.43,40.93,-2.5
2024-02-01 04:00:00,40.49,63.1575,49.02,74.06,,46.91,5.19,51.06,47.63,48.22,40.89,-2.07
2024-02-01 05:00:00,52.1325,69.28999999999999,57.56,74.09,87.1,49.39,9.01,59.82,56.06,50.86,51.65,-1.84
2024-02-01 06:00:00,64.2025,84.5525,70.56,86.0,95.0,50.35,19.26,72.42,69.2,51.85,72.59,-0.1
2024-02-01 07:00:00,77.1375,94.685,87.22,91.07,100.0,52.27,26.06,88.76,86.37,53.83,76.75,3.08
2024-02-01 08:00:00,89.035,98.82000000000001,96.72,91.38,94.73,52.68,26.22,95.76,99.76,54.26,80.13,3.43
2024-02-01 09:00:00,84.7975,98.5775,89.84,90.68,88.59,52.13,19.1,88.77,92.77,53.68,80.22,4.43
2024-02-01 10:00:00,77.9825,86.9375,83.78,85.99,84.25,51.49,19.04,83.9,83.71,53.03,79.61,3.43
2024-02-01 11:00:00,65.9375,78.485,80.0,85.02,82.92,50.83,,79.29,75.5,52.34,77.51,2.76
2024-02-01 12:00:00,62.6525,78.445,68.99,83.68,83.07,50.86,16.66,69.75,67.6,52.38,67.99,3.43
2024-02-01 13:00:00,56.1,74.91499999999999,60.96,84.15,92.11,50.42,16.64,62.23,57.26,51.93,63.96,2.93
2024-02-01 14:00:00,63.92,76.1775,70.8,83.65,88.15,50.4,11.76,71.62,71.2,51.9,71.89,3.44
