time,price_DE_LU,price_AT,price_BE,price_CH,price_CZ,price_DK_1,price_DK_2,price_FR,price_NL,price_NO_2,price_PL,price_SE_4
2024-01-05 21:00:00,91.3575,94.535,94.29,92.97,95.54,94.19,112.82,94.41,94.21,97.0,100.49,112.82
2024-01-05 22:00:00,88.19,89.9925,94.92,88.55,94.92,94.92,100.1,94.92,94.92,97.75,94.92,100.1
2024-01-05 23:00:00,83.645,86.0575,86.8,85.87,86.8,86.8,92.87,86.8,86.8,89.39,95.34,92.87
2024-01-06 00:00:00,80.245,75.6,82.25,80.64,82.25,82.25,84.88,82.25,82.25,84.88,87.85,84.88
2024-01-06 01:00:00,74.71,72.9825,80.2,76.02,80.2,80.2,83.2,80.2,80.2,82.77,91.57,83.2
2024-01-06 02:00:00,72.5975,70.265,76.13,75.63,76.13,76.13,82.03,76.13,76.13,78.56,93.29,82.03
2024-01-06 03:00:00,69.83500000000001,67.5,73.01,73.51,73.01,73.01,82.18,73.01,73.01,75.35,93.42,82.18
2024-01-06 04:00:00,69.08500000000001,66.8275,,73.71,,,82.53,,,,93.43,82.53
2024-01-06 05:00:00,69.9175,69.5375,74.59,75.03,74.59,74.59,84.13,74.59,74.59,76.98,92.68,84.13
2024-01-06 06:00:00,72.25999999999999,70.1225,75.1,75.3,75.1,75.1,84.48,75.1,75.1,77.5,92.61,84.48
2024-01-06 07:00:00,77.2175,76.0775,81.39,80.05,81.39,81.39,87.43,81.39,81.39,84.0,94.41,87.43
2024-01-06 08:00:00,84.9325,82.23,88.4,83.97,88.4,88.4,90.87,88.4,88.4,90.87,90.55,90.87
2024-01-06 09:00:00,91.9075,88.125,92.23,88.3,92.23,92.23,94.98,92.23,92.23,94.98,92.23,94.98
2024-01-06 10:00:00,92.815,91.78,97.3,90.24,97.3,97.3,100.41,97.3,97.3,100.41,97.3,100.41
2024-01-06 11:00:00,93.0675,89.27999999999999,100.42,92.29,100.47,100.43,103.65,100.41,100.43,103.65,100.51,103.65
2024-01-06 12:00:00,91.41,93.6325,99.16,91.04,99.16,99.16,102.33,99.16,99.16,102.33,99.16,102.33
2024-01-06 13:00:00,91.8425,91.8075,92.2,89.69,95.0,95.22,97.75,90.18,94.52,97.75,95.02,97.75
2024-01-06 14:00:00,92.5,94.39,92.11,90.22,92.52,92.55,95.51,91.82,92.45,95.51,92.52,95.51
2024-01-06 15:00:00,93.4125,96.7525,90.42,91.31,94.75,95.09,98.5,87.3,94.18,97.74,94.77,98.5
2024-01-06 16:00:00,96.905,99.14999999999999,91.33,95.06,99.28,99.85,110.0,85.07,99.22,102.83,99.33,110.0
2024-01-06 17:00:00,100.0525,99.69333333333333,104.41,97.84,104.29,104.69,118.27,104.3,104.69,107.82,104.28,118.27
2024-01-06 18:00:00,100.0375,100.075,103.63,96.35,103.63,103.84,106.94,103.63,103.63,106.94,103.63,106.94
2024-01-06 19:00:00,97.6625,94.0,99.0,92.29,99.0,99.31,102.27,99.0,99.0,102.27,99.0,102.27
2024-01-06 20:00:00,92.1875,90.8975,92.14,90.2,92.14,92.23,94.98,92.14,92.14,94.98,92.14,94.98
2024-01-06 21:00:00,88.06,86.4,88.0,86.9,88.0,88.0,90.63,88.0,88.0,90.63,88.0,90.63
2024-01-06 22:00:00,84.8275,85.9975,86.57,86.47,86.57,86.75,89.34,86.57,86.57,89.34,87.13,89.34
2024-01-06 23:00:00,79.78999999999999,76.5,79.87,82.47,79.87,80.03,82.8,79.87,79.87,82.43,87.2,82.8
2024-01-07 00:00:00,78.98,71.4,84.08,85.0,84.08,86.15,86.15,84.08,84.08,86.15,91.26,86.15
2024-01-07 01:00:00,75.8,65.8975,79.82,80.72,79.82,82.46,82.46,79.82,79.82,82.46,83.89,82.46
2024-01-07 02:00:00,73.03999999999999,63.5,76.76,77.53,76.76,76.92,79.22,76.76,76.76,79.22,81.08,79.22
2024-01-07 03:00:00,69.0425,61.3,73.46,74.09,73.46,75.28,77.53,73.46,73.46,77.53,81.05,77.53
2024-01-07 04:00:00,64.7125,57.5,71.86,72.24,71.86,73.33,76.89,71.86,71.86,75.52,81.33,76.89
2024-01-07 05:00:00,64.3,60.4,72.08,74.05,72.08,73.78,77.42,72.08,72.08,75.98,81.89,77.42
2024-01-07 06:00:00,62.86,58.072500000000005,74.9,76.08,74.9,75.14,78.45,74.9,74.9,77.38,89.59,78.45
2024-01-07 07:00:00,70.6025,69.205,77.69,79.45,77.69,78.04,80.37,77.69,77.69,80.37,92.17,80.37
2024-01-07 08:00:00,82.7575,79.8,81.79,82.53,81.79,81.79,84.21,81.79,81.79,84.21,93.38,84.21
2024-01-07 09:00:00,87.83666666666666,88.065,84.86,89.24,84.86,85.03,87.57,84.86,84.86,87.57,94.71,87.57
2024-01-07 10:00:00,90.6,89.2775,87.14,93.63,87.17,87.15,89.75,87.13,87.14,89.75,95.96,89.75
2024-01-07 11:00:00,90.66,85.81333333333333,89.13,95.4,89.18,89.32,91.99,89.12,89.13,91.99,97.28,91.99
2024-01-07 12:00:00,87.1325,83.8625,88.66,95.02,88.66,91.5,91.5,88.66,88.66,91.5,98.92,91.5
2024-01-07 13:00:00,83.6025,81.39750000000001,84.81,91.93,84.81,87.52,87.52,84.81,84.81,87.52,,87.52
2024-01-07 14:00:00,85.94,85.5,84.34,91.87,84.34,85.03,87.23,84.34,84.34,87.23,100.07,87.23
2024-01-07 15:00:00,87.9,87.7,88.01,92.32,88.01,88.01,90.64,88.01,88.01,90.64,101.06,90.64
2024-01-07 16:00:00,91.92,92.7,93.42,96.76,93.42,93.42,96.21,93.42,93.42,96.21,99.19,96.21
2024-01-07 17:00:00,98.4325,95.9025,101.77,104.77,101.77,101.77,104.27,101.77,101.77,104.27,101.77,104.27
2024-01-07 18:00:00,98.075,99.3025,104.85,108.16,104.85,104.85,106.09,104.85,104.85,106.09,104.85,106.09
2024-01-07 19:00:00,96.6675,98.03999999999999,103.55,104.75,103.56,103.55,103.55,103.55,103.55,103.55,103.56,103.55
2024-01-07 20:00:00,92.285,90.9,100.5,101.75,100.5,100.5,100.5,100.5,100.5,100.5,100.5,100.5
2024-01-07 21:00:00,88.6275,84.2,93.31,98.41,93.31,93.31,93.31,93.31,93.31,93.31,93.31,93.31
2024-01-07 22:00:00,88.44,86.96333333333332,91.17,96.07,91.17,91.17,91.17,91.17,91.17,91.17,92.08,91.17
2024-01-07 23:00:00,82.575,81.9325,83.86,92.28,83.86,83.86,83.86,83.86,83.86,83.86,92.19,83.86
2024-01-08 00:00:00,75.91,76.2,87.03,89.38,82.54,87.02,87.02,86.97,87.02,87.02,92.49,87.02
2024-01-08 01:00:00,69.9625,71.3025,84.3,88.45,83.07,84.32,84.32,84.18,84.35,84.32,92.48,84.32
2024-01-08 02:00:00,70.1925,70.69999999999999,81.69,86.55,78.64,81.82,81.82,81.53,81.71,81.82,92.13,81.82
2024-01-08 03:00:00,70.0,69.80000000000001,78.97,85.08,75.97,79.11,79.11,78.79,79.0,80.63,92.1,79.11
2024-01-08 04:00:00,71.29249999999999,74.08500000000001,78.46,85.06,78.41,78.48,78.48,78.43,78.47,79.04,92.59,78.48
2024-01-08 05:00:00,82.61500000000001,79.965,82.1,88.57,82.1,82.1,82.1,82.1,82.1,82.1,94.74,82.1
2024-01-08 06:00:00,95.6175,104.925,94.3,100.47,94.3,94.3,94.3,94.3,94.3,94.3,124.39,94.3
2024-01-08 07:00:00,110.88,113.95,111.08,108.36,111.16,111.1,111.22,111.07,111.09,107.87,125.37,111.22
2024-01-08 08:00:00,117.6725,114.13250000000001,121.11,117.83,121.11,121.11,121.11,121.11,121.11,117.6,138.07,121.11
2024-01-08 09:00:00,114.3725,111.11666666666667,117.83,117.62,117.83,117.83,120.73,117.83,117.83,120.73,155.22,120.73
2024-01-08 10:00:00,113.94,111.9825,110.59,112.54,110.66,110.6,113.9,110.57,110.58,113.9,155.6,113.9
2024-01-08 11:00:00,109.2225,111.60333333333334,103.0,111.62,103.02,103.0,105.54,103.0,103.0,101.38,154.27,105.54
2024-01-08 12:00:00,102.1675,104.91499999999999,95.46,105.08,95.48,95.5,97.84,95.46,84.9,92.73,155.56,97.84
2024-01-08 13:00:00,102.16,103.945,94.58,104.96,92.84,94.03,94.88,93.88,89.56,92.52,158.76,94.88
2024-01-08 14:00:00,103.6525,104.93,100.0,107.84,100.0,102.33,102.46,100.0,100.0,99.36,155.63,102.46
2024-01-08 15:00:00,111.2125,108.81,107.98,111.06,107.98,107.98,110.64,107.98,107.98,104.85,146.63,110.64
2024-01-08 16:00:00,116.945,115.0975,116.81,119.23,119.27,123.83,128.0,117.06,116.39,120.24,140.33,128.0
2024-01-08 17:00:00,135.20333333333335,121.1625,129.19,136.73,129.83,129.15,132.31,129.25,129.15,125.41,137.86,132.31
2024-01-08 18:00:00,136.4175,122.72,129.99,137.08,130.0,130.01,130.01,129.99,125.08,126.24,130.01,130.01
2024-01-08 19:00:00,123.87,116.78750000000001,121.85,128.57,122.06,122.12,122.12,122.01,111.9,118.57,124.24,122.12
2024-01-08 20:00:00,117.36500000000001,113.97749999999999,114.16,116.55,114.19,114.21,114.21,114.16,100.1,110.9,114.21,114.21
2024-01-08 21:00:00,102.57,107.9725,102.48,104.09,102.8,102.83,102.83,102.62,91.0,99.85,102.83,102.83
2024-01-08 22:00:00,97.77,98.5975,99.75,102.99,99.96,99.98,99.98,99.84,92.0,97.08,99.98,99.98
2024-01-08 23:00:00,87.9175,89.9525,91.49,100.93,91.49,91.49,91.49,91.49,91.49,88.83,91.49,91.49
2024-01-09 00:00:00,89.7725,92.3725,84.51,94.29,87.67,88.16,88.16,85.83,80.95,85.43,87.82,87.82
2024-01-09 01:00:00,89.485,90.02,83.29,93.95,86.54,87.04,87.04,84.65,79.98,84.34,90.68,86.69
2024-01-09 02:00:00,87.4675,87.9,85.0,93.07,85.0,85.0,85.0,85.0,85.0,82.54,90.19,85.0
2024-01-09 03:00:00,85.515,86.5025,83.89,91.95,84.11,84.14,84.14,83.98,83.42,81.7,90.7,84.13
2024-01-09 04:00:00,87.30250000000001,86.6375,82.45,91.84,85.28,85.72,85.72,83.63,80.57,83.23,91.07,85.41
2024-01-09 05:00:00,89.9225,92.10249999999999,88.29,95.77,89.43,89.28,89.28,88.65,85.8,86.34,90.12,89.28
2024-01-09 06:00:00,107.8425,109.9425,99.83,107.56,107.7,108.51,108.51,102.79,83.9,88.98,108.51,108.51
2024-01-09 07:00:00,125.9425,125.02000000000001,112.16,126.99,122.48,124.06,124.06,116.14,91.12,94.88,126.32,123.22
2024-01-09 08:00:00,134.81,130.66,130.5,135.76,132.89,133.24,133.25,131.42,125.7,129.11,145.55,133.25
2024-01-09 09:00:00,130.9,125.52,120.69,128.41,120.87,120.91,120.91,120.75,119.96,117.16,154.51,120.89
2024-01-09 10:00:00,111.445,116.9225,109.08,112.6,112.52,113.19,113.19,110.32,98.0,109.91,151.91,112.78
2024-01-09 11:00:00,105.8375,110.465,102.1,106.91,105.14,105.78,105.78,103.13,90.0,102.5,151.73,105.4
2024-01-09 12:00:00,101.96000000000001,105.3075,92.22,101.96,99.64,100.22,100.22,95.39,78.8,97.11,152.34,100.0
2024-01-09 13:00:00,101.995,106.0875,92.11,102.78,100.21,100.82,100.82,95.77,77.78,97.69,150.2,100.6
2024-01-09 14:00:00,111.11,113.1375,101.19,110.73,110.47,110.89,112.36,105.16,85.0,107.45,144.16,112.36
2024-01-09 15:00:00,118.9975,121.36,112.35,118.34,119.0,119.4,121.09,114.75,99.9,115.69,130.7,121.09
2024-01-09 16:00:00,131.59,129.0,122.38,129.03,127.84,127.85,130.99,124.29,112.67,123.88,130.99,130.99
2024-01-09 17:00:00,146.6,136.365,137.1,142.72,137.79,137.84,137.95,137.35,135.69,133.56,137.95,137.95
2024-01-09 18:00:00,158.56,139.2975,136.7,143.05,137.56,137.8,137.8,137.0,129.25,133.53,137.72,137.72
2024-01-09 19:00:00,143.3475,129.61,129.74,132.95,130.23,130.43,130.43,130.05,126.3,126.38,130.33,130.33
2024-01-09 20:00:00,125.405,119.78999999999999,116.34,115.89,119.91,120.24,120.24,117.67,108.82,116.51,120.41,117.36
2024-01-09 21:00:00,114.735,112.7025,105.57,108.95,111.61,111.68,111.68,107.69,93.66,99.96,113.92,109.0
2024-01-09 22:00:00,105.2775,108.9475,98.4,103.3,105.68,106.18,106.18,101.83,84.9,91.69,105.96,103.63
2024-01-09 23:00:00,101.0,101.0,93.69,98.72,96.74,97.09,97.09,94.84,88.0,90.91,96.94,94.76
2024-01-10 00:00:00,95.65,91.685,83.0,93.62,89.04,89.29,89.29,85.3,75.54,86.52,90.52,87.15
