time,AT->DE_LU,BE->DE_LU,CH->DE_LU,CZ->DE_LU,DE_LU->AT,DE_LU->BE,DE_LU->CH,DE_LU->CZ,DE_LU->DK_1,DE_LU->DK_2,DE_LU->FR,DE_LU->NL,DE_LU->NO_2,DE_LU->PL,DE_LU->SE_4,DK_1->DE_LU,DK_2->DE_LU,FR->DE_LU,NL->DE_LU,NO_2->DE_LU,PL->DE_LU,SE_4->DE_LU
2023-12-31 23:00:00,0.0,0.0,0.0,0.0,2120.55,390.0,793.4,829.8,2500.0,981.0,914.4,465.3,1400.0,901.2,519.0,20.0,0.0,79.4,60.75,0.0,13.4,0.0
2023-12-31 23:15:00,,0.0,,,,264.0,,,,,,,,,,,,,,,,
2023-12-31 23:30:00,,27.5,,,,202.6,,,,,,,,,,,,,,,,
2023-12-31 23:45:00,,30.5,,,,198.8,,,,,,,,,,,,,,,,
2024-01-01 00:00:00,0.0,9.3,0.0,0.0,2089.4,560.0,798.35,864.3,2500.0,1000.0,707.6,307.25,1400.0,972.9,519.0,0.0,0.0,617.4,9.0,0.0,85.1,0.0
2024-01-01 00:15:00,,32.4,,,,554.4,,,,,,,,,,,,,,,,
2024-01-01 00:30:00,,59.0,,,,486.6,,,,,,,,,,,,,,,,
2024-01-01 00:45:00,,73.5,,,,512.0,,,,,,,,,,,,,,,,
2024-01-01 01:00:00,0.0,7.3,0.0,0.0,1608.1,1007.3,795.84,826.3,2500.0,1000.0,879.2,373.55,1400.0,819.1,519.0,0.0,0.0,147.2,64.5,0.0,46.1,0.0
2024-01-01 01:15:00,,4.8,,,,1004.8,,,,,,,,,,,,,,,,
2024-01-01 01:30:00,,11.3,,,,1011.3,,,,,,,,,,,,,,,,
2024-01-01 01:45:00,,72.2,,,,1014.8,,,,,,,,,,,,,,,,
2024-01-01 02:00:00,292.68,5.6,0.0,0.0,1314.5,1005.6,799.97,893.6,2500.0,1000.0,1214.0,249.0,1400.0,893.1,519.0,42.0,0.0,0.0,91.8,0.0,46.2,0.0
2024-01-01 02:15:00,,2.7,,,,1002.7,,,,,,,,,,,,,,,,
2024-01-01 02:30:00,,38.8,,,,1038.8,,,,,,,,,,,,,,,,
2024-01-01 02:45:00,,47.8,,,,1047.8,,,,,,,,,,,,,,,,
2024-01-01 03:00:00,457.88,202.0,0.0,98.4,1275.1,865.0,794.3,705.7,2398.0,1000.0,1899.8,0.0,1400.0,915.3,519.0,0.0,0.0,0.0,582.0,0.0,0.0,0.0
2024-01-01 03:15:00,,210.9,,,,866.6,,,,,,,,,,,,,,,,
2024-01-01 03:30:00,,228.7,,,,869.5,,,,,,,,,,,,,,,,
2024-01-01 03:45:00,,268.3,,,,872.9,,,,,,,,,,,,,,,,
2024-01-01 04:00:00,769.95,335.5,0.0,37.9,1335.7,978.3,799.8,775.4,2263.0,1007.9,2899.65,402.5,1401.0,896.4,519.0,263.0,7.9,0.0,632.1,1.0,0.0,0.0
2024-01-01 04:15:00,,344.6,,,,964.2,,,,,,,,,,,,,,,,
2024-01-01 04:30:00,,371.2,,,,970.8,,,,,,,,,,,,,,,,
2024-01-01 04:45:00,,315.1,,,,969.1,,,,,,,,,,,,,,,,
2024-01-01 05:00:00,554.1,46.0,0.0,0.0,1365.0,1043.9,798.88,654.4,2090.0,1000.0,581.05,1197.75,1400.0,772.1,519.0,0.0,0.0,32.65,341.1,0.0,0.1,0.0
2024-01-01 05:15:00,,22.8,,,,1022.8,,,,,,,,,,,,,,,,
2024-01-01 05:30:00,,28.2,,,,1028.2,,,,,,,,,,,,,,,,
2024-01-01 05:45:00,,20.7,,,,1020.7,,,,,,,,,,,,,,,,
2024-01-01 06:00:00,116.75,6.0,0.0,0.0,1446.1,1006.0,799.72,846.1,2318.0,1000.0,1295.0,185.35,1400.0,890.3,519.0,49.0,0.0,0.0,0.0,0.0,51.2,0.0
2024-01-01 06:15:00,,0.2,,,,1000.2,,,,,,,,,,,,,,,,
2024-01-01 06:30:00,,0.2,,,,1000.2,,,,,,,,,,,,,,,,
2024-01-01 06:45:00,,0.2,,,,1000.2,,,,,,,,,,,,,,,,
2024-01-01 07:00:00,214.33,78.8,0.0,65.8,1434.1,1021.3,794.25,608.5,2070.0,1000.0,1441.8,588.15,1400.0,862.7,519.0,0.0,0.0,0.0,82.0,0.0,63.2,0.0
2024-01-01 07:15:00,,31.0,,,,1031.0,,,,,,,,,,,,,,,,
2024-01-01 07:30:00,,43.3,,,,1033.9,,,,,,,,,,,,,,,,
2024-01-01 07:45:00,,21.2,,,,1021.2,,,,,,,,,,,,,,,,
2024-01-01 08:00:00,180.05,83.0,0.0,0.0,1667.5,460.0,791.76,821.2,2500.0,1000.0,634.0,1069.9,1400.0,991.7,519.0,5.0,0.0,523.1,198.25,0.0,79.8,0.0
2024-01-01 08:15:00,,74.3,,,,446.6,,,,,,,,,,,,,,,,
2024-01-01 08:30:00,,69.1,,,,443.7,,,,,,,,,,,,,,,,
2024-01-01 08:45:00,,73.2,,,,462.2,,,,,,,,,,,,,,,,
2024-01-01 09:00:00,0.0,17.3,0.0,44.5,2073.05,460.0,798.98,811.3,2500.0,1000.0,670.0,1320.55,1400.0,1004.2,519.0,0.0,0.0,214.85,596.5,0.0,22.2,0.0
2024-01-01 09:15:00,,35.3,,,,456.4,,,,,,,,,,,,,,,,
2024-01-01 09:30:00,,48.8,,,,427.2,,,,,,,,,,,,,,,,
2024-01-01 09:45:00,,82.7,,,,422.5,,,,,,,,,,,,,,,,
2024-01-01 10:00:00,13.18,61.2,62.0,23.5,1674.73,467.2,783.26,891.6,2500.0,1000.0,814.0,1230.25,1400.0,1116.3,519.0,0.0,0.0,0.0,211.5,0.0,0.0,0.0
2024-01-01 10:15:00,,65.3,,,,471.3,,,,,,,,,,,,,,,,
2024-01-01 10:30:00,,49.8,,,,455.8,,,,,,,,,,,,,,,,
2024-01-01 10:45:00,,60.8,,,,466.8,,,,,,,,,,,,,,,,
2024-01-01 11:00:00,249.95,54.7,0.0,146.8,1259.8,799.7,723.83,663.7,2500.0,1000.0,707.0,1317.45,1400.0,1149.3,519.0,0.0,0.0,985.35,201.75,0.0,0.2,0.0
2024-01-01 11:15:00,,99.9,,,,799.1,,,,,,,,,,,,,,,,
2024-01-01 11:30:00,,135.7,,,,775.7,,,,,,,,,,,,,,,,
2024-01-01 11:45:00,,115.8,,,,795.2,,,,,,,,,,,,,,,,
2024-01-01 12:00:00,0.0,316.7,0.0,568.0,1525.6,1050.4,674.4,671.6,2500.0,1000.0,287.5,782.3,1400.0,1319.4,519.0,0.0,0.0,1148.05,487.0,0.0,0.0,0.0
2024-01-01 12:15:00,,263.0,,,,1044.7,,,,,,,,,,,,,,,,
2024-01-01 12:30:00,,256.6,,,,1078.8,,,,,,,,,,,,,,,,
2024-01-01 12:45:00,,250.9,,,,1099.3,,,,,,,,,,,,,,,,
2024-01-01 13:00:00,0.0,197.9,0.0,77.7,1489.73,1047.4,735.43,874.8,2500.0,1000.0,0.0,652.35,1400.0,1425.4,519.0,0.0,0.0,2198.25,335.0,0.0,0.4,0.0
2024-01-01 13:15:00,,149.6,,,,1040.5,,,,,,,,,,,,,,,,
2024-01-01 13:30:00,,95.6,,,,1059.6,,,,,,,,,,,,,,,,
2024-01-01 13:45:00,,79.0,,,,1079.0,,,,,,,,,,,,,,,,
2024-01-01 14:00:00,35.75,1183.3,0.0,0.0,796.05,255.8,363.67,603.5,2500.0,1000.0,0.0,1714.9,1400.0,965.1,519.0,0.0,0.0,2732.6,310.0,0.0,0.0,0.0
2024-01-01 14:15:00,,1196.6,,,,288.8,,,,,,,,,,,,,,,,
2024-01-01 14:30:00,,1144.3,,,,305.1,,,,,,,,,,,,,,,,
2024-01-01 14:45:00,,1149.1,,,,339.7,,,,,,,,,,,,,,,,
2024-01-01 15:00:00,0.0,1053.2,487.28,0.0,497.63,71.8,143.0,80.4,2500.0,1000.0,0.0,1912.05,1400.0,835.9,519.0,0.0,0.0,3106.2,236.0,0.0,0.0,0.0
2024-01-01 15:15:00,,1021.5,,,,112.3,,,,,,,,,,,,,,,,
2024-01-01 15:30:00,,1037.0,,,,249.2,,,,,,,,,,,,,,,,
2024-01-01 15:45:00,,1028.3,,,,353.0,,,,,,,,,,,,,,,,
2024-01-01 16:00:00,0.0,1000.0,1174.55,4.5,440.78,0.0,143.0,73.7,2500.0,1000.0,0.0,1228.3,1400.0,818.6,519.0,0.0,0.0,1698.1,51.0,0.0,0.0,0.0
2024-01-01 16:15:00,,1000.0,,,,0.0,,,,,,,,,,,,,,,,
2024-01-01 16:30:00,,1051.1,,,,64.7,,,,,,,,,,,,,,,,
2024-01-01 16:45:00,,1059.3,,,,220.7,,,,,,,,,,,,,,,,
2024-01-01 17:00:00,170.4,1000.0,1217.65,50.5,0.0,220.3,43.0,26.0,2500.0,1000.0,0.0,2385.6,1400.0,787.6,519.0,0.0,0.0,1080.35,3.0,0.0,0.0,0.0
2024-01-01 17:15:00,,1000.0,,,,223.4,,,,,,,,,,,,,,,,
2024-01-01 17:30:00,,1004.5,,,,272.3,,,,,,,,,,,,,,,,
2024-01-01 17:45:00,,1020.0,,,,269.6,,,,,,,,,,,,,,,,
2024-01-01 18:00:00,721.93,296.0,208.45,180.0,91.7,385.2,43.0,25.6,2500.0,1001.0,0.0,1759.5,1400.0,816.3,0.0,0.0,1.0,2447.85,125.0,0.0,0.0,0.0
2024-01-01 18:15:00,,347.1,,,,354.4,,,,,,,,,,,,,,,,
2024-01-01 18:30:00,,399.2,,,,284.2,,,,,,,,,,,,,,,,
2024-01-01 18:45:00,,365.3,,,,250.3,,,,,,,,,,,,,,,,
2024-01-01 19:00:00,0.0,1051.8,1099.18,0.0,351.8,97.8,43.0,83.6,2500.0,1000.0,0.0,2165.15,1400.0,756.4,0.0,70.0,0.0,2957.5,71.5,0.0,0.4,0.0
2024-01-01 19:15:00,,1076.4,,,,100.1,,,,,,,,,,,,,,,,
2024-01-01 19:30:00,,1109.2,,,,109.2,,,,,,,,,,,,,,,,
2024-01-01 19:45:00,,1093.3,,,,93.3,,,,,,,,,,,,,,,,
2024-01-01 20:00:00,59.75,1009.4,438.95,148.5,303.95,248.5,43.0,0.0,2577.0,1023.9,0.0,1931.45,1400.0,752.3,101.3,102.0,41.6,2951.05,215.75,0.0,67.0,0.0
2024-01-01 20:15:00,,1009.0,,,,248.9,,,,,,,,,,,,,,,,
2024-01-01 20:30:00,,1027.2,,,,165.7,,,,,,,,,,,,,,,,
2024-01-01 20:45:00,,1037.9,,,,37.9,,,,,,,,,,,,,,,,
2024-01-01 21:00:00,114.13,1057.9,357.79,236.2,102.3,81.7,43.0,67.5,2542.0,997.0,0.0,1743.8,1400.0,387.8,0.0,63.0,0.0,2733.9,1227.0,0.0,21.5,81.0
2024-01-01 21:15:00,,1048.3,,,,48.3,,,,,,,,,,,,,,,,
2024-01-01 21:30:00,,1067.7,,,,80.4,,,,,,,,,,,,,,,,
2024-01-01 21:45:00,,1029.7,,,,29.7,,,,,,,,,,,,,,,,
2024-01-01 22:00:00,115.1,1000.0,98.18,578.2,0.0,0.0,250.75,360.1,2228.0,1001.5,0.0,1387.0,1400.0,0.0,519.0,944.0,1.5,2790.7,0.0,0.0,20.3,0.0
2024-01-01 22:15:00,,1000.0,,,,0.0,,,,,,,,,,,,,,,,
2024-01-01 22:30:00,,1000.0,,,,0.0,,,,,,,,,,,,,,,,
2024-01-01 22:45:00,,1000.0,,,,0.0,,,,,,,,,,,,,,,,
2024-01-01 23:00:00,0.0,1000.0,0.0,0.0,814.2,1.0,363.7,69.5,1982.0,1000.0,0.0,395.85,1400.0,375.6,519.0,213.0,0.0,3901.2,0.0,0.0,0.0,0.0
2024-01-01 23:15:00,,1000.0,,,,0.0,,,,,,,,,,,,,,,,
2024-01-01 23:30:00,,1000.0,,,,0.0,,,,,,,,,,,,,,,,
2024-01-01 23:45:00,,1000.0,,,,0.0,,,,,,,,,,,,,,,,
2024-01-02 00:00:00,0.0,1000.5,69.93,0.0,1110.9,2.5,47.95,497.5,2288.0,1000.0,0.0,37.0,1400.0,624.4,519.0,356.0,0.0,4553.0,51.2,0.0,0.0,0.0
2024-01-02 00:15:00,,1002.0,,,,2.0,,,,,,,,,,,,,,,,
2024-01-02 00:30:00,,1000.0,,,,0.0,,,,,,,,,,,,,,,,
2024-01-02 00:45:00,,1000.0,,,,0.0,,,,,,,,,,,,,,,,
2024-01-02 01:00:00,0.0,1002.0,610.65,0.0,1117.1,2.0,43.0,399.4,2302.0,1000.0,0.0,33.75,1400.0,579.9,609.0,277.0,0.0,3201.9,381.1,0.0,0.0,0.0
2024-01-02 01:15:00,,1000.0,,,,0.0,,,,,,,,,,,,,,,,
2024-01-02 01:30:00,,1000.0,,,,0.0,,,,,,,,,,,,,,,,
2024-01-02 01:45:00,,1000.0,,,,0.0,,,,,,,,,,,,,,,,
2024-01-02 02:00:00,0.0,1000.0,732.55,0.0,1435.0,9.0,43.0,669.5,2323.0,1000.0,0.0,18.75,1400.0,773.2,615.0,256.0,0.0,3653.4,772.0,0.0,0.2,0.0
2024-01-02 02:15:00,,1000.0,,,,0.0,,,,,,,,,,,,,,,,
2024-01-02 02:30:00,,1000.0,,,,0.0,,,,,,,,,,,,,,,,
2024-01-02 02:45:00,,1000.0,,,,0.0,,,,,,,,,,,,,,,,
2024-01-02 03:00:00,80.93,1000.0,0.0,34.7,1499.63,0.0,227.63,1099.4,2346.0,1000.0,0.0,10.0,1400.0,1014.7,615.0,582.0,0.0,3955.1,878.4,0.0,0.0,0.0
2024-01-02 03:15:00,,1000.1,,,,0.1,,,,,,,,,,,,,,,,
2024-01-02 03:30:00,,1001.6,,,,1.6,,,,,,,,,,,,,,,,
2024-01-02 03:45:00,,1002.2,,,,3.8,,,,,,,,,,,,,,,,
2024-01-02 04:00:00,9.08,1000.0,0.0,0.0,1861.5,0.0,580.75,1433.3,2432.0,993.0,0.0,46.0,1408.0,1163.2,615.0,923.0,0.0,4180.2,657.25,8.0,0.0,0.0
2024-01-02 04:15:00,,1000.0,,,,0.0,,,,,,,,,,,,,,,,
2024-01-02 04:30:00,,1000.0,,,,0.0,,,,,,,,,,,,,,,,
2024-01-02 04:45:00,,1006.6,,,,73.3,,,,,,,,,,,,,,,,
2024-01-02 05:00:00,0.0,1000.0,94.93,0.0,1206.9,0.0,157.3,1073.7,2218.0,991.0,0.0,415.35,1400.0,1024.8,549.0,637.0,0.0,3789.4,16.75,0.0,0.0,0.0
2024-01-02 05:15:00,,1000.0,,,,0.0,,,,,,,,,,,,,,,,
2024-01-02 05:30:00,,1000.0,,,,0.0,,,,,,,,,,,,,,,,
2024-01-02 05:45:00,,1020.8,,,,20.8,,,,,,,,,,,,,,,,
2024-01-02 06:00:00,0.0,1035.5,100.0,0.0,1022.3,79.7,511.25,1130.4,2029.0,992.0,0.0,1492.8,952.0,1176.9,0.0,594.0,6.2,3546.3,1463.0,0.0,0.0,0.0
2024-01-02 06:15:00,,1058.4,,,,116.0,,,,,,,,,,,,,,,,
2024-01-02 06:30:00,,1000.0,,,,197.9,,,,,,,,,,,,,,,,
2024-01-02 06:45:00,,1003.3,,,,262.0,,,,,,,,,,,,,,,,
2024-01-02 07:00:00,0.0,1057.5,100.0,0.0,972.1,228.9,595.35,1178.3,1983.0,1008.1,0.0,2213.7,560.0,1334.2,0.0,445.0,75.7,3881.0,1773.25,0.0,0.2,0.0
2024-01-02 07:15:00,,1083.5,,,,327.2,,,,,,,,,,,,,,,,
2024-01-02 07:30:00,,1046.1,,,,383.3,,,,,,,,,,,,,,,,
2024-01-02 07:45:00,,1042.5,,,,410.1,,,,,,,,,,,,,,,,
2024-01-02 08:00:00,133.25,1106.8,170.93,3.3,780.5,333.2,182.53,1179.0,2149.0,1000.0,0.0,2286.1,579.0,1392.2,0.0,778.0,103.3,3892.8,557.75,0.0,0.0,0.0
2024-01-02 08:15:00,,1086.9,,,,343.4,,,,,,,,,,,,,,,,
2024-01-02 08:30:00,,1052.9,,,,464.7,,,,,,,,,,,,,,,,
2024-01-02 08:45:00,,1028.4,,,,491.3,,,,,,,,,,,,,,,,
2024-01-02 09:00:00,0.0,905.2,567.28,0.0,592.35,321.8,139.0,1081.3,1318.0,1000.0,0.0,2259.9,14.0,1385.0,0.0,464.0,355.9,4161.9,663.5,19.0,0.0,0.0
2024-01-02 09:15:00,,904.0,,,,334.8,,,,,,,,,,,,,,,,
2024-01-02 09:30:00,,897.4,,,,399.1,,,,,,,,,,,,,,,,
2024-01-02 09:45:00,,869.9,,,,414.4,,,,,,,,,,,,,,,,
2024-01-02 10:00:00,0.0,1278.7,877.35,0.0,352.88,297.7,43.0,1008.5,548.0,628.3,0.0,2408.8,21.0,1408.7,0.0,83.0,111.7,4067.3,791.25,123.0,0.0,0.0
2024-01-02 10:15:00,,1268.7,,,,287.7,,,,,,,,,,,,,,,,
2024-01-02 10:30:00,,1252.9,,,,289.1,,,,,,,,,,,,,,,,
2024-01-02 10:45:00,,1284.6,,,,336.3,,,,,,,,,,,,,,,,
2024-01-02 11:00:00,0.0,1002.5,1363.3,0.0,247.1,15.0,43.0,983.4,306.0,101.7,0.0,2442.95,56.0,1439.9,0.0,546.0,97.6,3683.4,60.5,139.0,0.0,0.0
2024-01-02 11:15:00,,1000.0,,,,0.0,,,,,,,,,,,,,,,,
2024-01-02 11:30:00,,1000.0,,,,0.0,,,,,,,,,,,,,,,,
2024-01-02 11:45:00,,1000.0,,,,0.0,,,,,,,,,,,,,,,,
2024-01-02 12:00:00,105.23,1007.9,1240.08,0.0,330.2,14.6,43.0,1061.2,874.0,0.0,0.0,2312.4,98.0,1461.8,0.0,1477.0,488.5,4013.0,730.75,363.0,60.4,0.0
2024-01-02 12:15:00,,1012.1,,,,16.4,,,,,,,,,,,,,,,,
2024-01-02 12:30:00,,1000.0,,,,0.0,,,,,,,,,,,,,,,,
2024-01-02 12:45:00,,1000.0,,,,0.0,,,,,,,,,,,,,,,,
2024-01-02 13:00:00,17.1,1000.0,1153.13,0.0,769.55,12.0,43.0,1149.1,1109.0,0.0,0.0,2197.5,78.0,1410.3,0.0,1950.0,406.2,4012.9,608.0,176.0,0.0,0.0
2024-01-02 13:15:00,,1000.0,,,,51.0,,,,,,,,,,,,,,,,
2024-01-02 13:30:00,,1002.6,,,,26.2,,,,,,,,,,,,,,,,
2024-01-02 13:45:00,,1001.3,,,,27.9,,,,,,,,,,,,,,,,
2024-01-02 14:00:00,0.0,1004.1,849.45,0.0,950.48,4.1,43.0,1288.1,1098.0,21.4,0.0,2443.6,1.0,1350.1,0.0,1940.0,581.8,3571.0,1380.0,373.0,0.0,0.0
2024-01-02 14:15:00,,1004.1,,,,4.1,,,,,,,,,,,,,,,,
2024-01-02 14:30:00,,1004.1,,,,4.1,,,,,,,,,,,,,,,,
2024-01-02 14:45:00,,1011.4,,,,23.6,,,,,,,,,,,,,,,,
2024-01-02 15:00:00,0.0,1000.0,821.4,34.5,1375.7,0.0,43.0,1347.8,1355.0,26.4,0.0,2601.5,0.0,1303.5,0.0,1940.0,688.4,2610.2,1288.5,235.0,30.0,131.6
2024-01-02 15:15:00,,1000.0,,,,0.0,,,,,,,,,,,,,,,,
2024-01-02 15:30:00,,1000.0,,,,89.1,,,,,,,,,,,,,,,,
2024-01-02 15:45:00,,1000.0,,,,179.1,,,,,,,,,,,,,,,,
2024-01-02 16:00:00,0.0,1237.4,520.88,121.5,1531.8,290.5,43.0,1601.1,1291.0,88.7,0.0,1706.2,229.0,1378.4,0.0,1971.0,637.3,3182.9,1026.25,76.0,51.6,0.0
2024-01-02 16:15:00,,1164.3,,,,307.8,,,,,,,,,,,,,,,,
2024-01-02 16:30:00,,1114.1,,,,382.2,,,,,,,,,,,,,,,,
2024-01-02 16:45:00,,1140.3,,,,375.7,,,,,,,,,,,,,,,,
2024-01-02 17:00:00,0.0,1035.0,157.0,157.5,1117.65,315.6,43.0,1266.4,576.0,99.7,0.0,1898.05,594.0,1335.4,0.0,934.0,362.0,3146.2,213.75,0.0,30.0,0.0
2024-01-02 17:15:00,,1031.5,,,,382.5,,,,,,,,,,,,,,,,
2024-01-02 17:30:00,,1046.5,,,,545.6,,,,,,,,,,,,,,,,
2024-01-02 17:45:00,,1033.8,,,,708.4,,,,,,,,,,,,,,,,
2024-01-02 18:00:00,0.0,1036.6,0.0,134.8,1046.1,1040.5,790.28,1262.0,1920.0,320.4,0.0,1189.8,1190.0,1390.4,0.0,0.0,0.0,4171.4,190.0,0.0,0.0,0.0
2024-01-02 18:15:00,,1113.4,,,,921.7,,,,,,,,,,,,,,,,
2024-01-02 18:30:00,,1119.3,,,,904.3,,,,,,,,,,,,,,,,
2024-01-02 18:45:00,,1208.1,,,,882.9,,,,,,,,,,,,,,,,
2024-01-02 19:00:00,0.0,0.0,180.0,0.0,1689.88,972.8,979.35,1467.2,1171.0,673.8,0.0,451.35,1400.0,1447.6,0.0,29.0,0.0,3425.8,6.0,0.0,35.2,0.0
2024-01-02 19:15:00,,8.0,,,,980.0,,,,,,,,,,,,,,,,
2024-01-02 19:30:00,,4.6,,,,976.6,,,,,,,,,,,,,,,,
2024-01-02 19:45:00,,103.9,,,,1074.6,,,,,,,,,,,,,,,,
2024-01-02 20:00:00,0.0,0.0,12.8,0.0,2586.0,926.6,812.63,1801.1,2439.0,745.0,0.0,297.4,1400.0,1384.3,269.5,235.0,8.0,3245.3,4.75,0.0,66.3,0.0
2024-01-02 20:15:00,,0.0,,,,926.6,,,,,,,,,,,,,,,,
2024-01-02 20:30:00,,15.4,,,,941.4,,,,,,,,,,,,,,,,
2024-01-02 20:45:00,,107.4,,,,995.2,,,,,,,,,,,,,,,,
2024-01-02 21:00:00,0.0,240.7,0.0,0.0,2964.73,856.4,790.85,1745.3,2282.0,741.4,0.0,615.3,1400.0,1227.6,212.1,324.0,8.1,2433.35,76.25,0.0,4.8,0.0
2024-01-02 21:15:00,,237.5,,,,898.4,,,,,,,,,,,,,,,,
2024-01-02 21:30:00,,276.5,,,,897.0,,,,,,,,,,,,,,,,
2024-01-02 21:45:00,,306.2,,,,929.1,,,,,,,,,,,,,,,,
2024-01-02 22:00:00,0.0,121.2,0.0,0.0,2599.73,804.6,799.75,1411.8,2500.0,748.0,40.8,1325.15,1400.0,971.4,519.0,128.0,0.0,507.55,204.75,0.0,0.0,0.0
2024-01-02 22:15:00,,196.9,,,,777.3,,,,,,,,,,,,,,,,
2024-01-02 22:30:00,,182.8,,,,866.8,,,,,,,,,,,,,,,,
2024-01-02 22:45:00,,223.9,,,,907.9,,,,,,,,,,,,,,,,
2024-01-02 23:00:00,0.0,232.7,0.0,9.5,2500.83,880.6,739.05,1422.3,2500.0,754.0,0.0,903.2,1400.0,1184.1,519.0,5.0,0.0,1826.85,26.0,0.0,0.3,0.0
2024-01-02 23:15:00,,269.0,,,,860.1,,,,,,,,,,,,,,,,
2024-01-02 23:30:00,,390.2,,,,843.1,,,,,,,,,,,,,,,,
2024-01-02 23:45:00,,463.0,,,,831.6,,,,,,,,,,,,,,,,
2024-01-03 00:00:00,0.0,0.0,0.0,0.0,2424.4,692.0,726.08,1596.9,2500.0,760.0,0.0,581.45,1400.0,1238.3,519.0,0.0,0.0,2318.0,2.75,0.0,0.0,0.0
2024-01-03 00:15:00,,60.7,,,,691.8,,,,,,,,,,,,,,,,
2024-01-03 00:30:00,,114.5,,,,659.3,,,,,,,,,,,,,,,,
2024-01-03 00:45:00,,203.9,,,,645.9,,,,,,,,,,,,,,,,
2024-01-03 01:00:00,0.0,45.8,0.0,0.0,2076.08,1005.4,798.25,1412.8,2500.0,760.0,0.0,695.0,1400.0,1163.5,519.0,0.0,0.0,830.1,9.75,0.0,0.0,0.0
2024-01-03 01:15:00,,20.5,,,,1000.3,,,,,,,,,,,,,,,,
2024-01-03 01:30:00,,34.3,,,,1034.3,,,,,,,,,,,,,,,,
2024-01-03 01:45:00,,178.1,,,,999.1,,,,,,,,,,,,,,,,
2024-01-03 02:00:00,0.0,110.0,0.0,0.0,1909.48,531.1,797.83,1233.0,2500.0,763.0,23.2,913.65,1400.0,1144.0,519.0,0.0,0.0,843.95,90.75,0.0,0.0,0.0
2024-01-03 02:15:00,,148.2,,,,523.6,,,,,,,,,,,,,,,,
2024-01-03 02:30:00,,95.5,,,,513.2,,,,,,,,,,,,,,,,
2024-01-03 02:45:00,,99.0,,,,516.5,,,,,,,,,,,,,,,,
2024-01-03 03:00:00,0.0,342.6,0.0,0.0,2091.08,743.6,798.93,1493.7,2500.0,760.0,0.0,625.6,1400.0,1205.4,519.0,0.0,0.0,1001.7,38.0,0.0,0.0,0.0
2024-01-03 03:15:00,,355.8,,,,756.8,,,,,,,,,,,,,,,,
2024-01-03 03:30:00,,343.9,,,,744.9,,,,,,,,,,,,,,,,
2024-01-03 03:45:00,,335.2,,,,736.2,,,,,,,,,,,,,,,,
2024-01-03 04:00:00,0.0,302.6,0.0,0.0,2208.5,920.4,780.75,1686.4,2500.0,756.0,0.0,87.0,1400.0,1270.6,519.0,258.0,0.0,3237.35,110.6,0.0,0.0,0.0
2024-01-03 04:15:00,,236.0,,,,968.8,,,,,,,,,,,,,,,,
2024-01-03 04:30:00,,219.7,,,,966.4,,,,,,,,,,,,,,,,
2024-01-03 04:45:00,,212.4,,,,959.4,,,,,,,,,,,,,,,,
2024-01-03 05:00:00,4.08,763.5,0.0,0.0,2578.73,1279.0,797.73,2062.9,2317.0,754.0,0.0,639.75,1400.0,1475.6,519.0,310.0,0.0,2494.0,250.75,0.0,22.4,0.0
2024-01-03 05:15:00,,693.1,,,,1293.2,,,,,,,,,,,,,,,,
2024-01-03 05:30:00,,621.1,,,,1314.2,,,,,,,,,,,,,,,,
2024-01-03 05:45:00,,619.9,,,,1383.9,,,,,,,,,,,,,,,,
2024-01-03 06:00:00,0.0,734.0,0.0,8.7,1932.85,1118.2,764.28,1884.5,2035.0,749.0,0.0,1188.0,1400.0,1382.5,519.0,295.0,0.0,1696.6,374.25,0.0,32.8,0.0
2024-01-03 06:15:00,,649.8,,,,1134.1,,,,,,,,,,,,,,,,
2024-01-03 06:30:00,,549.5,,,,1170.3,,,,,,,,,,,,,,,,
2024-01-03 06:45:00,,491.7,,,,1260.4,,,,,,,,,,,,,,,,
2024-01-03 07:00:00,0.0,486.2,0.0,0.0,2058.88,998.5,786.15,1872.0,2226.0,761.6,0.0,899.3,1404.0,1432.7,519.0,174.0,20.6,2074.2,159.25,4.0,81.5,0.0
2024-01-03 07:15:00,,457.8,,,,957.2,,,,,,,,,,,,,,,,
2024-01-03 07:30:00,,332.2,,,,991.4,,,,,,,,,,,,,,,,
2024-01-03 07:45:00,,310.6,,,,1007.5,,,,,,,,,,,,,,,,
2024-01-03 08:00:00,0.0,28.3,0.0,1.8,2313.08,852.6,726.33,2017.4,2283.0,756.0,0.0,1048.4,1446.0,1445.8,519.0,12.0,0.0,3192.5,48.75,46.0,97.7,0.0
2024-01-03 08:15:00,,0.0,,,,852.6,,,,,,,,,,,,,,,,
2024-01-03 08:30:00,,0.6,,,,852.6,,,,,,,,,,,,,,,,
2024-01-03 08:45:00,,18.9,,,,855.3,,,,,,,,,,,,,,,,
2024-01-03 09:00:00,0.0,0.0,0.0,0.0,2372.83,783.7,590.88,1952.3,2386.0,776.0,0.0,866.4,1400.0,1421.3,519.0,0.0,0.0,1837.1,236.5,0.0,256.4,0.0
2024-01-03 09:15:00,,2.4,,,,783.7,,,,,,,,,,,,,,,,
2024-01-03 09:30:00,,82.3,,,,787.9,,,,,,,,,,,,,,,,
2024-01-03 09:45:00,,122.8,,,,784.6,,,,,,,,,,,,,,,,
