timestamp,AT,BE,CH,CZ,DK1,DK2,FR,NL,NO2,PL,SE4,net_import_total
2024-01-03 07:00:00,-2058.88,-849.5000000000001,-786.15,-1872.0,-2052.0,-741.0,2074.2,-740.05,-1400.0,-1351.2,-519.0,-10295.580000000002
2024-01-03 08:00:00,-2313.08,-890.9,-726.33,-2015.6,-2271.0,-756.0,3192.5,-999.65,-1400.0,-1348.1,-519.0,-10047.16
2024-01-03 09:00:00,-2372.83,-964.0,-590.88,-1952.3,-2386.0,-776.0,1837.1,-629.9,-1400.0,-1164.9,-519.0,-10918.71
2024-01-03 10:00:00,-1365.87,-1000.0,-718.5,-1600.9,-2390.0,-813.0,1318.45,-460.1,-1400.0,-1212.1,-519.0,-10161.020000000002
2024-01-03 11:00:00,-1736.95,927.5,-798.95,-1863.7,-2500.0,-865.0,1467.35,-306.3,-1400.0,-1250.0,-519.0,-8845.05
2024-01-03 12:00:00,-1766.1,907.8,-770.38,-1969.3,-2464.0,-906.0,2595.1,-340.9,-1400.0,-1525.5,-519.0,-8158.279999999999
2024-01-03 13:00:00,-1472.38,839.1999999999999,-751.6,-1739.4,-2038.0,-900.1,3618.0,-835.95,-1400.0,-1479.3,-519.0,-6678.530000000001
2024-01-03 14:00:00,-701.5,809.3999999999999,-742.18,-1338.6,-1650.0,-750.9,3715.5,-1032.65,-1182.0,-1388.7,-515.4,-4777.03
2024-01-03 15:00:00,-351.72,981.4,-710.15,-1232.7,-1579.0,-890.8,2638.95,-1216.95,-719.0,-1311.8,0.0,-4391.77
2024-01-03 16:00:00,-63.85000000000002,909.2,-377.0,-1074.5,-750.0,-549.2,1550.75,-1354.75,-143.0,-1278.6,0.0,-3130.95
2024-01-03 17:00:00,-383.2,787.8,27.19999999999999,-822.6,192.0,-79.0,1765.25,-1548.9,209.0,-1104.9,0.0,-957.35
2024-01-03 18:00:00,-315.12,675.3,-281.63,-703.3000000000001,383.0,130.1,2565.0,-708.05,71.0,-1170.7,0.0,645.5999999999999
2024-01-03 19:00:00,-634.12,1000.0,-564.83,-1237.9,-618.0,-380.1,3467.45,-1402.45,-271.0,-1401.6,0.0,-2042.5500000000004
2024-01-03 20:00:00,-621.6,1000.0,-201.25,-1038.3,-963.0,-287.0,3484.7,-1898.4,-792.0,-1051.5,0.0,-2368.3500000000004
2024-01-03 21:00:00,-567.0999999999999,986.4,-576.08,-546.2,-1117.0,-284.9,2806.9,-1840.5,-1310.0,-507.2000000000001,0.0,-2955.6800000000003
2024-01-03 22:00:00,-1183.63,838.5999999999999,-736.55,-629.8,-1580.0,-480.6,2229.3,-1485.45,-1400.0,-483.5,0.0,-4911.63
2024-01-03 23:00:00,-1582.83,779.7,-787.8,-730.1,-1253.0,-822.0,2999.0,-1148.5,-1400.0,-755.0,-4.8,-4705.33
2024-01-04 00:00:00,-1486.08,776.6,-382.84,-946.7,-1046.0,-851.0,3418.0,-1764.35,-1400.0,-863.0,-519.0,-5064.37
2024-01-04 01:00:00,-1709.25,732.2,-156.13,-952.2,-1650.0,-787.0,2701.15,-1660.4499999999998,-1400.0,-866.8,-519.0,-6267.4800000000005
2024-01-04 02:00:00,-1692.28,750.4,-35.28,-946.4,-1768.0,-762.0,2774.05,-1653.85,-1400.0,-864.9,-519.0,-6117.259999999998
2024-01-04 03:00:00,-1521.35,-89.19999999999999,-554.28,-1030.1,-1863.0,-749.0,3482.6,-1981.55,-1400.0,-960.7,-519.0,-7185.580000000001
2024-01-04 04:00:00,-1452.4,-7.299999999999954,-761.45,-950.7,-1427.0,-741.0,3061.0,-1763.15,-1196.0,-959.4,-503.6,-6701.0
2024-01-04 05:00:00,-906.65,115.0,-522.91,-1047.5,-464.0,-739.0,1115.35,-1991.3,-596.0,-1129.0,0.0,-6166.01
2024-01-04 06:00:00,-700.4200000000001,115.0,-124.57,-1087.5,-498.0,-299.1,1477.05,-1821.85,-20.0,-1264.5,0.0,-4223.889999999999
2024-01-04 07:00:00,-195.55000000000007,954.0,290.39,-963.4,-131.0,-113.2,1227.0,-1741.05,533.0,-1004.9,0.0,-1144.71
2024-01-04 08:00:00,142.43,976.3,-240.22000000000003,-71.6,-449.0,-713.2,2681.3,-1837.9,-67.0,-550.9,0.0,-129.78999999999985
2024-01-04 09:00:00,701.7,1000.0,40.9,188.3,-460.0,-632.4,1250.25,-1324.75,-187.0,-400.0,0.0,177.0
2024-01-04 10:00:00,918.1,1000.0,-514.91,437.5,-918.0,-739.9,920.95,-1725.0500000000002,-354.0,-400.0,0.0,-1375.31
2024-01-04 11:00:00,716.5,760.9,381.47,-86.3,-831.0,-742.3,1828.1,-1490.85,-153.0,-558.0,0.0,-174.4799999999998
2024-01-04 12:00:00,660.28,760.1,569.16,-138.89999999999998,-1757.0,-767.0,3654.95,-739.9000000000001,195.0,-696.1000000000001,0.0,1740.5899999999997
2024-01-04 13:00:00,678.3,861.5,1382.08,256.6,-762.0,-653.1,2505.25,-1329.15,146.0,-359.99999999999994,0.0,2725.48
2024-01-04 14:00:00,546.1,1000.0,2851.74,723.9,-668.0,-621.3,2729.65,-1594.55,40.0,-144.59999999999997,0.0,4862.94
2024-01-04 15:00:00,1142.9,976.2,3957.26,1581.1,-764.0,-782.3,2345.75,-2053.9,385.0,298.70000000000005,0.0,7086.71
2024-01-04 16:00:00,1838.6,1000.0,3964.96,2253.9,-1632.0,-776.0,1996.7,-733.75,260.0,1491.0,0.0,9663.41
2024-01-04 17:00:00,2139.0,987.3,3999.95,2645.2,-772.0,-815.5,650.0,-1077.55,460.0,2007.4,0.0,10223.8
2024-01-04 18:00:00,2269.0,1000.0,3989.22,2445.9,339.0,-692.1,1543.0,-270.5,608.0,1210.1999999999998,0.0,12441.719999999998
2024-01-04 19:00:00,1374.33,1000.0,3910.64,2203.1,239.0,-529.3,3012.8,-712.65,419.0,603.1,0.0,11520.02
2024-01-04 20:00:00,1275.23,1000.0,2897.53,1609.7,750.0,-679.5,3330.35,-84.5,373.0,925.4,0.0,11397.21
2024-01-04 21:00:00,1228.98,1000.0,1568.15,1276.9,1319.0,-445.6,3136.0,-288.9,566.0,621.5,0.0,9982.03
2024-01-04 22:00:00,941.6,1000.0,867.15,876.3,1719.0,-227.0,3280.55,-903.0,599.0,375.2,0.0,8528.800000000001
2024-01-04 23:00:00,716.0,999.0,-351.03,676.2,152.0,-359.7,3719.35,671.5,59.0,239.0,-600.0,5921.32
2024-01-05 00:00:00,473.08,1000.0,-301.45,458.9,-992.0,-813.0,4032.1,654.8,280.0,50.0,-615.0,4227.429999999999
2024-01-05 01:00:00,276.3,1000.0,-71.7,292.40000000000003,-1448.0,-829.2,4314.5,536.65,291.0,57.4,-615.0,3804.35
2024-01-05 02:00:00,274.6,1000.0,-289.23,208.3,-1239.0,-865.8,4394.0,255.55,121.0,-5.9,-615.0,3238.52
2024-01-05 03:00:00,-331.5,998.0,-583.75,67.7,-779.0,-974.9,4523.0,381.35,320.0,-315.0,-566.0,2739.9
2024-01-05 04:00:00,-1477.35,1000.0,-754.68,-905.5,-191.0,-977.0,4686.0,1027.25,633.0,-1290.9,-519.0,1230.8200000000002
2024-01-05 05:00:00,-1330.85,1000.0,-754.05,-736.3,405.0,-977.0,4286.05,404.25,564.0,-1123.7,-519.0,1218.4000000000003
2024-01-05 06:00:00,-819.28,1000.0,-772.54,-585.3,-347.0,-982.0,3482.55,917.9,509.0,-1171.6,-519.0,712.7300000000005
2024-01-05 07:00:00,-199.0,1000.0,-7.200000000000003,-102.5,-387.0,-1000.0,2910.5,504.25,269.0,-1070.3,-519.0,1398.7500000000002
2024-01-05 08:00:00,445.7,1000.0,-383.32,148.6,-656.0,-1000.0,1190.6,55.89999999999998,140.0,-964.7,-519.0,-542.2200000000001
2024-01-05 09:00:00,713.8,1000.0,-536.23,619.0,-670.0,-1000.0,855.3,-722.3,42.0,-880.7,-519.0,-1098.13
2024-01-05 10:00:00,67.12,1000.0,-469.63,502.4,-814.0,-993.0,198.45,-681.2,63.0,-889.0,-519.0,-2534.86
2024-01-05 11:00:00,-38.0,991.0,-350.28,52.8,-1290.0,-968.0,1341.35,-513.3,-69.0,-986.4,-519.0,-2348.83
2024-01-05 12:00:00,-702.63,1000.0,-532.8,17.900000000000006,-1127.0,-929.0,2032.65,-505.25,-194.0,-1112.8,-519.0,-2571.9299999999994
2024-01-05 13:00:00,-259.53,1000.0,-220.01,42.7,-940.0,-908.0,1634.0,82.64999999999998,24.0,-967.9,-519.0,-1031.09
2024-01-05 14:00:00,-11.799999999999985,1000.0,-486.95,30.8,-505.0,-882.0,2250.8,-578.8,59.0,-951.6,-519.0,-594.5499999999996
2024-01-05 15:00:00,331.93,1000.0,305.65,154.0,-516.0,-859.0,2246.7,-1815.7,67.0,-801.5,-519.0,-405.9200000000003
2024-01-05 16:00:00,384.38,1000.0,2083.68,226.2,-1102.0,-845.0,1536.35,-1943.9,-530.0,-788.0,-519.0,-497.2900000000004
2024-01-05 17:00:00,107.52,1000.0,815.34,306.5,-831.0,-830.0,668.05,35.35000000000002,-899.0,-633.1,-519.0,-779.3399999999998
2024-01-05 18:00:00,167.88,998.4,63.17999999999999,245.5,-813.0,-822.0,466.9,-213.29999999999995,-346.0,-697.8,-519.0,-1469.2399999999998
2024-01-05 19:00:00,-201.88,1000.0,-526.01,280.9,-713.0,-798.2,668.8,-10.75,-455.0,-730.0,-519.0,-2004.14
2024-01-05 20:00:00,-942.53,1000.0,-193.19,-60.7,-1082.0,-770.6,1369.2,-4.900000000000006,-474.0,-783.0999999999999,-519.0,-2460.82
2024-01-05 21:00:00,-824.88,1000.0,-24.11,0.0999999999999943,-845.0,-686.3,1195.1,-278.29999999999995,-322.0,-808.8000000000001,-519.0,-2113.19
2024-01-05 22:00:00,-628.5300000000001,933.3,-331.57,9.700000000000005,-743.0,-556.8,1239.3,-757.25,102.0,-581.4,-519.0,-1833.25
2024-01-05 23:00:00,-139.73,1000.0,-531.22,733.6,-1340.0,-766.0,1774.75,-1083.05,-358.0,-789.0,-519.0,-2017.65
2024-01-06 00:00:00,121.52,1000.0,-466.15,869.0,-1798.0,-768.0,1562.15,-1270.95,-25.0,44.0,-519.0,-1250.43
2024-01-06 01:00:00,219.42,1000.0,-489.47,2026.8,-1985.0,-745.7,1924.95,-1334.85,-563.0,131.8,-519.0,-334.0499999999999
2024-01-06 02:00:00,542.18,1000.0,-343.76,893.1,-2030.0,-738.4,2909.75,-753.7,-745.0,370.0,-519.0,585.1699999999998
2024-01-06 03:00:00,510.95,955.8,-118.3,823.8,-2097.0,-768.0,3979.35,-995.7,-833.0,267.0,-519.0,1205.8999999999996
2024-01-06 04:00:00,411.48,942.4,-252.97,1231.2,-2149.0,-768.0,3247.15,-435.1,-966.0,577.0,-519.0,1319.1600000000003
2024-01-06 05:00:00,883.13,802.1,-670.51,1190.8,-2156.0,-769.8,2508.95,-554.5999999999999,-476.0,439.4,-519.0,678.4699999999998
2024-01-06 06:00:00,656.05,741.3,-129.79999999999998,1259.0,-2106.0,-771.0,2339.35,-768.55,-609.0,147.0,-519.0,239.3500000000001
2024-01-06 07:00:00,23.92,828.6,-223.9,1763.2,-1392.0,-772.3,2219.1,-970.65,-546.0,-404.3,-519.0,6.669999999999845
2024-01-06 08:00:00,108.6,756.3,-177.2,1628.0,-1269.0,-762.3000000000001,2960.25,-203.6,44.0,-378.00000000000006,-519.0,2188.05
2024-01-06 09:00:00,341.52,662.8,176.76999999999998,948.8,-1751.0,-787.0,3228.05,93.14999999999998,-311.0,218.29999999999995,-519.0,2301.3900000000003
2024-01-06 10:00:00,952.8,632.4,403.23,992.5,-1127.0,-750.8,2527.8,-684.2,-669.0,352.0,-519.0,2110.7300000000005
2024-01-06 11:00:00,1001.1,773.5999999999999,1494.5,810.8,-1350.0,-776.4,3365.45,-997.25,-411.0,275.0,-519.0,3666.7999999999993
2024-01-06 12:00:00,807.3,743.5000000000001,1298.59,218.3,-968.0,-823.0,3333.0,-1431.6,-368.0,-134.8,-519.0,2156.2900000000004
2024-01-06 13:00:00,872.5,588.2,1505.87,159.30000000000007,-1439.0,-845.9,3568.0,-1210.2,-845.0,-320.0,-519.0,1514.7700000000004
2024-01-06 14:00:00,1044.5,537.1000000000001,2312.22,625.0,-945.0,-851.6,2889.0,-1603.1,-303.0,-14.0,-519.0,3172.1199999999994
2024-01-06 15:00:00,1040.3,583.4000000000001,2855.04,893.9,-755.0,-860.0,2628.5,-1854.4,-855.0,8.0,-519.0,3165.74
2024-01-06 16:00:00,1509.5,569.2,3663.55,1381.5,-2051.0,-861.0,2734.95,-1986.0,-1366.0,615.6,-519.0,3691.3
2024-01-06 17:00:00,1333.33,498.3,3805.34,1371.3,-2454.0,-863.0,3008.3,-1252.3,-1354.0,744.0,-519.0,4318.27
2024-01-06 18:00:00,935.53,455.5,3802.35,1253.1,-2080.0,-745.0,2607.0,-785.45,-1124.0,649.0,-519.0,4449.03
2024-01-06 19:00:00,710.38,981.0,2361.94,1050.0,-2158.0,-852.0,2292.45,-419.4,-527.0,-17.200000000000003,-519.0,2903.17
2024-01-06 20:00:00,1109.23,981.0,820.75,1309.0,-2302.0,-855.6,1306.6,-1048.15,73.0,140.9,-519.0,1015.7299999999996
2024-01-06 21:00:00,1047.98,963.8,-142.55,2014.5,-2348.0,-875.0,1453.35,-1028.65,255.0,71.9,-519.0,893.3300000000004
2024-01-06 22:00:00,1530.68,948.3,-533.15,1848.0,-2211.0,-853.9,781.35,-1443.2,163.0,828.0,-519.0,539.0799999999999
2024-01-06 23:00:00,1470.0,987.5,-86.93,1929.8,-2382.0,-814.8,1028.25,-1722.0,-410.0,961.3,-104.3,856.8199999999997
2024-01-07 00:00:00,1213.2,1000.0,-349.48,1822.2,-2084.0,-644.6,2004.65,-1689.55,-447.0,954.0,-549.0,1230.4200000000003
2024-01-07 01:00:00,1375.15,1000.0,-356.38,1770.0,-2250.0,-801.1,2506.35,-1409.1,-1031.0,948.8,-595.0,1157.7200000000005
2024-01-07 02:00:00,1544.98,1000.0,-405.44,1749.0,-2234.0,-892.9,3502.0,-1339.3,-1335.0,989.0,-615.0,1963.34
2024-01-07 03:00:00,1406.35,993.3,-470.43,1573.5,-2132.0,-918.6,3949.4,-792.5,-1233.0,882.0,-615.0,2643.0199999999995
2024-01-07 04:00:00,1216.65,995.7,-618.15,1347.3,-2259.0,-941.5,4111.0,-977.1,-1257.0,688.0,-615.0,1690.9
2024-01-07 05:00:00,792.0699999999999,1000.0,-560.3,1304.2,-2195.0,-964.3,3547.45,-680.6,-1254.0,414.4,-615.0,788.9200000000001
2024-01-07 06:00:00,833.18,1000.0,-199.03,1355.3,-2194.0,-980.0,2874.4,-1064.4,-1035.0,600.0,-615.0,575.4499999999998
2024-01-07 07:00:00,651.73,988.0,-286.45,1186.8,-2455.0,-923.1,2565.4,-643.05,-756.0,441.8,-615.0,155.1300000000001
2024-01-07 08:00:00,926.98,949.0,-257.94000000000005,1237.1,-2315.0,-828.2,1549.3,-1305.25,-426.0,507.0,-615.0,-578.0100000000002
2024-01-07 09:00:00,1098.43,976.4,406.75,1182.9,-1955.0,-777.6,1286.0,-1693.75,-39.0,487.0,-615.0,357.1300000000001
2024-01-07 10:00:00,1297.78,973.4,713.05,1189.8,-1858.0,-603.8,1154.0,-889.45,-15.0,483.0,-615.0,1829.78
2024-01-07 11:00:00,1858.98,1000.0,-126.55,979.8,-2092.0,-450.9,1612.6,440.2,-569.0,329.0,-615.0,2367.129999999999
2024-01-07 12:00:00,855.0,1000.0,-0.2999999999999971,1036.3,-1954.0,-363.6,2122.0,47.400000000000006,-809.0,404.0,-615.0,1722.8000000000002
2024-01-07 13:00:00,1019.3,1000.0,762.11,641.7,-2031.0,-72.60000000000002,2068.0,-969.85,-801.0,359.0,-615.0,1360.66
2024-01-07 14:00:00,785.7,987.8,1868.55,366.1,-1812.0,0.7999999999999545,2503.1,-1347.6,-439.0,-63.0,-615.0,2235.45
2024-01-07 15:00:00,1244.5,1000.0,3509.15,860.1,-1659.0,-545.2,1556.4,-2483.4,-391.0,-248.0,-615.0,2228.5500000000006
2024-01-07 16:00:00,1297.4,1000.0,3999.43,528.9000000000001,-1524.0,-255.70000000000005,1731.2,-2692.95,-891.0,-101.0,-464.3,2627.98
2024-01-07 17:00:00,1522.45,910.9,3375.78,760.2,-2150.0,-435.19999999999993,659.3,-1275.4499999999998,-985.0,233.4,0.0,2616.380000000001
2024-01-07 18:00:00,1922.25,820.9,2002.36,881.0,-2053.0,-420.7000000000001,256.04999999999995,-2445.7,-878.0,109.80000000000008,0.0,194.96000000000083
2024-01-07 19:00:00,1597.03,946.9,-193.35,-180.4000000000001,-1274.0,-791.9,894.3,-1503.65,-353.0,79.2,0.0,-778.8699999999998
2024-01-07 20:00:00,1093.55,856.5,-477.33,453.4000000000001,-617.0,-637.5,-648.45,-1405.1,79.0,-151.5,0.0,-1454.4299999999998
2024-01-07 21:00:00,1259.63,731.8999999999999,-800.0,301.3000000000002,-404.0,-44.400000000000006,-322.29999999999995,-1322.0500000000002,2.0,421.0,0.0,-176.92000000000007
2024-01-07 22:00:00,940.28,764.5999999999999,-631.04,697.2,32.0,-212.6,322.94999999999993,-1491.5500000000002,7.0,500.8,0.0,929.6399999999996
2024-01-07 23:00:00,1701.13,719.4,-786.85,1610.0,-145.0,-70.2,162.29999999999995,-2309.05,-6.0,865.0,0.0,1740.7300000000005
2024-01-08 00:00:00,1874.6,649.0,-798.86,1363.4,-1247.0,-204.2,23.25,-1604.6,-40.0,850.9000000000001,0.0,866.4899999999996
2024-01-08 01:00:00,1689.9,500.9,-781.95,699.8,-1082.0,-434.8,655.8,-2023.85,-114.0,855.9,0.0,-34.29999999999984
2024-01-08 02:00:00,1609.7,325.4,-799.97,524.7,-1514.0,-300.8,468.0,-719.5500000000002,-258.0,818.0,0.0,153.4799999999998
2024-01-08 03:00:00,1653.2,-3.900000000000091,-799.6,121.09999999999992,-1906.0,-435.6,979.5,-459.8,-312.0,904.0,0.0,-259.10000000000014
2024-01-08 04:00:00,549.82,191.70000000000005,-770.38,533.4,-2063.0,-793.7,1785.0,-29.85,178.0,394.8,0.0,-24.209999999999923
2024-01-08 05:00:00,322.47,215.0,-756.28,-553.2,-1166.0,-715.8,994.4,1783.45,3.0,-305.7,0.0,-178.6599999999998
2024-01-08 06:00:00,-11.680000000000009,325.19999999999993,537.44,-31.80000000000001,-1692.0,-846.0,1207.55,2271.65,476.0,-436.9,0.0,1799.46
2024-01-08 07:00:00,1030.2,-972.8,655.08,40.19999999999993,-2221.0,-862.0,1807.0,2277.2,488.0,-479.1,0.0,1762.7800000000002
