timestamp_cec,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Fossil Oil shale,Fossil Peat,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Marine,Nuclear,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore,Other
2022-01-01 00:00:00+01:00,482.000,0.000,0.000,4350.000,0.000,164.000,0.000,0.000,0.000,3503.000,5837.000,2475.000,0.000,0.000,0.000,2500.000,103.000,0.000,3500.000,954.000
