timestamp_cec,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Marine,Nuclear,Solar,Waste,Wind Offshore,Wind Onshore,Other
2022-01-01 00:00:00+01:00,1301.000,13074.000,1816.000,2762.000,2.000,5050.000,11834.000,8785.000,243.000,61370.000,13154.000,947.000,20.000,19516.000,1157.000
