timestamp_cec,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore,Other
2022-01-01 00:00:00+01:00,8332.000,18544.000,0.000,30553.000,18830.000,3966.000,51.000,9379.000,3660.000,1298.000,4056.000,352.000,57744.000,1599.000,7787.000,55289.000,1679.000
