timestamp_cec,Biomass,Fossil Gas,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Nuclear,Solar,Waste,Wind Offshore,Wind Onshore,Other
2022-01-01 00:00:00+01:00,700.000,6819.000,398.000,1308.000,185.000,5943.000,4788.000,384.000,2254.000,2787.000,19.000
