timestamp_cec,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Solar,Wind Onshore,Other
2022-01-01 00:00:00+01:00,647.000,7560.000,284.000,3807.000,19073.000,393.000,1591.000,321.000,464.000,6664.000,7950.000,1524.000
