timestamp_cec,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Solar,Wind Onshore,Other
2025-01-01 00:00:00+01:00,636.000,6951.000,470.000,5255.000,18532.000,393.000,1525.000,322.000,468.000,17705.000,10293.000,1804.000
