timestamp_cec,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Marine,Nuclear,Solar,Wind Onshore,Other
2025-01-01 00:00:00+01:00,2654.000,13113.000,1813.000,3040.000,5543.000,11641.000,8787.000,243.000,61370.000,21238.000,24606.000,128.000
