timestamp_cec,Biomass,Fossil Gas,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Nuclear,Solar,Waste,Wind Offshore,Wind Onshore,Other,B25
2025-01-01 00:00:00+01:00,731.000,8348.000,590.000,1308.000,144.000,3929.000,10696.000,329.000,2262.000,3177.000,14.000,394.000
