timestamp_cec,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Fossil Oil shale,Fossil Peat,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Marine,Nuclear,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore,Other
2025-01-01 00:00:00+01:00,418.000,0.000,0.000,18718.000,4012.000,0.000,0.000,0.000,0.000,0.000,38.000,0.000,0.000,486.000,0.000,27259.000,670.000,4739.000,6967.000,1.000
