timestamp_cec,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore,Other,B25
2025-01-01 00:00:00+01:00,8766.000,15176.000,1915.000,36614.000,15951.000,6914.000,46.000,9384.000,3901.000,1449.000,400.000,86408.000,1863.000,9215.000,63192.000,2279.000,11009.000
