,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Fossil Oil,Fossil Oil,Geothermal,Hydro Run-of-river and poundage,Hydro Water Reservoir,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Waste,Wind Onshore
,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
timestamp_cec,,,,,,,,,,,,,,,,
2024-06-20 20:00:00+02:00,105.750,358.750,971.250,40.000,0.000,0.000,0.000,17.000,24.000,,1887.000,48.750,12.000,26.750,21.250,2.000
2024-06-20 21:00:00+02:00,106.000,348.500,972.500,40.250,0.000,,0.000,17.000,24.000,,1887.250,49.000,12.000,0.000,21.250,2.250
2024-06-20 22:00:00+02:00,106.750,332.500,624.000,40.750,0.000,,0.000,17.000,24.000,,1886.750,48.500,12.000,0.000,22.000,17.250
2024-06-20 23:00:00+02:00,104.750,283.750,501.000,40.500,0.000,,0.000,17.000,22.250,,1886.750,47.750,12.000,0.000,21.000,61.250
2024-06-21 00:00:00+02:00,91.000,244.750,500.250,40.500,0.000,,0.000,17.000,22.000,,1887.000,41.500,11.000,0.000,21.500,51.500
2024-06-21 01:00:00+02:00,87.750,257.500,487.500,40.000,0.000,,0.000,17.000,22.000,,1885.250,41.500,10.750,0.000,21.000,21.250
2024-06-21 02:00:00+02:00,85.250,242.750,436.750,40.250,0.000,0.000,0.000,17.000,22.000,,1885.000,40.250,10.500,0.000,21.500,43.750
2024-06-21 03:00:00+02:00,77.250,242.750,434.750,40.250,0.000,,0.000,17.000,22.000,,1884.500,41.250,11.000,0.000,21.750,63.750
2024-06-21 04:00:00+02:00,78.000,254.750,383.250,41.000,0.000,,0.000,17.000,22.000,,1885.250,40.000,11.000,1.750,21.000,68.750
2024-06-21 05:00:00+02:00,78.750,303.750,389.250,41.000,0.000,0.000,0.000,17.000,22.000,,1885.750,40.500,11.000,101.750,21.000,58.500
2024-06-21 06:00:00+02:00,101.750,350.750,487.250,40.500,0.000,,0.000,17.000,22.000,,1886.750,42.000,11.250,395.750,22.000,31.000
2024-06-21 07:00:00+02:00,101.750,341.250,517.250,41.750,0.000,,0.000,16.750,22.000,,1886.000,42.500,11.750,983.500,21.250,21.250
2024-06-21 08:00:00+02:00,96.250,335.500,500.750,41.750,0.000,0.000,0.000,17.000,19.250,,1885.750,44.500,12.000,1671.500,20.500,19.500
2024-06-21 09:00:00+02:00,88.500,297.250,481.250,42.250,0.000,,0.000,16.750,15.000,,1885.000,52.250,11.500,2304.500,21.500,14.750
2024-06-21 10:00:00+02:00,87.250,248.750,476.750,41.500,0.000,,0.000,16.000,15.000,,1884.500,56.750,10.000,2709.250,21.750,12.750
2024-06-21 11:00:00+02:00,85.750,245.750,472.500,41.750,0.000,,0.000,16.000,15.000,,1883.750,61.750,10.000,2910.000,21.750,15.250
2024-06-21 12:00:00+02:00,86.250,245.250,454.000,41.250,0.000,,0.000,16.000,15.000,,1882.750,65.250,9.500,3022.000,20.750,11.250
2024-06-21 13:00:00+02:00,86.500,252.250,443.750,40.750,0.000,,0.000,16.000,16.500,,1882.000,63.750,9.750,3007.000,20.250,15.000
2024-06-21 14:00:00+02:00,86.500,248.250,448.000,42.000,0.000,0.000,0.000,16.000,21.250,,1882.500,57.000,10.000,2827.750,19.750,26.000
2024-06-21 15:00:00+02:00,87.000,254.250,526.500,40.500,0.000,0.000,0.000,16.000,23.500,,1884.500,47.500,10.750,2439.500,20.000,32.500
2024-06-21 16:00:00+02:00,91.000,263.500,574.250,40.750,0.000,,0.000,16.000,24.000,,1885.500,42.750,10.750,1891.750,20.250,34.750
2024-06-21 17:00:00+02:00,103.000,311.250,613.500,40.500,0.000,,0.000,16.000,24.000,,1885.750,43.250,11.250,1250.750,21.000,48.500
2024-06-21 18:00:00+02:00,103.000,364.250,873.000,40.250,0.000,,0.000,16.000,24.000,,1883.000,41.750,12.000,631.750,20.750,43.750
2024-06-21 19:00:00+02:00,102.750,362.000,960.000,40.750,0.000,0.000,0.000,16.000,24.000,,1882.000,41.500,12.250,215.750,20.500,41.750
2024-06-21 20:00:00+02:00,96.500,363.750,974.250,38.000,0.000,0.000,0.000,16.000,24.000,,1882.500,41.000,12.250,20.750,21.250,49.750
2024-06-21 21:00:00+02:00,98.500,360.000,959.250,38.750,0.000,0.000,0.000,16.000,24.000,,1880.750,41.000,12.500,0.000,20.750,52.250
2024-06-21 22:00:00+02:00,84.250,351.750,901.500,39.750,0.000,,0.000,16.000,24.000,,1880.250,40.750,12.000,0.000,21.500,82.750
2024-06-21 23:00:00+02:00,84.500,319.750,880.000,39.750,0.000,,0.000,16.000,20.750,,1877.750,40.750,12.000,0.000,21.500,94.750
2024-06-22 00:00:00+02:00,89.250,251.750,821.750,37.500,0.000,,0.000,16.000,18.000,,1876.750,51.500,12.000,0.000,22.250,84.000
2024-06-22 01:00:00+02:00,91.750,254.250,530.750,37.750,0.000,,0.000,16.000,18.000,,1876.250,49.250,11.500,0.000,22.500,73.750
2024-06-22 02:00:00+02:00,91.000,235.500,424.000,38.000,0.000,,0.000,16.000,18.000,,1877.000,48.000,11.500,0.000,22.750,72.000
2024-06-22 03:00:00+02:00,80.000,222.500,443.750,38.250,0.000,0.000,0.000,16.000,18.000,,1877.000,49.000,11.000,0.000,22.000,101.250
2024-06-22 04:00:00+02:00,79.000,220.250,401.500,38.250,0.000,,0.000,16.000,18.000,,1876.000,48.250,10.500,1.000,20.250,109.000
2024-06-22 05:00:00+02:00,80.500,218.000,429.500,34.500,0.000,,0.000,16.000,18.000,,1874.500,48.250,10.500,91.000,21.250,141.750
2024-06-22 06:00:00+02:00,83.500,219.000,392.250,32.250,0.000,,0.000,16.000,18.000,,1874.000,49.500,10.500,323.500,21.250,130.000
2024-06-22 07:00:00+02:00,91.500,219.500,533.250,32.250,0.000,,0.000,16.000,18.000,,1873.250,51.500,9.750,613.750,21.500,98.500
2024-06-22 08:00:00+02:00,91.000,220.250,535.250,33.000,0.000,,0.000,15.500,18.000,,1873.750,55.250,9.250,1029.500,20.500,168.000
2024-06-22 09:00:00+02:00,91.000,220.250,309.500,32.750,0.000,0.000,0.000,16.000,18.000,,1873.000,60.750,9.500,1383.500,20.000,190.000
2024-06-22 10:00:00+02:00,90.250,220.000,382.250,33.000,0.000,,0.000,16.000,18.000,,1872.000,65.000,8.750,1908.500,17.750,131.000
2024-06-22 11:00:00+02:00,89.750,219.750,383.750,32.750,0.000,,0.000,16.000,17.000,,1871.500,70.750,8.500,2238.500,17.250,120.000
2024-06-22 12:00:00+02:00,89.000,218.500,401.250,33.250,0.000,,0.000,16.000,17.000,,1871.000,73.000,9.000,2337.500,18.500,93.750
2024-06-22 13:00:00+02:00,89.750,214.000,269.000,34.250,0.000,,0.000,16.000,17.000,,1867.750,72.500,8.250,2213.500,15.750,98.250
2024-06-22 14:00:00+02:00,89.000,214.500,280.500,34.750,0.000,,0.000,16.000,17.000,,1871.000,64.250,7.000,2018.250,15.250,87.000
2024-06-22 15:00:00+02:00,88.750,214.750,378.500,34.750,0.000,0.000,0.000,16.000,17.000,,1874.750,56.250,7.500,1846.750,18.000,82.250
2024-06-22 16:00:00+02:00,91.250,226.000,305.250,34.250,0.000,0.000,0.000,16.000,17.000,,1873.500,49.500,8.250,1509.250,18.250,75.250
2024-06-22 17:00:00+02:00,105.250,242.750,310.000,37.750,0.000,,0.000,15.750,17.000,,1874.750,49.250,10.750,999.000,20.750,81.750
2024-06-22 18:00:00+02:00,108.500,300.500,477.750,36.750,0.000,,0.000,16.000,17.000,,1873.750,49.250,11.000,574.500,21.000,69.750
2024-06-22 19:00:00+02:00,108.750,341.000,507.500,35.500,0.000,,0.000,16.000,17.000,,1872.750,49.250,11.250,214.000,21.000,47.750
2024-06-22 20:00:00+02:00,109.250,341.500,535.000,35.750,0.000,,0.000,15.500,17.000,,1873.500,48.750,11.500,39.000,22.500,53.000
2024-06-22 21:00:00+02:00,110.250,340.750,537.500,35.750,0.000,,0.000,15.250,17.000,,1872.750,48.500,11.500,0.000,22.750,68.500
2024-06-22 22:00:00+02:00,110.500,309.500,510.250,36.000,0.000,0.000,0.000,15.500,17.000,,1870.500,48.000,11.000,0.000,22.500,117.250
2024-06-22 23:00:00+02:00,110.250,244.250,472.500,35.500,0.000,,0.000,15.500,17.000,,1870.500,48.250,11.000,0.000,23.000,127.750
2024-06-23 00:00:00+02:00,103.750,226.500,410.250,36.750,0.000,,0.000,15.750,17.000,,1872.000,49.500,10.500,0.000,21.000,155.250
2024-06-23 01:00:00+02:00,93.500,226.250,352.000,39.000,0.000,,0.000,16.000,17.000,,1872.250,49.500,10.500,0.000,20.750,175.000
2024-06-23 02:00:00+02:00,89.500,228.500,308.000,37.500,0.000,,0.000,16.000,18.000,,1874.250,48.000,9.000,0.000,22.250,196.250
2024-06-23 03:00:00+02:00,79.250,232.500,322.500,37.500,0.000,,0.000,16.000,18.000,,1873.750,49.000,9.750,0.000,22.750,180.250
2024-06-23 04:00:00+02:00,78.250,234.500,379.250,38.250,0.000,0.000,0.000,16.000,19.000,,1873.000,48.000,10.000,0.500,22.250,165.000
2024-06-23 05:00:00+02:00,78.750,219.750,393.250,36.250,0.000,,0.000,16.000,19.000,,1873.500,48.000,9.000,63.750,22.250,146.000
2024-06-23 06:00:00+02:00,86.000,203.500,358.500,36.500,0.000,,0.000,15.750,19.000,,1874.000,49.500,9.000,280.250,21.500,111.250
2024-06-23 07:00:00+02:00,92.000,195.500,287.250,37.500,0.000,,0.000,15.000,19.000,,1873.750,50.000,9.000,619.750,21.000,98.500
2024-06-23 08:00:00+02:00,92.000,178.000,386.000,37.250,0.000,,0.000,15.000,19.000,,1872.250,52.250,9.250,1049.250,21.000,99.500
2024-06-23 09:00:00+02:00,92.750,170.750,305.750,38.750,0.000,,0.000,15.000,20.500,,1872.000,59.500,11.000,1471.750,20.250,95.750
2024-06-23 10:00:00+02:00,92.250,179.500,206.000,38.500,0.000,0.000,0.000,14.750,21.000,,1875.000,64.750,8.750,1759.250,18.750,98.750
2024-06-23 11:00:00+02:00,92.000,160.250,231.500,38.000,0.000,,0.000,14.750,21.000,,1874.500,71.500,7.500,1938.000,16.250,84.000
2024-06-23 12:00:00+02:00,91.000,162.500,159.750,38.500,0.000,,0.000,14.750,21.000,,1873.500,73.000,6.500,2066.250,16.000,81.250
2024-06-23 13:00:00+02:00,89.000,152.500,156.500,37.750,0.000,,0.000,14.500,21.000,,1785.750,71.750,5.000,2065.500,16.000,77.750
2024-06-23 14:00:00+02:00,85.000,152.500,160.000,38.000,0.000,,0.000,14.500,21.000,,1693.000,64.000,5.000,2083.000,15.750,79.750
2024-06-23 15:00:00+02:00,82.500,153.000,175.250,37.500,0.000,,0.000,14.500,21.000,,1675.000,55.000,5.000,1811.000,17.000,79.250
2024-06-23 16:00:00+02:00,88.250,150.250,256.750,37.750,0.000,0.000,0.000,15.000,21.000,,1673.750,51.750,5.000,1414.500,18.250,85.000
2024-06-23 17:00:00+02:00,106.250,150.750,390.750,38.000,0.000,0.000,0.000,15.000,21.000,,1818.000,49.000,6.250,1036.750,20.750,93.500
2024-06-23 18:00:00+02:00,108.250,168.500,458.000,39.000,0.000,,0.000,15.000,21.000,,1868.750,49.000,11.500,599.000,21.750,117.750
2024-06-23 19:00:00+02:00,108.500,172.500,528.750,38.750,0.000,,0.000,15.000,21.000,,1869.000,49.000,12.000,216.500,22.500,105.500
2024-06-23 20:00:00+02:00,109.000,176.500,537.750,39.750,0.000,,0.000,15.000,21.000,,1870.750,49.000,12.500,26.500,23.000,102.500
2024-06-23 21:00:00+02:00,109.250,177.000,555.250,39.250,0.000,,0.000,15.000,21.000,,1874.000,49.000,12.750,0.000,23.500,129.000
2024-06-23 22:00:00+02:00,110.750,171.750,511.750,39.000,0.000,,0.000,15.000,21.500,,1872.750,48.500,12.000,0.000,22.750,126.750
2024-06-23 23:00:00+02:00,109.500,174.000,495.750,39.250,0.000,0.000,0.000,15.000,22.000,,1871.000,48.250,12.000,0.000,22.750,136.000
2024-06-24 00:00:00+02:00,98.500,175.500,499.000,39.500,0.000,,0.000,16.000,22.000,,1876.750,49.500,12.000,0.000,22.250,120.250
2024-06-24 01:00:00+02:00,93.000,180.500,463.250,39.500,0.000,,0.000,16.000,22.000,,1877.750,49.250,12.000,0.000,21.500,107.000
2024-06-24 02:00:00+02:00,91.250,179.500,404.250,39.250,0.000,,0.000,16.000,22.000,,1877.500,48.000,11.250,0.000,21.750,107.750
2024-06-24 03:00:00+02:00,80.500,180.250,378.000,39.500,0.000,,0.000,16.000,22.000,,1877.000,49.250,11.750,0.000,21.250,92.000
2024-06-24 04:00:00+02:00,80.500,179.500,386.000,40.000,0.000,,0.000,16.000,22.000,,1877.750,48.000,11.250,2.750,21.500,58.750
2024-06-24 05:00:00+02:00,89.000,183.750,492.500,40.000,0.000,0.000,0.000,16.000,22.000,,1879.500,48.250,11.500,101.500,21.250,56.250
2024-06-24 06:00:00+02:00,106.750,229.250,475.750,39.750,0.000,,0.000,16.000,22.000,,1879.750,50.000,11.250,414.750,21.250,41.500
2024-06-24 07:00:00+02:00,110.500,262.250,456.750,38.000,0.000,,0.000,16.000,21.750,,1880.250,50.250,12.000,1091.500,21.750,29.250
2024-06-24 08:00:00+02:00,111.000,272.500,450.750,38.250,0.000,,0.000,15.500,19.000,,1877.250,52.250,11.000,1846.500,22.000,23.250
2024-06-24 09:00:00+02:00,101.000,268.750,451.500,39.000,0.000,0.000,0.000,16.000,15.000,,1876.000,59.750,11.750,2510.500,20.500,25.250
2024-06-24 10:00:00+02:00,93.000,248.500,400.750,38.500,0.000,,0.000,16.000,15.000,,1878.000,65.000,11.000,2932.000,21.500,47.250
2024-06-24 11:00:00+02:00,92.500,254.500,375.500,37.500,0.333,0.000,0.000,16.000,15.750,,1879.250,69.750,10.000,3164.500,21.500,75.500
2024-06-24 12:00:00+02:00,92.000,254.250,392.250,37.500,0.000,,0.000,16.000,19.500,,1877.000,73.250,9.500,3199.250,20.500,76.500
2024-06-24 13:00:00+02:00,91.500,252.250,430.750,38.000,0.000,,0.000,16.000,22.500,,1876.000,71.750,9.250,3105.750,19.250,72.000
2024-06-24 14:00:00+02:00,91.000,238.250,426.250,38.000,0.000,,0.000,16.000,24.000,,1874.750,64.000,11.000,2955.750,20.750,66.000
2024-06-24 15:00:00+02:00,90.750,259.000,452.750,37.000,0.000,,0.000,16.000,24.000,,1878.000,54.000,15.250,2654.500,21.000,66.000
2024-06-24 16:00:00+02:00,95.750,250.000,519.000,36.750,0.000,,0.000,16.000,24.000,,1877.250,50.250,15.750,2210.500,21.500,65.250
2024-06-24 17:00:00+02:00,109.000,270.250,648.000,36.750,0.000,0.000,0.000,16.000,24.000,,1875.750,50.000,16.250,1494.500,21.500,69.500
2024-06-24 18:00:00+02:00,109.750,307.000,854.000,38.750,0.000,0.000,0.000,16.250,24.000,,1874.500,51.250,17.250,708.000,21.250,72.750
2024-06-24 19:00:00+02:00,110.250,352.250,931.500,39.000,0.000,,0.000,16.750,24.000,,1875.250,49.250,17.250,211.500,21.750,76.500
2024-06-24 20:00:00+02:00,110.250,361.250,994.500,37.250,0.000,,0.000,17.000,24.000,,1875.500,49.000,18.000,31.000,20.750,89.500
2024-06-24 21:00:00+02:00,111.750,354.250,999.750,36.500,0.000,,0.000,16.000,24.000,,1874.250,48.750,13.750,0.000,21.750,112.500
2024-06-24 22:00:00+02:00,111.250,334.250,949.500,36.250,0.000,,0.000,16.000,24.000,,1873.250,49.500,12.000,0.000,22.000,90.750
2024-06-24 23:00:00+02:00,111.500,294.250,598.500,35.750,0.000,,0.000,16.000,20.000,,1871.500,48.500,11.000,0.000,22.000,58.500
2024-06-25 00:00:00+02:00,112.500,298.750,482.000,38.750,0.000,0.000,0.000,16.000,19.000,,1875.250,50.000,10.750,0.000,21.250,38.500
2024-06-25 01:00:00+02:00,112.250,271.500,516.750,39.000,0.000,,0.000,16.000,19.000,,1876.750,50.250,10.750,0.000,21.750,27.750
2024-06-25 02:00:00+02:00,109.750,263.250,513.000,38.000,0.000,,0.000,16.000,19.000,,1879.250,49.250,11.000,0.000,21.500,18.750
2024-06-25 03:00:00+02:00,98.000,262.000,514.000,40.250,0.000,,0.000,16.000,19.000,,1879.000,50.000,11.000,0.000,21.750,13.750
2024-06-25 04:00:00+02:00,97.000,278.500,515.500,38.250,0.000,,0.000,16.000,19.000,,1880.000,49.000,10.750,3.750,21.750,13.750
2024-06-25 05:00:00+02:00,102.500,312.000,514.000,38.500,0.000,,0.000,16.000,19.000,,1879.750,49.250,10.500,103.250,22.500,10.000
2024-06-25 06:00:00+02:00,111.000,341.750,529.750,38.250,0.000,0.000,0.000,15.250,19.000,,1879.250,51.000,11.000,414.250,21.250,6.500
2024-06-25 07:00:00+02:00,111.000,350.500,512.750,38.000,0.000,,0.000,15.000,19.000,,1876.000,51.000,10.500,1037.750,22.500,1.750
2024-06-25 08:00:00+02:00,112.000,307.750,477.750,38.500,0.000,,0.000,15.250,15.500,,1874.250,53.750,9.750,1710.750,22.250,1.000
2024-06-25 09:00:00+02:00,112.000,281.000,480.500,39.250,0.000,,0.000,15.000,14.000,,1874.250,61.250,10.000,2267.000,22.000,1.000
2024-06-25 10:00:00+02:00,112.000,264.750,463.750,40.250,0.000,0.000,0.000,15.000,14.000,,1873.250,65.750,8.750,2650.500,21.000,1.000
2024-06-25 11:00:00+02:00,106.500,231.750,451.250,38.000,0.000,0.000,0.000,15.000,14.750,,1873.250,71.250,9.500,2736.750,21.000,2.250
2024-06-25 12:00:00+02:00,110.000,244.500,436.000,38.000,0.000,0.000,0.000,15.000,15.000,,1874.500,74.250,8.750,2646.500,21.500,2.000
2024-06-25 13:00:00+02:00,107.000,252.500,397.000,38.250,0.000,,0.000,15.000,18.500,,1875.750,73.000,9.000,2685.750,20.000,2.000
2024-06-25 14:00:00+02:00,103.000,251.000,419.250,38.750,0.000,,0.000,15.000,22.250,,1875.500,65.250,9.000,2459.250,20.500,2.000
2024-06-25 15:00:00+02:00,109.500,260.750,492.500,39.500,0.000,,0.000,15.000,24.000,,1873.000,55.000,9.500,2291.250,21.000,2.000
2024-06-25 16:00:00+02:00,110.250,275.000,500.250,39.000,0.000,,0.000,15.000,24.000,,1876.000,50.750,10.500,1760.500,20.750,2.500
2024-06-25 17:00:00+02:00,109.750,327.250,659.000,39.000,0.000,,0.000,15.250,24.000,,1876.500,51.000,12.000,1270.750,21.750,5.250
2024-06-25 18:00:00+02:00,110.000,341.500,870.750,39.000,0.000,0.000,0.000,15.250,24.000,,1877.000,50.250,12.000,676.000,21.000,2.250
2024-06-25 19:00:00+02:00,111.000,358.500,998.750,38.250,0.000,,0.000,15.000,24.000,,1877.000,53.000,12.000,230.250,21.250,1.250
2024-06-25 20:00:00+02:00,111.750,363.750,1137.750,39.500,0.000,,0.000,16.000,24.000,,1878.500,52.000,13.000,30.500,21.500,9.250
2024-06-25 21:00:00+02:00,112.750,361.750,1070.000,39.750,0.000,,0.000,16.000,24.000,,1877.000,49.500,12.750,0.000,21.000,32.750
2024-06-25 22:00:00+02:00,113.000,347.000,999.750,39.000,0.000,,0.000,16.000,24.000,,1876.000,49.250,11.750,0.000,21.000,28.500
2024-06-25 23:00:00+02:00,113.250,332.750,891.250,40.000,0.000,,0.000,16.000,21.500,,1875.500,49.000,11.250,0.000,21.500,33.750
2024-06-26 00:00:00+02:00,112.750,322.500,671.250,37.750,0.000,,0.000,16.000,21.000,,1876.000,48.250,11.000,0.000,21.250,26.500
2024-06-26 01:00:00+02:00,111.500,342.250,521.000,38.000,0.000,0.000,0.000,16.000,21.000,,1876.250,48.500,10.250,0.000,21.250,31.500
2024-06-26 02:00:00+02:00,108.000,309.000,507.250,37.750,0.000,,0.000,16.000,21.000,,1875.750,47.750,9.750,0.000,21.000,40.250
2024-06-26 03:00:00+02:00,97.500,299.750,514.000,38.000,0.000,,0.000,16.000,21.000,,1877.750,48.250,10.000,0.000,21.000,17.500
2024-06-26 04:00:00+02:00,97.000,283.750,480.250,38.250,0.000,,0.000,16.000,21.000,,1878.250,47.000,10.000,3.750,21.000,18.000
2024-06-26 05:00:00+02:00,99.750,327.500,502.500,36.750,0.000,,0.000,16.000,21.000,,1878.000,47.000,9.250,86.250,21.250,31.750
2024-06-26 06:00:00+02:00,109.250,346.000,535.000,37.750,0.000,,0.000,16.000,21.000,,1878.000,49.250,10.000,297.500,21.500,15.500
2024-06-26 07:00:00+02:00,110.500,350.250,534.000,37.500,0.000,0.000,0.000,16.000,21.000,,1877.000,49.000,10.250,614.500,22.250,19.750
2024-06-26 08:00:00+02:00,108.750,338.750,483.000,37.750,0.000,,0.000,15.500,16.750,,1875.500,51.500,9.750,1107.750,21.000,11.750
2024-06-26 09:00:00+02:00,94.500,344.750,467.000,39.000,0.000,,0.000,16.000,14.000,,1875.500,59.000,10.750,1600.250,22.500,15.500
2024-06-26 10:00:00+02:00,93.250,338.500,395.000,38.750,0.000,,0.000,16.000,14.000,,1876.000,63.750,9.250,2147.000,21.000,20.750
2024-06-26 11:00:00+02:00,93.000,342.750,256.500,40.500,0.000,,0.000,16.000,14.000,,1874.000,69.500,8.750,2309.250,20.000,10.500
2024-06-26 12:00:00+02:00,93.250,354.250,432.500,39.500,0.000,0.000,0.000,16.000,14.750,,1877.000,74.750,8.500,2457.250,20.500,2.500
2024-06-26 13:00:00+02:00,92.750,323.750,467.250,35.250,0.000,0.000,0.000,16.000,19.000,,1874.250,70.750,9.000,2337.750,20.500,4.000
2024-06-26 14:00:00+02:00,92.500,305.000,540.750,38.250,0.000,,0.000,16.000,22.750,,1874.500,64.000,8.750,1905.750,21.000,9.000
2024-06-26 15:00:00+02:00,92.500,335.000,501.750,40.000,0.000,,0.000,16.000,24.000,,1875.250,53.250,9.000,1486.750,21.250,6.750
2024-06-26 16:00:00+02:00,95.500,339.250,438.500,39.250,0.000,,0.000,15.750,24.000,,1875.750,50.250,8.500,1041.250,21.000,26.000
2024-06-26 17:00:00+02:00,108.250,353.000,602.500,39.000,0.000,,0.000,15.500,24.000,,1874.250,49.250,11.000,675.000,20.500,28.250
2024-06-26 18:00:00+02:00,111.000,365.000,870.750,40.750,0.000,,0.000,15.250,24.000,,1872.750,48.250,11.000,402.250,19.500,62.000
2024-06-26 19:00:00+02:00,111.250,365.500,914.000,41.000,0.000,0.000,0.000,15.250,24.000,,1873.750,48.500,11.750,158.750,21.250,95.750
2024-06-26 20:00:00+02:00,112.000,386.000,940.250,40.750,0.000,,0.000,15.000,24.000,,1874.250,50.250,10.250,15.250,20.750,56.250
2024-06-26 21:00:00+02:00,113.000,396.250,867.500,40.250,0.000,,0.000,15.000,24.000,,1874.000,48.000,10.250,0.000,20.500,72.500
2024-06-26 22:00:00+02:00,112.500,381.500,577.500,40.000,0.000,,0.000,15.000,24.000,,1875.500,48.750,10.000,0.000,20.000,25.750
2024-06-26 23:00:00+02:00,112.750,371.250,508.500,39.500,0.000,,0.000,15.000,21.250,,1874.750,47.750,10.250,0.000,21.750,14.000
2024-06-27 00:00:00+02:00,102.250,345.750,514.750,40.250,0.000,,0.000,15.000,21.000,,1871.000,47.250,8.750,0.000,22.250,14.000
2024-06-27 01:00:00+02:00,93.500,295.750,447.500,40.000,0.000,0.000,0.000,15.000,21.000,,1871.750,47.750,9.500,0.000,20.750,4.000
2024-06-27 02:00:00+02:00,92.000,264.750,415.250,39.250,0.000,0.000,0.000,15.000,21.000,,1871.750,46.500,9.250,0.000,21.000,4.750
2024-06-27 03:00:00+02:00,79.000,260.250,404.500,39.750,0.000,,0.000,15.000,21.000,,1872.500,47.750,9.250,0.000,21.250,4.250
2024-06-27 04:00:00+02:00,78.500,265.250,449.750,39.500,0.000,,0.000,15.000,21.000,,1872.750,46.000,9.250,0.500,21.000,6.250
2024-06-27 05:00:00+02:00,87.250,285.000,470.500,39.250,0.000,,0.000,15.000,21.000,,1872.500,46.500,10.000,70.250,21.000,1.250
2024-06-27 06:00:00+02:00,110.500,331.500,543.750,37.500,0.000,,0.000,15.000,21.000,,1873.750,47.500,10.000,281.000,21.000,0.750
2024-06-27 07:00:00+02:00,107.500,352.250,563.750,38.000,0.000,,0.000,15.000,21.000,,1873.250,48.000,10.250,634.250,19.750,1.250
2024-06-27 08:00:00+02:00,109.750,347.250,601.000,39.750,0.000,0.000,0.000,15.000,16.000,,1872.250,50.750,10.000,1053.000,20.250,0.250
2024-06-27 09:00:00+02:00,96.250,299.000,573.000,40.250,0.000,,0.000,14.000,12.000,,1871.750,58.250,10.750,1420.250,20.250,0.000
2024-06-27 10:00:00+02:00,94.500,258.250,541.250,40.000,0.000,,0.000,14.000,12.000,,1871.000,62.500,10.000,1744.250,19.750,0.000
2024-06-27 11:00:00+02:00,88.000,257.750,550.500,41.750,0.000,,0.000,14.250,12.750,,1870.750,68.250,8.500,1981.750,20.750,0.000
2024-06-27 12:00:00+02:00,85.500,255.250,547.000,42.250,0.000,,0.000,14.750,15.000,,1870.250,71.000,9.500,2077.250,20.000,0.000
2024-06-27 13:00:00+02:00,86.000,255.000,522.000,43.000,0.000,,0.000,14.250,19.000,,1872.250,70.250,10.000,2021.750,20.250,2.000
2024-06-27 14:00:00+02:00,87.250,238.000,508.500,41.000,0.000,0.000,0.000,14.250,23.000,,1871.750,62.500,9.750,2095.750,20.750,15.500
2024-06-27 15:00:00+02:00,91.500,263.500,548.500,39.750,0.000,,0.000,14.000,24.000,,1872.000,52.750,10.000,1867.000,20.000,13.000
2024-06-27 16:00:00+02:00,95.750,314.500,544.000,39.750,0.000,,0.000,14.500,24.000,,1871.500,47.500,10.750,1565.000,20.000,3.750
2024-06-27 17:00:00+02:00,109.250,354.000,674.250,40.250,0.000,,0.000,14.000,24.000,,1872.250,47.750,11.000,1160.250,20.250,2.000
2024-06-27 18:00:00+02:00,111.000,347.500,877.500,40.250,0.000,,0.000,14.000,24.000,,1872.750,48.250,11.750,606.750,20.750,0.000
2024-06-27 19:00:00+02:00,111.500,362.000,1027.500,40.250,0.000,,0.000,14.000,24.000,,1872.750,47.750,13.000,212.500,20.000,0.000
2024-06-27 20:00:00+02:00,112.000,370.000,1019.750,39.500,0.000,0.000,0.000,14.000,24.000,,1872.250,46.750,13.000,26.250,20.500,0.750
2024-06-27 21:00:00+02:00,112.500,361.500,979.000,39.750,0.000,,0.000,14.250,24.000,,1872.250,46.750,13.000,0.000,20.750,0.750
2024-06-27 22:00:00+02:00,113.500,359.000,926.500,38.500,0.000,,0.000,14.250,24.000,,1872.000,46.500,12.000,0.000,20.750,0.500
2024-06-27 23:00:00+02:00,113.250,341.750,647.500,39.250,0.000,,0.000,14.750,19.500,,1872.500,46.750,12.000,0.000,21.250,2.500
2024-06-28 00:00:00+02:00,113.250,286.500,546.250,39.750,0.000,,0.000,14.000,17.000,,1873.250,47.250,11.500,0.000,21.250,2.000
2024-06-28 01:00:00+02:00,111.500,256.500,517.750,36.500,0.000,,0.000,14.000,17.000,,1874.250,46.500,11.000,0.000,20.500,0.750
2024-06-28 02:00:00+02:00,109.500,250.500,474.500,38.250,0.000,0.000,0.000,14.000,17.000,,1874.750,45.000,10.500,0.000,20.750,1.750
2024-06-28 03:00:00+02:00,97.750,239.250,451.250,38.500,0.000,0.000,0.000,14.000,17.000,,1875.000,46.250,10.000,0.000,22.000,1.000
2024-06-28 04:00:00+02:00,97.250,248.000,440.500,38.000,0.000,,0.000,14.000,17.000,,1875.500,45.000,10.000,1.500,22.000,0.250
