,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Solar,Waste,Wind Offshore,Wind Onshore,Fossil Hard coal,Wind Offshore
,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Consumption
timestamp_cec,,,,,,,,,,,,,,,
2024-08-12 14:00:00+02:00,357.000,1037.000,0.000,123.000,,1492.000,2872.000,876.000,37244.000,12307.000,168.000,584.000,2289.000,,
2024-08-12 15:00:00+02:00,350.000,960.000,0.000,122.000,,458.000,3028.000,1148.000,36643.000,11782.000,170.000,664.000,2669.000,,
2024-08-12 16:00:00+02:00,359.000,950.000,0.000,123.000,423.000,,3415.000,1284.000,37859.000,10467.000,171.000,595.000,2760.000,,
2024-08-12 17:00:00+02:00,360.000,929.000,0.000,122.000,959.000,,3770.000,1674.000,38521.000,8178.000,188.000,584.000,2604.000,,
2024-08-12 18:00:00+02:00,361.000,930.000,0.000,123.000,1746.000,,4131.000,2058.000,39262.000,5237.000,194.000,485.000,2437.000,,
2024-08-12 19:00:00+02:00,361.000,971.000,0.000,123.000,2264.000,,4536.000,2391.000,39538.000,2279.000,194.000,531.000,2382.000,,
2024-08-12 20:00:00+02:00,365.000,969.000,0.000,123.000,2725.000,,4732.000,2686.000,39760.000,620.000,200.000,702.000,2478.000,,
2024-08-12 21:00:00+02:00,367.000,974.000,0.000,123.000,2483.000,,4691.000,2391.000,40433.000,272.000,191.000,595.000,2340.000,,
2024-08-12 22:00:00+02:00,361.000,833.000,0.000,123.000,2246.000,,4392.000,2543.000,40676.000,0.000,180.000,559.000,2278.000,,
2024-08-12 23:00:00+02:00,375.000,841.000,0.000,123.000,2141.000,,4194.000,2273.000,40786.000,0.000,182.000,506.000,2109.000,,
2024-08-13 00:00:00+02:00,375.000,810.000,0.000,124.000,1269.000,,3887.000,1920.000,40785.000,0.000,175.000,276.000,1720.000,,
2024-08-13 01:00:00+02:00,385.000,822.000,0.000,125.000,69.000,,3627.000,1799.000,40442.000,0.000,184.000,228.000,1623.000,,
2024-08-13 02:00:00+02:00,383.000,777.000,0.000,121.000,,475.000,3420.000,1551.000,39713.000,0.000,185.000,218.000,1691.000,,
2024-08-13 03:00:00+02:00,382.000,631.000,0.000,122.000,,1028.000,3337.000,1292.000,39589.000,0.000,208.000,232.000,1834.000,,
2024-08-13 04:00:00+02:00,384.000,583.000,0.000,121.000,,1050.000,3352.000,1459.000,39863.000,0.000,209.000,219.000,1594.000,,
2024-08-13 05:00:00+02:00,384.000,459.000,0.000,121.000,,861.000,3540.000,1594.000,39827.000,0.000,206.000,162.000,1462.000,,
2024-08-13 06:00:00+02:00,384.000,480.000,0.000,123.000,,12.000,3865.000,1817.000,39898.000,283.000,206.000,103.000,1387.000,,
2024-08-13 07:00:00+02:00,381.000,471.000,0.000,124.000,891.000,,4289.000,1691.000,39798.000,787.000,208.000,34.000,1345.000,,
2024-08-13 08:00:00+02:00,381.000,472.000,0.000,124.000,872.000,,4242.000,1779.000,39959.000,2679.000,204.000,24.000,1139.000,,
2024-08-13 09:00:00+02:00,380.000,457.000,0.000,124.000,568.000,,3956.000,1774.000,39986.000,5310.000,201.000,42.000,969.000,,
2024-08-13 10:00:00+02:00,381.000,413.000,0.000,124.000,,60.000,3697.000,1585.000,39741.000,7146.000,204.000,37.000,931.000,,
2024-08-13 11:00:00+02:00,381.000,411.000,0.000,124.000,,673.000,3450.000,1406.000,39576.000,8293.000,197.000,37.000,929.000,,
2024-08-13 12:00:00+02:00,382.000,522.000,0.000,123.000,,605.000,3249.000,1136.000,39054.000,9369.000,201.000,53.000,996.000,,
2024-08-13 13:00:00+02:00,376.000,523.000,0.000,119.000,,649.000,3185.000,1143.000,38664.000,10105.000,209.000,38.000,1057.000,,
2024-08-13 14:00:00+02:00,374.000,525.000,0.000,123.000,,1125.000,3311.000,1028.000,38873.000,10124.000,196.000,42.000,1169.000,,
2024-08-13 15:00:00+02:00,367.000,565.000,0.000,123.000,,1003.000,3391.000,1323.000,38815.000,9455.000,199.000,32.000,1216.000,,
2024-08-13 16:00:00+02:00,369.000,649.000,0.000,123.000,,43.000,3595.000,1529.000,38059.000,8092.000,202.000,64.000,1393.000,,
2024-08-13 17:00:00+02:00,373.000,653.000,0.000,123.000,940.000,,4007.000,1704.000,38694.000,6273.000,196.000,59.000,1673.000,,
2024-08-13 18:00:00+02:00,372.000,656.000,0.000,124.000,1244.000,,4258.000,1847.000,40438.000,3959.000,188.000,49.000,1999.000,,
2024-08-13 19:00:00+02:00,369.000,671.000,0.000,124.000,1688.000,,4488.000,2259.000,41310.000,1823.000,181.000,20.000,2195.000,,
2024-08-13 20:00:00+02:00,369.000,671.000,0.000,124.000,1902.000,,4815.000,2212.000,41288.000,533.000,182.000,12.000,2063.000,,
2024-08-13 21:00:00+02:00,370.000,661.000,0.000,124.000,2009.000,,4747.000,2144.000,41309.000,260.000,183.000,31.000,1915.000,,
2024-08-13 22:00:00+02:00,379.000,669.000,0.000,124.000,1881.000,,4721.000,2272.000,41424.000,0.000,184.000,123.000,1727.000,,
2024-08-13 23:00:00+02:00,382.000,669.000,0.000,125.000,1488.000,,4366.000,2259.000,41523.000,0.000,185.000,180.000,1822.000,,
2024-08-14 00:00:00+02:00,381.000,654.000,0.000,125.000,799.000,,4035.000,1438.000,41365.000,0.000,184.000,155.000,1760.000,,
2024-08-14 01:00:00+02:00,380.000,543.000,0.000,125.000,303.000,,3809.000,1197.000,41256.000,0.000,192.000,181.000,1604.000,,
2024-08-14 02:00:00+02:00,381.000,439.000,0.000,125.000,196.000,,3568.000,1168.000,41086.000,0.000,203.000,195.000,1777.000,,
2024-08-14 03:00:00+02:00,383.000,436.000,0.000,124.000,,79.000,3382.000,1232.000,40557.000,0.000,205.000,126.000,1793.000,,
2024-08-14 04:00:00+02:00,381.000,437.000,0.000,122.000,,147.000,3467.000,1283.000,40189.000,0.000,207.000,93.000,1722.000,,
2024-08-14 05:00:00+02:00,381.000,439.000,0.000,122.000,334.000,,3542.000,1308.000,40203.000,0.000,206.000,136.000,1355.000,,
2024-08-14 06:00:00+02:00,382.000,442.000,0.000,124.000,915.000,,3836.000,1579.000,40081.000,271.000,206.000,133.000,1130.000,,
2024-08-14 07:00:00+02:00,381.000,444.000,0.000,125.000,858.000,,4122.000,1581.000,40588.000,591.000,195.000,113.000,1265.000,,
2024-08-14 08:00:00+02:00,378.000,625.000,0.000,124.000,934.000,,4197.000,1616.000,41103.000,1743.000,209.000,265.000,1310.000,,
2024-08-14 09:00:00+02:00,377.000,747.000,0.000,125.000,733.000,,4161.000,1584.000,40392.000,3458.000,208.000,165.000,1184.000,,
2024-08-14 10:00:00+02:00,376.000,912.000,0.000,125.000,718.000,,4081.000,1232.000,40230.000,5064.000,205.000,110.000,1235.000,,
2024-08-14 11:00:00+02:00,374.000,1051.000,0.000,124.000,125.000,,3978.000,1196.000,39984.000,6797.000,206.000,114.000,1294.000,,
2024-08-14 12:00:00+02:00,376.000,882.000,0.000,124.000,,32.000,3820.000,1071.000,39770.000,7598.000,205.000,238.000,1457.000,,
2024-08-14 13:00:00+02:00,372.000,813.000,0.000,123.000,,696.000,3635.000,1021.000,39638.000,7680.000,206.000,375.000,1692.000,,
2024-08-14 14:00:00+02:00,370.000,810.000,0.000,123.000,,925.000,3533.000,1254.000,38743.000,7412.000,207.000,444.000,1842.000,,
2024-08-14 15:00:00+02:00,371.000,1142.000,0.000,122.000,,871.000,3520.000,1479.000,38364.000,7214.000,216.000,457.000,2037.000,,
2024-08-14 16:00:00+02:00,376.000,900.000,0.000,123.000,,516.000,3576.000,1285.000,37935.000,6898.000,215.000,650.000,1775.000,,
2024-08-14 17:00:00+02:00,376.000,811.000,0.000,123.000,309.000,,3847.000,1299.000,37852.000,5733.000,214.000,708.000,1812.000,,
2024-08-14 18:00:00+02:00,378.000,841.000,0.000,122.000,1248.000,,4068.000,1403.000,39291.000,3770.000,213.000,759.000,1938.000,,
2024-08-14 19:00:00+02:00,375.000,839.000,0.000,122.000,1418.000,,4422.000,1465.000,39963.000,1791.000,211.000,740.000,1830.000,,
2024-08-14 20:00:00+02:00,365.000,849.000,0.000,122.000,1542.000,,4616.000,1689.000,40136.000,548.000,214.000,758.000,1733.000,,
2024-08-14 21:00:00+02:00,365.000,919.000,0.000,122.000,1825.000,,4681.000,2052.000,39940.000,263.000,217.000,740.000,1785.000,,
2024-08-14 22:00:00+02:00,366.000,982.000,0.000,123.000,1800.000,,4489.000,2042.000,39461.000,0.000,217.000,529.000,1943.000,,
2024-08-14 23:00:00+02:00,371.000,1002.000,0.000,123.000,1497.000,,4322.000,2024.000,38917.000,0.000,217.000,385.000,1972.000,,
2024-08-15 00:00:00+02:00,374.000,573.000,0.000,123.000,1898.000,,4291.000,2056.000,39557.000,0.000,219.000,275.000,1954.000,,
2024-08-15 01:00:00+02:00,375.000,545.000,0.000,123.000,1327.000,,4130.000,1372.000,39472.000,0.000,218.000,180.000,1933.000,,
2024-08-15 02:00:00+02:00,378.000,545.000,0.000,124.000,472.000,,4073.000,1342.000,39507.000,0.000,200.000,120.000,1928.000,,
2024-08-15 03:00:00+02:00,379.000,543.000,0.000,124.000,,528.000,4078.000,1255.000,39616.000,0.000,204.000,114.000,1724.000,,
2024-08-15 04:00:00+02:00,380.000,541.000,0.000,124.000,,1091.000,4025.000,1077.000,39057.000,0.000,218.000,130.000,1653.000,,
2024-08-15 05:00:00+02:00,379.000,546.000,0.000,124.000,,845.000,4019.000,1146.000,37627.000,0.000,218.000,108.000,1623.000,,
2024-08-15 06:00:00+02:00,379.000,553.000,0.000,124.000,,184.000,3993.000,1328.000,37441.000,272.000,218.000,108.000,1561.000,,
2024-08-15 07:00:00+02:00,381.000,587.000,0.000,124.000,,460.000,4018.000,1489.000,37850.000,705.000,217.000,202.000,1755.000,,
2024-08-15 08:00:00+02:00,380.000,679.000,0.000,124.000,,1044.000,4036.000,1377.000,37332.000,2421.000,219.000,289.000,1710.000,,
2024-08-15 09:00:00+02:00,380.000,974.000,0.000,124.000,,2039.000,3845.000,991.000,35599.000,5228.000,207.000,236.000,1685.000,,
2024-08-15 10:00:00+02:00,380.000,1162.000,0.000,124.000,,2365.000,3561.000,777.000,33929.000,7948.000,210.000,237.000,1766.000,,
2024-08-15 11:00:00+02:00,381.000,821.000,0.000,124.000,,2356.000,3474.000,815.000,31317.000,10013.000,214.000,297.000,2043.000,,
2024-08-15 12:00:00+02:00,379.000,726.000,0.000,124.000,,2514.000,3411.000,849.000,29203.000,11345.000,203.000,271.000,2367.000,,
2024-08-15 13:00:00+02:00,380.000,733.000,0.000,123.000,,2522.000,3357.000,768.000,27358.000,11872.000,195.000,210.000,2685.000,,
2024-08-15 14:00:00+02:00,377.000,718.000,0.000,123.000,,2526.000,3391.000,759.000,25981.000,11756.000,192.000,234.000,3048.000,,
2024-08-15 15:00:00+02:00,378.000,715.000,0.000,123.000,,2530.000,3415.000,754.000,25309.000,11176.000,193.000,284.000,3327.000,,
2024-08-15 16:00:00+02:00,376.000,716.000,0.000,123.000,,2360.000,3513.000,1332.000,27216.000,9571.000,191.000,311.000,3587.000,,
2024-08-15 17:00:00+02:00,382.000,716.000,0.000,123.000,,2463.000,3640.000,953.000,30774.000,7420.000,190.000,413.000,3806.000,,
2024-08-15 18:00:00+02:00,381.000,718.000,0.000,124.000,,1099.000,3922.000,1282.000,33980.000,4843.000,187.000,507.000,3649.000,,
2024-08-15 19:00:00+02:00,380.000,868.000,0.000,124.000,218.000,,4182.000,1360.000,37601.000,2208.000,203.000,495.000,3375.000,,
2024-08-15 20:00:00+02:00,379.000,944.000,0.000,124.000,595.000,,4406.000,1554.000,38458.000,587.000,190.000,495.000,2926.000,,
2024-08-15 21:00:00+02:00,377.000,939.000,0.000,124.000,1252.000,,4661.000,1556.000,38784.000,261.000,196.000,537.000,2439.000,,
2024-08-15 22:00:00+02:00,382.000,953.000,0.000,124.000,2533.000,,4737.000,1915.000,37614.000,0.000,193.000,741.000,2387.000,,
2024-08-15 23:00:00+02:00,381.000,937.000,0.000,124.000,2265.000,,4475.000,1998.000,37279.000,0.000,197.000,779.000,2568.000,,
2024-08-16 00:00:00+02:00,380.000,565.000,0.000,124.000,617.000,,4148.000,1567.000,37060.000,0.000,197.000,726.000,2784.000,,
2024-08-16 01:00:00+02:00,380.000,521.000,0.000,124.000,261.000,,3851.000,1389.000,37077.000,0.000,203.000,648.000,2970.000,,
2024-08-16 02:00:00+02:00,380.000,516.000,0.000,124.000,,285.000,3523.000,1191.000,36969.000,0.000,203.000,711.000,3075.000,,
2024-08-16 03:00:00+02:00,380.000,509.000,0.000,124.000,,1198.000,3372.000,1045.000,36263.000,0.000,198.000,720.000,3042.000,,
2024-08-16 04:00:00+02:00,380.000,506.000,0.000,124.000,,1765.000,3337.000,1079.000,36492.000,0.000,200.000,695.000,2807.000,,
2024-08-16 05:00:00+02:00,380.000,521.000,0.000,124.000,,687.000,3355.000,1237.000,36977.000,0.000,198.000,676.000,2481.000,,
2024-08-16 06:00:00+02:00,380.000,509.000,0.000,124.000,11.000,,3534.000,1306.000,37018.000,274.000,197.000,635.000,2480.000,,
2024-08-16 07:00:00+02:00,381.000,518.000,0.000,124.000,288.000,,3863.000,1184.000,37271.000,725.000,199.000,573.000,2576.000,,
2024-08-16 08:00:00+02:00,379.000,588.000,0.000,124.000,369.000,,4075.000,1406.000,37800.000,2536.000,196.000,419.000,2415.000,,
2024-08-16 09:00:00+02:00,378.000,728.000,0.000,124.000,405.000,,4104.000,1359.000,37850.000,5263.000,197.000,312.000,2149.000,,
2024-08-16 10:00:00+02:00,379.000,721.000,0.000,124.000,,407.000,3967.000,1142.000,37572.000,7686.000,197.000,275.000,2114.000,,
2024-08-16 11:00:00+02:00,377.000,713.000,0.000,124.000,,1139.000,3861.000,914.000,37519.000,9704.000,191.000,243.000,2199.000,,
2024-08-16 12:00:00+02:00,378.000,697.000,0.000,124.000,,1757.000,3545.000,786.000,37474.000,11311.000,192.000,150.000,2098.000,,
2024-08-16 13:00:00+02:00,375.000,696.000,0.000,124.000,,1716.000,3331.000,786.000,37398.000,11956.000,192.000,135.000,2156.000,,
2024-08-16 14:00:00+02:00,374.000,703.000,0.000,124.000,,1968.000,3282.000,851.000,37354.000,11780.000,191.000,120.000,2371.000,,
2024-08-16 15:00:00+02:00,374.000,714.000,0.000,124.000,,1792.000,3285.000,968.000,37409.000,11067.000,190.000,114.000,2576.000,,
2024-08-16 16:00:00+02:00,359.000,703.000,0.000,124.000,,1474.000,3314.000,986.000,37360.000,9571.000,192.000,128.000,2651.000,,
2024-08-16 17:00:00+02:00,356.000,695.000,0.000,124.000,,487.000,3555.000,1166.000,37565.000,7341.000,203.000,151.000,2544.000,,
2024-08-16 18:00:00+02:00,359.000,926.000,0.000,123.000,797.000,,3955.000,1335.000,37872.000,4791.000,215.000,171.000,2393.000,,
2024-08-16 19:00:00+02:00,357.000,1142.000,0.000,123.000,1890.000,,4223.000,1619.000,38131.000,2050.000,199.000,149.000,2128.000,,
2024-08-16 20:00:00+02:00,355.000,1143.000,0.000,123.000,2588.000,,4443.000,1993.000,37905.000,542.000,194.000,165.000,1797.000,,
2024-08-16 21:00:00+02:00,358.000,1058.000,0.000,123.000,3017.000,,4596.000,2013.000,37577.000,271.000,196.000,186.000,1496.000,,
2024-08-16 22:00:00+02:00,366.000,957.000,0.000,124.000,2738.000,,4634.000,2355.000,37005.000,0.000,196.000,186.000,1529.000,,
2024-08-16 23:00:00+02:00,362.000,946.000,0.000,124.000,2275.000,,4373.000,2048.000,36800.000,0.000,195.000,211.000,1701.000,,
2024-08-17 00:00:00+02:00,361.000,949.000,0.000,124.000,1832.000,,3957.000,1612.000,36801.000,0.000,195.000,191.000,1736.000,,
2024-08-17 01:00:00+02:00,361.000,611.000,0.000,121.000,1249.000,,3750.000,1482.000,36587.000,0.000,192.000,180.000,1736.000,,
2024-08-17 02:00:00+02:00,360.000,522.000,0.000,120.000,732.000,,3705.000,1613.000,36647.000,0.000,190.000,167.000,1589.000,,
2024-08-17 03:00:00+02:00,361.000,505.000,0.000,122.000,47.000,,3652.000,1177.000,36845.000,0.000,190.000,121.000,1411.000,,
2024-08-17 04:00:00+02:00,362.000,508.000,0.000,124.000,,301.000,3589.000,994.000,37026.000,0.000,192.000,103.000,1303.000,,
2024-08-17 05:00:00+02:00,363.000,524.000,0.000,124.000,,308.000,3632.000,1049.000,37078.000,0.000,192.000,135.000,1311.000,,
2024-08-17 06:00:00+02:00,363.000,516.000,0.000,124.000,114.000,,3693.000,1115.000,37041.000,268.000,192.000,168.000,1321.000,,
2024-08-17 07:00:00+02:00,363.000,517.000,0.000,122.000,859.000,,3738.000,1111.000,36967.000,633.000,191.000,139.000,1368.000,,
2024-08-17 08:00:00+02:00,362.000,505.000,0.000,120.000,1016.000,,3761.000,1369.000,36848.000,2168.000,191.000,146.000,1327.000,,
2024-08-17 09:00:00+02:00,362.000,493.000,0.000,120.000,36.000,,3691.000,1097.000,36647.000,4406.000,193.000,180.000,1243.000,,
2024-08-17 10:00:00+02:00,365.000,506.000,0.000,120.000,,767.000,3682.000,973.000,35875.000,6396.000,193.000,172.000,1281.000,,
2024-08-17 11:00:00+02:00,366.000,513.000,0.000,120.000,,1269.000,3502.000,672.000,35588.000,7639.000,192.000,130.000,1436.000,,
2024-08-17 12:00:00+02:00,365.000,561.000,0.000,120.000,,2388.000,3433.000,590.000,34351.000,8257.000,193.000,94.000,1617.000,,
2024-08-17 13:00:00+02:00,363.000,633.000,0.000,119.000,,2261.000,3251.000,623.000,34094.000,8854.000,197.000,62.000,1670.000,,
2024-08-17 14:00:00+02:00,363.000,705.000,0.000,120.000,,2252.000,3121.000,491.000,34234.000,8547.000,204.000,70.000,1822.000,,
2024-08-17 15:00:00+02:00,361.000,704.000,0.000,121.000,,2220.000,3227.000,454.000,34237.000,8101.000,207.000,71.000,1828.000,,
2024-08-17 16:00:00+02:00,366.000,720.000,0.000,122.000,,2131.000,3259.000,521.000,35570.000,7056.000,203.000,101.000,1871.000,,
2024-08-17 17:00:00+02:00,365.000,726.000,0.000,122.000,,1549.000,3472.000,703.000,36962.000,5562.000,199.000,100.000,1864.000,,
2024-08-17 18:00:00+02:00,365.000,728.000,0.000,119.000,16.000,,3780.000,991.000,37870.000,3575.000,198.000,129.000,1826.000,,
2024-08-17 19:00:00+02:00,365.000,879.000,0.000,120.000,1141.000,,4017.000,1443.000,38549.000,1621.000,200.000,232.000,1909.000,,
2024-08-17 20:00:00+02:00,367.000,1160.000,0.000,122.000,2579.000,,4208.000,1586.000,38523.000,470.000,201.000,286.000,2138.000,,
2024-08-17 21:00:00+02:00,367.000,1063.000,0.000,123.000,2683.000,,4465.000,1514.000,37631.000,264.000,202.000,344.000,2140.000,,
2024-08-17 22:00:00+02:00,367.000,983.000,0.000,123.000,3014.000,,4484.000,1602.000,37633.000,0.000,204.000,461.000,2341.000,,
2024-08-17 23:00:00+02:00,366.000,979.000,0.000,123.000,1822.000,,4310.000,1494.000,37600.000,0.000,204.000,417.000,2554.000,,
2024-08-18 00:00:00+02:00,366.000,635.000,0.000,121.000,1314.000,,3922.000,1362.000,37674.000,0.000,206.000,333.000,2703.000,,
2024-08-18 01:00:00+02:00,366.000,534.000,0.000,122.000,606.000,,3641.000,1158.000,37495.000,0.000,208.000,376.000,2537.000,,
2024-08-18 02:00:00+02:00,365.000,489.000,0.000,124.000,,117.000,3472.000,1463.000,37581.000,0.000,204.000,470.000,2801.000,,
2024-08-18 03:00:00+02:00,364.000,445.000,0.000,124.000,,864.000,3364.000,1138.000,37360.000,0.000,204.000,431.000,2736.000,,
2024-08-18 04:00:00+02:00,366.000,498.000,0.000,124.000,,989.000,3352.000,909.000,37307.000,0.000,202.000,358.000,2640.000,,
2024-08-18 05:00:00+02:00,367.000,527.000,0.000,124.000,,839.000,3349.000,886.000,37121.000,0.000,201.000,333.000,2880.000,,
2024-08-18 06:00:00+02:00,366.000,520.000,0.000,123.000,,1141.000,3377.000,826.000,37055.000,256.000,202.000,271.000,2931.000,,
2024-08-18 07:00:00+02:00,367.000,537.000,0.000,123.000,,1164.000,3449.000,770.000,36481.000,596.000,201.000,308.000,3267.000,,
2024-08-18 08:00:00+02:00,366.000,523.000,0.000,124.000,,1085.000,3560.000,781.000,36846.000,2049.000,202.000,334.000,3165.000,,
2024-08-18 09:00:00+02:00,366.000,517.000,0.000,124.000,,1849.000,3608.000,571.000,36537.000,4410.000,203.000,270.000,2863.000,,
2024-08-18 10:00:00+02:00,367.000,576.000,0.000,124.000,,2282.000,3576.000,499.000,33221.000,7043.000,200.000,310.000,3132.000,,
2024-08-18 11:00:00+02:00,368.000,654.000,0.000,123.000,,2400.000,3557.000,486.000,32625.000,9302.000,198.000,247.000,3316.000,,
2024-08-18 12:00:00+02:00,366.000,696.000,0.000,123.000,,2435.000,3485.000,439.000,31954.000,10601.000,199.000,231.000,3959.000,,
2024-08-18 13:00:00+02:00,365.000,698.000,0.000,124.000,,2430.000,3437.000,394.000,30196.000,11058.000,204.000,205.000,4223.000,,
2024-08-18 14:00:00+02:00,364.000,700.000,0.000,124.000,,2423.000,3414.000,397.000,29159.000,11081.000,204.000,299.000,4119.000,,
2024-08-18 15:00:00+02:00,364.000,701.000,0.000,124.000,,2380.000,3308.000,406.000,28829.000,10747.000,205.000,276.000,4060.000,,
2024-08-18 16:00:00+02:00,360.000,688.000,0.000,124.000,,2118.000,3310.000,392.000,28980.000,9687.000,202.000,307.000,4155.000,,
2024-08-18 17:00:00+02:00,365.000,683.000,0.000,124.000,,1920.000,3436.000,557.000,31844.000,7381.000,204.000,397.000,4202.000,,
2024-08-18 18:00:00+02:00,365.000,793.000,0.000,124.000,,1489.000,3605.000,893.000,34813.000,4574.000,206.000,411.000,4048.000,,
2024-08-18 19:00:00+02:00,366.000,894.000,0.000,124.000,,383.000,3883.000,1385.000,37361.000,1904.000,202.000,440.000,3926.000,,
2024-08-18 20:00:00+02:00,368.000,908.000,0.000,124.000,797.000,,4190.000,1713.000,37854.000,539.000,200.000,467.000,3641.000,,
2024-08-18 21:00:00+02:00,367.000,725.000,0.000,123.000,2090.000,,4417.000,1725.000,37806.000,261.000,200.000,447.000,3622.000,,
2024-08-18 22:00:00+02:00,367.000,494.000,0.000,124.000,2083.000,,4487.000,1674.000,37706.000,0.000,198.000,384.000,3668.000,,
2024-08-18 23:00:00+02:00,367.000,520.000,0.000,123.000,1589.000,,4314.000,1649.000,37571.000,0.000,198.000,347.000,3493.000,,
2024-08-19 00:00:00+02:00,367.000,515.000,0.000,124.000,903.000,,4085.000,1341.000,37263.000,0.000,199.000,249.000,3197.000,,
2024-08-19 01:00:00+02:00,366.000,508.000,0.000,124.000,217.000,,3919.000,1326.000,37141.000,0.000,200.000,152.000,2809.000,,
2024-08-19 02:00:00+02:00,366.000,515.000,0.000,124.000,427.000,,3830.000,1385.000,37217.000,0.000,200.000,78.000,2594.000,,
2024-08-19 03:00:00+02:00,366.000,523.000,0.000,124.000,224.000,,3738.000,1415.000,37385.000,0.000,200.000,40.000,2394.000,,
2024-08-19 04:00:00+02:00,368.000,595.000,0.000,124.000,470.000,,3627.000,1256.000,37517.000,0.000,192.000,66.000,2199.000,,
2024-08-19 05:00:00+02:00,366.000,764.000,0.000,124.000,223.000,,3723.000,1582.000,37485.000,0.000,189.000,56.000,2154.000,,
2024-08-19 06:00:00+02:00,366.000,879.000,0.000,124.000,774.000,,3915.000,1547.000,37487.000,261.000,189.000,37.000,2002.000,,
2024-08-19 07:00:00+02:00,367.000,1029.000,0.000,124.000,1301.000,,4106.000,1585.000,38039.000,738.000,181.000,30.000,1960.000,,
2024-08-19 08:00:00+02:00,364.000,1205.000,0.000,124.000,1594.000,,4215.000,1820.000,38481.000,2985.000,179.000,49.000,1883.000,,
2024-08-19 09:00:00+02:00,363.000,1166.000,0.000,123.000,921.000,,4044.000,1462.000,38569.000,6690.000,189.000,89.000,1745.000,,
2024-08-19 10:00:00+02:00,358.000,1110.000,0.000,123.000,0.000,,3802.000,1054.000,38648.000,10101.000,185.000,130.000,1718.000,,
2024-08-19 11:00:00+02:00,359.000,962.000,0.000,124.000,,834.000,3742.000,727.000,38612.000,12730.000,184.000,125.000,1726.000,,
2024-08-19 12:00:00+02:00,359.000,1069.000,0.000,124.000,,1241.000,3761.000,708.000,38616.000,14233.000,183.000,126.000,1806.000,,
2024-08-19 13:00:00+02:00,359.000,970.000,0.000,124.000,,1209.000,3685.000,670.000,38327.000,14759.000,184.000,67.000,1860.000,,
2024-08-19 14:00:00+02:00,359.000,871.000,0.000,123.000,,1783.000,3609.000,647.000,38131.000,14515.000,185.000,54.000,1862.000,,
2024-08-19 15:00:00+02:00,358.000,998.000,0.000,124.000,,1600.000,3622.000,682.000,38035.000,13702.000,184.000,47.000,1851.000,,
2024-08-19 16:00:00+02:00,357.000,1018.000,0.000,124.000,,1568.000,3639.000,830.000,38327.000,11922.000,185.000,46.000,1856.000,,
2024-08-19 17:00:00+02:00,361.000,1096.000,0.000,123.000,,367.000,3764.000,1130.000,38629.000,9254.000,184.000,100.000,1916.000,,
2024-08-19 18:00:00+02:00,361.000,1186.000,0.000,123.000,1212.000,,4102.000,1440.000,38679.000,5666.000,187.000,169.000,1952.000,,
2024-08-19 19:00:00+02:00,361.000,1471.000,0.000,124.000,2309.000,,4461.000,1703.000,39219.000,2278.000,188.000,239.000,2071.000,,
2024-08-19 20:00:00+02:00,360.000,1608.000,0.000,124.000,2070.000,,4620.000,1917.000,39599.000,572.000,193.000,256.000,2278.000,,
2024-08-19 21:00:00+02:00,358.000,1537.000,0.000,123.000,1506.000,,4342.000,1627.000,40263.000,293.000,195.000,259.000,2551.000,,
2024-08-19 22:00:00+02:00,358.000,1379.000,0.000,124.000,1369.000,,4319.000,1307.000,40481.000,0.000,197.000,246.000,2836.000,,
2024-08-19 23:00:00+02:00,358.000,1203.000,0.000,123.000,1190.000,,4264.000,1207.000,40486.000,0.000,200.000,325.000,3036.000,,
2024-08-20 00:00:00+02:00,358.000,926.000,0.000,124.000,315.000,,4004.000,1162.000,39587.000,0.000,198.000,493.000,2998.000,,
2024-08-20 01:00:00+02:00,357.000,877.000,0.000,124.000,,752.000,3910.000,1104.000,39494.000,0.000,201.000,667.000,3084.000,,
2024-08-20 02:00:00+02:00,357.000,694.000,0.000,124.000,,1425.000,3782.000,711.000,39733.000,0.000,201.000,659.000,2966.000,,
2024-08-20 03:00:00+02:00,356.000,483.000,0.000,124.000,,1638.000,3690.000,734.000,39157.000,0.000,201.000,703.000,2860.000,,
2024-08-20 04:00:00+02:00,358.000,481.000,0.000,123.000,,1839.000,3509.000,808.000,39102.000,0.000,203.000,641.000,2916.000,,
2024-08-20 05:00:00+02:00,359.000,486.000,0.000,122.000,,1879.000,3461.000,942.000,39491.000,0.000,201.000,616.000,2906.000,,
2024-08-20 06:00:00+02:00,360.000,461.000,0.000,123.000,,673.000,3621.000,1199.000,39614.000,264.000,198.000,604.000,2928.000,,
2024-08-20 07:00:00+02:00,357.000,468.000,0.000,124.000,677.000,,3856.000,1540.000,39976.000,732.000,195.000,600.000,2992.000,,
2024-08-20 08:00:00+02:00,353.000,473.000,0.000,124.000,1614.000,,4041.000,1521.000,40345.000,2928.000,192.000,570.000,2853.000,,
2024-08-20 09:00:00+02:00,353.000,476.000,0.000,124.000,1223.000,,3874.000,1414.000,40317.000,6514.000,189.000,696.000,2394.000,,
