,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Solar,Waste,Wind Offshore,Wind Onshore,Fossil Hard coal,Wind Offshore
,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Consumption
timestamp_cec,,,,,,,,,,,,,,,
2024-01-01 00:00:00+01:00,343.000,1810.000,15.000,162.000,,2033.000,4822.000,1481.000,40387.000,225.000,87.000,578.000,14399.000,,
2024-01-01 01:00:00+01:00,343.000,1840.000,16.000,191.000,,2067.000,4767.000,1282.000,37528.000,0.000,83.000,577.000,14157.000,,
2024-01-01 02:00:00+01:00,343.000,1787.000,16.000,190.000,,1685.000,4918.000,1005.000,37320.000,0.000,87.000,578.000,13789.000,,
2024-01-01 03:00:00+01:00,343.000,1778.000,15.000,190.000,,1989.000,4876.000,936.000,36954.000,0.000,87.000,577.000,12816.000,,
2024-01-01 04:00:00+01:00,343.000,1765.000,15.000,191.000,,1967.000,4863.000,798.000,36906.000,0.000,88.000,576.000,8031.000,,
2024-01-01 05:00:00+01:00,343.000,1779.000,15.000,191.000,,2687.000,4869.000,731.000,36344.000,0.000,93.000,570.000,7678.000,,
2024-01-01 06:00:00+01:00,342.000,1766.000,15.000,190.000,,2764.000,4797.000,734.000,36148.000,0.000,91.000,567.000,7520.000,,
2024-01-01 07:00:00+01:00,343.000,1769.000,15.000,190.000,,2416.000,4655.000,760.000,36740.000,0.000,93.000,556.000,7142.000,,
2024-01-01 08:00:00+01:00,343.000,1881.000,15.000,190.000,,2378.000,4682.000,1058.000,36510.000,246.000,93.000,565.000,6942.000,,
2024-01-01 09:00:00+01:00,344.000,1877.000,16.000,190.000,,2692.000,4811.000,750.000,35080.000,318.000,94.000,542.000,10361.000,,
2024-01-01 10:00:00+01:00,343.000,1894.000,16.000,190.000,,2615.000,4859.000,766.000,35665.000,933.000,94.000,410.000,10525.000,,
2024-01-01 11:00:00+01:00,343.000,1896.000,16.000,190.000,,2639.000,4828.000,848.000,36702.000,2454.000,96.000,465.000,9949.000,,
2024-01-01 12:00:00+01:00,343.000,1894.000,16.000,191.000,,2189.000,4812.000,854.000,36729.000,4021.000,95.000,545.000,9505.000,,
2024-01-01 13:00:00+01:00,343.000,1914.000,16.000,191.000,,2116.000,4755.000,850.000,37065.000,4883.000,93.000,558.000,9492.000,,
2024-01-01 14:00:00+01:00,342.000,1898.000,16.000,191.000,,2051.000,4882.000,930.000,36874.000,4926.000,93.000,550.000,9209.000,,
2024-01-01 15:00:00+01:00,342.000,1867.000,16.000,191.000,,712.000,5009.000,1169.000,37189.000,4188.000,92.000,551.000,8667.000,,
2024-01-01 16:00:00+01:00,343.000,1870.000,16.000,191.000,36.000,,5224.000,1731.000,38429.000,2703.000,93.000,571.000,8035.000,,
2024-01-01 17:00:00+01:00,343.000,1870.000,16.000,191.000,1176.000,,5346.000,2611.000,41068.000,971.000,95.000,574.000,8125.000,,
2024-01-01 18:00:00+01:00,343.000,1884.000,16.000,190.000,2073.000,,5458.000,2559.000,43655.000,257.000,96.000,569.000,9316.000,,
2024-01-01 19:00:00+01:00,343.000,1888.000,15.000,191.000,2597.000,,5719.000,2581.000,44280.000,0.000,96.000,570.000,11235.000,,
2024-01-01 20:00:00+01:00,342.000,1884.000,16.000,191.000,2710.000,,5724.000,2314.000,44019.000,0.000,94.000,568.000,12970.000,,
2024-01-01 21:00:00+01:00,342.000,1910.000,16.000,190.000,2222.000,,5452.000,2008.000,43293.000,0.000,98.000,568.000,14329.000,,
2024-01-01 22:00:00+01:00,342.000,1900.000,16.000,190.000,811.000,,5243.000,1627.000,42694.000,0.000,97.000,566.000,15231.000,,
2024-01-01 23:00:00+01:00,343.000,1885.000,15.000,190.000,892.000,,5217.000,1692.000,42717.000,0.000,93.000,565.000,15469.000,,
2024-01-02 00:00:00+01:00,341.000,1916.000,15.000,190.000,,107.000,5169.000,1550.000,41802.000,0.000,89.000,568.000,15712.000,,
2024-01-02 01:00:00+01:00,342.000,1999.000,15.000,190.000,,1559.000,4990.000,1671.000,41061.000,0.000,92.000,568.000,15931.000,,
2024-01-02 02:00:00+01:00,343.000,1964.000,15.000,191.000,,2928.000,5008.000,1723.000,41321.000,0.000,91.000,568.000,16148.000,,
2024-01-02 03:00:00+01:00,343.000,1977.000,15.000,190.000,,3023.000,4923.000,988.000,39933.000,0.000,94.000,568.000,16062.000,,
2024-01-02 04:00:00+01:00,342.000,1986.000,16.000,190.000,,2958.000,4874.000,1032.000,37751.000,0.000,96.000,565.000,15999.000,,
2024-01-02 05:00:00+01:00,343.000,1995.000,16.000,191.000,,2846.000,4820.000,938.000,37508.000,0.000,96.000,568.000,15937.000,,
2024-01-02 06:00:00+01:00,343.000,2004.000,16.000,191.000,,2444.000,4791.000,1114.000,38121.000,0.000,96.000,568.000,15869.000,,
2024-01-02 07:00:00+01:00,342.000,2012.000,15.000,191.000,,1802.000,4940.000,1576.000,42400.000,0.000,93.000,568.000,15714.000,,
2024-01-02 08:00:00+01:00,342.000,2025.000,15.000,191.000,,801.000,5289.000,2027.000,44249.000,232.000,93.000,564.000,15713.000,,
2024-01-02 09:00:00+01:00,341.000,2020.000,15.000,190.000,924.000,,5748.000,2333.000,44449.000,281.000,92.000,568.000,15712.000,,
2024-01-02 10:00:00+01:00,342.000,2039.000,16.000,191.000,1840.000,,5916.000,2356.000,44788.000,611.000,91.000,568.000,15932.000,,
2024-01-02 11:00:00+01:00,342.000,2010.000,15.000,191.000,1826.000,,5855.000,2294.000,45383.000,1346.000,89.000,568.000,16293.000,,
2024-01-02 12:00:00+01:00,342.000,2000.000,16.000,191.000,2262.000,,5877.000,2260.000,45568.000,1971.000,91.000,568.000,16462.000,,
2024-01-02 13:00:00+01:00,343.000,2022.000,16.000,191.000,2258.000,,5760.000,2226.000,45557.000,2175.000,91.000,560.000,16553.000,,
2024-01-02 14:00:00+01:00,342.000,1993.000,16.000,191.000,1989.000,,5704.000,2677.000,45621.000,2242.000,90.000,562.000,16784.000,,
2024-01-02 15:00:00+01:00,342.000,1983.000,16.000,191.000,1408.000,,5690.000,2615.000,45624.000,1832.000,89.000,563.000,16765.000,,
2024-01-02 16:00:00+01:00,342.000,1970.000,16.000,191.000,730.000,,5690.000,2605.000,45663.000,1063.000,90.000,561.000,16673.000,,
2024-01-02 17:00:00+01:00,343.000,2013.000,16.000,191.000,,27.000,5874.000,2143.000,46161.000,484.000,93.000,564.000,16576.000,,
2024-01-02 18:00:00+01:00,342.000,2020.000,16.000,190.000,427.000,,5994.000,2283.000,46137.000,236.000,93.000,567.000,16276.000,,
2024-01-02 19:00:00+01:00,342.000,2019.000,16.000,188.000,2106.000,,6234.000,2722.000,46189.000,0.000,92.000,568.000,16187.000,,
2024-01-02 20:00:00+01:00,342.000,2034.000,15.000,188.000,3270.000,,6277.000,2778.000,46399.000,0.000,93.000,568.000,15963.000,,
2024-01-02 21:00:00+01:00,343.000,2023.000,15.000,188.000,1458.000,,6181.000,2574.000,46327.000,0.000,92.000,568.000,16114.000,,
2024-01-02 22:00:00+01:00,342.000,2032.000,15.000,190.000,,1117.000,5567.000,1746.000,45327.000,0.000,94.000,568.000,16290.000,,
2024-01-02 23:00:00+01:00,342.000,2027.000,15.000,189.000,,2042.000,5413.000,1780.000,44678.000,0.000,96.000,567.000,16064.000,,
2024-01-03 00:00:00+01:00,342.000,2016.000,15.000,190.000,,2425.000,5321.000,1598.000,43408.000,0.000,96.000,568.000,16124.000,,
2024-01-03 01:00:00+01:00,342.000,2025.000,15.000,190.000,,2083.000,5270.000,1349.000,43383.000,0.000,97.000,568.000,16055.000,,
2024-01-03 02:00:00+01:00,342.000,2023.000,15.000,190.000,,2153.000,5118.000,1249.000,42570.000,0.000,97.000,567.000,14970.000,,
2024-01-03 03:00:00+01:00,341.000,2028.000,15.000,189.000,,1944.000,5040.000,1940.000,41998.000,0.000,98.000,568.000,9681.000,,
2024-01-03 04:00:00+01:00,342.000,2037.000,15.000,190.000,,2636.000,5086.000,1215.000,41797.000,0.000,98.000,568.000,9585.000,,
2024-01-03 05:00:00+01:00,342.000,2057.000,15.000,190.000,,2732.000,5120.000,1008.000,41358.000,0.000,98.000,568.000,9515.000,,
2024-01-03 06:00:00+01:00,342.000,2062.000,16.000,190.000,,1642.000,5194.000,1118.000,41745.000,0.000,98.000,568.000,14618.000,,
2024-01-03 07:00:00+01:00,341.000,2052.000,16.000,190.000,,1670.000,5222.000,1397.000,43626.000,0.000,96.000,568.000,15676.000,,
2024-01-03 08:00:00+01:00,333.000,2066.000,16.000,191.000,,1585.000,5398.000,1954.000,45816.000,240.000,94.000,566.000,15852.000,,
2024-01-03 09:00:00+01:00,331.000,2073.000,16.000,191.000,,839.000,5781.000,2469.000,46750.000,317.000,93.000,564.000,15974.000,,
2024-01-03 10:00:00+01:00,331.000,2084.000,16.000,190.000,,242.000,5834.000,2363.000,46709.000,871.000,92.000,548.000,15710.000,,
2024-01-03 11:00:00+01:00,331.000,2093.000,16.000,191.000,,198.000,5634.000,2416.000,46665.000,1994.000,90.000,564.000,15615.000,,
2024-01-03 12:00:00+01:00,331.000,2090.000,16.000,191.000,,382.000,5600.000,2353.000,46746.000,2900.000,93.000,564.000,15795.000,,
2024-01-03 13:00:00+01:00,315.000,2110.000,16.000,191.000,,209.000,5668.000,2097.000,46599.000,3510.000,89.000,565.000,16152.000,,
2024-01-03 14:00:00+01:00,323.000,2116.000,16.000,191.000,,462.000,5596.000,1977.000,46475.000,3519.000,90.000,567.000,16208.000,,
2024-01-03 15:00:00+01:00,325.000,2016.000,16.000,191.000,99.000,,5624.000,2602.000,46745.000,2984.000,90.000,565.000,16179.000,,
2024-01-03 16:00:00+01:00,324.000,2046.000,16.000,191.000,673.000,,5910.000,2646.000,46836.000,1727.000,90.000,560.000,16269.000,,
2024-01-03 17:00:00+01:00,325.000,2045.000,16.000,191.000,603.000,,6049.000,2650.000,46695.000,647.000,91.000,560.000,16697.000,,
2024-01-03 18:00:00+01:00,323.000,2063.000,16.000,191.000,953.000,,6440.000,2908.000,46828.000,247.000,92.000,558.000,16713.000,,
2024-01-03 19:00:00+01:00,320.000,2058.000,16.000,191.000,2068.000,,6618.000,3366.000,46955.000,0.000,91.000,560.000,16596.000,,
2024-01-03 20:00:00+01:00,324.000,2058.000,16.000,190.000,2716.000,,6574.000,3211.000,46947.000,0.000,89.000,560.000,16444.000,,
2024-01-03 21:00:00+01:00,323.000,2056.000,16.000,190.000,1945.000,,6433.000,3010.000,46973.000,0.000,90.000,560.000,16295.000,,
2024-01-03 22:00:00+01:00,324.000,2061.000,16.000,190.000,933.000,,6179.000,2345.000,46659.000,0.000,90.000,560.000,16073.000,,
2024-01-03 23:00:00+01:00,324.000,2062.000,15.000,190.000,624.000,,5988.000,2468.000,46237.000,0.000,91.000,560.000,15563.000,,
2024-01-04 00:00:00+01:00,323.000,2076.000,15.000,190.000,,454.000,5809.000,2280.000,46103.000,0.000,93.000,559.000,14967.000,,
2024-01-04 01:00:00+01:00,326.000,2104.000,15.000,190.000,,1550.000,5649.000,1683.000,45553.000,0.000,95.000,555.000,14589.000,,
2024-01-04 02:00:00+01:00,322.000,2096.000,15.000,191.000,,2076.000,5606.000,1358.000,45503.000,0.000,95.000,539.000,13833.000,,
2024-01-04 03:00:00+01:00,322.000,2104.000,15.000,190.000,,2144.000,5465.000,1603.000,44481.000,0.000,95.000,549.000,13421.000,,
2024-01-04 04:00:00+01:00,321.000,2117.000,16.000,191.000,,2615.000,5311.000,1196.000,43877.000,0.000,95.000,530.000,12959.000,,
2024-01-04 05:00:00+01:00,320.000,2124.000,16.000,191.000,,2317.000,5378.000,1220.000,44310.000,0.000,95.000,507.000,12289.000,,
2024-01-04 06:00:00+01:00,326.000,2209.000,16.000,191.000,,1691.000,5597.000,1861.000,45320.000,0.000,94.000,505.000,11522.000,,
2024-01-04 07:00:00+01:00,331.000,2502.000,16.000,191.000,,276.000,5844.000,2587.000,46180.000,0.000,91.000,438.000,10522.000,,
2024-01-04 08:00:00+01:00,331.000,3158.000,16.000,190.000,1345.000,,6120.000,3173.000,46334.000,244.000,89.000,424.000,9878.000,,
2024-01-04 09:00:00+01:00,332.000,3593.000,16.000,190.000,1974.000,,6105.000,3555.000,46373.000,369.000,88.000,484.000,9259.000,,
2024-01-04 10:00:00+01:00,332.000,4095.000,15.000,187.000,2319.000,,6268.000,3631.000,46415.000,1437.000,90.000,455.000,8610.000,,
2024-01-04 11:00:00+01:00,331.000,4355.000,15.000,187.000,1535.000,,6320.000,3416.000,46467.000,3397.000,83.000,432.000,7969.000,,
2024-01-04 12:00:00+01:00,331.000,4565.000,15.000,187.000,872.000,,6327.000,3206.000,46492.000,5129.000,68.000,466.000,7710.000,,
2024-01-04 13:00:00+01:00,331.000,4757.000,15.000,187.000,1696.000,,6254.000,3285.000,46516.000,5620.000,92.000,452.000,7799.000,,
2024-01-04 14:00:00+01:00,331.000,4705.000,16.000,188.000,1481.000,,6254.000,3289.000,46551.000,5093.000,93.000,466.000,7882.000,,
2024-01-04 15:00:00+01:00,331.000,4761.000,16.000,188.000,1577.000,,6187.000,3232.000,46533.000,3921.000,93.000,505.000,7863.000,,
2024-01-04 16:00:00+01:00,331.000,4794.000,15.000,188.000,1773.000,,6351.000,3158.000,46514.000,2370.000,95.000,556.000,8345.000,,
2024-01-04 17:00:00+01:00,331.000,4441.000,11.000,188.000,2435.000,,6595.000,3507.000,45945.000,873.000,96.000,558.000,9361.000,,
2024-01-04 18:00:00+01:00,330.000,4784.000,11.000,188.000,3572.000,,6879.000,4329.000,45343.000,262.000,96.000,559.000,10588.000,,
2024-01-04 19:00:00+01:00,330.000,4832.000,12.000,187.000,3764.000,,7013.000,4362.000,45396.000,0.000,96.000,560.000,11821.000,,
2024-01-04 20:00:00+01:00,331.000,4836.000,15.000,187.000,3826.000,,6999.000,4313.000,45577.000,0.000,97.000,558.000,12269.000,,
2024-01-04 21:00:00+01:00,331.000,4806.000,15.000,187.000,3049.000,,6719.000,3940.000,45848.000,0.000,97.000,559.000,12536.000,,
2024-01-04 22:00:00+01:00,330.000,4391.000,15.000,188.000,1168.000,,6268.000,3213.000,46042.000,0.000,97.000,557.000,12447.000,,
2024-01-04 23:00:00+01:00,335.000,4513.000,15.000,189.000,1110.000,,6107.000,3379.000,46521.000,0.000,97.000,543.000,11712.000,,
2024-01-05 00:00:00+01:00,346.000,4632.000,15.000,189.000,1094.000,,6085.000,3437.000,46727.000,0.000,103.000,405.000,11381.000,,
2024-01-05 01:00:00+01:00,351.000,3775.000,15.000,187.000,,465.000,5986.000,2819.000,46733.000,0.000,112.000,353.000,11271.000,,
2024-01-05 02:00:00+01:00,348.000,3083.000,15.000,187.000,,1986.000,5788.000,2551.000,46854.000,0.000,109.000,326.000,10914.000,,
2024-01-05 03:00:00+01:00,343.000,2731.000,15.000,187.000,,2367.000,5743.000,2368.000,47133.000,0.000,107.000,266.000,10452.000,,
2024-01-05 04:00:00+01:00,342.000,2670.000,15.000,187.000,,2989.000,5671.000,2323.000,45766.000,0.000,107.000,284.000,10158.000,,
2024-01-05 05:00:00+01:00,325.000,2806.000,15.000,187.000,,2922.000,5536.000,2177.000,45526.000,0.000,102.000,280.000,9850.000,,
2024-01-05 06:00:00+01:00,321.000,2955.000,15.000,187.000,,2853.000,5759.000,2067.000,45895.000,0.000,101.000,279.000,9350.000,,
2024-01-05 07:00:00+01:00,335.000,3160.000,15.000,187.000,,1737.000,5862.000,2658.000,47099.000,0.000,96.000,267.000,8601.000,,
2024-01-05 08:00:00+01:00,342.000,3770.000,15.000,187.000,,624.000,6134.000,3376.000,47306.000,247.000,95.000,254.000,7897.000,,
2024-01-05 09:00:00+01:00,343.000,4663.000,15.000,187.000,258.000,,6179.000,3401.000,47406.000,304.000,94.000,256.000,7253.000,,
2024-01-05 10:00:00+01:00,342.000,5244.000,15.000,187.000,593.000,,6120.000,3190.000,47394.000,680.000,92.000,229.000,7030.000,,
2024-01-05 11:00:00+01:00,343.000,5064.000,15.000,187.000,465.000,,6126.000,3051.000,47397.000,1583.000,90.000,179.000,6535.000,,
2024-01-05 12:00:00+01:00,341.000,5168.000,15.000,187.000,451.000,,6193.000,2807.000,47406.000,2588.000,90.000,145.000,6155.000,,
2024-01-05 13:00:00+01:00,342.000,5206.000,15.000,187.000,704.000,,6274.000,3053.000,47355.000,3283.000,92.000,157.000,6079.000,,
2024-01-05 14:00:00+01:00,342.000,5169.000,15.000,187.000,659.000,,6287.000,2991.000,47309.000,3293.000,94.000,169.000,5906.000,,
2024-01-05 15:00:00+01:00,342.000,5021.000,15.000,187.000,480.000,,6102.000,2928.000,47379.000,2645.000,88.000,184.000,5671.000,,
2024-01-05 16:00:00+01:00,342.000,5003.000,15.000,187.000,1015.000,,6229.000,3230.000,47377.000,1628.000,88.000,201.000,5093.000,,
2024-01-05 17:00:00+01:00,342.000,5090.000,15.000,187.000,1940.000,,6432.000,3314.000,47388.000,631.000,87.000,183.000,4357.000,,
2024-01-05 18:00:00+01:00,343.000,5433.000,15.000,187.000,3085.000,,6875.000,3744.000,47431.000,254.000,87.000,243.000,4169.000,,
2024-01-05 19:00:00+01:00,343.000,5504.000,15.000,187.000,3592.000,,6990.000,4025.000,47405.000,0.000,90.000,337.000,4456.000,,
2024-01-05 20:00:00+01:00,343.000,5477.000,15.000,187.000,3684.000,,7002.000,3843.000,47415.000,0.000,94.000,291.000,4606.000,,
2024-01-05 21:00:00+01:00,341.000,5456.000,15.000,187.000,1843.000,,6788.000,3508.000,47476.000,0.000,94.000,305.000,4678.000,,
2024-01-05 22:00:00+01:00,338.000,5016.000,15.000,187.000,678.000,,6496.000,3015.000,47505.000,0.000,93.000,361.000,4830.000,,
2024-01-05 23:00:00+01:00,344.000,5475.000,15.000,187.000,830.000,,6350.000,2413.000,47425.000,0.000,93.000,342.000,4966.000,,
2024-01-06 00:00:00+01:00,344.000,5221.000,14.000,187.000,528.000,,6266.000,2637.000,47435.000,0.000,91.000,298.000,5059.000,,
2024-01-06 01:00:00+01:00,343.000,3606.000,12.000,187.000,176.000,,5975.000,2596.000,47440.000,0.000,91.000,315.000,4718.000,,
2024-01-06 02:00:00+01:00,343.000,2514.000,12.000,187.000,176.000,,5859.000,2378.000,47054.000,0.000,92.000,364.000,4466.000,,
2024-01-06 03:00:00+01:00,343.000,2527.000,12.000,187.000,,174.000,5825.000,1950.000,46537.000,0.000,92.000,360.000,4511.000,,
2024-01-06 04:00:00+01:00,343.000,2562.000,12.000,187.000,,495.000,5808.000,2064.000,45770.000,0.000,93.000,423.000,4545.000,,
2024-01-06 05:00:00+01:00,343.000,2560.000,12.000,187.000,,810.000,5811.000,2009.000,45936.000,0.000,93.000,409.000,4594.000,,
2024-01-06 06:00:00+01:00,343.000,2476.000,12.000,187.000,,1029.000,5816.000,1816.000,46400.000,0.000,91.000,372.000,4645.000,,
2024-01-06 07:00:00+01:00,343.000,2443.000,12.000,187.000,,768.000,5913.000,1889.000,47186.000,0.000,87.000,335.000,4912.000,,
2024-01-06 08:00:00+01:00,343.000,2651.000,12.000,187.000,,438.000,5915.000,1938.000,47264.000,236.000,88.000,386.000,5055.000,,
2024-01-06 09:00:00+01:00,344.000,3390.000,12.000,187.000,,121.000,6076.000,2444.000,47294.000,332.000,91.000,397.000,5012.000,,
2024-01-06 10:00:00+01:00,343.000,4448.000,12.000,187.000,349.000,,6228.000,2731.000,47363.000,1119.000,90.000,423.000,4934.000,,
2024-01-06 11:00:00+01:00,342.000,4289.000,12.000,187.000,1034.000,,6319.000,3305.000,47436.000,2777.000,91.000,441.000,4881.000,,
2024-01-06 12:00:00+01:00,342.000,4134.000,12.000,187.000,897.000,,6342.000,3027.000,47473.000,4122.000,90.000,475.000,4798.000,,
2024-01-06 13:00:00+01:00,343.000,4093.000,12.000,187.000,977.000,,6406.000,3210.000,47640.000,4567.000,90.000,384.000,5190.000,,
2024-01-06 14:00:00+01:00,341.000,3809.000,12.000,188.000,289.000,,6142.000,2683.000,47970.000,4344.000,89.000,350.000,5755.000,,
2024-01-06 15:00:00+01:00,340.000,4359.000,12.000,188.000,,423.000,5998.000,2720.000,47941.000,3756.000,87.000,306.000,6316.000,,
2024-01-06 16:00:00+01:00,340.000,4342.000,12.000,189.000,,793.000,5975.000,2475.000,47808.000,2383.000,87.000,363.000,6484.000,,
2024-01-06 17:00:00+01:00,337.000,4295.000,12.000,189.000,148.000,,5998.000,2529.000,47580.000,904.000,88.000,409.000,6396.000,,
2024-01-06 18:00:00+01:00,339.000,4403.000,11.000,188.000,1421.000,,6371.000,2974.000,47621.000,259.000,90.000,438.000,6552.000,,
2024-01-06 19:00:00+01:00,341.000,4411.000,11.000,187.000,2386.000,,6624.000,3671.000,47632.000,0.000,89.000,428.000,7014.000,,
2024-01-06 20:00:00+01:00,339.000,4434.000,11.000,187.000,2376.000,,6685.000,3516.000,47661.000,0.000,88.000,398.000,7342.000,,
2024-01-06 21:00:00+01:00,341.000,4102.000,11.000,187.000,1843.000,,6518.000,3238.000,47700.000,0.000,86.000,419.000,7226.000,,
2024-01-06 22:00:00+01:00,340.000,3272.000,11.000,187.000,836.000,,6307.000,2724.000,48037.000,0.000,84.000,359.000,7043.000,,
2024-01-06 23:00:00+01:00,341.000,3030.000,11.000,187.000,692.000,,6103.000,2829.000,48090.000,0.000,88.000,336.000,6765.000,,
2024-01-07 00:00:00+01:00,339.000,3174.000,12.000,187.000,544.000,,6008.000,2731.000,48021.000,0.000,92.000,307.000,6554.000,,
2024-01-07 01:00:00+01:00,340.000,2715.000,14.000,187.000,58.000,,5913.000,2486.000,47736.000,0.000,89.000,334.000,6369.000,,
2024-01-07 02:00:00+01:00,341.000,2444.000,15.000,187.000,,691.000,5665.000,2059.000,47564.000,0.000,89.000,299.000,6393.000,,
2024-01-07 03:00:00+01:00,341.000,2467.000,15.000,187.000,,1097.000,5658.000,1890.000,47619.000,0.000,90.000,359.000,6481.000,,
2024-01-07 04:00:00+01:00,341.000,2412.000,15.000,187.000,,1924.000,5536.000,1730.000,47726.000,0.000,93.000,368.000,6509.000,,
2024-01-07 05:00:00+01:00,341.000,2566.000,15.000,187.000,,2438.000,5518.000,1508.000,47457.000,0.000,94.000,339.000,6477.000,,
2024-01-07 06:00:00+01:00,341.000,2593.000,15.000,187.000,,2396.000,5527.000,1722.000,47470.000,0.000,92.000,336.000,6533.000,,
2024-01-07 07:00:00+01:00,341.000,2582.000,15.000,187.000,,1938.000,5634.000,1844.000,47437.000,0.000,92.000,363.000,6381.000,,
2024-01-07 08:00:00+01:00,341.000,2637.000,14.000,187.000,,2043.000,5703.000,1966.000,47560.000,246.000,91.000,431.000,6480.000,,
2024-01-07 09:00:00+01:00,341.000,2704.000,15.000,187.000,,1050.000,5923.000,2309.000,48019.000,344.000,92.000,433.000,6349.000,,
2024-01-07 10:00:00+01:00,341.000,2970.000,15.000,187.000,,773.000,6090.000,2574.000,48142.000,1135.000,92.000,375.000,6386.000,,
2024-01-07 11:00:00+01:00,339.000,3039.000,15.000,187.000,255.000,,6046.000,2596.000,48386.000,2675.000,94.000,385.000,6318.000,,
2024-01-07 12:00:00+01:00,331.000,2984.000,14.000,187.000,511.000,,5865.000,2252.000,49048.000,3699.000,94.000,377.000,6458.000,,
2024-01-07 13:00:00+01:00,331.000,2872.000,15.000,188.000,1205.000,,5744.000,2465.000,49105.000,4083.000,93.000,400.000,7001.000,,
2024-01-07 14:00:00+01:00,330.000,2794.000,15.000,190.000,226.000,,5646.000,2024.000,49049.000,3789.000,93.000,384.000,7459.000,,
2024-01-07 15:00:00+01:00,330.000,2729.000,15.000,189.000,,376.000,5643.000,1610.000,48854.000,3010.000,93.000,336.000,7691.000,,
2024-01-07 16:00:00+01:00,332.000,3391.000,14.000,191.000,459.000,,5703.000,2390.000,48322.000,1872.000,90.000,403.000,7771.000,,
2024-01-07 17:00:00+01:00,339.000,3858.000,14.000,191.000,661.000,,5908.000,2375.000,48335.000,722.000,90.000,494.000,8069.000,,
2024-01-07 18:00:00+01:00,341.000,4388.000,15.000,191.000,1006.000,,6253.000,2814.000,48578.000,265.000,91.000,498.000,8505.000,,
2024-01-07 19:00:00+01:00,343.000,4419.000,15.000,190.000,1774.000,,6389.000,3271.000,49074.000,0.000,87.000,509.000,9278.000,,
2024-01-07 20:00:00+01:00,343.000,4776.000,15.000,190.000,2254.000,,6360.000,3317.000,49155.000,0.000,75.000,508.000,9968.000,,
2024-01-07 21:00:00+01:00,343.000,4861.000,15.000,190.000,1480.000,,6381.000,2994.000,49207.000,0.000,73.000,519.000,10349.000,,
2024-01-07 22:00:00+01:00,343.000,4623.000,15.000,190.000,196.000,,6213.000,2477.000,49177.000,0.000,74.000,536.000,10766.000,,
2024-01-07 23:00:00+01:00,343.000,4677.000,15.000,190.000,,116.000,5958.000,2202.000,48880.000,0.000,74.000,527.000,10562.000,,
2024-01-08 00:00:00+01:00,343.000,4711.000,15.000,190.000,,230.000,5838.000,1853.000,48702.000,0.000,78.000,532.000,10629.000,,
2024-01-08 01:00:00+01:00,342.000,4139.000,15.000,190.000,,595.000,5708.000,1941.000,48930.000,0.000,85.000,549.000,10274.000,,
2024-01-08 02:00:00+01:00,338.000,3428.000,15.000,190.000,,1008.000,5440.000,1788.000,48942.000,0.000,86.000,554.000,10158.000,,
2024-01-08 03:00:00+01:00,338.000,3521.000,15.000,190.000,,1456.000,5366.000,1560.000,48931.000,0.000,87.000,566.000,10171.000,,
2024-01-08 04:00:00+01:00,336.000,3661.000,15.000,190.000,,1633.000,5306.000,1380.000,48173.000,0.000,88.000,562.000,10127.000,,
2024-01-08 05:00:00+01:00,337.000,3736.000,15.000,190.000,,1967.000,5403.000,1358.000,48219.000,0.000,90.000,561.000,10164.000,,
2024-01-08 06:00:00+01:00,341.000,3885.000,15.000,190.000,,1051.000,5574.000,1468.000,48825.000,0.000,91.000,557.000,10542.000,,
2024-01-08 07:00:00+01:00,341.000,5604.000,15.000,190.000,,208.000,5771.000,1865.000,49245.000,0.000,89.000,552.000,10712.000,,
2024-01-08 08:00:00+01:00,343.000,6989.000,15.000,190.000,454.000,,6105.000,2860.000,49300.000,248.000,91.000,522.000,10799.000,,
2024-01-08 09:00:00+01:00,343.000,7405.000,15.000,189.000,2110.000,,6671.000,3850.000,49368.000,368.000,88.000,519.000,10267.000,,
2024-01-08 10:00:00+01:00,343.000,7506.000,15.000,190.000,3474.000,,6901.000,4654.000,49256.000,1072.000,90.000,495.000,9625.000,,
2024-01-08 11:00:00+01:00,342.000,7302.000,14.000,189.000,3451.000,,6872.000,4548.000,49183.000,2263.000,83.000,495.000,9017.000,,
2024-01-08 12:00:00+01:00,342.000,6949.000,14.000,191.000,2423.000,,6422.000,3234.000,49173.000,3294.000,76.000,488.000,8856.000,,
2024-01-08 13:00:00+01:00,343.000,7022.000,14.000,190.000,755.000,,6102.000,3331.000,49175.000,3919.000,76.000,459.000,8937.000,,
2024-01-08 14:00:00+01:00,343.000,6873.000,14.000,190.000,646.000,,6047.000,3588.000,49180.000,3857.000,68.000,404.000,8779.000,,
2024-01-08 15:00:00+01:00,343.000,7378.000,15.000,190.000,1206.000,,6278.000,3654.000,49177.000,3268.000,71.000,385.000,8071.000,,
2024-01-08 16:00:00+01:00,344.000,7424.000,15.000,191.000,2876.000,,6545.000,4254.000,49181.000,2089.000,74.000,432.000,7403.000,,
