,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Fossil Hard coal,Fossil Oil,Fossil Oil,Geothermal,Hydro Run-of-river and poundage,Hydro Water Reservoir,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Waste,Wind Onshore
,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
timestamp_cec,,,,,,,,,,,,,,,,,
2021-01-01 00:00:00+01:00,138.750,290.000,715.750,,0.500,0.000,,0.000,15.000,8.000,,1938.500,79.000,14.750,0.000,16.250,40.250
2021-01-01 01:00:00+01:00,132.750,311.500,716.750,,1.000,0.000,,0.000,15.000,8.000,,1939.250,80.000,13.000,0.000,16.250,49.250
2021-01-01 02:00:00+01:00,113.750,291.750,660.000,,1.500,,0.000,0.000,15.000,8.000,,1940.500,78.000,11.000,0.000,15.750,40.500
2021-01-01 03:00:00+01:00,108.500,268.000,666.000,,2.250,,0.000,0.000,15.000,8.000,,1939.250,80.000,11.000,0.000,16.000,25.750
2021-01-01 04:00:00+01:00,109.000,267.500,717.750,,1.250,0.000,0.000,0.000,15.000,8.000,,1938.250,79.000,10.750,0.000,16.000,17.000
2021-01-01 05:00:00+01:00,110.500,270.000,726.500,,1.250,0.000,0.000,0.000,15.000,8.000,,1936.750,78.000,10.250,0.000,16.500,20.000
2021-01-01 06:00:00+01:00,130.500,275.000,738.000,,1.750,0.000,,0.000,15.000,8.000,,1938.000,79.000,12.250,0.000,15.750,26.750
2021-01-01 07:00:00+01:00,143.750,272.750,747.000,,1.500,0.000,0.000,0.000,15.000,8.000,,1939.000,78.000,13.750,7.250,9.250,28.000
2021-01-01 08:00:00+01:00,149.000,274.500,719.250,,2.500,0.000,0.000,0.000,15.000,8.000,,1939.000,78.500,14.750,118.000,9.750,26.750
2021-01-01 09:00:00+01:00,147.250,270.750,672.250,,2.250,0.000,0.000,0.000,15.000,8.000,,1939.000,83.000,16.250,308.000,10.250,22.750
2021-01-01 10:00:00+01:00,148.000,267.000,684.500,,2.500,,0.000,0.000,15.000,8.000,,1938.750,83.000,16.250,459.750,9.750,10.500
2021-01-01 11:00:00+01:00,147.000,282.750,770.000,,2.000,0.000,0.000,0.000,15.000,8.000,,1938.000,83.000,16.500,523.750,9.250,3.500
2021-01-01 12:00:00+01:00,149.500,270.500,727.000,,3.000,0.000,,0.000,15.000,8.000,,1937.000,83.000,16.000,462.750,6.250,1.000
2021-01-01 13:00:00+01:00,150.000,274.500,756.750,,2.750,0.000,,0.000,14.250,8.000,,1939.250,83.000,16.000,317.750,8.750,1.250
2021-01-01 14:00:00+01:00,148.250,272.750,767.750,,3.000,0.000,0.000,0.000,14.000,7.000,,1939.000,83.000,16.000,143.250,10.000,2.250
2021-01-01 15:00:00+01:00,148.000,297.000,742.000,,3.000,0.000,0.000,0.000,14.000,7.000,,1939.000,82.000,16.000,30.250,10.000,7.250
2021-01-01 16:00:00+01:00,143.750,303.750,733.000,,3.250,,0.000,0.000,14.000,7.000,,1939.000,82.000,16.000,0.250,7.750,19.250
2021-01-01 17:00:00+01:00,143.500,324.250,779.500,,3.500,,0.000,0.000,14.000,7.000,,1938.750,85.000,16.000,0.000,9.750,54.500
2021-01-01 18:00:00+01:00,143.500,319.250,804.000,,4.500,0.000,0.000,0.000,14.000,7.000,,1937.500,77.000,16.000,0.000,9.750,83.750
2021-01-01 19:00:00+01:00,142.750,321.750,688.750,,5.500,0.000,,0.000,14.000,7.000,,1938.250,79.000,15.000,0.000,9.000,70.750
2021-01-01 20:00:00+01:00,144.000,324.750,706.500,,3.000,0.000,0.000,0.000,14.000,7.000,,1938.000,79.000,15.000,0.000,10.250,71.000
2021-01-01 21:00:00+01:00,147.750,302.250,735.250,,3.250,0.000,,0.000,14.000,7.000,,1937.750,79.000,15.000,0.000,9.750,89.000
2021-01-01 22:00:00+01:00,145.750,298.000,708.500,,3.750,0.000,,0.000,13.250,7.000,,1937.000,78.000,15.000,0.000,9.250,98.500
2021-01-01 23:00:00+01:00,146.750,297.000,703.250,,3.500,,0.000,0.000,13.000,7.000,,1937.000,78.000,15.000,0.000,8.750,102.250
2021-01-02 00:00:00+01:00,145.500,271.000,674.750,,3.000,,0.000,0.000,13.000,7.000,,1937.250,79.000,14.250,0.000,9.000,104.250
2021-01-02 01:00:00+01:00,142.750,240.250,638.750,,3.000,0.000,0.000,0.000,13.000,7.000,,1937.750,79.000,11.750,0.000,9.750,112.250
2021-01-02 02:00:00+01:00,113.250,246.000,606.000,,1.750,0.000,,0.000,13.000,7.000,,1938.500,78.000,11.000,0.000,9.000,120.250
2021-01-02 03:00:00+01:00,106.750,251.500,601.000,,2.750,0.000,,0.000,13.000,7.000,,1938.750,79.000,10.250,0.000,9.250,119.500
2021-01-02 04:00:00+01:00,107.250,251.000,578.250,,3.750,0.000,,0.000,13.000,7.000,,1938.250,78.000,10.000,0.000,9.000,120.750
2021-01-02 05:00:00+01:00,109.000,283.500,625.000,,3.500,0.000,,0.000,13.000,7.000,,1939.000,78.000,10.250,0.000,8.500,103.500
2021-01-02 06:00:00+01:00,134.250,321.500,600.500,,3.750,,0.000,0.000,12.500,6.250,,1939.000,79.000,13.750,0.000,8.750,90.500
2021-01-02 07:00:00+01:00,144.500,335.000,643.750,,2.750,,0.000,0.000,12.000,6.000,,1940.750,80.000,15.750,12.250,8.750,93.500
2021-01-02 08:00:00+01:00,146.750,338.250,635.500,0.000,1.333,,0.000,0.000,12.000,6.000,,1942.000,79.500,16.000,129.000,8.500,108.750
2021-01-02 09:00:00+01:00,149.500,335.250,694.000,,1.250,0.000,,0.000,12.000,5.500,,1941.750,84.000,17.000,330.750,8.750,109.500
2021-01-02 10:00:00+01:00,148.000,341.000,769.000,,2.000,0.000,,0.000,12.000,6.000,,1941.250,84.000,17.750,534.500,9.000,89.250
2021-01-02 11:00:00+01:00,150.000,333.500,769.750,,2.750,0.000,,0.000,12.000,6.000,,1941.500,84.000,16.750,618.750,8.500,61.500
2021-01-02 12:00:00+01:00,146.250,339.500,769.500,,3.250,0.000,,0.000,12.000,6.000,,1941.750,84.000,16.000,547.250,8.750,41.000
2021-01-02 13:00:00+01:00,145.500,344.000,766.500,,3.250,0.000,0.000,0.000,12.000,6.000,,1941.750,84.000,16.000,365.500,8.250,31.250
2021-01-02 14:00:00+01:00,146.250,316.500,726.750,,4.000,,0.000,0.000,11.500,6.000,,1941.750,84.000,16.000,179.000,9.250,67.250
2021-01-02 15:00:00+01:00,147.250,305.500,759.750,,2.250,,0.000,0.000,11.000,6.000,,1941.000,83.000,16.000,34.750,8.750,76.250
2021-01-02 16:00:00+01:00,138.750,323.750,699.500,,1.500,0.000,0.000,0.000,11.000,6.000,,1940.250,83.000,16.250,0.000,8.750,125.000
2021-01-02 17:00:00+01:00,141.250,339.500,749.250,,2.000,0.000,,0.000,11.000,6.000,,1940.750,84.000,16.000,0.000,9.250,169.750
2021-01-02 18:00:00+01:00,139.000,334.750,668.750,1.000,0.000,0.000,,0.000,11.000,6.000,,1939.500,79.000,15.000,0.000,9.750,164.000
2021-01-02 19:00:00+01:00,143.750,211.000,763.250,,1.500,0.000,0.000,0.000,11.000,5.000,,1939.000,79.000,15.250,0.000,9.500,166.500
2021-01-02 20:00:00+01:00,137.250,168.750,786.500,,1.750,0.000,,0.000,11.000,5.000,,1938.250,79.000,16.000,0.000,10.500,152.000
2021-01-02 21:00:00+01:00,134.500,174.250,768.250,,3.250,,0.000,0.000,11.000,5.000,,1939.250,79.000,15.750,0.000,9.750,105.000
2021-01-02 22:00:00+01:00,135.250,169.750,732.500,,4.000,,0.000,0.000,11.000,5.000,,1935.250,78.000,15.000,0.000,10.000,89.000
2021-01-02 23:00:00+01:00,135.500,173.250,727.000,,2.000,0.000,,0.000,11.000,5.000,,1933.750,78.000,15.000,0.000,9.500,78.500
2021-01-03 00:00:00+01:00,133.500,177.500,640.500,,1.750,0.000,,0.000,11.000,5.000,,1933.000,79.000,14.500,0.000,10.000,109.250
2021-01-03 01:00:00+01:00,132.500,204.000,565.000,,1.750,0.000,,0.000,10.250,5.000,,1937.250,80.000,12.500,0.000,9.500,110.000
2021-01-03 02:00:00+01:00,107.750,228.500,540.750,,1.750,0.000,,0.000,10.000,5.000,,1940.500,79.000,11.000,0.000,10.250,126.750
2021-01-03 03:00:00+01:00,104.500,254.500,517.000,,3.000,0.000,0.000,0.000,10.000,5.000,,1941.250,79.000,11.000,0.000,10.250,156.000
2021-01-03 04:00:00+01:00,103.750,280.500,504.000,,3.500,,0.000,0.000,10.000,5.000,,1941.000,78.000,10.000,0.000,10.250,146.500
2021-01-03 05:00:00+01:00,106.250,297.250,463.000,,3.000,,0.000,0.000,10.000,5.000,,1941.000,79.000,10.000,0.000,9.750,132.500
2021-01-03 06:00:00+01:00,125.250,325.000,561.750,,3.000,0.000,0.000,0.000,10.000,4.500,,1940.750,79.000,12.000,0.000,6.000,68.000
2021-01-03 07:00:00+01:00,141.250,315.750,535.750,,4.250,0.000,,0.000,10.000,4.000,,1939.750,78.000,14.500,3.250,3.750,80.250
2021-01-03 08:00:00+01:00,142.250,312.750,478.500,,2.750,0.000,0.000,0.000,10.000,4.000,,1938.750,76.500,15.750,51.250,3.500,55.500
2021-01-03 09:00:00+01:00,141.500,321.250,636.750,,2.250,0.000,0.000,0.000,10.000,4.000,,1938.500,84.000,16.750,138.750,4.250,55.250
2021-01-03 10:00:00+01:00,140.750,330.250,695.250,,2.000,,0.000,0.000,10.000,4.000,,1939.500,84.000,17.000,229.500,3.750,67.250
2021-01-03 11:00:00+01:00,141.750,325.000,724.750,,2.250,,0.000,0.000,10.000,4.000,,1941.000,84.000,16.750,327.500,3.500,55.500
2021-01-03 12:00:00+01:00,138.000,325.250,650.500,,2.750,,0.000,0.000,9.250,4.000,,1942.250,84.000,16.500,353.500,4.250,65.000
2021-01-03 13:00:00+01:00,146.250,304.500,512.500,,2.000,,0.000,0.000,9.000,4.000,,1942.750,85.000,16.000,304.250,4.750,70.250
2021-01-03 14:00:00+01:00,146.500,294.250,624.750,,2.750,0.000,0.000,0.000,9.000,3.750,,1941.500,84.000,16.000,149.250,6.000,77.000
2021-01-03 15:00:00+01:00,140.000,316.000,718.500,,1.500,0.000,0.000,0.000,9.000,3.000,,1939.500,83.000,16.000,33.500,8.500,70.750
2021-01-03 16:00:00+01:00,139.500,324.250,667.000,,2.750,0.000,0.000,0.000,9.000,3.000,,1938.250,83.000,16.000,0.250,9.500,76.000
2021-01-03 17:00:00+01:00,141.250,351.500,749.250,,3.250,0.000,0.000,0.000,9.000,3.000,,1940.000,84.000,16.000,0.000,9.500,74.000
2021-01-03 18:00:00+01:00,139.000,351.500,761.750,,1.500,,0.000,0.000,9.000,3.000,,1938.750,80.000,16.000,0.000,8.750,63.000
2021-01-03 19:00:00+01:00,141.000,347.250,827.500,,3.000,,0.000,0.000,8.250,3.000,,1939.500,80.000,15.250,0.000,10.500,34.000
2021-01-03 20:00:00+01:00,142.750,340.000,763.500,,3.000,,0.000,0.000,9.250,3.000,,1939.500,80.000,15.000,0.000,9.750,31.750
2021-01-03 21:00:00+01:00,143.000,309.000,824.000,,3.500,0.000,,0.000,9.000,3.000,,1941.000,80.000,15.000,0.000,8.750,40.500
2021-01-03 22:00:00+01:00,142.500,311.500,895.000,,2.500,0.000,,0.000,9.000,3.000,,1940.500,79.000,15.000,0.000,9.000,32.000
2021-01-03 23:00:00+01:00,142.250,316.500,855.500,,1.750,0.000,,0.000,9.000,3.000,,1939.750,79.000,14.250,0.000,9.000,29.250
2021-01-04 00:00:00+01:00,144.250,304.250,950.500,,1.250,0.000,,0.000,9.000,3.000,,1940.250,78.000,13.750,0.000,10.500,42.000
2021-01-04 01:00:00+01:00,139.500,317.500,859.750,,0.750,0.000,0.000,0.000,9.000,3.000,,1939.250,80.000,11.500,0.000,9.750,32.500
2021-01-04 02:00:00+01:00,109.250,314.000,890.250,,2.750,,0.000,0.000,9.000,3.000,,1938.750,78.000,10.250,0.000,8.750,6.500
2021-01-04 03:00:00+01:00,100.000,296.000,842.250,,2.500,,0.000,0.000,9.000,3.000,,1937.750,80.000,10.000,0.000,9.500,16.750
2021-01-04 04:00:00+01:00,101.750,300.500,817.000,,2.250,0.000,0.000,0.000,9.000,3.000,,1939.500,79.000,10.000,0.000,11.000,15.750
2021-01-04 05:00:00+01:00,124.000,306.250,978.500,,2.750,0.000,,0.000,9.000,3.000,,1938.750,79.000,11.750,0.000,9.250,13.750
2021-01-04 06:00:00+01:00,135.250,323.000,991.750,,3.750,0.000,,0.000,9.000,3.000,,1938.000,80.000,12.250,0.000,8.500,4.000
2021-01-04 07:00:00+01:00,135.250,325.750,1144.500,,3.000,0.000,0.000,0.000,9.000,2.750,,1937.000,81.000,14.000,2.750,7.500,1.250
2021-01-04 08:00:00+01:00,136.000,343.500,1167.000,,2.750,,0.000,0.000,9.000,2.000,,1938.750,80.500,15.000,42.000,10.500,11.750
2021-01-04 09:00:00+01:00,129.500,345.250,1243.750,,2.750,,0.000,0.000,9.000,0.000,,1941.250,85.000,15.500,111.750,10.000,9.250
2021-01-04 10:00:00+01:00,130.500,347.750,1234.500,,3.000,,0.000,0.000,9.000,0.000,,1939.250,85.000,15.250,212.000,9.500,3.250
2021-01-04 11:00:00+01:00,133.250,347.250,1231.750,,2.000,0.000,0.000,0.000,9.000,0.000,,1938.750,84.000,15.000,256.000,10.750,6.000
2021-01-04 12:00:00+01:00,138.750,341.250,1231.750,,2.750,0.250,,0.000,9.000,2.250,,1939.750,84.000,15.000,209.500,10.250,6.500
2021-01-04 13:00:00+01:00,141.000,348.750,1400.250,,1.250,0.000,0.000,0.000,9.000,3.750,,1940.250,84.000,15.000,141.250,9.250,1.500
2021-01-04 14:00:00+01:00,136.000,356.500,1424.250,,1.500,0.000,,0.000,9.000,4.000,,1941.250,84.000,15.000,71.500,9.500,0.750
2021-01-04 15:00:00+01:00,138.500,359.500,1416.250,,1.500,0.000,0.000,0.000,9.000,3.250,,1941.250,84.000,15.000,15.750,9.500,2.000
2021-01-04 16:00:00+01:00,133.000,348.250,1402.750,,2.250,,0.000,0.000,9.000,3.000,,1940.750,84.000,14.750,0.000,8.500,1.000
2021-01-04 17:00:00+01:00,131.500,341.000,1417.500,,1.750,,0.000,0.000,9.000,3.000,,1940.250,86.000,15.750,0.000,8.750,0.000
2021-01-04 18:00:00+01:00,134.000,334.250,1418.000,,2.000,0.000,0.000,0.000,9.000,3.000,,1940.000,80.000,15.250,0.000,9.750,0.250
2021-01-04 19:00:00+01:00,137.500,328.750,1410.500,,2.750,0.000,,0.000,9.000,3.000,,1939.000,80.000,15.000,0.000,10.250,2.000
2021-01-04 20:00:00+01:00,136.750,329.000,1413.500,,3.000,0.000,,0.000,9.000,3.000,,1939.000,80.000,15.000,0.000,10.250,5.500
2021-01-04 21:00:00+01:00,139.250,329.500,1370.250,,3.250,0.000,,0.000,9.000,3.000,,1940.000,80.000,14.750,0.000,10.500,8.500
2021-01-04 22:00:00+01:00,139.250,328.750,1343.000,,4.250,0.000,,0.000,9.000,3.000,,1940.000,79.000,15.000,0.000,9.750,13.250
2021-01-04 23:00:00+01:00,143.000,324.750,1266.500,,4.000,0.000,0.000,0.000,9.000,3.000,,1940.000,79.000,14.000,0.000,10.250,15.250
2021-01-05 00:00:00+01:00,143.500,301.500,1083.500,,2.500,,0.000,0.000,9.000,3.000,,1937.000,73.000,13.000,0.000,10.000,15.250
2021-01-05 01:00:00+01:00,141.250,318.250,1076.500,,3.250,,0.000,0.000,9.000,3.000,,1936.500,73.000,11.250,0.000,9.750,13.250
2021-01-05 02:00:00+01:00,108.000,304.500,1016.750,,3.000,0.000,0.000,0.000,9.000,3.000,,1936.000,72.000,10.000,0.000,10.000,22.750
2021-01-05 03:00:00+01:00,104.250,284.000,921.250,,2.750,0.000,0.000,0.000,9.000,3.000,,1936.000,73.000,10.000,0.000,11.500,45.500
2021-01-05 04:00:00+01:00,105.750,294.250,1008.000,,2.500,0.000,0.000,0.000,9.000,3.000,,1936.750,72.000,10.000,0.000,11.250,51.750
2021-01-05 05:00:00+01:00,129.250,298.250,1056.500,,2.500,0.000,,0.000,9.000,3.000,,1936.500,72.000,11.750,0.000,10.000,52.500
2021-01-05 06:00:00+01:00,140.750,327.500,1275.000,,3.000,0.000,0.000,0.000,9.000,3.000,,1935.500,73.000,12.250,0.000,9.500,36.750
2021-01-05 07:00:00+01:00,143.250,331.000,1396.500,,2.000,,0.000,0.000,9.000,3.000,,1936.000,74.000,13.750,1.500,10.750,34.750
2021-01-05 08:00:00+01:00,140.000,346.250,1413.000,,1.500,,0.000,0.000,9.000,2.750,,1935.750,73.500,14.750,31.000,10.000,55.500
2021-01-05 09:00:00+01:00,145.750,352.500,1430.500,,1.750,0.000,0.000,0.000,9.000,2.000,,1938.500,78.000,15.750,79.000,5.500,66.000
2021-01-05 10:00:00+01:00,145.750,347.000,1487.000,,1.750,0.000,,0.000,9.000,2.750,,1937.750,78.000,16.000,113.500,5.000,55.000
2021-01-05 11:00:00+01:00,140.750,344.250,1557.250,,2.250,0.000,,0.000,6.500,2.500,,1939.500,78.000,15.000,132.500,3.750,54.750
2021-01-05 12:00:00+01:00,147.000,354.750,1570.250,,2.750,0.000,,0.000,8.750,3.000,,1940.250,78.000,14.000,144.250,4.250,38.000
2021-01-05 13:00:00+01:00,148.000,358.750,1543.750,,2.250,0.000,,0.000,9.500,3.000,,1940.250,77.000,14.000,119.250,4.750,27.250
2021-01-05 14:00:00+01:00,151.000,354.000,1499.750,,3.250,0.000,0.000,0.000,9.500,3.000,,1941.000,77.000,14.750,67.750,4.750,19.000
2021-01-05 15:00:00+01:00,145.750,354.750,1468.750,,3.000,,0.000,0.000,10.750,3.000,,1940.250,77.000,15.250,19.500,3.750,12.250
2021-01-05 16:00:00+01:00,146.750,347.750,1455.000,,4.000,,0.000,0.000,11.000,3.000,,1940.250,77.000,15.000,0.250,4.500,18.000
2021-01-05 17:00:00+01:00,146.750,349.250,1473.750,,3.250,0.000,0.000,0.000,11.000,3.000,,1939.500,77.500,15.000,0.000,5.000,13.250
2021-01-05 18:00:00+01:00,149.000,347.500,1486.750,,2.250,0.000,0.000,0.000,11.000,3.000,,1940.000,73.000,15.000,0.000,4.750,3.500
2021-01-05 19:00:00+01:00,148.250,351.250,1470.750,,2.250,0.000,0.000,0.000,11.000,3.000,,1940.250,73.000,15.500,0.000,5.500,0.500
2021-01-05 20:00:00+01:00,147.750,351.250,1461.750,,2.250,,0.000,0.000,11.000,3.750,,1940.000,73.000,14.750,0.000,5.000,0.000
2021-01-05 21:00:00+01:00,148.750,345.750,1410.000,,3.500,0.000,0.000,0.000,11.000,4.000,,1939.750,73.000,15.000,0.000,4.750,0.500
2021-01-05 22:00:00+01:00,145.750,338.500,1375.750,,3.500,,0.000,0.000,11.000,3.750,,1940.000,72.000,15.750,0.000,5.000,2.750
2021-01-05 23:00:00+01:00,146.750,314.750,1316.250,,3.750,,0.000,0.000,11.000,3.500,,1939.000,72.000,14.750,0.000,4.250,5.000
2021-01-06 00:00:00+01:00,145.750,306.500,1188.250,,4.000,0.000,0.000,0.000,11.000,4.000,,1938.500,73.000,14.000,0.000,4.750,12.250
2021-01-06 01:00:00+01:00,133.250,323.250,1157.000,,3.000,0.000,,0.000,11.000,4.000,,1938.500,73.000,12.500,0.000,3.750,28.750
2021-01-06 02:00:00+01:00,113.000,311.500,1123.000,,2.500,0.000,0.000,0.000,11.000,3.500,,1938.250,72.000,11.000,0.000,4.750,57.500
2021-01-06 03:00:00+01:00,102.000,268.750,1058.500,,2.750,0.000,0.000,0.000,11.000,3.750,,1938.250,73.000,10.250,0.000,4.000,79.250
2021-01-06 04:00:00+01:00,107.750,277.000,1099.250,,3.750,0.000,0.000,0.000,11.000,4.000,,1937.250,72.000,10.000,0.000,5.250,50.000
2021-01-06 05:00:00+01:00,123.000,280.500,1204.750,,4.000,,0.000,0.000,11.000,4.000,,1939.250,72.000,12.500,0.000,5.250,56.250
2021-01-06 06:00:00+01:00,139.250,309.250,1309.250,,5.500,,0.000,0.000,11.000,3.500,,1939.500,73.000,12.500,0.000,4.250,88.500
2021-01-06 07:00:00+01:00,148.750,310.000,1360.500,,6.500,,0.000,0.000,11.000,3.750,,1939.750,74.000,14.000,3.750,4.250,90.750
2021-01-06 08:00:00+01:00,154.250,314.250,1434.000,1.000,3.000,0.000,,0.000,11.000,2.000,,1939.750,74.000,15.000,41.000,5.250,84.500
2021-01-06 09:00:00+01:00,144.250,321.000,1450.000,,2.250,0.000,,0.000,11.000,2.000,,1939.000,78.000,15.750,96.500,5.250,97.250
2021-01-06 10:00:00+01:00,148.250,317.250,1423.500,,3.000,0.000,0.000,0.000,11.000,2.000,,1939.000,78.000,16.000,209.000,5.250,61.000
2021-01-06 11:00:00+01:00,153.250,307.500,1386.500,,3.750,,0.000,0.000,11.000,2.500,,1939.250,78.000,15.750,287.500,7.000,45.250
2021-01-06 12:00:00+01:00,152.500,314.000,1386.750,,4.250,,0.000,0.000,11.000,3.000,,1940.000,78.000,15.500,322.750,8.250,33.250
2021-01-06 13:00:00+01:00,151.250,317.250,1331.500,,4.000,0.000,0.000,0.000,11.000,3.000,,1939.750,77.500,14.750,286.250,10.000,31.250
2021-01-06 14:00:00+01:00,151.250,311.000,1339.250,,4.500,0.000,,0.000,11.000,3.250,,1939.250,78.000,16.250,158.000,9.500,29.000
2021-01-06 15:00:00+01:00,150.500,323.750,1381.000,,5.750,0.000,,0.000,11.000,3.500,,1939.500,77.000,16.250,40.000,9.750,17.750
2021-01-06 16:00:00+01:00,150.000,327.000,1354.750,,5.000,0.000,0.000,0.000,11.000,3.000,,1940.250,78.000,15.750,0.500,10.250,19.500
2021-01-06 17:00:00+01:00,149.000,329.000,1391.000,,5.750,0.000,0.000,0.000,11.000,3.000,,1939.750,78.000,15.500,0.000,10.000,12.250
2021-01-06 18:00:00+01:00,152.500,332.500,1412.500,,5.750,,0.000,0.000,11.000,3.000,,1938.000,73.000,15.000,0.000,10.500,0.750
2021-01-06 19:00:00+01:00,154.750,341.250,1399.750,,4.750,,0.000,0.000,11.000,3.000,,1937.500,73.000,15.000,0.000,10.750,1.000
2021-01-06 20:00:00+01:00,153.000,348.000,1394.000,,4.750,0.000,0.000,0.000,11.000,3.000,,1939.500,73.000,15.000,0.000,11.000,1.000
2021-01-06 21:00:00+01:00,154.250,338.750,1351.500,,5.750,0.000,,0.000,11.000,3.000,,1940.250,73.000,15.000,0.000,10.500,5.000
2021-01-06 22:00:00+01:00,153.000,301.000,1292.500,,5.250,0.000,,0.000,11.000,3.000,,1940.000,72.000,15.000,0.000,10.500,4.500
2021-01-06 23:00:00+01:00,153.250,312.000,1285.750,,3.750,0.000,,0.000,11.000,3.000,,1939.000,72.000,15.000,0.000,10.750,1.500
2021-01-07 00:00:00+01:00,151.750,293.500,1291.750,,5.250,0.000,,0.000,11.000,4.000,,1939.000,45.000,15.000,0.000,10.500,5.250
2021-01-07 01:00:00+01:00,146.500,298.750,1154.250,,4.000,0.000,0.000,0.000,11.000,4.000,,1939.750,45.000,12.250,0.000,10.750,10.750
2021-01-07 02:00:00+01:00,115.750,295.750,1128.250,,4.500,,0.000,0.000,11.000,4.000,,1940.250,44.000,10.750,0.000,10.250,16.750
2021-01-07 03:00:00+01:00,106.000,285.500,1110.000,,4.500,0.000,0.000,0.000,11.000,4.000,,1940.000,45.000,11.000,0.000,10.000,37.000
2021-01-07 04:00:00+01:00,109.250,297.000,1151.250,,4.500,0.000,0.000,0.000,11.000,4.000,,1939.750,44.000,10.250,0.000,10.500,55.750
2021-01-07 05:00:00+01:00,127.750,299.500,1341.250,,4.500,0.000,,0.000,11.000,4.000,,1939.250,44.000,12.500,0.000,10.500,58.500
2021-01-07 06:00:00+01:00,143.500,322.000,1420.750,,5.750,0.000,0.000,0.000,11.000,4.000,,1938.250,45.000,13.500,0.000,11.000,50.000
2021-01-07 07:00:00+01:00,144.000,317.000,1447.250,,4.500,0.000,0.000,0.000,11.000,3.250,,1937.000,46.000,15.750,6.500,10.250,66.500
2021-01-07 08:00:00+01:00,145.750,323.750,1395.250,,5.250,,0.000,0.000,10.000,2.000,,1937.000,46.000,15.250,95.750,9.750,48.750
2021-01-07 09:00:00+01:00,146.000,328.000,1380.250,,4.750,,0.000,0.000,10.000,2.000,,1935.750,50.000,16.000,278.500,10.750,31.750
2021-01-07 10:00:00+01:00,145.500,326.500,1350.750,,5.000,0.000,0.000,0.000,10.000,2.000,,1936.750,50.000,16.000,491.250,10.250,28.750
2021-01-07 11:00:00+01:00,146.500,327.000,1312.000,,5.250,0.000,0.000,0.000,10.000,2.000,,1938.000,50.000,16.000,581.250,9.750,23.500
2021-01-07 12:00:00+01:00,147.000,332.250,1337.250,,5.000,0.000,,0.000,10.000,3.250,,1938.750,50.000,15.750,565.250,11.000,11.250
2021-01-07 13:00:00+01:00,146.250,319.750,1302.750,,3.750,0.000,,0.000,10.000,3.000,,1938.500,50.000,12.500,408.750,11.000,8.750
2021-01-07 14:00:00+01:00,147.000,339.000,1244.250,,4.750,0.000,0.000,0.000,10.000,3.000,,1938.750,50.000,12.750,236.750,9.750,5.250
2021-01-07 15:00:00+01:00,146.250,339.750,1350.250,,2.750,,0.000,0.000,10.000,3.000,,1938.000,49.000,13.000,61.500,10.250,4.000
2021-01-07 16:00:00+01:00,146.500,328.250,1339.000,,3.500,,0.000,0.000,10.000,3.000,,1937.250,49.000,13.000,0.500,10.000,14.250
2021-01-07 17:00:00+01:00,145.250,330.500,1400.000,,3.750,0.000,0.000,0.000,10.000,3.000,,1937.000,50.000,12.500,0.000,10.750,11.500
2021-01-07 18:00:00+01:00,146.000,330.000,1410.250,,3.750,0.000,,0.000,10.000,3.000,,1937.500,45.000,12.750,0.000,11.000,10.000
2021-01-07 19:00:00+01:00,141.750,329.000,1440.500,,4.000,0.000,,0.000,10.000,3.000,,1937.250,45.000,12.000,0.000,10.500,6.250
2021-01-07 20:00:00+01:00,145.250,325.750,1442.000,,3.000,0.000,,0.000,10.000,3.000,,1937.000,45.000,12.000,0.000,10.750,1.500
2021-01-07 21:00:00+01:00,145.750,323.750,1447.000,,1.250,0.000,0.000,0.000,10.000,3.000,,1936.000,45.000,12.000,0.000,10.750,0.250
2021-01-07 22:00:00+01:00,135.500,300.500,1540.500,,3.000,,0.000,0.000,9.250,3.000,,1936.250,44.000,12.000,0.000,10.750,0.250
2021-01-07 23:00:00+01:00,110.500,297.500,1525.250,,2.750,,0.000,0.000,9.000,3.000,,1937.000,44.000,12.000,0.000,11.250,0.000
2021-01-08 00:00:00+01:00,125.250,299.500,1516.500,,2.500,0.000,0.000,0.000,9.000,3.000,,1939.000,44.000,11.750,0.000,11.000,0.000
2021-01-08 01:00:00+01:00,117.000,293.000,1437.250,,2.000,0.000,,0.000,9.000,3.000,,1939.500,44.000,9.750,0.000,9.500,0.000
2021-01-08 02:00:00+01:00,107.500,284.000,1311.500,,2.250,0.000,,0.000,9.000,3.000,,1941.000,43.000,8.000,0.000,10.250,0.000
2021-01-08 03:00:00+01:00,103.500,282.500,1241.000,,1.500,0.000,,0.000,9.000,3.000,,1941.250,44.000,8.000,0.000,10.250,0.000
2021-01-08 04:00:00+01:00,104.250,277.250,1262.500,,3.250,0.000,0.000,0.000,9.000,3.000,,1881.000,43.000,7.250,0.000,10.250,0.500
