,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Fossil Hard coal,Fossil Oil,Fossil Oil,Geothermal,Hydro Run-of-river and poundage,Hydro Water Reservoir,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Waste,Wind Onshore
,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
timestamp_cec,,,,,,,,,,,,,,,,,
2021-06-15 01:00:00+02:00,171.250,364.750,752.000,0.000,,,0.000,0.000,14.000,20.000,,1876.250,66.000,12.750,0.000,18.750,20.000
2021-06-15 02:00:00+02:00,163.500,352.750,776.500,0.000,,,0.000,0.000,14.000,20.000,,1876.000,65.000,10.750,0.000,18.250,8.750
2021-06-15 03:00:00+02:00,126.250,364.000,778.500,0.000,,,0.000,0.000,14.000,20.000,,1876.500,66.000,7.250,0.000,19.000,8.000
2021-06-15 04:00:00+02:00,123.250,370.000,753.000,0.000,,,0.000,0.000,14.000,20.000,,1877.500,65.000,7.000,0.750,19.000,10.250
2021-06-15 05:00:00+02:00,136.750,351.750,764.500,0.000,,,0.000,0.000,13.250,20.000,,1878.250,65.000,8.000,33.750,18.750,7.250
2021-06-15 06:00:00+02:00,153.500,350.250,857.000,0.000,,,0.000,0.000,13.750,20.000,,1878.750,66.000,11.250,149.250,19.000,4.500
2021-06-15 07:00:00+02:00,153.000,349.750,894.750,0.000,,,0.000,0.000,14.000,20.000,,1877.000,67.000,13.000,450.750,19.500,1.000
2021-06-15 08:00:00+02:00,152.500,367.250,890.500,0.000,,,0.000,0.000,13.000,20.000,,1873.750,67.000,14.000,807.500,19.500,0.000
2021-06-15 09:00:00+02:00,155.000,372.250,877.250,0.000,,,0.000,0.000,13.000,20.000,,1874.250,71.000,14.250,1115.000,18.500,0.500
2021-06-15 10:00:00+02:00,154.250,360.750,839.500,0.000,,,0.000,0.000,14.000,20.000,,1876.750,71.000,13.500,1319.750,18.500,1.500
2021-06-15 11:00:00+02:00,153.250,378.750,782.250,0.000,,,0.000,0.000,14.000,20.000,,1878.000,71.000,13.000,1419.500,18.250,3.750
2021-06-15 12:00:00+02:00,155.750,423.500,730.750,0.000,,,0.000,0.000,14.000,20.000,,1877.750,71.000,13.750,1440.000,18.000,3.500
2021-06-15 13:00:00+02:00,163.250,441.750,829.000,0.000,,,0.000,0.000,13.750,20.000,,1876.500,71.000,12.750,1400.500,18.500,7.250
2021-06-15 14:00:00+02:00,171.500,455.500,830.000,0.000,,0.000,0.000,0.000,14.000,20.000,,1877.000,71.000,14.000,1305.750,17.500,9.250
2021-06-15 15:00:00+02:00,172.750,484.500,796.750,0.000,,0.000,0.000,0.000,14.000,20.000,,1876.000,71.000,14.000,1149.250,17.750,10.750
2021-06-15 16:00:00+02:00,172.750,464.750,830.000,0.000,,0.000,,0.000,14.000,20.000,,1876.500,71.000,14.000,913.500,17.750,14.750
2021-06-15 17:00:00+02:00,171.000,499.500,814.000,0.000,,0.000,,0.000,14.000,20.000,,1874.750,71.000,13.750,583.500,19.500,9.750
2021-06-15 18:00:00+02:00,172.250,502.000,875.500,3.500,,0.000,,0.000,14.000,20.000,,1874.250,66.000,13.750,248.250,20.000,10.000
2021-06-15 19:00:00+02:00,174.250,503.750,886.000,1.500,,0.000,,0.000,14.000,20.000,,1874.000,66.000,14.000,74.250,19.250,17.750
2021-06-15 20:00:00+02:00,172.750,505.750,915.750,0.000,,0.000,,0.000,14.000,20.000,,1875.250,66.000,12.750,8.250,19.500,22.000
2021-06-15 21:00:00+02:00,169.500,501.250,949.250,0.000,,0.000,0.000,0.250,14.000,20.000,,1875.500,65.000,13.000,0.000,20.000,13.000
2021-06-15 22:00:00+02:00,171.500,443.500,916.750,0.000,,0.000,,0.000,14.000,20.000,,1876.500,65.000,12.250,0.000,19.250,4.250
2021-06-15 23:00:00+02:00,173.250,483.750,928.000,0.000,,0.000,,0.000,14.000,20.000,,1875.500,65.000,12.750,0.000,19.000,7.000
2021-06-16 00:00:00+02:00,173.500,452.000,870.750,0.000,,0.000,,0.000,14.000,20.000,,1874.500,67.000,12.000,0.000,19.750,11.750
2021-06-16 01:00:00+02:00,173.000,471.500,848.500,0.000,,0.000,,0.000,14.000,20.000,,1875.000,67.000,11.500,0.000,19.000,22.500
2021-06-16 02:00:00+02:00,167.750,476.750,749.000,0.000,,0.000,,0.000,14.000,20.000,,1875.000,66.000,10.750,0.000,18.750,27.250
2021-06-16 03:00:00+02:00,128.500,488.000,784.750,0.000,,0.000,0.000,0.000,14.000,20.000,,1874.250,67.000,7.750,0.000,19.750,19.500
2021-06-16 04:00:00+02:00,122.500,512.250,761.250,0.000,,0.000,,0.000,14.000,20.000,,1873.500,66.000,7.250,1.500,19.750,13.000
2021-06-16 05:00:00+02:00,137.250,510.750,848.000,0.000,,0.000,,0.000,14.000,20.000,,1873.750,66.000,7.500,44.250,19.250,16.750
2021-06-16 06:00:00+02:00,160.750,508.250,868.250,0.000,,0.000,,0.000,14.000,20.000,,1875.000,67.000,11.500,172.500,20.500,16.000
2021-06-16 07:00:00+02:00,167.500,510.500,869.250,0.000,,0.000,,0.000,13.750,19.000,,1874.250,68.000,13.250,465.500,19.500,7.500
2021-06-16 08:00:00+02:00,170.500,514.500,874.250,0.000,,0.000,,0.000,13.500,15.000,,1875.250,68.000,14.250,808.750,19.250,3.250
2021-06-16 09:00:00+02:00,167.250,513.500,880.250,0.000,,0.000,0.000,0.000,13.000,15.000,,1875.250,72.000,14.500,1104.000,18.250,1.250
2021-06-16 10:00:00+02:00,170.750,506.000,861.000,2.500,,0.000,,0.000,13.000,15.000,,1874.000,72.000,14.000,1304.250,19.500,2.000
2021-06-16 11:00:00+02:00,167.750,512.500,853.500,0.000,,0.000,,0.000,13.500,15.000,,1874.000,72.000,14.000,1384.250,18.250,1.000
2021-06-16 12:00:00+02:00,171.500,550.750,849.250,0.000,,0.000,,0.000,14.000,19.000,,1872.750,72.000,14.000,1388.000,18.000,0.000
2021-06-16 13:00:00+02:00,174.000,540.750,885.750,0.000,,0.000,,0.000,14.250,20.000,,1873.250,72.000,14.500,1367.250,18.500,0.000
2021-06-16 14:00:00+02:00,169.250,545.500,835.250,0.000,,0.000,,0.000,14.000,20.000,,1874.000,72.000,12.750,1299.000,18.000,0.750
2021-06-16 15:00:00+02:00,167.250,552.500,853.000,0.000,,0.000,,0.000,14.000,20.000,,1873.750,72.000,13.750,1153.000,19.250,1.000
2021-06-16 16:00:00+02:00,170.000,547.500,872.000,0.000,,0.000,0.000,0.000,14.000,20.000,,1873.000,72.000,13.750,910.750,17.250,1.000
2021-06-16 17:00:00+02:00,170.500,556.250,891.000,0.000,,0.000,,0.000,14.000,20.000,,1872.500,72.000,13.250,599.500,14.250,1.250
2021-06-16 18:00:00+02:00,169.500,555.250,910.250,0.000,,0.000,,0.000,14.000,20.000,,1872.250,67.000,13.250,257.250,15.000,1.250
2021-06-16 19:00:00+02:00,168.000,553.500,954.250,0.000,,0.000,,0.000,14.000,20.000,,1873.000,67.000,13.000,63.250,14.750,0.750
2021-06-16 20:00:00+02:00,169.250,536.750,892.500,0.000,,0.000,,0.000,14.000,20.000,,1873.500,66.000,13.000,8.500,15.000,1.250
2021-06-16 21:00:00+02:00,172.500,540.250,920.250,0.000,,0.000,,0.000,14.000,20.000,,1873.500,66.500,13.000,0.000,14.250,2.000
2021-06-16 22:00:00+02:00,159.750,538.750,895.750,0.000,,0.000,0.000,0.000,14.000,20.000,,1872.250,66.000,13.000,0.000,14.250,4.000
2021-06-16 23:00:00+02:00,169.500,536.750,840.250,0.000,,0.000,,0.000,14.000,20.000,,1871.250,66.000,13.000,0.000,16.250,6.250
2021-06-17 00:00:00+02:00,168.750,545.250,758.750,0.000,,0.000,,0.000,14.000,21.000,,1871.500,63.000,12.000,0.000,14.750,12.000
2021-06-17 01:00:00+02:00,168.000,489.750,702.250,0.000,,0.000,,0.000,14.000,21.000,,1872.250,63.000,12.000,0.000,14.750,13.500
2021-06-17 02:00:00+02:00,162.750,415.250,721.250,0.000,,0.000,,0.000,14.000,21.000,,1872.000,62.000,10.500,0.000,14.000,12.250
2021-06-17 03:00:00+02:00,121.500,362.250,690.250,0.000,,0.000,,0.000,14.000,21.000,,1871.750,63.000,7.250,0.000,15.500,9.000
2021-06-17 04:00:00+02:00,122.750,400.250,747.250,0.000,,0.000,0.000,0.000,14.000,21.000,,1871.250,62.000,7.000,1.000,15.250,3.500
2021-06-17 05:00:00+02:00,134.250,458.000,727.250,1.750,,0.000,,0.000,14.000,21.000,,1869.000,62.000,7.000,35.750,15.250,2.250
2021-06-17 06:00:00+02:00,161.500,534.250,853.500,1.000,,0.000,,0.000,14.000,21.000,,1874.750,64.000,8.250,154.500,14.750,6.500
2021-06-17 07:00:00+02:00,166.750,533.000,877.500,1.000,,0.000,,0.000,14.000,21.000,,1874.250,64.000,10.500,457.750,15.250,9.500
2021-06-17 08:00:00+02:00,162.500,535.750,869.250,1.000,,0.000,,0.000,14.000,21.000,,1869.250,64.000,11.000,803.500,14.000,8.000
2021-06-17 09:00:00+02:00,162.000,545.750,916.250,1.000,,0.000,,0.000,14.000,21.000,,1864.250,69.000,10.500,1082.250,14.500,17.250
2021-06-17 10:00:00+02:00,155.250,540.000,916.000,1.250,,0.000,0.000,0.000,14.000,21.000,,1863.250,68.000,12.000,1271.750,14.750,12.500
2021-06-17 11:00:00+02:00,161.750,541.250,884.500,1.000,,0.000,,0.000,13.750,21.000,,1865.250,68.000,10.250,1366.750,14.250,11.750
2021-06-17 12:00:00+02:00,169.000,536.000,855.250,0.250,,0.000,,0.000,13.000,21.000,,1864.250,68.000,9.750,1367.000,14.000,14.250
2021-06-17 13:00:00+02:00,165.750,525.000,843.500,0.250,,0.000,,0.000,13.000,21.000,,1863.750,68.000,11.250,1306.000,14.250,15.250
2021-06-17 14:00:00+02:00,168.500,523.750,821.750,0.000,,0.000,,0.000,13.000,21.000,,1866.250,68.000,10.750,1243.000,13.000,16.000
2021-06-17 15:00:00+02:00,168.000,537.500,890.250,0.000,,0.000,,0.000,13.750,21.000,,1865.750,68.000,11.750,1057.250,13.500,13.500
2021-06-17 16:00:00+02:00,170.000,527.500,869.250,0.000,,0.000,0.000,0.000,14.000,21.000,,1867.000,68.000,12.000,812.750,14.750,6.500
2021-06-17 17:00:00+02:00,169.500,528.500,855.500,0.250,,0.000,0.000,0.000,14.000,21.000,,1866.500,68.000,12.000,539.500,15.250,5.500
2021-06-17 18:00:00+02:00,168.250,528.500,889.000,0.250,,0.000,,0.000,14.000,21.000,,1867.500,63.000,12.000,250.750,16.000,6.500
2021-06-17 19:00:00+02:00,166.000,521.250,900.750,0.000,,0.000,,0.000,14.000,21.750,,1866.750,63.000,12.000,74.000,16.000,13.000
2021-06-17 20:00:00+02:00,166.000,508.750,848.000,0.000,,0.000,,0.000,14.000,22.000,,1865.250,63.000,12.000,9.750,15.750,36.000
2021-06-17 21:00:00+02:00,170.500,508.500,832.000,0.000,,0.000,,0.000,14.000,22.000,,1865.750,63.000,12.000,0.000,17.250,61.000
2021-06-17 22:00:00+02:00,170.250,537.750,872.250,0.000,,0.000,,0.000,14.000,22.000,,1871.000,63.000,12.250,0.000,19.250,51.000
2021-06-17 23:00:00+02:00,169.000,544.250,855.750,0.000,,0.000,0.000,0.000,14.000,22.000,,1869.250,62.000,12.250,0.000,19.750,49.250
2021-06-18 00:00:00+02:00,171.000,528.500,872.500,0.000,,0.000,,0.000,14.000,22.000,,1869.750,63.000,12.000,0.000,19.500,44.500
2021-06-18 01:00:00+02:00,168.250,463.250,766.000,0.000,,0.000,,0.000,14.000,22.000,,1870.000,63.000,12.000,0.000,20.250,55.500
2021-06-18 02:00:00+02:00,163.500,380.000,723.500,0.000,,0.000,,0.000,14.000,22.000,,1869.500,62.000,10.500,0.000,19.500,63.500
2021-06-18 03:00:00+02:00,127.750,330.000,731.000,0.000,,0.000,,0.000,14.000,22.000,,1870.750,63.000,8.250,0.000,19.500,67.250
2021-06-18 04:00:00+02:00,124.750,378.500,735.000,0.000,,0.000,,0.000,14.000,22.000,,1872.250,62.000,8.000,1.250,19.250,63.250
2021-06-18 05:00:00+02:00,136.750,434.250,730.500,0.000,,0.000,0.000,0.000,14.000,22.000,,1871.750,62.000,8.250,37.750,18.750,62.000
2021-06-18 06:00:00+02:00,160.000,504.250,816.750,0.000,,0.000,,0.000,14.000,22.000,,1871.750,64.000,10.000,159.000,19.000,34.000
2021-06-18 07:00:00+02:00,164.000,501.750,860.750,0.000,,0.000,,0.250,13.750,20.500,,1871.500,64.000,11.750,449.750,19.750,7.000
2021-06-18 08:00:00+02:00,164.000,524.500,905.000,0.000,,0.000,,0.000,13.000,16.000,,1870.750,64.000,12.750,779.250,19.500,9.250
2021-06-18 09:00:00+02:00,165.750,389.250,1029.500,0.000,,0.000,,0.000,13.250,16.000,,1868.750,69.000,11.250,1054.750,18.750,18.250
2021-06-18 10:00:00+02:00,167.250,369.500,997.250,0.000,,0.000,,0.000,13.000,16.000,,1868.500,68.000,12.000,1233.750,18.000,25.500
2021-06-18 11:00:00+02:00,167.500,369.250,1068.000,0.000,,0.000,0.000,0.000,13.000,16.000,,1868.500,68.000,12.000,1337.750,18.500,19.000
2021-06-18 12:00:00+02:00,169.500,368.750,1007.500,0.000,,0.000,,0.000,13.000,20.500,,1866.000,68.000,13.750,1356.250,18.750,17.000
2021-06-18 13:00:00+02:00,163.250,367.750,859.000,0.000,,0.000,,0.000,13.000,23.000,,1864.250,68.000,13.250,1300.000,18.250,13.500
2021-06-18 14:00:00+02:00,167.250,367.750,808.000,0.000,,0.000,,0.000,13.250,23.000,,1863.500,68.000,12.250,1210.250,18.000,11.250
2021-06-18 15:00:00+02:00,168.250,370.000,800.500,0.000,,0.000,,0.000,14.000,23.000,,1865.250,68.000,11.500,1063.250,17.500,9.000
2021-06-18 16:00:00+02:00,168.500,370.750,808.750,0.000,,0.000,,0.000,13.500,23.000,,1864.250,68.000,11.000,825.500,18.750,12.750
2021-06-18 17:00:00+02:00,168.500,372.750,796.250,0.000,,0.000,0.000,0.000,14.000,23.000,,1865.000,68.000,11.000,552.000,19.250,20.750
2021-06-18 18:00:00+02:00,168.000,373.000,796.750,0.000,,0.000,0.000,0.000,14.000,23.000,,1865.000,63.500,11.750,246.500,20.000,28.000
2021-06-18 19:00:00+02:00,170.500,370.500,821.500,0.000,,0.000,,0.000,14.000,23.000,,1864.750,63.000,13.000,68.750,19.250,28.500
2021-06-18 20:00:00+02:00,170.500,363.500,816.000,0.000,,0.000,,0.000,14.000,23.000,,1865.750,63.000,13.000,9.500,18.500,31.500
2021-06-18 21:00:00+02:00,171.000,368.500,817.000,0.000,,0.000,,0.000,14.000,23.000,,1864.500,63.000,13.000,0.000,19.000,33.750
2021-06-18 22:00:00+02:00,167.500,369.500,830.750,0.000,,0.000,,0.000,14.000,23.000,,1864.000,63.000,13.000,0.000,19.750,24.750
2021-06-18 23:00:00+02:00,167.000,371.000,834.750,0.000,,0.000,,0.000,14.000,23.000,,1863.500,62.000,12.250,0.000,18.750,15.000
2021-06-19 00:00:00+02:00,149.250,354.000,678.250,0.000,,0.000,0.000,0.000,14.000,21.000,,1864.500,62.000,11.250,0.000,18.250,14.250
2021-06-19 01:00:00+02:00,148.500,351.750,617.250,0.000,,0.000,,0.000,14.000,21.000,,1863.250,62.000,11.750,0.000,15.750,15.750
2021-06-19 02:00:00+02:00,141.250,324.750,627.750,0.000,,0.000,,0.000,14.000,21.000,,1863.500,61.000,11.250,0.000,16.000,11.750
2021-06-19 03:00:00+02:00,112.750,319.000,591.750,0.000,,0.000,,0.000,13.500,21.000,,1863.000,62.000,8.000,0.000,17.500,6.250
2021-06-19 04:00:00+02:00,109.000,334.250,589.000,0.000,,0.000,,0.000,14.000,21.000,,1864.000,61.000,8.000,1.000,16.000,2.750
2021-06-19 05:00:00+02:00,105.250,318.750,594.500,0.000,,0.000,,0.000,13.000,21.000,,1864.000,61.000,7.750,35.500,16.500,3.250
2021-06-19 06:00:00+02:00,116.500,324.500,620.000,0.000,,0.000,0.000,0.000,13.000,21.000,,1865.000,63.000,8.750,154.250,16.250,2.250
2021-06-19 07:00:00+02:00,135.250,349.750,633.500,0.000,,0.000,,0.000,13.000,21.000,,1863.750,63.000,11.500,439.750,16.000,1.000
2021-06-19 08:00:00+02:00,138.250,359.250,616.000,0.000,,0.000,,0.000,13.000,21.000,,1864.750,63.000,12.750,782.250,16.250,0.750
2021-06-19 09:00:00+02:00,137.750,363.250,602.250,0.000,,0.000,,0.000,13.000,21.000,,1865.250,68.000,12.000,1065.000,15.500,0.500
2021-06-19 10:00:00+02:00,137.250,338.750,594.500,0.000,,0.000,,0.000,13.000,21.000,,1865.500,67.000,12.000,1266.500,15.750,0.750
2021-06-19 11:00:00+02:00,136.500,337.000,598.500,0.000,,0.000,,0.000,13.000,21.000,,1865.000,67.000,11.250,1340.000,14.750,0.500
2021-06-19 12:00:00+02:00,136.500,337.250,593.500,0.000,,0.000,0.000,0.000,13.000,21.000,,1864.250,67.000,11.750,1312.750,15.750,0.250
2021-06-19 13:00:00+02:00,138.750,326.750,631.750,0.000,,0.000,,0.000,13.000,21.000,,1862.750,67.000,12.000,1211.000,15.000,0.000
2021-06-19 14:00:00+02:00,139.250,330.500,595.750,0.000,,0.000,,0.000,13.000,21.000,,1858.500,67.000,12.000,1154.750,15.500,1.000
2021-06-19 15:00:00+02:00,144.750,333.250,572.250,0.000,,0.000,,0.000,13.000,21.000,,1857.250,67.000,11.500,1033.250,16.000,4.000
2021-06-19 16:00:00+02:00,147.500,334.000,571.000,0.000,,0.000,,0.000,13.000,21.000,,1857.750,67.000,12.000,789.750,16.000,7.500
2021-06-19 17:00:00+02:00,147.500,357.250,631.500,0.000,,0.000,,0.000,13.000,21.000,,1858.000,67.000,12.000,503.250,16.750,3.750
2021-06-19 18:00:00+02:00,149.500,359.500,626.250,0.000,,0.000,0.000,0.000,13.000,21.000,,1858.000,62.000,11.250,236.500,17.000,1.000
2021-06-19 19:00:00+02:00,148.500,360.500,594.250,0.000,,0.000,,0.000,13.000,21.000,,1856.500,62.000,11.750,71.250,16.000,8.750
2021-06-19 20:00:00+02:00,149.000,355.000,625.750,0.000,,0.000,,0.000,13.000,21.000,,1856.750,62.000,12.750,8.500,17.000,4.500
2021-06-19 21:00:00+02:00,150.000,337.750,671.750,0.000,,0.000,,0.000,13.000,21.000,,1855.500,62.000,12.500,0.000,16.250,3.000
2021-06-19 22:00:00+02:00,149.500,357.250,670.250,0.000,,0.000,,0.000,12.000,21.000,,1855.000,62.000,12.000,0.000,16.000,13.000
2021-06-19 23:00:00+02:00,150.000,355.500,610.000,0.000,,0.000,,0.000,12.000,21.000,,1856.500,61.000,11.500,0.000,16.500,37.750
2021-06-20 00:00:00+02:00,150.000,356.000,625.000,0.000,,0.000,0.000,0.000,12.000,21.000,,1857.750,62.000,12.000,0.000,17.000,51.000
2021-06-20 01:00:00+02:00,150.250,319.250,585.000,0.000,,0.000,0.000,0.000,12.000,21.000,,1855.750,62.000,11.000,0.000,17.000,43.500
2021-06-20 02:00:00+02:00,141.250,312.250,614.000,0.000,,0.000,,0.000,12.000,21.000,,1857.250,61.000,10.500,0.000,16.500,21.500
2021-06-20 03:00:00+02:00,111.250,308.250,566.500,0.000,,0.000,,0.000,12.000,21.000,,1857.500,62.000,8.000,0.000,17.000,14.750
2021-06-20 04:00:00+02:00,106.750,308.250,580.500,0.000,,0.000,,0.000,12.000,21.000,,1856.750,61.000,8.000,1.000,17.000,39.000
2021-06-20 05:00:00+02:00,107.000,301.500,569.750,0.000,,0.000,,0.000,12.000,21.000,,1856.000,61.000,7.750,37.250,15.750,60.500
2021-06-20 06:00:00+02:00,122.750,308.750,586.500,0.000,,0.000,,0.000,12.000,21.000,,1856.750,63.000,9.000,154.250,16.000,55.000
2021-06-20 07:00:00+02:00,144.500,306.500,608.750,0.000,,0.000,0.000,0.000,12.000,21.000,,1856.250,63.000,11.000,432.250,16.000,27.000
2021-06-20 08:00:00+02:00,148.500,302.250,577.250,0.000,,0.000,,0.000,12.000,20.000,,1856.250,63.000,11.750,760.250,15.500,13.000
2021-06-20 09:00:00+02:00,148.500,297.000,574.000,0.000,,0.000,,0.000,13.000,15.000,,1857.000,66.750,12.250,1030.500,17.500,12.250
2021-06-20 10:00:00+02:00,148.250,327.500,549.000,0.000,,0.000,,0.000,12.000,16.250,,1857.000,67.000,12.750,1234.750,16.250,14.750
2021-06-20 11:00:00+02:00,147.750,329.750,537.000,0.000,,0.000,,0.000,12.500,19.000,,1859.250,67.000,11.750,1342.500,16.250,14.000
2021-06-20 12:00:00+02:00,146.000,322.750,564.000,0.000,,0.000,,0.000,13.000,19.000,,1857.250,67.000,11.750,1331.500,17.000,16.250
2021-06-20 13:00:00+02:00,148.250,329.500,573.250,0.000,,0.000,0.000,0.000,13.000,19.000,,1856.750,67.000,11.750,1306.250,16.500,12.000
2021-06-20 14:00:00+02:00,147.500,315.000,627.000,0.000,,0.000,,0.000,13.000,19.000,,1856.250,67.000,12.250,1176.000,15.750,10.250
2021-06-20 15:00:00+02:00,146.000,325.000,619.500,0.000,,0.000,,0.000,13.000,19.000,,1854.500,67.000,12.000,1027.250,17.750,8.000
2021-06-20 16:00:00+02:00,146.500,325.500,770.000,0.000,,0.000,,0.000,13.000,19.000,,1854.000,67.000,11.000,729.750,16.500,7.250
2021-06-20 17:00:00+02:00,147.250,359.500,677.000,0.000,,0.000,,0.000,13.000,19.000,,1854.000,67.000,11.250,457.000,16.500,5.000
2021-06-20 18:00:00+02:00,146.500,358.000,653.500,0.000,,0.000,,0.000,13.000,19.000,,1853.250,63.250,12.250,222.750,16.250,4.250
2021-06-20 19:00:00+02:00,147.000,360.500,738.750,0.000,,0.000,0.000,0.000,13.000,18.500,,1851.250,62.000,12.750,77.000,16.000,8.250
2021-06-20 20:00:00+02:00,148.250,358.000,744.250,0.000,,0.000,,0.000,13.000,18.000,,1850.500,62.000,13.000,8.500,16.500,11.500
2021-06-20 21:00:00+02:00,148.750,339.750,821.750,0.000,,0.000,,0.000,12.250,18.000,,1851.250,62.000,12.000,0.000,17.750,11.750
2021-06-20 22:00:00+02:00,149.250,365.750,802.000,0.000,,0.000,,0.000,12.750,18.000,,1851.500,62.000,11.250,0.000,19.250,24.000
2021-06-20 23:00:00+02:00,149.750,361.750,690.750,0.000,,0.000,,0.000,12.500,18.000,,1851.750,61.000,12.000,0.000,18.500,33.000
2021-06-21 00:00:00+02:00,148.750,325.500,786.000,0.000,,0.000,,0.000,12.000,18.000,,1853.250,62.000,11.000,0.000,19.000,53.750
2021-06-21 01:00:00+02:00,149.750,326.250,677.500,0.000,,0.000,0.000,0.000,12.000,18.000,,1853.500,62.000,11.750,0.000,18.750,80.750
2021-06-21 02:00:00+02:00,138.750,310.500,708.500,0.000,,0.000,0.000,0.000,12.000,18.000,,1854.000,61.000,10.500,0.000,19.000,105.000
2021-06-21 03:00:00+02:00,109.750,315.500,714.250,0.000,,0.000,,0.000,12.000,18.000,,1854.000,62.000,8.250,0.000,19.500,91.750
2021-06-21 04:00:00+02:00,107.250,309.750,740.500,0.000,,0.000,,0.000,12.000,18.000,,1853.250,61.000,8.000,1.500,19.000,101.250
2021-06-21 05:00:00+02:00,119.500,312.500,768.000,0.000,,0.000,,0.000,12.000,18.000,,1852.750,61.000,7.000,45.500,19.000,82.000
2021-06-21 06:00:00+02:00,143.750,336.250,947.500,0.000,,0.000,,0.000,12.000,18.000,,1851.250,63.000,10.750,173.000,19.250,61.500
2021-06-21 07:00:00+02:00,148.000,341.000,975.750,0.000,,0.000,,0.000,12.000,17.250,,1851.000,63.000,10.750,423.000,18.000,37.250
2021-06-21 08:00:00+02:00,147.750,346.250,1034.500,0.000,,0.000,0.000,0.000,12.000,13.000,,1850.750,63.000,11.250,719.500,19.500,27.250
2021-06-21 09:00:00+02:00,146.250,359.500,982.000,0.000,,0.000,0.000,0.000,12.000,13.000,,1849.750,66.750,10.000,990.000,18.750,31.750
2021-06-21 10:00:00+02:00,148.000,358.500,937.750,0.000,,0.000,,0.000,12.000,13.000,,1850.750,67.000,10.750,1151.500,18.250,43.000
2021-06-21 11:00:00+02:00,146.750,357.500,977.250,0.000,,0.000,,0.000,12.000,13.000,,1852.750,67.000,10.750,1259.500,17.500,46.500
2021-06-21 12:00:00+02:00,145.250,360.500,1073.250,0.000,,0.000,,0.000,12.000,16.750,,1848.000,67.000,11.500,1253.250,17.750,36.750
2021-06-21 13:00:00+02:00,146.500,365.250,1025.750,0.000,,0.000,,0.000,12.500,18.000,,1848.000,67.000,11.750,1241.000,18.750,38.000
2021-06-21 14:00:00+02:00,145.250,359.250,943.500,0.500,,0.000,0.000,0.000,13.000,18.000,,1848.000,67.000,11.750,1147.750,18.250,23.000
2021-06-21 15:00:00+02:00,144.500,346.250,1008.250,0.000,,0.000,,0.000,12.250,18.000,,1847.000,67.000,11.500,979.250,18.000,19.500
2021-06-21 16:00:00+02:00,144.250,352.000,918.000,0.000,,0.000,,0.000,12.000,18.000,,1846.250,67.000,11.500,743.250,19.000,15.750
2021-06-21 17:00:00+02:00,140.250,364.250,932.750,0.000,,0.000,,0.000,12.000,18.000,,1846.250,67.000,10.250,462.000,18.750,16.000
2021-06-21 18:00:00+02:00,122.750,361.000,1009.750,0.000,,0.000,,0.000,12.000,18.000,,1847.250,63.250,11.250,231.250,18.500,10.250
2021-06-21 19:00:00+02:00,117.250,345.250,974.250,0.000,,0.000,,0.000,12.000,18.000,,1845.750,62.000,11.750,77.750,18.500,1.750
2021-06-21 20:00:00+02:00,120.250,329.750,933.500,0.000,,0.000,0.000,0.000,12.000,18.000,,1846.750,62.000,11.750,8.500,18.500,10.750
2021-06-21 21:00:00+02:00,135.500,336.500,958.750,0.000,,0.000,,0.000,12.000,18.000,,1847.000,62.000,12.000,0.000,19.750,35.500
2021-06-21 22:00:00+02:00,147.750,344.250,927.250,0.000,,0.000,,0.000,12.000,18.000,,1847.750,62.000,12.500,0.000,19.250,82.000
2021-06-21 23:00:00+02:00,145.000,340.000,969.000,0.000,,0.000,,0.000,11.500,15.000,,1847.750,61.000,13.000,0.000,19.250,80.750
2021-06-22 00:00:00+02:00,122.750,343.500,957.750,0.000,,0.000,,0.000,12.000,15.000,,1852.250,57.000,12.000,0.000,19.000,51.500
2021-06-22 01:00:00+02:00,122.750,348.750,892.750,0.000,,0.000,,0.000,11.750,15.000,,1852.500,57.000,11.500,0.000,19.250,29.000
2021-06-22 02:00:00+02:00,117.500,341.750,818.750,0.000,,0.000,0.000,0.000,12.000,15.000,,1854.000,56.000,10.500,0.000,19.250,49.000
2021-06-22 03:00:00+02:00,94.750,342.000,775.750,0.000,,0.000,,0.000,12.000,15.000,,1854.500,57.000,8.000,0.000,19.250,40.500
2021-06-22 04:00:00+02:00,93.000,344.000,776.750,0.000,,0.000,,0.000,11.500,15.000,,1854.000,56.000,7.500,1.750,18.500,24.000
2021-06-22 05:00:00+02:00,103.000,339.500,849.750,0.000,,0.000,,0.000,12.000,15.000,,1853.000,56.000,8.250,37.000,18.000,37.750
2021-06-22 06:00:00+02:00,123.000,335.500,959.000,0.000,,0.000,,0.000,12.000,15.250,,1852.500,57.000,10.250,142.750,17.750,57.250
2021-06-22 07:00:00+02:00,124.250,338.250,1046.500,0.250,,0.000,,0.000,12.000,18.000,,1853.750,60.000,11.750,379.000,18.500,51.500
