timestamp_cec,Fossil Gas,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Waste,Wind Onshore
2021-01-01 00:00:00+01:00,0.000,502.000,388.000,6339.000,6.000,24.000
2021-01-01 01:00:00+01:00,0.000,407.000,379.000,5927.000,6.000,27.000
2021-01-01 02:00:00+01:00,0.000,373.000,376.000,5291.000,6.000,30.000
2021-01-01 03:00:00+01:00,0.000,310.000,376.000,5137.000,6.000,34.000
2021-01-01 04:00:00+01:00,0.000,307.000,379.000,5102.000,6.000,34.000
2021-01-01 05:00:00+01:00,0.000,378.000,381.000,5363.000,6.000,33.000
2021-01-01 06:00:00+01:00,0.000,440.000,383.000,5942.000,6.000,32.000
2021-01-01 07:00:00+01:00,0.000,507.000,385.000,6308.000,6.000,38.000
2021-01-01 08:00:00+01:00,0.000,507.000,397.000,6705.000,6.000,52.000
2021-01-01 09:00:00+01:00,0.000,573.000,395.000,6875.000,6.000,58.000
2021-01-01 10:00:00+01:00,0.000,550.000,391.000,7136.000,6.000,60.000
2021-01-01 11:00:00+01:00,0.000,712.000,394.000,7461.000,6.000,67.000
2021-01-01 12:00:00+01:00,0.000,769.000,395.000,7485.000,5.000,64.000
2021-01-01 13:00:00+01:00,0.000,772.000,395.000,7524.000,6.000,57.000
2021-01-01 14:00:00+01:00,0.000,784.000,390.000,7656.000,5.000,60.000
2021-01-01 15:00:00+01:00,0.000,851.000,388.000,7647.000,5.000,56.000
2021-01-01 16:00:00+01:00,0.000,864.000,387.000,7631.000,5.000,59.000
2021-01-01 17:00:00+01:00,0.000,864.000,389.000,7610.000,5.000,47.000
2021-01-01 18:00:00+01:00,0.000,855.000,388.000,7590.000,5.000,48.000
2021-01-01 19:00:00+01:00,0.000,855.000,393.000,7396.000,5.000,63.000
2021-01-01 20:00:00+01:00,0.000,780.000,390.000,7275.000,5.000,90.000
2021-01-01 21:00:00+01:00,0.000,695.000,390.000,7345.000,5.000,78.000
2021-01-01 22:00:00+01:00,0.000,685.000,391.000,7197.000,6.000,78.000
2021-01-01 23:00:00+01:00,0.000,587.000,388.000,6837.000,6.000,59.000
2021-01-02 00:00:00+01:00,0.000,450.000,379.000,6383.000,5.000,70.000
2021-01-02 01:00:00+01:00,0.000,417.000,376.000,5744.000,6.000,67.000
2021-01-02 02:00:00+01:00,0.000,395.000,370.000,5578.000,6.000,57.000
2021-01-02 03:00:00+01:00,0.000,417.000,370.000,5409.000,6.000,49.000
2021-01-02 04:00:00+01:00,0.000,418.000,373.000,5578.000,6.000,64.000
2021-01-02 05:00:00+01:00,0.000,440.000,377.000,5946.000,6.000,86.000
2021-01-02 06:00:00+01:00,0.000,504.000,381.000,6109.000,6.000,78.000
2021-01-02 07:00:00+01:00,0.000,528.000,381.000,6547.000,6.000,99.000
2021-01-02 08:00:00+01:00,0.000,610.000,378.000,6925.000,6.000,115.000
2021-01-02 09:00:00+01:00,0.000,612.000,380.000,7165.000,6.000,124.000
2021-01-02 10:00:00+01:00,0.000,623.000,370.000,7300.000,5.000,123.000
2021-01-02 11:00:00+01:00,0.000,660.000,376.000,7374.000,5.000,125.000
2021-01-02 12:00:00+01:00,0.000,660.000,373.000,7463.000,5.000,103.000
2021-01-02 13:00:00+01:00,0.000,672.000,375.000,7462.000,5.000,110.000
2021-01-02 14:00:00+01:00,0.000,703.000,377.000,7573.000,5.000,137.000
2021-01-02 15:00:00+01:00,0.000,752.000,374.000,7648.000,5.000,193.000
2021-01-02 16:00:00+01:00,0.000,794.000,375.000,7771.000,5.000,218.000
2021-01-02 17:00:00+01:00,0.000,802.000,375.000,7853.000,5.000,252.000
2021-01-02 18:00:00+01:00,0.000,844.000,371.000,7673.000,5.000,310.000
2021-01-02 19:00:00+01:00,0.000,783.000,373.000,7442.000,5.000,371.000
2021-01-02 20:00:00+01:00,0.000,767.000,375.000,7283.000,5.000,421.000
2021-01-02 21:00:00+01:00,0.000,763.000,375.000,7273.000,5.000,413.000
2021-01-02 22:00:00+01:00,0.000,728.000,376.000,7004.000,6.000,414.000
2021-01-02 23:00:00+01:00,0.000,623.000,371.000,6857.000,6.000,458.000
2021-01-03 00:00:00+01:00,0.000,614.000,366.000,6608.000,6.000,490.000
2021-01-03 01:00:00+01:00,0.000,599.000,363.000,5711.000,6.000,434.000
2021-01-03 02:00:00+01:00,0.000,341.000,364.000,5384.000,6.000,422.000
2021-01-03 03:00:00+01:00,0.000,341.000,366.000,5342.000,6.000,474.000
2021-01-03 04:00:00+01:00,0.000,344.000,366.000,5390.000,6.000,427.000
2021-01-03 05:00:00+01:00,0.000,344.000,365.000,5438.000,6.000,424.000
2021-01-03 06:00:00+01:00,0.000,340.000,366.000,5498.000,6.000,473.000
2021-01-03 07:00:00+01:00,0.000,410.000,371.000,6013.000,6.000,455.000
2021-01-03 08:00:00+01:00,0.000,560.000,380.000,6348.000,6.000,492.000
2021-01-03 09:00:00+01:00,0.000,637.000,368.000,6583.000,5.000,510.000
2021-01-03 10:00:00+01:00,0.000,540.000,366.000,6863.000,5.000,494.000
2021-01-03 11:00:00+01:00,0.000,549.000,368.000,6920.000,5.000,454.000
2021-01-03 12:00:00+01:00,0.000,541.000,372.000,6779.000,6.000,451.000
2021-01-03 13:00:00+01:00,0.000,501.000,376.000,6660.000,6.000,414.000
2021-01-03 14:00:00+01:00,0.000,516.000,375.000,6735.000,6.000,337.000
2021-01-03 15:00:00+01:00,0.000,567.000,376.000,7039.000,6.000,248.000
2021-01-03 16:00:00+01:00,0.000,749.000,375.000,7473.000,5.000,228.000
2021-01-03 17:00:00+01:00,0.000,783.000,376.000,7515.000,5.000,220.000
2021-01-03 18:00:00+01:00,0.000,767.000,369.000,7382.000,5.000,205.000
2021-01-03 19:00:00+01:00,0.000,773.000,372.000,7245.000,5.000,129.000
2021-01-03 20:00:00+01:00,0.000,764.000,372.000,6969.000,5.000,117.000
2021-01-03 21:00:00+01:00,0.000,757.000,373.000,6883.000,5.000,134.000
2021-01-03 22:00:00+01:00,0.000,589.000,373.000,6714.000,6.000,186.000
2021-01-03 23:00:00+01:00,0.000,394.000,370.000,6010.000,6.000,215.000
2021-01-04 00:00:00+01:00,0.000,267.000,360.000,5282.000,6.000,183.000
2021-01-04 01:00:00+01:00,0.000,135.000,360.000,5046.000,6.000,153.000
2021-01-04 02:00:00+01:00,0.000,110.000,364.000,4939.000,6.000,141.000
2021-01-04 03:00:00+01:00,0.000,136.000,364.000,5052.000,6.000,85.000
2021-01-04 04:00:00+01:00,0.000,312.000,366.000,5226.000,6.000,60.000
2021-01-04 05:00:00+01:00,0.000,516.000,366.000,6305.000,6.000,87.000
2021-01-04 06:00:00+01:00,0.000,800.000,365.000,7088.000,5.000,135.000
2021-01-04 07:00:00+01:00,0.000,857.000,360.000,7764.000,5.000,142.000
2021-01-04 08:00:00+01:00,0.000,914.000,352.000,7872.000,5.000,199.000
2021-01-04 09:00:00+01:00,0.000,910.000,354.000,7897.000,5.000,272.000
2021-01-04 10:00:00+01:00,0.000,910.000,355.000,7936.000,5.000,405.000
2021-01-04 11:00:00+01:00,0.000,913.000,347.000,7886.000,5.000,487.000
2021-01-04 12:00:00+01:00,0.000,915.000,352.000,7772.000,5.000,439.000
2021-01-04 13:00:00+01:00,0.000,913.000,352.000,7810.000,5.000,297.000
2021-01-04 14:00:00+01:00,0.000,907.000,345.000,7751.000,5.000,235.000
2021-01-04 15:00:00+01:00,0.000,910.000,344.000,7755.000,5.000,252.000
2021-01-04 16:00:00+01:00,0.000,911.000,343.000,7817.000,6.000,292.000
2021-01-04 17:00:00+01:00,0.000,909.000,334.000,7826.000,6.000,229.000
2021-01-04 18:00:00+01:00,0.000,902.000,334.000,7710.000,5.000,331.000
2021-01-04 19:00:00+01:00,0.000,906.000,334.000,7893.000,5.000,366.000
2021-01-04 20:00:00+01:00,0.000,890.000,337.000,7835.000,5.000,315.000
2021-01-04 21:00:00+01:00,0.000,890.000,332.000,7630.000,5.000,260.000
2021-01-04 22:00:00+01:00,0.000,868.000,335.000,7326.000,5.000,234.000
2021-01-04 23:00:00+01:00,0.000,861.000,346.000,7052.000,6.000,249.000
2021-01-05 00:00:00+01:00,0.000,876.000,335.000,6842.000,6.000,210.000
2021-01-05 01:00:00+01:00,0.000,881.000,341.000,6875.000,6.000,179.000
